标题,开发商,房子信息,发布信息,售价/万,单价
金兰小区 3室2厅 南,金兰小区 -罗浮广场,3室2厅 | 134.76平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,3人关注 / 25天以前发布,64.8,"4,809元/平"
滨江四季花城二期A区 3室2厅 西南,滨江四季花城二期A区 -罗浮广场,3室2厅 | 90.12平米 | 西南 | 精装 | 低楼层(共28层)  | 板楼,1人关注 / 4个月以前发布,86,"9,543元/平"
东华农贸市场 3室2厅 东 南 西 北,东华农贸市场 -金龙大道,3室2厅 | 87.5平米 | 东 南 西 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,59.8,"6,835元/平"
步梯七楼  采光好 家电齐全  交通便利,书香雅筑 -罗浮广场,3室2厅 | 117.39平米 | 东南 | 简装 | 高楼层(共8层)  | 板塔结合,20人关注 / 5个月以前发布,47,"4,004元/平"
金兰小区 4室3厅 南 北,金兰小区 -罗浮广场,4室3厅 | 148.64平米 | 南 北 | 精装 | 低楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,82,"5,517元/平"
滨江山語城 3室1厅 东南,滨江山語城 -罗浮广场,3室1厅 | 83平米 | 东南 | 精装 | 高楼层(共34层)  | 塔楼,1人关注 / 3个月以前发布,67,"8,073元/平"
公务员家属院、独立幽静舒适环境小区,金兰小区 -罗浮广场,3室2厅 | 120平米 | 西 | 其他 | 中楼层(共7层)  | 板楼,2人关注 / 7个月以前发布,70,"5,834元/平"
莲花湖，精装洋房带车位，业主诚心出售，有证交易方便,中梁首府 -莲花湖,4室2厅 | 125平米 | 南 | 精装 | 高楼层(共12层)  | 塔楼,2人关注 / 4个月以前发布,135,"10,800元/平"
国际新城 4室2厅 东南,国际新城 -罗浮广场,4室2厅 | 117平米 | 东南 | 精装 | 高楼层(共8层)  | 板楼,1人关注 / 1个月以前发布,70,"5,983元/平"
罗浮广场商圈，户型方正，随时看房。,滨江山語城 -罗浮广场,3室2厅 | 95.3平米 | 南 | 精装 | 低楼层(共34层)  | 塔楼,1人关注 / 5个月以前发布,72,"7,556元/平"
四季花城二期 4室2厅 东南,四季花城二期 -罗浮广场,4室2厅 | 93平米 | 东南 | 精装 | 高楼层(共8层)  | 暂无数据,1人关注 / 4个月以前发布,96,"10,323元/平"
海星园套三双卫，视野开阔采光好，一览全余尽收眼底,海星园 -金龙大道,3室2厅 | 130.1平米 | 西 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 8个月以前发布,85,"6,534元/平"
大阳台，视野好，交通便利，户型方正。业主诚心卖,立根尚城 -南客站,3室2厅 | 97平米 | 东南 | 精装 | 高楼层(共26层)  | 板塔结合,1人关注 / 5个月以前发布,73,"7,526元/平"
二号干道升华广场 精装修全新未住 全屋定制品牌,兴诚·锦云府 -南客站,4室2厅 | 113平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,118,"10,443元/平"
六合世家 3室2厅 东南,六合世家 -万达路,3室2厅 | 108平米 | 东南 | 精装 | 中楼层(共24层)  | 塔楼,0人关注 / 1个月以前发布,66.5,"6,158元/平"
升华广场政务 吧        繁华地段,罗浮南山美庐 -南客站,3室1厅 | 93平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 1个月以前发布,72.8,"7,828元/平"
领域广场旁，原装电梯，户型好，出行便捷,瑞东大厦 -万达路,2室2厅 | 68平米 | 东南 南 | 精装 | 中楼层(共21层)  | 暂无数据,0人关注 / 1个月以前发布,38,"5,589元/平"
卫生局综合楼 3室1厅 西 东,卫生局综合楼 -万达路,3室1厅 | 82平米 | 西 东 | 简装 | 低楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,41.8,"5,098元/平"
丽景园 3室2厅 南 北,丽景园 -复兴镇,3室2厅 | 108平米 | 南 北 | 简装 | 低楼层(共16层)  | 塔楼,4人关注 / 6个月以前发布,45,"4,167元/平"
此房是电梯房，带花园小区，出门交通方便。,天恒花园 -罗浮广场,4室2厅 | 170.11平米 | 东 | 简装 | 中楼层(共12层)  | 塔楼,0人关注 / 一年前发布,110,"6,467元/平"
金龙大道套三，采光充足，交通方便，购物方便,旺角城 -西客站,3室1厅 | 92.04平米 | 东北 | 简装 | 中楼层(共24层)  | 塔楼,0人关注 / 1个月以前发布,55,"5,976元/平"
黑沟路107号 3室2厅 东,黑沟路107号 -未知商圈,3室2厅 | 97.5平米 | 东 | 简装 | 中楼层(共10层)  | 暂无数据,0人关注 / 7个月以前发布,38,"3,898元/平"
"步梯低楼层，大四房才30多万，价格美丽,欢迎咨询",水井街45号 -未知商圈,4室2厅 | 144.63平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,3人关注 / 3个月以前发布,35,"2,420元/平"
二号干道升华广场 精装修全新未住 全屋定制品牌,兴诚·锦云府 -南客站,4室2厅 | 113平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,118,"10,443元/平"
六合世家 3室2厅 东南,六合世家 -万达路,3室2厅 | 108平米 | 东南 | 精装 | 中楼层(共24层)  | 塔楼,0人关注 / 1个月以前发布,66.5,"6,158元/平"
小洋房  一梯两户 高品质大4房带阳台 业主诚心卖,罗浮南山美庐 -南客站,4室2厅 | 145.17平米 | 东南 | 毛坯 | 低楼层(共6层)  | 塔楼,1人关注 / 5个月以前发布,110,"7,578元/平"
宏升·國際新城 3室2厅 南,宏升·國際新城 -西客站,3室2厅 | 100.07平米 | 南 | 精装 | 中楼层(共27层)  | 塔楼,0人关注 / 3个月以前发布,69.8,"6,976元/平"
朝阳东路 3室2厅 东 南 西 北,朝阳东路 -中心广场,3室2厅 | 62平米 | 东 南 西 北 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 3个月以前发布,25,"4,033元/平"
通川中路143号 4室2厅 南,通川中路143号 -老车坝,4室2厅 | 182.75平米 | 南 | 精装 | 中楼层(共13层)  | 暂无数据,1人关注 / 4个月以前发布,57,"3,120元/平"
罗浮阳光 3室2厅 南,罗浮阳光 -西客站,3室2厅 | 113平米 | 南 | 精装 | 低楼层(共22层)  | 塔楼,1人关注 / 3个月以前发布,65,"5,753元/平"
房子不错，价格美丽，随时看房，心情愉悦,广泽格凌西城项目部 -西客站,3室2厅 | 90.55平米 | 南 | 毛坯 | 低楼层(共25层)  | 塔楼,0人关注 / 1个月以前发布,53,"5,854元/平"
卫生局综合楼 3室1厅 西 东,卫生局综合楼 -万达路,3室1厅 | 82平米 | 西 东 | 简装 | 低楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,41.8,"5,098元/平"
升华广场政务 吧        繁华地段,罗浮南山美庐 -南客站,3室1厅 | 93平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 1个月以前发布,72.8,"7,828元/平"
领域广场旁，原装电梯，户型好，出行便捷,瑞东大厦 -万达路,2室2厅 | 68平米 | 东南 南 | 精装 | 中楼层(共21层)  | 暂无数据,0人关注 / 1个月以前发布,38,"5,589元/平"
大阳台，视野好，交通便利，户型方正。业主诚心卖,立根尚城 -南客站,3室2厅 | 97平米 | 东南 | 精装 | 高楼层(共26层)  | 板塔结合,1人关注 / 5个月以前发布,73,"7,526元/平"
房屋急售。欢迎参观！！！！！！！,黄马湾路4号 -老车坝,3室2厅 | 124平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 5个月以前发布,39.8,"3,210元/平"
万豪一品，正南朝向 标准三房双卫 急售,万豪一品 -罗浮广场,3室2厅 | 108平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,11人关注 / 10个月以前发布,75,"6,945元/平"
房东含泪出，售。手续齐全。等待有缘人,江湾城三期 -江湾城,3室2厅 | 102平米 | 西北 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 3个月以前发布,83,"8,138元/平"
西客站旁边花园小区电梯房急售。户型方正,罗浮阳光心殿 -西客站,3室2厅 | 90.02平米 | 西北 | 毛坯 | 中楼层(共29层)  | 塔楼,0人关注 / 6个月以前发布,56,"6,221元/平"
新达水泵厂家属区 3室2厅 东南,新达水泵厂家属区 -万达路,3室2厅 | 80平米 | 东南 | 精装 | 高楼层(共9层)  | 暂无数据,0人关注 / 2个月以前发布,38.8,"4,850元/平"
室内低价       套3房!,健民路158号 -老车坝,3室2厅 | 97.6平米 | 南 | 精装 | 中楼层(共9层)  | 板楼,1人关注 / 3个月以前发布,34,"3,484元/平"
采光巴适，户型方正，交通方便，读书方便，诚心卖诚心,新锦苑 -罗浮广场,3室2厅 | 98.8平米 | 南 | 简装 | 高楼层(共11层)  | 塔楼,0人关注 / 2个月以前发布,66,"6,681元/平"
交通便利，采光巴适，朝南，价格面议，诚心卖，视野巴,金碧世纪 -罗浮广场,3室2厅 | 104平米 | 南 | 精装 | 低楼层(共22层)  | 塔楼,0人关注 / 2个月以前发布,77,"7,404元/平"
张家湾国土局集资房 3室2厅 南,张家湾国土局集资房 -老车坝,3室2厅 | 90平米 | 南 | 精装 | 低楼层(共9层)  | 暂无数据,0人关注 / 2个月以前发布,50,"5,556元/平"
户型方正，交通便利，采光巴适，户型方正，房东诚心卖,西晶御菁园 -罗浮广场,3室2厅 | 98平米 | 南 | 精装 | 中楼层(共23层)  | 板塔结合,0人关注 / 2个月以前发布,92,"9,388元/平"
牌楼路95号 3室2厅 南,牌楼路95号 -未知商圈,3室2厅 | 70平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,36,"5,143元/平"
交通便利，户型方正价格面议，急售,尚城华府 -复兴镇,3室2厅 | 114平米 | 南 | 精装 | 高楼层(共22层)  | 板楼,0人关注 / 2个月以前发布,36,"3,158元/平"
此房装修的好，房子本身很优惠，自带车位，停车无忧,裕丰寰宇华府 -南客站,3室2厅 | 101平米 | 南 | 精装 | 中楼层(共34层)  | 平房,1人关注 / 一年前发布,85,"8,416元/平"
金龙大道花园小区，电梯中高层，房东诚心出售,信德观天下 -西客站,2室1厅 | 82.7平米 | 南 | 其他 | 高楼层(共34层)  | 塔楼,0人关注 / 1个月以前发布,65,"7,860元/平"
业主婚房出售，户型方正，视野开阔,仁和苑 -西客站,2室1厅 | 83平米 | 南 | 其他 | 高楼层(共26层)  | 塔楼,0人关注 / 1个月以前发布,60,"7,229元/平"
金龙大道旁大两房带衣帽间 正朝南 精装修,金利多青华园 -金龙大道,3室2厅 | 115平米 | 南 | 其他 | 低楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,100,"8,696元/平"
精装修 小区环境优美，生活便捷，出行方便诚心卖,万兴世家小区 -南客站,2室1厅 | 76.8平米 | 北 | 其他 | 低楼层(共29层)  | 板塔结合,0人关注 / 1个月以前发布,63,"8,204元/平"
金岸世纪 2室1厅 东南,金岸世纪 -北客站,2室1厅 | 38.44平米 | 东南 | 简装 | 低楼层(共27层)  | 平房,0人关注 / 28天以前发布,30,"7,805元/平"
房子位于金龙大道，房子买一层得 两层,金利多青华园 -金龙大道,4室2厅 | 133平米 | 东南 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,102,"7,670元/平"
田坝巷 4室2厅 东南 北,田坝巷 -老车坝,4室2厅 | 126平米 | 东南 北 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,48,"3,810元/平"
棕榈岛 2室1厅 南,棕榈岛 -罗浮广场,2室1厅 | 91.99平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,0人关注 / 1个月以前发布,82,"8,915元/平"
通川桥锦州国际花园小区精装修看房方便房东诚意出售,锦州国际五区 -三里坪,2室1厅 | 67平米 | 西南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,42,"6,269元/平"
万豪世家 1室1厅 东南,万豪世家 -罗浮广场,1室1厅 | 38平米 | 东南 | 其他 | 高楼层(共26层)  | 塔楼,0人关注 / 31天以前发布,26.6,"7,000元/平"
中梁首府 3室2厅 南,中梁首府 -莲花湖,3室2厅 | 94.5平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,0人关注 / 1个月以前发布,89,"9,418元/平"
通锦·国际广场 1室1厅 北,通锦·国际广场 -罗浮广场,1室1厅 | 60平米 | 北 | 简装 | 中楼层(共26层)  | 塔楼,0人关注 / 1个月以前发布,47,"7,834元/平"
房东急售！三里坪精装套二，随时看房,南滨大厦 -三里坪,2室1厅 | 47平米 | 东南 北 | 其他 | 中楼层(共29层)  | 板塔结合,0人关注 / 1个月以前发布,33.8,"7,192元/平"
小高层电梯房，环境清静适合居家，，。。。。。。。,阔景嘉园 -三里坪,2室1厅 | 75平米 | 东 | 其他 | 高楼层(共8层)  | 板塔结合,0人关注 / 1个月以前发布,43.8,"5,840元/平"
精装修，价格实惠，诚意出售。....,江湾城三期 -江湾城,2室2厅 | 80平米 | 西北 | 其他 | 高楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,72,"9,000元/平"
户型方正，配套设施齐全，适合居住。房子精装修,富麗楠山 -三岔路口,1室1厅 | 38平米 | 南 | 其他 | 低楼层(共12层)  | 板楼,0人关注 / 26天以前发布,25,"6,579元/平"
自由心岸 3室2厅 西南,自由心岸 -三里坪,3室2厅 | 88平米 | 西南 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,48,"5,455元/平"
凰城一号 2室2厅 东南,凰城一号 -老车坝,2室2厅 | 77平米 | 东南 | 其他 | 低楼层(共32层)  | 塔楼,0人关注 / 22天以前发布,58,"7,533元/平"
金龙大道，花园小区，交通便利。诚心出售。随时看房,仁和苑 -西客站,2室2厅 | 83平米 | 南 | 其他 | 低楼层(共26层)  | 塔楼,0人关注 / 22天以前发布,55,"6,627元/平"
花园小区景色宜人休闲娱乐很方便,西城名苑 -金龙大道,2室1厅 | 77.74平米 | 南 | 其他 | 低楼层(共24层)  | 塔楼,0人关注 / 20天以前发布,63,"8,104元/平"
中迪广场四房双卫 视野开阔 诚心出售,中迪广场 -莲花湖,4室2厅 | 134平米 | 北 | 其他 | 高楼层(共33层)  | 塔楼,0人关注 / 19天以前发布,110,"8,209元/平"
中梁首府 4室2厅 南,中梁首府 -莲花湖,4室2厅 | 134平米 | 南 | 其他 | 低楼层(共34层)  | 塔楼,0人关注 / 23天以前发布,108,"8,060元/平"
精心装修套二  诚心出售  拎包入住,罗浮南山美庐 -南客站,2室2厅 | 71.74平米 | 北 | 其他 | 中楼层(共30层)  | 塔楼,1人关注 / 19天以前发布,65,"9,061元/平"
国际新城 2室2厅 南,国际新城 -罗浮广场,2室2厅 | 87平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 19天以前发布,56,"6,437元/平"
江湾城三期 2室2厅 东南,江湾城三期 -江湾城,2室2厅 | 65平米 | 东南 | 其他 | 高楼层(共30层)  | 塔楼,0人关注 / 19天以前发布,56,"8,616元/平"
石家湾家装电梯房，配套成熟，房东急售,石家湾路122号 -三岔路口,2室1厅 | 81.33平米 | 东南 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 26天以前发布,29,"3,566元/平"
一新国际社区 2室2厅 东,一新国际社区 -南客站,2室2厅 | 65平米 | 东 | 其他 | 中楼层(共23层)  | 塔楼,0人关注 / 28天以前发布,52,"8,000元/平"
罗浮南山美庐 4室2厅 南 西南,罗浮南山美庐 -南客站,4室2厅 | 143平米 | 南 西南 | 其他 | 低楼层(共7层)  | 塔楼,0人关注 / 4天以前发布,83,"5,805元/平"
此房方正    适合各种人群居住,上观南城 -南客站,2室1厅 | 75.19平米 | 东 北 | 其他 | 中楼层(共18层)  | 塔楼,0人关注 / 29天以前发布,62,"8,246元/平"
锦尚华庭 2室2厅 东南,锦尚华庭 -北客站,2室2厅 | 69平米 | 东南 | 其他 | 高楼层(共28层)  | 平房,0人关注 / 20天以前发布,54,"7,827元/平"
南客站，采光好，小户型，交通便利,城市之星 -南客站,1室1厅 | 35.32平米 | 东南 | 其他 | 高楼层(共30层)  | 塔楼,0人关注 / 31天以前发布,32,"9,061元/平"
罗浮南山美庐 4室2厅 南 西南,罗浮南山美庐 -南客站,4室2厅 | 143平米 | 南 西南 | 其他 | 低楼层(共7层)  | 塔楼,0人关注 / 4天以前发布,83,"5,805元/平"
南山美庐精装两房，交通便利，成熟地段。,罗浮南山美庐 -南客站,2室2厅 | 85平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 24天以前发布,68,"8,000元/平"
康力首座 2室1厅 东南,康力首座 -中心广场,2室1厅 | 60平米 | 东南 | 其他 | 高楼层(共29层)  | 塔楼,0人关注 / 18天以前发布,42,"7,000元/平"
领域广场旁地势平坦，精装正两房，花园小区，拎包入住,金都景苑 -万达路,2室1厅 | 56平米 | 南 北 | 其他 | 高楼层(共24层)  | 平房,0人关注 / 26天以前发布,38,"6,786元/平"
邓家巷21号 2室1厅 东南,邓家巷21号 -中心广场,2室1厅 | 53平米 | 东南 | 其他 | 中楼层(共10层)  | 暂无数据,0人关注 / 20天以前发布,22,"4,151元/平"
房东诚心出售   配套成熟   花园小区,中迪广场二期 -莲花湖,2室1厅 | 68平米 | 南 | 其他 | 中楼层(共28层)  | 板塔结合,0人关注 / 23天以前发布,63,"9,265元/平"
此房方正    适合各种人群居住,上观南城 -南客站,2室1厅 | 75.19平米 | 东 北 | 其他 | 中楼层(共18层)  | 塔楼,0人关注 / 29天以前发布,62,"8,246元/平"
中迪广场二期 2室1厅 南,中迪广场二期 -莲花湖,2室1厅 | 68.8平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,2人关注 / 27天以前发布,60,"8,721元/平"
莲花湖奥特莱斯购物广场前旁，清水三房。,中迪广场二期 -莲花湖,3室1厅 | 88.5平米 | 东南 | 其他 | 低楼层(共34层)  | 塔楼,0人关注 / 23天以前发布,54,"6,102元/平"
金岸世纪 2室2厅 东南,金岸世纪 -北客站,2室2厅 | 80.85平米 | 东南 | 其他 | 中楼层(共27层)  | 平房,1人关注 / 25天以前发布,38,"4,701元/平"
