标题,开发商,房子信息,发布信息,售价/万,单价
新上优质大四房 高楼层采光好 直望北龙湖 视野好,鑫苑名家 -北站,4室2厅 | 190.77平米 | 南 北 | 简装 | 中楼层(共23层)  | 板塔结合,2人关注 / 9天以前发布,265,"13,892元/平"
绿城百合南北通透大复式，中间位置精装修,绿城百合公寓春晓苑 -熙地港,5室4厅 | 235.4平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,5人关注 / 3个月以前发布,485,"20,604元/平"
三环内双气大平层人车分流 风雨连廊 观风景不淋风雨,东润泰和 -省中医院,6室2厅 | 271.05平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 板楼,38人关注 / 一年前发布,710,"26,195元/平"
经三路中亨都市花园，自住精装修通透大四房，满五,中亨都市花园 -北站,4室2厅 | 172.68平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,28人关注 / 一年前发布,260,"15,057元/平"
满五唯一  租金五千 业主急售1个月 户型方正 地铁口房,嘉佰丽园 -紫荆山,5室3厅 | 191.42平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,151,"7,889元/平"
别墅区 花园洋房 1梯2户 双气,迎宾路3号 -北大学城,5室2厅 | 224.04平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,25人关注 / 一年前发布,505,"22,541元/平"
视野开阔房；交通便利；购物方便；外国语；,中义·阿卡迪亚 -阿卡迪亚,5室3厅 | 296.8平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,2人关注 / 5个月以前发布,830,"27,965元/平"
省体旁 地铁口 简单装修 双气四房 满五年 看房有钥匙,裕华广场 -省体育中心,4室2厅 | 160.17平米 | 南 北 | 其他 | 高楼层(共26层)  | 塔楼,0人关注 / 2个月以前发布,215,"13,424元/平"
春晓苑 精装双气5房 上下两层复式 满五车位另算30万,绿城百合公寓春晓苑 -熙地港,5室2厅 | 253.77平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,69人关注 / 一年前发布,500,"19,703元/平"
楼层好，得房率85%，南北通透，有钥匙看房方便,未来花园 -未来大厦,6室1厅 | 282.5平米 | 南 北 | 精装 | 高楼层(共25层)  | 塔楼,25人关注 / 7个月以前发布,387,"13,700元/平"
金沙湖临湖大平层 楼栋挨着湖而建，前方百平大花园,金沙湖高尔夫观邸 -金沙湖高尔夫观邸,5室2厅 | 354.19平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,5人关注 / 一年前发布,690,"19,482元/平"
天佑小区  低密度社区   标准复式   朝向好,天佑小区 -燕庄,3室2厅 | 165.75平米 | 南 | 简装 | 高楼层(共26层)  | 板楼,3人关注 / 一年前发布,249,"15,023元/平"
省医旁 地铁口 CBD旁 带电梯小高层 看房方便 价位可谈,宜家美景小区 -财富广场,5室2厅 | 216.1平米 | 南 北 | 简装 | 中楼层(共13层)  | 塔楼,1人关注 / 6个月以前发布,265,"12,263元/平"
英协路 福元路 交叉口 银基王朝,银基王朝 -燕庄,5室2厅 | 224.24平米 | 南 北 | 简装 | 高楼层(共29层)  | 板塔结合,22人关注 / 一年前发布,379,"16,902元/平"
一楼带院 大四房 业主诚心出售 看房随时！,金泰小区 -黄河南路,4室2厅 | 190.11平米 | 南 北 | 简装 | 低楼层(共19层)  | 板楼,84人关注 / 一年前发布,401,"21,094元/平"
地铁口 278大平层 5室3卫 满五唯一看房方便,莲花苑 -高新新郑大,5室2厅 | 278.87平米 | 南 北 | 毛坯 | 16层  | 板塔结合,21人关注 / 7个月以前发布,309,"11,081元/平"
嵩山路南三环 亚星观邸 268平大平层 一梯一户双入户门,亚星观邸 -万客来,5室1厅 | 268.03平米 | 南 北 | 毛坯 | 中楼层(共19层)  | 板塔结合,14人关注 / 一年前发布,480,"17,909元/平"
*大平层  南北有*多阳台 采光好 全款房,联盟新城七期 -熙地港,4室2厅 | 241.54平米 | 东 | 毛坯 | 低楼层(共6层)  | 板塔结合,27人关注 / 一年前发布,895,"37,054元/平"
康居东晖 5室1厅 南 北,康居东晖 -幸福港湾,5室1厅 | 200.11平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,206,"10,295元/平"
高新区锦华苑 五房大复式 诚心出售 格局好 南北通透,高新锦华苑 -高新公园道,5室3厅 | 305.6平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,9人关注 / 7个月以前发布,380,"12,435元/平"
宜家美景  新上 阔气大平层  视野开阔 位置好鸟瞰龙湖,宜家美景小区 -财富广场,4室2厅 | 215.71平米 | 西南 | 其他 | 中楼层(共13层)  | 塔楼,2人关注 / 8个月以前发布,247,"11,451元/平"
精装复式 带大露台 地下室 南北通透 视野开阔,启福花园西区 -儿童公园,6室3厅 | 221.94平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,25人关注 / 一年前发布,172,"7,750元/平"
此房满五年 毛坯房，容易装修 格局好,瑞银花园 -北站,4室2厅 | 221.6平米 | 南 北 | 简装 | 低楼层(共27层)  | 板楼,10人关注 / 一年前发布,302,"13,629元/平"
"南阳路东风路双地铁口 190平方05年精装修6,7楼复式",阳光假日 -南阳路,4室2厅 | 189.55平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,3人关注 / 一年前发布,145,"7,650元/平"
满五唯一，无贷款，中间楼层复式，上下两层，精装修,帝湖西王府 -帝湖,4室3厅 | 240.1平米 | 东南 | 精装 | 低楼层(共28层)  | 板楼,120人关注 / 一年前发布,197,"8,205元/平"
银基王朝四期 四房两厅两卫 精装修 全款房,银基王朝4期东南御 -燕庄,4室2厅 | 152.26平米 | 南 北 | 精装 | 中楼层(共28层)  | 塔楼,65人关注 / 一年前发布,285,"18,718元/平"
风雨连廊套房，有儿童游乐场，新风系统，名贵树木,东润泰和 -省中医院,6室1厅 | 271.05平米 | 南 西南 | 毛坯 | 低楼层(共25层)  | 板楼,19人关注 / 一年前发布,700,"25,826元/平"
经三路农业路 双气大社区 带露台 地段好 停车方便,关虎屯小区 -花园路,5室3厅 | 304平米 | 南 | 简装 | 高楼层(共12层)  | 板塔结合,7人关注 / 10个月以前发布,256,"8,422元/平"
龙腾盛世 地铁口 精装大三房 未入住 有钥匙随时看,龙腾盛世 -黄河南路,3室2厅 | 151.94平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,29人关注 / 一年前发布,327,"21,522元/平"
房子满5，公司产权，无抵押无户口，诚心出售价格可谈,新鑫花园(金水) -燕庄,5室2厅 | 291.08平米 | 南 | 毛坯 | 高楼层(共21层)  | 塔楼,7人关注 / 一年前发布,355,"12,196元/平"
建业三期复式带露台 露台100平 洋房顶楼复式带露台,建业城市花园 -燕庄,7室2厅 | 286.58平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,111人关注 / 一年前发布,300,"10,469元/平"
位置好 精装复式 南北通透 满五年 房子税费低,黄河美邸 -北大学城,4室3厅 | 191.73平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,24人关注 / 一年前发布,142,"7,407元/平"
港区，独栋别墅，500平花园，三层小洋楼，休养生息,鑫港花园 -航空港商圈,11室4厅 | 500平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,21人关注 / 一年前发布,578,"11,560元/平"
此房满五年，南北通透，东户，临河。,润城时光里 -通泰路,4室2厅 | 133.6平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 塔楼,77人关注 / 一年前发布,187,"13,998元/平"
滨河绿苑 顶楼复式 耗资百万精装大宅，河景房，带露台,滨河绿苑 -燕庄,5室1厅 | 265.78平米 | 南 北 | 精装 | 27层  | 板楼,2人关注 / 2个月以前发布,327.5,"12,323元/平"
不临街不临路南北通透采光好业主诚心出售价格可谈,金色年华 -通泰路,4室2厅 | 151.61平米 | 南 北 | 精装 | 6层  | 板楼,21人关注 / 一年前发布,256,"16,886元/平"
省医旁 地铁口 C B D旁 带电梯小高层 带车位 看房方便,宜家美景小区 -财富广场,5室2厅 | 216平米 | 南 北 | 精装 | 中楼层(共13层)  | 塔楼,5人关注 / 6个月以前发布,280,"12,963元/平"
中州大道毛坯 次新房 诚心卖 随时看房 价位可谈 急卖,非常国际二期 -枣庄,4室2厅 | 150平米 | 南 | 毛坯 | 高楼层(共29层)  | 板楼,143人关注 / 一年前发布,180,"12,000元/平"
二里岗标准大六室 毛坯无装修 满五年 业主诚心出售,康城棕榈泉 -正商城,6室2厅 | 231.49平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,11人关注 / 11个月以前发布,260,"11,232元/平"
绿都城多层六、七层复式，一梯两户，满五年无贷款,郑州绿都城 -中原万达,6室2厅 | 88.73平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,77人关注 / 一年前发布,118,"13,299元/平"
顶楼带一百四是十平，带车位，交通便利，环境美,新芒果和郡 -龙子湖,3室2厅 | 142.84平米 | 南 | 简装 | 高楼层(共26层)  | 板塔结合,1人关注 / 2个月以前发布,450,"31,504元/平"
万达旁，阳光四季园，多层小区，南北通透，带楼台。,阳光四季园 -中原万达,5室2厅 | 184.29平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,124人关注 / 一年前发布,184,"9,985元/平"
二环边，千亩帝湖；大4房；双气停车便利；满五年诚售,帝湖花园 -帝湖,4室2厅 | 161.87平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,62人关注 / 一年前发布,185,"11,429元/平"
CBD阿卡迪亚精装复式，地铁口熊儿河旁，,中义·阿卡迪亚 -阿卡迪亚,5室2厅 | 235.16平米 | 南 | 精装 | 高楼层(共9层)  | 板楼,22人关注 / 8个月以前发布,560,"23,814元/平"
电业局家属院 多层3楼复式 双气 停车方便,华裕小区 -兴华南街,6室3厅 | 236.7平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,285,"12,041元/平"
品质绿化社区 得房率高 洋房复式  中间位置,鑫苑景园小区 -王府井,4室2厅 | 196.38平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 板楼,52人关注 / 一年前发布,480,"24,443元/平"
省医旁大复式 户型方正大方 采光*好 看房方便 急卖,兆邦花园 -财富广场,4室2厅 | 255.03平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,6人关注 / 一年前发布,310,"12,156元/平"
楼层好 视野宽阔 采光充足 交通便利 出行方便，,菁翠园 -高新梧桐,5室2厅 | 257.2平米 | 南 北 | 简装 | 3层  | 板楼,35人关注 / 一年前发布,350,"13,609元/平"
中原路西三环，湖光苑，大复式，带大露台 满五年,湖光苑 -中原万达,4室2厅 | 192平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,123人关注 / 一年前发布,155,"8,073元/平"
毛坯大五房，业主诚心出售，满二,瀚宇天悦二期 -索凌路北段,5室2厅 | 304.01平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 板楼,3人关注 / 一年前发布,625,"20,559元/平"
多层洋房 公摊小 唯一住房 户型方正,绿都丹石街区 -南龙湖商圈,2室1厅 | 83.06平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,60,"7,224元/平"
大两室 有地暖 采光无遮挡 随时看房,清华大溪地九号院 -荥阳城区,2室1厅 | 88.34平米 | 南 | 简装 | 中楼层(共32层)  | 板楼,1人关注 / 30天以前发布,54,"6,113元/平"
高新区郑大旁业主从未住过的精装三房 115万 急售,裕华满园 -高新新郑大,3室1厅 | 88.12平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 22天以前发布,115,"13,051元/平"
管委会家属院 70年住宅中装小户型，满五年业主诚售！,锦绣苑 -高新公园道,1室1厅 | 67.14平米 | 东北 | 精装 | 中楼层(共23层)  | 塔楼,0人关注 / 1个月以前发布,80,"11,916元/平"
近惠济万达  月湖公园  中海央企开发  业主诚心,中海湖滨世家悠然苑 -惠济万达,3室2厅 | 106.29平米 | 南 北 | 精装 | 高楼层(共34层)  | 塔楼,0人关注 / 28天以前发布,182,"17,123元/平"
新城尚郡精装小三房，含车位，业主急售,新城尚郡 -荥阳城区,3室2厅 | 93.88平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,80,"8,522元/平"
东润郎郡精装修大三室，带标准车位一个,东润朗郡 -中牟城区,3室2厅 | 140.78平米 | 南 北 | 精装 | 高楼层(共27层)  | 塔楼,0人关注 / 25天以前发布,135,"9,590元/平"
东润朗郡 大三室精装，密码锁好楼层，采光好,东润朗郡 -中牟城区,3室2厅 | 107平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 23天以前发布,88,"8,225元/平"
满五唯一大两房，精装修诚心出售,帝湖花园 -帝湖,2室2厅 | 103.36平米 | 东南 南 | 精装 | 中楼层(共32层)  | 板塔结合,1人关注 / 25天以前发布,108,"10,449元/平"
公园旁、地铁口！新中式社区，南北通透三房，满二有本,新城尚郡 -荥阳城区,3室2厅 | 94.17平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 20天以前发布,61,"6,478元/平"
（含车位）精装双卫三房，拎包入住！小区配套成熟！,新城尚郡 -荥阳城区,3室2厅 | 124.49平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 20天以前发布,97,"7,792元/平"
龙湖锦艺城一期 4室1厅 南 北,龙湖锦艺城一期 -南龙湖商圈,4室1厅 | 131.58平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,1人关注 / 28天以前发布,115,"8,740元/平"
"装修好,可拎包入住,临着左照公园环境好",乐福国际 -上街区,2室2厅 | 89.15平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,0人关注 / 30天以前发布,45,"5,048元/平"
鸿鹄嘉苑，地铁口小三房，业主急售,鸿鹄嘉苑 -南龙湖商圈,3室2厅 | 87.71平米 | 南 | 毛坯 | 高楼层(共23层)  | 板楼,0人关注 / 26天以前发布,55,"6,271元/平"
人民公园东门 2楼2房 单价低 总价低 户型好 随看诚售,市民新村 -人民路,2室1厅 | 77.62平米 | 东 西 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 19天以前发布,80.8,"10,410元/平"
一江弘城两梯两户满五不唯一大三居,一江弘城 -新郑城区,3室2厅 | 143.9平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 塔楼,0人关注 / 27天以前发布,104,"7,228元/平"
富田兴和湾 2室1厅 南,富田兴和湾 -南龙湖商圈,2室1厅 | 88.88平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 30天以前发布,60,"6,751元/平"
书香园，三室两厅，诚心出售。。,书香园 -新郑城区,3室2厅 | 116.57平米 | 南 | 简装 | 中楼层(共19层)  | 板楼,0人关注 / 17天以前发布,73,"6,263元/平"
泰宏小两房诚心出售 满两年，好楼层 看房方便有钥匙,泰宏建业国际城18号院 -万客来,2室1厅 | 59.46平米 | 西 | 简装 | 高楼层(共32层)  | 板塔结合,0人关注 / 27天以前发布,70,"11,773元/平"
满五唯一临湖观景的电梯双气洋房正商公主湖可按揭,正商公主湖 -新郑城区,3室1厅 | 128.59平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 暂无数据,0人关注 / 17天以前发布,82,"6,377元/平"
香山北苑优质大三房，精装修  满五唯一,逸品香山二期北苑 -北大学城,3室2厅 | 147.43平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 25天以前发布,186,"12,617元/平"
店东推荐南北通透双阳台独有户型，看房有钥匙中间楼层,通利紫荆尚都 -紫荆山,3室1厅 | 115.25平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 22天以前发布,200,"17,354元/平"
好楼层，满五唯一南北向 边户，双阳台,永恒理想名苑 -正商城,2室2厅 | 88.88平米 | 南 北 | 精装 | 中楼层(共34层)  | 塔楼,0人关注 / 30天以前发布,128,"14,402元/平"
海德PARK 2室1厅 南,海德PARK -南龙湖商圈,2室1厅 | 84.7平米 | 南 | 简装 | 低楼层(共29层)  | 暂无数据,0人关注 / 20天以前发布,55,"6,494元/平"
南四环双气社区一楼带花园 90平地下室,正商智慧城雅园 -橄榄城,3室2厅 | 135.43平米 | 南 | 其他 | 低楼层(共7层)  | 板塔结合,0人关注 / 23天以前发布,220,"16,245元/平"
澜庭2号院精装南北通透双气2房看房业主诚心卖有钥匙,正商华钻澜庭2号院 -蓝钻商圈,2室1厅 | 88.41平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 20天以前发布,113,"12,782元/平"
装修三房 视野无遮挡 全天采光 格局合理 即买即居住,融创美盛象湖一号一期 -白沙,3室2厅 | 90.55平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,1人关注 / 16天以前发布,136,"15,020元/平"
天福苑 两房 采光好 拎包入住 看房方便,天福苑小区 -科技市场,2室2厅 | 92.55平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 18天以前发布,220,"23,771元/平"
高铁站旁，一室一厅，全明户型，边户，采光好，中间层,新里卢浮公馆二期 -郑州东站,1室1厅 | 51.01平米 | 东 | 精装 | 高楼层(共19层)  | 塔楼,1人关注 / 14天以前发布,75,"14,703元/平"
位置黄河路金二环，年代新，能贷款，电梯双气，诚意卖,绿城mini国际 -大石桥,3室1厅 | 116.92平米 | 南 | 简装 | 中楼层(共25层)  | 板塔结合,0人关注 / 15天以前发布,155,"13,257元/平"
满五唯一，中间楼层，采光好无遮挡，业主诚心出售,泰宏建业国际城 -万客来,2室2厅 | 87.3平米 | 南 | 其他 | 高楼层(共32层)  | 板塔结合,0人关注 / 7天以前发布,123,"14,090元/平"
70年住宅 民水民电有暖气 全明户型 楼下地铁,名门盛世公寓 -燕庄,1室0厅 | 28.1平米 | 南 | 简装 | 中楼层(共33层)  | 塔楼,1人关注 / 8天以前发布,25,"8,897元/平"
