标题,开发商,房子信息,发布信息,售价/万,单价
春天花园 中间楼层 纯毛坯 带23朝南车库 看房方便,春天花园 -能达商务区,3室1厅 | 124.86平米 | 南 | 毛坯 | 中楼层(共6层)  | 板塔结合,0人关注 / 6天以前发布,140,"11,213元/平"
星光耀广场 4房2卫 毛坯 双阳台 中间楼层  出国闲置,星光耀广场 -新城,4室2厅 | 167.19平米 | 南 | 毛坯 | 中楼层(共29层)  | 塔楼,0人关注 / 24天以前发布,595,"35,589元/平"
怡居北苑大3房 精装修 满2年 大车库 免费车位,怡居北苑 -永兴,3室2厅 | 138.04平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 26天以前发布,161.8,"11,722元/平"
万濠华府大平层，精装修，含车位，拎包入住，诚心出售,万濠华府 -任港,5室2厅 | 290.82平米 | 南 | 精装 | 低楼层(共22层)  | 板楼,0人关注 / 27天以前发布,900,"30,947元/平"
北濠桥东村一期房源，三居室，次顶楼，空,北濠桥东村 -濠河,3室1厅 | 80.76平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,1人关注 / 29天以前发布,155,"19,193元/平"
八仙花苑 3室2厅 南,八仙花苑 -濠河,3室2厅 | 134.1平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 20天以前发布,380,"28,338元/平"
精巧户型，采光充足，配套设施齐全，交通便利,华新壹品御元 -海安县,2室2厅 | 93.92平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,0人关注 / 1个月以前发布,131.8,"14,034元/平"
八角亭全新装修  房东诚心出售 看房方便,八角亭小区 -金沙,4室2厅 | 143.69平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 25天以前发布,145,"10,092元/平"
北兴园已改造 诚心出售价格可谈，位于工农路北翼99对,北兴园 -秦灶,2室1厅 | 69.55平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 25天以前发布,115,"16,535元/平"
中南世纪花城 一号线 中创新区 新仁济医院 拎包入住,中南世纪花城一期 -新城,3室2厅 | 134.94平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 28天以前发布,280,"20,750元/平"
南通雅居乐花园 3室1厅 南,南通雅居乐花园 -能达商务区,3室1厅 | 99.29平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,0人关注 / 31天以前发布,167,"16,820元/平"
中海碧林湾 开发商精装修三房 房东诚心出售 看房方便,中海碧林湾 -唐闸,3室1厅 | 97.62平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 23天以前发布,160,"16,391元/平"
中南熙悦 满两年 精装修 拎包入住 看房方便,中南熙悦(南通经济技术开发区) -能达商务区,3室2厅 | 89.16平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 18天以前发布,150,"16,824元/平"
文华名邸精装修，楼层采光好，拎包即住,文华名邸 -观音山,3室1厅 | 114.91平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,0人关注 / 30天以前发布,210,"18,276元/平"
中海碧林湾 好楼层 视野好 采光好 满五唯一,中海碧林湾 -唐闸,3室1厅 | 96.31平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 21天以前发布,155,"16,094元/平"
5.5米挑高精装20多万，家具家电全留诚心出售,碧桂园云峯中心 -能达商务区,3室2厅 | 81.44平米 | 东 南 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 29天以前发布,80,"9,824元/平"
德诚翠湖湾，优房推荐，首排，无遮挡，诚心出售。,德诚翠湖湾 -城东,3室2厅 | 169.34平米 | 南 | 精装 | 18层  | 板楼,1人关注 / 27天以前发布,468,"27,637元/平"
凤凰莱茵苑，三室朝南，视野好，品质精装，诚意卖！,凤凰莱茵苑 -新城,3室2厅 | 142平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 31天以前发布,330,"23,240元/平"
五山新苑，三室一厅一厨一卫，采光好，环境优美,五山新苑 -狼山,3室1厅 | 132.3平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 25天以前发布,210,"15,874元/平"
中南城 七星花园 三房双卫 停车方便,七星花园 -新城,3室2厅 | 144.54平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 29天以前发布,398,"27,536元/平"
楠北桶透格局，楼层好，视野宽阔，采光充足,天安花园 -虹桥,4室2厅 | 194.95平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,450,"23,083元/平"
精装三房，中高楼层，采光视野好，近中创,中南世纪花城一期 -新城,3室2厅 | 140.92平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 31天以前发布,278,"19,728元/平"
新城小区南区  3房   包车库车位   拎包入住,新城小区 -新城,3室2厅 | 131.85平米 | 南 | 精装 | 中楼层(共10层)  | 板塔结合,0人关注 / 27天以前发布,460,"34,889元/平"
此房产权清晰证照齐全  户型方正 诚意出售,东风新村 -海门,3室1厅 | 60.52平米 | 南 | 精装 | 中楼层(共4层)  | 板楼,0人关注 / 18天以前发布,112.8,"18,639元/平"
精装诚售  有露台  南北透大三室 各付 各付 各付,山景水岸 -军山,3室2厅 | 144.09平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 23天以前发布,260,"18,045元/平"
房东诚心出售。此房楼层好，还有一车库。。。,世纪城 -金沙,3室2厅 | 114平米 | 南 | 简装 | 高楼层(共16层)  | 板塔结合,0人关注 / 20天以前发布,138,"12,106元/平"
公园南苑好楼层东首户，房东诚心,公园南苑 -唐闸,3室2厅 | 112.57平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,195,"17,323元/平"
雅居乐首排，带车位，全天采光，视野好,南通雅居乐花园 -能达商务区,3室2厅 | 99.42平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,0人关注 / 19天以前发布,164,"16,496元/平"
房东诚心出售，采光好 户型方正 地理位置好,八角亭小区 -金沙,3室2厅 | 117.43平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 30天以前发布,120,"10,219元/平"
海陵本部万达体育馆步行200米房东诚心出售合适可谈,奥体新城首府 -海安县,3室2厅 | 111.4平米 | 南 | 精装 | 中楼层(共29层)  | 板塔结合,0人关注 / 27天以前发布,163.8,"14,704元/平"
中南熙悦 满两年 精装修 拎包入住 看房方便,中南熙悦(南通经济技术开发区) -能达商务区,3室2厅 | 89.16平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 18天以前发布,150,"16,824元/平"
好楼层  交通方便   配套完善 诚心出售,华德公寓 -金沙,3室2厅 | 141.72平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 30天以前发布,137,"9,667元/平"
德诚翠湖湾，优房推荐，首排，无遮挡，诚心出售。,德诚翠湖湾 -城东,3室2厅 | 169.34平米 | 南 | 精装 | 18层  | 板楼,1人关注 / 27天以前发布,468,"27,637元/平"
凤凰莱茵苑，三室朝南，视野好，品质精装，诚意卖！,凤凰莱茵苑 -新城,3室2厅 | 142平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 31天以前发布,330,"23,240元/平"
此房产权清晰证照齐全  户型方正 诚意出售,东风新村 -海门,3室1厅 | 60.52平米 | 南 | 精装 | 中楼层(共4层)  | 板楼,0人关注 / 18天以前发布,112.8,"18,639元/平"
房东诚心出售。此房楼层好，还有一车库。。。,世纪城 -金沙,3室2厅 | 114平米 | 南 | 简装 | 高楼层(共16层)  | 板塔结合,0人关注 / 20天以前发布,138,"12,106元/平"
南通雅居乐花园 3室1厅 南,南通雅居乐花园 -能达商务区,3室1厅 | 99.29平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,0人关注 / 31天以前发布,167,"16,820元/平"
精装诚售  有露台  南北透大三室 各付 各付 各付,山景水岸 -军山,3室2厅 | 144.09平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 23天以前发布,260,"18,045元/平"
雅居乐首排，带车位，全天采光，视野好,南通雅居乐花园 -能达商务区,3室2厅 | 99.42平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,0人关注 / 19天以前发布,164,"16,496元/平"
公园南苑好楼层东首户，房东诚心,公园南苑 -唐闸,3室2厅 | 112.57平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,195,"17,323元/平"
文华名邸精装修，楼层采光好，拎包即住,文华名邸 -观音山,3室1厅 | 114.91平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,0人关注 / 30天以前发布,210,"18,276元/平"
中海碧林湾 好楼层 视野好 采光好 满五唯一,中海碧林湾 -唐闸,3室1厅 | 96.31平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 21天以前发布,155,"16,094元/平"
5.5米挑高精装20多万，家具家电全留诚心出售,碧桂园云峯中心 -能达商务区,3室2厅 | 81.44平米 | 东 南 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 29天以前发布,80,"9,824元/平"
万科好房，品质服务，邻里优质，欢迎看房！,中南万科大都会 -金沙,3室2厅 | 133.23平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 23天以前发布,308,"23,118元/平"
中远小区 清爽装修 有大车库 采光好 诚心出售,中远小区 -虹桥,3室2厅 | 130.12平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 31天以前发布,295,"22,672元/平"
幸福新居南区 小区新 三室 诚心卖,幸福新居南区 -幸福,3室1厅 | 118.25平米 | 南 | 毛坯 | 高楼层(共16层)  | 板楼,0人关注 / 24天以前发布,126.8,"10,724元/平"
浦发领秀城 满五唯一，含附房和地面使用权车位,浦发领秀城 -如东县,2室2厅 | 105平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,0人关注 / 28天以前发布,119,"11,334元/平"
中南世纪城 楼层好 精装修 拎包入住 诚心出售,中南世纪城 -如皋市区,4室1厅 | 116.02平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 25天以前发布,160,"13,791元/平"
房东诚心出售，大家帮忙多多推荐，谢谢,福民景苑 -唐闸,3室2厅 | 147平米 | 南 | 精装 | 高楼层(共15层)  | 板楼,0人关注 / 29天以前发布,194,"13,198元/平"
地铁口大有镜旁 惠泽苑大三房户型方正 清爽装修有车库,惠泽苑 -虹桥,3室2厅 | 137.68平米 | 南 | 简装 | 22层  | 板塔结合,0人关注 / 24天以前发布,219,"15,907元/平"
世纪大道旁  精装修  高新区小区  4室,中梁望府 -金沙,4室2厅 | 140.93平米 | 南 | 精装 | 高楼层(共9层)  | 板楼,0人关注 / 20天以前发布,258,"18,307元/平"
景怡花苑小区  3室2厅 小区环境 干净舒适 适合居住,景怡花苑 -金沙,3室2厅 | 118.18平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 31天以前发布,128,"10,831元/平"
福桂园 3室2厅 南,福桂园 -九华,3室2厅 | 136.77平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 17天以前发布,115,"8,409元/平"
雅居乐花园 房东自住50W装修 大四房 家具家电全留,南通雅居乐花园 -能达商务区,4室2厅 | 133.79平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 27天以前发布,265,"19,808元/平"
星湖四居室大复式带31㎡朝南大车库,星湖花园 -能达商务区,4室2厅 | 206.85平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 28天以前发布,310,"14,987元/平"
位置好 地铁口  永旺旁 总价低 业主诚心,鑫湖国贸中心 -能达商务区,2室1厅 | 75.47平米 | 南 西 | 精装 | 高楼层(共30层)  | 板塔结合,0人关注 / 18天以前发布,46,"6,096元/平"
尚德城邦，中间楼层，车库25个方左右，诚心价格好谈,尚德城邦 -濠河,2室1厅 | 87.76平米 | 南 | 精装 | 中楼层(共6层)  | 平房,0人关注 / 17天以前发布,168,"19,144元/平"
城港新村精装修婚房，家具家电全留,城港新村 -任港,4室1厅 | 64.84平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 18天以前发布,98,"15,115元/平"
电梯房、标准户型、2房、三、中空、小区停车方便,三里墩花苑二期 -城东,3室1厅 | 118.47平米 | 南 | 简装 | 低楼层(共17层)  | 板塔结合,0人关注 / 20天以前发布,230,"19,415元/平"
莲花苑5楼楼中楼带南车库19平汽车可以停在自家车库前,莲花苑 -濠河,3室2厅 | 130.55平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,0人关注 / 17天以前发布,220,"16,852元/平"
大唐佳苑 3室2厅 南 北,大唐佳苑 -启东市,3室2厅 | 142平米 | 南 北 | 简装 | 中楼层(共21层)  | 板楼,0人关注 / 21天以前发布,198,"13,944元/平"
万濠华府精装3房   前排采光佳诚心出售,万濠华府 -任港,3室2厅 | 140.26平米 | 南 | 精装 | 低楼层(共16层)  | 板楼,1人关注 / 23天以前发布,405,"28,875元/平"
金水华庭三室两厅两卫，双阳台，精装修，业主诚心出售,金水华庭 -长江,3室2厅 | 139.59平米 | 南 | 精装 | 高楼层(共23层)  | 板塔结合,0人关注 / 18天以前发布,135.8,"9,729元/平"
都市华城 3室2厅 南,都市华城 -任港,3室2厅 | 150.63平米 | 南 | 精装 | 中楼层(共9层)  | 板塔结合,0人关注 / 25天以前发布,310,"20,581元/平"
中南世纪城 楼层好 精装修 拎包入住 诚心出售,中南世纪城 -如皋市区,4室1厅 | 116.02平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 25天以前发布,160,"13,791元/平"
浦发领秀城 满五唯一，含附房和地面使用权车位,浦发领秀城 -如东县,2室2厅 | 105平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,0人关注 / 28天以前发布,119,"11,334元/平"
中远小区 清爽装修 有大车库 采光好 诚心出售,中远小区 -虹桥,3室2厅 | 130.12平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 31天以前发布,295,"22,672元/平"
幸福新居南区 小区新 三室 诚心卖,幸福新居南区 -幸福,3室1厅 | 118.25平米 | 南 | 毛坯 | 高楼层(共16层)  | 板楼,0人关注 / 24天以前发布,126.8,"10,724元/平"
万科好房，品质服务，邻里优质，欢迎看房！,中南万科大都会 -金沙,3室2厅 | 133.23平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 23天以前发布,308,"23,118元/平"
地铁口大有镜旁 惠泽苑大三房户型方正 清爽装修有车库,惠泽苑 -虹桥,3室2厅 | 137.68平米 | 南 | 简装 | 22层  | 板塔结合,0人关注 / 24天以前发布,219,"15,907元/平"
房东诚心出售，大家帮忙多多推荐，谢谢,福民景苑 -唐闸,3室2厅 | 147平米 | 南 | 精装 | 高楼层(共15层)  | 板楼,0人关注 / 29天以前发布,194,"13,198元/平"
此房满二，户型好，临市场，配套齐全，出行便利,星海花园 -能达商务区,4室2厅 | 91.19平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 17天以前发布,125.8,"13,796元/平"
紫东花苑小高层三房业主置换诚心出售,紫东花苑 -城东,3室2厅 | 110.76平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,2人关注 / 23天以前发布,185,"16,703元/平"
阁楼非违建、大露台、带车库好房、三房朝南双阳台,学田棕榈园 -城东,3室2厅 | 114.69平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 23天以前发布,205,"17,875元/平"
瑞丰花园 楼层好 满二 精装修 三房 看房方便交通方便,瑞丰花园 -任港,3室1厅 | 99.95平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,0人关注 / 30天以前发布,168,"16,809元/平"
"食品路南,二层复式带朝南车库,简装",世纪园 -任港,7室1厅 | 206平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 30天以前发布,196.8,"9,554元/平"
北濠桥东村三期楼中楼，车库12平，空，诚心置换,北濠桥东村 -濠河,3室1厅 | 137.34平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 31天以前发布,180,"13,107元/平"
老城区地铁口，低楼层，人民医院旁，生活配套齐全,颐和花园 -任港,3室2厅 | 126平米 | 南 | 精装 | 低楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,188.8,"14,985元/平"
启东碧桂园 4室2厅 南,启东碧桂园 -启东市,4室2厅 | 143.98平米 | 南 | 简装 | 中楼层(共30层)  | 板塔结合,0人关注 / 22天以前发布,258.8,"17,975元/平"
滨江丽都桥语 品质小区 看房提前,滨江丽都桥语 -苏通,3室2厅 | 96.6平米 | 南 | 简装 | 低楼层(共11层)  | 暂无数据,0人关注 / 25天以前发布,88,"9,110元/平"
新建路新村，三楼的，采光好，户型方正，诚心出售,新建路新村 -任港,3室2厅 | 129.34平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 25天以前发布,210,"16,237元/平"
方正户型  实木装修  带车库,银洋河公寓 -张芝山,3室2厅 | 123.85平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 19天以前发布,120,"9,690元/平"
复式房，结构、采光，房屋的高度都很好，得房率高,天虹花园 -城东,4室2厅 | 198.53平米 | 南 | 精装 | 低楼层(共4层)  | 板楼,0人关注 / 24天以前发布,510,"25,689元/平"
带车库，位置好，户型方正，出行方便适合居住,学田东苑 -城东,4室2厅 | 120.15平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 28天以前发布,205,"17,063元/平"
