标题,开发商,房子信息,发布信息,售价/万,单价
电力湖心路双阳台户型-一期实用高户型-业主保养好,家和城一期 -白藤头,3室2厅 | 113.31平米 | 南 北 | 精装 | 低楼层(共31层)  | 板塔结合,0人关注 / 10天以前发布,180,"15,886元/平"
小高层 东南向边户 位置安静 厅出阳台 户型通透实用,桃花源一期 -老香洲,4室2厅 | 145.47平米 | 南 北 | 精装 | 11层  | 板塔结合,0人关注 / 28天以前发布,466,"32,035元/平"
新香洲华香苑电梯房 南向 三房两厅一卫 看房方便,华香苑 -上冲,3室2厅 | 98.99平米 | 南 | 精装 | 高楼层(共9层)  | 塔楼,0人关注 / 31天以前发布,245,"24,750元/平"
南向，中楼层，户型方正，业主诚意出售,富华里 -拱北,2室2厅 | 92.1平米 | 北 | 精装 | 29层  | 板塔结合,0人关注 / 18天以前发布,283,"30,728元/平"
斗门区新金花园房屋78平出售价格45万,新金花园 -井岸镇,4室0厅 | 77.71平米 | 北 南 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 30天以前发布,44,"5,663元/平"
不朝马路，近富华里，正规大两房，保养好，客厅大,君兰庭 -拱北,2室1厅 | 80.96平米 | 东北 | 简装 | 中楼层(共11层)  | 板塔结合,0人关注 / 30天以前发布,189,"23,345元/平"
万科满五 通风好 精致三房 视野宽阔 采光充足,万科城市中心 -上冲,3室2厅 | 89平米 | 西南 | 其他 | 低楼层(共29层)  | 板塔结合,0人关注 / 17天以前发布,249,"27,978元/平"
改善型精装四房，易入手！我喜欢！,华发峰景湾 -湾仔,4室2厅 | 135.72平米 | 南 | 精装 | 低楼层(共38层)  | 塔楼,0人关注 / 28天以前发布,423,"31,168元/平"
银石雅园商品房  两室一厅 格局方正,银石雅园 -拱北,2室2厅 | 79.45平米 | 西南 | 精装 | 低楼层(共17层)  | 板塔结合,0人关注 / 22天以前发布,200,"25,174元/平"
前山河边 时代廊桥人车分流 带泳池业主诚心出售,时代廊桥 -前山,3室2厅 | 89.39平米 | 南 | 其他 | 低楼层(共18层)  | 塔楼,0人关注 / 24天以前发布,248,"27,744元/平"
华发新城三期 电梯高层 正南向园林景园 看房方便,华发新城三期 -南湾,3室2厅 | 134.15平米 | 东南 | 其他 | 中楼层(共29层)  | 板塔结合,0人关注 / 22天以前发布,418,"31,160元/平"
招商二期  中间楼层 采光通风优 业主诚意出售,招商花园城二期 -前山,3室2厅 | 88平米 | 东 西 | 其他 | 中楼层(共24层)  | 板楼,0人关注 / 16天以前发布,334,"37,955元/平"
长环新村 2室2厅 南,长环新村 -柠溪,2室2厅 | 75.16平米 | 南 | 其他 | 中楼层(共8层)  | 板楼,0人关注 / 6天以前发布,145,"19,293元/平"
新光御景山花园 2室2厅 西南,新光御景山花园 -吉大,2室2厅 | 68.9平米 | 西南 | 其他 | 低楼层(共23层)  | 塔楼,0人关注 / 11天以前发布,175,"25,400元/平"
业主保养好，东南向，弧形阳台，看河景  新房没有住过,中信红树湾一期 -南湾,4室2厅 | 205.85平米 | 东南 | 其他 | 低楼层(共44层)  | 板楼,0人关注 / 10天以前发布,875,"42,507元/平"
宁海世纪城三期 3室2厅 东南,宁海世纪城3期 -白蕉镇,3室2厅 | 97.47平米 | 东南 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 12天以前发布,110,"11,286元/平"
国子间 电梯高层 精装修一房 朝南向带阳台,国子间 -老香洲,1室0厅 | 35.69平米 | 南 | 其他 | 高楼层(共30层)  | 塔楼,0人关注 / 6天以前发布,160,"44,831元/平"
柠溪大型社区香溪庄 精装三房朝南 无遮挡 可直接入住,香溪庄 -柠溪,3室2厅 | 91.67平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 14天以前发布,180,"19,636元/平"
河景复式 民水民电 楼下就是新天地商街,华发世纪城三期 -南湾,1室2厅 | 57平米 | 东北 | 其他 | 19层  | 板塔结合,0人关注 / 5天以前发布,160,"28,071元/平"
业主诚心出售翠花苑 精装三房，满五年且只有一套,翠花苑 -新香洲,3室2厅 | 78平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 13天以前发布,185.5,"23,783元/平"
吉大好房，精装3房2卫，可拎包入 住，看园林景观,东方顺景 -吉大,3室1厅 | 107.81平米 | 北 | 其他 | 低楼层(共29层)  | 塔楼,0人关注 / 9天以前发布,259,"24,024元/平"
首付55万买格力精装两房  东南看小区 管理好+刷卡到户,格力广场四期 -吉大,2室1厅 | 66.16平米 | 西南 | 其他 | 低楼层(共37层)  | 塔楼,0人关注 / 7天以前发布,237,"35,823元/平"
白蕉旭日华府，斗门汽车站5年新小区.精装3房,旭日华府 -白蕉镇,3室2厅 | 89.14平米 | 南 | 其他 | 中楼层(共29层)  | 板塔结合,0人关注 / 13天以前发布,126,"14,136元/平"
拱北近口岸 高层一房一厅 视野开阔,和华国际公寓 -拱北,1室1厅 | 44.77平米 | 东南 | 精装 | 高楼层(共27层)  | 板塔结合,1人关注 / 6天以前发布,100,"22,337元/平"
保利海上五月花精装三房出售 满五年 价格可谈,保利海上五月花2期 -唐家湾镇,3室2厅 | 117.3平米 | 西南 | 其他 | 29层  | 板塔结合,0人关注 / 15天以前发布,360,"30,691元/平"
正规一房一厅，面积实用，采光好.,新天地大厦 -吉大,1室1厅 | 46平米 | 东 | 其他 | 高楼层(共19层)  | 板塔结合,0人关注 / 9天以前发布,93,"20,218元/平"
业主诚心出售，南向大三房，格局方正，通风采光好。,忠信桃源居 -白蕉镇,3室2厅 | 128.22平米 | 南 | 其他 | 低楼层(共11层)  | 板塔结合,0人关注 / 12天以前发布,114,"8,891元/平"
前山翰林苑电梯精装三房，业主急售！！,瀚林苑 -前山,3室1厅 | 87.78平米 | 东 东南 | 其他 | 低楼层(共9层)  | 板楼,0人关注 / 8天以前发布,200,"22,785元/平"
宁海世纪城1期4-2-1-2 133.84m² 125 万,宁海世纪城1期 -白蕉镇,4室2厅 | 133.84平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 9天以前发布,126,"9,415元/平"
锁匙在手，8层高电梯小洋房，不靠路看园景大阳台,新景雅苑 -新香洲,3室2厅 | 107.62平米 | 东南 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 10天以前发布,356,"33,080元/平"
顶楼带私家平台，满五，复式六房，，采光通风好,田德花园B区 -前山,5室2厅 | 135.79平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 13天以前发布,270,"19,884元/平"
实用率高的小3房，近文园，十九小,新加坡花园二三期 -新香洲,3室1厅 | 78.86平米 | 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 12天以前发布,230,"29,166元/平"
华发首府花园一期 2室1厅 南,华发首府花园一期 -横琴,2室1厅 | 82.75平米 | 南 | 其他 | 中楼层(共22层)  | 板塔结合,0人关注 / 2天以前发布,420,"50,756元/平"
文园户型方正，正南向实用4房，小区中间安静,新加坡花园二三期 -新香洲,4室2厅 | 117.74平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 9天以前发布,360,"30,576元/平"
这房满十年，采光好，楼层高，南北通风，格局方正。,红旗街住宅 -老香洲,3室2厅 | 94.21平米 | 南 | 其他 | 高楼层(共8层)  | 板塔结合,0人关注 / 9天以前发布,152,"16,135元/平"
此房交通方便 采光好 成熟社区,华发城建未来荟 -上冲,2室1厅 | 64.39平米 | 南 | 其他 | 高楼层(共38层)  | 板塔结合,0人关注 / 4天以前发布,180,"27,955元/平"
老香洲标准大三房，总价便宜，实用率高，采光通风好,为农街住宅 -老香洲,3室2厅 | 97.95平米 | 西 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 12天以前发布,91,"9,291元/平"
保利五月花二期 电梯房高楼层，东南朝向三房，急售,保利海上五月花2期 -唐家湾镇,3室2厅 | 98.91平米 | 东 南 | 精装 | 24层  | 板塔结合,0人关注 / 14天以前发布,318,"32,151元/平"
业主诚心出售，大阳台 四房三卫 厅出阳台 看园林小区,华发世纪城二期 -南湾,4室2厅 | 195.11平米 | 东南 | 精装 | 31层  | 板塔结合,1人关注 / 1个月以前发布,560,"28,702元/平"
红旗 正光广场 东边位 刚需电梯三房两卫,中珠上郡四期 -红旗镇,3室2厅 | 83平米 | 东南 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,141,"16,988元/平"
南向看海景大三房！带入户花园 诚心卖，随时看房,山海一品海岸花园 -三灶镇,3室2厅 | 121平米 | 东 南 | 简装 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,204.5,"16,901元/平"
采光充足！南北对流！夏湾优质小区！舒适大三房,国华花园 -夏湾,3室2厅 | 131.04平米 | 南 | 简装 | 高楼层(共11层)  | 板楼,0人关注 / 27天以前发布,315,"24,039元/平"
华发城央品质楼盘 纯板楼南北通风 、看山景、看园林景,华发山庄 -前山,3室2厅 | 144.34平米 | 南 | 毛坯 | 中楼层(共11层)  | 塔楼,0人关注 / 23天以前发布,510,"35,334元/平"
湖心路 次新小区 精装中间楼层 业主诚心出售,金碧丽江东海岸 -白藤头,3室1厅 | 87.54平米 | 北 | 精装 | 中楼层(共15层)  | 板塔结合,0人关注 / 26天以前发布,136,"15,536元/平"
中铁诺德国际新装修高层开阔视野诚心出售,中铁诺德国际 -拱北,3室2厅 | 116平米 | 南 | 精装 | 高楼层(共28层)  | 板塔结合,0人关注 / 22天以前发布,470,"40,518元/平"
华发未来荟实用小三房 精装3房通风采光好,华发城建未来荟 -上冲,3室1厅 | 78.99平米 | 西北 | 精装 | 中楼层(共38层)  | 板塔结合,1人关注 / 23天以前发布,200,"25,320元/平"
华融琴海湾 122平大三房 远看澳门大学景观 价格可议,华融琴海湾 -横琴,3室2厅 | 122.8平米 | 东南 | 其他 | 高楼层(共27层)  | 塔楼,0人关注 / 27天以前发布,677,"55,131元/平"
世纪城高层 南北通三房 诚心出售,华发世纪城四期 -南湾,3室2厅 | 145平米 | 南 北 | 精装 | 31层  | 板楼,0人关注 / 22天以前发布,380,"26,207元/平"
满五年，看房方便  带高档装修,中信红树湾一期 -南湾,4室1厅 | 181平米 | 南 | 精装 | 32层  | 板楼,0人关注 / 23天以前发布,760,"41,989元/平"
中间楼层，视野好，户型朝东，半装修房业主诚售,华发又一城二期 -井岸镇,2室1厅 | 72.62平米 | 东南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 30天以前发布,96,"13,220元/平"
前山2016年小区心海州四房，业主诚心出售，看房方便,心海州 -前山,4室1厅 | 117.39平米 | 南 北 | 精装 | 低楼层(共26层)  | 板塔结合,0人关注 / 18天以前发布,245,"20,871元/平"
华发未来荟 南向精装三房 保养好 视野开拓,华发城建未来荟 -上冲,3室2厅 | 89.24平米 | 南 | 精装 | 高楼层(共38层)  | 板塔结合,1人关注 / 21天以前发布,231,"25,886元/平"
家和城二期  3房 未住人  国企大盘 配套成熟,家和城二期 -白藤头,3室2厅 | 87.25平米 | 东南 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 22天以前发布,140,"16,046元/平"
别苑1层带大型花园，带地下室，采光无遮挡，视野广阔,翠湖香山别苑 -唐家湾镇,4室2厅 | 144平米 | 南 北 | 毛坯 | 6层  | 板楼,0人关注 / 24天以前发布,698,"48,473元/平"
拱北口岸 富华里精装修两房高层南向,富华里 -拱北,2室1厅 | 91.55平米 | 南 | 精装 | 29层  | 板塔结合,0人关注 / 23天以前发布,251,"27,417元/平"
拱北青茂关口 粤海国际 精装两房 采光充足 看房方便,粤海国际花园 -拱北,2室2厅 | 82平米 | 东南 | 精装 | 中楼层(共11层)  | 塔楼,0人关注 / 29天以前发布,238,"29,025元/平"
鸿泰海半山中高层双阳台采光好视野开阔看山看海,鸿泰海半山 -红旗镇,3室1厅 | 116.1平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 20天以前发布,180,"15,504元/平"
水木清华园 5室2厅 南 北,水木清华园 -新香洲,5室2厅 | 217平米 | 南 北 | 其他 | 低楼层(共19层)  | 板楼,0人关注 / 18天以前发布,810,"37,328元/平"
夏湾居家三房，诚心出售，南北通采光好,侨怡园 -拱北,3室2厅 | 100.05平米 | 东 西 | 精装 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,165,"16,492元/平"
房子电梯高层，吉大的大型小区，配套齐,海湾花园 -吉大,3室2厅 | 132.24平米 | 西南 | 其他 | 中楼层(共16层)  | 板塔结合,3人关注 / 一年前发布,298,"22,535元/平"
康泰新苑  格局房子   新毛坯的,康泰新苑 -新香洲,3室2厅 | 129.02平米 | 东 | 其他 | 低楼层(共17层)  | 板楼,6人关注 / 一年前发布,370,"28,678元/平"
吉大  竹苑新村，安家珠海可选竹苑新村,竹苑新村 -吉大,3室2厅 | 106.71平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,17人关注 / 一年前发布,165,"15,463元/平"
前山（海纳石名苑）精装复式4房，格局方正装修保养好,海纳石鸣苑 -前山,4室1厅 | 95.29平米 | 南 | 其他 | 低楼层(共15层)  | 板楼,0人关注 / 1个月以前发布,338,"35,471元/平"
前山五矿综合楼，3房，现出售160万,五矿综合楼 -兰埔,3室2厅 | 97.18平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,158,"16,259元/平"
格局方正，毛坯两房，看房有钥匙,江南岸随园 -白藤头,2室2厅 | 76.55平米 | 南 | 其他 | 中楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,94,"12,280元/平"
华发蔚蓝堡精装三房 南北通透 双阳台 高层 看房方便,华发蔚蓝堡 -唐家湾镇,3室2厅 | 116.76平米 | 北 南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 3个月以前发布,350,"29,977元/平"
香海桥头堡 湖心路 东方威尼城 高层2房 业主诚心出售,东方威尼城 -白藤头,2室2厅 | 77.81平米 | 东 北 | 毛坯 | 高楼层(共29层)  | 板塔结合,38人关注 / 一年前发布,75,"9,639元/平"
业主急售 华策岭峰国际南向两房 电梯高层十万出头即可,华策岭峰国际 -白蕉镇,2室1厅 | 78.8平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,16人关注 / 一年前发布,71,"9,011元/平"
关口*华发物业美景花园家门口就是海边 看中可谈,美景花园 -拱北,4室1厅 | 104平米 | 西北 | 简装 | 中楼层(共6层)  | 塔楼,3人关注 / 一年前发布,213,"20,481元/平"
金沙美地顶楼复式 南向三层带天台 钥匙在手 急售,金沙美地 -南湾,4室2厅 | 205.13平米 | 东南 | 其他 | 高楼层(共17层)  | 塔楼,5人关注 / 7个月以前发布,635,"30,956元/平"
红树别院 次新房 顶楼复式 看山景 各付各税,红树别院 -南湾,4室2厅 | 206.73平米 | 西南 | 其他 | 高楼层(共15层)  | 板楼,10人关注 / 一年前发布,616,"29,798元/平"
桂花大厦 拱北口岸 沃尔玛摩尔广场,桂花中心大厦 -拱北,2室1厅 | 86.5平米 | 西北 | 简装 | 中楼层(共22层)  | 板楼,6人关注 / 一年前发布,169,"19,538元/平"
红旗 中珠上郡二三期 104平3房2厅2卫东南双阳台 精装,中珠上郡二三期 -红旗镇,3室2厅 | 104.45平米 | 东南 | 其他 | 低楼层(共23层)  | 板塔结合,9人关注 / 一年前发布,137,"13,117元/平"
近拱北 夏湾河边海荣新村三房出售 175万,海荣新村 -夏湾,3室2厅 | 86.5平米 | 东 | 简装 | 中楼层(共7层)  | 板楼,6人关注 / 4个月以前发布,175,"20,232元/平"
红旗 中珠上郡二三期 104平3房2厅2卫东南双阳台 精装,中珠上郡二三期 -红旗镇,3室2厅 | 104.45平米 | 东南 | 其他 | 低楼层(共23层)  | 板塔结合,9人关注 / 一年前发布,137,"13,117元/平"
富丽花园正规三房 看房方便 业主诚心出售,富丽花园 -兰埔,3室1厅 | 79.84平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,139,"17,410元/平"
视野开阔，看澳门濠江，大四房，随时看房,华发峰景湾 -湾仔,4室2厅 | 136平米 | 东南 南 西南 | 其他 | 中楼层(共31层)  | 塔楼,0人关注 / 5个月以前发布,560,"41,177元/平"
二城丽苑，业主未住过 看海景，有钥匙随时看房,二城丽苑 -红旗镇,3室2厅 | 94.88平米 | 东南 | 精装 | 中楼层(共23层)  | 板楼,31人关注 / 5个月以前发布,130,"13,702元/平"
仁恒星园小区中间，前看泳池后看园景，平墅,仁恒星园 -新香洲,5室2厅 | 293.76平米 | 东南 | 精装 | 中楼层(共26层)  | 板楼,11人关注 / 一年前发布,1180,"40,169元/平"
湖新路精装4房 中间楼层 新未住 看房方便 业主诚心,万威森林园二期 -白藤头,4室2厅 | 116.82平米 | 南 北 | 其他 | 中楼层(共29层)  | 板塔结合,4人关注 / 一年前发布,185,"15,837元/平"
马鞍山脚下06年小区  中层东南向三房 业主诚售,田德花园A区 -前山,3室2厅 | 84.2平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,10人关注 / 3个月以前发布,180,"21,378元/平"
华策岭峰国际 电梯高层，毛坯大两房 南北对流双阳台,华策岭峰国际 -白蕉镇,2室2厅 | 83.11平米 | 东南 | 毛坯 | 高楼层(共11层)  | 板楼,1人关注 / 一年前发布,83,"9,987元/平"
板障山脚楼梯中间楼层正规三房  采光好,金钟花园 -兰埔,3室2厅 | 93.56平米 | 南 北 | 其他 | 中楼层(共8层)  | 板塔结合,0人关注 / 4个月以前发布,160,"17,102元/平"
圆明新园边上，九洲大道上，富华里邻近品牌物业,万科金域缇香 -兰埔,3室2厅 | 88.57平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,11人关注 / 7个月以前发布,273,"30,824元/平"
