标题,开发商,房子信息,发布信息,售价/万,单价
观江府4-2-1-2 118.00m² 房东急售 江景房,观江府 -大兴,4室2厅 | 118平米 | 东南 | 毛坯 | 高楼层(共8层)  | 暂无数据,2人关注 / 一年前发布,88,"7,458元/平"
四季名城套一 交通便利 小区环境干净舒适 适合居住,四季名城 -名山区,1室1厅 | 54平米 | 南 | 精装 | 低楼层(共23层)  | 塔楼,1人关注 / 8个月以前发布,39.8,"7,371元/平"
空中花园别墅  唯一的公园房 。,十里原湾 -上坝区域,5室2厅 | 167平米 | 西南 西 | 毛坯 | 高楼层(共32层)  | 塔楼,0人关注 / 20天以前发布,267,"15,989元/平"
此房的户型方正，总价低，房子的位置好，电梯房,尚雅怡心苑 -姚桥,1室1厅 | 69平米 | 东南 | 精装 | 中楼层(共18层)  | 塔楼,2人关注 / 6个月以前发布,56,"8,116元/平"
平安路125号 1室1厅 东南,平安路125号 -康藏路区域,1室1厅 | 41平米 | 东南 | 精装 | 高楼层(共8层)  | 暂无数据,0人关注 / 2个月以前发布,18,"4,391元/平"
装修套一急需出售 配套完善 小吃多,东大街147号 -东城区域,1室1厅 | 45平米 | 东南 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,20,"4,445元/平"
楼层适中适合刚需人群 两口之家,羌江南路425号 -上坝区域,2室1厅 | 57.28平米 | 东南 | 简装 | 中楼层(共5层)  | 暂无数据,14人关注 / 一年前发布,20,"3,492元/平"
彩虹湾精装修套三，拎包入住，带车位一个,彩虹湾 -名山区,3室2厅 | 102平米 | 南 | 精装 | 高楼层(共25层)  | 暂无数据,0人关注 / 3个月以前发布,68,"6,667元/平"
位处于小区中庭 前后通透视野开阔 简单装修带屋顶花园,沙湾川航小区 -姚桥,3室2厅 | 100平米 | 东南 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 1个月以前发布,37,"3,700元/平"
花间集 3室2厅 东南,花间集 -大兴,3室2厅 | 105平米 | 东南 | 其他 | 中楼层(共16层)  | 塔楼,0人关注 / 21天以前发布,66,"6,286元/平"
十里原湾 3室2厅 南,十里原湾 -上坝区域,3室2厅 | 127.87平米 | 南 | 毛坯 | 低楼层(共30层)  | 板塔结合,0人关注 / 19天以前发布,138,"10,793元/平"
七彩雅安三室俩厅交通便利 小区环境干净舒适 适合居住,七彩雅安 -名山区,3室2厅 | 91平米 | 东南 | 简装 | 高楼层(共15层)  | 塔楼,0人关注 / 17天以前发布,49.6,"5,451元/平"
此房大套三 采光充足 小区户型方正，居住方便,翡翠云庭 -姚桥,3室2厅 | 122平米 | 东南 | 毛坯 | 低楼层(共7层)  | 暂无数据,0人关注 / 15天以前发布,100,"8,197元/平"
精装大套三拎包入住全新家电家具,翰城1981二期 -姚桥,3室2厅 | 113.84平米 | 东南 | 精装 | 高楼层(共17层)  | 板塔结合,0人关注 / 12天以前发布,98,"8,609元/平"
城中 心电梯套三双卫，诚心出售，随时看房,上东阳光 -名山区,3室2厅 | 111平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 8天以前发布,72,"6,487元/平"
满两年，此房楼层好，视野开阔，房东诚心卖,花间集 -大兴,3室1厅 | 92平米 | 东南 | 毛坯 | 高楼层(共18层)  | 塔楼,0人关注 / 7天以前发布,58,"6,305元/平"
老城区电梯房 出行方便 拎包入住,建宇国际公馆 -上坝区域,3室2厅 | 98.47平米 | 东南 | 精装 | 中楼层(共23层)  | 板楼,0人关注 / 7天以前发布,78,"7,922元/平"
半岛御景     套三    精装         出售,半岛御景 -上坝区域,3室2厅 | 134.08平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 6天以前发布,110,"8,205元/平"
柳岸名居，套三，小区环境好适合一家三口的家庭居住。,柳岸名居 -名山区,3室2厅 | 108平米 | 东南 | 精装 | 中楼层(共18层)  | 塔楼,0人关注 / 7天以前发布,65,"6,019元/平"
老城区中难得的电梯房，户型方正，采光好。,朝阳新居 -上坝区域,2室1厅 | 70平米 | 东南 | 毛坯 | 高楼层(共24层)  | 板楼,0人关注 / 6天以前发布,38.6,"5,515元/平"
房东诚心出售  价格可议   无抵押 房子好过户,尚雅滨江名苑小区 -姚桥,2室1厅 | 72.5平米 | 东南 | 简装 | 高楼层(共32层)  | 板塔结合,0人关注 / 8天以前发布,43,"5,932元/平"
装修三房，满两年位置安静，随时看房,正黄金色雅郡 -姚桥,2室2厅 | 86平米 | 东南 | 简装 | 低楼层(共25层)  | 塔楼,0人关注 / 6天以前发布,53,"6,163元/平"
业主诚心出售自住精装套三满二省税,凯悦天地 -大兴,3室2厅 | 91平米 | 东南 | 精装 | 低楼层(共17层)  | 塔楼,0人关注 / 5天以前发布,92,"10,110元/平"
朝阳新居 3室2厅 东,朝阳新居 -上坝区域,3室2厅 | 103平米 | 东 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 4天以前发布,65,"6,311元/平"
陈家坝套二精装，楼层好，带大花园。,玉林家苑 -名山区,2室2厅 | 92平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 8天以前发布,56,"6,087元/平"
价格美丽 房东诚意出  .......,雅雨家园 -三雅园,3室2厅 | 115平米 | 东南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 3天以前发布,57,"4,957元/平"
名山物质局单位房，户型方正套三价格可议,物质局宿舍 -名山区,3室2厅 | 93平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 8天以前发布,45,"4,839元/平"
西康国际 带大平台 套二清水 随时看房,西康国际 -名山区,2室2厅 | 75.71平米 | 西 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 5天以前发布,42.8,"5,654元/平"
此方满五，中医院边上。面积大。急卖价格好谈。,连东巷5号 -名山区,3室2厅 | 116平米 | 东南 | 简装 | 高楼层(共4层)  | 暂无数据,0人关注 / 3天以前发布,45,"3,880元/平"
正黄二期 精装 带车位 楼层视野好,正黄金域首府二期 -姚桥,3室2厅 | 90平米 | 南 | 精装 | 高楼层(共27层)  | 塔楼,0人关注 / 4天以前发布,90,"10,000元/平"
西门车站旁精装套三双卫出售，，,青衣江路中段150号 -康藏路区域,3室2厅 | 139.09平米 | 东 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 3天以前发布,56,"4,027元/平"
大兴品质楼盘清水三房诚售，随时看房无抵押,西网江湾城 -大兴,3室2厅 | 108平米 | 东南 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 3天以前发布,70,"6,482元/平"
半岛御景 3室2厅 东南,半岛御景 -上坝区域,3室2厅 | 134平米 | 东南 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 3天以前发布,112,"8,359元/平"
尚雅怡心苑套三       精装出售,尚雅怡心苑 -姚桥,3室1厅 | 102平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,0人关注 / 5天以前发布,62,"6,079元/平"
锦绣华庭 2室1厅 东南,锦绣华庭 -姚桥,2室1厅 | 90.5平米 | 东南 | 简装 | 低楼层(共24层)  | 暂无数据,0人关注 / 4天以前发布,50,"5,525元/平"
拓海第一江岸1期 2室1厅 东南,拓海第一江岸1期 -姚桥,2室1厅 | 88.6平米 | 东南 | 其他 | 低楼层(共31层)  | 板塔结合,0人关注 / 2天以前发布,78,"8,804元/平"
大兴品质楼盘清水三房诚售，随时看房无抵押,西网江湾城 -大兴,3室2厅 | 108平米 | 东南 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 3天以前发布,70,"6,482元/平"
西门车站旁精装套三双卫出售，，,青衣江路中段150号 -康藏路区域,3室2厅 | 139.09平米 | 东 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 3天以前发布,56,"4,027元/平"
此房为安置房，已经拿证了，楼层好，位置好,富邦名城B区 -姚桥,3室1厅 | 92平米 | 东南 | 毛坯 | 高楼层(共17层)  | 暂无数据,0人关注 / 7天以前发布,50,"5,435元/平"
尚雅怡心苑套三       精装出售,尚雅怡心苑 -姚桥,3室1厅 | 102平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,0人关注 / 5天以前发布,62,"6,079元/平"
锦绣华庭 2室1厅 东南,锦绣华庭 -姚桥,2室1厅 | 90.5平米 | 东南 | 简装 | 低楼层(共24层)  | 暂无数据,0人关注 / 4天以前发布,50,"5,525元/平"
半岛御景 3室2厅 东南,半岛御景 -上坝区域,3室2厅 | 134平米 | 东南 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 3天以前发布,112,"8,359元/平"
城投文曲星座全新精装套三双卫出售,城投文曲新座 -城后区域,3室3厅 | 106平米 | 东 | 精装 | 中楼层(共19层)  | 塔楼,0人关注 / 2天以前发布,82,"7,736元/平"
三房单卫，楼层中层，总价低，生活便利,雅东丽都一期 -姚桥,3室2厅 | 89.86平米 | 东北 | 毛坯 | 中楼层(共26层)  | 暂无数据,0人关注 / 4天以前发布,45,"5,008元/平"
花香里套四清水房，楼层好含车位,众成花香里 -名山区,4室2厅 | 118平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 4天以前发布,80,"6,780元/平"
金科天宸雅郡.套3双卫.清水.楼层视野好,金科天宸雅郡 -大兴,3室2厅 | 98平米 | 东南 | 毛坯 | 高楼层(共21层)  | 板塔结合,0人关注 / 2天以前发布,66.8,"6,817元/平"
锦西花园 3室2厅 南,锦西花园 -康藏路区域,3室2厅 | 126平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 6天以前发布,42,"3,334元/平"
滨江奥斯卡 3室2厅 东南,滨江奥斯卡 -草坝,3室2厅 | 120平米 | 东南 | 其他 | 高楼层(共6层)  | 塔楼,0人关注 / 1天以前发布,35,"2,917元/平"
此价带车位出售，套三单卫，楼层不高，居住舒适,恒信上海城 -姚桥,3室2厅 | 81平米 | 西北 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 1天以前发布,71,"8,766元/平"
尚雅滨江名苑小区 2室2厅 南,尚雅滨江名苑小区 -姚桥,2室2厅 | 70.87平米 | 南 | 毛坯 | 高楼层(共27层)  | 塔楼,0人关注 / 1天以前发布,42,"5,927元/平"
一楼的房子，可以拿来做的小生意，做库房都方便,锦绣华庭 -姚桥,2室1厅 | 90.4平米 | 东南 | 简装 | 低楼层(共27层)  | 塔楼,0人关注 / 1天以前发布,50,"5,531元/平"
拓海第一江岸1期 3室2厅 东,拓海第一江岸1期 -姚桥,3室2厅 | 114平米 | 东 | 其他 | 低楼层(共30层)  | 板塔结合,0人关注 / 3天以前发布,106,"9,299元/平"
满两年，楼层适中位置安静，看房提起预约,金科天宸雅郡 -大兴,3室2厅 | 98平米 | 东南 | 简装 | 中楼层(共18层)  | 塔楼,0人关注 / 1天以前发布,70,"7,143元/平"
彩虹桥大套三双卫，楼层好，拎包入住,丽都家园 -名山区,3室2厅 | 126平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 1天以前发布,60,"4,762元/平"
房子满5 底商加住宅一起出售，底商25.84个平方,康藏路487号 -康藏路区域,车位 | 55.92平米 | 南  | 暂无数据,0人关注 / 一年前发布,37.8,"6,760元/平"
老城区卫校家属房  小区环境干净舒适,卫校宿舍 -东城区域,2室1厅 | 67.46平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,35,"5,189元/平"
灯塔雅舍 2室1厅 东南,灯塔雅舍 -康藏路区域,2室1厅 | 60.23平米 | 东南 | 简装 | 高楼层(共7层)  | 暂无数据,9人关注 / 一年前发布,29,"4,815元/平"
锦绣世家，交通便利 小区环境干净舒适 适合居住,锦绣世家 -名山区,3室2厅 | 127平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,57.8,"4,552元/平"
适合有小孩的三口之家或者老年人养老居住,先锋小区 -姚桥,2室1厅 | 56平米 | 东南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,32,"5,715元/平"
高品质小区，清水洋房，房东诚心出售,凯悦天地 -大兴,4室2厅 | 137平米 | 东南 | 毛坯 | 低楼层(共7层)  | 板塔结合,0人关注 / 24天以前发布,130,"9,490元/平"
金科二期洋房 楼层巴适 户型方正,金科天宸雅郡 -大兴,4室2厅 | 125平米 | 南 | 毛坯 | 高楼层(共10层)  | 板楼,0人关注 / 20天以前发布,110,"8,800元/平"
太雅坊 3室1厅 东南,太雅坊 -康藏路区域,3室1厅 | 95.8平米 | 东南 | 毛坯 | 高楼层(共28层)  | 暂无数据,0人关注 / 14天以前发布,62,"6,472元/平"
青衣江东路，小套三，拎包入住，环境安静。,青衣江路东段242号 -河北区域,3室1厅 | 84平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 11天以前发布,32,"3,810元/平"
彩虹名居套二双卫，小区环境好此房适合一家三口居住。,彩虹名居 -名山区,2室2厅 | 84.24平米 | 东南 | 精装 | 低楼层(共6层)  | 塔楼,0人关注 / 9天以前发布,52,"6,173元/平"
文曲新座城投 4室2厅 小区环境干净舒适 适合居住,城投文曲新座 -城后区域,4室2厅 | 126.7平米 | 南 | 毛坯 | 低楼层(共22层)  | 暂无数据,0人关注 / 19天以前发布,78,"6,157元/平"
大兴繁华地段 户型方正且无浪费，采光通透视野开阔,领地蘭台府云璟 -大兴,4室2厅 | 116.64平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 19天以前发布,94,"8,059元/平"
文定街好房出售环境优美交通便利适合居住精装修,文定街10号 -西城区域,1室1厅 | 35平米 | 南 | 精装 | 中楼层(共4层)  | 暂无数据,4人关注 / 一年前发布,17,"4,858元/平"
交通便利 小区环境干净舒适 适合居住,彩虹湾 -名山区,3室2厅 | 100平米 | 东南 | 毛坯 | 高楼层(共25层)  | 暂无数据,0人关注 / 1个月以前发布,53,"5,300元/平"
装修巴适，满二无高税，房东诚心出售,四季名城 -名山区,2室2厅 | 82平米 | 北 | 精装 | 高楼层(共21层)  | 塔楼,0人关注 / 29天以前发布,62,"7,561元/平"
东安丽景，全新精装，品牌家具家电，拎包入住,东安郦景 -康藏路区域,2室2厅 | 81平米 | 东南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 19天以前发布,49.8,"6,149元/平"
四季名城俩室俩厅交通便利 小区环境干净舒适 适合居住,四季名城 -名山区,2室2厅 | 82平米 | 东南 | 简装 | 低楼层(共21层)  | 塔楼,0人关注 / 26天以前发布,59,"7,196元/平"
玉林家苑三室俩厅 精装房 小区环境干净舒适 适合居住,玉林家苑 -名山区,3室2厅 | 129.5平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 17天以前发布,73,"5,638元/平"
精装套二 保养的很不错 随时可看房 业主诚意卖,恒信上海城 -姚桥,2室2厅 | 79平米 | 东南 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 29天以前发布,63,"7,975元/平"
太阳巷17号 2室1厅 南,太阳巷17号 -上坝区域,2室1厅 | 58平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 22天以前发布,25,"4,311元/平"
花间集套三双卫，价格便宜，楼层适中,花间集 -大兴,3室1厅 | 105平米 | 东 | 毛坯 | 中楼层(共18层)  | 塔楼,0人关注 / 19天以前发布,61,"5,810元/平"
采光好  随时可看房，价格好沟通 业主诚意卖,绿洲路36号大院 -上坝区域,3室2厅 | 92平米 | 东南 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 23天以前发布,45,"4,892元/平"
出行方便，户型方正，居住方便舒适,翰城1981一期 -姚桥,3室2厅 | 108.41平米 | 南 | 毛坯 | 低楼层(共26层)  | 塔楼,0人关注 / 19天以前发布,70,"6,457元/平"
领地蘭台府云璟，精装修套四双卫,领地蘭台府云璟 -大兴,4室2厅 | 117平米 | 南 | 精装 | 高楼层(共11层)  | 暂无数据,0人关注 / 19天以前发布,135,"11,539元/平"
出行方便，户型方正，居住方便舒适,花间集 -大兴,2室1厅 | 78.25平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 19天以前发布,69,"8,818元/平"
雅雨家园 134平大套三  随时可看房  业主诚意卖,雅雨家园 -三雅园,3室1厅 | 134.5平米 | 东南 | 简装 | 低楼层(共26层)  | 暂无数据,0人关注 / 22天以前发布,74,"5,502元/平"
清江映月套三清水房诚心出售，，,青江映月 -草坝,3室2厅 | 112.3平米 | 南 | 毛坯 | 高楼层(共12层)  | 板塔结合,0人关注 / 22天以前发布,53.8,"4,791元/平"
翰城1981一期3室2厅2卫 小区环境 干净舒适 适合居住,翰城1981一期 -姚桥,3室2厅 | 106平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 19天以前发布,69,"6,510元/平"
金科天宸雅郡 3室2厅 交通便利 小区环境干净舒适,金科天宸雅郡 -大兴,3室2厅 | 98平米 | 南 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 19天以前发布,72,"7,347元/平"
金科天宸雅郡 4室2厅 交通便利 小区环境 适合居住,金科天宸雅郡 -大兴,4室2厅 | 124平米 | 南 | 毛坯 | 中楼层(共10层)  | 暂无数据,0人关注 / 19天以前发布,105,"8,468元/平"
此房大套三 采光充足 小区户型方正，居住方便..,翡翠云庭 -姚桥,3室2厅 | 107.52平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据,0人关注 / 19天以前发布,115,"10,696元/平"
汉都华府套二单卫，楼层好，格局好，采光充足,汉都华府 -姚桥,2室2厅 | 70平米 | 南 | 简装 | 高楼层(共26层)  | 暂无数据,0人关注 / 16天以前发布,40,"5,715元/平"
品质小区 中间楼层，视野很好，户型方正，采光充足,正黄金域首府一期 -姚桥,3室2厅 | 86.16平米 | 东南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 19天以前发布,72,"8,357元/平"
房东诚心卖  价格可议.....,锦绣华庭 -姚桥,3室2厅 | 104平米 | 东南 | 毛坯 | 低楼层(共27层)  | 板楼,0人关注 / 18天以前发布,54,"5,193元/平"
大兴唯一大平层住房， 满足你的需求和梦想,蜀天君临 -大兴,4室2厅 | 188平米 | 东南 东 | 毛坯 | 高楼层(共17层)  | 暂无数据,0人关注 / 17天以前发布,165,"8,777元/平"
