标题,开发商,房子信息,发布信息,售价/万,单价
御龙湾，东上首户型，好楼层，诚心出售。,金鹰御珑湾 -东台市,3室2厅 | 132平米 | 南 北 | 精装 | 低楼层(共26层)  | 塔楼,1人关注 / 15天以前发布,210,"15,910元/平"
顶楼复式，阳光充足，户型方正，交通便利。,老药厂小区 -招商场商圈,3室2厅 | 80.53平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 9个月以前发布,113,"14,033元/平"
建军路旁 电梯房 单价底 带露台 适合养老,水岸观澜 -新四军纪念馆商圈,3室2厅 | 127.19平米 | 南 北 | 精装 | 低楼层(共9层)  | 板塔结合,1人关注 / 一年前发布,129,"10,143元/平"
东方花园4室2厅2卫166平方米采光好,东方花园(亭湖区) -招商场商圈,4室2厅 | 166.34平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,3人关注 / 5个月以前发布,166.5,"10,010元/平"
翰香花园 户型方正 配套完善 精装四居室 小区环境优美,翰香花园 -招商场商圈,4室2厅 | 142.44平米 | 南 北 | 精装 | 低楼层(共25层)  | 板塔结合,0人关注 / 5个月以前发布,210,"14,744元/平"
翰香花园  楼层好 精装修 视野广阔 交通便利,翰香花园 -招商场商圈,4室2厅 | 141.86平米 | 南 | 精装 | 中楼层(共26层)  | 塔楼,1人关注 / 11个月以前发布,220,"15,509元/平"
"位于与黄海路和人民路交界处,地段好生活交通都很便",拖拉机厂东舍 -招商场商圈,3室1厅 | 66.62平米 | 南 | 精装 | 高楼层(共4层)  | 板楼,0人关注 / 一年前发布,78,"11,709元/平"
新纪元广场北 盛世家苑 三室二厅 户型方正 有车库。,盛世家苑 -招商场商圈,3室2厅 | 130平米 | 南 | 精装 | 高楼层(共6层)  | 塔楼,0人关注 / 13天以前发布,129,"9,924元/平"
八佰伴，伯乐达加州蓝湾精装修三房，楼层采光好,伯乐达加州蓝湾 -先锋商圈,3室2厅 | 95.68平米 | 南 北 | 精装 | 中楼层(共17层)  | 板塔结合,1人关注 / 一年前发布,123,"12,856元/平"
东河佳苑三房精装中楼层，带个大车库,东河佳苑西苑 -先锋商圈,3室2厅 | 94.08平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,82,"8,716元/平"
毛坯，电梯房，满二唯一，诚心出售,格林春天 -亭湖商圈,3室2厅 | 109.36平米 | 南 | 毛坯 | 中楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,65,"5,944元/平"
大洋组团 3室2厅 南,大洋组团 -招商场商圈,3室2厅 | 86.16平米 | 南 | 精装 | 中楼层(共5层)  | 塔楼,0人关注 / 2个月以前发布,82,"9,518元/平"
位置好在世纪大道和盐马路交界处，楼层好多层有车库,世纪大道32号 -缤纷亚洲商圈,3室2厅 | 93.88平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 12天以前发布,175,"18,641元/平"
百利达综合楼 三室两厅 采光无遮挡 含车库,百利达综合楼 -万达商圈,3室2厅 | 105.6平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 13天以前发布,100,"9,470元/平"
满两年精装修，楼层好，三室朝南，一梯一户，15平车库,大洋小区 -招商场商圈,3室2厅 | 124.87平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 一年前发布,115,"9,210元/平"
华虹嘉园 3室2厅1卫 精装 楼层好 采光刺眼,华虹嘉园 -人民公园商圈,3室2厅 | 111.83平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼,4人关注 / 一年前发布,78,"6,975元/平"
艺苑 3室2厅 南,艺苑 -招商场商圈,3室2厅 | 120平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 14天以前发布,110,"9,167元/平"
老城区 世纪花园  精装修  拎包住！,世纪花园 -招商场商圈,3室2厅 | 137.37平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,2人关注 / 一年前发布,189,"13,759元/平"
博园香郡精装电梯三房 拎包即住,博园香郡 -五星车站商圈,3室2厅 | 116平米 | 南 | 精装 | 中楼层(共20层)  | 塔楼,0人关注 / 10天以前发布,185,"15,949元/平"
月湖花城旁 世纪大道32号 中盐中  有车库,世纪大道32号 -缤纷亚洲商圈,3室2厅 | 93.88平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 12天以前发布,175,"18,641元/平"
朝阳新村，简单装修，三室一厅，还有一个阁楼,朝阳新村 -东台市,3室1厅 | 91.8平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 3个月以前发布,71.6,"7,800元/平"
东湖未来城   出让满五   好楼层,东湖未来城 -东台市,2室2厅 | 74.82平米 | 南 | 精装 | 低楼层(共16层)  | 板塔结合,15人关注 / 一年前发布,46,"6,149元/平"
燕京宿舍楼 2室2厅 南,燕京宿舍楼 -东台市,2室2厅 | 94.84平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,76,"8,014元/平"
此房出让，精装修，楼层好，采光好，拎包入住,红兰景苑 -东台市,3室2厅 | 121.36平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,169.8,"13,992元/平"
华芳国际花园，精装修三房，拎包入住，满五唯一！！！,华芳国际花园 -滨海体育中心商圈,3室2厅 | 127.7平米 | 南 | 精装 | 低楼层(共11层)  | 暂无数据,2人关注 / 一年前发布,118,"9,241元/平"
昌兴壹城北区3室2厅1厨2卫，房产证面积为123.34,昌兴壹城北区 -滨海清水湖商圈,3室2厅 | 123.34平米 | 南 | 精装 | 高楼层(共31层)  | 暂无数据,0人关注 / 3个月以前发布,158,"12,811元/平"
公园道1号 2室1厅 南,公园道1号 -宝龙商圈,2室1厅 | 99平米 | 南 | 精装 | 中楼层(共10层)  | 板楼,0人关注 / 2天以前发布,236,"23,839元/平"
华芳颐景花园 3室1厅 南,华芳颐景花园 -滨海体育中心商圈,3室1厅 | 123平米 | 南 | 毛坯 | 低楼层(共11层)  | 暂无数据,0人关注 / 10天以前发布,122.8,"9,984元/平"
龙晶花园顶楼复式 5个房间 面积大 出行方便 交通便利,龙晶河滨花园 -东台市,5室3厅 | 168.23平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,126,"7,490元/平"
丰园小区 2室2厅 南,丰园小区 -滨海体育中心商圈,2室2厅 | 96平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 8天以前发布,86.8,"9,042元/平"
江南新城电梯3房丨楼层好丨采光充足丨有车库,江南新城华苑 -滨海体育中心商圈,3室2厅 | 108平米 | 南 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 13天以前发布,105.8,"9,797元/平"
锦绣苑(亭湖区) 3室2厅 南 北,锦绣苑(亭湖区) -海华商圈,3室2厅 | 113.69平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 14天以前发布,150,"13,194元/平"
月湖花城  精装两房 有车库 拎包入住 方便看房,月湖花城 -缤纷亚洲商圈,2室1厅 | 85.8平米 | 南 | 精装 | 低楼层(共15层)  | 板楼,0人关注 / 2天以前发布,206,"24,010元/平"
品质小区 交通便利 小区环境优美，交通便利适合年轻人,凤凰汇紫园 -聚龙湖商圈,3室2厅 | 95.83平米 | 南 | 精装 | 高楼层(共21层)  | 板塔结合,1人关注 / 3个月以前发布,248.8,"25,963元/平"
楼层好，户型正，采光足，配套设施齐全,现代華庭东园 -缤纷亚洲商圈,3室2厅 | 101.84平米 | 南 北 | 精装 | 低楼层(共10层)  | 板楼,3人关注 / 5个月以前发布,235,"23,076元/平"
新苑小区  温馨小三房  拎包就住  楼层好  户型好,新苑小区一区 -缤纷亚洲商圈,3室1厅 | 89.11平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,166,"18,629元/平"
中间楼层，采光无遮挡，视野开阔，品质小区,凤鸣缇香 -聚龙湖商圈,3室2厅 | 127.83平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,0人关注 / 16天以前发布,215,"16,820元/平"
紫金花园北区 地理位置好 户型方正采光足 带电梯,紫金花园北区 -缤纷亚洲商圈,4室2厅 | 143平米 | 南 | 精装 | 低楼层(共14层)  | 板楼,0人关注 / 16天以前发布,338,"23,637元/平"
外国语 高铁站旁 城东一号 精装三房,城东一号 -盐城会展中心商圈,3室2厅 | 114.26平米 | 南 北 | 精装 | 高楼层(共22层)  | 塔楼,2人关注 / 5个月以前发布,152,"13,303元/平"
先锋岛商圈 港湾明珠 精装2房 房东诚心出售,港湾明珠 -张庄商圈,2室2厅 | 89.75平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,0人关注 / 5天以前发布,100,"11,143元/平"
国土局宿舍区 108平 精装三室 有车库,南国土宿舍区 -万达商圈,3室2厅 | 107.61平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 10天以前发布,85,"7,899元/平"
恒大现房，3室2厅精装修交付，业主诚心出售。,恒大翡翠华庭 -东台市,3室2厅 | 104.49平米 | 南 北 | 精装 | 高楼层(共21层)  | 暂无数据,1人关注 / 3个月以前发布,95.8,"9,169元/平"
此房楼层好，采光充足，视野宽阔，基础设施齐全,瑞景花园 -缤纷亚洲商圈,4室2厅 | 150.91平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 6个月以前发布,298,"19,747元/平"
老城区 水利公寓 户型好 采光好 房东诚售,水利公寓 -新四军纪念馆商圈,3室2厅 | 113平米 | 南 北 | 简装 | 高楼层(共5层)  | 板塔结合,1人关注 / 4个月以前发布,99.5,"8,806元/平"
刚需精装光线好，方正房型，装修不错 楼层好,港龙华侨城 -麦德龙商圈,3室2厅 | 118.5平米 | 南 | 精装 | 低楼层(共27层)  | 板楼,1人关注 / 4个月以前发布,148,"12,490元/平"
国投幸福嘉园2房双阳台诚心出售,幸福嘉园(开元路) -麦德龙商圈,2室2厅 | 100.15平米 | 南 | 毛坯 | 高楼层(共21层)  | 板楼,1人关注 / 6个月以前发布,145,"14,479元/平"
五星车站，澄达东景苑，精装三室，电梯房，有车库。,澄达东景苑小区 -五星车站商圈,3室2厅 | 111.27平米 | 南 | 精装 | 中楼层(共14层)  | 板楼,0人关注 / 1个月以前发布,150,"13,481元/平"
澄达东景苑 精装修大三房 带院子 房东诚心出售,澄达东景苑小区 -五星车站商圈,3室1厅 | 90.74平米 | 南 | 精装 | 低楼层(共14层)  | 板楼,0人关注 / 10天以前发布,130,"14,327元/平"
此房满五，，户型布局方正，采光良好。,瑞景花园 -缤纷亚洲商圈,4室2厅 | 150.91平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,0人关注 / 6个月以前发布,298,"19,747元/平"
万水清华精装修拎包入住，有大阳台，阳光不挡,万水清华 -东台市,3室2厅 | 128.23平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,2人关注 / 9个月以前发布,176.8,"13,788元/平"
万水清华精装大三房 交通便利 上学方便,万水清华 -东台市,3室2厅 | 164.29平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,0人关注 / 11个月以前发布,263.8,"16,057元/平"
银杏巷 3室2厅 南,银杏巷 -东台市,3室2厅 | 109平米 | 南 | 精装 | 中楼层(共5层)  | 暂无数据,0人关注 / 10天以前发布,125.8,"11,542元/平"
商业新村 3室2厅 南,商业新村 -东台市,3室2厅 | 155平米 | 南 | 精装 | 低楼层(共31层)  | 暂无数据,0人关注 / 1个月以前发布,196.8,"12,697元/平"
东台碧桂园 3室1厅 南,东台碧桂园 -东台市,3室1厅 | 135.23平米 | 南 | 简装 | 高楼层(共28层)  | 板塔结合,0人关注 / 10天以前发布,122.8,"9,081元/平"
东河苑洋房 双阳台 自住 养老 都适合,东河苑 -东台市,3室2厅 | 136.77平米 | 南 | 毛坯 | 中楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,169,"12,357元/平"
出脚好，中间楼层，采光充足，视野开阔，交通便捷。,西湖花园南区 -东台市,3室2厅 | 119.9平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,5人关注 / 一年前发布,92,"7,674元/平"
圆融城市广场2-2-1-1 107.50m² 180 万,圆融城市中心广场 -东台市,2室2厅 | 107.5平米 | 南 北 | 精装 | 低楼层(共22层)  | 板塔结合,4人关注 / 一年前发布,166.8,"15,517元/平"
新苑小区诚意出售.................,新苑小区（二三四区） -缤纷亚洲商圈,3室2厅 | 106.49平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,228,"21,411元/平"
青年华都精装三房120.8平125万 看房提前联系,青年华都 -万达商圈,3室1厅 | 120.8平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,0人关注 / 14天以前发布,125,"10,348元/平"
金鹰盛世花园，精装好户型，拎包入住,金鹰盛世花园 -东台市,4室2厅 | 143.28平米 | 南 | 精装 | 中楼层(共17层)  | 暂无数据,0人关注 / 2个月以前发布,217,"15,146元/平"
文峰大卖场 景盛花园电梯三房带车库,景盛花园 -五星车站商圈,3室2厅 | 126.12平米 | 南 | 简装 | 低楼层(共15层)  | 暂无数据,0人关注 / 5个月以前发布,135,"10,705元/平"
景湖理想城 2室2厅 南,景湖理想城 -滨海体育中心商圈,2室2厅 | 105平米 | 南 | 精装 | 高楼层(共11层)  | 暂无数据,0人关注 / 5天以前发布,96.6,"9,200元/平"
清逸苑  阳光充足光线好  证满二年 税费低,清逸苑 -永基广场商圈,3室2厅 | 102.3平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,114.8,"11,222元/平"
临宝龙 采光好 出行方便 拎包即住,金庭苑北区 -缤纷亚洲商圈,3室1厅 | 126.06平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,315,"24,989元/平"
金水湾3期，带朝南30平大车库，诚心出售,金水湾 -东台市,3室2厅 | 130平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,0人关注 / 2个月以前发布,189.8,"14,600元/平"
朗地英郡东区 精装修  满五唯一  看房方便,朗地英郡东区 -富康路商圈,4室2厅 | 126.65平米 | 南 北 | 精装 | 低楼层(共11层)  | 塔楼,0人关注 / 13天以前发布,165,"13,029元/平"
新日月翠洲嘉园 三室两厅 采光无遮挡 含车库,新日月翠洲嘉园 -万达商圈,3室2厅 | 101.33平米 | 南 | 精装 | 高楼层(共9层)  | 板塔结合,0人关注 / 16天以前发布,125,"12,336元/平"
火车站旁大户型，精装修，拎包入住，诚心出售。,金阳东方新城 -东台市,4室1厅 | 144平米 | 南 北 | 精装 | 中楼层(共9层)  | 塔楼,0人关注 / 10天以前发布,134,"9,306元/平"
"高教公寓，精装大四房，房东诚心出售，满两年,有车库",高教公寓 -盐城会展中心商圈,4室2厅 | 187平米 | 南 | 精装 | 低楼层(共21层)  | 板楼,5人关注 / 4个月以前发布,229,"12,246元/平"
房东诚心出售，可随时看房，随时交房。,东台碧桂园 -东台市,3室2厅 | 97平米 | 南 | 精装 | 中楼层(共29层)  | 板塔结合,0人关注 / 1个月以前发布,90.8,"9,361元/平"
金水湾三期精装修好楼层阳光无挡.....,金水湾 -东台市,2室1厅 | 102.62平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,0人关注 / 2天以前发布,119.8,"11,675元/平"
精装修，拎包入住，家具家电齐全,恒大翡翠华庭 -东台市,3室2厅 | 118平米 | 南 北 | 精装 | 中楼层(共20层)  | 暂无数据,0人关注 / 12天以前发布,136.8,"11,594元/平"
小区环境优美，楼层好，采光不遮挡,城中花园(东台市) -东台市,3室2厅 | 124.82平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,1人关注 / 2个月以前发布,113.8,"9,118元/平"
泰山新村电梯房三室两厅一卫120平有个大的电瓶车库,泰山新村 -东台市,3室2厅 | 120.96平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,118.8,"9,822元/平"
好房 精装修4房 加带暖气片 全天采光 拎包即住,中南世纪城瑞城 -中南商圈,4室2厅 | 138.44平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,7人关注 / 3个月以前发布,219.8,"15,877元/平"
神州河畔景苑 三室两厅一厨两卫  采光好,神州河畔景苑 -麦德龙商圈,3室2厅 | 130平米 | 南 | 毛坯 | 高楼层(共22层)  | 板楼,0人关注 / 19天以前发布,135.8,"10,447元/平"
现代華庭东园，小区地理位置好，看房方便。,现代華庭东园 -缤纷亚洲商圈,3室2厅 | 139.91平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,0人关注 / 6个月以前发布,346,"24,731元/平"
老城区宏大北苑5楼看房子方便户型不错,宏大北苑 -招商场商圈,3室2厅 | 131.23平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,131,"9,983元/平"
柏润花园，紧靠南海未来城，诚心出售。,柏润花园 -人民公园商圈,3室2厅 | 93.71平米 | 南 | 简装 | 低楼层(共15层)  | 板塔结合,0人关注 / 6个月以前发布,125,"13,340元/平"
小区处于县城中间位置，衣食住行样样齐全,万锦豪庭·北苑 -滨海清水湖商圈,3室2厅 | 126.36平米 | 南 | 精装 | 高楼层(共28层)  | 暂无数据,0人关注 / 10天以前发布,108,"8,548元/平"
此房满两年，税费低，楼层佳户型方正采光佳价格实惠,景园小区 -滨海坎南小学商圈,3室2厅 | 94.78平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 10天以前发布,80.1,"8,452元/平"
小区环境优美，楼层好，采光不遮挡,城中花园(东台市) -东台市,3室2厅 | 124.82平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,1人关注 / 2个月以前发布,113.8,"9,118元/平"
泰山新村电梯房三室两厅一卫120平有个大的电瓶车库,泰山新村 -东台市,3室2厅 | 120.96平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,118.8,"9,822元/平"
