标题,开发商,房子信息,发布信息,售价/万,单价
有大红本    早就满五   户型方正    采光充足,十八中宿舍 -旧省政府,2室1厅 | 66.56平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 26天以前发布,91.8,"13,793元/平"
同苑小区 2室1厅 南 北,同苑小区 -亲贤商圈,2室1厅 | 65.87平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,67,"10,172元/平"
亲贤街体育路社区中间楼层户型好诚心出售  大红本,腾龙苑 -亲贤商圈,2室2厅 | 72.53平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,6人关注 / 7个月以前发布,74,"10,203元/平"
人车分流人文高楼层好适宜一家多口居住中间楼层采光好,机电公司宿舍 -千峰北路商圈,2室1厅 | 69.96平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,55.3,"7,905元/平"
王村南街平阳路交叉口两室一厅 大红本，出售,山西省交通建设工程监理总公司 -亲贤商圈,2室1厅 | 68.37平米 | 北 南 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,73,"10,678元/平"
玉门花园旁 房本满五 南北通透中楼层 户型方正采光好,玉河小区十九号院 -千峰北路商圈,2室1厅 | 74.87平米 | 北 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,67.5,"9,016元/平"
和平公园旁 西岸小区 精装三居 本满二  诚心出售,西岸南区 -千峰南路商圈,3室2厅 | 146.65平米 | 南 北 | 精装 | 中楼层(共24层)  | 板塔结合,10人关注 / 一年前发布,137,"9,342元/平"
对太师一 采光好 精装修 明厅明卫 封闭小区 有绿化,上官巷6号院 -文庙商圈,3室2厅 | 96.66平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,145,"15,002元/平"
地理位置好三室一厅有钥匙随时可以看房,上马街新华书店宿舍 -文庙商圈,2室1厅 | 93.04平米 | 东 西 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 5个月以前发布,113,"12,146元/平"
滨河西路。汾河公园旁。看房方便。诚心出售,汇锦花园 -千峰南路商圈,3室2厅 | 138.59平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板塔结合,10人关注 / 6个月以前发布,127,"9,164元/平"
南内环新晋祠路经干院三卧朝阳一卧朝北有客厅满五唯一,经干院宿舍 -理工大商圈,4室1厅 | 94.82平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,48人关注 / 一年前发布,77,"8,121元/平"
科大 西中环 万科金域华府 精装修 中间层 满二 拎包住,万科金域华府 -千峰北路商圈,3室1厅 | 100.91平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,11人关注 / 4个月以前发布,105,"10,406元/平"
水西关街 水务局宿舍 南北通透 大红本可按揭,水西关社区水务局宿舍 -水西关商圈,3室1厅 | 79.58平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,62,"7,791元/平"
和平公园旁电梯房满二业主诚心出售,西岸南区 -千峰南路商圈,3室2厅 | 147.81平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,7人关注 / 一年前发布,126,"8,525元/平"
长风大街、富力品牌、满五唯一税费低、精装修,富力现代广场 -和平南路商圈,2室2厅 | 88.51平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,76人关注 / 一年前发布,80,"9,039元/平"
西岸南区 三室两卫 南北通透 户型方正 安静舒适,西岸南区 -千峰南路商圈,3室1厅 | 142.99平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,2人关注 / 一年前发布,115,"8,043元/平"
双塔西街 并州路口 小区宽大 有钥匙 南北通透采光棒,太原师范学院家属楼 -体育西路,3室2厅 | 97.49平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,6人关注 / 9个月以前发布,103,"10,566元/平"
大南门 解放路 迎泽大街中间楼层 小区可停车,旧城街小区 -大南门商圈,2室1厅 | 59.3平米 | 东 | 简装 | 中楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,42,"7,083元/平"
下元商贸旁边 大红本可按揭 南北通透 环境优美,煤气化东区 -理工大商圈,2室1厅 | 62.22平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 4个月以前发布,47,"7,554元/平"
晋祠路汾河公园 温馨两居 价格便宜 看房方便 过户费低,华润·幸福里 -理工大商圈,2室1厅 | 104.45平米 | 南 北 | 简装 | 低楼层(共37层)  | 板楼,4人关注 / 1个月以前发布,89.8,"8,598元/平"
迎泽大街 青年路 并州路 迎泽公园 房龄新,省机电厅宿舍 -青年路商圈,2室2厅 | 68.94平米 | 东 西 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 8个月以前发布,60,"8,704元/平"
长风街品牌富力 精装 满五年 随时看房!诚售！,富力现代广场 -和平南路商圈,2室2厅 | 89.09平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,5人关注 / 7个月以前发布,92,"10,327元/平"
人车分流人文高楼层好适宜一家多口居住中间楼层采光好,机电公司宿舍 -千峰北路商圈,2室1厅 | 69.96平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,55.3,"7,905元/平"
同苑小区 2室1厅 南 北,同苑小区 -亲贤商圈,2室1厅 | 65.87平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,67,"10,172元/平"
证在手，可按揭，双气入户，楼层好，户型方正看房方便,山汽小区 -亲贤商圈,3室1厅 | 85.42平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,11人关注 / 一年前发布,70,"8,195元/平"
玉门花园旁 房本满五 南北通透中楼层 户型方正采光好,玉河小区十九号院 -千峰北路商圈,2室1厅 | 74.87平米 | 北 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,67.5,"9,016元/平"
亲贤街体育路社区中间楼层户型好诚心出售  大红本,腾龙苑 -亲贤商圈,2室2厅 | 72.53平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,6人关注 / 7个月以前发布,74,"10,203元/平"
平阳路 南内环 滨河东路 2000年浇筑楼 装修好 环境好,汾河小区 -亲贤商圈,3室2厅 | 104.53平米 | 南 北 西 | 精装 | 高楼层(共6层)  | 板楼,14人关注 / 一年前发布,90,"8,610元/平"
王村南街平阳路交叉口两室一厅 大红本，出售,山西省交通建设工程监理总公司 -亲贤商圈,2室1厅 | 68.37平米 | 北 南 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,73,"10,678元/平"
毛坯新家易改造、看房方便、房东诚心出售,坤杰·拉菲香榭 -龙城商圈,3室2厅 | 153.67平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,150,"9,762元/平"
朝阳街 服装城商圈 大红本 三居室 中层 采光好 好停车,太行雅苑 -火车站商圈,3室2厅 | 103.91平米 | 西北 | 精装 | 低楼层(共32层)  | 板楼,21人关注 / 一年前发布,87,"8,373元/平"
保利香槟国际 3室1厅 南 北,保利香槟国际 -龙城商圈,3室1厅 | 115.82平米 | 南 北 | 简装 | 低楼层(共34层)  | 板塔结合,6人关注 / 9个月以前发布,139,"12,002元/平"
义井 西峪西街 太化新光八小区 朝南两居,新光第八小区 -义井商圈,2室1厅 | 63.44平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 5个月以前发布,54,"8,512元/平"
对太师一 采光好 精装修 明厅明卫 封闭小区 有绿化,上官巷6号院 -文庙商圈,3室2厅 | 96.66平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,145,"15,002元/平"
地理位置好三室一厅有钥匙随时可以看房,上马街新华书店宿舍 -文庙商圈,2室1厅 | 93.04平米 | 东 西 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 5个月以前发布,113,"12,146元/平"
滨河西路。汾河公园旁。看房方便。诚心出售,汇锦花园 -千峰南路商圈,3室2厅 | 138.59平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板塔结合,10人关注 / 6个月以前发布,127,"9,164元/平"
布局合理，楼层适中，民水民电，配套完善,海棠家园 -南站机场商圈,2室1厅 | 92.95平米 | 南 | 简装 | 中楼层(共16层)  | 板塔结合,0人关注 / 1个月以前发布,96,"10,329元/平"
卢浮公馆小洋房，刚需两居，园林绿化，大红本满二,绿地卢浮公馆 -东山商圈,2室2厅 | 74.8平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,74,"9,894元/平"
国资委南站旁 板正毛坯 大红本 可贷款 业主诚心售卖,晋瑞苑 -南站机场商圈,4室1厅 | 175.94平米 | 南 北 | 毛坯 | 高楼层(共14层)  | 板楼,6人关注 / 6个月以前发布,154,"8,753元/平"
和平公园旁 西岸小区 精装三居 本满二  诚心出售,西岸南区 -千峰南路商圈,3室2厅 | 146.65平米 | 南 北 | 精装 | 中楼层(共24层)  | 板塔结合,10人关注 / 一年前发布,137,"9,342元/平"
西岸南区 三室两卫 南北通透 户型方正 安静舒适,西岸南区 -千峰南路商圈,3室1厅 | 142.99平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,2人关注 / 一年前发布,115,"8,043元/平"
半山国际花园 上叠别墅 小区绿化高 居住舒适,半山国际花园东区 -东山商圈,4室2厅 | 178.28平米 | 南 北 | 毛坯 | 上叠(共4层)  | 板塔结合 | 叠拼别墅 ,119人关注 / 一年前发布,190,"10,658元/平"
新上北辰名苑 大东关经典复式 精装修 设计合理,北晨茗苑 -大东关商圈,2室2厅 | 91平米 | 南 北 | 精装 | 低楼层(共20层)  | 板楼,141人关注 / 一年前发布,50,"5,495元/平"
出门就是地铁口各大商场 家里装修好 满五唯一 有钥匙,新辰小区 -学府商圈,3室2厅 | 108.61平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 3个月以前发布,101,"9,300元/平"
南中环街体育路口低密小洋房70年产权大红本在手钥匙房,北美晶域蓝湾南区 -学府商圈,3室2厅 | 154.6平米 | 东 南 北 | 精装 | 中楼层(共11层)  | 板楼,10人关注 / 一年前发布,199.5,"12,905元/平"
大红本 满二精装两居 看房方便,佳通苑小区 -西山商圈,2室1厅 | 95.47平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,68,"7,123元/平"
长风街 金慧小区 环境好 小区管理好,金慧小区 -学府商圈,2室1厅 | 89平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,76,"8,540元/平"
大红本满五唯一  交通便利，离上学几步,胜利桥东小区 -胜利桥东,2室1厅 | 59.27平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,42,"7,087元/平"
北大街 小平米 中间层  看房方便 诚心出售大红本,电建机械厂二宿舍 -北大街商圈,1室1厅 | 39.38平米 | 南 | 简装 | 低楼层(共5层)  | 暂无数据,29人关注 / 一年前发布,23,"5,841元/平"
此房满五唯一 270度采光好 中间楼层,省电建三公司机关院小区 -晋阳街商圈,3室1厅 | 88.52平米 | 北 东南 | 精装 | 中楼层(共18层)  | 板塔结合,3人关注 / 4个月以前发布,86,"9,716元/平"
急售  新建路 柳溪街 大红本房 一层,旱西门小区 -金刚堰商圈,2室1厅 | 50.78平米 | 南 | 简装 | 低楼层(共3层)  | 暂无数据,1人关注 / 一年前发布,39,"7,681元/平"
玉泉山居，精装两居室，环境优美，心旷神怡，,玉泉山居 -西山商圈,2室2厅 | 78.84平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,3人关注 / 6个月以前发布,80,"10,148元/平"
长风街体育西路亲凤苑小区精装南北两居室房出售,亲贤社区 -学府商圈,2室2厅 | 94.23平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,109.5,"11,621元/平"
小店  七色镇  南北三居  本在手 税费低,中泽七色镇 -经济开发区商圈,3室1厅 | 85.74平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,72,"8,398元/平"
太原好地段晋阳街小区环境好户型好的房子,佳星园小区 -晋阳街商圈,3室1厅 | 136.19平米 | 南 北 | 简装 | 低楼层(共20层)  | 板楼,5人关注 / 5个月以前发布,160,"11,749元/平"
义井精装两居 满五唯一 好房诚心出售,化工第四小区 -义井商圈,2室1厅 | 64.19平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,55,"8,569元/平"
南中环街坞城路口志达初Z旁电建三单位住房有电梯,省电建三公司机关院小区 -晋阳街商圈,3室2厅 | 95.58平米 | 南 北 | 简装 | 高楼层(共18层)  | 板塔结合,32人关注 / 一年前发布,80,"8,370元/平"
并州东街铁一中东面，汽贸小区，一层带地下室，南北,汽贸苑小区 -朝阳街,3室2厅 | 90.67平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,8人关注 / 一年前发布,80,"8,824元/平"
平阳路 南内环 滨河东路 2000年浇筑楼 装修好 环境好,汾河小区 -亲贤商圈,3室2厅 | 104.53平米 | 南 北 西 | 精装 | 高楼层(共6层)  | 板楼,14人关注 / 一年前发布,90,"8,610元/平"
和平公园旁电梯房满二业主诚心出售,西岸南区 -千峰南路商圈,3室2厅 | 147.81平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,7人关注 / 一年前发布,126,"8,525元/平"
科大 西中环 万科金域华府 精装修 中间层 满二 拎包住,万科金域华府 -千峰北路商圈,3室1厅 | 100.91平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,11人关注 / 4个月以前发布,105,"10,406元/平"
双塔西街 并州路口 小区宽大 有钥匙 南北通透采光棒,太原师范学院家属楼 -体育西路,3室2厅 | 97.49平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,6人关注 / 9个月以前发布,103,"10,566元/平"
晋阳街好地段高层无遮挡南向好房.,北美金棕榈 -晋阳街商圈,2室1厅 | 90.94平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,4人关注 / 一年前发布,103,"11,327元/平"
北大街，包子大王旁98年两居三层，首付低拎包住,安汇小区 -北大街商圈,2室1厅 | 51.92平米 | 东北 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,46,"8,860元/平"
地铁口，出行便捷，生活便利，环境优美,康宁小区 -经济开发区商圈,3室2厅 | 140.19平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,0人关注 / 1个月以前发布,120,"8,560元/平"
万象城南中环兰亭御湖城精装2居室湖景房大红本满二年,兰亭·御湖城东区 -义井商圈,2室1厅 | 82.94平米 | 东 南 | 精装 | 高楼层(共33层)  | 板塔结合,18人关注 / 一年前发布,83,"10,008元/平"
桃园南路 南北四层 金典户型 浇筑房 桃南 37 停车方便,桃园南路43号院 -桃园南路,3室2厅 | 94.66平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,122,"12,889元/平"
汾河景观房 一室一厅 精装修 好楼层 满二 诚心出售,绿地塞纳公馆 -晋阳湖商圈,1室1厅 | 75.01平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,2人关注 / 2个月以前发布,80,"10,666元/平"
晋阳街 小高层电梯三居室  印象城旁,晋瑞苑 -南站机场商圈,3室2厅 | 120.66平米 | 南 北 | 精装 | 中楼层(共14层)  | 板塔结合,2人关注 / 6个月以前发布,126,"10,443元/平"
长风街 龙堡街 槐桐别苑 精装四居 带阁楼,槐桐别苑 -南站机场商圈,3室2厅 | 149.44平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,6人关注 / 一年前发布,135,"9,034元/平"
学府街 南北三居 首付33万 房龄新,中辐院东小区 -学府商圈,3室1厅 | 91.91平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,48人关注 / 一年前发布,77,"8,378元/平"
满五唯一     南北通通     户型方正   采光充足,军区大院 -山大二院商圈,3室2厅 | 149.11平米 | 南 北 | 其他 | 低楼层(共18层)  | 板塔结合,1人关注 / 4个月以前发布,175.8,"11,790元/平"
长治路王村南街地铁2号线站点 南北房,王府花园 -亲贤商圈,3室2厅 | 108.09平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,28人关注 / 一年前发布,89.9,"8,318元/平"
北大街，包子大王旁98年两居三层，首付低拎包住,安汇小区 -北大街商圈,2室1厅 | 51.92平米 | 东北 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,46,"8,860元/平"
西中环 科大旁 两居室 后期费用低  急售,市建一公司构建厂小区 -千峰北路商圈,2室1厅 | 70平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,49.5,"7,072元/平"
地铁口，出行便捷，生活便利，环境优美,康宁小区 -经济开发区商圈,3室2厅 | 140.19平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,0人关注 / 1个月以前发布,120,"8,560元/平"
位于滨河西路汾河公园旁，有美特好，银行，健身会所,汇锦花园 -千峰南路商圈,3室2厅 | 138.86平米 | 南 北 | 其他 | 高楼层(共26层)  | 板塔结合,3人关注 / 8个月以前发布,155,"11,163元/平"
胜利街省政府宿舍中间层两居看房方便,省政府宿舍 -矿机商圈,2室1厅 | 67.69平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 11个月以前发布,46,"6,796元/平"
