标题,开发商,房子信息,发布信息,售价/万,单价
11层小高8楼西打头三室两卫 相当于毛坯 满二 随时看房,越秀星汇金沙 -北京中路,3室2厅 | 117.04平米 | 北 西南 | 简装 | 中楼层(共11层)  | 板楼,1人关注 / 7天以前发布,95,"8,117元/平"
万达华府 三室两卫 可看海。满二唯一，户型方正，好价,万达华府 -万达,3室2厅 | 141.58平米 | 南 北 | 其他 | 高楼层(共32层)  | 板楼,6人关注 / 7个月以前发布,200,"14,127元/平"
万达华府1楼 看房方便 万达综合体配套满二无大税,万达华府 -万达,3室2厅 | 143.14平米 | 东 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 9个月以前发布,230,"16,069元/平"
南北通透，采光好，交通便利，花园景观。,融科林语 -万达,2室2厅 | 95.53平米 | 南 北 | 其他 | 低楼层(共32层)  | 塔楼,15人关注 / 一年前发布,127,"13,295元/平"
福海路大三居      楼层好  采光好,星河城 -福海路,3室2厅 | 127.1平米 | 东南 北 | 其他 | 中楼层(共19层)  | 塔楼,0人关注 / 4个月以前发布,90,"7,082元/平"
福海路星河城打头房视野开阔  装修好,星河城 -福海路,2室1厅 | 71.46平米 | 西南 | 其他 | 高楼层(共30层)  | 塔楼,0人关注 / 4个月以前发布,58,"8,117元/平"
全明户型，产权清晰 双卫有窗 楼问距大,中南熙悦 -万科城,3室1厅 | 117.47平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,155,"13,195元/平"
此房南北通透 交通便利 生活配套齐全 物业管理好,力高阳光海岸 -东泊子,3室2厅 | 107.68平米 | 南 北 | 其他 | 低楼层(共34层)  | 板楼,3人关注 / 一年前发布,93,"8,637元/平"
位置好，带精装修，车位，带小房，没太住,海韵苑 -蓬莱市,2室2厅 | 88.53平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,9人关注 / 一年前发布,78,"8,811元/平"
三站*  单价低 电梯两居 配套成熟 有钥匙随时看房,交通委家属楼 -三站,2室2厅 | 78.25平米 | 南 | 简装 | 低楼层(共28层)  | 塔楼,12人关注 / 一年前发布,54,"6,901元/平"
海信慧园西区+精装修三居室+好楼层满2年+看房有钥匙,海信慧园西区 -高级中学,3室1厅 | 109.42平米 | 南 北 | 其他 | 高楼层(共24层)  | 板塔结合,6人关注 / 9个月以前发布,145,"13,252元/平"
房主急售，绿色家园价格便宜三居，价格可谈,绿色家园 -迎春大街,3室1厅 | 95.2平米 | 南 | 其他 | 低楼层(共14层)  | 塔楼,2人关注 / 2个月以前发布,75,"7,879元/平"
南北朝向，两个南卧室，东打头，好楼层，采光好,仁里街 -文化路,3室2厅 | 79.69平米 | 东 南 北 | 其他 | 中楼层(共5层)  | 板楼,8人关注 / 11个月以前发布,86.8,"10,893元/平"
房子满五唯一，看房方便，带一个小棚,金东小区 -金东,2室2厅 | 73.74平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,62,"8,408元/平"
交通便利采光好，户型方正，精装修。,银芝小区 -德胜,3室2厅 | 78.14平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 6个月以前发布,65,"8,319元/平"
一梯两户，南北通透，中间楼层 ，框架房。,闻涛山庄 -前七夼,4室2厅 | 210.95平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,17人关注 / 一年前发布,273,"12,942元/平"
框架 一楼 一梯两户 猫儿朵户型 大三居,银芝小区 -德胜,3室2厅 | 109平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,16人关注 / 一年前发布,120,"11,010元/平"
海天雅筑 3室2厅 南 北,海天雅筑 -科技大道,3室2厅 | 111.98平米 | 南 北 | 其他 | 低楼层(共25层)  | 板楼,9人关注 / 一年前发布,82,"7,323元/平"
云海三居东打头全明通透装修拎包入住配套完成成熟社区,云海香都 -鱼鸟河,3室2厅 | 98.85平米 | 南 北 | 简装 | 中楼层(共18层)  | 板楼,32人关注 / 一年前发布,62.99,"6,373元/平"
双南卧  户型好 采光充足  交通便利,清泉康乐宫 -大学城,3室2厅 | 139.07平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,7人关注 / 一年前发布,179.5,"12,908元/平"
满两年，可以看海，位置很好，德胜商圈，生活配套便利,海澜花园 -德胜,3室2厅 | 134.87平米 | 东 北 | 简装 | 中楼层(共35层)  | 塔楼,1人关注 / 一年前发布,90,"6,674元/平"
房子满五唯一，全明大四居，楼层好，采光充足,绿色家园 -迎春大街,4室2厅 | 146.1平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,8人关注 / 一年前发布,145,"9,925元/平"
福利莱三期多层好楼层，有装修看房方便,福利莱小区 -福海路,3室2厅 | 111平米 | 北 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,100,"9,010元/平"
南北通透格局，配套齐全，楼层好，采光充足,锦绣新城二期 -只楚,3室2厅 | 126.43平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,110,"8,701元/平"
体校旁，小三室低楼层，出行方便，采光好,平安街 -厚安,3室1厅 | 66.5平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,131,"19,700元/平"
三站东方巴黎 南北通透  全明户型 三室 精装修,东方巴黎 -三站,3室2厅 | 100.85平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,13人关注 / 一年前发布,126,"12,494元/平"
交通便利采光好，户型方正，精装修。,银芝小区 -德胜,3室2厅 | 78.14平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 6个月以前发布,65,"8,319元/平"
晨光小区 德胜 生活配套齐全 看房方便 无大税,晨光小区(开发区) -德胜,2室2厅 | 85.32平米 | 西 东 | 其他 | 中楼层(共16层)  | 塔楼,0人关注 / 2个月以前发布,70,"8,205元/平"
位置好，带精装修，车位，带小房，没太住,海韵苑 -蓬莱市,2室2厅 | 88.53平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,9人关注 / 一年前发布,78,"8,811元/平"
三站*  单价低 电梯两居 配套成熟 有钥匙随时看房,交通委家属楼 -三站,2室2厅 | 78.25平米 | 南 | 简装 | 低楼层(共28层)  | 塔楼,12人关注 / 一年前发布,54,"6,901元/平"
房子满五唯一，看房方便，带一个小棚,金东小区 -金东,2室2厅 | 73.74平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,62,"8,408元/平"
南北朝向，两个南卧室，东打头，好楼层，采光好,仁里街 -文化路,3室2厅 | 79.69平米 | 东 南 北 | 其他 | 中楼层(共5层)  | 板楼,8人关注 / 11个月以前发布,86.8,"10,893元/平"
海信慧园西区+精装修三居室+好楼层满2年+看房有钥匙,海信慧园西区 -高级中学,3室1厅 | 109.42平米 | 南 北 | 其他 | 高楼层(共24层)  | 板塔结合,6人关注 / 9个月以前发布,145,"13,252元/平"
房主急售，绿色家园价格便宜三居，价格可谈,绿色家园 -迎春大街,3室1厅 | 95.2平米 | 南 | 其他 | 低楼层(共14层)  | 塔楼,2人关注 / 2个月以前发布,75,"7,879元/平"
西北坝 三楼带小棚 带装修两室,西北坝 -牟平振华,2室2厅 | 62.49平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,14人关注 / 8个月以前发布,35.6,"5,697元/平"
绿色家园错层南北通透多层房子出售,绿色家园 -迎春大街,3室2厅 | 124.2平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,17人关注 / 10个月以前发布,123,"9,904元/平"
南北通透格局好，坡下位置，人文素养高。,通世里 -南通路,3室2厅 | 95.48平米 | 南 北 | 其他 | 低楼层(共7层)  | 板塔结合,4人关注 / 7个月以前发布,168,"17,596元/平"
天一大厦 满五年  采光好 公摊面积小,天一大厦 -德胜,3室2厅 | 132.14平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,90,"6,811元/平"
塔山东路2楼，框架房，中等装修，采光好，方便停车,塔山东路 -上夼,2室2厅 | 75.65平米 | 南 北 | 其他 | 低楼层(共7层)  | 板楼,5人关注 / 5个月以前发布,82,"10,840元/平"
环翠路 3室1厅 东 南 北,环翠路 -南通路,3室1厅 | 109.96平米 | 东 南 北 | 其他 | 高楼层(共4层)  | 板楼,0人关注 / 5个月以前发布,260,"23,645元/平"
中高楼层，采光好，大三居，落地窗,正元怡居 -科技大道,3室2厅 | 120.1平米 | 南 北 | 其他 | 高楼层(共28层)  | 板楼,2人关注 / 1个月以前发布,85,"7,078元/平"
三站东方巴黎+户型方正+大三居+错层+卫生间带窗,东方巴黎 -三站,3室2厅 | 160.92平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,4人关注 / 6个月以前发布,166,"10,316元/平"
毓璜顶西路 精装修带阁楼，拎包入住 ，生活交通方便,毓璜顶西路 -文化路,3室2厅 | 70.54平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,5人关注 / 7个月以前发布,90,"12,759元/平"
官庄豪庭 三居顶加阁 毛坯水电已改 地暖已铺 税费各付,官庄豪庭 -鱼鸟河,3室1厅 | 88.9平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,57,"6,412元/平"
高楼层采光好 南向客厅双南向卧室，厨房带窗户,福地隆城 -科技大道,3室1厅 | 94.55平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,86,"9,096元/平"
石岛庭院 好楼层 纯毛坯 急售！,石岛庭院 -蓬莱市,3室1厅 | 93.73平米 | 南 北 | 其他 | 中楼层(共4层)  | 暂无数据,8人关注 / 一年前发布,80.9,"8,632元/平"
精装修两室，南向采光无遮挡，拎包入住！,青华街 -白石,2室1厅 | 50.27平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,16人关注 / 一年前发布,48.5,"9,648元/平"
丹阳刚需2居 带8平小棚 满五年 随时可看 诚心出售,晨光小区(开发区) -德胜,2室2厅 | 71.94平米 | 南 北 | 简装 | 高楼层(共6层)  | 塔楼,2人关注 / 4个月以前发布,45,"6,256元/平"
户型方正，精装修，拎包入住，满两年无大税,越秀星汇金沙 -北京中路,3室2厅 | 91.03平米 | 南 北 | 精装 | 低楼层(共14层)  | 板楼,33人关注 / 6个月以前发布,81,"8,899元/平"
西打头上叠，院子硬化，阳台露台已封包，价格可以沟通,龙湖葡醍海湾 -龙湖,2室1厅 | 112.16平米 | 南 北 | 精装 | 下叠(共3层)  | 板塔结合 | 叠拼别墅 ,6人关注 / 2个月以前发布,102,"9,095元/平"
此房满2年 南北通透 南北阳台 带装修,天马相城二期 -万科城,3室2厅 | 154.96平米 | 南 北 | 简装 | 高楼层(共18层)  | 塔楼,7人关注 / 一年前发布,226,"14,585元/平"
精装修  框架   拎包入住   采光好,天一苑小区 -德胜,3室2厅 | 70.65平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,58.9,"8,337元/平"
大海阳路，楼层好，进门厅双南卧，户型方正，交通便利,大海阳路 -三站,3室1厅 | 86.73平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,22人关注 / 一年前发布,79,"9,109元/平"
小高层，一楼带花园，精装，拎包入住,金桥澎湖湾 -北京中路,2室2厅 | 80.7平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,8人关注 / 一年前发布,84,"10,409元/平"
此房多层+毛坯房+南北通透+有车库+有小棚,梅苑四区 -工商大街,3室2厅 | 95.61平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,3人关注 / 一年前发布,54,"5,648元/平"
开发区 中建悦海和园  三居室  户型方正  全明户型,中建悦海和园 -北京中路,3室1厅 | 99.68平米 | 南 北 | 简装 | 低楼层(共28层)  | 板楼,27人关注 / 一年前发布,95,"9,531元/平"
三室两卫 精装修   采光好 楼层好,黄金家园 -北京中路,3室1厅 | 112.06平米 | 南 北 | 其他 | 中楼层(共27层)  | 板楼,2人关注 / 一年前发布,98.9,"8,826元/平"
金晖花园  一梯两户  东打头  南北通透  格局好,金晖花园 -新桥,2室2厅 | 71.95平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,68,"9,452元/平"
万科城一期小三居好楼层视野不遮挡房子保持好看房方便,万科城 -万科城,3室2厅 | 87.72平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,14人关注 / 11个月以前发布,102,"11,628元/平"
11层小高层，南北通透，全明户型，采光好，西打头,栖里凤台山庄 -万达,3室2厅 | 134.15平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,2人关注 / 一年前发布,194,"14,462元/平"
静海苑 三室 新装未住  海景房 好楼层,天和静海苑 -黄河路,3室1厅 | 138.73平米 | 南 北 | 精装 | 中楼层(共28层)  | 板楼,39人关注 / 8个月以前发布,150,"10,813元/平"
弘盛华庭2楼，精装修几乎未住，带23平车库。,弘盛华庭(牟平) -牟平振华,3室2厅 | 104.29平米 | 北 南 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,87,"8,343元/平"
万达旁，金光西区大三居，双南卧，好户型，不临街,金光小区西区 -万达,3室2厅 | 93.13平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,73,"7,839元/平"
大海阳路，楼层好，进门厅双南卧，户型方正，交通便利,大海阳路 -三站,3室1厅 | 86.73平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,22人关注 / 一年前发布,79,"9,109元/平"
小高层，一楼带花园，精装，拎包入住,金桥澎湖湾 -北京中路,2室2厅 | 80.7平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,8人关注 / 一年前发布,84,"10,409元/平"
翠园芳邻三室打头房 精装修 万达商圈,翠园芳邻 -万达,3室2厅 | 101.54平米 | 南 北 | 其他 | 中楼层(共22层)  | 塔楼,6人关注 / 8个月以前发布,107,"10,538元/平"
三室耳朵户型带19平外置车库 无大税 带车位,柳林小区 -万科城,3室2厅 | 116.03平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 5个月以前发布,130,"11,204元/平"
越秀星汇凤凰，精装修，带车位，户型好,越秀星汇凤凰 -凤凰台,3室2厅 | 113.98平米 | 南 北 | 其他 | 高楼层(共24层)  | 板楼,1人关注 / 一年前发布,148,"12,985元/平"
紫金花园 精装修 三居 带小棚 南厅南卧 可贷 各付,紫金花园 -鱼鸟河,3室1厅 | 121.26平米 | 南 北 | 其他 | 低楼层(共12层)  | 板楼,13人关注 / 一年前发布,85.8,"7,076元/平"
南北通透，花园式低密度纯洋房社区。,中海国际社区 -科技大道,3室2厅 | 126.1平米 | 南 北 | 其他 | 低楼层(共7层)  | 板楼,6人关注 / 一年前发布,150,"11,896元/平"
精装修，三室两厅两卫，好楼层，采光不错,东华丽景花园 -鱼鸟河,3室1厅 | 131.96平米 | 南 北 | 其他 | 高楼层(共16层)  | 板楼,0人关注 / 一年前发布,92.5,"7,010元/平"
德尚世家 精装房未住 东打头 有证可贷款,德尚世家 -三滩社区,3室2厅 | 129.3平米 | 南 北 | 精装 | 高楼层(共13层)  | 板楼,6人关注 / 11个月以前发布,155,"11,988元/平"
海景房，房主诚心出售，满2年，视野很好,金桥澎湖湾 -北京中路,3室2厅 | 108.8平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,86,"7,905元/平"
融科林语，精装修，南北通厅，有钥匙啦~,融科林语 -万达,3室2厅 | 135平米 | 东 南 | 精装 | 高楼层(共32层)  | 塔楼,23人关注 / 9个月以前发布,178,"13,186元/平"
万科城  精装修 看房随时 好楼层,万科城 -万科城,3室2厅 | 88.38平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,105,"11,881元/平"
南北通透，采光良好，生活购物交通便利,凤凰台南街小区 -凤凰台,2室2厅 | 70.57平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,59,"8,361元/平"
中建悦海和园 3室2厅 南 北,中建悦海和园 -北京中路,3室2厅 | 119.24平米 | 南 北 | 其他 | 中楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,115,"9,645元/平"
振华海滨假日花园 中间楼层 毛坯 采光好 好位置车位,振华海滨假日花园 -黄河路,3室2厅 | 124.16平米 | 东南 | 毛坯 | 高楼层(共28层)  | 板楼,3人关注 / 一年前发布,128,"10,310元/平"
精装修，业主诚心出售，看房方便,金海名园 -科技大道,3室2厅 | 126.95平米 | 南 北 | 其他 | 高楼层(共26层)  | 板楼,13人关注 / 一年前发布,155,"12,210元/平"
小区高楼层，采光好，毛坯任意装修，看好可谈,福地隆城 -科技大道,3室2厅 | 92.4平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板楼,44人关注 / 一年前发布,75,"8,117元/平"
南北通透，楼层好，采光充足，小区生活方便，交通便利,鼎城2008 -只楚,3室2厅 | 106.96平米 | 南 北 | 精装 | 中楼层(共26层)  | 塔楼,15人关注 / 一年前发布,85,"7,947元/平"
世纪花园南北通透，卫生间带窗。,世纪花园 -牟平振华,3室2厅 | 90.25平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 7个月以前发布,55,"6,095元/平"
格局好，通风好，高楼层，精装未住，海景,富力湾 -北京中路,3室1厅 | 118.25平米 | 南 北 | 其他 | 高楼层(共34层)  | 板楼,3人关注 / 5个月以前发布,120,"10,148元/平"
清泉寨城中区 4室2厅 南 北,清泉寨城中区 -大学城,4室2厅 | 123.66平米 | 南 北 | 毛坯 | 低楼层(共7层)  | 板楼,6人关注 / 7个月以前发布,128,"10,351元/平"
框架房 南北通透 双南卧一北卧室 有小棚 配套完善,只楚小区 -只楚,3室1厅 | 91.29平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,19人关注 / 一年前发布,61,"6,683元/平"
