标题,开发商,房子信息,发布信息,售价/万,单价
三居室，明室明厅 精装修南北通透 观景房,松林亲水湾 -新城区,3室2厅 | 157.78平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,38人关注 / 一年前发布,143,"9,064元/平"
看房提前联系 精装 无捆绑 视野开阔,荷枫水岸一期 -桥北新区,3室1厅 | 97.37平米 | 南 北 | 简装 | 高楼层(共17层)  | 板楼,0人关注 / 一年前发布,73.5,"7,549元/平"
房子挺不错的  看房提前联系 南北通透,华睿园 -新城区,2室2厅 | 106.23平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,11人关注 / 一年前发布,69,"6,496元/平"
双阳卧室.中等装修.位置好.无遮挡.看房方便,荷枫水岸二期 -桥北新区,2室1厅 | 82.28平米 | 南 西 | 简装 | 低楼层(共16层)  | 塔楼,3人关注 / 10个月以前发布,55,"6,685元/平"
两室 小鹏5万可单售 中等装修 看房有钥匙,香格里拉国际城 -松山区,2室2厅 | 85.78平米 | 南 | 简装 | 中楼层(共28层)  | 板楼,4人关注 / 7个月以前发布,60,"6,995元/平"
亚兴国际公寓 电梯楼 南向 建议实地看房,亚兴国际公寓 -新城区,2室1厅 | 75平米 | 南 | 简装 | 高楼层(共30层)  | 板塔结合,0人关注 / 11天以前发布,56,"7,467元/平"
怡安小区 经典三室  南北通 前无遮挡,怡安小区 -红山区,3室1厅 | 92.86平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,49,"5,277元/平"
水榭花都B区 3室2厅 南 北,水榭花都B区 -新城区,3室2厅 | 100.81平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,10人关注 / 一年前发布,62,"6,151元/平"
五甲万京113平 复式楼 毛坯 可贷款,潜龙苑 -新城区,3室2厅 | 113.83平米 | 南 北 | 毛坯 | 低楼层(共20层)  | 板楼,6人关注 / 一年前发布,81,"7,116元/平"
馨风雅居，双阳两居室 北侧大阳台  已经密封好,馨风雅居 -新城区,2室1厅 | 72.35平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,12人关注 / 一年前发布,50,"6,911元/平"
不临街不把边 无捆绑 小税 看房随时,怡安小区 -红山区,2室1厅 | 63.2平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,38,"6,013元/平"
电梯洋房 明室明厅 精装修 看房随时 领包入住,水榭花都C公馆 -新城区,2室2厅 | 109.96平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 8个月以前发布,105,"9,549元/平"
房子精装修   楼层好    出行方便,粮食局家属楼 -红山区,2室1厅 | 55.26平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,3人关注 / 一年前发布,38,"6,877元/平"
红山郡一期 南向明厅两室 无捆绑,首地·红山郡 -新城区,2室1厅 | 87.5平米 | 南 北 | 简装 | 高楼层(共24层)  | 板楼,4人关注 / 一年前发布,79,"9,029元/平"
成龙嘉园 双阳卧室 南北通透纯平顶 小税无捆绑,成龙嘉园 -新城区,2室2厅 | 75.02平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,50,"6,665元/平"
吉祥阳光新城步梯五楼三室公摊小,吉祥阳光新城I区 -新城区,3室2厅 | 93.41平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,12人关注 / 一年前发布,76.8,"8,222元/平"
春城家园   经典两室 单价7100 看房子钥匙,春城家园 -新城区,2室2厅 | 60.55平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 3个月以前发布,42,"6,937元/平"
精装修未住  南北通透2室  带家具家电,团结小区 -红山区,2室1厅 | 77.72平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,13人关注 / 一年前发布,42,"5,405元/平"
金宇国际B区 南北通透 三居室 前排步梯二楼,金宇国际B区 -桥北新区,3室1厅 | 97.77平米 | 北 南 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,73,"7,467元/平"
视野宽阔，采光充足，配套设施齐全，交通便利,安顺小区 -红山区,2室2厅 | 73.55平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,41,"5,575元/平"
双阳卧室 大落地飘窗 中等装修  看房方便 准婚房,阳光希望家园四期 -桥北新区,2室2厅 | 77.3平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,58,"7,504元/平"
精装修 顶层带阁楼  南北通透 视野很好,钓鱼台A区 -桥北新区,2室2厅 | 106.45平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,3人关注 / 一年前发布,83,"7,798元/平"
盛世嘉园B区 3室2厅 南 北,盛世嘉园B区 -红山区,3室2厅 | 90.88平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,85,"9,353元/平"
兴隆小区 57平 两室 6楼 1小 3中 入.学神器,兴隆小区（红山区) -红山区,2室1厅 | 57.82平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,35,"6,054元/平"
团结小区 2室1厅 南 北,团结小区 -红山区,2室1厅 | 64.44平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,40,"6,208元/平"
民族小区  单价5900 独立两室  同裕胡同,民族小区(五道街) -红山区,2室1厅 | 60.37平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,3人关注 / 8个月以前发布,32,"5,301元/平"
天元东城 精装修 屋里干净整洁,天元东城 -红山区,2室1厅 | 83.53平米 | 南 | 精装 | 低楼层(共13层)  | 板楼,3人关注 / 一年前发布,53,"6,346元/平"
步梯2楼 南北通透   无捆绑   随时看房,向阳小区三组团 -松山区,2室2厅 | 78.73平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,56,"7,113元/平"
三中家属楼  南北通透格局 步梯3楼  2000年房,三中家属楼 -红山区,2室2厅 | 67.77平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 31天以前发布,53,"7,821元/平"
一建家属院  十七小  小面积  总价低  采光好  过渡,赤峰一建家属院 -红山区,2室1厅 | 50.22平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,28,"5,576元/平"
通透两室 干净温馨 小税无捆 单价低 首付低 月供低,一建二院 -红山区,2室1厅 | 59.02平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,32,"5,422元/平"
哈达小区 六楼 边户 落地窗全明户型 可谈,哈达小区 -红山区,3室2厅 | 110.79平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,60,"5,416元/平"
润峰小区 98年  已改造  看房方便,润峰小区 -红山区,2室2厅 | 66.19平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,33,"4,986元/平"
兴隆小区 57平 两室 6楼 1小 3中 入.学神器,兴隆小区（红山区) -红山区,2室1厅 | 57.82平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,35,"6,054元/平"
五甲万京，毛坯房，单价9000，看房可随时,潜龙苑 -新城区,3室2厅 | 94.86平米 | 南 北 | 毛坯 | 高楼层(共20层)  | 板楼,2人关注 / 一年前发布,85,"8,961元/平"
两室 小鹏5万可单售 中等装修 看房有钥匙,香格里拉国际城 -松山区,2室2厅 | 85.78平米 | 南 | 简装 | 中楼层(共28层)  | 板楼,4人关注 / 7个月以前发布,60,"6,995元/平"
怡安小区 低首付 温馨2室  边户 南北通透,怡安小区 -红山区,2室1厅 | 66平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,41,"6,213元/平"
双阳卧室.中等装修.位置好.无遮挡.看房方便,荷枫水岸二期 -桥北新区,2室1厅 | 82.28平米 | 南 西 | 简装 | 低楼层(共16层)  | 塔楼,3人关注 / 10个月以前发布,55,"6,685元/平"
看房提前联系 精装 无捆绑 视野开阔,荷枫水岸一期 -桥北新区,3室1厅 | 97.37平米 | 南 北 | 简装 | 高楼层(共17层)  | 板楼,0人关注 / 一年前发布,73.5,"7,549元/平"
交通便利，步梯楼，，，，，，，，，，，，，，，，，,华睿园 -新城区,2室2厅 | 125.11平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,8人关注 / 一年前发布,68.8,"5,500元/平"
社保局楼 2室2厅 南 北,社保局楼 -红山区,2室2厅 | 75.42平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,51.5,"6,829元/平"
此房满五唯一 小税，南北通透，楼层好，视野开阔，,长青五金小区 -红山区,2室1厅 | 52平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 5个月以前发布,24,"4,616元/平"
房子挺不错的  看房提前联系 南北通透,华睿园 -新城区,2室2厅 | 106.23平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,11人关注 / 一年前发布,69,"6,496元/平"
金泽园，两室两厅一卫，毛坯房，看房预约。,金泽园 -新城区,2室2厅 | 94.4平米 | 南 北 | 毛坯 | 中楼层(共14层)  | 板楼,5人关注 / 11个月以前发布,79,"8,369元/平"
金宇国际B区 南北通透 三居室 前排步梯二楼,金宇国际B区 -桥北新区,3室1厅 | 97.77平米 | 北 南 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,73,"7,467元/平"
视野宽阔，采光充足，配套设施齐全，交通便利,安顺小区 -红山区,2室2厅 | 73.55平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,41,"5,575元/平"
团结小区 2室1厅 南 北,团结小区 -红山区,2室1厅 | 64.44平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,40,"6,208元/平"
桥北 好地段 户型方正  可以更名,维多利摩尔城 -桥北新区,3室2厅 | 125.8平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,88,"6,996元/平"
中天御园  采光没问题 物业好 看房方便,中天御园 -新城区,1室2厅 | 70.91平米 | 南 | 简装 | 低楼层(共25层)  | 板楼,2人关注 / 9个月以前发布,66,"9,308元/平"
电梯洋房 明室明厅 精装修 看房随时 领包入住,水榭花都C公馆 -新城区,2室2厅 | 109.96平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 8个月以前发布,105,"9,549元/平"
馨风雅居，双阳两居室 北侧大阳台  已经密封好,馨风雅居 -新城区,2室1厅 | 72.35平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,12人关注 / 一年前发布,50,"6,911元/平"
不临街不把边 无捆绑 小税 看房随时,怡安小区 -红山区,2室1厅 | 63.2平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,38,"6,013元/平"
房子精装修   楼层好    出行方便,粮食局家属楼 -红山区,2室1厅 | 55.26平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,3人关注 / 一年前发布,38,"6,877元/平"
红山郡一期 南向明厅两室 无捆绑,首地·红山郡 -新城区,2室1厅 | 87.5平米 | 南 北 | 简装 | 高楼层(共24层)  | 板楼,4人关注 / 一年前发布,79,"9,029元/平"
永巨小区一组团 2室1厅 南 北,永巨小区一组团 -红山区,2室1厅 | 60.55平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,3人关注 / 一年前发布,36,"5,946元/平"
供销社家属楼 2室1厅 南 北,供销社家属楼 -红山区,2室1厅 | 57.35平米 | 南 北 | 简装 | 低楼层(共6层)  | 塔楼,0人关注 / 8天以前发布,35,"6,103元/平"
地税小区 3室2厅 东 南 北,地税小区 -松山区,3室2厅 | 86.78平米 | 东 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,56,"6,454元/平"
铁北小区 南北通透 公摊小 过户小税,铁北小区 -红山区,2室2厅 | 53.02平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 9个月以前发布,26,"4,904元/平"
地税小区    五小院外  看房方便   小税,地税小区 -松山区,2室2厅 | 77.09平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 9个月以前发布,51,"6,616元/平"
明厅三室，南北通透，可做 婚房，无捆绑，采光好,亚兴国际嘉园 -松山区,3室2厅 | 118.03平米 | 南 北 | 简装 | 低楼层(共14层)  | 板楼,1人关注 / 10个月以前发布,74,"6,270元/平"
金宇国际C区 92.73平 三室 好楼层,金宇国际C区 -桥北新区,3室1厅 | 92.73平米 | 南 北 | 简装 | 高楼层(共17层)  | 板楼,2人关注 / 4个月以前发布,69.9,"7,539元/平"
潜龙苑 95平 复式3室2厅2卫,潜龙苑 -新城区,3室2厅 | 93.75平米 | 南 北 | 毛坯 | 高楼层(共20层)  | 板楼,2人关注 / 8个月以前发布,59.8,"6,379元/平"
此房简单装修 南北通透 视野开阔,首地·红山郡 -新城区,2室2厅 | 97.3平米 | 南 北 | 简装 | 中楼层(共24层)  | 板楼,8人关注 / 7个月以前发布,78,"8,017元/平"
吉祥阳光新城，电梯三室精装修，，建议看房,吉祥阳光新城I区 -新城区,3室2厅 | 87.84平米 | 南 北 | 简装 | 中楼层(共13层)  | 板楼,18人关注 / 一年前发布,72,"8,197元/平"
金宇国际C区 精装修 明厅三室 采光棒,金宇国际C区 -桥北新区,3室2厅 | 107.09平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,3人关注 / 一年前发布,85,"7,938元/平"
房源为格局方正，分布合理，居住舒适。,五金机电城二期 -松山区,2室2厅 | 99.53平米 | 南 北 | 精装 | 高楼层(共11层)  | 塔楼,1人关注 / 一年前发布,65,"6,531元/平"
房子，精装修，单价低，看房方便,和美商贸城 -喀喇沁旗,1室0厅 | 58.14平米 | 北 | 精装 | 中楼层(共5层)  | 板楼,6人关注 / 8个月以前发布,24,"4,128元/平"
南北通透格局，楼层好，视野开阔，配套设施齐全,昭乌达梅园庭苑 -红山区,2室1厅 | 58平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 5个月以前发布,23,"3,966元/平"
玉龙家园 步梯三楼 南北通透 看房随时,玉龙家园(新城区) -新城区,2室2厅 | 97.29平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,3人关注 / 10个月以前发布,68,"6,990元/平"
万悦公寓 2室1厅 南 北,万悦公寓 -红山区,2室1厅 | 97.88平米 | 南 北 | 简装 | 中楼层(共31层)  | 板楼,0人关注 / 8天以前发布,75,"7,663元/平"
随时能办证  精装修 明厅两室,维多利摩尔城 -桥北新区,2室1厅 | 93平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 5天以前发布,74,"7,957元/平"
通透格局  总价低  小税  过渡,站前综合楼 -红山区,2室2厅 | 54.39平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 6天以前发布,30,"5,516元/平"
美林华苑 2室1厅 南 北,美林华苑 -红山区,2室1厅 | 99.75平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,0人关注 / 5天以前发布,70,"7,018元/平"
新华小区 步梯2楼 两室 南北通透 全明户型,新华小区(红山区) -红山区,2室2厅 | 80平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 4天以前发布,46,"5,750元/平"
精装修 两居室 婚房可选 拎包入住,蓝山庭院东区 -松山区,2室1厅 | 94.14平米 | 南 | 精装 | 高楼层(共16层)  | 板塔结合,0人关注 / 7天以前发布,67.8,"7,203元/平"
机务小区 2室1厅 南 北,机务小区 -红山区,2室1厅 | 62.18平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 7天以前发布,42,"6,755元/平"
松山区-第五小--学旁、南北通透两居室、建议实地看房,振兴小区 -松山区,2室1厅 | 76.71平米 | 北 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 7天以前发布,50,"6,519元/平"
简装修，双阳卧，采光好，格局方正，视野开阔,长安小区 -新城区,3室2厅 | 81.78平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 1天以前发布,60,"7,337元/平"
一层带小院的三居室，格局方正，得房率高,金宇国际A区 -桥北新区,3室2厅 | 127.47平米 | 南 北 | 精装 | 低楼层(共19层)  | 板塔结合,0人关注 / 1天以前发布,100,"7,845元/平"
2008年 清河花园3楼 经典2室格局 精装修 房主人况好,清河花园商住楼 -红山区,2室1厅 | 81平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 4天以前发布,55,"6,791元/平"
铁小小区  精装婚房 南北通透 采光好 拎包入住。,铁小小区 -红山区,2室2厅 | 62.53平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 28天以前发布,42,"6,717元/平"
业主因工作原因，出售现有住房，,东城二毛四生活区 -红山区,2室1厅 | 57平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 24天以前发布,26,"4,562元/平"
运输小区 2008年 两室低楼层 适合各年龄段人群,运输小区 -红山区,2室1厅 | 77.62平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 23天以前发布,49,"6,313元/平"
2室二厅一厨一卫，南北通透，步梯2楼，采光充足,二中小区 -红山区,2室2厅 | 58.37平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 30天以前发布,35,"5,997元/平"
电梯中间楼层 格局方正 中等装修 价格合适,钓鱼台B区 -桥北新区,2室2厅 | 100.87平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 23天以前发布,75,"7,436元/平"
精装修房源 全屋欧派橱柜 房主置换 看房提前预约,万达华城B区 -新城区,2室2厅 | 95.11平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 23天以前发布,83,"8,727元/平"
精装4楼中间户 明室明厅 视野开阔采光好,王府花园二期 -新城区,2室2厅 | 120.66平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 21天以前发布,106,"8,786元/平"
1楼带下沉 总价单价低 使用面积大 新房现房,中舵·崇德园 -红山区,3室1厅 | 108.46平米 | 南 北 | 毛坯 | 低楼层(共14层)  | 暂无数据,0人关注 / 1个月以前发布,89.5,"8,252元/平"
