标题,开发商,房子信息,发布信息,售价/万,单价
保利拉菲公馆东区 体育公园 小高层 南北通透 诚心出售,保利拉菲公馆朗菲园二期 -裕兴,3室2厅 | 148.54平米 | 南 北 | 简装 | 低楼层(共17层)  | 板楼,106人关注 / 9个月以前发布,282,"18,985元/平"
满五年没有增值税，人车分流小区，小高层实用,阳光水岸 -孙村,3室2厅 | 141.74平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,7人关注 / 一年前发布,215,"15,169元/平"
邻水上公园，西三庄地铁口，省医院，位置好，采光好,健达花苑 -西三庄,2室2厅 | 106.62平米 | 南 北 | 精装 | 高楼层(共20层)  | 板楼,18人关注 / 9个月以前发布,168,"15,757元/平"
三梯四户，近百万装修，随时可看,奥冠奥北公元 -丰收路,4室2厅 | 151.96平米 | 南 北 | 精装 | 中楼层(共36层)  | 板楼,1人关注 / 1个月以前发布,285,"18,755元/平"
华尔国际城 3室2厅 南 北,华尔国际城 -晋州市,3室2厅 | 128.14平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,2人关注 / 8个月以前发布,115,"8,975元/平"
南北通透低楼层三室，看房有钥匙,北城国际B区 -沿东,3室2厅 | 122.08平米 | 南 北 | 简装 | 31层  | 板楼,6人关注 / 6个月以前发布,160,"13,107元/平"
精装双阳卧室 双阳台洋房社区 楼间距大 诚心出售,荣盛锦绣学府 -河北科大新校区,3室2厅 | 134.64平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,14人关注 / 5个月以前发布,195,"14,484元/平"
天然城 3室2厅 东,天然城 -富力,3室2厅 | 101.51平米 | 东 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,110,"10,837元/平"
世奥湾 3号线地铁口 华兴片内 配套齐全看房联系我,世奥湾 -世纪公园,3室2厅 | 124.96平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,56人关注 / 7个月以前发布,195,"15,605元/平"
绿都一期精装自住    好楼层不临街   诚信出售,众美凤凰绿都一期 -众美,3室2厅 | 132.98平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,169,"12,709元/平"
火车站商圈泰丰观湖小区南北向3室出售,泰丰观湖 -塔谈,3室2厅 | 129.25平米 | 南 北 | 简装 | 低楼层(共33层)  | 板楼,27人关注 / 一年前发布,206.5,"15,977元/平"
盛邦花园三区 明厨明卫 舒适三居 楼层采光好 带地下室,盛邦花园三区 -孙村,3室2厅 | 115.52平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 7个月以前发布,145,"12,552元/平"
小高层带电梯一梯两户双阳卧室，随时看房。,苹果城 -天山海世界,3室2厅 | 154.53平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,11人关注 / 3个月以前发布,177,"11,455元/平"
中华北大街 天山新公爵西区洋房跃层  诚心出售,天山新公爵西区 -九中,5室2厅 | 207.65平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,11人关注 / 一年前发布,565,"27,210元/平"
一环边，地铁口，配套全，出行便，诚心卖，便宜,蓝天商住楼 -建北,2室2厅 | 109.27平米 | 南 | 简装 | 高楼层(共14层)  | 板楼,2人关注 / 11个月以前发布,92,"8,420元/平"
阿尔卡旁，南北通透，单价低，带地下室,御景园 -胜北,3室2厅 | 169.75平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,23人关注 / 4个月以前发布,201,"11,841元/平"
杏林小区 3室1厅 南,杏林小区 -晋州市,3室1厅 | 101.38平米 | 南 | 简装 | 低楼层(共3层)  | 暂无数据,1人关注 / 5个月以前发布,46,"4,538元/平"
满二年，四居室，原项目样板间，拎包入住,国仕山 -位同,4室2厅 | 188.08平米 | 南 北 | 其他 | 低楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,410,"21,800元/平"
棉三生活区 小三居双阳卧室 居中楼层总价低税费少,石家庄棉三生活区 -广安,3室1厅 | 73.93平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,94,"12,715元/平"
心海假日 多层二楼 地铁口 海世界商圈 随时看房,心海假日 -天山海世界,3室2厅 | 135.06平米 | 南 西 北 | 简装 | 低楼层(共7层)  | 板楼,8人关注 / 6个月以前发布,166,"12,291元/平"
毛坯房 看房方便有钥匙 房主急售 通透户型,荣盛锦绣学府 -河北科大新校区,3室2厅 | 111.99平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,15人关注 / 一年前发布,168,"15,002元/平"
双阳卧，带电梯中间楼层，诚心出售。,心海假日 -天山海世界,3室2厅 | 155平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,23人关注 / 一年前发布,199,"12,839元/平"
世纪花园东区精装三居室有钥匙看高尔夫球场公园诚售！,世纪花园东区 -世纪公园,3室2厅 | 153.12平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,2人关注 / 1个月以前发布,282,"18,417元/平"
信达花园南邻地铁口，新百商圈，儿童公园。,信达花园北区 -省人民医院,3室1厅 | 97.54平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,109.9,"11,268元/平"
紧挨花卉园。环境优美，客厅*大，全天采光，户型方正,绿色家园 -跃进,2室2厅 | 108.17平米 | 南 | 精装 | 低楼层(共16层)  | 板楼,3人关注 / 一年前发布,140,"12,943元/平"
鹿泉区 秀水公园 正规三居室，一梯两户 总高12层,秀水名邸 -植物园,3室2厅 | 141.22平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,2人关注 / 11个月以前发布,135,"9,560元/平"
冀兴尊园 两室两卫 阳面客厅有钥匙随时可看房,冀兴尊园 -跃进,2室2厅 | 107.7平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,54人关注 / 一年前发布,142,"13,185元/平"
融创中心，通透三室，中间楼层，毛坯,融创中心 -南焦,3室2厅 | 179.59平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 板楼,4人关注 / 7个月以前发布,269,"14,979元/平"
小高层带电梯一梯两户双阳卧室，随时看房。,苹果城 -天山海世界,3室2厅 | 154.53平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,11人关注 / 3个月以前发布,177,"11,455元/平"
通厅通卧户型，三室两厅两卫，楼头位置。,安联青年城 -宫家庄,3室2厅 | 122.38平米 | 南 北 | 简装 | 高楼层(共29层)  | 塔楼,0人关注 / 5个月以前发布,128,"10,460元/平"
西美商圈，小三室户型，楼层好，采光好,安联青年城 -宫家庄,3室2厅 | 105.07平米 | 南 北 | 简装 | 高楼层(共29层)  | 板楼,0人关注 / 一年前发布,123,"11,707元/平"
三环内本够两年，秀水公园*，大型新社区,秀水名邸 -植物园,2室2厅 | 121.81平米 | 南 北 | 毛坯 | 低楼层(共12层)  | 板楼,14人关注 / 一年前发布,98,"8,046元/平"
信达花园南邻地铁口，新百商圈，儿童公园。,信达花园北区 -省人民医院,3室1厅 | 97.54平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,109.9,"11,268元/平"
盛世长安9号楼16楼，南北通透 明厨明卫,盛世长安 -翟营,3室2厅 | 138.22平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,52人关注 / 一年前发布,255,"18,449元/平"
鹿泉区 秀水公园 正规三居室，一梯两户 总高12层,秀水名邸 -植物园,3室2厅 | 141.22平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,2人关注 / 11个月以前发布,135,"9,560元/平"
紧挨花卉园。环境优美，客厅*大，全天采光，户型方正,绿色家园 -跃进,2室2厅 | 108.17平米 | 南 | 精装 | 低楼层(共16层)  | 板楼,3人关注 / 一年前发布,140,"12,943元/平"
冀兴尊园 两室两卫 阳面客厅有钥匙随时可看房,冀兴尊园 -跃进,2室2厅 | 107.7平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,54人关注 / 一年前发布,142,"13,185元/平"
方正四室 诚心出售 多层使用面积大 带地下室,心海假日 -天山海世界,3室2厅 | 145.01平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,10人关注 / 一年前发布,200,"13,793元/平"
一楼有院 采光充足 满五无大税 不临街,阳光水岸 -孙村,3室2厅 | 153.88平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,11人关注 / 7个月以前发布,335,"21,771元/平"
洋房四室 带两个车位和地下室 精装修 南北通透,融创裕华壹号 -二十里铺,4室2厅 | 199.91平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,6人关注 / 4个月以前发布,560,"28,013元/平"
格局好 实际面积大 适合年轻人居住 小区绿化环境好,天山熙湖 -天山海世界,3室2厅 | 105.49平米 | 南 北 | 精装 | 中楼层(共34层)  | 塔楼,14人关注 / 6个月以前发布,163,"15,452元/平"
双阳卧，带电梯中间楼层，诚心出售。,心海假日 -天山海世界,3室2厅 | 155平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,23人关注 / 一年前发布,199,"12,839元/平"
次顶 跃层 大五室 无大税天河园小区,天河园小区 -沿东,5室3厅 | 212.71平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,4人关注 / 一年前发布,268.8,"12,637元/平"
慢城北区新增三室，满两年，车位地下室，另算，可看房,雍和慢城北区 -西三庄,3室2厅 | 136.22平米 | 南 北 | 简装 | 低楼层(共18层)  | 板楼,12人关注 / 6个月以前发布,219,"16,077元/平"
出门秀水公园，临植物园街，环境优美，温度适宜,秀水名邸 -植物园,3室2厅 | 148.44平米 | 南 北 | 毛坯 | 中楼层(共12层)  | 板楼,9人关注 / 8个月以前发布,128,"8,624元/平"
新百万象城旁  70年住宅 单价9000阳面新电梯 可贷款,金鼎小区 -维明,2室2厅 | 88.48平米 | 南 | 简装 | 低楼层(共25层)  | 板塔结合,16人关注 / 5个月以前发布,77,"8,703元/平"
邻水上公园，西三庄地铁口，省医院，位置好，采光好,健达花苑 -西三庄,2室2厅 | 106.62平米 | 南 北 | 精装 | 高楼层(共20层)  | 板楼,18人关注 / 9个月以前发布,168,"15,757元/平"
杏林小区 3室1厅 南,杏林小区 -晋州市,3室1厅 | 101.38平米 | 南 | 简装 | 低楼层(共3层)  | 暂无数据,1人关注 / 5个月以前发布,46,"4,538元/平"
心海假日 多层二楼 地铁口 海世界商圈 随时看房,心海假日 -天山海世界,3室2厅 | 135.06平米 | 南 西 北 | 简装 | 低楼层(共7层)  | 板楼,8人关注 / 6个月以前发布,166,"12,291元/平"
满二年，四居室，原项目样板间，拎包入住,国仕山 -位同,4室2厅 | 188.08平米 | 南 北 | 其他 | 低楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,410,"21,800元/平"
棉三生活区 小三居双阳卧室 居中楼层总价低税费少,石家庄棉三生活区 -广安,3室1厅 | 73.93平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,94,"12,715元/平"
世奥湾 3号线地铁口 华兴片内 配套齐全看房联系我,世奥湾 -世纪公园,3室2厅 | 124.96平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,56人关注 / 7个月以前发布,195,"15,605元/平"
欧景园小区居住素质很高，社区大花园，业主诚心出售，,欧景园 -城角,3室2厅 | 138.93平米 | 南 | 简装 | 低楼层(共29层)  | 板楼,12人关注 / 一年前发布,220,"15,836元/平"
尹泰华府 3室2厅 北,尹泰华府 -宫家庄,3室2厅 | 102.34平米 | 北 | 简装 | 低楼层(共12层)  | 板楼,2人关注 / 3个月以前发布,99,"9,674元/平"
精装双阳卧室 双阳台洋房社区 楼间距大 诚心出售,荣盛锦绣学府 -河北科大新校区,3室2厅 | 134.64平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,14人关注 / 5个月以前发布,195,"14,484元/平"
出行方便 采光无遮拦   房东想置换 看房方便,紫林湾 -兆通,2室2厅 | 95.18平米 | 南 | 毛坯 | 中楼层(共34层)  | 板楼,10人关注 / 一年前发布,110,"11,558元/平"
恒信家园大三室，简单装修，有钥匙看房方便，可以贷款,恒信家园 -新乐市,3室2厅 | 124.54平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,72,"5,782元/平"
业主诚心出售，精装小三室，南北户型，通风好。,瀚唐 -古城村,3室2厅 | 109.08平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,58人关注 / 一年前发布,141,"12,927元/平"
秀水苑，民心河旁，多层公摊小，房龄新，满五唯一,秀水苑小区 -热电厂,2室2厅 | 86.73平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,10人关注 / 5个月以前发布,105,"12,107元/平"
二环内 三室通透 户型好 运河桥2号地铁线 满,国瑞园 -义堂,3室2厅 | 136.3平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,6人关注 / 5个月以前发布,150,"11,006元/平"
银龙小区   有东二环地铁口   急售  满五唯一,银龙小区宏达园 -白佛,2室2厅 | 103.33平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 6个月以前发布,104,"10,065元/平"
有钥匙 随时看房 业主诚心出售,众美城B区 -众美,3室2厅 | 136.68平米 | 南 北 | 简装 | 低楼层(共33层)  | 板楼,1人关注 / 2个月以前发布,152,"11,121元/平"
新登记，红石别墅东楼头户型，三面窗户，小院70平米,红石原著小区 -富力,6室4厅 | 548平米 | 南 北 | 毛坯 | 3层  | 板塔结合 | 联排别墅 ,5人关注 / 5个月以前发布,940,"17,154元/平"
户型方正，公园，医院交通配套齐全，新小区,风尚水郡北区 -众美,3室2厅 | 118.66平米 | 南 北 | 简装 | 低楼层(共27层)  | 板楼,14人关注 / 9个月以前发布,166,"13,990元/平"
国富华庭 3室2厅 南 北,国富华庭 -佳农市场,3室2厅 | 145.98平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,10人关注 / 一年前发布,346,"23,702元/平"
地上三层，地下一层，南向院子，使用面积大，房本满二,卓达太阳城一期别墅 -冶河镇,4室2厅 | 230.33平米 | 南 北 | 毛坯 | 3层  | 板楼 | 联排别墅 ,5人关注 / 6个月以前发布,380,"16,499元/平"
大院，楼座好，视野开阔，中高楼层，没住过，随时看房,恒大雅苑 -众美,3室2厅 | 131.83平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,27人关注 / 一年前发布,162,"12,289元/平"
精装三室，通厅通卧，采光视野好，看房方便，配套齐全,和平庄园 -北苑,3室2厅 | 89.74平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,33人关注 / 一年前发布,151,"16,827元/平"
低楼层 2005年绘图 带地下室 通透3室 有车位,省四建宿舍 -红旗,3室1厅 | 108.95平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,8人关注 / 4个月以前发布,205,"18,816元/平"
水系小区 无增值税 客厅敞亮 采光好,众美城A区 -众美,3室2厅 | 131.61平米 | 南 北 | 精装 | 高楼层(共21层)  | 板楼,4人关注 / 5个月以前发布,165,"12,538元/平"
新上奥北双阳户型 楼层好 诚心卖,奥冠奥北公元 -丰收路,3室2厅 | 133.26平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 板楼,18人关注 / 7个月以前发布,202,"15,159元/平"
新火车站商圈。润德二中旁。润德云贤园小区。,润德天悦城云贤园 -留村,3室2厅 | 118.28平米 | 南 北 | 简装 | 高楼层(共34层)  | 板楼,2人关注 / 3个月以前发布,158,"13,359元/平"
商品房 精装修 有钥匙诚心卖 真正的好楼层,万达广场B1南区 -槐北,3室2厅 | 119.64平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,1人关注 / 3个月以前发布,218,"18,222元/平"
南北大四居双阳卧室 采光好 明厨明卫户型方正位置安静,和平时光家园 -翟营,4室2厅 | 182.37平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,16人关注 / 一年前发布,269,"14,751元/平"
此房南 bei 通透的格局，户型方正，采光充足二楼,新浩城 -建北,3室2厅 | 130.31平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,26人关注 / 10个月以前发布,202,"15,502元/平"
业主诚心出售，有地下室，看房效果很好。,九里庭院西区 -大马村,3室2厅 | 135.63平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,118人关注 / 一年前发布,227,"16,737元/平"
万达商圈，二手车市场，银行，*市，交通便利，地铁口,上城浩林园 -西三庄,4室1厅 | 141.74平米 | 南 北 | 简装 | 中楼层(共24层)  | 板楼,31人关注 / 一年前发布,157,"11,077元/平"
通透三居，中间楼层，业主诚心出售,河北经贸大学教工宿舍 -滨河,3室1厅 | 82.56平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,3人关注 / 4个月以前发布,129,"15,625元/平"
户型方正，明厨明卫，采光好，无遮挡,东岗怡园北院 -青园,3室2厅 | 113.64平米 | 南 北 | 简装 | 高楼层(共17层)  | 板楼,18人关注 / 7个月以前发布,172,"15,136元/平"
中山路南三条乐汇城勒泰地铁1号线，，两室,新源国际财富中心 -南三条,2室1厅 | 57.69平米 | 东 | 简装 | 低楼层(共28层)  | 塔楼,9人关注 / 4个月以前发布,42,"7,281元/平"
户型很不错，小区总价低的好房源，业主诚心卖多推荐,恒大名都 -裕兴,3室2厅 | 144.96平米 | 南 北 | 精装 | 低楼层(共25层)  | 板楼,0人关注 / 1个月以前发布,249,"17,178元/平"
纯南向三居室，毛坯房，随意装修，总价低,绿地中山华府海棠院 -大经,3室1厅 | 90.83平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,55人关注 / 8个月以前发布,126,"13,873元/平"
太阳城大三室，首付两成，个税省几万大税，随时看房,卓达太阳城2008 -冶河镇,3室2厅 | 137.99平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板楼,6人关注 / 一年前发布,112,"8,117元/平"
