标题,开发商,房子信息,发布信息,售价/万,单价
东方明珠三村 中间楼层 精装修 大三房 拎包入住。,东方明珠三村 -江东,3室2厅 | 128.62平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼,0人关注 / 6天以前发布,198,"15,395元/平"
此房满五唯一 产权清晰 随时过户 房东诚心急售 看房,融邦领秀国际 -霍里,3室2厅 | 99.19平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,1人关注 / 一年前发布,68,"6,856元/平"
信达品质小区，户型通透·包含车位,秀山信达城三区 -霍里,3室2厅 | 116.82平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,2人关注 / 一年前发布,148,"12,670元/平"
房型方正，南北通透，格局好，无浪费,安粮秀山城市广场一期 -霍里,3室2厅 | 106.89平米 | 南 北 | 其他 | 高楼层(共24层)  | 板楼,0人关注 / 6个月以前发布,128,"11,975元/平"
湖东中路67号 3室2厅 南,湖东中路67号 -解放路,3室2厅 | 119.81平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 25天以前发布,120,"10,016元/平"
平山新村 3室1厅 南 北,平山新村 -桃园,3室1厅 | 103平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 24天以前发布,86,"8,350元/平"
护城河景观带 下楼就是实验 小区位于当涂城中,东城水岸 -当涂县,3室2厅 | 97.5平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 30天以前发布,65,"6,667元/平"
东边户 楼间距宽 全天采光 飞机户型 精装修,新城璟玥 -佳山,3室1厅 | 118.24平米 | 东 南 北 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 19天以前发布,163,"13,786元/平"
东苑小区八村中间楼层位置好中间楼层,东苑小区 -解放路,3室2厅 | 109.29平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 25天以前发布,135,"12,353元/平"
22年初婚房精装三房，18平的不在房本面积内,世代华府 -当涂县,3室2厅 | 102.33平米 | 南 北 | 精装 | 低楼层(共25层)  | 暂无数据,0人关注 / 19天以前发布,83,"8,112元/平"
22年初婚房精装三房，18平的不在房本面积内,世代华府 -当涂县,3室2厅 | 102.33平米 | 南 北 | 精装 | 低楼层(共25层)  | 暂无数据,0人关注 / 19天以前发布,83,"8,112元/平"
房屋产权清晰，满两年，装修很新，上下三层，空间大,御景园 -佳山,3室2厅 | 220平米 | 南 | 精装 | 高楼层(共8层)  | 板楼,1人关注 / 18天以前发布,156,"7,091元/平"
恒大绿洲 精装3房 户型方正 楼层采光好.楼层好,恒大绿洲 -霍里,3室2厅 | 117.88平米 | 南 | 精装 | 中楼层(共24层)  | 板塔结合,0人关注 / 16天以前发布,158,"13,404元/平"
提署中路，实验边上，精装大三房，飞机户型，拎包入住,提署中路 -当涂县,3室2厅 | 89.05平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 17天以前发布,29.6,"3,324元/平"
清风居   精装三房   有钥匙随时可看房,清风居 -当涂县,3室2厅 | 114平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 26天以前发布,54.8,"4,808元/平"
电梯洋房中间楼层 精装修拎包入住 室内全是纯实木家具,钟鼎悦城 -安民,4室2厅 | 143.83平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 25天以前发布,228,"15,853元/平"
中周家园内 一楼有大院子 三室两厅拎包入住,湖北东路479号 -解放路,3室2厅 | 96.8平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 23天以前发布,110,"11,364元/平"
房子满五年，没有贷款，业主诚心出售,泰和天成 -佳山,3室2厅 | 135.92平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,3人关注 / 一年前发布,198,"14,568元/平"
此房精装修 ，拎包入住，采光无遮挡,映翠景苑 -安民,3室1厅 | 100.21平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,1人关注 / 10个月以前发布,116,"11,576元/平"
满五唯一，顶楼复式，使用面积多。,金星新村 -解放路,3室2厅 | 146.63平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,145,"9,889元/平"
晨光花园毛坯大三室 三室朝南 满两年,晨光花园 -佳山,3室1厅 | 105.49平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,1人关注 / 10个月以前发布,77,"7,300元/平"
此房满二，楼层较好。户型方正，产证齐全，光线..,晨光花园 -佳山,4室2厅 | 93.96平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,70,"7,450元/平"
市政公园旁的好房~ ~~~~~~~,翡翠园一村 -安民,3室2厅 | 110平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,125,"11,364元/平"
东苑小区，满五唯一，教育资源优秀,东苑小区 -解放路,3室2厅 | 103.72平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,110,"10,606元/平"
此房满五不唯一，精装修，保养好，拎包入住。,瑞祥家园 -桃园,3室1厅 | 81.27平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,6人关注 / 9个月以前发布,79,"9,721元/平"
房满2唯一，楼层佳，采光充足，配套设施齐全..,永安花园 -解放路,3室1厅 | 127.29平米 | 南 | 其他 | 低楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,143,"11,235元/平"
标准户型，两室朝阳，全明户型，无遮挡、采光好,康城花园 -解放路,4室2厅 | 153.88平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,115,"7,474元/平"
太古广场 边户 采光好 户型佳,太古广场 -雨山,3室2厅 | 146.89平米 | 南 | 其他 | 高楼层(共25层)  | 板楼,0人关注 / 5个月以前发布,182.5,"12,425元/平"
映翠花园四村 全新精装 保养的很好 干净清爽,映翠花园四村 -安民,3室2厅 | 74.04平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,68.5,"9,252元/平"
东升新村  两房朝南  采光好  大面积  南北通透,东升新村 -沙塘,4室1厅 | 134.75平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,85,"6,308元/平"
盛世华府 满两年，精装修，拎包入住,盛世华府 -桃园,3室2厅 | 102.29平米 | 南 | 其他 | 中楼层(共31层)  | 板楼,2人关注 / 8个月以前发布,148,"14,469元/平"
老大润发边的杏花村      精装拎包入住,杏花村小区 -解放路,2室1厅 | 55.86平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,3人关注 / 一年前发布,48,"8,593元/平"
顶楼带复式，带露台，采光无遮挡,永安花园 -解放路,3室2厅 | 166.57平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,128,"7,685元/平"
顶楼复式 精装4房 莲云山公园边,东城蓝湾 -当涂县,4室2厅 | 170.33平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,85,"4,991元/平"
微山花园 5室2厅 南,微山花园 -佳山,5室2厅 | 96.53平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼,6人关注 / 9个月以前发布,79,"8,184元/平"
精装修 东边户大三房 适合做婚房 感觉约我看房吧,泰和天成 -佳山,3室2厅 | 122.85平米 | 东南 | 其他 | 高楼层(共27层)  | 板楼,2人关注 / 一年前发布,176,"14,327元/平"
金山嘉苑多层2楼，装修三房！边户哟！！,金山嘉苑一区 -未知商圈,3室2厅 | 91.8平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,71.98,"7,841元/平"
微山花园   上学方便   位置好 实用性高,微山花园 -佳山,3室2厅 | 96.69平米 | 南 | 其他 | 低楼层(共6层)  | 塔楼,1人关注 / 11个月以前发布,94,"9,722元/平"
翡翠园 多层五楼 目前自住中 满二年 看房提前联系！,翡翠园一村 -安民,3室2厅 | 123.36平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,139.8,"11,333元/平"
房东诚心出售，看房方便，精装修拎包入住，产权清晰,金海岸名邸 -采石,5室2厅 | 233.74平米 | 南 | 其他 | 低楼层(共18层)  | 塔楼,1人关注 / 5个月以前发布,290,"12,407元/平"
珍珠园七村顶复！房东诚心出售！,珍珠园七村 -雨山,3室2厅 | 126.21平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,106,"8,399元/平"
此房 拎包入住 生活配套齐全 房东自住 看房方便,飞达阳光花园 -当涂县,4室1厅 | 190.24平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,70.6,"3,712元/平"
东方明珠三村 2室2厅 南 北,东方明珠三村 -江东,2室2厅 | 87.52平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,1人关注 / 一年前发布,123,"14,054元/平"
房东诚心出售，高楼层复式，精装修，有露台,东苑小区五村 -解放路,4室2厅 | 128.32平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,24人关注 / 一年前发布,118,"9,196元/平"
此房是多层的中间楼层，位置不错，成熟小区，生活方便,湖景家园 -沙塘,3室2厅 | 136.77平米 | 东南 | 其他 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,117,"8,555元/平"
户型通透 采光好 拎包入住 生活便利 生活配置齐全,鸳鸯小区三村(红旗中路) -安民,3室2厅 | 105.73平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,66,"6,243元/平"
深业华府春天里 满二 楼层适中  房东诚心出售,深业华府春天里 -安民,3室1厅 | 97平米 | 南 | 其他 | 高楼层(共34层)  | 板塔结合,0人关注 / 4个月以前发布,138,"14,227元/平"
此房满2年适合家里人口多的客户采光好视野开阔,和合二村 -当涂县,3室2厅 | 121.95平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,58.5,"4,798元/平"
盛世华府 高楼层东边户 俯瞰整个小马 采光刺眼保养好,盛世华府 -桃园,4室2厅 | 142.43平米 | 南 | 其他 | 高楼层(共55层)  | 板楼,0人关注 / 一年前发布,225,"15,798元/平"
精装修，30-40W，上下两层，有露台阳光房，很漂亮,翡翠森林花园 -佳山,3室2厅 | 94.94平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,3人关注 / 4个月以前发布,115,"12,113元/平"
4房2厅2卫，中间楼层，南北窗户大，采光视野无遮挡,达观天下学府里 -佳山,4室2厅 | 123.23平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,120,"9,738元/平"
金瑞新村三村，低楼层，满五年唯一住房,金瑞新城三村 -江东,4室2厅 | 127.09平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 一年前发布,82,"6,453元/平"
国际华城一村 3室1厅 南 北,国际华城一村 -霍里,3室1厅 | 120平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,5人关注 / 5个月以前发布,149,"12,417元/平"
中上好楼层，采光充足，视野好，精装修拎包入住,银杏园 -桃园,4室2厅 | 139.41平米 | 南 | 其他 | 低楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,191.8,"13,758元/平"
婚房装修，品牌家私，采光无遮挡，拎包入住,东湖瑞景 -佳山,3室2厅 | 136.94平米 | 东南 南 | 精装 | 高楼层(共30层)  | 板塔结合,10人关注 / 一年前发布,190,"13,875元/平"
东湖瑞景 精装修 拎包入住 等你来看房,东湖瑞景 -佳山,4室2厅 | 143.88平米 | 南 北 | 其他 | 高楼层(共11层)  | 板塔结合,4人关注 / 一年前发布,230,"15,986元/平"
户型方正，每个房间都很大，全天采光,春晖家园西区 -佳山,3室2厅 | 136.96平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,185,"13,508元/平"
朝辉花园 大三房 双卫 适合家里人多居住舒适,朝辉花园 -桃园,3室2厅 | 131.21平米 | 南 北 | 其他 | 高楼层(共26层)  | 板楼,5人关注 / 一年前发布,205,"15,624元/平"
浅水湾花园 4室2厅 南,浅水湾花园 -沙塘,4室2厅 | 200.13平米 | 南 | 其他 | 高楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,186,"9,294元/平"
珍珠园四村 3室2厅 南,珍珠园四村 -雨山,3室2厅 | 107.33平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,96,"8,945元/平"
康嘉花园 复式楼上楼下 小区中间 满五年,康嘉花园 -桃园,3室2厅 | 130.45平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,4人关注 / 5个月以前发布,120,"9,199元/平"
康嘉花园四室，装修保养好，房东诚心出售，价格可谈,康嘉花园 -桃园,4室2厅 | 150平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,145,"9,667元/平"
深业华府春天里  全新精装修3室  满二年,深业华府春天里 -安民,3室2厅 | 97.33平米 | 南 | 其他 | 低楼层(共34层)  | 板塔结合,3人关注 / 7个月以前发布,165,"16,953元/平"
顶复，满五，拎包入住，诚心出售,姑孰新城 -当涂县,5室3厅 | 160平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据,8人关注 / 一年前发布,51,"3,188元/平"
此房顶楼复式，视野好，采光充足,东方翡翠南苑 -佳山,3室2厅 | 81.87平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,70,"8,551元/平"
此房满五，户型方正，房东城心出售，楼下200左右就是,同济花园 -解放路,3室2厅 | 108.53平米 | 东南 | 其他 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,118.8,"10,947元/平"
恒泰达观天下 精装复式 拎包入住,达观天下悦城 -佳山,3室2厅 | 66.68平米 | 南 | 其他 | 高楼层(共19层)  | 塔楼,0人关注 / 5个月以前发布,69.5,"10,423元/平"
师苑新村房屋的小区环境、适宜人群及配套设施,师苑新村 -桃园,3室1厅 | 76.45平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 5个月以前发布,95,"12,427元/平"
梧桐雅苑东区 3室1厅 南,梧桐雅苑东区 -解放路,3室1厅 | 88.67平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,31.5,"3,553元/平"
景园繁华地段，通风效果好，户型好 ，预约可随时看房,景园 -当涂县,3室2厅 | 121.88平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,84.8,"6,958元/平"
采光充足，顶楼复式，使用面积大。,九缘 -解放路,4室2厅 | 90.08平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,18人关注 / 一年前发布,77,"8,548元/平"
东湖瑞景2楼，全新装修，拎包入住,东湖瑞景 -佳山,3室2厅 | 142.24平米 | 南 | 其他 | 低楼层(共31层)  | 板塔结合,13人关注 / 一年前发布,173,"12,163元/平"
御景园  豪  华  装修叠墅 自带车位 坐落半山腰,御景园 -佳山,4室2厅 | 271.74平米 | 南 | 精装 | 中楼层(共5层)  | 暂无数据,14人关注 / 一年前发布,460,"16,928元/平"
大润发商圈 交通 生活方便 满五唯一 装修保养,湖北东路497号 -解放路,3室2厅 | 101.14平米 | 南 北 | 其他 | 低楼层(共5层)  | 塔楼,20人关注 / 一年前发布,117,"11,569元/平"
青松一村，满五唯一，三室朝南，采光无遮挡,青松一村 -解放路,3室2厅 | 129.65平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,110,"8,485元/平"
房子满五年不唯一住房，二室一厅，总价不高，明厨明卫,宁芜村 -塘西,3室2厅 | 80.61平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,30,"3,722元/平"
山南和花园，满五唯一，视野采光都好，税费只有契税,钢城花园三村 -安民,3室1厅 | 104.66平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,3人关注 / 8个月以前发布,108,"10,320元/平"
中上楼层，全新婚房装修半年，南北通风，采光好，.,深业华府春天里 -安民,3室2厅 | 111.89平米 | 南 | 其他 | 高楼层(共34层)  | 板塔结合,2人关注 / 6个月以前发布,174,"15,551元/平"
满五唯一 三室朝南 明厨明卫 空间大,团结路4号 -沙塘,3室2厅 | 140.33平米 | 东南 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,74,"5,274元/平"
春晖悦府 花园洋房 三楼 拎包入住 满2年,春晖悦府 -安民,3室2厅 | 121.4平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,19人关注 / 一年前发布,284,"23,394元/平"
此房地处市中 心 交通便利 出门有公交站台,深业华府春天里 -安民,3室2厅 | 113.02平米 | 南 | 其他 | 低楼层(共34层)  | 板楼,11人关注 / 一年前发布,145,"12,830元/平"
八中旁 拎包住 ，格局分布合理，空间感好，通透性好。,湖东北路19-123号 -解放路,3室1厅 | 87平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,4人关注 / 一年前发布,79,"9,081元/平"
映翠景苑 景观房 精装修 满两年 诚意卖,映翠景苑 -安民,3室1厅 | 100.21平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,98,"9,780元/平"
金山嘉苑一区        2室2厅1卫,金山嘉苑一区 -未知商圈,2室2厅 | 81.79平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,80,"9,782元/平"
此房满五精装修 格局好 不是顶楼 采光好 位置好,东方天骏九珑湾 -佳山,3室2厅 | 119.2平米 | 南 北 | 其他 | 高楼层(共28层)  | 塔楼,0人关注 / 2个月以前发布,145,"12,165元/平"
12月满五唯一，建中马路之隔，大三房,格林花园 -佳山,3室2厅 | 128.02平米 | 南 | 其他 | 中楼层(共11层)  | 塔楼,0人关注 / 2个月以前发布,149.8,"11,702元/平"
雨韵阁 3室2厅 南 北,雨韵阁 -佳山,3室2厅 | 114.98平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,1人关注 / 一年前发布,152,"13,220元/平"
御景园别墅 采光好 位置好 诚意出售,御景园 -佳山,6室2厅 | 197平米 | 南 北 | 精装 | 低楼层(共3层)  | 板塔结合,10人关注 / 一年前发布,275,"13,960元/平"
