标题,开发商,房子信息,发布信息,售价/万,单价
人民路南华康城 中 央公馆精装两室小区内价格合适一套,中央公馆三期 -立交桥,2室2厅 | 93平米 | 南 | 其他 | 低楼层(共28层)  | 板楼,5人关注 / 8个月以前发布,68,"7,312元/平"
精装修 两室朝阳 户型hao有储藏室 有车位,中达金河湾 -二十一中,2室2厅 | 89平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,108,"12,135元/平"
广兴华邑，图书大厦 多层房源，楼层好，诚心出售,广兴华邑 -图书大厦,2室2厅 | 94平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,53.5,"5,692元/平"
三希堂大四室中间好楼层带装修正常过户,三希堂 -广州路,4室2厅 | 158平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,4人关注 / 一年前发布,94,"5,950元/平"
公园一号 老证双阳台眼睛房，南北通 老证过户费低,公园一号 -立交桥,3室2厅 | 128平米 | 南 北 | 其他 | 低楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,84,"6,563元/平"
天华四季花城  简装好看  诚心出售,天华四季花城 -西客站,3室2厅 | 95平米 | 南 | 其他 | 低楼层(共27层)  | 板楼,3人关注 / 一年前发布,60.2,"6,337元/平"
房东诚心出售，看房可提前联系。,菏泽市规划展览馆安置房 -中医院,3室1厅 | 88平米 | 南 | 其他 | 高楼层(共33层)  | 暂无数据,1人关注 / 一年前发布,62,"7,046元/平"
水岸嘉园 赵王河畔 双公园大剧院老证精装可贷款诚心售,水岸嘉苑 -立交桥,3室2厅 | 149平米 | 南 | 其他 | 高楼层(共17层)  | 板塔结合,7人关注 / 一年前发布,92,"6,175元/平"
陶然美地上下两层   房东急售   上学方便,陶然美地 -广州路,5室2厅 | 184平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,1人关注 / 一年前发布,102,"5,544元/平"
房方正的格局，楼层好，视野开阔，采光好！！.,水榭花都 -三院,3室2厅 | 99.63平米 | 南 北 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,71,"7,127元/平"
此房户型方正采光充足，交通便利，丹阳路学,佳合花园 -图书馆,3室2厅 | 130平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,0人关注 / 一年前发布,66,"5,077元/平"
三室两厅两卫交通便利。视野宽阔，采光充足,陶然美地 -广州路,3室2厅 | 115平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,3人关注 / 一年前发布,70.1,"6,096元/平"
此房老证，中间楼层，配套设施齐全，交通便利,中达金河湾 -二十一中,2室1厅 | 73平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,61.2,"8,384元/平"
大剧院图书馆旁 两馆小区四室两厅两卫西边户带车储,菏泽市规划展览馆安置房 -中医院,4室2厅 | 168平米 | 南 北 | 其他 | 低楼层(共26层)  | 暂无数据,1人关注 / 6个月以前发布,113,"6,727元/平"
小区.配套齐全 交通十分便利 出行方便。,亨通园 -银座,3室2厅 | 127平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,90,"7,087元/平"
房东诚意出售 随时看房 小区环境优美,金鼎凤凰城 -火车站,6室4厅 | 245平米 | 南 | 其他 | 中楼层(共10层)  | 板楼,1人关注 / 10个月以前发布,100,"4,082元/平"
温馨小三室，精装修可直接拎包入住，采光好,陶然美地 -广州路,3室2厅 | 114平米 | 东南 | 其他 | 中楼层(共11层)  | 板楼,2人关注 / 一年前发布,72,"6,316元/平"
大剧院旁金都华庭多层三室两厅两卫老证边户诚心急售,金都华庭 -图书馆,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共7层)  | 板塔结合,2人关注 / 11个月以前发布,92.2,"7,684元/平"
在人民路段 经典3居室  中等装修,中央公馆三期 -立交桥,3室2厅 | 110平米 | 南 | 其他 | 低楼层(共34层)  | 板楼,4人关注 / 一年前发布,83,"7,546元/平"
中达金河湾 两室两厅一厨一卫  老证,中达金河湾 -二十一中,2室2厅 | 77.9平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,70.2,"9,012元/平"
三室两厅两卫交通便利。视野宽阔，采光充足,陶然美地 -广州路,3室2厅 | 144.76平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,1人关注 / 一年前发布,84,"5,803元/平"
大剧院东南华康城小高层144平米精装大3居！诚售！,南华康城 -立交桥,3室2厅 | 144平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,2人关注 / 一年前发布,103,"7,153元/平"
三居室 交通方便 配套齐全多层,市委三区 -天香公园,3室2厅 | 110平米 | 南 | 其他 | 高楼层(共5层)  | 板楼,14人关注 / 一年前发布,78,"7,091元/平"
花城小区多层 老证 可按揭 *低公摊,花城小区 -广州南路,2室2厅 | 74平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,39.5,"5,338元/平"
丹阳路多层一楼带院145平精装3室朝阳带地上车位储藏室,烟草家属院 -丹阳桥,3室2厅 | 145平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,8人关注 / 一年前发布,98,"6,759元/平"
急售网通公司家属院 小高层 产权清晰,网通公司家属院 -惠慈医院,3室2厅 | 103平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,60,"5,826元/平"
天华明珠，价格可商议 诚售带储藏室和车位,天华明珠 -岳程办事处,2室2厅 | 102.8平米 | 南 | 其他 | 高楼层(共28层)  | 板楼,0人关注 / 一年前发布,59,"5,740元/平"
出门火车站 交通便利 户型方正 看房方便,万象广场 -火车站,3室2厅 | 123平米 | 南 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,90,"7,318元/平"
好旺角三室两卫，户型方正，设计合理，采光好交通便利,好旺角 -银座,3室2厅 | 128.5平米 | 南 | 简装 | 中楼层(共9层)  | 板塔结合,2人关注 / 一年前发布,85,"6,615元/平"
电厂家属院东区，顶楼，视野无遮挡,电厂家属院东区 -东电厂,4室2厅 | 164.52平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,1人关注 / 一年前发布,82,"4,985元/平"
菏泽市规划展览安置房  三室  精装,菏泽市规划展览馆安置房 -中医院,3室1厅 | 88平米 | 南 | 精装 | 高楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,72.3,"8,216元/平"
多层三室精装修 带地上车库 老证可按揭,帝都花园 -立交桥,3室2厅 | 138平米 | 南 北 | 其他 | 低楼层(共5层)  | 板楼,4人关注 / 一年前发布,120,"8,696元/平"
华英路 大三居 户型方正 老证 带储藏室 可按揭,华英嘉园 -惠慈医院,3室2厅 | 168平米 | 南 北 | 其他 | 中楼层(共28层)  | 板塔结合,2人关注 / 一年前发布,100.2,"5,965元/平"
赵王河，南华康城，怡景蓝湾简装三室，有储，老证,怡景蓝湾 -大剧院,3室2厅 | 141平米 | 南 | 其他 | 高楼层(共24层)  | 板楼,1人关注 / 一年前发布,113,"8,015元/平"
此房老证  无抵押   房东诚心出售    地上40平车库,天一御庭园 -惠慈医院,3室2厅 | 175平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,117,"6,686元/平"
房东急售     朝阳 老证                 .,电厂家属院西区 -东电厂,3室1厅 | 106平米 | 南 | 其他 | 低楼层(共5层)  | 板楼,0人关注 / 一年前发布,48.2,"4,548元/平"
老证，三室八一路带储藏室  艺术馆旁,都庄新村 -大剧院,3室2厅 | 135平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,86,"6,371元/平"
位置好 配置好 装修好 稀有房源 房东急售,菏泽市规划展览馆安置房 -中医院,3室2厅 | 129.44平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,1人关注 / 一年前发布,93,"7,185元/平"
三希堂大四室中间好楼层带装修正常过户,三希堂 -广州路,4室2厅 | 158平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,4人关注 / 一年前发布,94,"5,950元/平"
天华四季花城  简装好看  诚心出售,天华四季花城 -西客站,3室2厅 | 95平米 | 南 | 其他 | 低楼层(共27层)  | 板楼,3人关注 / 一年前发布,60.2,"6,337元/平"
诚心出售 南北通透 满五唯一 带储藏室,天华花都小商品城 -西客站,2室1厅 | 91平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,42,"4,616元/平"
鲁西南建材五金大市场 2室1厅 南,鲁西南建材五金大市场 -三中,2室1厅 | 98平米 | 南 | 其他 | 中楼层(共6层)  | 塔楼,1人关注 / 一年前发布,50,"5,103元/平"
万家新城幽美两室户型，房东出售，有储藏室,万家新城 -香格里拉,2室1厅 | 74.8平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,10人关注 / 11个月以前发布,47,"6,284元/平"
好户型南朝向，户型方正，老税低好过户。。,牡丹新城南区 -牡丹园,2室2厅 | 95平米 | 南 北 | 简装 | 高楼层(共22层)  | 板塔结合,4人关注 / 一年前发布,47.5,"5,000元/平"
经典两厅，业主诚售，环境优美，交通方便,赵王河新村 -牡丹园,2室2厅 | 100平米 | 南 | 其他 | 高楼层(共24层)  | 板塔结合,10人关注 / 一年前发布,40,"4,000元/平"
牡丹新城 精装大两室 带储藏室老证可贷款,牡丹新城南区 -牡丹园,2室2厅 | 95平米 | 东 | 其他 | 高楼层(共33层)  | 板塔结合,13人关注 / 一年前发布,51.9,"5,464元/平"
急售 经典三室 带装修 老证可按揭忍痛出售，随时可看,中央公馆 -立交桥,3室2厅 | 110.46平米 | 东南 | 其他 | 高楼层(共29层)  | 板楼,5人关注 / 一年前发布,75,"6,790元/平"
万家新城大三室看房方便欢迎实体看房,万家新城 -香格里拉,3室2厅 | 114平米 | 东南 南 | 其他 | 中楼层(共18层)  | 板楼,8人关注 / 一年前发布,72.5,"6,360元/平"
杏林小区 两室 采光好 户型合理,杏林小区 -一佳,2室2厅 | 98平米 | 南 | 其他 | 低楼层(共26层)  | 板楼,1人关注 / 一年前发布,48,"4,898元/平"
佳合花园  多层三室 紧靠丹阳桥楼间距大公摊小,佳合花园 -图书馆,3室2厅 | 120平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,6人关注 / 一年前发布,56,"4,667元/平"
房子三室，两室一厅朝阳，户型方正采光通风强满二老证,金泰小区 -大剧院,3室1厅 | 91.1平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,1人关注 / 一年前发布,65,"7,136元/平"
采光充足，视野宽阔，通风效果好,金都华庭 -图书馆,3室2厅 | 137.5平米 | 南 北 | 其他 | 中楼层(共7层)  | 板塔结合,1人关注 / 6个月以前发布,99,"7,200元/平"
锦绣中华精装修东边户三室，带车位储藏室，有证可贷款,锦绣中华小区 -银座,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共24层)  | 板塔结合,5人关注 / 一年前发布,84,"7,000元/平"
位置优越 交通便利 商圈银座，茂业百货,国贸中心A区 -银座,4室2厅 | 155.99平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,7人关注 / 一年前发布,75,"4,809元/平"
人民路中央公馆大平层 精装带家具家电 有车储 老证,中央公馆 -立交桥,5室2厅 | 226平米 | 南 北 | 其他 | 低楼层(共26层)  | 板楼,4人关注 / 11个月以前发布,249.8,"11,054元/平"
中央公馆   三室两厅一卫  精装修老证,中央公馆 -立交桥,3室2厅 | 110.43平米 | 东 西 | 其他 | 低楼层(共29层)  | 板楼,1人关注 / 7个月以前发布,87,"7,879元/平"
馨润嘉园！带车库！业主急售！看房方便！,馨润嘉园(牡丹区) -惠慈医院,4室2厅 | 170平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,122,"7,177元/平"
交通便利 满足日常所需  诚心出售,天华·领秀城 -广州路,3室2厅 | 147平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,2人关注 / 一年前发布,81,"5,511元/平"
此房位置好，楼层好，视野宽阔，采光足，交通便利,南华康城 -立交桥,4室2厅 | 170平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,13人关注 / 一年前发布,122.2,"7,189元/平"
精装房 诚意出售 看房提前联系,南华康城 -立交桥,3室2厅 | 165.5平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,6人关注 / 一年前发布,109,"6,587元/平"
三室两厅两卫交通便利。视野宽阔，采光充足,紫金国际 -火车站,3室2厅 | 126平米 | 南 | 其他 | 高楼层(共34层)  | 板楼,0人关注 / 一年前发布,85,"6,747元/平"
人民路 中/央精装修 老证 首付18W 落地窗 南北通 急售,中央公馆三期 -立交桥,3室2厅 | 106.96平米 | 南 | 其他 | 低楼层(共34层)  | 板楼,5人关注 / 一年前发布,76,"7,106元/平"
中山路旁，凯瑞国际三居室简约装修价格合适。,凯瑞国际广场 -火车站,3室2厅 | 125.39平米 | 南 | 其他 | 中楼层(共30层)  | 板楼,3人关注 / 一年前发布,69,"5,503元/平"
中大刘菜园，两室两厅，90平，56万。,中达逸景刘菜园嘉苑 -西客站,2室2厅 | 90.87平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,1人关注 / 11个月以前发布,58,"6,383元/平"
义乌小两室简单装修看房方便，，,义乌小商品城 -北外环,2室2厅 | 85平米 | 南 北 | 其他 | 低楼层(共3层)  | 板楼,0人关注 / 一年前发布,37,"4,353元/平"
公园一号精装修老证带家具家电诚心出售,公园一号 -立交桥,3室1厅 | 138平米 | 南 北 | 其他 | 高楼层(共32层)  | 板塔结合,3人关注 / 6个月以前发布,150,"10,870元/平"
人民路立交桥边，两室奢华装修，老证可以贷款,天阔逸城 -立交桥,2室2厅 | 95.88平米 | 南 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 8个月以前发布,61,"6,363元/平"
开发区黄河路公路局家属苑 3室1厅 南 北,开发区黄河路公路局家属苑 -立交桥,3室1厅 | 88平米 | 南 北 | 其他 | 中楼层(共5层)  | 板塔结合,0人关注 / 8个月以前发布,47,"5,341元/平"
义乌小两室简单装修看房方便，，,义乌小商品城 -北外环,2室2厅 | 85平米 | 南 北 | 其他 | 低楼层(共3层)  | 板楼,0人关注 / 一年前发布,37,"4,353元/平"
急售 阳光新都多层一楼 带阳面车库单价5800可 小刀,阳光新都 -广州路,3室2厅 | 128平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,3人关注 / 6个月以前发布,87,"6,797元/平"
天华领秀城大两居带露台老证诚心急售,天华·领秀城 -广州路,3室2厅 | 60平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,36,"6,000元/平"
天华明珠，老证，成熟小区带车位储藏室,天华明珠 -岳程办事处,2室2厅 | 102.44平米 | 南 | 其他 | 高楼层(共28层)  | 板楼,0人关注 / 一年前发布,56,"5,467元/平"
经典三室  稀有多层  公摊小  采光好,华西嘉苑 -区委,3室2厅 | 121.38平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,49,"4,037元/平"
位置交通便利，机场，高铁站火车站距离近，出行方便,天华交通家园 -广州路,3室2厅 | 150平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,81,"5,400元/平"
证件齐全可贷款无抵押两室改三室,万象广场 -火车站,2室1厅 | 91平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 5个月以前发布,53,"5,825元/平"
多层三室两厅一厨两卫，卧阳台落地窗采光充足，,天华交通家园 -广州路,4室2厅 | 154平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,104,"6,754元/平"
三室两厅一卫，视野充足，采光充足,凯瑞国际广场 -火车站,3室2厅 | 147.39平米 | 南 北 | 其他 | 高楼层(共30层)  | 板楼,1人关注 / 一年前发布,78.6,"5,333元/平"
锦绣豪庭，简装两室，老证，前后无遮挡，中间楼层。,锦绣豪庭(牡丹区) -广州路,2室2厅 | 81平米 | 南 北 | 其他 | 中楼层(共25层)  | 板楼,0人关注 / 11个月以前发布,46,"5,680元/平"
此房邮政局家属院两室一厅一卫，采光很好。,邮政家属院 -银座,2室1厅 | 75平米 | 南 北 | 其他 | 中楼层(共5层)  | 板塔结合,7人关注 / 一年前发布,40,"5,334元/平"
业主换房，好房好房型，好楼层，看房方便,凯瑞国际广场 -火车站,3室2厅 | 148平米 | 北 南 | 其他 | 高楼层(共30层)  | 板楼,0人关注 / 一年前发布,92,"6,217元/平"
中华人民交叉口凯瑞国际广场三室民用房,凯瑞国际广场 -火车站,3室2厅 | 125平米 | 北 南 | 简装 | 高楼层(共30层)  | 板楼,1人关注 / 一年前发布,69,"5,520元/平"
银座商城 三室两厅 宽敞明亮带储藏室老证可贷款,锦绣中华小区 -银座,3室2厅 | 119.59平米 | 南 | 其他 | 低楼层(共24层)  | 板塔结合,1人关注 / 一年前发布,85,"7,108元/平"
二十二中香格里拉简装修多层三居室可按揭老证,香格里拉国际广场 -香格里拉,3室2厅 | 130平米 | 北 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,90,"6,924元/平"
多层3楼，全景落地窗采光好， 朝阳车库,南平花园（北区） -二完小南校区,2室2厅 | 90平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,71,"7,889元/平"
东边户，精装修多层6楼，有证可以贷款，南北通透,天华交通家园 -广州路,3室2厅 | 112.11平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,63,"5,620元/平"
