标题,开发商,房子信息,发布信息,售价/万,单价
宝龙城江南墅边，交通便利。小区环境佳,瑞景名苑 -轮渡路,1室1厅 | 34平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 27天以前发布,75,"22,059元/平"
万科山海十里 4室2厅 南,万科山海十里 -路桥街道,4室2厅 | 124.5平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,2人关注 / 5个月以前发布,220,"17,671元/平"
新小区，横湖，物业管理严格，人车分流,碧桂园·翰林府 -温岭市,3室2厅 | 110平米 | 南 | 毛坯 | 高楼层(共27层)  | 暂无数据,2人关注 / 5个月以前发布,203,"18,455元/平"
采光透亮，靠轻轨站，出行方便，银泰商圈购物便利,万科城南苑 -洪家,3室2厅 | 126平米 | 南 | 毛坯 | 低楼层(共24层)  | 暂无数据,1人关注 / 3个月以前发布,204,"16,191元/平"
出售东泰华庭170平看房方便诚心出售,東泰華庭 -东平路,4室1厅 | 170平米 | 南 北 | 毛坯 | 高楼层(共14层)  | 板楼,0人关注 / 2个月以前发布,380,"22,353元/平"
房子精装修    房东诚心出售,鹏盛嘉苑 -桐屿,3室2厅 | 120.1平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,145,"12,074元/平"
春泽园 3室2厅 南 北,春泽园 -桐屿,3室2厅 | 121平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 暂无数据,6人关注 / 一年前发布,111,"9,174元/平"
新湖滨江·玖珑春晓刚刚交付的新房，配套齐全,新湖滨江·玖珑春晓 -温岭市,3室2厅 | 88.31平米 | 西南 | 简装 | 低楼层(共26层)  | 暂无数据,4人关注 / 11个月以前发布,238.5,"27,008元/平"
景隆z仲心3室59平高层可以现浇,景隆Z中心 -东平路,3室1厅 | 71平米 | 南 北 | 毛坯 | 低楼层(共19层)  | 板塔结合,6人关注 / 一年前发布,165,"23,240元/平"
碧桂园城市之光三室好楼层采光好无遮挡，出行方便,碧桂园城市之光 -路南,3室2厅 | 115平米 | 南 | 毛坯 | 低楼层(共13层)  | 暂无数据,1人关注 / 一年前发布,140,"12,174元/平"
临*近商*业*城 地铁口 怡和雅苑新小区毛坯房出售,怡和雅苑 -桐屿,4室2厅 | 183.24平米 | 南 | 其他 | 低楼层(共15层)  | 暂无数据,1人关注 / 8个月以前发布,193,"10,533元/平"
房子位置好，看房方便，好楼层，边上就是菜场,和润锦园 -东平路,4室1厅 | 139平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,360,"25,900元/平"
房子精装修，楼层好，看房方便，有钥匙，,东京湾自由城 -东平路,2室1厅 | 64平米 | 西 | 精装 | 高楼层(共17层)  | 板塔结合,11人关注 / 一年前发布,118,"18,438元/平"
出售 东京湾135平米  精装修 东灿  好楼层,东京湾 -东平路,3室2厅 | 135平米 | 东南 | 精装 | 中楼层(共16层)  | 板塔结合,15人关注 / 一年前发布,220,"16,297元/平"
嘉丽阳光苑 4室2厅2卫 户型好 满五,嘉麗陽光苑 -黄岩区,4室2厅 | 183平米 | 南 | 毛坯 | 低楼层(共33层)  | 平房,2人关注 / 一年前发布,330,"18,033元/平"
御庭一号   小户型业主诚心售  包车位,御庭壹号 -东平路,3室2厅 | 109平米 | 南 | 精装 | 高楼层(共16层)  | 板楼,4人关注 / 10个月以前发布,280,"25,689元/平"
海尚望府4室2亭1厨2卫128平米楼层很好楼间距宽,海尚望府 -洪家,4室2厅 | 128平米 | 南 | 毛坯 | 高楼层(共16层)  | 暂无数据,2人关注 / 8个月以前发布,275.8,"21,547元/平"
小区配套齐全 绿化优美 ........,中梁府 -东平路,3室2厅 | 143平米 | 南 | 毛坯 | 中楼层(共5层)  | 板楼,0人关注 / 一年前发布,450,"31,469元/平"
业主诚心出售  看房方便地段好,东京湾自由城 -东平路,1室1厅 | 39平米 | 北 | 简装 | 中楼层(共17层)  | 板塔结合,0人关注 / 5个月以前发布,80,"20,513元/平"
采光好，带大阳台，带110平 地下室 ，封闭式管理，,冠郡铭苑 -洪家,3室2厅 | 119平米 | 南 | 毛坯 | 低楼层(共26层)  | 板楼,0人关注 / 2个月以前发布,187,"15,715元/平"
颐景名苑满两年带车房字母套.好楼层好位置.看房方便,颐景名苑 -东平路,3室2厅 | 103平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,16人关注 / 一年前发布,212,"20,583元/平"
中 央花园106平 简单装修 房东诚心出售,中央花园 -东平路,2室2厅 | 106平米 | 南 | 精装 | 中楼层(共21层)  | 板塔结合,3人关注 / 一年前发布,268,"25,284元/平"
跃层  格局南北通，清水房，采光充足，小区环境优美,珑悦名苑 -东平路,3室2厅 | 140平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,322,"23,000元/平"
天辰誉府方远品质 户型方正 视野开阔,方远·天辰誉府 -机场北路,3室2厅 | 129平米 | 南 北 | 毛坯 | 低楼层(共20层)  | 板楼,1人关注 / 5个月以前发布,269.8,"20,915元/平"
房东诚心出售，采光位置好，楼层好.,万科城南苑 -洪家,3室2厅 | 89平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 5个月以前发布,195,"21,911元/平"
新小区。全新装修，南北通，采光好,万科城南苑 -洪家,3室2厅 | 124平米 | 南 | 精装 | 低楼层(共25层)  | 板楼,1人关注 / 6个月以前发布,260,"20,968元/平"
南/北嗵透。采光好。。视野好。。,天骄嘉苑 -温岭市,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共16层)  | 暂无数据,0人关注 / 5个月以前发布,215,"24,158元/平"
万科城3-2-1-2 98.65m²,万科城南苑 -洪家,3室2厅 | 98.65平米 | 南 北 | 精装 | 低楼层(共25层)  | 板塔结合,0人关注 / 5个月以前发布,196,"19,869元/平"
房东诚心出售 精装修 高楼层 视野开阔,万科城东苑 -洪家,3室2厅 | 89.76平米 | 南 | 精装 | 中楼层(共23层)  | 暂无数据,1人关注 / 7个月以前发布,170,"18,940元/平"
出售高桥章嘉苑三朝南户型，诚心卖,高桥章嘉苑 -桐屿,3室2厅 | 120.3平米 | 南 | 毛坯 | 低楼层(共26层)  | 暂无数据,0人关注 / 7个月以前发布,138,"11,472元/平"
毛坯新房 小区环境好 楼栋无遮挡 高层视野开阔,珑悦名苑 -东平路,3室2厅 | 140平米 | 南 | 毛坯 | 高楼层(共30层)  | 暂无数据,0人关注 / 一年前发布,308,"22,000元/平"
大小区，配套齐全。采光很好。前面就是花园,云樾观岭 -温岭市,3室2厅 | 132平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,343,"25,985元/平"
桐屿中*学桐屿小*学都近， 有医院，已建好的商场,飞龙湖畔 -桐屿,3室2厅 | 128平米 | 南 | 精装 | 低楼层(共15层)  | 暂无数据,8人关注 / 7个月以前发布,158,"12,344元/平"
性价 比高好房  楼层好 房子通透，采光好,香樟源 -螺洋,3室2厅 | 124平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,6人关注 / 一年前发布,148,"11,936元/平"
御庭壹号142平毛坯，好楼层，好视野,御庭壹号 -东平路,3室2厅 | 143平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,1人关注 / 8个月以前发布,380,"26,574元/平"
城市港湾 精装修保养好 满两年 看房方便,城市港湾B区 -洪家,3室2厅 | 138平米 | 南 | 精装 | 低楼层(共14层)  | 板楼,11人关注 / 一年前发布,145,"10,508元/平"
万科南苑3室2厅1厨2卫 采光透明,万科城南苑 -洪家,3室2厅 | 98平米 | 南 | 精装 | 低楼层(共25层)  | 暂无数据,0人关注 / 7个月以前发布,200,"20,409元/平"
金成华府，新交小区，毛胚，三朝南好户型，荣安开发商,金成华府 -东平路,4室2厅 | 139平米 | 南 | 毛坯 | 中楼层(共17层)  | 暂无数据,0人关注 / 4个月以前发布,358,"25,756元/平"
坊巷里，小区又大又新，横湖实。。。。,坊巷里 -温岭市,3室2厅 | 98平米 | 南 | 毛坯 | 中楼层(共32层)  | 暂无数据,1人关注 / 4个月以前发布,236,"24,082元/平"
全新精装修，采光透亮，出行方便，银泰商圈购物便利,万科城南苑 -洪家,3室2厅 | 124平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,1人关注 / 5个月以前发布,254,"20,484元/平"
采光透亮，靠轻轨站，出行方便，银泰商圈购物便利,万科城南苑 -洪家,3室2厅 | 126平米 | 南 | 毛坯 | 中楼层(共24层)  | 暂无数据,1人关注 / 3个月以前发布,207.9,"16,500元/平"
中央花园183平，好楼层好位置，小区品质高,中央花园 -东平路,3室2厅 | 183平米 | 南 | 毛坯 | 中楼层(共24层)  | 板塔结合,0人关注 / 1个月以前发布,539.8,"29,498元/平"
方远天辰诚心出售，价格可谈，小区环境优美，配套好,方远·天辰誉府 -机场北路,3室2厅 | 122平米 | 南 | 毛坯 | 低楼层(共22层)  | 暂无数据,0人关注 / 3个月以前发布,225,"18,443元/平"
天辰誉府 户型方正 刚需户型 采光通透，视野开阔,方远·天辰誉府 -机场北路,3室2厅 | 139平米 | 南 北 | 其他 | 高楼层(共16层)  | 暂无数据,0人关注 / 31天以前发布,355,"25,540元/平"
好楼层好楼栋。大小区，配套齐全。采光很好。,云樾观岭 -温岭市,4室2厅 | 130平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,309.4,"23,800元/平"
天辰誉府小区环境清幽，四季鸟语花香，邻里和睦,方远·天辰誉府 -机场北路,3室2厅 | 139.5平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,4人关注 / 6个月以前发布,330,"23,656元/平"
湖悦华庭  电梯高层  东边套   三面采光  视野好,湖悦华庭 -温岭市,3室2厅 | 143平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,204.5,"14,301元/平"
全新精装修，采光透亮，出行方便楼层好 房东诚心出售,万科城东苑 -洪家,3室2厅 | 98.58平米 | 南 | 其他 | 低楼层(共25层)  | 暂无数据,0人关注 / 1个月以前发布,185,"18,767元/平"
鑫鼎花园，121平3房，户型方正，采光充足，拎包入住,鑫鼎花园 -机场北路,3室2厅 | 121.6平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,268,"22,040元/平"
天辰誉府。129.5平方，好楼层带车位诚心出售,方远·天辰誉府 -机场北路,3室2厅 | 129平米 | 南 北 | 毛坯 | 高楼层(共20层)  | 板楼,0人关注 / 2个月以前发布,285,"22,094元/平"
商圈围绕，教育资源丰富，轻轨在侧，四通八达,万科城南苑 -洪家,3室1厅 | 106平米 | 南 | 精装 | 低楼层(共25层)  | 板楼,0人关注 / 1个月以前发布,200,"18,868元/平"
和润锦园 新小区带车位 楼间距大 全天采光,和润锦园 -东平路,4室2厅 | 123平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,368,"29,919元/平"
此房我去实地看过，小区环境好，楼层好，南北通,天禧嘉邸 -东平路,3室2厅 | 113平米 | 南 | 毛坯 | 高楼层(共16层)  | 暂无数据,9人关注 / 一年前发布,286,"25,310元/平"
鹏盛嘉苑，桐屿街道 ，发展小区。,鹏盛嘉苑 -桐屿,3室2厅 | 120平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,128,"10,667元/平"
中 央花园106平，小区环境优美，视野开阔，简装,中央花园 -东平路,2室2厅 | 106平米 | 南 | 简装 | 低楼层(共21层)  | 板楼,8人关注 / 一年前发布,240,"22,642元/平"
全明户型.100平米大露台.阳光好.交通便利.设施齐全,中钢·上海花园 -黄岩区,3室1厅 | 123.5平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,5人关注 / 一年前发布,241,"19,515元/平"
视野开阔，户型方正，满五唯一省个税,中央花园 -东平路,3室2厅 | 150平米 | 南 | 精装 | 低楼层(共22层)  | 板塔结合,4人关注 / 一年前发布,369,"24,600元/平"
此房南北朝向格局楼层好采光 通 风很好,联谊新村 -轮渡路,3室2厅 | 84.85平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,3人关注 / 8个月以前发布,99,"11,668元/平"
新明半岛楼层好精装修人民路分，校旁物业安保绿化好,新明半岛 -东平路,4室2厅 | 141.25平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 3个月以前发布,299,"21,169元/平"
房东诚心出售 新小区 精装修户型方正,祥生国宾府 -路北,3室2厅 | 128平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 4个月以前发布,236,"18,438元/平"
翼文苑，小商品市场，街心公园旁,翼文苑 -路桥街道,3室1厅 | 105平米 | 南 | 毛坯 | 中楼层(共4层)  | 板楼,2人关注 / 10个月以前发布,115,"10,953元/平"
好楼层好楼栋。大小区，配套齐全。采光很好。,云樾观岭 -温岭市,3室2厅 | 130.5平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,350,"26,820元/平"
温岭大型小区，配套齐全，近宝龙很好,云樾观岭 -温岭市,4室2厅 | 143平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 8个月以前发布,398,"27,833元/平"
诚心出售吾悦广场 位置好 采光好 视野开阔 配套齐全,吾悦广场 -黄岩区,4室2厅 | 170平米 | 南 | 毛坯 | 低楼层(共30层)  | 暂无数据,4人关注 / 一年前发布,287.3,"16,900元/平"
景和名苑精典小户型，2室，you车位，看房方便,景和名苑 -机场北路,2室1厅 | 89平米 | 南 | 简装 | 高楼层(共12层)  | 板楼,1人关注 / 9个月以前发布,186,"20,899元/平"
天辰誉府106平方，南 北通户型，诚心出售,方远·天辰誉府 -机场北路,3室2厅 | 106平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板楼,0人关注 / 2个月以前发布,234,"22,076元/平"
采光好，小区前排，能看江景，视野好，房东诚心卖,锦晖小区东区 -黄岩区,3室2厅 | 108平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,160,"14,815元/平"
好楼层好楼栋。大小区，配套齐全。采光很好,云樾观岭 -温岭市,3室2厅 | 110平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 5个月以前发布,253,"23,000元/平"
京都悦府，高层，毛坯房，户型方正，看房有钥匙,京都悦府 -黄岩区,4室2厅 | 139平米 | 南 | 毛坯 | 高楼层(共25层)  | 板楼,0人关注 / 5个月以前发布,263,"18,921元/平"
悦景花园   业主诚心出售，包车位   楼层好,悦景花园 -东平路,3室2厅 | 142平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,1人关注 / 7个月以前发布,268,"18,874元/平"
天澜青春苑创新方远楼盘品质小区宜居环境出行便利,天澜青春苑 -机场北路,3室2厅 | 125平米 | 南 | 其他 | 中楼层(共12层)  | 暂无数据,5人关注 / 一年前发布,250.5,"20,040元/平"
房东诚心出售 锦溪苑128平 。。。。,绿城宁江明月锦溪苑 -黄岩区,3室1厅 | 128平米 | 南 | 毛坯 | 高楼层(共28层)  | 暂无数据,0人关注 / 一年前发布,215,"16,797元/平"
新楼房电梯房，3室南北通，居住便利，采光无遮挡,旭东佳园 -温岭市,3室2厅 | 123.3平米 | 南 | 毛坯 | 中楼层(共13层)  | 暂无数据,2人关注 / 4个月以前发布,151,"12,247元/平"
好楼层好楼栋。大小区，配套齐全。采光很好,云樾观岭 -温岭市,3室2厅 | 110平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,271.4,"24,673元/平"
小区居中位置，大小区。三大开发商强强联手,云樾观岭 -温岭市,3室2厅 | 110平米 | 南 | 毛坯 | 高楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,280,"25,455元/平"
好楼层好楼栋。大小区，配套齐全。采光很好,云樾观岭 -温岭市,4室2厅 | 130平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,312,"24,000元/平"
双溪春晓中庭中间层3朝南4房，邻九龙湖。品质小区,新湖双溪春晓 -温岭市,4室1厅 | 141.54平米 | 西 | 简装 | 中楼层(共25层)  | 暂无数据,0人关注 / 2个月以前发布,505,"35,679元/平"
好楼层好楼栋。大小区，配套齐全。采光很好。,云樾观岭 -温岭市,4室2厅 | 130平米 | 南 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,322,"24,770元/平"
户型方正。客厅开间达6.2米。四朝南,云樾观岭 -温岭市,4室2厅 | 129平米 | 东南 | 毛坯 | 中楼层(共27层)  | 板楼,2人关注 / 6个月以前发布,351,"27,210元/平"
看不到庙 户型方正 交通便捷 楼层佳,云樾观岭 -温岭市,3室2厅 | 110平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,283.8,"25,800元/平"
诚售台州站旁文鼎苑满二机关幼儿园人民路分校看房方便,文鼎苑 -东平路,4室2厅 | 141.79平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 2个月以前发布,318,"22,428元/平"
中梁府四室毛坯西边套 房东诚心出售,中梁府 -东平路,4室2厅 | 153平米 | 南 | 毛坯 | 低楼层(共5层)  | 暂无数据,2人关注 / 一年前发布,610,"39,870元/平"
方远建 新交付 包营业 东灿顶跃 上下6朝南 私人露台,香榭水岸 -机场北路,4室2厅 | 208平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,288.8,"13,885元/平"
天璟誉府方远品质 环境优美 户型方正 看房方便,天璟誉府 -机场北路,3室2厅 | 118平米 | 南 | 毛坯 | 中楼层(共17层)  | 暂无数据,3人关注 / 6个月以前发布,275,"23,306元/平"
天辰誉府 户型方正 刚需户型 采光通透，视野开阔,方远·天辰誉府 -机场北路,3室2厅 | 139平米 | 南 | 毛坯 | 高楼层(共16层)  | 暂无数据,4人关注 / 4个月以前发布,339.8,"24,447元/平"
