标题,开发商,房子信息,发布信息,售价/万,单价
金属材料公司家属院，精装好房，配套齐全,金属材料公司家属院 -驿城区,3室2厅 | 125.02平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 30天以前发布,46,"3,680元/平"
此房户型方正，布局合理， 楼层好，采光充足,东方花都 -驿城区,3室2厅 | 126.52平米 | 南 | 毛坯 | 高楼层(共30层)  | 板楼,0人关注 / 2个月以前发布,89.9,"7,106元/平"
天顺阁两房两厅户型方正看房方便房东诚心出售,粤信•天顺阁 -驿城区,2室2厅 | 93.97平米 | 南 | 毛坯 | 高楼层(共17层)  | 塔楼,1人关注 / 3个月以前发布,45,"4,789元/平"
上海滩花园，环境优美，小区鸟语花香,上海滩花园 -驿城区,4室2厅 | 146平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,120,"8,220元/平"
精装三房，拎包入住，楼层好，设备齐全,蓝天壹品 -驿城区,3室2厅 | 106平米 | 南 | 精装 | 低楼层(共28层)  | 塔楼,0人关注 / 2个月以前发布,89,"8,397元/平"
南区文明精装3房带家具家电光纤充足户型合理,文明绿城小区 -驿城区,3室2厅 | 136.43平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,79,"5,791元/平"
天水雅居 三室毛坯现房 即买即装 带配房一间,天水雅居 -驿城区,3室2厅 | 127.72平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,4人关注 / 4个月以前发布,48,"3,759元/平"
此房楼层好，格局好，视野开阔，采光充足，设施齐全，,中央城邦 -驿城区,3室2厅 | 125.2平米 | 南 | 精装 | 中楼层(共24层)  | 板楼,1人关注 / 一年前发布,89,"7,109元/平"
电梯洋房 顶层复式 带两个露台 可按揭,中央城邦 -驿城区,5室2厅 | 215.17平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,1人关注 / 3个月以前发布,138,"6,414元/平"
小区位置好， 无遮挡采光视野好，精装看房方便,时代春天 -驿城区,3室2厅 | 112平米 | 南 北 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 2个月以前发布,79,"7,054元/平"
（书香水岸2-2-1-1 95.00m² 63 万）,书香水岸 -驿城区,2室2厅 | 95平米 | 东南 | 精装 | 高楼层(共22层)  | 塔楼,0人关注 / 2个月以前发布,61.5,"6,474元/平"
十三香路，巴黎春天，电梯房，有证可按揭,时代春天 -驿城区,3室2厅 | 114平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,3人关注 / 一年前发布,69.8,"6,123元/平"
（同信滨江1号4-2-1-2 157.00m² 120 万）,同信滨江1号 -驿城区,4室2厅 | 157平米 | 南 | 毛坯 | 中楼层(共10层)  | 塔楼,0人关注 / 1个月以前发布,117,"7,453元/平"
同信江屿洲，毛坯三房，通厅户型，采光好，看房方便,同信江屿洲 -驿城区,3室2厅 | 86.88平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,58,"6,676元/平"
小区位置好， 无遮挡采光视野好，精装看房方便,时代春天 -驿城区,3室2厅 | 112平米 | 南 北 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 2个月以前发布,79,"7,054元/平"
爱克b区7楼边户 带配房老子房东诚心卖 老证 看房方便,CBD爱克首府B区 -驿城区,3室2厅 | 118平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,81,"6,865元/平"
同信滨江1号4-2-1-2 132.38m²,同信滨江1号 -驿城区,4室2厅 | 132.38平米 | 南 | 毛坯 | 高楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,105,"7,932元/平"
此房户型通透。结构合理，户型方正，环境有优美,同信府 -驿城区,3室2厅 | 105.72平米 | 南 北 | 精装 | 高楼层(共27层)  | 塔楼,0人关注 / 1个月以前发布,81,"7,662元/平"
天水雅居 三室毛坯现房 即买即装 带配房一间,天水雅居 -驿城区,3室2厅 | 127.72平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,4人关注 / 4个月以前发布,48,"3,759元/平"
昌建誉峰 成熟小区环境优美 采光好,昌建誉峰 -驿城区,3室2厅 | 122.34平米 | 南 北 | 精装 | 低楼层(共26层)  | 塔楼,0人关注 / 2个月以前发布,82,"6,703元/平"
莱茵湖 买一层得两层 五楼六楼复式 带大平台,民生 · 天都星城南区 -驿城区,5室3厅 | 104平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,28人关注 / 一年前发布,65,"6,250元/平"
此房户型方正.通厅通透.采光充足.紧挨爱家百货环境好,大修厂家属院 -驿城区,2室2厅 | 80.9平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,40,"4,945元/平"
带负一车位！恒大名都 精装大3房，中间楼层,驻马店恒大名都 -驿城区,3室2厅 | 127.63平米 | 南 | 精装 | 33层  | 板楼,5人关注 / 一年前发布,98,"7,679元/平"
书香水岸 高层电梯 三楼带着大平台,书香水岸 -驿城区,3室2厅 | 132.14平米 | 南 | 毛坯 | 低楼层(共29层)  | 塔楼,5人关注 / 5个月以前发布,78,"5,903元/平"
（置地友谊花园3-2-1-2 128.00m² 92 万）,置地友谊花园 -驿城区,3室2厅 | 128平米 | 南 | 毛坯 | 8层  | 板塔结合,0人关注 / 1个月以前发布,87,"6,797元/平"
户型很好，小区环境优美 配套齐全,建业新城半岛 -驿城区,3室2厅 | 116.71平米 | 南 | 毛坯 | 低楼层(共20层)  | 塔楼,1人关注 / 3个月以前发布,69.9,"5,990元/平"
御锦花园 3室2厅 南 北,御锦花园 -驿城区,3室2厅 | 147平米 | 南 北 | 毛坯 | 26层  | 塔楼,0人关注 / 2个月以前发布,80,"5,443元/平"
同信滨江二号毛坯东户户型方正看房方便诚心出售,同信滨江贰号 -驿城区,3室2厅 | 129平米 | 东 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 3个月以前发布,85,"6,590元/平"
西班牙小镇二期  经典小三房  有证可按揭 看房有钥匙,西班牙小镇二期 -驿城区,3室1厅 | 92.13平米 | 南 | 毛坯 | 33层  | 塔楼,7人关注 / 一年前发布,55.5,"6,025元/平"
纱厂社区  两室1厅1卫 简装 一楼 带小院,纱厂社区 -驿城区,2室1厅 | 51.96平米 | 南 | 简装 | 4层  | 暂无数据,0人关注 / 10天以前发布,29.6,"5,697元/平"
随时可以签约.全透明户型。。。。。。,龙苑逸居 -驿城区,2室1厅 | 97平米 | 东南 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 9天以前发布,69,"7,114元/平"
玖隆茂旁，天中第五大道。校园就在家门口，上学方便。,天中第五大道 -驿城区,2室1厅 | 76.05平米 | 西 | 精装 | 26层  | 板塔结合,0人关注 / 14天以前发布,50,"6,575元/平"
紫金广场 电梯中层 精装修 采光刺眼 包 过  户,紫金广场 -驿城区,1室1厅 | 50.34平米 | 南 | 精装 | 高楼层(共24层)  | 暂无数据,0人关注 / 7个月以前发布,27,"5,364元/平"
此房精装修，拎包入住，节省装修成本，视野开阔,爱家·会展国际公寓 -驿城区,1室1厅 | 52.89平米 | 东 | 精装 | 高楼层(共23层)  | 板塔结合,0人关注 / 6个月以前发布,60,"11,345元/平"
业主人好，房源优质。。。。。。。。。。,弘佳花园 -驿城区,2室2厅 | 91.42平米 | 南 北 | 精装 | 中楼层(共16层)  | 塔楼,0人关注 / 一年前发布,66,"7,220元/平"
本房源高层电梯房 精装修2 室2厅 老证,理想城住宅小区 -驿城区,2室1厅 | 86.41平米 | 北 | 精装 | 高楼层(共25层)  | 板塔结合,0人关注 / 6个月以前发布,63,"7,291元/平"
白金公寓 2室1厅 南,白金公寓 -驿城区,2室1厅 | 68.8平米 | 南 | 精装 | 中楼层(共16层)  | 板塔结合,0人关注 / 6个月以前发布,58,"8,431元/平"
房东急售，富山新村，精装修，可按揭,富山新村 -驿城区,2室2厅 | 114.27平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,48,"4,201元/平"
电梯中间楼层，精装修，采光好，,佳美桂园 -驿城区,2室2厅 | 85.03平米 | 南 北 | 精装 | 26层  | 板塔结合,6人关注 / 8个月以前发布,50,"5,881元/平"
老街雅苑2-2-1-1 104.00m²,老街雅苑 -驿城区,2室2厅 | 104.15平米 | 东 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,49,"4,705元/平"
精装两房，视野开阔，配套设施齐全,鹏宇天下城 -驿城区,2室1厅 | 97.63平米 | 西南 西 | 精装 | 高楼层(共29层)  | 暂无数据,1人关注 / 7个月以前发布,68,"6,966元/平"
此房楼层好，位置佳，小区环境优美，交通便利,鹏宇天下城 -驿城区,1室1厅 | 48.97平米 | 东 西 | 精装 | 高楼层(共28层)  | 板塔结合,1人关注 / 8个月以前发布,32,"6,535元/平"
交通便利，配套设施齐全，小区环境好，上学方便。。。,弘佳花园 -驿城区,2室2厅 | 91.42平米 | 南 | 简装 | 中楼层(共16层)  | 塔楼,7人关注 / 一年前发布,57.5,"6,290元/平"
置地二期.一楼可开院.双气入户.老证过户费用低,置地广场北苑二期 -驿城区,2室2厅 | 119.58平米 | 南 北 | 简装 | 低楼层(共18层)  | 板楼,0人关注 / 8个月以前发布,75,"6,272元/平"
一个位置和商圈及装修不错的房子,鹏宇天下城 -驿城区,1室1厅 | 68.3平米 | 南 | 精装 | 低楼层(共29层)  | 板楼,1人关注 / 一年前发布,48,"7,028元/平"
昌建誉峰电梯高层精装修2房南北通厅老证,昌建誉峰 -驿城区,2室2厅 | 97.62平米 | 南 | 精装 | 高楼层(共29层)  | 塔楼,1人关注 / 6个月以前发布,73,"7,478元/平"
天腾盛世电梯小高层，两室两厅一卫，精装修，老证,天腾盛世 -驿城区,2室2厅 | 83.16平米 | 南 | 精装 | 低楼层(共29层)  | 板楼,10人关注 / 11个月以前发布,58.8,"7,071元/平"
置地第一大街  1-1-1-1  30.46平 拎包入住,置地第一大街 -驿城区,1室1厅 | 30.46平米 | 南 | 精装 | 高楼层(共21层)  | 板塔结合,0人关注 / 7个月以前发布,28,"9,193元/平"
高铁新城公寓小区里面带天然气有证可按揭民用水电,高铁新城 -驿城区,1室1厅 | 37.34平米 | 北 | 精装 | 高楼层(共21层)  | 板楼,1人关注 / 一年前发布,24,"6,428元/平"
爱家国际，精装修正规一室一厅，有证可按揭，预约看房,爱家·会展国际公寓 -驿城区,1室1厅 | 53平米 | 西 | 精装 | 中楼层(共23层)  | 板塔结合,0人关注 / 一年前发布,51.5,"9,717元/平"
小区环境好，绿化好，公共设施齐全，，，，，，，，，,新时代家园 -驿城区,2室2厅 | 82.02平米 | 南 | 简装 | 11层  | 板楼,3人关注 / 一年前发布,40.8,"4,975元/平"
交通便利，配套齐全，楼层为中层，装修好,惠邦联盟新城 -驿城区,1室1厅 | 52.7平米 | 西 | 精装 | 23层  | 塔楼,0人关注 / 2个月以前发布,34.8,"6,604元/平"
交通便利、环境优美、户型方正、通风采光好,驻马店建业森林半岛 -驿城区,2室2厅 | 112.43平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,12人关注 / 一年前发布,69,"6,138元/平"
好位置，有证可按揭，房子满五唯一，老证，看房方便。,顯逹花园 -驿城区,1室0厅 | 35.97平米 | 西 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,19.2,"5,338元/平"
龙源新城双气精装修，温馨2室2厅通厅通透老证可按揭,龙源新城 -驿城区,2室2厅 | 103平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 6个月以前发布,57,"5,534元/平"
该房格局好 楼层好 视野宽阔 采光充足 配套设施齐全,针织厂家属院（东院） -驿城区,2室2厅 | 89.03平米 | 南 | 简装 | 中楼层(共6层)  | 塔楼,1人关注 / 8个月以前发布,39,"4,381元/平"
在南海公园旁边，前方无遮挡，精致二房随时看房,南海丽景 -驿城区,2室2厅 | 98.27平米 | 南 | 精装 | 中楼层(共28层)  | 板楼,1人关注 / 一年前发布,51,"5,190元/平"
小区位于文化路与骏马路，电梯，老证,御龙居 -驿城区,2室2厅 | 90.24平米 | 南 | 精装 | 中楼层(共19层)  | 板塔结合,0人关注 / 2个月以前发布,61,"6,760元/平"
好位置，老证，生活便利，出行方便，,兽药厂家属院 -驿城区,2室1厅 | 62.1平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,26.6,"4,284元/平"
天都名园，标准一室一厅一厨一卫  精装出售 拎包入住,天都名园 -驿城区,1室1厅 | 46.37平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,0人关注 / 7个月以前发布,28,"6,039元/平"
适合老年人养老，出行方便，离公交站近。,开元集团家属院 -驿城区,2室1厅 | 74.11平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 6个月以前发布,37,"4,993元/平"
民生 · 天都星城南区 2室2厅 南,民生 · 天都星城南区 -驿城区,2室2厅 | 90.49平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,60,"6,631元/平"
此房是毛坯，好装修，楼层还好，阳光充足，居住舒适,东城花园 -驿城区,2室2厅 | 88.04平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据,23人关注 / 一年前发布,39.9,"4,533元/平"
电梯洋房，两个卧室朝南，采光好,明珠港湾 -驿城区,2室1厅 | 73.71平米 | 南 | 精装 | 高楼层(共11层)  | 塔楼,3人关注 / 7个月以前发布,54.5,"7,394元/平"
精装大两室 两卧朝南 楼间距宽 双气老证可按揭,驻马店天中都会住宅小区 -驿城区,2室2厅 | 100.07平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 6个月以前发布,62.8,"6,276元/平"
满五唯一 精装自住 保养好 电梯高层 采光好 视野开阔,爱家·会展国际公寓 -驿城区,1室1厅 | 37平米 | 西 | 精装 | 高楼层(共23层)  | 板楼,0人关注 / 5个月以前发布,46.8,"12,649元/平"
金盾花园电梯中层精装2房南北通厅2卧阳老证,金盾花园 -驿城区,2室2厅 | 121.03平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 7个月以前发布,83.9,"6,933元/平"
市防疫站住宅楼2-2-1-1 88.07m² 51 万,市防疫站住宅楼 -驿城区,2室2厅 | 88.07平米 | 东 西 | 精装 | 6层  | 板楼,2人关注 / 7个月以前发布,47,"5,337元/平"
天鸿小区 大两房 内复式楼 带储藏室,天鸿小区 -驿城区,2室2厅 | 128.5平米 | 南 | 简装 | 6层  | 板楼,0人关注 / 10个月以前发布,65,"5,059元/平"
精装修，居住环境舒适，大两房是你的好选择,天中上境I期 -驿城区,2室1厅 | 86.31平米 | 南 | 精装 | 7层  | 塔楼,0人关注 / 9个月以前发布,82,"9,501元/平"
小区环境好，绿化好，公共设施齐全，，，，，，，，，,新时代家园 -驿城区,2室1厅 | 93平米 | 南 | 简装 | 18层  | 板楼,0人关注 / 6个月以前发布,51,"5,484元/平"
交通便利、商城林立、配套齐全、老证过户费低,时代金源广场 -驿城区,2室2厅 | 100.46平米 | 南 | 精装 | 31层  | 塔楼,0人关注 / 一年前发布,80,"7,964元/平"
东申凤凰城在于通达路与 乐山路交叉口交通便利位置佳,东申凤凰城 -驿城区,3室2厅 | 118.26平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,3人关注 / 一年前发布,109,"9,217元/平"
置地百盛园精装双气有车位老证无抵押中间楼层,置地百盛园 -驿城区,2室2厅 | 100.77平米 | 南 | 精装 | 26层  | 板楼,1人关注 / 9个月以前发布,87,"8,634元/平"
精装修，朝南采光好，位置好，中层楼层好,同信缤纷之窗 -驿城区,1室1厅 | 38平米 | 南 | 精装 | 中楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,20.5,"5,395元/平"
房子有房产证，交易安全快捷 采光好，无遮挡,紫金广场 -驿城区,1室1厅 | 44.19平米 | 东 | 精装 | 高楼层(共24层)  | 暂无数据,5人关注 / 一年前发布,20,"4,526元/平"
爱家公寓、精致一室、老证过户费低、配套齐全,爱家·会展国际公寓 -驿城区,1室1厅 | 36.42平米 | 西 | 精装 | 高楼层(共23层)  | 板塔结合,0人关注 / 一年前发布,43,"11,807元/平"
北苑 两房两厅一卫 带平台花园  精装修  看房方便,置地·天中第一城北苑 -驿城区,2室2厅 | 86.38平米 | 南 | 精装 | 低楼层(共20层)  | 塔楼,3人关注 / 一年前发布,85.2,"9,864元/平"
地理位置优越、交通便利、设施齐全、生活方便,市粮食局家属院 -驿城区,2室2厅 | 97.09平米 | 西 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,44.9,"4,625元/平"
开源小区精装修婚房，边户，少年宫，湿地公园,开源小区 -驿城区,2室1厅 | 90平米 | 东 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 11个月以前发布,60,"6,667元/平"
现房 即买即装修入住， 毛坯房，老证,天中茗苑 -驿城区,2室2厅 | 98.63平米 | 东 | 毛坯 | 6层  | 板楼,1人关注 / 7个月以前发布,39,"3,955元/平"
此房房龄新，户型通透， 采光通风好，装修温馨舒适,爱克大厦 -驿城区,1室1厅 | 48.36平米 | 南 | 精装 | 23层  | 塔楼,0人关注 / 8个月以前发布,40.5,"8,375元/平"
桂月园 1室1厅 北,桂月园 -驿城区,1室1厅 | 40.11平米 | 北 | 精装 | 中楼层(共16层)  | 板塔结合,0人关注 / 1个月以前发布,21,"5,236元/平"
小区环境好，出行方便，配套齐全；老证,中央城邦 -驿城区,2室2厅 | 100平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,0人关注 / 一年前发布,70,"7,000元/平"
此房电梯老证，楼层好，视野宽阔，采光好即买即可入住,置地天中第一城西苑 -驿城区,2室2厅 | 99.88平米 | 南 | 简装 | 中楼层(共16层)  | 塔楼,3人关注 / 5个月以前发布,68.5,"6,859元/平"
小区环境优美有商场位置佳交通便利物业管理规范,中乐国际公馆 -驿城区,2室2厅 | 90.72平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,1人关注 / 6个月以前发布,76,"8,378元/平"
文明路与慎阳路交叉口，置地第一大街，70年产权,置地第一大街 -驿城区,1室1厅 | 39.06平米 | 南 北 | 精装 | 低楼层(共21层)  | 板塔结合,4人关注 / 8个月以前发布,29,"7,425元/平"
经典两房，交通方便，老证可按揭,弘建小区 -驿城区,2室1厅 | 85平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,33.5,"3,942元/平"
