标题,开发商,房子信息,发布信息,售价/万,单价
龙湖澜岸小区三室两厅两卫，户型方正，适合居住,龙湖澜岸 -华龙区,3室2厅 | 126.36平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 1个月以前发布,77,"6,094元/平"
物探西区平房带有前后院 可以种菜养花  三室三厅两,超越小区(中原东路494号) -华龙区,3室2厅 | 110平米 | 南 北 | 其他 | 低楼层(共1层)  | 暂无数据,0人关注 / 10个月以前发布,218,"19,819元/平"
测井小区四楼简单装修房产证满四年看房方便,测井小区 -华龙区,3室2厅 | 94平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,92.6,"9,852元/平"
精装修房 拎包即可入住 五楼视野开阔 采光充足,测井小区 -华龙区,3室2厅 | 106.88平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,100,"9,357元/平"
康辉小区   两室朝阳户型   简单装  满五唯一,测井小区 -华龙区,3室2厅 | 95平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,89,"9,369元/平"
龙都花园 三室一厅一卫户型方正,龙都花园 -濮阳县,3室1厅 | 97平米 | 南 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,52,"5,361元/平"
龙城新村 交通便利 小区环境干净舒适 适合居住,龙城新村 -濮阳县,3室2厅 | 94平米 | 西 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,41,"4,362元/平"
广润新城四室两厅，户型好，出行方便，居住舒适！,广润新城 -濮阳县,4室2厅 | 139.71平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,66.8,"4,782元/平"
紫宸居小区四室两厅环境好电梯洋房公摊小,紫宸居 -濮阳县,4室2厅 | 154平米 | 东 | 精装 | 中楼层(共12层)  | 暂无数据,1人关注 / 11个月以前发布,66,"4,286元/平"
龙升佳苑 三室两厅一厨两卫  简装 满五唯一,龙升佳苑 -濮阳县,3室2厅 | 111.5平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,60,"5,382元/平"
龙升佳苑，三室两厅两卫 交通便利，配套成熟，，，,龙升佳苑 -濮阳县,3室2厅 | 130.31平米 | 东 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,56,"4,298元/平"
盟东新区 3室2厅 南 北,盟东新区 -华龙区,3室2厅 | 112平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,86,"7,679元/平"
三室两厅 南北通透的户型 朝阳效果好,扶余小区 -华龙区,3室2厅 | 102平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 10个月以前发布,76,"7,451元/平"
惠源小区 好楼层  采光佳 南北通透 支持贷款,惠源小区 -华龙区,4室3厅 | 154平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,103,"6,689元/平"
龙之光二期一楼带院支持分期南户带连廊,龙之光 -华龙区,3室2厅 | 122平米 | 南 | 其他 | 低楼层(共30层)  | 暂无数据,1人关注 / 7个月以前发布,135,"11,066元/平"
建设小区，房子满五唯一业主承担差价,建设新村 -华龙区,3室2厅 | 81平米 | 西 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,45,"5,556元/平"
建设新村三室两厅户型方正环境优美,建设新村 -华龙区,3室2厅 | 80平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,42,"5,250元/平"
碧水云天三室两厅非顶楼 不临街 采光好 出行方便,碧水云天 -华龙区,3室2厅 | 102.75平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,78,"7,592元/平"
房子精装户型好，格局好，邻里邻居关系好小区物业好,南江小区三期 -华龙区,3室2厅 | 106平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,71,"6,699元/平"
翰林世家，四室两厅两卫，交通便利小区环境干净舒适,翰林世家 -南乐县,4室2厅 | 143平米 | 南 | 精装 | 低楼层(共17层)  | 暂无数据,2人关注 / 11个月以前发布,81,"5,665元/平"
阳光金城四室电梯洋房交通便利适合居住,陽光金城 -华龙区,4室2厅 | 138平米 | 南 | 简装 | 中楼层(共11层)  | 暂无数据,3人关注 / 10个月以前发布,82,"5,943元/平"
泰和新城 3室2厅 东,泰和新城 -南乐县,3室2厅 | 130平米 | 东 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,72,"5,539元/平"
龙溪地 步梯六楼 中装三室 带部分家具家电,龙溪地 -濮阳县,3室2厅 | 113平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,53,"4,691元/平"
书香世界，业主急售，房源真实有效,书香世家 -清丰县,3室2厅 | 126平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 7个月以前发布,63,"5,000元/平"
此房是康乐小区，一楼带院自住做生意均可。,康乐小区 -华龙区,2室1厅 | 58平米 | 南 北 | 简装 | 低楼层(共5层)  | 暂无数据,1人关注 / 7个月以前发布,86,"14,828元/平"
三室两厅 交通便利 小区环境干净舒适 适合居住,泰和东方珺 -华龙区,3室2厅 | 125.39平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,86,"6,859元/平"
近水楼台电梯洋房，南北通透户型，三室两厅两卫,近水樓臺 -华龙区,3室2厅 | 107平米 | 南 北 | 精装 | 中楼层(共16层)  | 板楼,1人关注 / 10个月以前发布,98,"9,159元/平"
清华苑，步梯顶楼，地理位置不错。,清华苑小区 -清丰县,3室2厅 | 104平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,41,"3,943元/平"
户型方正，采光好，南北通透，精装修,盟北小区 -华龙区,4室2厅 | 151平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 3个月以前发布,125,"8,279元/平"
格瑞斯小镇 3室2厅 交通便利 小区环境干净舒适,格瑞斯小镇 -濮阳县,3室2厅 | 117.4平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,78,"6,644元/平"
求花园一期三室两厅一卫一厨户型方正,温泉花园 -华龙区,3室2厅 | 120平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,84,"7,000元/平"
房子三室两厅一卫，交通便利。小区绿化好，环境干净。,中银小区 -华龙区,3室2厅 | 92.17平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 10个月以前发布,52,"5,642元/平"
房子大四室，户型方正，电梯房楼层好，采光充足,电力小区 -华龙区,4室2厅 | 158.21平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据,1人关注 / 10个月以前发布,110,"6,953元/平"
出售绿景花园小区精装修步梯房子,绿景花园 -华龙区,3室2厅 | 107平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,86.5,"8,085元/平"
丽景上品 3室2厅2卫 精装修 带品牌家具家电,丽景上品上品坊 -华龙区,3室2厅 | 130平米 | 南 北 | 精装 | 低楼层(共24层)  | 板楼,0人关注 / 11个月以前发布,98,"7,539元/平"
西湖御景四室两厅两卫，精装修未居住户型方正，,西湖御景二期(乐安西湖御景） -南乐县,4室2厅 | 182平米 | 东 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,220,"12,088元/平"
南江三期三室精装修家具家电齐全户型方正,南江小区三期 -华龙区,3室2厅 | 115.9平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,85,"7,334元/平"
南江三期三室精装修家具家电齐全户型方正,南江小区三期 -华龙区,3室2厅 | 115.9平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,85,"7,334元/平"
房子是经典户型，一室一客厅，朝阳采光好，通风好,四季果岭 -华龙区,3室2厅 | 105平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,70,"6,667元/平"
出售绿景花园小区精装修步梯房子,绿景花园 -华龙区,3室2厅 | 107平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,86.5,"8,085元/平"
丽景上品 3室2厅2卫 精装修 带品牌家具家电,丽景上品上品坊 -华龙区,3室2厅 | 130平米 | 南 北 | 精装 | 低楼层(共24层)  | 板楼,0人关注 / 11个月以前发布,98,"7,539元/平"
西湖御景四室两厅两卫，洋房1楼的房子，小区环境好，,西湖御景二期(乐安西湖御景） -南乐县,4室2厅 | 157平米 | 南 | 毛坯 | 低楼层(共10层)  | 暂无数据,0人关注 / 8个月以前发布,150,"9,555元/平"
三室步梯房，公摊小，带地下室，楼层好,龙华小区 -濮阳县,3室2厅 | 127.25平米 | 南 | 简装 | 中楼层(共6层)  | 塔楼,2人关注 / 一年前发布,71.5,"5,619元/平"
恒大悦龙台 装修好的房子 可以拎包入住,恒大悦龙台 -华龙区,4室2厅 | 143.45平米 | 南 北 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 6个月以前发布,143,"9,969元/平"
中力中央新城福苑 3室2厅 南 北,中力中央新城福苑 -南乐县,3室2厅 | 128平米 | 南 北 | 精装 | 高楼层(共22层)  | 暂无数据,0人关注 / 3个月以前发布,70,"5,469元/平"
莲花苑，满五唯一，布局合理，楼层好，视野开阔采光好,莲花苑 -华龙区,4室2厅 | 161平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,120,"7,454元/平"
出售正大盛苑三室两厅两卫精装修，交通便利 出行方便,正大盛苑 -南乐县,3室2厅 | 129.67平米 | 南 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 一年前发布,86,"6,633元/平"
龙昌苑 3室2厅 西南,龙昌苑 -南乐县,3室2厅 | 119.76平米 | 西南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,55,"4,593元/平"
绿景花园3室2厅交通便利小区环境干净舒适，适合居住,绿景花园 -华龙区,3室2厅 | 93.87平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 一年前发布,78,"8,310元/平"
优质房源龙湖澜岸精装修出行方便居住舒适,龙湖澜岸 -华龙区,3室2厅 | 123平米 | 南 北 | 精装 | 低楼层(共27层)  | 暂无数据,1人关注 / 11个月以前发布,82.2,"6,683元/平"
昌乐花园三室两厅两卫 ，户型方正，格局优美,昌乐花园一期 -南乐县,3室2厅 | 125平米 | 东 | 精装 | 中楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,72,"5,760元/平"
水木清华     三室两厅    133平,水木清华 -清丰县,3室2厅 | 133平米 | 西南 东北 | 简装 | 中楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,59,"4,437元/平"
出售昌乐花园     四室两厅两卫    满五唯一,昌乐花园一期 -南乐县,4室2厅 | 153平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 5个月以前发布,68,"4,445元/平"
龙城花园小区，电梯房，交通方便，小区环境干净舒适,龙城花园南区 -濮阳县,3室2厅 | 107.51平米 | 西 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 6个月以前发布,48,"4,465元/平"
心怡花园，三室两厅，简单装修，物业费底，交通方便，,心怡花园 -濮阳县,3室2厅 | 119.33平米 | 东 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,53,"4,442元/平"
建业春天里  三室两厅两卫 精装修,建业春天里 -南乐县,3室2厅 | 133.87平米 | 西南 | 精装 | 中楼层(共8层)  | 塔楼,1人关注 / 7个月以前发布,112,"8,367元/平"
格瑞斯电梯房110平5楼包税支持低首付,格瑞斯小镇 -濮阳县,3室2厅 | 110.5平米 | 南 | 简装 | 低楼层(共17层)  | 板楼,0人关注 / 2个月以前发布,63,"5,702元/平"
中房·翰林居 3室2厅 南,中房·翰林居 -华龙区,3室2厅 | 93平米 | 南 | 精装 | 高楼层(共17层)  | 塔楼,0人关注 / 2个月以前发布,94,"10,108元/平"
一楼带100平左右院子，精装修，房子干净,城中央 -华龙区,3室2厅 | 128平米 | 南 北 | 精装 | 低楼层(共26层)  | 暂无数据,0人关注 / 5个月以前发布,180,"14,063元/平"
馨苑学府精装三室房本不满两年，三室两厅两卫看房提前,馨苑学府 -华龙区,3室2厅 | 118.8平米 | 南 北 | 其他 | 低楼层(共12层)  | 暂无数据,1人关注 / 4个月以前发布,88,"7,408元/平"
龙溪地，三室两厅，出行方便，户型方正，居住方  便,龙溪地 -濮阳县,3室2厅 | 113.8平米 | 西 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,65,"5,712元/平"
越秀国际，116平，三室两厅一厨一卫视野宽阔,越秀国际 -清丰县,3室2厅 | 116平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 6个月以前发布,57,"4,914元/平"
都市花园西区    非顶层   精装三室,中原都市花园西区 -华龙区,3室2厅 | 87平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 10个月以前发布,78,"8,966元/平"
此房是步梯五楼 一提两户 三室两厅 一厨一卫,盟东小区北院 -华龙区,3室2厅 | 107.15平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,78,"7,280元/平"
次房子两室朝南，精装小三室户型敞亮，采光没有遮挡,中原都市花园西区 -华龙区,3室1厅 | 88平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,78,"8,864元/平"
小区交通方便，户型方正，通透效果好,温泉花园 -华龙区,3室2厅 | 124.6平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,3人关注 / 6个月以前发布,85,"6,822元/平"
房子中间楼层 南北通透 采光充足,碧水云天 -华龙区,3室2厅 | 124平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,110,"8,871元/平"
房子是毛坯房，可以随意装修，支持贷款,丽景上品上品坊 -华龙区,4室2厅 | 150.63平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板楼,3人关注 / 一年前发布,101.8,"6,759元/平"
都市花园西区    非顶层   精装三室,中原都市花园西区 -华龙区,3室2厅 | 87平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 10个月以前发布,78,"8,966元/平"
南北通透格局，楼层好，视野宽阔，采光充足，交通便利,清丰建业城 -清丰县,3室2厅 | 136平米 | 南 北 | 毛坯 | 低楼层(共8层)  | 暂无数据,0人关注 / 7个月以前发布,76,"5,589元/平"
泰和新城 六室三厅三卫 急售 可分期可过户,泰和新城 -南乐县,5室3厅 | 293平米 | 东 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 一年前发布,130,"4,437元/平"
文昌苑三室两厅两卫  户型方正  出行方便,文昌苑西区 -南乐县,3室2厅 | 125.39平米 | 东 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,70,"5,583元/平"
户型方正，南北通透，视野宽阔，采光充足。配套齐全,四季果岭 -华龙区,3室2厅 | 104平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,65,"6,250元/平"
新上优质房源莲花苑精装修，南北通透采光好无遮挡,莲花苑 -华龙区,3室2厅 | 141.68平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,82,"5,788元/平"
房屋面积大，采光好，户型好，环境好。,玉兰花园 -华龙区,3室2厅 | 100.78平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 11个月以前发布,75,"7,442元/平"
小区环境卫生，出门方便，出门就是夜市，楼层采光好,富康小区 -华龙区,4室2厅 | 140平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,85,"6,072元/平"
兴乐花园三室两厅两卫，家电齐全，拎包入住，契税已交,兴乐花园 -南乐县,3室2厅 | 134平米 | 西 | 简装 | 中楼层(共11层)  | 暂无数据,4人关注 / 10个月以前发布,65,"4,851元/平"
此房满五年，出行方便，户型方正，居住方便舒适,中原油田登月新村 -华龙区,3室2厅 | 89平米 | 南 北 | 简装 | 高楼层(共5层)  | 暂无数据,2人关注 / 一年前发布,64,"7,192元/平"
世纪景园北区 3室2厅1卫 环境优美 居住舒适,世纪景苑北区 -华龙区,3室2厅 | 113.77平米 | 东 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 10个月以前发布,96,"8,439元/平"
此房满五唯一，户型方正南北通透出行方便居住方便舒适,瑞景新城 -华龙区,3室2厅 | 110平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,76,"6,910元/平"
瑞景新城三卧朝南双阳台 南北向大三居拎包入住,瑞景新城 -华龙区,3室1厅 | 134.24平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,95,"7,077元/平"
满五精装修三室两厅一厨一卫公摊小,胜安小区 -华龙区,3室2厅 | 107平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 7个月以前发布,85,"7,944元/平"
