标题,开发商,房子信息,发布信息,售价/万,单价
自在澜湾空中别墅，西面看湖，东面观海。,自在澜湾 -荣成市,4室3厅 | 205.8平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 塔楼,104人关注 / 一年前发布,110,"5,345元/平"
新罗小镇框架住人顶加阁楼，南三北三经典户型,新罗小镇 -文登市区,3室2厅 | 132.52平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,48,"3,623元/平"
樱花6楼，房东精装修，住的很仔细，房屋通透采光好。,樱花时尚生态住宅小区 -文登市区,3室2厅 | 134.7平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,55,"4,084元/平"
矮楼层  南北通透，地势平坦，采光好 交通便利,青岛北路小区 -竹岛,2室2厅 | 69.8平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,24人关注 / 一年前发布,66.6,"9,542元/平"
大润发商圈潍坊路 采光好  视野好  中间楼层,潍坊路社区 -寨子,3室1厅 | 71.45平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,5人关注 / 一年前发布,49.6,"6,942元/平"
经区齐鲁九龙凤林凤凰花园精装修未住三室二厅一卫,凤凰花园 -凤林&宋家洼,3室2厅 | 89.8平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 6个月以前发布,73.8,"8,219元/平"
泉乐坊商圈 龙湖春江彼岸125平毛坯房随便装带地下车位,龙湖春江彼岸 -温泉,3室2厅 | 125平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,108.5,"8,680元/平"
竹岛大润发 塔山 同心苑 矮楼层 生活便利,同心苑 -竹岛,3室1厅 | 68平米 | 南 北 | 简装 | 中楼层(共4层)  | 塔楼,0人关注 / 4个月以前发布,58,"8,530元/平"
一线海景 高楼层 精装修三居室 全明户型 拎包入住,华润威海湾九里 -竹岛,3室2厅 | 101.31平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,4人关注 / 6个月以前发布,163,"16,090元/平"
小区门口就是家家悦*市和新都市场,嘉美花园 -凤林&宋家洼,3室2厅 | 84平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,82,"9,762元/平"
皇冠西长峰蓝星万象城四期三室大平层,蓝星万象城 -皇冠,3室2厅 | 159平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,340,"21,384元/平"
矮楼层  南北通透，地势平坦，采光好 交通便利,青岛北路小区 -竹岛,2室2厅 | 69.8平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,24人关注 / 一年前发布,66.6,"9,542元/平"
竹岛大润发 塔山 同心苑 矮楼层 生活便利,同心苑 -竹岛,3室1厅 | 68平米 | 南 北 | 简装 | 中楼层(共4层)  | 塔楼,0人关注 / 4个月以前发布,58,"8,530元/平"
经区齐鲁九龙凤林凤凰花园精装修未住三室二厅一卫,凤凰花园 -凤林&宋家洼,3室2厅 | 89.8平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 6个月以前发布,73.8,"8,219元/平"
户型方正，南北通透，采光好，带车位和储藏室,保利红叶谷 -竹岛,3室2厅 | 141平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,10人关注 / 一年前发布,198,"14,043元/平"
凤林小区多层四楼全明精装带储藏室,凤林小区 -凤林&宋家洼,2室1厅 | 77平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,78.8,"10,234元/平"
奥特莱斯 文峰五街 三室方厅 简装 有储藏室,文峰五街 -环翠楼,3室1厅 | 86平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,5人关注 / 一年前发布,63,"7,326元/平"
高区世昌大道欧乐坊南仁和佳苑小区带储藏室出售,仁柳庄 -田村（田和）,3室1厅 | 70.94平米 | 南 北 | 精装 | 高楼层(共7层)  | 塔楼,2人关注 / 一年前发布,50.8,"7,161元/平"
青岛路大润发竹岛路小区配套齐全 交通便利,竹岛路小区 -竹岛,2室2厅 | 83平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 9个月以前发布,53.8,"6,482元/平"
樱花小区框架房精装修带储藏室三室两卫,樱花小区 -环翠楼,3室2厅 | 106平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,50人关注 / 一年前发布,96.8,"9,133元/平"
此房南北通透格局好，生活便利家家悦，早夜市。,塔山中路 -环翠楼,3室1厅 | 68平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,4人关注 / 一年前发布,48.5,"7,133元/平"
国际海水浴场 多层洋房电梯顶加阁 采光好 高档社区,金城尚珑海域 -海水浴场,5室2厅 | 212平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,230,"10,850元/平"
颐青园电梯房三室一厅简单装修欧乐坊商圈配套齐全,颐青园 -田村（田和）,3室2厅 | 93.7平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,1人关注 / 一年前发布,94.6,"10,097元/平"
诚心出售  小区配套齐全   高档小区  近海不亲海,祥泰紫宸 -悦海,4室2厅 | 174平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 暂无数据,3人关注 / 8个月以前发布,320,"18,391元/平"
环翠区二中后身精装拎包直接入住全明户型看房方便,金线顶社区 -竹岛,3室2厅 | 82.09平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,10人关注 / 一年前发布,69.8,"8,503元/平"
东发园林 精装顶加阁 带南向露台 带车库 带家具家电,东发园林小区 -涝台社区,4室2厅 | 153.71平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,3人关注 / 一年前发布,120.5,"7,840元/平"
温泉明珠中间位置花园洋房三室两厅南北通透精装修,温泉明珠 -温泉,3室2厅 | 123.68平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,95,"7,682元/平"
竹岛大润达海滨路梦海苑好楼层三室南北通透,梦海苑 -竹岛,3室2厅 | 137.49平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,4人关注 / 一年前发布,142.5,"10,365元/平"
急售万达商圈联排别墅毛坯边户600平大院四层带露台,望府大院 -望岛,5室3厅 | 248.8平米 | 南 北 | 毛坯 | 低楼层(共4层)  | 暂无数据,3人关注 / 一年前发布,1056,"42,444元/平"
园中园小区 此房南北通透，高楼层，采光好，南北通透,园中园 -竹岛,3室1厅 | 115.9平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,9人关注 / 一年前发布,99.8,"8,611元/平"
小城故事106平精装带储藏室户型方正三室两厅全明通透,天东家园小城故事 -天东&南曲阜,3室2厅 | 106平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,77,"7,265元/平"
海御高档小区  恒温恒湿  生活配套齐全,海御19 -海水浴场,3室2厅 | 187平米 | 南 北 | 精装 | 中楼层(共19层)  | 板楼,2人关注 / 一年前发布,340,"18,182元/平"
威高春风里三居室，格局端正，采光好！,威高春风里 -海水浴场,3室2厅 | 114.94平米 | 南 北 | 毛坯 | 低楼层(共10层)  | 板楼,9人关注 / 一年前发布,149.5,"13,007元/平"
小区有九龙城商圈，交通方便，离鸣翠公园进,信泰龙汇福邸 -九龙湾,3室2厅 | 142平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,9人关注 / 一年前发布,220,"15,493元/平"
龙汇福邸 边户 精装修 两卫 高档家具家电,信泰龙汇福邸 -九龙湾,3室2厅 | 137平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,5人关注 / 一年前发布,240,"17,519元/平"
龙汇福邸 九龙城 带车位 好楼层 毛坯 看房方便,信泰龙汇福邸 -九龙湾,3室2厅 | 143.09平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,8人关注 / 一年前发布,228,"15,935元/平"
蔚海新天地，精装修，顶加阁，，拎包入住,蔚海新天地 -天东&南曲阜,3室3厅 | 70平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,87,"12,429元/平"
急售！龙湖春江彼岸三室两卫西边户，好楼层毛坯,龙湖春江彼岸 -温泉,3室2厅 | 125平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 暂无数据,0人关注 / 2个月以前发布,115,"9,200元/平"
青岛路海滨路竹岛多层框架房三室两厅两卫免费停车,海燕新村 -竹岛,3室2厅 | 139.34平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,5人关注 / 9个月以前发布,150,"10,766元/平"
当代传奇总三层洋房之：一楼带小院带下跃,当代传奇 -九龙湾,3室2厅 | 169平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 板楼,9人关注 / 一年前发布,368,"21,776元/平"
蒿泊三室好户型 地理位置好 价格优  看房方便,蒿泊西一区 -蒿泊,3室2厅 | 75.62平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,66,"8,728元/平"
多层住人一楼，三室向阳，带储藏室,蒿泊西一区 -蒿泊,3室2厅 | 122.5平米 | 南 西 北 | 简装 | 低楼层(共7层)  | 板楼,7人关注 / 一年前发布,108,"8,817元/平"
佳源名城，三室两厅一厨两卫，户型方正采光好。,佳源名城 -蒿泊,3室2厅 | 120平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,5人关注 / 一年前发布,146.8,"12,234元/平"
此房 框架 南北朝向 视野无遮挡 随时看房 无大税,崂山路小区 -戚家庄,3室2厅 | 84.5平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,100.8,"11,929元/平"
海上公园皇冠北区海瞳路 精装修三室户型方正带储藏室,海瞳路社区 -皇冠,3室2厅 | 92.9平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 3个月以前发布,100,"10,765元/平"
华瀚大湖公馆别墅上叠  景观好位置 毛坯 带两个车位,华瀚大湖公馆 -张村,4室2厅 | 199.28平米 | 南 北 | 毛坯 | 上叠(共4层)  | 板楼 | 叠拼别墅 ,9人关注 / 7个月以前发布,296,"14,854元/平"
佳源名城。全明户型双卫，客厅带南向大阳台，西边户。,佳源名城 -蒿泊,3室2厅 | 138平米 | 西 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,189,"13,696元/平"
经区齐鲁大道碧海豪庭三室两厅全明户型边户带储藏室,碧海豪庭 -蒿泊,3室2厅 | 94平米 | 东 南 北 | 毛坯 | 低楼层(共15层)  | 板楼,17人关注 / 一年前发布,128,"13,618元/平"
佳源名城，地理位置好 三室 带地下车位 ，采光好。,佳源名城 -蒿泊,3室2厅 | 109.89平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,6人关注 / 一年前发布,137.8,"12,540元/平"
经区汽车站蒿泊佳源名城两室毛坯91平109.8万,佳源名城 -蒿泊,2室2厅 | 91平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,3人关注 / 一年前发布,109.8,"12,066元/平"
蒿泊西三区 三室两厅一卫  西边户带窗 南北通透,蒿泊西三区 -蒿泊,3室2厅 | 95.58平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 一年前发布,100,"10,463元/平"
戚家庄南区平地1楼一梯二户的东户3室经典老三居户型,戚家庄南区 -戚家庄,3室1厅 | 70.5平米 | 南 北 | 简装 | 低楼层(共5层)  | 暂无数据,1人关注 / 9个月以前发布,72.5,"10,284元/平"
天泽府别墅229.5平带30万精装修带车位2个售价930万,祥泰天泽府 -九龙湾,5室3厅 | 229.5平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,1人关注 / 一年前发布,921,"40,131元/平"
蒿泊三室好户型 地理位置好 价格优  看房方便,蒿泊西一区 -蒿泊,3室2厅 | 75.62平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,66,"8,728元/平"
春天花园 3室2厅 南 北,春天花园 -皇冠,3室2厅 | 130平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,180,"13,847元/平"
富城茗居116平3室精装全明户型储藏室,富城茗居 -蒿泊,3室2厅 | 115.29平米 | 南 北 | 精装 | 低楼层(共21层)  | 板楼,2人关注 / 一年前发布,142,"12,317元/平"
青岛路边东侧清河苑小区多层顶加阁带露台,清河苑 -蒿泊,5室3厅 | 147.12平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,113.8,"7,736元/平"
龙祥，精装修，齐鲁大道东，新小区，拎包入住,龙祥国际 -凤林&宋家洼,3室2厅 | 133平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,180.8,"13,594元/平"
四季康城 三室 框架地暖 拎包入住,四季康城 -张村,3室1厅 | 89.8平米 | 北 南 | 精装 | 中楼层(共11层)  | 板楼,2人关注 / 一年前发布,68.8,"7,662元/平"
户型方正 采光通风效果好 配套齐全,北宫街小区 -文登市区,3室2厅 | 107.56平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,11人关注 / 一年前发布,33,"3,069元/平"
蒿泊青岛路旁封闭小区佳源名城新房未装,佳源名城 -蒿泊,3室2厅 | 107.87平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 板楼,12人关注 / 一年前发布,125,"11,589元/平"
上海大公馆 一楼下越 前后院子,上海大公馆 -临港区,5室2厅 | 159.96平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,6人关注 / 一年前发布,155.5,"9,722元/平"
张村西海湾花园多层顶加阁，精装修，4室，首付可低点,西海湾花园 -张村,4室3厅 | 157.11平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,106,"6,747元/平"
经区蒿泊威海南站佳源名城三室一厅,佳源名城 -蒿泊,3室1厅 | 112.25平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,146,"13,007元/平"
望海名居11层顶加阁精装修三室两卫户型双储藏室急售,望海名居 -长峰,3室2厅 | 170平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,3人关注 / 5个月以前发布,225,"13,236元/平"
华发一期一线海景大平层，四室两厅好楼层看海效果佳！,华发九龙湾一期 -九龙湾,4室2厅 | 190.26平米 | 东 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,17人关注 / 一年前发布,419.8,"22,065元/平"
富城茗居 封闭式小区 小区环境优美 配套齐全 交通方便,富城茗居 -蒿泊,3室2厅 | 115.29平米 | 南 北 | 精装 | 低楼层(共21层)  | 板楼,6人关注 / 一年前发布,127.8,"11,086元/平"
春天花园 3室2厅 南 北,春天花园 -皇冠,3室2厅 | 140平米 | 南 北 | 简装 | 中楼层(共12层)  | 板楼,0人关注 / 1个月以前发布,198,"14,143元/平"
经区凤林凤凰花园顶楼三室90平方随,凤凰花园 -凤林&宋家洼,3室2厅 | 90平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,49.8,"5,534元/平"
封闭小区金帝桂都1楼126平3室130平的大院子25精装修,金帝桂都 -荣成市,3室2厅 | 126平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,26人关注 / 一年前发布,170,"13,493元/平"
嘉和丽舍顶加阁 134.25平  四室两厅 精装修 拎包入住,嘉和丽舍 -张村,4室2厅 | 134.25平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,84,"6,257元/平"
客厅3.5米的层高 海景房 三室两厅两卫 直签,海韵华府 -戚家庄,4室2厅 | 164平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 板楼,5人关注 / 一年前发布,172.8,"10,537元/平"
急售！温泉明珠一楼带小院，四室精装修,温泉明珠 -温泉,4室2厅 | 128平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,2人关注 / 6个月以前发布,119.8,"9,360元/平"
温泉明珠102.74平三室装修带储藏室带电梯看房提前联系,温泉明珠 -温泉,3室1厅 | 102.74平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,76.8,"7,476元/平"
富城茗居 洋房 2室向阳 边户 带储藏室 看房方便,富城茗居 -蒿泊,3室2厅 | 95.34平米 | 南 西 北 | 毛坯 | 低楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,117,"12,272元/平"
经区凤林凤凰花园顶楼三室90平方随,凤凰花园 -凤林&宋家洼,3室2厅 | 90平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,49.8,"5,534元/平"
富城茗居 封闭式小区 小区环境优美 配套齐全 交通方便,富城茗居 -蒿泊,3室2厅 | 115.29平米 | 南 北 | 精装 | 低楼层(共21层)  | 板楼,6人关注 / 一年前发布,127.8,"11,086元/平"
封闭小区金帝桂都1楼126平3室130平的大院子25精装修,金帝桂都 -荣成市,3室2厅 | 126平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,26人关注 / 一年前发布,170,"13,493元/平"
嘉和丽舍顶加阁 134.25平  四室两厅 精装修 拎包入住,嘉和丽舍 -张村,4室2厅 | 134.25平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,84,"6,257元/平"
春天花园 3室2厅 南 北,春天花园 -皇冠,3室2厅 | 140平米 | 南 北 | 简装 | 中楼层(共12层)  | 板楼,0人关注 / 1个月以前发布,198,"14,143元/平"
此房 框架 南北朝向 视野无遮挡 随时看房 无大税,崂山路小区 -戚家庄,3室2厅 | 84.5平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,100.8,"11,929元/平"
华瀚大湖公馆别墅上叠  景观好位置 毛坯 带两个车位,华瀚大湖公馆 -张村,4室2厅 | 199.28平米 | 南 北 | 毛坯 | 上叠(共4层)  | 板楼 | 叠拼别墅 ,9人关注 / 7个月以前发布,296,"14,854元/平"
龙祥，精装修，齐鲁大道东，新小区，拎包入住,龙祥国际 -凤林&宋家洼,3室2厅 | 133平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,180.8,"13,594元/平"
富城茗居116平3室精装全明户型储藏室,富城茗居 -蒿泊,3室2厅 | 115.29平米 | 南 北 | 精装 | 低楼层(共21层)  | 板楼,2人关注 / 一年前发布,142,"12,317元/平"
青岛路边东侧清河苑小区多层顶加阁带露台,清河苑 -蒿泊,5室3厅 | 147.12平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,113.8,"7,736元/平"
