标题,开发商,房子信息,发布信息,售价/万,单价
四季园著经典小两房格局好，配套设施齐..,荣成四季园著 -一七五,2室1厅 | 48.66平米 | 西 北 | 简装 | 低楼层(共18层)  | 板楼,0人关注 / 17天以前发布,68.6,"14,098元/平"
融信观山海 3室2厅 东 南 北,融信观山海 -南滨大道,3室2厅 | 121平米 | 东 南 北 | 毛坯 | 高楼层(共30层)  | 板塔结合,1人关注 / 一年前发布,136,"11,240元/平"
看湖景三房，业主诚意出售，通透,融信观山海 -南滨大道,3室2厅 | 111.1平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,3人关注 / 一年前发布,95,"8,551元/平"
芯云谷旁 鸿源海景城 三房 南北朝向 方正户型,鸿源海景城 -南滨大道,3室1厅 | 110.82平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,2人关注 / 一年前发布,93,"8,392元/平"
漳州港；正规小三房，明厅明卫，楼层好，视线好,融信观山海 -南滨大道,3室2厅 | 89.66平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板楼,1人关注 / 一年前发布,87,"9,704元/平"
漳州港融信观山海 正规的三房 满两年,融信观山海 -南滨大道,3室2厅 | 123平米 | 东 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,99,"8,049元/平"
鸿源海景城两梯四户南北朝向格局方正三房两厅明厨明卫,鸿源海景城 -南滨大道,3室2厅 | 116.28平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板塔结合,2人关注 / 一年前发布,105,"9,030元/平"
三盛国际海岸 3室2厅 南 北,三盛国际海岸 -港尾镇,3室2厅 | 99.73平米 | 南 北 | 毛坯 | 29层  | 板楼,0人关注 / 一年前发布,82,"8,223元/平"
御景山庄74房，南北通透，视野开阔。,御景山庄 -漳浦城东,4室2厅 | 140平米 | 东 南 北 | 毛坯 | 高楼层(共17层)  | 塔楼,1人关注 / 一年前发布,95.4,"6,815元/平"
御景山庄4房南北通透，视野开阔.,御景山庄 -漳浦城东,4室2厅 | 140平米 | 东 南 北 | 毛坯 | 高楼层(共17层)  | 塔楼,1人关注 / 一年前发布,92.6,"6,615元/平"
信隆花园 3室2厅 南 北,信隆花园 -人民广场,3室2厅 | 121.6平米 | 南 北 | 简装 | 中楼层(共18层)  | 板楼,0人关注 / 一年前发布,127.68,"10,500元/平"
新都广场南北通透户型方正毛坯好房出售,新都城市广场 -漳浦城西,3室2厅 | 131平米 | 南 东北 | 毛坯 | 高楼层(共30层)  | 暂无数据,1人关注 / 一年前发布,91.5,"6,985元/平"
汤泉世纪刚需三房，诚意出售，小区环境物业*棒,阳光城汤泉世纪 -漳浦城西,3室2厅 | 91平米 | 东南 | 毛坯 | 中楼层(共5层)  | 板楼,14人关注 / 一年前发布,45,"4,946元/平"
建发玺院 南北通透  采光充足,漳浦建发·玺院 -漳浦城东,4室2厅 | 136平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,7人关注 / 8个月以前发布,99,"7,280元/平"
夏商香榭花都 3室1厅 南 北,夏商香榭花都 -一七五,3室1厅 | 102.71平米 | 南 北 | 精装 | 中楼层(共21层)  | 板楼,0人关注 / 4个月以前发布,141,"13,728元/平"
漳浦建发玺院城市文体城东板块，交通便利全新小区,漳浦建发·玺院 -漳浦城东,3室2厅 | 110平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 4个月以前发布,90.5,"8,228元/平"
房子是南北通透，楼层好，采光充足，屋子里空气流通。,怡港花园城 -港尾镇,3室2厅 | 119平米 | 南 北 | 毛坯 | 低楼层(共12层)  | 板楼,0人关注 / 一年前发布,67,"5,631元/平"
房子是朝南方向，南北通透，屋子里空气流通。,怡港花园城 -港尾镇,3室2厅 | 128平米 | 南 北 | 毛坯 | 低楼层(共12层)  | 板楼,0人关注 / 一年前发布,84.3,"6,586元/平"
房子是朝南方向，南北通透，屋子里空气流通。,怡港花园城 -港尾镇,3室2厅 | 130平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 板楼,2人关注 / 一年前发布,75,"5,770元/平"
房子是南北通透，楼层好，屋子里空气流通。,滨海凯城花园 -港尾镇,3室2厅 | 113平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,51.4,"4,549元/平"
漳州港边上，怡港花园城，业主诚意出售,怡港花园城 -港尾镇,3室2厅 | 111平米 | 南 北 | 毛坯 | 低楼层(共9层)  | 暂无数据,1人关注 / 一年前发布,65,"5,856元/平"
该小区设施配套齐全，内有儿童乐园，运动器材,御景山庄 -漳浦城东,3室2厅 | 109平米 | 南 北 | 毛坯 | 低楼层(共9层)  | 板楼,1人关注 / 9个月以前发布,63,"5,780元/平"
建发文昌府顶楼4房开间朝南看小区中庭园林,建发·文昌府 -人民广场,4室2厅 | 143平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,2人关注 / 4个月以前发布,278,"19,441元/平"
交通便利该小区设施配套齐全，安保严格，24小时在岗,漳浦建发·玺院 -漳浦城东,2室1厅 | 89.55平米 | 西南 西 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 6个月以前发布,67,"7,482元/平"
新城花园156㎡楼中楼另有40㎡大露台。,新城花园 -沃尔玛,4室2厅 | 156平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,56人关注 / 一年前发布,141,"9,039元/平"
润景金座低公摊宽楼间距，视野好，新小区,润璟金座 -漳浦江滨,4室2厅 | 147平米 | 西南 | 精装 | 中楼层(共33层)  | 板楼,6人关注 / 7个月以前发布,140,"9,524元/平"
此房满五唯一  高楼层  采光充足  周 边交通配套齐全,静海湾 -南滨大道,3室2厅 | 105平米 | 南 | 毛坯 | 高楼层(共26层)  | 板楼,0人关注 / 一年前发布,65,"6,191元/平"
万科玖龙台旁西湖正荣府电梯高层毛坯4房,西湖·正荣府 -金峰,4室2厅 | 126平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 6个月以前发布,195,"15,477元/平"
阳光城二期大四房边套，全明格局，通风采光，满两年,阳光城凡尔赛宫二期 -角美台商投资区,4室2厅 | 115.77平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,12人关注 / 一年前发布,155,"13,389元/平"
大唐”名“门印象大四房 全明格局，大唐天街环伺,大唐名门印象 -市政府,4室2厅 | 121.56平米 | 东 南 | 毛坯 | 22层  | 暂无数据,11人关注 / 一年前发布,245,"20,155元/平"
霞兴小区 3室2厅 南 北,霞兴小区 -角美台商投资区,3室2厅 | 128.19平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,114,"8,894元/平"
招商卡达凯斯海景楼中楼景观好视野好,招商卡达凯斯 -南滨大道,4室2厅 | 143.75平米 | 东南 | 毛坯 | 28层  | 板塔结合,4人关注 / 6个月以前发布,235,"16,348元/平"
此房是电梯大三房，格局好‘采光通风，独立露台,阳光美地一期 -蓝田宝龙商圈,3室2厅 | 135平米 | 南 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 一年前发布,150,"11,112元/平"
龙江明珠南区 3室2厅 西南,龙江明珠南区 -江滨,3室2厅 | 131.5平米 | 西南 | 毛坯 | 高楼层(共18层)  | 板楼,5人关注 / 一年前发布,161,"12,244元/平"
南北通透，楼层好，采光充足，户型很不错，交通便利,金仕顿中央城 -府前,4室2厅 | 152平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 板塔结合,0人关注 / 一年前发布,106.3,"6,994元/平"
中骏蓝湾三期，通透大三房，高层景观，诚意出售,中骏蓝湾香郡三期 -湘桥湖周边,3室2厅 | 116平米 | 东南 | 毛坯 | 高楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,145,"12,500元/平"
漳州港澎湖湾小洋房户型方正环境好,翔烨澎湖湾 -南滨大道,3室2厅 | 136平米 | 东南 南 | 毛坯 | 中楼层(共5层)  | 板楼,13人关注 / 一年前发布,132,"9,706元/平"
24小时安保 品质小区  养老宜居 环境优美,融信观山海 -南滨大道,3室2厅 | 89.46平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板塔结合,9人关注 / 8个月以前发布,72,"8,049元/平"
聚源财富广场大三房南北通透，采光充足，夏天不吸热,聚源财富广场 -漳浦城北,3室2厅 | 110.41平米 | 东南 北 | 简装 | 中楼层(共18层)  | 暂无数据,4人关注 / 一年前发布,87.3,"7,907元/平"
海西如意城，价格很 有优势 ，可以谈，可以谈,海西如意城 -漳浦城北,3室2厅 | 120平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,1人关注 / 一年前发布,61,"5,084元/平"
采光充足，通风好，明厨明卫，装修自己喜欢风格,海西如意城 -漳浦城北,3室2厅 | 108.6平米 | 南 | 毛坯 | 低楼层(共29层)  | 板塔结合,0人关注 / 一年前发布,46.7,"4,301元/平"
蓝溪御墅三房116平，南北通透，采光好楼层,亿雄蓝溪御墅 -漳浦城北,3室1厅 | 115.62平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板塔结合,0人关注 / 8个月以前发布,72,"6,228元/平"
建发玺院城市东部，麦市街东段，交通便利，国企品质,漳浦建发·玺院 -漳浦城东,3室2厅 | 143平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 7个月以前发布,136,"9,511元/平"
"盈丰名城,毛坯房，南北通透，3房2厅2卫",盈丰名城 -漳浦城北,3室2厅 | 134平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,57,"4,254元/平"
海西如意城正规大三房，南北通透，证在手。看房方便。,海西如意城 -漳浦城北,3室2厅 | 119.61平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 板塔结合,0人关注 / 一年前发布,55,"4,599元/平"
建发玺院 南北通透  采光充足,漳浦建发·玺院 -漳浦城东,4室2厅 | 136平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,7人关注 / 8个月以前发布,99,"7,280元/平"
漳浦建发.玺院，苏州园林风格，,漳浦建发·玺院 -漳浦城东,3室2厅 | 128.71平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 暂无数据,8人关注 / 10个月以前发布,99.11,"7,701元/平"
满五大三房，南北通透，户型方正，适合居住，生活便利,夏商香榭花都 -一七五,3室2厅 | 116平米 | 南 北 | 简装 | 中楼层(共18层)  | 板楼,2人关注 / 一年前发布,140,"12,069元/平"
汤泉世纪刚需三房，诚意出售，小区环境物业*棒,阳光城汤泉世纪 -漳浦城西,3室2厅 | 91平米 | 东南 | 毛坯 | 中楼层(共5层)  | 板楼,14人关注 / 一年前发布,45,"4,946元/平"
夏商香榭花都 3室1厅 南 北,夏商香榭花都 -一七五,3室1厅 | 102.71平米 | 南 北 | 精装 | 中楼层(共21层)  | 板楼,0人关注 / 4个月以前发布,141,"13,728元/平"
漳浦建发玺院城市文体城东板块，交通便利全新小区,漳浦建发·玺院 -漳浦城东,3室2厅 | 110平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 4个月以前发布,90.5,"8,228元/平"
西湖公园旁装修好大三房有小露台2楼江滨板块,金湖园 -漳浦城西,3室1厅 | 141平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据,2人关注 / 8个月以前发布,70,"4,965元/平"
新都广场南北通透户型方正毛坯好房出售,新都城市广场 -漳浦城西,3室2厅 | 131平米 | 南 东北 | 毛坯 | 高楼层(共30层)  | 暂无数据,1人关注 / 一年前发布,91.5,"6,985元/平"
大润发商圈，夜市旁，钱隆府上学方便，改善住房,钱隆首府 -一七五,3室1厅 | 137平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板楼,2人关注 / 一年前发布,184.95,"13,500元/平"
建发玺院城市东部，麦市街东段，交通便利，国企品质,漳浦建发·玺院 -漳浦城东,3室2厅 | 110.23平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,8人关注 / 4个月以前发布,77.16,"7,000元/平"
中骏蓝湾三期，通透大三房，高层景观，诚意出售,中骏蓝湾香郡三期 -湘桥湖周边,3室2厅 | 116平米 | 东南 | 毛坯 | 高楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,145,"12,500元/平"
南北通透，楼层好，采光充足，户型很不错，交通便利,金仕顿中央城 -府前,4室2厅 | 152平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 板塔结合,0人关注 / 一年前发布,106.3,"6,994元/平"
霞兴小区 3室2厅 南 北,霞兴小区 -角美台商投资区,3室2厅 | 128.19平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,114,"8,894元/平"
漳州港澎湖湾小洋房户型方正环境好,翔烨澎湖湾 -南滨大道,3室2厅 | 136平米 | 东南 南 | 毛坯 | 中楼层(共5层)  | 板楼,13人关注 / 一年前发布,132,"9,706元/平"
24小时安保 品质小区  养老宜居 环境优美,融信观山海 -南滨大道,3室2厅 | 89.46平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板塔结合,9人关注 / 8个月以前发布,72,"8,049元/平"
漳州港融信观山海 招商高科技产业园 大三房诚售 看湖,融信观山海 -南滨大道,3室2厅 | 119.08平米 | 东 南 西 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,6人关注 / 一年前发布,107.8,"9,053元/平"
漳州港和信水云天楼中楼稳定出售中,水云天 -南滨大道,3室2厅 | 98平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,2人关注 / 一年前发布,98,"10,000元/平"
漳州港 离码头近印达华山名苑正规三房 朝南户型 诚售,印达华山名苑 -招商大道,3室2厅 | 114平米 | 东南 | 毛坯 | 高楼层(共9层)  | 板楼,2人关注 / 一年前发布,110,"9,650元/平"
半岛国际，中高楼层看湖，三房两厅两卫，,永鸿·厦门湾南岸 -南滨大道,3室2厅 | 105.76平米 | 东南 北 | 毛坯 | 中楼层(共33层)  | 板楼,22人关注 / 一年前发布,71,"6,714元/平"
建元路诗浦路，热闹老城区门口方便,建元南花园 -江滨,3室2厅 | 140平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,1人关注 / 8个月以前发布,153,"10,929元/平"
漳州港 大唐世家 楼中楼 采光充足 朝南,大唐世家二期 -南滨大道,3室1厅 | 97平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 7个月以前发布,80,"8,248元/平"
招商卡达大阳台四房格局方正 全明结构 视野开阔无遮挡,招商卡达凯斯 -南滨大道,4室2厅 | 150.08平米 | 东南 | 毛坯 | 23层  | 板塔结合,6人关注 / 4个月以前发布,139,"9,262元/平"
户型方正，动静分离..............,翼特丽景城 -蓝田宝龙商圈,3室2厅 | 118.08平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 板楼,0人关注 / 5个月以前发布,130,"11,010元/平"
正规三房舒适度高采光通风好有配套,永鸿御珑湾 -南滨大道,3室2厅 | 119平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,3人关注 / 一年前发布,98.5,"8,278元/平"
建发碧湖双玺 3室1厅 西南,建发碧湖双玺 -碧湖万达,3室1厅 | 136平米 | 西南 | 毛坯 | 高楼层(共33层)  | 板楼,3人关注 / 一年前发布,327,"24,045元/平"
招商依山海 西班牙建筑  大平层 户型方,招商依山海 -招商大道,4室2厅 | 198平米 | 南 北 | 简装 | 高楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,200,"10,102元/平"
漳州港 半山云顶 大三房 朝南 两梯两户 楼层户型好,融信半山云顶 -招商大道,3室2厅 | 128.46平米 | 南 | 毛坯 | 低楼层(共29层)  | 板楼,1人关注 / 8个月以前发布,152,"11,833元/平"
万达商圈荣昌广场南北朝向采光好,荣昌花园 -碧湖万达,3室2厅 | 138平米 | 南 北 | 简装 | 高楼层(共25层)  | 板楼,2人关注 / 9个月以前发布,165.4,"11,986元/平"
漳州港和信水云天小区绿化好，环境优美，户型好,水云天 -南滨大道,3室2厅 | 112平米 | 南 西南 | 毛坯 | 低楼层(共33层)  | 板塔结合,1人关注 / 一年前发布,99,"8,840元/平"
招商卡达凯斯 风情小西班牙镇 小楼中楼 居住环境优美,招商卡达凯斯 -南滨大道,3室2厅 | 145.27平米 | 西南 | 毛坯 | 30层  | 板塔结合,1人关注 / 2个月以前发布,135,"9,294元/平"
漳州港，厦门湾南岸，高层湖景边套三房,永鸿·厦门湾南岸 -南滨大道,3室2厅 | 119平米 | 东南 | 毛坯 | 中楼层(共31层)  | 板楼,0人关注 / 一年前发布,115,"9,664元/平"
漳州港 融信半山云顶 满五唯一 动静分离,融信半山云顶 -招商大道,3室2厅 | 114.63平米 | 北 东南 | 毛坯 | 中楼层(共29层)  | 板楼,0人关注 / 一年前发布,121,"10,556元/平"
招商卡达凯斯 海景大三房 户型通透 带 入户花园,招商卡达凯斯 -南滨大道,3室2厅 | 145平米 | 东南 | 毛坯 | 30层  | 板塔结合,0人关注 / 一年前发布,189,"13,035元/平"
业主诚心出售 ，正规三房，高楼层通风采光都好,融信观山海 -南滨大道,3室2厅 | 122平米 | 东南 西北 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,108,"8,853元/平"
和信山语海带露  台三房通透户型满五唯一,和信山语海 -招商大道,3室1厅 | 90平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,95.5,"10,612元/平"
永鸿·厦门湾南岸 4室1厅 南,永鸿·厦门湾南岸 -南滨大道,4室1厅 | 138.3平米 | 南 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,128,"9,256元/平"
招商依山海 西班牙建筑  大平层 户型方,招商依山海 -招商大道,4室2厅 | 198平米 | 南 北 | 简装 | 高楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,200,"10,102元/平"
漳州港御珑湾 正规三方两卫，中间楼层,永鸿御珑湾 -南滨大道,3室2厅 | 112平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板塔结合,2人关注 / 一年前发布,83,"7,411元/平"
大唐世纪二期，南北通透，明厨明卫,大唐世家二期 -南滨大道,4室2厅 | 96平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 板楼,0人关注 / 一年前发布,88,"9,167元/平"
