标题,开发商,房子信息,发布信息,售价/万,单价
名仕康城.小区绿化好.楼层好.采光好.户型南北通透,名仕康城 -大市场商圈,4室2厅 | 143.82平米 | 南 北 | 毛坯 | 高楼层(共19层)  | 板塔结合,14人关注 / 一年前发布,81,"5,633元/平"
市政府后花园 电梯洋房户型方正  环境优美,十里风荷 -旭日商圈,3室2厅 | 128平米 | 南 | 毛坯 | 中楼层(共9层)  | 暂无数据,0人关注 / 7个月以前发布,82,"6,407元/平"
证满五年，税费低 业主诚心出售。,三江佳苑 -大市场商圈,3室2厅 | 138平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 一年前发布,89.8,"6,508元/平"
万达一线江景，视野宽阔，采光充足，配套设施齐全。,万达华府 -万达商圈,4室2厅 | 138平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,6人关注 / 一年前发布,179,"12,972元/平"
五三延伸段园林式小区200多平方好装修亿升滨江花园,亿升滨江花园 -万力商圈,6室2厅 | 103.69平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,10人关注 / 8个月以前发布,172,"16,588元/平"
万达华府单价低，房东诚心出售，看房方便,万达华府 -万达商圈,3室2厅 | 108.18平米 | 东南 | 毛坯 | 低楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,108,"9,984元/平"
全明户型，视野宽阔，采光充足，产证满二年,万达华府 -万达商圈,4室2厅 | 124.33平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,10人关注 / 一年前发布,134.5,"10,818元/平"
龙湖一品大四房满二年，南北通户，视野宽阔，光线充足,龙湖一品 -行政中心商圈,4室2厅 | 154平米 | 东 南 | 毛坯 | 中楼层(共18层)  | 板楼,14人关注 / 5个月以前发布,178,"11,559元/平"
亿升滨江毛坯可任意装修，小区环境优美，楼层好可看江,亿升滨江花园 -万力商圈,3室2厅 | 101.12平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,1人关注 / 3个月以前发布,115,"11,373元/平"
城东品质小区，房东诚心出售，配套成熟,碧桂园天樾 -商贸城商圈,4室2厅 | 143平米 | 南 | 毛坯 | 中楼层(共34层)  | 板楼,0人关注 / 4个月以前发布,135.6,"9,483元/平"
一梯一户高层，看江效果好，看房提前预约,碧桂园信州府 -大市场商圈,3室2厅 | 147平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,135,"9,184元/平"
户型方正，南北通风，小区位置好，天虹，信美,碧桂园天樾 -商贸城商圈,4室2厅 | 143.57平米 | 南 | 毛坯 | 中楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,125,"8,707元/平"
毛坯，随意装修，自住或出租都是不错的选择。。。,帝泊湾 -经开区商圈,4室2厅 | 134.77平米 | 南 | 毛坯 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,117,"8,682元/平"
江湾丽城  好楼层  视野开阔  采光充足  毛坯三房,江湾丽城 -万达商圈,3室2厅 | 125平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,49人关注 / 一年前发布,83,"6,640元/平"
可以扩张面积大，业主诚心，南北通全面户型带俩大飘窗,天一尊邸 -经开区商圈,4室2厅 | 130平米 | 南 | 毛坯 | 低楼层(共22层)  | 板楼,5人关注 / 一年前发布,79.8,"6,139元/平"
江景房，南北通透。满五年。房东诚意出售！,锦江华庭 -大市场商圈,3室2厅 | 148.02平米 | 南 北 | 毛坯 | 高楼层(共19层)  | 板楼,4人关注 / 一年前发布,101,"6,824元/平"
一线江景房，无遮挡楼层佳，户型格局好,万达华府 -万达商圈,4室2厅 | 124.86平米 | 南 | 简装 | 中楼层(共32层)  | 板楼,1人关注 / 一年前发布,187,"14,977元/平"
售万达华府一线江景房，4房2厅2卫，采光充足,万达华府 -万达商圈,4室2厅 | 138平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,1人关注 / 4个月以前发布,169,"12,247元/平"
房子室内宽敞明亮，视线良好，采光度高，户型方正,三江佳苑 -大市场商圈,2室2厅 | 91.25平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,53,"5,809元/平"
经济3房现房可以看江，全南户型，房东诚心出售有钥匙,信江印象 -经开区商圈,3室2厅 | 99平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,69.8,"7,051元/平"
户型方正，看房方便， 业主诚心出售,融晖城 -商贸城商圈,3室1厅 | 135平米 | 南 北 | 精装 | 低楼层(共27层)  | 暂无数据,2人关注 / 4个月以前发布,148.5,"11,000元/平"
别墅区，双拼别墅带露台带院子，宜居,颐景园 -大市场商圈,5室3厅 | 288.23平米 | 南 北 | 毛坯 | 3层  | 板楼 | 联排别墅 ,12人关注 / 一年前发布,238,"8,258元/平"
七  中县广场绿野幸福里小区东边套中间楼层,绿野幸福里 -经开区商圈,3室2厅 | 110平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 一年前发布,74,"6,728元/平"
碧桂园天樾3房2厅2卫，户型方正通透性好,碧桂园天樾 -商贸城商圈,3室2厅 | 118平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,106,"8,984元/平"
水南街少有复式楼.视野好业主诚心出售有钥匙随时可看,景山花苑 -水南街商圈,5室2厅 | 171平米 | 西南 | 简装 | 高楼层(共7层)  | 板楼,4人关注 / 5个月以前发布,100,"5,848元/平"
房子户型端正，采光十足，房东诚心卖,黄金水岸 -水南街商圈,3室2厅 | 120平米 | 南 | 简装 | 中楼层(共23层)  | 板楼,1人关注 / 4个月以前发布,108,"9,000元/平"
市广场繁华地段，配套齐全，市区较少的电梯商品房。,兴业豪苑 -亿升商圈,3室2厅 | 144.86平米 | 东南 | 精装 | 中楼层(共25层)  | 板塔结合,0人关注 / 2个月以前发布,105.5,"7,283元/平"
视野宽阔 电梯房  经典大三房 配套齐全交通便利,嘉源广场 -亿升商圈,3室2厅 | 137.96平米 | 南 | 简装 | 中楼层(共30层)  | 板楼,0人关注 / 一年前发布,112,"8,119元/平"
豆芽巷98号。豆芽巷居委会旁产证79.22平实际90平左右,豆芽巷98号 -水南街商圈,3室1厅 | 79.22平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,8人关注 / 一年前发布,47.4,"5,984元/平"
三清城 满两年  五三大道  精装房 可以直接拎包入住,三清城 -亿升商圈,3室2厅 | 137.68平米 | 南 北 | 精装 | 中楼层(共19层)  | 板楼,2人关注 / 4个月以前发布,136,"9,878元/平"
步行200米到校，全明结构，南北通,箭道巷47号 -亿升商圈,4室2厅 | 156.84平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 8个月以前发布,123,"7,843元/平"
荣盛云溪府  视野宽阔，南面无遮挡采光充足，格局方正,荣盛云溪府 -水南街商圈,3室2厅 | 115平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 7个月以前发布,79,"6,870元/平"
六中边上大四房采光好140平方卖90万,胜利路57号 -亿升商圈,4室2厅 | 140.88平米 | 南 | 其他 | 高楼层(共7层)  | 塔楼,0人关注 / 3个月以前发布,89.8,"6,375元/平"
九州奥城隔壁 上饶中  学边 翼天城 新小区,翼天城 -十一小商圈,3室2厅 | 132.59平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,1人关注 / 一年前发布,112.5,"8,485元/平"
水南街商圈江景房，全新现房、毛坯,江山里 -水南街商圈,4室2厅 | 123平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 暂无数据,1人关注 / 一年前发布,102,"8,293元/平"
润丰广场 洪客隆楼上 位置好 房东诚心卖,润丰广场 -亿升商圈,2室2厅 | 135.72平米 | 南 | 毛坯 | 高楼层(共27层)  | 板楼,0人关注 / 5个月以前发布,100,"7,369元/平"
水南街少有复式楼.视野好业主诚心出售有钥匙随时可看,景山花苑 -水南街商圈,5室2厅 | 171平米 | 西南 | 简装 | 高楼层(共7层)  | 板楼,4人关注 / 5个月以前发布,100,"5,848元/平"
雷锋像，位置好，框架结构，高层，采光好。,解放路106号 -亿升商圈,2室2厅 | 108.17平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,62,"5,732元/平"
本楼座落在农办大楼后面  视野开阔，离十四小近。,丰溪路10号 -水南街商圈,3室2厅 | 106平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,1人关注 / 8个月以前发布,74.6,"7,038元/平"
繁华地段 南门口 实用面积大 三房,双井头1号 -亿升商圈,3室2厅 | 129.84平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,10人关注 / 一年前发布,72,"5,546元/平"
江山里一线江景房交通便利出行方便,江山里 -水南街商圈,4室2厅 | 123.63平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 暂无数据,1人关注 / 9个月以前发布,98,"7,927元/平"
滨江西路工商银行旁边，一线江景房,滨江西路30号 -亿升商圈,4室2厅 | 163平米 | 东 南 | 简装 | 高楼层(共8层)  | 塔楼,14人关注 / 一年前发布,80,"4,908元/平"
广信区大四房，户型端正，南北通透，中间楼层～,金科奥园铂悦都会 -经开区商圈,4室2厅 | 131平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 塔楼,0人关注 / 3个月以前发布,98,"7,481元/平"
安泰嘉利豪园，大三房户型方正。,安太嘉利豪园 -水南街商圈,3室2厅 | 141.84平米 | 西南 | 精装 | 高楼层(共8层)  | 板楼,0人关注 / 一年前发布,94,"6,628元/平"
市中 心繁华地段  好房子  采光好   拎包入住,大井头131号 -亿升商圈,3室2厅 | 145.87平米 | 南 | 简装 | 中楼层(共7层)  | 塔楼,1人关注 / 一年前发布,102,"6,993元/平"
房东着急出售，价格好谈 精装修 拎包可入住  含家具,胜利路60号 -亿升商圈,3室2厅 | 133.9平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,13人关注 / 一年前发布,85,"6,349元/平"
成熟的商圈，面积小公摊低。，交通便利,铁路新村6路111号 -亿升商圈,3室2厅 | 121平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,9人关注 / 一年前发布,70,"5,786元/平"
房子满两年，视野宽阔。毛坯可随意装修房东诚心卖,黄金水岸 -水南街商圈,4室2厅 | 159平米 | 南 | 毛坯 | 高楼层(共23层)  | 板塔结合,1人关注 / 一年前发布,135,"8,491元/平"
步行街旁，生活交通便利，配套齐全.,中山西路23号 -亿升商圈,3室2厅 | 96.67平米 | 南 西南 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 4个月以前发布,52,"5,380元/平"
市中 心东门路好房源，好位置好楼层,东门路5号 -亿升商圈,3室2厅 | 103.4平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 4个月以前发布,71,"6,867元/平"
水南街 黄晶水岸 采光好，老少皆宜 交通四通八达,黄金水岸 -水南街商圈,4室2厅 | 132.78平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,100,"7,532元/平"
小区停车便利，装修可拎包入住，生活便利,安太嘉利豪园 -水南街商圈,2室2厅 | 83.26平米 | 西南 | 简装 | 中楼层(共8层)  | 板楼,1人关注 / 3个月以前发布,55,"6,606元/平"
房子楼层好，交通便利，配套成熟,箭道巷 -亿升商圈,3室1厅 | 71.39平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,58,"8,125元/平"
信江河旁，国家一级资质物业，江南水乡园林风格,荣盛云溪府 -水南街商圈,3室2厅 | 118.43平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,89,"7,515元/平"
此房满五唯一户型格局通透高层视野好采光好.交通便利,钟山北巷1号 -水南街商圈,2室1厅 | 98平米 | 东南 | 简装 | 高楼层(共7层)  | 板塔结合,3人关注 / 一年前发布,47,"4,796元/平"
友邦壹号公馆 户型方正 四居室 此价格带车位,友邦壹号公馆 -十一小商圈,4室2厅 | 121.29平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板塔结合,0人关注 / 7个月以前发布,160,"13,192元/平"
房东着急出售，价格好谈 精装修 拎包可入住  含家具,胜利路60号 -亿升商圈,3室2厅 | 133.9平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,13人关注 / 一年前发布,85,"6,349元/平"
成熟的商圈，面积小公摊低。，交通便利,铁路新村6路111号 -亿升商圈,3室2厅 | 121平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,9人关注 / 一年前发布,70,"5,786元/平"
房子满两年，视野宽阔。毛坯可随意装修房东诚心卖,黄金水岸 -水南街商圈,4室2厅 | 159平米 | 南 | 毛坯 | 高楼层(共23层)  | 板塔结合,1人关注 / 一年前发布,135,"8,491元/平"
市中 心繁华地段  好房子  采光好   拎包入住,大井头131号 -亿升商圈,3室2厅 | 145.87平米 | 南 | 简装 | 中楼层(共7层)  | 塔楼,1人关注 / 一年前发布,102,"6,993元/平"
安泰嘉利豪园，大三房户型方正。,安太嘉利豪园 -水南街商圈,3室2厅 | 141.84平米 | 西南 | 精装 | 高楼层(共8层)  | 板楼,0人关注 / 一年前发布,94,"6,628元/平"
建行宿舍 。 采光通风效果好，可步行去步行街,建行宿舍 -亿升商圈,2室2厅 | 85.89平米 | 东南 | 简装 | 高楼层(共6层)  | 塔楼,0人关注 / 一年前发布,65,"7,568元/平"
可看江   户型端正，采光充足，七室两厅两卫,黄金水岸 -水南街商圈,7室2厅 | 223.74平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板楼,5人关注 / 一年前发布,181.5,"8,113元/平"
黄 （金）水岸   六七复式楼    带露台  拎包入住,黄金水岸 -水南街商圈,5室3厅 | 208平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,9人关注 / 一年前发布,130,"6,250元/平"
中山路口生活配套齐全，看房方便,建源大厦 -亿升商圈,3室2厅 | 119.8平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,2人关注 / 4个月以前发布,66,"5,510元/平"
此房满五唯一户型格局通透高层视野好采光好.交通便利,钟山北巷1号 -水南街商圈,2室1厅 | 98平米 | 东南 | 简装 | 高楼层(共7层)  | 板塔结合,3人关注 / 一年前发布,47,"4,796元/平"
房子在水南街靠广丰路口这边交通方便。,水南街409号 -水南街商圈,3室2厅 | 123.92平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 4个月以前发布,68,"5,488元/平"
信江河旁，国家一级资质物业，江南水乡园林风格,荣盛云溪府 -水南街商圈,3室2厅 | 118.43平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,89,"7,515元/平"
电梯房，适合老人小孩居住，背山面水小区环境优美，,江山里 -水南街商圈,3室2厅 | 123.63平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,101,"8,170元/平"
市中位置，楼层好，生活方便，交通方便。,相府路3号 -亿升商圈,3室2厅 | 131平米 | 东南 南 | 简装 | 低楼层(共7层)  | 暂无数据,1人关注 / 5个月以前发布,80,"6,107元/平"
水南街安太小区交通方便门口就有公交车站。,安太嘉利豪园 -水南街商圈,3室2厅 | 118.2平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 8个月以前发布,78,"6,599元/平"
成熟商圈，繁华路段的一线江景房。,望江大厦 -亿升商圈,3室2厅 | 106.71平米 | 东南 | 简装 | 高楼层(共8层)  | 板楼,1人关注 / 一年前发布,76,"7,123元/平"
翼天城高品质小区，地段好，采光好,翼天城 -十一小商圈,4室2厅 | 127.32平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 一年前发布,108,"8,483元/平"
背山面水风景好，离校近2中13小,黄金水岸 -水南街商圈,4室2厅 | 143平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,110,"7,693元/平"
步行街旁，生活交通便利，配套齐全.,中山西路23号 -亿升商圈,3室2厅 | 96.67平米 | 南 西南 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 4个月以前发布,52,"5,380元/平"
此房满五年不唯一税费低楼层光线阳光好市里交通方便,万嘉国际花园 -十一小商圈,4室2厅 | 152.95平米 | 南 | 简装 | 中楼层(共12层)  | 板楼,10人关注 / 一年前发布,115,"7,519元/平"
大三房，户型好，空间感强，老少皆宜,汇成观邸 -行政中心商圈,3室2厅 | 140.44平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 板楼,3人关注 / 一年前发布,133.5,"9,506元/平"
碧桂园花园洋房，一线江景房。。,碧桂园信州府 -大市场商圈,3室2厅 | 120平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 一年前发布,120,"10,000元/平"
碧桂园信州府，挂牌含 两 个车位， 业主诚心出售,碧桂园信州府 -大市场商圈,3室2厅 | 120平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 11个月以前发布,140,"11,667元/平"
碧桂园信州府  新出好房 业主诚心出售,碧桂园信州府 -大市场商圈,3室2厅 | 147平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,0人关注 / 一年前发布,145,"9,864元/平"
视野开阔，采光很好，小区环境优美,公园道1号尊品 -行政中心商圈,3室2厅 | 97.43平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 一年前发布,120,"12,317元/平"
友邦壹号公馆  新出好房，业主诚心出售。。,友邦壹号公馆 -十一小商圈,3室2厅 | 121.28平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,6人关注 / 一年前发布,145,"11,956元/平"
恒大名都精装修房，地段好楼层佳，万达商圈优质资产。,恒大名都 -万达商圈,3室2厅 | 104平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,5人关注 / 一年前发布,140,"13,462元/平"
