标题,开发商,房子信息,发布信息,售价/万,单价
采光好，阳光充足，六房二卫有露台.诚心出售,星西兰花园 -红湾大道以北,6室2厅 | 207平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 6天以前发布,120,"5,798元/平"
珠市次新毛坯房，东端户户型端正实用人车分流配套齐全,世纪朝阳中央城 -朝阳新城,3室2厅 | 125.71平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,0人关注 / 26天以前发布,239.8,"19,076元/平"
桃苑大街南昌外国语旁开放式小区通透两房间间有窗,振中小区 -朝阳洲,2室2厅 | 72.29平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 21天以前发布,78,"10,790元/平"
地段好 地铁 步行500米 直接入住,龙腾大厦（龙腾小区）丰和大道1558号 -红谷滩万达,3室2厅 | 142.7平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 27天以前发布,235,"16,469元/平"
精装修 拎包入住 楼层好视野开阔 出行方便,幸福时光三期 -象湖,3室2厅 | 85.95平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 21天以前发布,140,"16,289元/平"
华侨城万科一期  端户通透户型 业主诚心出售,华侨城万科天鹅堡 -朝阳新城,4室2厅 | 126.78平米 | 南 | 精装 | 低楼层(共28层)  | 暂无数据,0人关注 / 26天以前发布,283,"22,323元/平"
有院子门卫，停车方便，近几年才装修，可拎包入住,康嘉苑 -贤士湖,3室2厅 | 115.97平米 | 南 北 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 23天以前发布,150,"12,935元/平"
联泰香域滨江 精装大四房 采光充足 视野开阔,联泰香域滨江 -学府大道,4室2厅 | 149.87平米 | 南 | 精装 | 高楼层(共15层)  | 板塔结合,0人关注 / 20天以前发布,300,"20,018元/平"
红谷滩旁边   三房两卫 急售,英格兰堡 -黄家湖,3室3厅 | 106.95平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 16天以前发布,140,"13,091元/平"
满五唯一 精装修 房东诚心出售,恒大名都 -新城吾悦,2室2厅 | 91.44平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,0人关注 / 30天以前发布,160,"17,498元/平"
房型好，户型通透，阳光充足，适合自住，很敞亮,冶建尚郡 -洪都航空工业园,2室2厅 | 78.5平米 | 南 北 | 精装 | 高楼层(共15层)  | 塔楼,0人关注 / 16天以前发布,85,"10,829元/平"
铜锣湾广场旁 通透三房 视野开阔中高层 业主诚心出售,天赐良园 -庐山南大道,3室2厅 | 116.46平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 27天以前发布,165,"14,168元/平"
凤凰城一期，精装三房！诚意出售 随时看房。价格可谈,凤凰城凤鸣苑 -凤凰洲,3室2厅 | 141.85平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 23天以前发布,285,"20,092元/平"
南北朝向！楼层适中！户型方正！,青山湖社区 -塘山广场,3室1厅 | 70.75平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 19天以前发布,75,"10,601元/平"
户型方正！装修保护完好！可直接入住！,南京东路药检所宿舍 -塘山广场,3室1厅 | 85.89平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 28天以前发布,85,"9,897元/平"
小区环境好！地理位置好！配套齐全！,恒茂国际都会 -塘山广场,3室2厅 | 110.14平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 22天以前发布,190,"17,251元/平"
房东诚心出售，毛坯有车位，随时可以看房！,汇仁阳光花园 -莲塘,4室2厅 | 122.4平米 | 南 | 毛坯 | 高楼层(共27层)  | 板楼,0人关注 / 26天以前发布,121,"9,886元/平"
恒大六期别墅 环境优美 别墅院子大。,南昌恒大绿洲六期 -银三角,5室2厅 | 245平米 | 西南 | 毛坯 | 3层  | 塔楼 | 双拼别墅 ,0人关注 / 28天以前发布,450,"18,368元/平"
清水毛坯 一线湖景房，户型相当好，,新力银湖湾 -象湖,4室2厅 | 126平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,0人关注 / 20天以前发布,209,"16,588元/平"
户型方正日照充足，小区配套齐全，昌北公交站交通便利,中海阳光玫瑰园 -蛟桥,4室2厅 | 114平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 19天以前发布,216,"18,948元/平"
精装修带家具家电，带花园地下室的洋房,南昌恒大时代之光 -蛟桥,6室1厅 | 109平米 | 南 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 18天以前发布,183,"16,789元/平"
地铁口商铺，上下两层，旁边就是商场和医院人流量大,尚东大道 -青山湖区,1室0厅 | 117.14平米 | 南 | 毛坯 | 低楼层(共1层)  | 暂无数据,0人关注 / 31天以前发布,219,"18,696元/平"
交通便利高新吾悦广场旁现房。。,新城吾悦广场 -新城吾悦,1室1厅 | 38.26平米 | 南 | 毛坯 | 低楼层(共30层)  | 板楼,0人关注 / 28天以前发布,20,"5,228元/平"
船山路广润门小区，太阳光线好，总价29万，随时可看房,广润门三区 -船山路,1室1厅 | 39.17平米 | 南 | 精装 | 高楼层(共8层)  | 板塔结合,0人关注 / 18天以前发布,29,"7,404元/平"
世纪风情一期 1室1厅 南,世纪风情一期 -青山湖区,1室1厅 | 61.5平米 | 南 | 精装 | 高楼层(共23层)  | 塔楼,0人关注 / 28天以前发布,42,"6,830元/平"
保利高尔夫塞纳河畔 精装通透三房 业主诚心出售 急,保利国际高尔夫花园塞纳河畔 -庐山南大道,3室2厅 | 114.63平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,6人关注 / 一年前发布,381,"33,238元/平"
：此房满五唯一，全新精装，地理位置好，生活便利,富麗花園 -高新区,4室3厅 | 165.37平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,4人关注 / 一年前发布,193,"11,671元/平"
此房中高楼层，视野好采光佳，户型通透 ，配套齐全,丰和小区丰和二区 -红谷滩万达,5室3厅 | 203.34平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,285,"14,016元/平"
湾里岭秀湖广场旁绿地悦澜湾大四房诚意出售,绿地悦澜湾 -湾里,4室2厅 | 139.12平米 | 南 | 毛坯 | 高楼层(共11层)  | 暂无数据,1人关注 / 3个月以前发布,124.8,"8,971元/平"
青山湖畔 高档小区 品质楼盘 有停车位 享受奢华生活,湖畔豪庭 -文教路,6室3厅 | 355.43平米 | 南 北 | 简装 | 高楼层(共11层)  | 板塔结合,5人关注 / 一年前发布,354.6,"9,977元/平"
高档小区、低调享受，等待有缘人,蓝光雍锦王府 -朝阳新城,5室2厅 | 241.19平米 | 南 北 | 精装 | 低楼层(共27层)  | 暂无数据,8人关注 / 一年前发布,680,"28,194元/平"
买一层加一层，含车库，视野开阔 得房率高 诚心出售,龙腾小筑 -红谷滩万达,5室3厅 | 139.07平米 | 南 | 精装 | 中楼层(共5层)  | 平房,7人关注 / 一年前发布,399,"28,691元/平"
湖景房 小区管理严谨，居民素质高，绿化高，车位足,象湖园社区 -江铃,6室2厅 | 228.26平米 | 南 | 精装 | 高楼层(共9层)  | 暂无数据,4人关注 / 一年前发布,270,"11,829元/平"
大平层独户大露台可以拎包入住，重新装修方便,蓝天雅居 -十字街,7室2厅 | 327.02平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,7人关注 / 10个月以前发布,360,"11,009元/平"
玺园精装四房 澄碧湖东门 房东诚心出售 随时看房,玺园南区 -莲塘,4室2厅 | 128.3平米 | 南 | 精装 | 低楼层(共19层)  | 塔楼,1人关注 / 3个月以前发布,152,"11,848元/平"
红角洲紫金园 地铁学府大道 山姆会员店,紫金园西区 -学府大道,4室2厅 | 124.25平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,34人关注 / 一年前发布,254,"20,443元/平"
瑶湖小区 环境优美 小区安全系统高  交通方便,瑶湖豪宅 -瑶湖东,4室1厅 | 111.35平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,118,"10,598元/平"
5室3厅名师设计，户型独特，实用面积200，含50万装修,康城一期 -莲塘,5室3厅 | 143.68平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,5人关注 / 9个月以前发布,147,"10,232元/平"
大面积复式 出门就是高新大道地铁口 万象汇商场,尚东大道 -青山湖区,7室2厅 | 192.29平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 9个月以前发布,380,"19,762元/平"
清爽装修，居住舒适，房东诚心出售,京东嘉苑 -塘山广场,5室3厅 | 138.88平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,12人关注 / 一年前发布,125,"9,001元/平"
正规复式带大露台，户型方正，业主诚心出售,西水滨鹭岛 -昌南,5室2厅 | 187.33平米 | 南 | 精装 | 高楼层(共4层)  | 板楼,0人关注 / 4个月以前发布,189,"10,090元/平"
诚心出售 价格可谈 精装  户型方正  采光充足,中欧金球公寓 -塘山广场,4室2厅 | 123.41平米 | 南 | 精装 | 低楼层(共7层)  | 塔楼,5人关注 / 一年前发布,130,"10,534元/平"
九洲上郡改善户型，精装修带中Y空调！,九洲上郡 -朝阳新城,4室2厅 | 168.73平米 | 南 | 精装 | 低楼层(共29层)  | 板楼,3人关注 / 一年前发布,325,"19,262元/平"
箭道巷 5室1厅 南 北,箭道巷 -墩子塘,5室1厅 | 174.55平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,179,"10,255元/平"
房东诚心出售，小区环境优雅，交通便利,皇冠国际花园 -朝阳洲,4室2厅 | 167.66平米 | 南 | 精装 | 低楼层(共39层)  | 板楼,23人关注 / 一年前发布,260,"15,508元/平"
小区配套完善 采光好 业主置换 诚心出售,梦里水乡 -莲塘,4室2厅 | 165.63平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,4人关注 / 5个月以前发布,206,"12,438元/平"
经济实惠的房源必选，户型方正，卧室朝南,城东花园 -青山湖区,3室1厅 | 65.29平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,13人关注 / 一年前发布,75,"11,488元/平"
海铂兰亭 房子带精装 采光好 看房方便业主诚心出售,海珀兰庭 -秋水广场,4室2厅 | 337.45平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,28人关注 / 一年前发布,780,"23,115元/平"
电梯阔景露台湖景空中别墅  繁华地段 享静谧空间,康健里九里象湖城 -象湖,5室3厅 | 243.2平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,9人关注 / 一年前发布,299,"12,295元/平"
毕加索花园高档小区，近地铁配套齐全，生活方便,毕加索花园 -莲塘,3室2厅 | 109.64平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,31人关注 / 一年前发布,125,"11,401元/平"
户型方正，多阳台，得房率高，适合三代人一起居住,汇龙铭都 -翠苑路,4室2厅 | 100.45平米 | 南 | 简装 | 高楼层(共6层)  | 塔楼,2人关注 / 一年前发布,315.8,"31,439元/平"
鹿璟名居 舒适大3房 能看江 单价低 房东诚心卖,鹿璟名居 -翠苑路,3室2厅 | 157.99平米 | 南 | 精装 | 中楼层(共16层)  | 板塔结合,23人关注 / 一年前发布,259,"16,394元/平"
复式两层，得房率高，有院子可开发,地中海阳光 -岭口路,4室2厅 | 92.26平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,1人关注 / 11个月以前发布,285,"30,891元/平"
万达华府，格局合理，户型优美，采光充足,万达华府 -翠苑路,8室3厅 | 234.96平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,20人关注 / 一年前发布,480,"20,430元/平"
商城世纪村复式楼  房东诚售 实用面积大 装修精美,商城世纪村 -翠苑路,4室2厅 | 264.03平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,27人关注 / 11个月以前发布,410,"15,529元/平"
现代庄园精装修别墅，上下三层。,现代庄园 -塘山广场,9室2厅 | 360.39平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,0人关注 / 3个月以前发布,390,"10,822元/平"
近地铁口 视野很好，前后无遮挡 西站旁!交通便..,银凯公元·九珑 -红谷滩,6室2厅 | 199.81平米 | 南 北 | 精装 | 高楼层(共31层)  | 板楼,0人关注 / 2个月以前发布,180,"9,009元/平"
近地铁人交流多生活便利，居住舒适,庐山花园 -青山湖区,5室2厅 | 193.02平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,5人关注 / 一年前发布,180,"9,326元/平"
黄埔豪庭，福州路上唯一电梯商品房，房东诚心出售。,黄埔豪庭 -文教路,4室3厅 | 147.23平米 | 南 | 精装 | 中楼层(共20层)  | 暂无数据,4人关注 / 一年前发布,180,"12,226元/平"
红谷春晖园豪 华装修大三房  南北通透户型 视野开阔,红谷春晖园 -红谷滩万达,3室2厅 | 142.88平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,9人关注 / 一年前发布,330,"23,097元/平"
地铁边精装洋房 带院子 地下一层  俩公园围着,世纪风情三期 -青山湖区,7室2厅 | 153.22平米 | 南 北 | 精装 | 低楼层(共4层)  | 塔楼,37人关注 / 一年前发布,310,"20,233元/平"
通透户型带双阳台 精装修  三房朝南  一房朝北  改善,辉煌家园 -艾溪湖东,4室2厅 | 151.34平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,27人关注 / 一年前发布,236.8,"15,647元/平"
精心装修 拎包入住 可以做店铺,红谷·新城 -红湾大道以南,4室2厅 | 158.1平米 | 东南 | 简装 | 低楼层(共5层)  | 板楼,11人关注 / 一年前发布,232,"14,675元/平"
万达星城，大四房，精装修，诚心出售,万达星城东区 -翠苑路,6室3厅 | 243.37平米 | 南 北 | 精装 | 高楼层(共9层)  | 板塔结合,12人关注 / 一年前发布,450,"18,491元/平"
通透格局，采光不错，视野宽广。,阳光枫情 -翠苑路,5室2厅 | 167.48平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,14人关注 / 一年前发布,175,"10,450元/平"
品质楼盘，房东诚心出售，交通便利,滨江壹号 -朝阳洲,4室2厅 | 154.99平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,370,"23,873元/平"
现代庄园别墅 环境优雅，交通便利。装修清爽,现代庄园 -塘山广场,8室3厅 | 167.68平米 | 南 | 精装 | 3层  | 板塔结合 | 独栋别墅 ,6人关注 / 8个月以前发布,248,"14,791元/平"
房子楼层好，采光好，房型方正通透，低密度.,绿湖豪城二期 -岭口路,5室2厅 | 126.89平米 | 东南 | 精装 | 低楼层(共11层)  | 板楼,5人关注 / 一年前发布,389.9,"30,728元/平"
南坊机小区 3室2厅 南 北,南坊机小区 -红谷滩万达,3室2厅 | 115.37平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,5人关注 / 一年前发布,290,"25,137元/平"
抚河桥头 单位宿舍电梯房 户型通透光线好 出入方便,廖洲街 -船山路,3室2厅 | 141.53平米 | 东南 | 精装 | 低楼层(共17层)  | 暂无数据,2人关注 / 一年前发布,135,"9,539元/平"
青春家园上下2层精装4房 格局好 房间敞亮 配套齐全,青春家园 -高新管委会,4室2厅 | 271.99平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,3人关注 / 一年前发布,220,"8,089元/平"
红谷凯旋 顶楼复式急售 采光好,红谷凯旋 -秋水广场,5室2厅 | 205.32平米 | 南 | 简装 | 高楼层(共31层)  | 塔楼,21人关注 / 一年前发布,310,"15,099元/平"
顶楼复式实际使用面积大 房东自住装修  交通方便,理想家园·泉水湾 -翠苑路,3室2厅 | 141.5平米 | 北 南 | 精装 | 高楼层(共6层)  | 板楼,40人关注 / 一年前发布,185,"13,075元/平"
地中海5层洋房、大面积复式楼，买叠墅的客户请看这套,地中海阳光 -岭口路,4室3厅 | 252.77平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,34人关注 / 一年前发布,656,"25,953元/平"
采光充足，空间大，房屋干净整洁,洪城·比华利 -翠苑路,4室2厅 | 104.48平米 | 南 北 | 精装 | 高楼层(共5层)  | 板塔结合,30人关注 / 一年前发布,235,"22,493元/平"
世纪中 央精装3房 中间楼层 采光好,世纪中央城一期 -秋水广场,3室2厅 | 101.82平米 | 南 | 简装 | 中楼层(共31层)  | 板塔结合,7人关注 / 一年前发布,220,"21,607元/平"
城市溪地精装四房，*大复式楼，带南北双大面积露台,城市溪地 -江铃,4室2厅 | 169.71平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,140,"8,250元/平"
江景视野房 户型方正 业主自住装修 可拎包入住,鹿璟名居 -翠苑路,3室2厅 | 115.4平米 | 南 | 简装 | 低楼层(共26层)  | 板塔结合,5人关注 / 一年前发布,200,"17,332元/平"
1楼2楼复式楼 户型方正 中式装修 房东诚心出售,万达星城东区 -翠苑路,4室3厅 | 221.54平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合,34人关注 / 一年前发布,398,"17,966元/平"
户型方正，精装修，直接拎包入住，小区环境好,中大青山湖花园 -李家庄,5室2厅 | 153.85平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 10个月以前发布,250,"16,250元/平"
电梯小高层  户型方正 业主诚心出售 看房方便,名门世家 -秋水广场,3室2厅 | 134.94平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,8人关注 / 一年前发布,260,"19,268元/平"
恒茂城市花园小区位置明亮，房型正气，，小区绿化好！,恒茂城市花园 -文教路,4室2厅 | 175.6平米 | 北 | 精装 | 高楼层(共14层)  | 板塔结合,7人关注 / 一年前发布,213,"12,130元/平"
青山湖畔、体育公园、地铁、一环线旁、产权清晰、,湖畔豪庭 -文教路,4室3厅 | 229.84平米 | 南 | 精装 | 中楼层(共12层)  | 板楼,6人关注 / 一年前发布,235,"10,225元/平"
