标题,开发商,房子信息,发布信息,售价/万,单价
二楼户型方正，通风采光好，生活便利,民族里(环城西二路) -象山区,1室1厅 | 46.03平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 5天以前发布,15.8,"3,433元/平"
原装毛坯房，高楼层 采光好，无暗角 视野开阔,聚福苑 -灵川,3室2厅 | 133.41平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,3人关注 / 一年前发布,49.6,"3,718元/平"
临桂大圆盘 在水一方 配套成熟  交通便利,在水一方休闲街B段 -临桂区,3室2厅 | 124.86平米 | 东南 | 精装 | 中楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,51,"4,085元/平"
临桂新区 奥林匹克花园 小高层 中装大三房,奥林匹克花园巴塞心晴 -临桂区,3室2厅 | 129.27平米 | 南 | 简装 | 中楼层(共10层)  | 板楼,1人关注 / 一年前发布,71,"5,493元/平"
天鹅堡三房两厅两卫大阳台，户型方正，成本价出售,兴盛天鹅堡 -临桂区,3室2厅 | 104平米 | 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,54,"5,193元/平"
业主诚意出售电梯好户型好楼层3房2厅2卫,汇荣•桂林桂林 -临桂区,3室1厅 | 88平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,1人关注 / 4个月以前发布,52.5,"5,966元/平"
精通伊顿国际精装修无抵押无户口采光通透好,精通伊顿国际 -临桂区,3室2厅 | 118.3平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 8个月以前发布,69,"5,833元/平"
房子好楼层好户型方正生活便利产权清晰随时过户,广西第一地质队家属院 -临桂区,3室1厅 | 82.69平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 9个月以前发布,31.8,"3,846元/平"
业主诚心出售  临桂区帝王国际3房2厅2卫,佳城地王国际 -临桂区,4室2厅 | 146平米 | 南 | 毛坯 | 高楼层(共28层)  | 塔楼,1人关注 / 一年前发布,82.8,"5,672元/平"
成熟小区入住率高’经典小三房‘、购物均可满足,兴盛爱地社区 -临桂区,3室2厅 | 88.13平米 | 北 | 毛坯 | 高楼层(共34层)  | 板楼,0人关注 / 一年前发布,36,"4,085元/平"
彰泰城市1号 精装修3房 90平,彰泰城市一号 -临桂区,3室2厅 | 90.45平米 | 东南 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 3个月以前发布,78.6,"8,690元/平"
花样年花样城毛坯四房两厅两卫 中间楼层,花样年花样城二期 -临桂区,4室2厅 | 130.2平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,2人关注 / 一年前发布,79.2,"6,083元/平"
碧园香樟林 三房两厅两卫 简装即住,碧园香樟林 -临桂区,3室2厅 | 101平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 8个月以前发布,46,"4,555元/平"
西宸源著、四房两厅两卫、花生糖旁,新安厦•西宸源著 -临桂区,4室2厅 | 123.19平米 | 北 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,82,"6,657元/平"
急售 吾悦广场 汇荣桂林桂林 大三房 中间楼层,汇荣•桂林桂林 -临桂区,4室2厅 | 133.88平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,1人关注 / 一年前发布,70,"5,229元/平"
国际西苑三房两厅两卫户型方正采光充足,国际西苑 -临桂区,3室2厅 | 125平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,47,"3,760元/平"
西宸源著 市政府旁小区带车位 地段成熟 房子视野开阔,新安厦•西宸源著 -临桂区,4室2厅 | 114平米 | 南 | 毛坯 | 低楼层(共24层)  | 塔楼,1人关注 / 6个月以前发布,78.5,"6,886元/平"
花样年花样城  南北透三面采光 一线景观房..,花样年花样城 -临桂区,3室2厅 | 129平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 5个月以前发布,92,"7,132元/平"
七星区穿山东路体育馆东晖国际公馆大三房高楼层,东晖国际公馆 -七星区,3室2厅 | 140.5平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 板楼,0人关注 / 9个月以前发布,138,"9,823元/平"
漓江明珠 3房2厅1厨2卫 电梯房,漓江明珠 -灵川,3室2厅 | 120平米 | 东南 | 其他 | 低楼层(共16层)  | 板塔结合,0人关注 / 5个月以前发布,56,"4,667元/平"
中高楼层  视野好 已经做好水电 麒麟湾畔,安厦麒麟湾畔 -临桂区,4室2厅 | 109.01平米 | 北 | 毛坯 | 高楼层(共34层)  | 板楼,0人关注 / 一年前发布,62,"5,688元/平"
吾悦广场、万达旁，山水凤凰城大三房,山水凤凰城 -临桂区,3室2厅 | 124平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 暂无数据,0人关注 / 5个月以前发布,62,"5,000元/平"
急售！山水凤凰城三房两厅卫中间号楼层，户型方正。,山水凤凰城 -临桂区,3室2厅 | 95.36平米 | 南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 一年前发布,50,"5,244元/平"
万达旁山水凤凰城三房两厅两卫中间楼层,山水凤凰城 -临桂区,3室2厅 | 95平米 | 东南 南 | 毛坯 | 低楼层(共31层)  | 暂无数据,0人关注 / 一年前发布,59,"6,211元/平"
万达旁 南向三房两卫 中间好楼层，有钥匙可以随时看房,山水凤凰城 -临桂区,3室2厅 | 95.63平米 | 南 | 毛坯 | 中楼层(共31层)  | 暂无数据,0人关注 / 一年前发布,55,"5,752元/平"
正规三房，户型方正，红本在手，随时可签约,山水凤凰城 -临桂区,3室2厅 | 127平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,3人关注 / 一年前发布,65,"5,119元/平"
华丽小区，三房 顶楼复式，带露台，房间都大,华利小区 -临桂区,3室2厅 | 119.62平米 | 东 | 简装 | 高楼层(共7层)  | 板楼,14人关注 / 一年前发布,39.5,"3,303元/平"
山水凤凰城三房两厅两卫户型方正,山水凤凰城 -临桂区,3室2厅 | 95.63平米 | 东南 南 | 毛坯 | 中楼层(共31层)  | 暂无数据,0人关注 / 一年前发布,51,"5,334元/平"
临桂新区市政府商圈万达吾悦舒适四房业主平本售出,山水凤凰城 -临桂区,4室2厅 | 141平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,8人关注 / 一年前发布,76.8,"5,447元/平"
简单装修，拎包入住，小区环境宜人，买了就即可出租,山水凤凰城 -临桂区,3室1厅 | 88平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,10人关注 / 一年前发布,45,"5,114元/平"
急售  吾悦广场 小三房45万,山水凤凰城 -临桂区,3室2厅 | 86.36平米 | 南 | 毛坯 | 中楼层(共30层)  | 暂无数据,2人关注 / 一年前发布,50,"5,790元/平"
山水凤凰城天屿组团，中间楼层   户型合理 利用率高,山水凤凰城 -临桂区,3室2厅 | 112平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,16人关注 / 一年前发布,65,"5,804元/平"
山水凤凰城别墅188万   花园100平,山水凤凰城 -临桂区,5室2厅 | 293.37平米 | 东南 | 其他 | 4层  | 板楼 | 联排别墅 ,19人关注 / 一年前发布,185,"6,307元/平"
山水凤凰城毛坯3房113平68万,山水凤凰城 -临桂区,3室2厅 | 113平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,0人关注 / 一年前发布,62,"5,487元/平"
大三房户型方正  满五唯一  小区配套完善,山水凤凰城 -临桂区,3室2厅 | 124平米 | 南 | 毛坯 | 低楼层(共19层)  | 板楼,13人关注 / 一年前发布,55,"4,436元/平"
大社区，毛坯高层电梯房，户型方正，可以灵活设计。,山水凤凰城 -临桂区,3室2厅 | 112平米 | 南 北 | 毛坯 | 中楼层(共31层)  | 暂无数据,0人关注 / 一年前发布,69,"6,161元/平"
欢乐颂品质楼盘   三房两厅两卫 急售!,彰泰欢乐颂 -临桂区,3室2厅 | 98平米 | 东南 | 毛坯 | 高楼层(共34层)  | 板塔结合,0人关注 / 8个月以前发布,64.8,"6,613元/平"
业主诚心出售  山水凤凰城两房45万,山水凤凰城 -临桂区,2室2厅 | 73平米 | 南 | 毛坯 | 中楼层(共28层)  | 板楼,23人关注 / 一年前发布,38,"5,206元/平"
交通便利，彰泰物业小区，小区绿化好，人性化管理,彰泰欢乐颂 -临桂区,3室2厅 | 96平米 | 南 北 | 精装 | 低楼层(共34层)  | 暂无数据,0人关注 / 5个月以前发布,81,"8,438元/平"
国际会展旁，联发悦溪府洋房4+1户型，南北通*透舒适,联发•悦溪府 -临桂区,5室2厅 | 139平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 2个月以前发布,79.6,"5,727元/平"
万象•芭堤雅 3室2厅 东南,万象•芭堤雅 -临桂区,3室2厅 | 117.05平米 | 东南 | 毛坯 | 高楼层(共29层)  | 板楼,0人关注 / 3个月以前发布,77,"6,579元/平"
房东着急出售山水凤凰城带车位户型房子南北通透,山水凤凰城 -临桂区,4室2厅 | 109平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 10个月以前发布,58,"5,322元/平"
山水凤凰城一梯两户大三房带个车位出售，房东无贷款,山水凤凰城 -临桂区,3室2厅 | 115平米 | 南 | 简装 | 高楼层(共11层)  | 板楼,0人关注 / 4个月以前发布,60,"5,218元/平"
南北通透4房  主卧带阳台  看房方便,山水凤凰城 -临桂区,4室2厅 | 129平米 | 南 北 | 毛坯 | 中楼层(共29层)  | 暂无数据,1人关注 / 一年前发布,62,"4,807元/平"
一梯两户，南北通透，带一个车位的好房子,山水凤凰城 -临桂区,3室2厅 | 131平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板楼,1人关注 / 一年前发布,83,"6,336元/平"
房东诚意出售！心动价格！红本在手随时过户,山水凤凰城 -临桂区,3室2厅 | 125平米 | 南 北 | 毛坯 | 低楼层(共29层)  | 板塔结合,20人关注 / 一年前发布,52,"4,160元/平"
山水凤凰城  三房两厅两卫一厨 楼层好 近万达，吾悦,山水凤凰城 -临桂区,3室2厅 | 95.58平米 | 东南 | 毛坯 | 中楼层(共29层)  | 暂无数据,0人关注 / 一年前发布,50.52,"5,286元/平"
带杂物间金水湾翠园雅筑毛胚三房107平45万,金水湾翠园雅筑 -临桂区,3室2厅 | 107.07平米 | 东南 | 毛坯 | 低楼层(共6层)  | 板楼,7人关注 / 一年前发布,43,"4,017元/平"
吾悦广场旁边三房两厅两卫毛坯在售,山水凤凰城 -临桂区,3室2厅 | 95.5平米 | 南 | 毛坯 | 高楼层(共29层)  | 暂无数据,0人关注 / 一年前发布,50,"5,236元/平"
吾悦广场、万达旁，山水凤凰城大三房,山水凤凰城 -临桂区,3室2厅 | 124平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 暂无数据,0人关注 / 5个月以前发布,62,"5,000元/平"
急售！山水凤凰城三房两厅卫中间号楼层，户型方正。,山水凤凰城 -临桂区,3室2厅 | 95.36平米 | 南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 一年前发布,50,"5,244元/平"
万达旁山水凤凰城三房两厅两卫中间楼层,山水凤凰城 -临桂区,3室2厅 | 95平米 | 东南 南 | 毛坯 | 低楼层(共31层)  | 暂无数据,0人关注 / 一年前发布,59,"6,211元/平"
山水凤凰城别墅188万   花园100平,山水凤凰城 -临桂区,5室2厅 | 293.37平米 | 东南 | 其他 | 4层  | 板楼 | 联排别墅 ,19人关注 / 一年前发布,185,"6,307元/平"
华丽小区，三房 顶楼复式，带露台，房间都大,华利小区 -临桂区,3室2厅 | 119.62平米 | 东 | 简装 | 高楼层(共7层)  | 板楼,14人关注 / 一年前发布,39.5,"3,303元/平"
万达旁 南向三房两卫 中间好楼层，有钥匙可以随时看房,山水凤凰城 -临桂区,3室2厅 | 95.63平米 | 南 | 毛坯 | 中楼层(共31层)  | 暂无数据,0人关注 / 一年前发布,55,"5,752元/平"
正规三房，户型方正，红本在手，随时可签约,山水凤凰城 -临桂区,3室2厅 | 127平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,3人关注 / 一年前发布,65,"5,119元/平"
山水凤凰城128平三房两厅两卫仅售66万！,山水凤凰城 -临桂区,3室2厅 | 128平米 | 南 | 毛坯 | 低楼层(共30层)  | 板楼,0人关注 / 一年前发布,65,"5,079元/平"
万达广场旁毛坯三房两卫 一口价52万,山水凤凰城 -临桂区,3室2厅 | 96平米 | 南 | 毛坯 | 高楼层(共28层)  | 塔楼,0人关注 / 一年前发布,50.3,"5,240元/平"
山水凤凰城 舒适三房 交通便利,山水凤凰城 -临桂区,3室2厅 | 114.93平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,4人关注 / 一年前发布,63,"5,482元/平"
南北通透4房  主卧带阳台  看房方便,山水凤凰城 -临桂区,4室2厅 | 129平米 | 南 北 | 毛坯 | 中楼层(共29层)  | 暂无数据,1人关注 / 一年前发布,62,"4,807元/平"
彰泰欢乐颂三房二厅一卫婚房满二,彰泰欢乐颂 -临桂区,3室2厅 | 88平米 | 南 | 毛坯 | 低楼层(共35层)  | 板塔结合,0人关注 / 7个月以前发布,59,"6,705元/平"
山水凤凰城毛坯三房低楼层出入便利,山水凤凰城 -临桂区,3室2厅 | 110平米 | 北 | 毛坯 | 低楼层(共11层)  | 板楼,0人关注 / 6个月以前发布,57.5,"5,228元/平"
一品嘉苑 证件齐全 毛坯三居室 带车库,滨都·一品嘉苑 -灵川,3室2厅 | 107平米 | 南 | 毛坯 | 中楼层(共8层)  | 板楼,1人关注 / 一年前发布,53.5,"5,000元/平"
此房已满五年，一梯两户，南北通风，采光好,七彩锦绣前程 -灵川,4室2厅 | 137.97平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,1人关注 / 一年前发布,50,"3,624元/平"
梧桐墅 三房两厅   步梯四楼   117平  户型方正,梧桐墅 -灵川,3室2厅 | 117平米 | 南 | 其他 | 中楼层(共7层)  | 板塔结合,4人关注 / 一年前发布,54,"4,616元/平"
品质小区 汇荣带大花园 朝南大3房 急售,汇荣•桂林桂林 -临桂区,3室2厅 | 109平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,3人关注 / 6个月以前发布,68,"6,239元/平"
精通伊顿国际毛坯大三房 业主诚心出售 带车位 复兴,精通伊顿国际 -临桂区,3室1厅 | 115.3平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,1人关注 / 5个月以前发布,73,"6,332元/平"
水榭花都3-2-1-2  114平出售63万,水榭花都 -灵川,3室2厅 | 114平米 | 西南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,61.5,"5,395元/平"
彰泰郡毛坯大四fang，好楼层，成本价销售。,彰泰郡 -临桂区,5室2厅 | 131.78平米 | 北 | 毛坯 | 低楼层(共35层)  | 暂无数据,0人关注 / 6个月以前发布,80,"6,071元/平"
此房中间楼层，户型方正，采光好,时代枫林（时代枫林商贸城） -临桂区,3室2厅 | 106平米 | 南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 4个月以前发布,50,"4,717元/平"
桂林恒大城3房2厅2卫房屋出售,桂林恒大城 -临桂区,3室2厅 | 95.6平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,68,"7,113元/平"
七星公园旁香山画苑，小区绿化好有游泳池幼儿园,香山画苑 -七星区,3室2厅 | 132.16平米 | 东南 | 简装 | 低楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,100.2,"7,582元/平"
复式毛坯房  随心装修自己喜欢的风格   视野开阔,水岸新城 -灵川,4室2厅 | 122平米 | 南 | 毛坯 | 高楼层(共27层)  | 板塔结合,3人关注 / 5个月以前发布,54,"4,427元/平"
融创万达广场，栖霞府西苑三期小三房毛坯,栖霞府西苑 -七星区,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共14层)  | 暂无数据,0人关注 / 一年前发布,88,"9,888元/平"
老城区 洋房 一梯一户 采光良好 户型方正,会元路 -临桂区,3室1厅 | 101.74平米 | 东南 | 毛坯 | 高楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,33.8,"3,323元/平"
万达华府西区四房两厅一厨两卫售价118万,万达华府西区 -七星区,4室2厅 | 135平米 | 南 北 | 毛坯 | 低楼层(共15层)  | 板塔结合,17人关注 / 一年前发布,120,"8,889元/平"
地理位置好，交通方便，购物方便，离万达近，出门游玩,栖霞府西苑 -七星区,4室2厅 | 127平米 | 南 | 毛坯 | 高楼层(共13层)  | 暂无数据,1人关注 / 一年前发布,129,"10,158元/平"
彰泰峰誉 大四房 看小区游泳池 采光好 大阳台,彰泰峰誉 -灵川,4室1厅 | 120平米 | 南 北 | 毛坯 | 低楼层(共48层)  | 板塔结合,0人关注 / 一年前发布,69,"5,750元/平"
灵川好大三房。生活方便，采光好,福园小区西区 -灵川,3室2厅 | 102平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,3人关注 / 10个月以前发布,33,"3,236元/平"
融创8期，房jian 采光好，新小区配套齐离万达近,翰林府 -七星区,4室2厅 | 133平米 | 北 | 毛坯 | 高楼层(共13层)  | 暂无数据,0人关注 / 8个月以前发布,130,"9,775元/平"
七星区 融创 万达广场 育才 交通便利 四通八达,烟雨府 -七星区,3室2厅 | 89.56平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 暂无数据,0人关注 / 7个月以前发布,88.5,"9,882元/平"
品质小区 汇荣带大花园 朝南大3房 急售,汇荣•桂林桂林 -临桂区,3室2厅 | 109平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,3人关注 / 6个月以前发布,68,"6,239元/平"
八里四路，成熟地段，七彩花园大平层，4房，一步到位,七彩花园北区 -灵川,4室1厅 | 165.41平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,62,"3,749元/平"
石油六公司三房出售，南北通，出行方便,石油六公司小区 -七星区,3室2厅 | 87平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,62,"7,127元/平"
银桂府江景房一梯两户电梯四房两卫带车位出售,兴进漓江郡府银桂府 -七星区,4室2厅 | 143平米 | 南 | 其他 | 中楼层(共10层)  | 板塔结合,0人关注 / 7个月以前发布,245,"17,133元/平"
兴进漓江郡府银桂府标准三房两卫高楼层观漓江叠彩山,兴进漓江郡府银桂府 -七星区,3室2厅 | 113平米 | 南 | 其他 | 中楼层(共10层)  | 板楼,0人关注 / 6个月以前发布,200,"17,700元/平"
漓江边兴进高档小区四房户型南北通透高层视野好。,兴进•漓江壹号 -七星区,4室2厅 | 126.18平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 3个月以前发布,176,"13,949元/平"
