标题,开发商,房子信息,发布信息,售价/万,单价
豪庭御都 3室2厅 南 北,豪庭御都 -北湖区,3室2厅 | 158平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,0人关注 / 7天以前发布,126,"7,975元/平"
此房满五不唯一，2室朝阳，采光好，视野开阔,开泰花园 -西城区,3室2厅 | 101.4平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,89,"8,778元/平"
长泰百合花园 4室2厅 南 北,长泰百合花园 -西城区,4室2厅 | 157.77平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,200,"12,677元/平"
7吉祥小区 单价7300 附属医院  价格可议,吉祥小区 -西城区,3室2厅 | 127平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,17人关注 / 一年前发布,92,"7,245元/平"
供水集团宿舍 4室2厅 南 北,供水集团宿舍 -西城区,4室2厅 | 138.74平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,110,"7,929元/平"
依圣苑三室两厅一厨一卫满五唯一带储藏室，价格可议。,依圣苑 -邹城市,3室2厅 | 83平米 | 南 | 简装 | 中楼层(共5层)  | 板塔结合,6人关注 / 一年前发布,33,"3,976元/平"
碧桂园云地天启单梯入户144平带车位毛坯随意装,碧桂园云地天启 -邹城市,4室2厅 | 144平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,119,"8,264元/平"
龙城华府 瞰景小高层 前靠洋房 无遮挡 含车位,济宁龙城华府 -兖州区,3室2厅 | 115平米 | 南 | 毛坯 | 低楼层(共26层)  | 板楼,0人关注 / 5个月以前发布,96,"8,348元/平"
府河小区三室一厅简装修单位宿舍实际面积比房权证上大,府河小区 -万达区,3室1厅 | 89平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,89,"10,000元/平"
白鹤纸业家属院 2室1厅 南,白鹤纸业家属院 -邹城市,2室1厅 | 65平米 | 南 | 毛坯 | 低楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,25,"3,847元/平"
"此房南北通风,户型方正,洋房一楼带院带负一，院子很大",绿地公馆二期 -万达区,3室2厅 | 138平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,13人关注 / 一年前发布,190,"13,769元/平"
贝壳优选好房，育德家园117平三室带车位储藏室145W,薛口育德家园 -济北区,3室2厅 | 117.43平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,5人关注 / 6个月以前发布,150,"12,774元/平"
经典小三室，单位宿舍，普通装修，三楼,附中分校宿舍 -南池区,3室1厅 | 62.1平米 | 南 北 | 毛坯 | 中楼层(共4层)  | 暂无数据,0人关注 / 6个月以前发布,56,"9,018元/平"
此房总价不高，楼层不错 适合过渡，位置优越,枣店阁小区 -南池区,3室1厅 | 78平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 一年前发布,84,"10,770元/平"
九巨龙·华欣苑 3室2厅 南,九巨龙·华欣苑 -南池区,3室2厅 | 124平米 | 南 | 简装 | 高楼层(共24层)  | 板楼,0人关注 / 3个月以前发布,114,"9,194元/平"
附中分校宿舍；龙行路 上学方便 南池公园近在眼前,附中分校宿舍 -南池区,3室1厅 | 68.7平米 | 南 北 | 简装 | 中楼层(共4层)  | 暂无数据,2人关注 / 11个月以前发布,62,"9,025元/平"
东 门 十 五 中  精 装 看 房 方 便,华盛苑 -南池区,3室2厅 | 128平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,8人关注 / 一年前发布,130,"10,157元/平"
济宁恒大名都 3室2厅 南 北,济宁恒大名都 -北湖区,3室2厅 | 130平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,7人关注 / 8个月以前发布,132,"10,154元/平"
带车位 大四室 比市场价少 五万 能小刀 有钥匙,济宁孝养城 -南池区,4室2厅 | 137平米 | 南 | 毛坯 | 低楼层(共32层)  | 板楼,2人关注 / 7个月以前发布,127,"9,271元/平"
出售华锦苑住宅 楼层好 户型方正 无任何抵押 带车位,青年城三期华锦苑 -南池区,4室2厅 | 138.5平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,6人关注 / 一年前发布,167,"12,058元/平"
运河边上的中国院子  南北通风采光很好,济宁孝养城 -南池区,3室2厅 | 120平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板塔结合,16人关注 / 一年前发布,116,"9,667元/平"
鲁商急售大三居满两年低总价带储藏室,鲁商运河公馆 -南池区,3室2厅 | 140平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板塔结合,6人关注 / 6个月以前发布,133,"9,500元/平"
急售 急售 瑞马意墅3室2厅1卫  97平方,瑞马意墅 -济北区,3室2厅 | 97平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,125,"12,887元/平"
精装修 观景楼层 采光通风好 业主诚意出售,书香名邸 -北湖区,3室2厅 | 140平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,2人关注 / 6个月以前发布,140,"10,000元/平"
鸿顺观邸电梯洋房精装修车位储藏室,鸿顺观邸 -北湖区,3室2厅 | 141.09平米 | 南 北 | 简装 | 中楼层(共9层)  | 板楼,0人关注 / 3个月以前发布,153,"10,845元/平"
此房户型较好房东诚心出售，绿化比较不错。,东方御园 -万达区,3室1厅 | 178平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,126,"7,079元/平"
万佳广场精装三室好楼层有部分家具家电全明户型位置佳,万佳广场 -南池区,3室2厅 | 127平米 | 南 北 | 精装 | 低楼层(共28层)  | 塔楼,1人关注 / 一年前发布,139,"10,945元/平"
绿地柏仕晶舍 二期现房  带车位储藏室  随时看房,绿地•柏仕晶舍 -万达区,3室2厅 | 123平米 | 南 | 毛坯 | 高楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,135,"10,976元/平"
洋房次顶楼 满两年可贷款 有钥匙不临街 南北向2阳台,鸿顺观邸 -北湖区,3室2厅 | 120.49平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,140,"11,620元/平"
太白湖新区吾悦首府好房急售诚意出售看房方便价格可谈,吾悦首府 -北湖区,3室1厅 | 104平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 暂无数据,3人关注 / 10个月以前发布,114,"10,962元/平"
九九花园 业主自住房 干净整洁,九九花园 -西城区,3室2厅 | 93.39平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,2人关注 / 11个月以前发布,85,"9,102元/平"
三室两厅两室朝阳好户型适合婚房单价低.有证有车位,中垠悦城 -高新区,3室2厅 | 129平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,3人关注 / 一年前发布,123,"9,535元/平"
冠鲁明德花园  三居室 楼层好  有车位,冠鲁明德花园 -北湖区,3室2厅 | 126平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,1人关注 / 一年前发布,126,"10,000元/平"
玖玺天鹅堡 3室2厅 南,玖玺天鹅堡 -高新区,3室2厅 | 99.19平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 3个月以前发布,105,"10,586元/平"
鲁兴花园 三室非顶层 有钥匙随时可看,鲁兴花园 -万达区,3室1厅 | 100平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,2人关注 / 11个月以前发布,92,"9,200元/平"
房子是2020年交房，户型方正，两个卧室和客厅朝阳,鸿顺温泉小镇 -北湖区,3室1厅 | 125平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,1人关注 / 4个月以前发布,124,"9,920元/平"
皇营东郡 3室2厅 南,皇营东郡 -高新区,3室2厅 | 118.56平米 | 南 | 毛坯 | 中楼层(共26层)  | 板楼,8人关注 / 一年前发布,106,"8,941元/平"
中间楼层，无遮挡，有车位储藏室，毛坯,华城圣湖世家 -万达区,3室2厅 | 141平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,155,"10,993元/平"
开泰花园  毛坯三室   随时看房  急售！！！,开泰花园 -西城区,3室1厅 | 90平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,21人关注 / 一年前发布,68,"7,556元/平"
国企开发，大运河畔上的花园洋房,鲁商运河公馆 -南池区,4室2厅 | 125.18平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,175,"13,980元/平"
急售 急售 瑞马意墅3室2厅1卫  97平方,瑞马意墅 -济北区,3室2厅 | 97平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,125,"12,887元/平"
贝壳优选好房，育德家园117平三室带车位储藏室145W,薛口育德家园 -济北区,3室2厅 | 117.43平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,5人关注 / 6个月以前发布,150,"12,774元/平"
两室朝阳 明珠花园 两室精装 可谈 诚心出售,明珠花园(任城区) -万达区,2室2厅 | 94.16平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,49人关注 / 一年前发布,85,"9,028元/平"
吉祥小区 3室1厅 南,吉祥小区 -西城区,3室1厅 | 73平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,65,"8,905元/平"
吾悦首府别墅四室两厅两卫上叠毛坯房。,吾悦首府 -北湖区,4室2厅 | 175平米 | 南 | 毛坯 | 中楼层(共4层)  | 暂无数据,2人关注 / 5个月以前发布,338,"19,315元/平"
吾悦首府 3室2厅 南 北,吾悦首府 -北湖区,3室2厅 | 113平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 暂无数据,3人关注 / 5个月以前发布,108,"9,558元/平"
南北通透三居室 满两年的房产证 中间楼层位置好,滨湖馨苑 -北湖区,3室2厅 | 133平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 板楼,5人关注 / 一年前发布,139,"10,452元/平"
单价低，采光好，看房方便，价格可谈，满五年好房,卫生局宿舍 -万达区,3室1厅 | 83平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,77.9,"9,386元/平"
龙城壹号 3室2厅 南,龙城壹号 -万达区,3室2厅 | 148平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,1人关注 / 11个月以前发布,145,"9,798元/平"
吾悦首府  毛坯房 采光好  有车位,吾悦首府 -北湖区,3室2厅 | 113平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据,6人关注 / 6个月以前发布,110,"9,735元/平"
碧桂园 精装修  好楼层四居室  观景楼层,城投碧桂园中央公园 -北湖区,4室2厅 | 147平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 一年前发布,238,"16,191元/平"
南北通透  全明户型大三居，精装未住,东方御园 -万达区,3室2厅 | 184.9平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,9人关注 / 一年前发布,138,"7,464元/平"
济宁恒大名都 3室2厅 南,济宁恒大名都 -北湖区,3室2厅 | 140平米 | 南 | 精装 | 33层  | 板楼,2人关注 / 5个月以前发布,155,"11,072元/平"
黄营东郡 四室两卫 好楼层 有钥匙 可贷款,皇营东郡 -高新区,4室2厅 | 135平米 | 南 北 | 简装 | 高楼层(共33层)  | 板楼,0人关注 / 6个月以前发布,130,"9,630元/平"
吾悦首府 4室2厅 南,吾悦首府 -北湖区,4室2厅 | 174平米 | 南 | 毛坯 | 中楼层(共4层)  | 板楼,3人关注 / 5个月以前发布,310,"17,817元/平"
华城勝景西苑精装修两室客厅朝阳房东诚心出售看房方便,华城勝景西苑 -万达区,3室1厅 | 115.98平米 | 南 | 简装 | 高楼层(共25层)  | 板楼,3人关注 / 8个月以前发布,128,"11,037元/平"
济宁恒大名都 3室2厅 南 北,济宁恒大名都 -北湖区,3室2厅 | 130平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,7人关注 / 8个月以前发布,132,"10,154元/平"
南风花园 带车储 带60万装修 公务员小区 带家具家电,南风花园 -北湖区,3室2厅 | 203.39平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,5人关注 / 10个月以前发布,360,"17,700元/平"
此房满五不唯一，3室朝阳，双阳台，低楼层，前无遮挡,长安花园 -西城区,3室2厅 | 165.7平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,1人关注 / 8个月以前发布,140,"8,450元/平"
涌泰澜湾四室洋房 业主诚售 有车位 随时可看,涌泰澜湾 -北湖区,4室2厅 | 137.15平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,180,"13,125元/平"
洸河路鸿顺花园 圆梦新城北邻 精装大3室 有钥匙,鸿顺花园 -西城区,3室1厅 | 98.5平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,89.5,"9,087元/平"
满二 精装未住  随时看房 通透性好,龙翔御苑 -济北区,2室1厅 | 91.43平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,77,"8,422元/平"
龙城华府 瞰景小高层 前靠洋房 无遮挡 含车位,济宁龙城华府 -兖州区,3室2厅 | 115平米 | 南 | 毛坯 | 低楼层(共26层)  | 板楼,0人关注 / 5个月以前发布,96,"8,348元/平"
府河小区三室一厅简装修单位宿舍实际面积比房权证上大,府河小区 -万达区,3室1厅 | 89平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,89,"10,000元/平"
中南珑悦电梯洋房4室两厅两卫可贷款,中南·珑悦 -北湖区,4室2厅 | 138平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,185,"13,406元/平"
运河城北粉莲街71平3室 户型合理 位置佳 随时看房,粉莲街小区 -西城区,3室1厅 | 71平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,90,"12,677元/平"
白鹤纸业家属院 2室1厅 南,白鹤纸业家属院 -邹城市,2室1厅 | 65平米 | 南 | 毛坯 | 低楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,25,"3,847元/平"
"此房南北通风,户型方正,洋房一楼带院带负一，院子很大",绿地公馆二期 -万达区,3室2厅 | 138平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,13人关注 / 一年前发布,190,"13,769元/平"
冠鲁明德华府三室两卫洋房  毛坯可任意装修,冠鲁明德华府 -北湖区,3室2厅 | 140平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,17人关注 / 一年前发布,140,"10,000元/平"
九九花园 业主自住房 干净整洁,九九花园 -西城区,3室2厅 | 93.39平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,2人关注 / 11个月以前发布,85,"9,102元/平"
城投碧桂园中央公园 3室2厅 南 北,城投碧桂园中央公园 -北湖区,3室2厅 | 123平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,4人关注 / 7个月以前发布,189,"15,366元/平"
视野宽阔，配套设施齐全，交通便利小区环境好,城投绿城·湖畔雲庐 -北湖区,4室2厅 | 205平米 | 南 北 | 其他 | 上叠(共4层)  | 暂无数据 | 叠拼别墅 ,0人关注 / 2个月以前发布,500,"24,391元/平"
中南·珑悦 3室2厅 南 北,中南·珑悦 -北湖区,3室2厅 | 155平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,255,"16,452元/平"
鸿顺观邸电梯洋房精装修车位储藏室,鸿顺观邸 -北湖区,3室2厅 | 141.09平米 | 南 北 | 简装 | 中楼层(共9层)  | 板楼,0人关注 / 3个月以前发布,153,"10,845元/平"
此房户型较好房东诚心出售，绿化比较不错。,东方御园 -万达区,3室1厅 | 178平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,126,"7,079元/平"
精装修 观景楼层 采光通风好 业主诚意出售,书香名邸 -北湖区,3室2厅 | 140平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,2人关注 / 6个月以前发布,140,"10,000元/平"
出售华锦苑住宅 楼层好 户型方正 无任何抵押 带车位,青年城三期华锦苑 -南池区,4室2厅 | 138.5平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,6人关注 / 一年前发布,167,"12,058元/平"
运河边上的中国院子  南北通风采光很好,济宁孝养城 -南池区,3室2厅 | 120平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板塔结合,16人关注 / 一年前发布,116,"9,667元/平"
鲁商急售大三居满两年低总价带储藏室,鲁商运河公馆 -南池区,3室2厅 | 140平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板塔结合,6人关注 / 6个月以前发布,133,"9,500元/平"
贝壳优选好房，育德家园117平三室带车位储藏室145W,薛口育德家园 -济北区,3室2厅 | 117.43平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,5人关注 / 6个月以前发布,150,"12,774元/平"
急售 急售 瑞马意墅3室2厅1卫  97平方,瑞马意墅 -济北区,3室2厅 | 97平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,125,"12,887元/平"
带车位 大四室 比市场价少 五万 能小刀 有钥匙,济宁孝养城 -南池区,4室2厅 | 137平米 | 南 | 毛坯 | 低楼层(共32层)  | 板楼,2人关注 / 7个月以前发布,127,"9,271元/平"
经典小三室，单位宿舍，普通装修，三楼,附中分校宿舍 -南池区,3室1厅 | 62.1平米 | 南 北 | 毛坯 | 中楼层(共4层)  | 暂无数据,0人关注 / 6个月以前发布,56,"9,018元/平"
万佳广场精装三室好楼层有部分家具家电全明户型位置佳,万佳广场 -南池区,3室2厅 | 127平米 | 南 北 | 精装 | 低楼层(共28层)  | 塔楼,1人关注 / 一年前发布,139,"10,945元/平"
绿地柏仕•晶舍3室2厅2卫实小旁，紧挨津多里商城,绿地•柏仕晶舍 -万达区,3室2厅 | 109.16平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 暂无数据,2人关注 / 5个月以前发布,110,"10,077元/平"
两室朝阳 明珠花园 两室精装 可谈 诚心出售,明珠花园(任城区) -万达区,2室2厅 | 94.16平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,49人关注 / 一年前发布,85,"9,028元/平"
