标题,开发商,房子信息,发布信息,售价/万,单价
北京一号院，精装双卧朝南，有钥匙看房方便,北京壹号院 -张北县,2室1厅 | 91.33平米 | 南 | 精装 | 低楼层(共6层)  | 塔楼,9人关注 / 7个月以前发布,46,"5,037元/平"
户型方正，南北通透好户型，楼高视野开阔采光好,林业局南小区 -桥东区,3室2厅 | 120平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,70,"5,834元/平"
桥西区 伦比小区 正五楼 首付15万 单价8500 精装,伦比小区 -桥西区,3室1厅 | 101平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,80,"7,921元/平"
四室两厅南北通透低楼层有房本能贷款,建设东街39号 -桥东区,4室2厅 | 160平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,1人关注 / 一年前发布,104.8,"6,550元/平"
满五唯一，采光充足，好楼层，精装修,世纪豪园 -桥东区,3室2厅 | 162平米 | 东南 北 | 精装 | 高楼层(共12层)  | 板楼,1人关注 / 一年前发布,108,"6,667元/平"
大三居室 双阳卧户型  采光好 有房本 可贷款,环保局家属楼 -桥东区,3室2厅 | 93平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,12人关注 / 一年前发布,45,"4,839元/平"
茶榆云顶 明厅明卧 小高层 价格可议 房东急售,茶榆云顶小区 -桥东区,3室2厅 | 212.6平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,4人关注 / 一年前发布,170,"7,997元/平"
馨园家园三居南北通透有房本采光好,馨苑家园东区 -桥东区,3室2厅 | 106平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,74,"6,982元/平"
桥西区 金鼎世纪城东区 单价9100 南北·通透价钱可谈,金鼎·世纪城东区 -桥西区,6室3厅 | 185平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,95,"5,136元/平"
此房满五唯一，西边户，房主诚意出售.,张家口市宝善小区 -桥东区,2室1厅 | 66.5平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 一年前发布,42,"6,316元/平"
南北通透客厅宽敞明亮 采光好 布局合理 合理摆放家具,凤凰山庄 -桥东区,5室3厅 | 220平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,187,"8,500元/平"
京园生活小区户型方正，采光充足，南北通透，视野宽阔,京园生活区 -桥东区,3室2厅 | 136.28平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,80,"5,871元/平"
东翔苑小区4-2-1-1 130.00m² 98 万有房本 6跃七,东翔苑小区 -桥东区,4室2厅 | 130平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,89.8,"6,908元/平"
花园小区 小平米六越七 装修完没怎住过 房东诚心出售,胜利北路花园小区 -桥东区,4室2厅 | 79平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,11人关注 / 一年前发布,52,"6,583元/平"
桥东区 卫华旁 单价8600 首付20万 次顶楼,南口市委家属楼 -桥东区,3室2厅 | 122平米 | 东 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,78,"6,394元/平"
房屋户型方正，采光通风俱佳，功能齐。空间布局合理,华新园西区 -桥西区,3室1厅 | 120平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,90,"7,500元/平"
设施齐全成熟适合各个年龄客户群体  生活不二选择,桥东区检察院家属楼 -桥东区,3室1厅 | 90平米 | 北 南 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 7个月以前发布,45,"5,000元/平"
此房业主急售  精装修 房本满五低税率,温馨家园(鱼儿山路) -桥东区,3室2厅 | 115平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,85,"7,392元/平"
这一套房子很不错真的很不错哦  值得您的考虑,天宝南苑 -桥西区,3室2厅 | 140平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,105,"7,500元/平"
逸景苑 三阳开泰户型  无可挑剔  可以贷款 现房现房,逸景苑 -桥东区,3室2厅 | 140平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,102,"7,286元/平"
此房南北小三居 采光好 视野好 精装修,世纪家园新区 -桥西区,3室2厅 | 107平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,5人关注 / 一年前发布,76,"7,103元/平"
板楼正三楼，双阳卧。首付27万。有车库！！,华新园西区 -桥西区,3室2厅 | 115平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,90,"7,827元/平"
房屋布局合理，明厅明卧，没有太多浪费面积，视野好,鸿雁花园小区 -桥西区,4室2厅 | 110平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,85,"7,728元/平"
此房，视野宽阔，采光充足，，，，,宏景嘉苑 -桥西区,3室2厅 | 126.7平米 | 南 北 | 简装 | 低楼层(共17层)  | 板楼,2人关注 / 一年前发布,90,"7,104元/平"
急售！南口 宝峰xue去 有房本业主诚意出售,建设东街一道巷 -桥东区,3室2厅 | 158平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,4人关注 / 一年前发布,112,"7,089元/平"
房子户型方正  看房方便  提前联系,世纪家园 -桥东区,3室2厅 | 93平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,68.8,"7,398元/平"
此房有房本，南北通透，三阳卧户型，，老少皆宜,新兴苑 -桥西区,3室2厅 | 127平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,92,"7,245元/平"
此房满五不唯一，采光充足，格局好,检验检疫局职工住宅楼 -桥西区,4室3厅 | 124.5平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,90,"7,229元/平"
桥西区 伦比小区 正五楼 首付15万 单价8500 精装,伦比小区 -桥西区,3室1厅 | 101平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,80,"7,921元/平"
户型方正，南北通透好户型，楼高视野开阔采光好,林业局南小区 -桥东区,3室2厅 | 120平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,70,"5,834元/平"
盛华家园北区大平米毛坯房好装修,盛华家园北区 -桥东区,4室2厅 | 170平米 | 南 北 | 毛坯 | 低楼层(共14层)  | 板楼,0人关注 / 8个月以前发布,130,"7,648元/平"
此房满五，地理位置优越，明厅明卧，出入方便,新街坊温馨家园 -桥东区,3室2厅 | 107平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,68,"6,356元/平"
燃料公司家属楼........,燃料公司家属楼 -桥东区,2室2厅 | 101平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,75,"7,426元/平"
有房本 配.合.贷款  布局合理 配套齐全,清林雅筑 -桥东区,2室2厅 | 78.83平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,4人关注 / 一年前发布,50,"6,343元/平"
南北通透格局，楼层好，视野开阔，采光充足,工商银行家属楼 -桥东区,2室1厅 | 93平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,57,"6,130元/平"
武城街 南城壕岸尚倾城好房出售，大两居,岸尚清城北区 -桥西区,2室2厅 | 92平米 | 北 南 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,72,"7,827元/平"
房屋户型方正，采光通风俱佳，功能齐。空间布局合理,华新园西区 -桥西区,3室1厅 | 120平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,90,"7,500元/平"
南北三居 视野宽阔 采光充足 精装修的好房 楼层好,新苑住宅小区 -桥东区,3室2厅 | 140.8平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,90,"6,393元/平"
京园生活小区户型方正，采光充足，南北通透，视野宽阔,京园生活区 -桥东区,3室2厅 | 136.28平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,80,"5,871元/平"
东翔苑小区4-2-1-1 130.00m² 98 万有房本 6跃七,东翔苑小区 -桥东区,4室2厅 | 130平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,89.8,"6,908元/平"
茶榆云顶 明厅明卧 小高层 价格可议 房东急售,茶榆云顶小区 -桥东区,3室2厅 | 212.6平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,4人关注 / 一年前发布,170,"7,997元/平"
馨园家园三居南北通透有房本采光好,馨苑家园东区 -桥东区,3室2厅 | 106平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,74,"6,982元/平"
桥西区 金鼎世纪城东区 单价9100 南北·通透价钱可谈,金鼎·世纪城东区 -桥西区,6室3厅 | 185平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,95,"5,136元/平"
此房满五唯一，西边户，房主诚意出售.,张家口市宝善小区 -桥东区,2室1厅 | 66.5平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 一年前发布,42,"6,316元/平"
桥东区 卫华旁 单价8600 首付20万 次顶楼,南口市委家属楼 -桥东区,3室2厅 | 122平米 | 东 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,78,"6,394元/平"
花园小区 小平米六越七 装修完没怎住过 房东诚心出售,胜利北路花园小区 -桥东区,4室2厅 | 79平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,11人关注 / 一年前发布,52,"6,583元/平"
南北通透客厅宽敞明亮 采光好 布局合理 合理摆放家具,凤凰山庄 -桥东区,5室3厅 | 220平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,187,"8,500元/平"
此房，视野宽阔，采光充足，，，，,宏景嘉苑 -桥西区,3室2厅 | 126.7平米 | 南 北 | 简装 | 低楼层(共17层)  | 板楼,2人关注 / 一年前发布,90,"7,104元/平"
此房经证实未抵押， 产权清晰，   业主诚心出售,张家口大学家属楼 -桥西区,3室2厅 | 120.86平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,78.5,"6,496元/平"
急售！南口 宝峰xue去 有房本业主诚意出售,建设东街一道巷 -桥东区,3室2厅 | 158平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,4人关注 / 一年前发布,112,"7,089元/平"
此房满五唯一，采光充足，业主诚意出售，配套设施齐,张家口市宝善小区 -桥东区,3室2厅 | 134平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,90,"6,717元/平"
此房满五，地理位置优越，明厅明卧，出入方便,新街坊温馨家园 -桥东区,3室2厅 | 107平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,68,"6,356元/平"
房子地理位置好，楼层合适，适宜居住,河北建筑工程学院东家属院 -桥东区,3室2厅 | 116平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,16人关注 / 一年前发布,60,"5,173元/平"
南北通透 地段好楼层好成熟小区 交通便利采光好,垣豪小区 -桥西区,4室3厅 | 167.38平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,8人关注 / 一年前发布,78,"4,661元/平"
五一店长推荐。房子位置优美  是您居家 陪读优选,花园小区 -桥东区,2室2厅 | 67平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,40,"5,971元/平"
市委家属楼必看好房此房南北通透 房本满五低税率,南口市委家属楼 -桥东区,3室2厅 | 116.32平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,88,"7,566元/平"
南北通透，采光好，布局合理，出行方便。,凤翔山庄 -桥西区,3室2厅 | 137.88平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,80,"5,803元/平"
晨光花城 3室2厅 南,晨光花城 -桥东区,3室2厅 | 142平米 | 南 | 毛坯 | 低楼层(共17层)  | 塔楼,0人关注 / 一年前发布,114.9,"8,092元/平"
此房有房本儿满五年，看房方便。,下东营街 -桥西区,3室2厅 | 148平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,3人关注 / 5个月以前发布,113,"7,636元/平"
一中教工住宅小区2-2-1-1 102.51m²,一中教工住宅小区 -桥西区,2室2厅 | 102.51平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,85,"8,292元/平"
房本满五，房东诚心出售，视野宽阔，采光好，不挡,医学院家属楼 -桥东区,3室2厅 | 94平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,48,"5,107元/平"
三向阳，户型方正好住 不挡光，诚意出售,锦绣园东区 -桥东区,3室2厅 | 153平米 | 南 北 | 精装 | 低楼层(共12层)  | 塔楼,1人关注 / 6个月以前发布,125,"8,170元/平"
桥西区 伦比小区 正五楼 首付15万 单价8500 精装,伦比小区 -桥西区,3室1厅 | 101平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,80,"7,921元/平"
紧挨光中路 武城街 展览馆 一套采光*棒的房子,中房光明园 -桥西区,2室1厅 | 77平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,50,"6,494元/平"
红旗楼* 繁华地段 小区环境好 可议价,容辰庄园 -桥东区,2室2厅 | 114平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,9人关注 / 一年前发布,99,"8,685元/平"
房子户型方正，充分利用空间，采光充盈.,凤翔山庄 -桥西区,2室2厅 | 92.76平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,72,"7,762元/平"
两居室: 精装两居，主卧客厅都朝南，采光*棒,天宝花园 -桥西区,2室1厅 | 67平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,9人关注 / 一年前发布,35,"5,224元/平"
有房本 配.合.贷款  布局合理 配套齐全,清林雅筑 -桥东区,2室2厅 | 78.83平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,4人关注 / 一年前发布,50,"6,343元/平"
业主靠谱，签约规范，看房方便，房本满五,张家口市宝善小区 -桥东区,2室2厅 | 79.5平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,45,"5,661元/平"
晨光花城 3室2厅 南,晨光花城 -桥东区,3室2厅 | 142平米 | 南 | 毛坯 | 低楼层(共17层)  | 塔楼,0人关注 / 一年前发布,114.9,"8,092元/平"
五一店长推荐，优质房源，交通方便，小区人文环境好,国税局东山小区 -桥东区,3室1厅 | 98平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,68.6,"7,000元/平"
小区环境好 小区内部什么都有  不挡光,张家口市宝善小区 -桥东区,3室2厅 | 134平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,100,"7,463元/平"
怡安小区俩居室满五年房子户型方正格局整洁采光好,怡安小区 -桥东区,2室1厅 | 67平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,50,"7,463元/平"
布局合理户型方正使用率高！客厅宽敞 舒适 阳光充足..,西坝岗路64号 -桥西区,3室1厅 | 88平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 8个月以前发布,46,"5,228元/平"
此房经证实未抵押， 产权清晰，   业主诚心出售,张家口大学家属楼 -桥西区,3室2厅 | 120.86平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,78.5,"6,496元/平"
此房满五唯一，采光充足，业主诚意出售，配套设施齐,张家口市宝善小区 -桥东区,3室2厅 | 134平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,90,"6,717元/平"
市委家属楼必看好房此房南北通透 房本满五低税率,南口市委家属楼 -桥东区,3室2厅 | 116.32平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,88,"7,566元/平"
房本满五，房东诚心出售，视野宽阔，采光好，不挡,医学院家属楼 -桥东区,3室2厅 | 94平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,48,"5,107元/平"
交警队家属楼房子户型方正，充分利用空间，格局整洁。,交警队家属楼小区 -桥东区,3室2厅 | 137平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,100,"7,300元/平"
经开区繁华地段电梯好楼层，配套完善,晨光花城 -桥东区,3室1厅 | 136.5平米 | 南 北 | 精装 | 中楼层(共17层)  | 塔楼,0人关注 / 7个月以前发布,105,"7,693元/平"
红旗楼商圈 带阁楼 跃层格局 大3局 有房本可贷款,惠安北苑 -桥东区,3室2厅 | 170平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,6人关注 / 一年前发布,100,"5,883元/平"
精品房源3室2厅2卫1厨一百四十七平,凤凰山庄 -桥东区,3室2厅 | 147平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,100,"6,803元/平"
地段好 交通便利路7路23 32 1路 上下直达高铁站,水岸云天小区 -桥东区,4室2厅 | 118.56平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 板楼,1人关注 / 一年前发布,100,"8,435元/平"
