标题,开发商,房子信息,发布信息,售价/万,单价
世纪城五区 好楼层 南北通透 精装修 可贷款,世纪城▪五区 -市区商圈,3室2厅 | 127平米 | 南 北 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 15天以前发布,186,"14,646元/平"
诚心出售未来城紫御台空中花园带两个车位带大露台,紫御台 -开发区商圈,5室3厅 | 338平米 | 南 北 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 一年前发布,450,"13,314元/平"
诚心出售未来城紫御台经典两居室前排不挡光,紫御台 -开发区商圈,2室2厅 | 104平米 | 南 北 | 精装 | 中楼层(共21层)  | 板塔结合,1人关注 / 一年前发布,110,"10,577元/平"
房主诚心出售，户型南北通透，有三个卧室在南侧,邮电公寓小区 -兴隆县,3室1厅 | 125平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,87.5,"7,000元/平"
未来城精装三居，南北通透，本二年税费低，采光好无遮,丹霞园 -未知商圈,3室2厅 | 138平米 | 南 北 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 一年前发布,150,"10,870元/平"
兴隆豪庭 3室2厅 南 北,兴隆豪庭 -兴隆县,3室2厅 | 136平米 | 南 北 | 精装 | 中楼层(共17层)  | 暂无数据,3人关注 / 8个月以前发布,120,"8,824元/平"
三  小旁锦绣城高层精装大三居，南北通透，楼层视野好,曲水园 -双滦区,3室2厅 | 116平米 | 南 北 | 其他 | 高楼层(共22层)  | 塔楼,0人关注 / 11个月以前发布,90,"7,759元/平"
宏达山庄C区 孩子读书 生活工作 方便 房本4年 税少,宏达山庄C区 -市区商圈,2室2厅 | 111平米 | 南 北 | 其他 | 低楼层(共11层)  | 暂无数据,0人关注 / 5个月以前发布,160,"14,415元/平"
御龙颐景 好楼层 本两年可贷款,御龙颐景 -市区商圈,2室1厅 | 84平米 | 南 北 | 其他 | 高楼层(共16层)  | 暂无数据,0人关注 / 2个月以前发布,67,"7,977元/平"
世纪城一区，全明户型，电梯中层，采光好,承德·世纪城 -市区商圈,3室2厅 | 131平米 | 南 北 | 其他 | 中楼层(共16层)  | 塔楼,1人关注 / 7个月以前发布,185,"14,123元/平"
天山水榭花都，上下两层带花园精装修三居，户型通透,承德·天山水榭花都 -市区商圈,3室2厅 | 200平米 | 南 北 | 其他 | 低楼层(共4层)  | 暂无数据,1人关注 / 6个月以前发布,455,"22,750元/平"
兴隆 隆湾帝园 精装两居 南北通透,隆湾帝园A区 -兴隆县,2室1厅 | 97.1平米 | 南 北 | 其他 | 低楼层(共17层)  | 暂无数据,0人关注 / 一年前发布,67,"6,901元/平"
锦绣城三居室，南北通透拎包入住。,曲水园 -双滦区,3室2厅 | 137平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,91,"6,643元/平"
丽水.带车库.地下室.装修好.随时看房,兴盛·丽水南区 -市区商圈,3室2厅 | 151平米 | 南 北 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 8个月以前发布,450,"29,802元/平"
佟山南小区 精装三居室 南北通透格局 看房方笔,佟山南小区 -市区商圈,3室2厅 | 96.05平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,95,"9,891元/平"
出售零五家属楼，三室一厅一卫，采光好，视野开阔,零五家属楼 -兴隆县,3室1厅 | 108.5平米 | 东 西 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,80,"7,374元/平"
业主诚心出售 三室一厅地理位置优越,宜馨佳苑 -兴隆县,3室1厅 | 113平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,72,"6,372元/平"
兴隆 融创 三室两卫 精装修 拎包入住,兴隆融创城朗园 -兴隆县,3室2厅 | 128平米 | 南 北 | 精装 | 高楼层(共17层)  | 暂无数据,0人关注 / 3个月以前发布,109,"8,516元/平"
锦绣城精装修，拎包入住大三居，看房方便,锦绣城一区 -双滦区,3室2厅 | 115.15平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,4人关注 / 一年前发布,75,"6,514元/平"
南北通透全天采光有专属车位户型方正,体委综合楼 -市区商圈,3室2厅 | 160平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,160,"10,000元/平"
武阳秀美毛坯三居，老本，单价低，看房方便,武阳秀美家园 -市区商圈,3室2厅 | 143平米 | 南 北 | 其他 | 中楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,125,"8,742元/平"
枫林绿洲 2室2厅 南 北,枫林绿洲 -双滦区,2室2厅 | 91.33平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,60,"6,570元/平"
三居户型，楼层高，视野好，采光充足。,宜馨佳苑 -兴隆县,3室1厅 | 122平米 | 南 北 | 其他 | 中楼层(共13层)  | 暂无数据,1人关注 / 10个月以前发布,65,"5,328元/平"
龙祥源 3室1厅 南 北,龙祥源 -兴隆县,3室1厅 | 123平米 | 南 北 | 其他 | 中楼层(共13层)  | 暂无数据,0人关注 / 1个月以前发布,82,"6,667元/平"
兴隆高铁旁边集荣丽景上下2层的，买一层附带一层，,集荣丽景 -兴隆县,5室2厅 | 160平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,80,"5,000元/平"
房子满两年  南北通透  交通方便 采光充足,万和城C区 -双滦区,3室2厅 | 122平米 | 南 北 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,89,"7,296元/平"
财富广场 2室1厅 东南,财富广场 -兴隆县,2室1厅 | 84.87平米 | 东南 | 其他 | 中楼层(共23层)  | 板楼,0人关注 / 1个月以前发布,63,"7,424元/平"
此房南北通透户型方正，采光充足,时代嘉园 -兴隆县,2室2厅 | 117.7平米 | 南 北 | 其他 | 中楼层(共13层)  | 暂无数据,0人关注 / 2个月以前发布,88,"7,477元/平"
兴隆街小区，不上坡，老本，空气环境优雅,北兴隆小区西区 -市区商圈,3室2厅 | 125平米 | 南 北 | 其他 | 低楼层(共4层)  | 板楼,1人关注 / 一年前发布,116,"9,280元/平"
隆鑫花园 2室1厅 南 北,隆鑫花园 -兴隆县,2室1厅 | 93.08平米 | 南 北 | 其他 | 高楼层(共11层)  | 暂无数据,0人关注 / 7个月以前发布,70,"7,521元/平"
三卧朝阳 南北朝向 位置好  地段好 平地无坡 楼龄新,露露花园 -市区商圈,4室2厅 | 197平米 | 南 北 | 其他 | 低楼层(共12层)  | 暂无数据,1人关注 / 8个月以前发布,300,"15,229元/平"
世纪城.婚房.南北通透.随时看房.带自用车位地下室,承德·世纪城 -市区商圈,3室2厅 | 127平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,3人关注 / 8个月以前发布,178,"14,016元/平"
北兴隆 三室两厅 南北通透 低楼层 出行方便 适合养老,北兴隆小区西区 -市区商圈,3室2厅 | 103平米 | 南 北 | 精装 | 低楼层(共4层)  | 板楼,0人关注 / 一年前发布,115,"11,166元/平"
此房为纯阳面户型 户型合理 此房为新房 是毛坯房,金牛山庄 -市区商圈,2室2厅 | 100平米 | 南 北 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,70,"7,000元/平"
世纪城商圈福DI华园二期毛坯2居室有本可贷款,福地华园西区 -市区商圈,2室1厅 | 95.32平米 | 南 | 毛坯 | 低楼层(共25层)  | 板楼,4人关注 / 6个月以前发布,100,"10,491元/平"
梨花江苑大三居南北通透好户型采光好,梨花江苑 -开发区商圈,3室2厅 | 137平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,80,"5,840元/平"
业主诚心出售，视野宽阔，采光充足,秀兰城市花园 -兴隆县,3室2厅 | 137平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,85,"6,205元/平"
凤凰御景一楼带小院50平采光充足，视野开阔，南北通,凤凰御景 -开发区商圈,4室2厅 | 206平米 | 北 南 | 其他 | 低楼层(共8层)  | 板塔结合,8人关注 / 一年前发布,240,"11,651元/平"
鼎盛旁南北通透   四室 可以贷款满五唯一 3楼位置安静,枫林绿洲 -双滦区,4室2厅 | 142平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,105,"7,395元/平"
欢乐江山三期精装没住过价格合适,欢乐江山三期 -双滦区,3室2厅 | 134.07平米 | 南 北 | 其他 | 低楼层(共10层)  | 暂无数据,0人关注 / 8个月以前发布,130,"9,697元/平"
三岔口鑫顺小区精装修拎包入住本够2年,顺发·鑫顺家园二期 -双滦区,2室2厅 | 89.79平米 | 南 | 其他 | 中楼层(共21层)  | 板塔结合,0人关注 / 4个月以前发布,76.5,"8,520元/平"
银杏苑103平方正两居，精装修拎包入住,阳光四季城银杏苑 -开发区商圈,2室2厅 | 103平米 | 南 | 其他 | 中楼层(共27层)  | 暂无数据,1人关注 / 5个月以前发布,80,"7,767元/平"
诚心出售武阳秀美精装修三居室全天采光临河观景,武阳秀美家园 -市区商圈,3室2厅 | 130平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 5个月以前发布,130,"10,000元/平"
乾正家园大三居。平地不上坡，采光充足，有本可贷款。,乾正家园 -开发区商圈,3室2厅 | 129.85平米 | 南 北 | 其他 | 低楼层(共28层)  | 暂无数据,1人关注 / 6个月以前发布,102,"7,856元/平"
财富九龙城 3室1厅 西南,财富九龙城 -兴隆县,3室1厅 | 115.49平米 | 西南 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 5个月以前发布,88,"7,620元/平"
嘉和广场前排精装三居室，南北通透，全明格局,嘉和广场 -市区商圈,3室2厅 | 95平米 | 南 北 | 精装 | 高楼层(共28层)  | 板楼,0人关注 / 6个月以前发布,118,"12,422元/平"
采光好 小区仅 此一套  产权清晰,承德·世纪城 -市区商圈,2室2厅 | 108平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,140,"12,963元/平"
中泰南北通透 跃层 精装三室两厅两卫,中泰·自然城 -市区商圈,3室2厅 | 126平米 | 南 北 | 其他 | 高楼层(共23层)  | 塔楼,0人关注 / 一年前发布,155,"12,302元/平"
御水花园西区，南北通透两居，好楼层，看房方便,御水花园西区 -双滦区,2室2厅 | 96平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,80,"8,334元/平"
此房南北通透，精装修大三居  户型方正  三阳开泰,温家沟小区 -市区商圈,3室2厅 | 119平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,115,"9,664元/平"
锦绣城五区精装大三居  南北通透  拎包入住。,临流园 -双滦区,3室2厅 | 135.74平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,95,"6,999元/平"
石洞子沟 现房毛坯随意装修 三室两厅双卫中间楼层,名城福地 -市区商圈,3室2厅 | 132平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板楼,1人关注 / 一年前发布,150,"11,364元/平"
兴隆建龙小区电梯房阔绰三居拎包入住,龙祥源 -兴隆县,3室1厅 | 122平米 | 南 | 其他 | 高楼层(共13层)  | 暂无数据,0人关注 / 一年前发布,93,"7,623元/平"
佟王 府 大三居 位置好 老本能贷款 小饭桌 居住均可,佟王府小区 -市区商圈,3室2厅 | 133平米 | 南 北 | 其他 | 低楼层(共9层)  | 板楼,0人关注 / 一年前发布,150,"11,279元/平"
距离小区公交站 近 银行 学 校 餐饮 菜市,乾阳小区 -市区商圈,3室2厅 | 133平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,125,"9,399元/平"
枫林绿洲 4室2厅 南 北,枫林绿洲 -双滦区,4室2厅 | 141.98平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 暂无数据,0人关注 / 11个月以前发布,100,"7,044元/平"
双塔山电梯房，小三室，通透户型,美好家园 -双滦区,3室2厅 | 100平米 | 南 北 | 精装 | 高楼层(共13层)  | 暂无数据,2人关注 / 9个月以前发布,65,"6,500元/平"
双滦区山水天城小区采光好无遮挡,山水天城 -双滦区,3室2厅 | 150平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据,1人关注 / 11个月以前发布,90,"6,000元/平"
电力局家属楼 3室1厅 南 北,电力局家属楼 -兴隆县,3室1厅 | 91平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,8人关注 / 9个月以前发布,40,"4,396元/平"
兴隆县 佳兴花园 精装三居 南北通透,佳兴花园 -兴隆县,3室1厅 | 114平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 一年前发布,70,"6,141元/平"
精装修，拎包入住，带车位，地下室中间楼层,万和城C区 -双滦区,3室2厅 | 138.5平米 | 南 北 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 一年前发布,120,"8,665元/平"
承市之光 精装大三居 地理位置不错 电梯中层,承市之光小区 -市区商圈,3室2厅 | 147.23平米 | 南 | 其他 | 中楼层(共35层)  | 塔楼,0人关注 / 一年前发布,165,"11,207元/平"
大平层四室两厅两卫毛坯随意装修,兴盛·丽水南区 -市区商圈,4室2厅 | 200平米 | 南 北 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 一年前发布,530,"26,500元/平"
此房南北通透 客厅带窗，楼层矮，采光好,会龙山小区 -市区商圈,3室1厅 | 83平米 | 南 北 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 7个月以前发布,75,"9,037元/平"
头道沟五中集资楼 南北简装大三室 可贷款,头道沟五中集资楼 -市区商圈,3室2厅 | 108平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,95,"8,797元/平"
急售铂悦山二期精装修三居室中间层采光充足,铂悦山二期 -开发区商圈,3室2厅 | 115平米 | 南 北 | 其他 | 高楼层(共14层)  | 暂无数据,0人关注 / 1个月以前发布,160,"13,914元/平"
高铁站，交通便利，精装修，复式户型,兴隆御景 -兴隆县,3室1厅 | 144平米 | 南 北 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 3个月以前发布,93,"6,459元/平"
兴隆隆湾帝园好楼层三居，随时过户,隆湾帝园B区 -兴隆县,3室2厅 | 119.54平米 | 南 北 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 4个月以前发布,77,"6,442元/平"
凤凰御景精装大三居好楼层采光无遮挡,凤凰御景 -开发区商圈,3室2厅 | 170平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 10个月以前发布,177,"10,412元/平"
福溪帝苑三阳开泰南北通透三居室，前排，带地下室,福溪帝苑二期 -双滦区,3室2厅 | 115平米 | 南 北 | 其他 | 低楼层(共24层)  | 板塔结合,7人关注 / 一年前发布,80,"6,957元/平"
紫薇家园 南北通透 户型方正 配套齐全,紫薇家園 -市区商圈,2室2厅 | 83.7平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 6个月以前发布,90,"10,753元/平"
富华山庄二期 多层楼房 房龄新贷款方式不限,富华山庄二期 -市区商圈,2室1厅 | 83.57平米 | 南 北 | 简装 | 低楼层(共8层)  | 板楼,2人关注 / 3个月以前发布,68,"8,137元/平"
一梯两户电梯房.三居两卫.单价低.有车库可单买,宜馨佳苑 -兴隆县,3室2厅 | 123平米 | 南 北 | 其他 | 中楼层(共13层)  | 暂无数据,0人关注 / 2个月以前发布,80,"6,505元/平"
欢乐江山高品质小区，环境好，物业认真负责,江山华府 -双滦区,3室2厅 | 103平米 | 南 北 | 其他 | 中楼层(共17层)  | 暂无数据,1人关注 / 一年前发布,80,"7,767元/平"
万和城大三室，简单装修，随时入住,万和城B区 -双滦区,3室2厅 | 107平米 | 南 北 | 简装 | 低楼层(共27层)  | 板塔结合,0人关注 / 11个月以前发布,75,"7,010元/平"
福溪帝苑前排毛坯大三室，好楼层，全明户型，有车位,福溪帝苑二期 -双滦区,3室2厅 | 125.6平米 | 南 北 | 其他 | 中楼层(共21层)  | 板塔结合,0人关注 / 8个月以前发布,126,"10,032元/平"
兴隆碧桂园，新房小区环境好，物业有保障,兴隆·碧桂园 -兴隆县,3室1厅 | 132平米 | 南 北 | 其他 | 低楼层(共15层)  | 暂无数据,0人关注 / 一年前发布,130,"9,849元/平"
滦河小区大两居，家具家电齐全拎包入住,天力小区 -双滦区,2室1厅 | 106.13平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,50,"4,712元/平"
比华利经典别墅，有本可贷款，有前后小院露台,東方比華利莊園 -双滦区,5室2厅 | 251.25平米 | 南 北 | 其他 | 低楼层(共3层)  | 板塔结合,2人关注 / 一年前发布,270,"10,747元/平"
锦绣城一区大三居简单装修可以打造舒适得家,锦绣城一区 -双滦区,3室2厅 | 120平米 | 北 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,80,"6,667元/平"
龙祥源 3室1厅 东 西,龙祥源 -兴隆县,3室1厅 | 108平米 | 东 西 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,65,"6,019元/平"
精装修三居双卫  地势平坦 电梯房  商贷公积金都可用,卓越祥园 -市区商圈,3室1厅 | 129平米 | 东南 | 其他 | 高楼层(共24层)  | 暂无数据,0人关注 / 2个月以前发布,130,"10,078元/平"
