标题,开发商,房子信息,发布信息,售价/万,单价
景苑花园 5室2厅 南 北,景苑花园 -一号公馆,5室2厅 | 239.92平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合,0人关注 / 10天以前发布,145,"6,044元/平"
不吃差价 不收返费听说长得好看的人都在看,沃土阳光 -中建御澜世家,3室2厅 | 110.27平米 | 南 北 | 其他 | 高楼层(共17层)  | 板楼,3人关注 / 一年前发布,84,"7,618元/平"
东方天城  南北通透   电梯毛坯  钥匙已领  随时看房,东方天城 -东大桥,2室1厅 | 115平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,0人关注 / 3个月以前发布,67.5,"5,870元/平"
小区环境优美，小区人车分流，保安24小时值班安静,恒大名都 -东亚,4室2厅 | 203平米 | 南 北 | 精装 | 中楼层(共15层)  | 塔楼,13人关注 / 一年前发布,135,"6,651元/平"
不吃差价，不收返费，高楼层，采光好，有钥匙看房方便,富力城G区 -九原区,3室2厅 | 142平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 板塔结合,0人关注 / 一年前发布,105,"7,395元/平"
富力城一期精装大四居无大税配贷款中间楼层,富力城 -九原区,4室2厅 | 171.43平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,1人关注 / 11个月以前发布,150,"8,750元/平"
万合广场 电梯中层三居室，双阳户型，同层排水，配贷,万合广场 -鹿港小镇,3室2厅 | 140.56平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 暂无数据,12人关注 / 一年前发布,120,"8,538元/平"
南北通透，楼层好，采光好，无遮挡。家居布置合理温馨,紫金华府 -东亚,3室2厅 | 125平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,7人关注 / 一年前发布,95,"7,600元/平"
不吃差价 不收返费 阿北 步梯3楼 全天采光,阿尔丁小区 -包头乐园,2室1厅 | 83平米 | 东北 | 简装 | 中楼层(共8层)  | 暂无数据,1人关注 / 11个月以前发布,65,"7,832元/平"
一宫环岛 香林湾 电梯3居 南北通透 有本无大税 配贷款,香林湾佳苑 -大连新型居住区,3室2厅 | 143平米 | 北 南 | 精装 | 中楼层(共18层)  | 板楼,10人关注 / 10个月以前发布,106,"7,413元/平"
不吃差价 不收返费 精装三室 有钥匙 随时看房,东亚世纪城文雅苑 -东亚,3室1厅 | 139.93平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,2人关注 / 5个月以前发布,114,"8,147元/平"
小区人文环境好，生活配套齐全，交通便利,檀香湾 -中建御澜世家,3室2厅 | 123.35平米 | 西南 | 毛坯 | 高楼层(共29层)  | 板塔结合,0人关注 / 2个月以前发布,67,"5,432元/平"
不吃差价 不收返费大三居，好楼层，装修精致,保利拉菲公馆 -东亚,3室2厅 | 127平米 | 北 南 | 简装 | 高楼层(共27层)  | 塔楼,5人关注 / 一年前发布,106,"8,347元/平"
不吃差价 不收返费 富力城  房东诚意出售  一楼带院,富力城 -九原区,3室2厅 | 139.78平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 板塔结合,9人关注 / 一年前发布,122,"8,729元/平"
青山五一市场 2楼2楼两室两厅 一梯2户格局好 看房方便,幸16街坊 -大连新型居住区,2室2厅 | 84平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,61.5,"7,322元/平"
包头湖景房恒大名都285平 全新未住过 四居两厅四卫,恒大名都 -东亚,4室2厅 | 285平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,1人关注 / 7个月以前发布,181,"6,351元/平"
电梯六楼精装房，采光好红盘位置，没有贷款，交通方便,住建风景 -西脑包,3室2厅 | 111平米 | 南 北 | 精装 | 中楼层(共12层)  | 暂无数据,0人关注 / 2个月以前发布,82.5,"7,433元/平"
此房满五不唯一南北通透格局采光好,南圪洞北小区 -南圪洞,2室2厅 | 95.58平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,39,"4,081元/平"
不吃差价不收返费新上房源 邦成宫园墅三期毛坯房出售,邦成·宫园墅 -九原区,3室2厅 | 147平米 | 南 北 | 毛坯 | 低楼层(共10层)  | 暂无数据,0人关注 / 2个月以前发布,220,"14,966元/平"
此房南北通透 经典楼层 采光好 结构好,青山路5号街坊 -二机二中双学区,2室2厅 | 78.5平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,69,"8,790元/平"
不吃差价 不收返费  中间楼层，南北通透  房主诚心卖,口岸花苑 -口岸花园,2室1厅 | 107.28平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,100,"9,322元/平"
首创加州郡府，三居户型，宽厅设计，,加州郡府 -中建御澜世家,3室2厅 | 112平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,9人关注 / 11个月以前发布,76,"6,786元/平"
不吃差价不收返费保利心语141经典户型,保利心语 -中建御澜世家,4室2厅 | 141平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,3人关注 / 5个月以前发布,120,"8,511元/平"
高新区，牡丹花园，采光好，配套齐全,牡丹花园 -中建御澜世家,3室2厅 | 129.75平米 | 南 | 毛坯 | 低楼层(共26层)  | 塔楼,1人关注 / 1个月以前发布,82,"6,320元/平"
不吃差价不收返费保利心语141好房出售,保利心语 -中建御澜世家,4室2厅 | 140.66平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,3人关注 / 5个月以前发布,115,"8,176元/平"
滨海名都二期，顶账好房诚心出售,滨海名都二期 -南开小学,3室2厅 | 118.35平米 | 南 | 毛坯 | 中楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,94.5,"7,985元/平"
沃土阳光 3室2厅 南 北,沃土阳光 -中建御澜世家,3室2厅 | 129平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,95,"7,365元/平"
东大桥， 毛坯步梯一楼 南北通透，交通便利 随时看房,家诚小区 -北梁新区,2室2厅 | 97平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,41,"4,227元/平"
不吃差价不收反费 日月豪庭 精装修 两居双卫 可议,日月豪庭 -鹿港小镇,2室2厅 | 121平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 11个月以前发布,83,"6,860元/平"
迎宾小区 精装4楼 方便接孩子上下学 格局好 拎包入住,迎宾小区 -万达,2室1厅 | 57.49平米 | 南 | 精装 | 中楼层(共5层)  | 塔楼,0人关注 / 1个月以前发布,46.2,"8,037元/平"
保利拉菲毛坯房，楼层好，采光好,保利拉菲公馆 -东亚,3室2厅 | 129平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 板楼,3人关注 / 一年前发布,110,"8,528元/平"
迎宾小区5层，南北通透，户型好，视野广,迎宾小区 -万达,2室2厅 | 69.29平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,51,"7,361元/平"
宽敞明亮 干净整齐，交通出行便利，环境优美，,保利罗兰香谷 -九原区,2室2厅 | 90平米 | 南 北 | 简装 | 中楼层(共14层)  | 板塔结合,2人关注 / 一年前发布,42,"4,667元/平"
加州郡府 位置好 楼层佳 精装修,加州郡府 -中建御澜世家,2室1厅 | 111.7平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,2人关注 / 4个月以前发布,85,"7,610元/平"
不吃差价，不收返费，该房屋是毛坯房，格局方正，,邦成·宫园墅 -九原区,3室2厅 | 185平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,270,"14,595元/平"
富力三期精品房源，房东诚心出售，品牌装修,富力城G区 -九原区,3室2厅 | 143.97平米 | 南 北 | 精装 | 中楼层(共28层)  | 板塔结合,13人关注 / 9个月以前发布,110,"7,641元/平"
高新区 鹿港小镇 出现便利 左右都有公园,鹿港小镇 -鹿港小镇,3室2厅 | 140.7平米 | 南 北 | 简装 | 中楼层(共20层)  | 板楼,8人关注 / 一年前发布,96,"6,824元/平"
房子刚领钥匙，新小区，环境优美，典型格局，,保利心语 -中建御澜世家,3室2厅 | 140平米 | 北 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,3人关注 / 一年前发布,120,"8,572元/平"
新都市区 政府北，九中旁，大四居,中国铁建景晟开元 -九原区,4室2厅 | 181平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,1人关注 / 一年前发布,160,"8,840元/平"
东大桥   南北通透格局  采光充足 楼层好 配套齐全,碧水嘉苑 -东大桥,4室2厅 | 147平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,84,"5,715元/平"
不吃差价，不收返费，新都市区现房，小区环境好,中国铁建景晟开元 -九原区,2室2厅 | 125平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,130,"10,400元/平"
新都市区明华学府+122㎡有本配贷+毛坯房,明华学府 -九原区,3室2厅 | 122.5平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,85,"6,939元/平"
全新轻奢装修 带全新家具  不临街不把边 拎包入住,阳光小区(阿尔丁大街) -一号公馆,2室2厅 | 76平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,19人关注 / 9个月以前发布,53.8,"7,079元/平"
万郡大都城 十六楼  满五唯一 钥匙在手 随时看房,万郡大都城 -万郡,3室2厅 | 133.25平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,6人关注 / 一年前发布,110,"8,256元/平"
翡丽湾 全新精装 宽厅大二居 南北通透 采光好,翡丽湾 -万郡,2室2厅 | 140平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,4人关注 / 7个月以前发布,105,"7,500元/平"
翡丽湾精装修三居室  房东急售  可以贷款,翡丽湾 -万郡,3室1厅 | 118平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,10人关注 / 一年前发布,92,"7,797元/平"
房主诚心出售  房屋采光充足 看房方便,东门大街南小区 -蒙中医院,2室1厅 | 63.53平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,23.5,"3,700元/平"
工业路邻近东一路旁边小区精装修繁华地段有本配贷,盛世小区 -环城路,3室2厅 | 103平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,53,"5,146元/平"
标准户型  采光好  中间楼层  南北通透 通风好,国泰新城B区 -二旅社,3室2厅 | 113平米 | 南 北 | 精装 | 中楼层(共18层)  | 暂无数据,6人关注 / 10个月以前发布,81,"7,169元/平"
不吃差价，不收返费，此房满五。精装修，领包入住,国际新城 -团结大街,2室1厅 | 72平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,4人关注 / 8个月以前发布,41,"5,695元/平"
此房楼层好视野宽阔采光充足，配套设施齐全，交通便,康乐小区(东河区) -西脑包,2室2厅 | 86.67平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,35,"4,039元/平"
万郡大都城 十六楼  满五唯一 钥匙在手 随时看房,万郡大都城 -万郡,3室2厅 | 133.25平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,6人关注 / 一年前发布,110,"8,256元/平"
房主诚心出售  房屋采光充足 看房方便,东门大街南小区 -蒙中医院,2室1厅 | 63.53平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,23.5,"3,700元/平"
翡丽湾 全新精装 宽厅大二居 南北通透 采光好,翡丽湾 -万郡,2室2厅 | 140平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,4人关注 / 7个月以前发布,105,"7,500元/平"
业主诚意出售，小区绿化好，停车方便，看房方便,矿机小区 -名人鞋城,2室2厅 | 91.3平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,42.2,"4,623元/平"
不吃差价，不收反费。136平，双阳夹厅。南北通透。,明日星城知惠苑 -二旅社,3室2厅 | 136平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 2个月以前发布,99,"7,280元/平"
翡丽湾精装修三居室  房东急售  可以贷款,翡丽湾 -万郡,3室1厅 | 118平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,10人关注 / 一年前发布,92,"7,797元/平"
青山区 青山丽景 高档小区 标准格局 采光十足,青山丽景 -民主路,3室2厅 | 132平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 板塔结合,4人关注 / 一年前发布,130,"9,849元/平"
工业路邻近东一路旁边小区精装修繁华地段有本配贷,盛世小区 -环城路,3室2厅 | 103平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,53,"5,146元/平"
春光小区 2室2厅 南 北,春光小区 -五一市场,2室2厅 | 75.8平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,53,"6,993元/平"
青山 大连阳光公寓 大平层 视野开阔 有本配贷,阳光公寓 -大连新型居住区,3室2厅 | 198.2平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 板楼,4人关注 / 一年前发布,145,"7,316元/平"
赛汗塔拉旁 三居室 南北通透 有本配贷,当代左岸绿洲 -大连新型居住区,3室2厅 | 126平米 | 南 北 | 毛坯 | 中楼层(共19层)  | 板楼,4人关注 / 一年前发布,94,"7,461元/平"
团结大街13号街坊简单装修双阳室卧步梯六楼两室一厅,包钢团结十三号街坊 -团结大街,2室1厅 | 61平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,29,"4,755元/平"
此房南邻劳动公园 北邻娜琳商圈 房屋采光好 满五,幸福路六号街坊 -劳动公园,3室2厅 | 121平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,24人关注 / 一年前发布,80,"6,612元/平"
大连新型居住区，温馨园好房出售,温馨园 -大连新型居住区,3室2厅 | 126.4平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,13人关注 / 一年前发布,70,"5,538元/平"
本房为南北通三居室， 户型好，采光好，交通便利,恩和小区 -106小商品城,3室2厅 | 109平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,69,"6,331元/平"
昆区 吾悦广场南 148平精装大三居 楼下还有独立车库,景富家园A区 -包头站,3室2厅 | 148平米 | 南 北 | 精装 | 高楼层(共6层)  | 平房,0人关注 / 5个月以前发布,70,"4,730元/平"
恩和小区、五楼、南北通透，才光好，户型好,恩和小区 -106小商品城,2室2厅 | 83平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,63,"7,591元/平"
新都市区中 心地段，配套齐全，毛坯住宅价格低,天福广场 -青山区,3室2厅 | 131.07平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 板楼,0人关注 / 3个月以前发布,89,"6,791元/平"
滨海名都二期，顶账好房诚心出售,滨海名都二期 -南开小学,3室2厅 | 118.35平米 | 南 | 毛坯 | 低楼层(共30层)  | 板楼,3人关注 / 3个月以前发布,90,"7,605元/平"
新都市区万达商圈 视野好 采光好,绿地国际花都 -九原区,3室2厅 | 143平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 板楼,1人关注 / 10个月以前发布,118,"8,252元/平"
东方俪城，一楼带小院毛坯房，出行方便。,东方俪城 -东河区,2室2厅 | 89平米 | 南 北 | 毛坯 | 低楼层(共5层)  | 暂无数据,2人关注 / 一年前发布,50,"5,618元/平"
不吃差价，不收返费有本配贷复式错层 视野宽阔 楼层好,馥室成双 -广汇,2室1厅 | 69平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,0人关注 / 一年前发布,60,"8,696元/平"
一楼 精装修 户型好 看房方便,赛音道5号 -娜琳,2室2厅 | 118平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,93,"7,882元/平"
团八街坊三段 2室1厅 南 北,团八街坊三段 -阿尔丁植物园,2室1厅 | 60平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 6个月以前发布,46.8,"7,800元/平"
娜琳商圈 出行方便 周 边小 学 中 学 高中步行距离近,时代财富广场 -娜琳,2室1厅 | 70平米 | 西北 | 精装 | 中楼层(共32层)  | 板楼,2人关注 / 一年前发布,58,"8,286元/平"
松石国际 中间楼层 精装修婚房  有本配贷 看房方便,松石国际城石榴花园 -青山区,3室2厅 | 113平米 | 南 北 | 简装 | 低楼层(共26层)  | 板楼,1人关注 / 一年前发布,80,"7,080元/平"
瑞德花园 好楼层 团四 三十五 南北透通 采光好,瑞德花园小区 -包三十五中,2室1厅 | 98平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,2人关注 / 4个月以前发布,121.5,"12,398元/平"
自由路5号街坊  4楼  简装  3室1厅1厨1卫,自由路五号街坊 -二机二中双学区,3室1厅 | 75.24平米 | 东 | 简装 | 中楼层(共5层)  | 板塔结合,0人关注 / 5个月以前发布,70,"9,304元/平"
此房户型方正 楼层好 视野宽阔 小区环境好 绿化好,保利罗兰香谷 -九原区,2室2厅 | 89.36平米 | 南 | 简装 | 中楼层(共14层)  | 板塔结合,0人关注 / 7个月以前发布,44,"4,924元/平"
山水佳苑 步梯四楼 现代精装 拎包入住 可以贷款,山水佳苑 -东大桥,2室2厅 | 97平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,8人关注 / 11个月以前发布,55.8,"5,753元/平"
新都市区 天福广场 精装修大三居 有本 电梯房,天福广场 -青山区,3室2厅 | 142.8平米 | 南 北 | 精装 | 低楼层(共28层)  | 板楼,1人关注 / 6个月以前发布,96,"6,723元/平"
口岸花园 位置好 楼层佳 出行方便 诚心出售,口岸花苑 -口岸花园,3室2厅 | 142.32平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,103,"7,238元/平"
