标题,开发商,房子信息,发布信息,售价/万,单价
近南站，视野看湖看别墅，户型实用大五房，配套齐全,星河丹堤G区 -南站新城,5室2厅 | 124.39平米 | 南 北 | 毛坯 | 33层  | 板塔结合,0人关注 / 7天以前发布,208,"16,722元/平"
江北CDP泰宇城市花园视野无遮挡楼层,泰宇城市中央 -江北,4室2厅 | 115.13平米 | 南 北 | 其他 | 中楼层(共30层)  | 塔楼,0人关注 / 7天以前发布,145,"12,595元/平"
满五不唯一，无欠款钥匙在手随时看房，景观很好,合生滨海城 -澳头,4室2厅 | 169.07平米 | 南 北 | 其他 | 32层  | 板塔结合,2人关注 / 4个月以前发布,140,"8,281元/平"
金山新城 惠南学  院旁，户型方正，采光格局佳,鸿润·叠韵 -河南岸,3室2厅 | 140.88平米 | 南 | 其他 | 高楼层(共32层)  | 塔楼,0人关注 / 16天以前发布,165,"11,713元/平"
此房满五多套税费低，坐西朝东开间阔，视野好采光佳,润园 -龙丰,4室2厅 | 191.51平米 | 东 西 | 其他 | 8层  | 板塔结合,0人关注 / 2个月以前发布,274,"14,308元/平"
此房业主诚心出售，看房方便，近深圳视野好生活便利,太东时尚岛 -比亚迪商圈,4室2厅 | 133.14平米 | 东南 | 毛坯 | 31层  | 板塔结合,8人关注 / 8个月以前发布,123,"9,239元/平"
碧桂园五房二厅二卫，全新精装修，业主诚心出售,翡翠山珑悦 -万达,5室2厅 | 140.5平米 | 南 北 | 其他 | 33层  | 板塔结合,6人关注 / 5个月以前发布,230,"16,371元/平"
小区中间 双龙抱珠户型 五房 满五唯一,华泓星岸城 -博罗中心区,5室2厅 | 128.16平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 7天以前发布,96,"7,491元/平"
万林湖八期南向金装四房实惠礼让,金榜山 -龙丰,4室2厅 | 131.12平米 | 西南 | 精装 | 中楼层(共28层)  | 板塔结合,11人关注 / 一年前发布,165,"12,584元/平"
东江学府五期，大户型，业主急售,东江学府五期 -三栋镇,4室2厅 | 143.22平米 | 南 北 | 其他 | 中楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,200,"13,965元/平"
小区物业管理好，保利自带物业管理体系,保利•山水城 -博罗中心区,5室2厅 | 211.9平米 | 南 | 其他 | 6层  | 板塔结合,0人关注 / 4个月以前发布,153,"7,221元/平"
富川瑞园3房出售，二期有地下室保养好。,富川瑞园 -仲恺,3室2厅 | 93平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 5天以前发布,82,"8,818元/平"
高层看海景 南北通 两梯三户 环境美 适宜养老,合生滨海城 -澳头,4室2厅 | 161.31平米 | 南 北 | 其他 | 31层  | 板塔结合,3人关注 / 一年前发布,146,"9,051元/平"
牧云溪谷四期 户型方正 配套齐全,牧云溪谷二期云尚 -秋长,5室2厅 | 164平米 | 南 北 | 其他 | 中楼层(共25层)  | 板塔结合,0人关注 / 13天以前发布,299.9,"18,287元/平"
户型方正，南北通，与学府相伴，交通便利,美庐 -仲恺,4室2厅 | 115.81平米 | 东南 | 其他 | 高楼层(共31层)  | 塔楼,0人关注 / 7天以前发布,115,"9,931元/平"
金山湖  山姆会员店旁  中海凯旋城二期 五房 居住舒服,中海凯旋城二期 -河南岸,4室2厅 | 142平米 | 南 | 其他 | 27层  | 塔楼,0人关注 / 14天以前发布,228,"16,057元/平"
国汇山大小区，绿化环境好，看房方便，诚意出售,鼎峰国汇山 -江北,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共32层)  | 板塔结合,1人关注 / 5天以前发布,128,"14,383元/平"
水岸城珊瑚湾，800平露台，可做游乐场、种植花草等,中信水岸城六期 -东江新城,3室1厅 | 89平米 | 南 | 其他 | 低楼层(共32层)  | 板塔结合,0人关注 / 6天以前发布,142,"15,956元/平"
铂金广场 3室2厅 东南,铂金广场 -区政府,3室2厅 | 108平米 | 东南 | 毛坯 | 29层  | 板塔结合,0人关注 / 3天以前发布,106,"9,815元/平"
景观房，视野开阔 私密性高 2梯3户,星河丹堤G区 -南站新城,4室2厅 | 140.31平米 | 南 北 | 其他 | 33层  | 板塔结合,1人关注 / 1个月以前发布,249,"17,747元/平"
此房业主诚心出售，看房方便，近深圳视野好生活便利,太东时尚岛 -比亚迪商圈,4室2厅 | 133.14平米 | 东南 | 毛坯 | 31层  | 板塔结合,8人关注 / 8个月以前发布,123,"9,239元/平"
灿邦万达圈 小区配套齐全 满五唯一 中楼层 户型使用高,华冠花园 -大亚湾中心区,3室2厅 | 104平米 | 南 北 | 毛坯 | 33层  | 板塔结合,0人关注 / 13天以前发布,98,"9,424元/平"
此房满五多套税费低，坐西朝东开间阔，视野好采光佳,润园 -龙丰,4室2厅 | 191.51平米 | 东 西 | 其他 | 8层  | 板塔结合,0人关注 / 2个月以前发布,274,"14,308元/平"
小区物业管理好，保利自带物业管理体系,保利•山水城 -博罗中心区,5室2厅 | 211.9平米 | 南 | 其他 | 6层  | 板塔结合,0人关注 / 4个月以前发布,153,"7,221元/平"
小区中间 双龙抱珠户型 五房 满五唯一,华泓星岸城 -博罗中心区,5室2厅 | 128.16平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 7天以前发布,96,"7,491元/平"
高层看海景 南北通 两梯三户 环境美 适宜养老,合生滨海城 -澳头,4室2厅 | 161.31平米 | 南 北 | 其他 | 31层  | 板塔结合,3人关注 / 一年前发布,146,"9,051元/平"
万林湖八期南向金装四房实惠礼让,金榜山 -龙丰,4室2厅 | 131.12平米 | 西南 | 精装 | 中楼层(共28层)  | 板塔结合,11人关注 / 一年前发布,165,"12,584元/平"
东江学府五期，大户型，业主急售,东江学府五期 -三栋镇,4室2厅 | 143.22平米 | 南 北 | 其他 | 中楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,200,"13,965元/平"
富川瑞园3房出售，二期有地下室保养好。,富川瑞园 -仲恺,3室2厅 | 93平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 5天以前发布,82,"8,818元/平"
中信凯旋城五六期三房，户型方正，楼层适中,中海凯旋城五六期 -河南岸,3室2厅 | 88.35平米 | 南 | 毛坯 | 31层  | 板塔结合,1人关注 / 10个月以前发布,115,"13,017元/平"
此房为3+1高拓户型，朝南视野开阔，采光好，中高楼层,星河丹堤V区 -南站新城,4室2厅 | 88平米 | 东南 | 其他 | 34层  | 板塔结合,0人关注 / 2个月以前发布,166,"18,864元/平"
临深片区，采光好通风好，小区安静,龙光城南一期 -龙光城,4室2厅 | 132.33平米 | 东南 南 | 其他 | 29层  | 板塔结合,0人关注 / 5天以前发布,208,"15,719元/平"
5房   澳头高速出口，碧桂园急售；价格低于小区行情价,碧桂园中萃公园 -大亚湾中心区,5室2厅 | 146.98平米 | 南 北 | 精装 | 28层  | 板塔结合,1人关注 / 1个月以前发布,150,"10,206元/平"
菩提园 5室2厅 南,菩提园 -万达,5室2厅 | 297.29平米 | 南 | 毛坯 | 31层  | 塔楼,0人关注 / 1个月以前发布,242,"8,141元/平"
房子红本满两年，业主诚心出售，采光无遮挡,美泰天韵 -万达,4室2厅 | 148.87平米 | 南 北 | 毛坯 | 15层  | 板楼,4人关注 / 一年前发布,185,"12,427元/平"
老城区大四房，单价美丽，生活配套齐全完善,惠华花园 -麦地,4室2厅 | 119平米 | 南 北 | 简装 | 中楼层(共9层)  | 塔楼,4人关注 / 一年前发布,80.7,"6,782元/平"
南北通 采光好 通风好 有钥匙方便看房,东江学府二期 -河南岸,5室2厅 | 209平米 | 南 | 毛坯 | 低楼层(共16层)  | 板塔结合,7人关注 / 一年前发布,210,"10,048元/平"
东江学府三层复....式带大露台价格实惠看房有钥匙,东江学府二期 -河南岸,5室2厅 | 247平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 板塔结合,4人关注 / 9个月以前发布,350,"14,171元/平"
中洲天御花园一期 舒适4+1房 安静前后看花园,中洲天御 -河南岸,5室1厅 | 130.51平米 | 南 | 其他 | 21层  | 塔楼,0人关注 / 3个月以前发布,215,"16,474元/平"
山水江南叠墅，看房请提前联系。,山水江南 -河南岸,5室2厅 | 281平米 | 南 | 毛坯 | 9层  | 板楼,2人关注 / 一年前发布,281,"10,000元/平"
凯旋城六期 大社区 花园中间 楼层好户型方正,中海凯旋城五六期 -河南岸,5室2厅 | 168平米 | 东南 | 毛坯 | 34层  | 板塔结合,6人关注 / 7个月以前发布,295,"17,560元/平"
北站新城 江山美苑 5房2厅南北通透 *大阳台 中高楼层,华基江山 -博罗中心区,5室2厅 | 149.24平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 板塔结合,7人关注 / 一年前发布,150,"10,051元/平"
金山湖 惠南 鸿润叠韵四房 205万,鸿润·叠韵 -河南岸,4室2厅 | 165平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,206,"12,485元/平"
此房是四房两厅一厨两卫，南北通，采光好。,东部阳光花园 -万达,4室2厅 | 140平米 | 南 北 | 毛坯 | 31层  | 板塔结合,18人关注 / 一年前发布,200,"14,286元/平"
此房是四房两厅一厨两卫，南北通，采光好。,东部阳光花园 -万达,4室2厅 | 140平米 | 南 北 | 毛坯 | 31层  | 板塔结合,18人关注 / 一年前发布,200,"14,286元/平"
金山湖 中洲天御二期花园中间位，价格好，位置好,中洲天御二期 -河南岸,5室1厅 | 143.06平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,2人关注 / 3个月以前发布,245,"17,126元/平"
大四房，户型方正看别墅区  采光通风好毛坯随意改造,泰丰·千花岛 -河南岸,4室2厅 | 144平米 | 南 北 | 毛坯 | 33层  | 板塔结合,0人关注 / 1个月以前发布,349,"24,237元/平"
三环天虹商圈 惠港27瑞峰公园里 装修4房两厅两卫,瑞和家园二期 -河南岸,4室2厅 | 139.86平米 | 南 | 精装 | 中楼层(共30层)  | 板楼,2人关注 / 7个月以前发布,219,"15,659元/平"
花城湾，万达旁，闹中取静花园房,中萃花城湾 -万达,4室2厅 | 156.81平米 | 南 | 毛坯 | 27层  | 板塔结合,18人关注 / 一年前发布,199,"12,691元/平"
大亚湾西区万达广场旁花城湾大平台复式,中萃花城湾 -万达,5室3厅 | 206平米 | 东南 | 毛坯 | 27层  | 板塔结合,38人关注 / 一年前发布,235,"11,408元/平"
小区自带综合体，离万达广场近，大社区，配套齐,金沙世纪城 -大亚湾中心区,4室2厅 | 149.47平米 | 南 北 | 精装 | 32层  | 塔楼,45人关注 / 一年前发布,260,"17,395元/平"
中洲三期，东边位，看花园，视野开阔，看房有钥匙,中洲央筑花园 -河南岸,5室2厅 | 151.21平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,0人关注 / 4个月以前发布,375,"24,800元/平"
新时代花园 五房两厅三卫 户型方正 东西对流 有露台！,新时代花園 -麦地,5室2厅 | 236.53平米 | 南 | 毛坯 | 低楼层(共13层)  | 板塔结合,9人关注 / 一年前发布,230,"9,724元/平"
此房户型方正，朝南格局，双阳台设计，采光佳，惠南,鸿润·叠韵 -河南岸,4室2厅 | 165平米 | 南 | 毛坯 | 低楼层(共32层)  | 塔楼,0人关注 / 5个月以前发布,158.4,"9,600元/平"
中锴华章 业主诚心卖 大户型宜居舒适 看房店里有钥匙,中锴·华章 -河南岸,5室2厅 | 230.26平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 塔楼,32人关注 / 一年前发布,298,"12,942元/平"
金山湖 大坤金洲广场 住宅性质 四房两厅两卫 大户型,大坤金洲广场 -河南岸,4室2厅 | 140.16平米 | 东南 | 毛坯 | 30层  | 板塔结合,1人关注 / 7个月以前发布,223,"15,911元/平"
中洲公园三期 朝南6房 大阳台 看湖景 随时看房,中洲央筑花园 -河南岸,6室2厅 | 175平米 | 南 东南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 4个月以前发布,520,"29,715元/平"
南北通透大五房，单栋楼，两梯三户，通风采光没得说,中海凯旋城二期 -河南岸,5室2厅 | 173平米 | 南 北 | 毛坯 | 31层  | 塔楼,0人关注 / 1个月以前发布,290,"16,764元/平"
中洲央筑花园5房，中高楼层，朝南能看湖,中洲央筑花园 -河南岸,5室2厅 | 158平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 塔楼,3人关注 / 7个月以前发布,367,"23,228元/平"
金山湖中洲湾上花园湖景大平层诚心出售,中洲湾上花园 -河南岸,6室2厅 | 261平米 | 南 西南 | 毛坯 | 高楼层(共30层)  | 板塔结合,2人关注 / 8个月以前发布,745,"28,545元/平"
中洲天御二期 花园中间 南北通 看房方便 户型好,中洲天御二期 -河南岸,4室2厅 | 143平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,252,"17,623元/平"
金山湖 印象城山姆会员店商圈 中洲天御二期 四房 方正,中洲天御二期 -河南岸,4室2厅 | 138平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,245,"17,754元/平"
南北通透，采光通风，中间楼层，红本在手,东江学府二期 -河南岸,5室2厅 | 221.3平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板塔结合,0人关注 / 2个月以前发布,259,"11,704元/平"
大平层、居家舒适、带2个车位、税费少,中海凯旋城二期 -河南岸,5室2厅 | 254平米 | 南 北 | 毛坯 | 31层  | 板塔结合,0人关注 / 4个月以前发布,470,"18,504元/平"
万林湖一梯一户大平层6房捡漏好房诚意出售,万林湖 -龙丰,6室2厅 | 222平米 | 东南 | 毛坯 | 中楼层(共6层)  | 板楼,25人关注 / 一年前发布,289,"13,019元/平"
金山湖中洲天御一期大阳台视野景观好,中洲天御 -河南岸,4室2厅 | 132平米 | 南 北 | 毛坯 | 30层  | 板楼,2人关注 / 1个月以前发布,195,"14,773元/平"
南北通透，大五房，实在价格！小区楼间距宽，,中海凯旋城二期 -河南岸,5室2厅 | 173.35平米 | 南 北 | 毛坯 | 31层  | 塔楼,0人关注 / 1个月以前发布,220,"12,692元/平"
中洲天御花园一期 舒适四房 南北对流 安静望花园！,中洲天御 -河南岸,4室2厅 | 132平米 | 南 西 北 | 毛坯 | 30层  | 板楼,0人关注 / 2个月以前发布,217,"16,440元/平"
中海凯旋城四期毛坯五房业主诚意出售,中海凯旋城四期 -河南岸,5室2厅 | 139.3平米 | 南 北 | 毛坯 | 32层  | 塔楼,1人关注 / 7个月以前发布,228,"16,368元/平"
业主红本在手满五唯一中信凯旋城二期167平带车位急售,中海凯旋城二期 -河南岸,5室2厅 | 167.33平米 | 南 北 | 毛坯 | 31层  | 塔楼,1人关注 / 8个月以前发布,279.9,"16,728元/平"
户型方正，居住是很舒服的，小区环境好,华基江山 -博罗中心区,5室2厅 | 149.51平米 | 南 | 毛坯 | 高楼层(共22层)  | 板塔结合,6人关注 / 11个月以前发布,134,"8,963元/平"
前金山湖公园，后金山湖商.业购物,方直东岸 -河南岸,5室2厅 | 147平米 | 南 北 | 毛坯 | 32层  | 板塔结合,2人关注 / 4个月以前发布,289,"19,660元/平"
中洲天御花园二期 舒适五房 通风采光好 安静望花园,中洲天御二期 -河南岸,5室2厅 | 133.91平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,228,"17,027元/平"
中洲央筑花园户型175平大平层，安静又舒适，视墅好,中洲央筑花园 -河南岸,6室2厅 | 175平米 | 西南 | 毛坯 | 高楼层(共33层)  | 塔楼,3人关注 / 8个月以前发布,480,"27,429元/平"
万达商圈，满五唯一，朝南两房，走路上学方便,美岸栖庭 -万达,2室1厅 | 75.99平米 | 南 | 其他 | 21层  | 板塔结合,0人关注 / 14天以前发布,66,"8,686元/平"
碧桂园名企物业，三房采光好，朝向好，居住舒适,碧桂园十里银滩迎海北区 -惠东沿海,3室1厅 | 86.53平米 | 东 | 精装 | 30层  | 板塔结合,0人关注 / 18天以前发布,43,"4,970元/平"
赣深高铁 惠州北站 近西湖  家门口就是公园 全新毛坯,鹏达丽水湾 -龙丰,2室2厅 | 72平米 | 南 | 毛坯 | 中楼层(共27层)  | 板塔结合,0人关注 / 16天以前发布,84,"11,667元/平"
万达旁标准两房户型，客厅正出阳台，精装拎包入住,仁和卫城 -万达,2室1厅 | 81.23平米 | 北 | 精装 | 18层  | 板塔结合,0人关注 / 17天以前发布,81,"9,972元/平"
业主诚心出售，精装修，高楼层，采光好，空气清新,灿邦国际 -大亚湾中心区,2室2厅 | 66.83平米 | 南 | 精装 | 30层  | 塔楼,0人关注 / 11天以前发布,53,"7,931元/平"
阳基春风里 1室1厅 南 北,阳基春风里 -大亚湾中心区,1室1厅 | 53平米 | 南 北 | 其他 | 29层  | 塔楼,0人关注 / 15天以前发布,48,"9,057元/平"
70年产权住宅小区价格笋，业主急卖,五经山水大观 -仲恺,1室1厅 | 43.68平米 | 南 | 毛坯 | 低楼层(共24层)  | 塔楼,0人关注 / 16天以前发布,26,"5,953元/平"
精装两房，采光好，户型方正，适合居家。,三远大爱城 -灿邦,2室2厅 | 68.83平米 | 北 | 精装 | 32层  | 板塔结合,0人关注 / 13天以前发布,79.8,"11,594元/平"
品质社区，南北通，户型好，临深，离地铁近,万城名座花园 -白云新城,2室2厅 | 76.56平米 | 南 | 精装 | 32层  | 板塔结合,0人关注 / 10天以前发布,105,"13,715元/平"
正南朝向  一线景观 看别墅 业主急售,半岛1号五期 -白云新城,2室1厅 | 84.22平米 | 东南 南 | 精装 | 22层  | 板塔结合,0人关注 / 15天以前发布,94,"11,162元/平"
