标题,开发商,房子信息,发布信息,售价/万,单价
格局好，楼层好，视野宽阔，采光充足,光华佳苑 -大中大,3室2厅 | 132.55平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 29天以前发布,77.8,"5,870元/平"
碧桂园品质楼盘 自持物业有保障。,碧桂园联发浔阳府 -八里湖,4室2厅 | 142.57平米 | 南 | 毛坯 | 低楼层(共11层)  | 暂无数据,0人关注 / 一年前发布,155,"10,872元/平"
濂溪区九江学院旁 莱茵美郡 三室两厅两卫 带车库,华龙·莱茵美郡 -万达,3室2厅 | 130平米 | 南 | 简装 | 低楼层(共10层)  | 板塔结合,0人关注 / 3个月以前发布,83.8,"6,447元/平"
全湖景房！美丽九江大阳台.俯视八里湖.,九江金鹏城 -八里湖,4室2厅 | 143.82平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,160,"11,126元/平"
联泰万泰城现房四居室 通透户型 采光视野好,联泰·万泰城一期 -快乐城,4室2厅 | 137.91平米 | 南 | 毛坯 | 33层  | 板塔结合,0人关注 / 2个月以前发布,135.5,"9,826元/平"
南山公园旁 莱茵美郡 简装大三房 视野宽阔 带大露台,华龙·莱茵美郡 -万达,3室2厅 | 131平米 | 南 | 简装 | 低楼层(共10层)  | 板塔结合,0人关注 / 2个月以前发布,92,"7,023元/平"
滨江学府 两梯两户 江景好房 随时看房,广隆·滨江学府 -白水湖,3室2厅 | 113.49平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,102,"8,988元/平"
业主诚意出售，钥匙已交付给贝壳找房，看房方便,御江一品 -白水湖,4室2厅 | 127平米 | 南 北 | 毛坯 | 中楼层(共29层)  | 板楼,19人关注 / 一年前发布,106,"8,347元/平"
御江一品 4室2厅 南 北,御江一品 -白水湖,4室2厅 | 132平米 | 南 北 | 毛坯 | 高楼层(共29层)  | 板楼,7人关注 / 9个月以前发布,118,"8,940元/平"
采光好 环境好 离江近 空气好 居住挺合适..,九江豪庭 -大中大,3室2厅 | 127平米 | 南 | 精装 | 低楼层(共24层)  | 板塔结合,6人关注 / 一年前发布,74.5,"5,867元/平"
福华花园南北高层带露台7房出售,福华花园 -甘棠公园,7室2厅 | 168平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,0人关注 / 7个月以前发布,98,"5,834元/平"
蔚蓝比华利 别墅带*大院子 采光好,蔚蓝比华利 -莲花,6室1厅 | 191.42平米 | 南 北 | 精装 | 低楼层(共4层)  | 暂无数据,4人关注 / 一年前发布,356,"18,598元/平"
房屋三开朝南 阳光撒到客厅里 户型正,浔阳江畔 -白水湖,3室2厅 | 138平米 | 南 | 毛坯 | 高楼层(共12层)  | 板楼,6人关注 / 一年前发布,87,"6,305元/平"
九江学院旁-匡庐苑三室两卫带入户花园毛坯诚意出售,匡庐苑 -万达,3室2厅 | 129.5平米 | 南 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 3个月以前发布,99,"7,645元/平"
房东诚心出售  5-3-1-3复式楼,盛世嘉园 -柴桑区,5室3厅 | 200平米 | 南 | 简装 | 高楼层(共11层)  | 板楼,4人关注 / 一年前发布,76,"3,800元/平"
九颂山河纯边户出售，楼层好.视野开阔，,九颂山河博园 -柴桑区,3室2厅 | 119平米 | 南 | 毛坯 | 高楼层(共31层)  | 板楼,2人关注 / 一年前发布,66.5,"5,589元/平"
八里湖中梁首府161平四开间朝南，户型方正，诚心出售,中梁首府 -八里湖,4室2厅 | 161平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,200,"12,423元/平"
万达华府 通透精装三房  拎包入住,万达华府c区 -万达,3室2厅 | 118.62平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,108.8,"9,173元/平"
南北朝向 看房提前预约 小孩上学方便 出行方便,东方紫薇城 -万达,3室2厅 | 121平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,1人关注 / 7个月以前发布,97,"8,017元/平"
开发商精装4房，客厅带阳台朝南，高层视野无遮挡,绿地ICC大都会 -八里湖,4室2厅 | 138平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 7个月以前发布,123,"8,914元/平"
房子真实在售 庐山御府毛坯大四房，户型方正，随时看,俊怡庐山御府 -南山,4室2厅 | 128.84平米 | 南 | 毛坯 | 中楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,91,"7,064元/平"
八里湖金鹏城 环境清优 居住舒适,九江金鹏城 -八里湖,4室2厅 | 143.82平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,3人关注 / 一年前发布,157,"10,917元/平"
碧桂园高品质小区，改善舒适户型，适合三代同居大平层,碧桂园联发浔阳府 -八里湖,5室2厅 | 194平米 | 南 | 毛坯 | 低楼层(共30层)  | 板塔结合,5人关注 / 一年前发布,190,"9,794元/平"
八里湖畔 高档小区 湖景房 环境好 人车分流 配套完善,九江金鹏城 -八里湖,4室2厅 | 141平米 | 北 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,1人关注 / 一年前发布,138,"9,788元/平"
九小正面位置好 采阳好 布局合理 方正好用 正规四室,中梁首府 -八里湖,4室2厅 | 134平米 | 南 | 毛坯 | 中楼层(共5层)  | 板楼,2人关注 / 一年前发布,179.8,"13,418元/平"
八里湖 九江金鹏城 全明户型 大四房 一线湖景,九江金鹏城 -八里湖,4室2厅 | 161.34平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,190,"11,777元/平"
八里湖市政府旁好房好户型大四房真心出售,碧桂园联发浔阳府 -八里湖,5室2厅 | 227平米 | 南 | 毛坯 | 低楼层(共30层)  | 板塔结合,0人关注 / 一年前发布,221,"9,736元/平"
八里湖碧桂园浔阳府好房诚心出售,碧桂园联发浔阳府 -八里湖,4室2厅 | 142.57平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,150,"10,522元/平"
八里湖市政府旁好房好户型真诚 出售 求有缘人,碧桂园联发浔阳府 -八里湖,4室2厅 | 143平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,4人关注 / 一年前发布,150,"10,490元/平"
房东定居外地 诚心卖房变现 首套房不容错过,万达华府E区 -万达,3室2厅 | 98平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 板楼,0人关注 / 7个月以前发布,92,"9,388元/平"
万达，浔南xue校旁，浔南花谷公园边浔南悦都毛坯三房,浔南悦都 -万达,3室2厅 | 115平米 | 南 北 | 毛坯 | 低楼层(共23层)  | 板楼,0人关注 / 5个月以前发布,104.8,"9,114元/平"
万达商圈，房东诚心出售，户型方正，视野好,国豪山景城 -万达,3室2厅 | 127平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 4个月以前发布,103,"8,111元/平"
满五唯一精装修领包入住中航物业宜小孩上学老人养老,保利中航城二期 -八里湖,4室2厅 | 89.03平米 | 南 | 精装 | 高楼层(共10层)  | 板楼,4人关注 / 6个月以前发布,85.5,"9,604元/平"
房东诚心出售，比同户型都要优惠。户型方正。,新湖庐山国际 -万达,3室1厅 | 128平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,150,"11,719元/平"
八里湖 市政圈 中奥 洋房 湖景,中奥广场 -八里湖,3室2厅 | 142平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板楼,9人关注 / 一年前发布,200.5,"14,120元/平"
八里湖市政府旁旁大五房 真心出售  多度推荐,碧桂园江州府 -八里湖,5室3厅 | 268.39平米 | 南 | 毛坯 | 低楼层(共31层)  | 板楼,1人关注 / 一年前发布,298,"11,104元/平"
八里湖一线湖景大平层  景观好价格好,九江金鹏城 -八里湖,4室2厅 | 139平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,159,"11,439元/平"
万达华府 精装修好房出售 急售 拎包入住 看房随时方便,万达华府c区 -万达,3室1厅 | 117.44平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,120,"10,218元/平"
中梁带露台的顶楼复式，采光好，视线好,中梁首府 -八里湖,5室3厅 | 194平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,1人关注 / 4个月以前发布,236.5,"12,191元/平"
碧桂园高品质小区，改善舒适户型，四室高楼层视野好,碧桂园联发浔阳府 -八里湖,4室2厅 | 143平米 | 南 | 毛坯 | 高楼层(共31层)  | 板楼,0人关注 / 11个月以前发布,156.2,"10,924元/平"
八里湖新区中梁首 府，学府环伺，市府旁，地段好,中梁首府 -八里湖,4室2厅 | 136.2平米 | 南 | 毛坯 | 中楼层(共8层)  | 板楼,7人关注 / 5个月以前发布,190,"13,951元/平"
此房 精装修 楼层好 采光充足。大四房！精装修哦！,联泰·万泰城一期 -快乐城,4室2厅 | 117平米 | 南 | 精装 | 32层  | 板楼,0人关注 / 4个月以前发布,138,"11,795元/平"
九方商圈，户型好，房东精装修，诚心出售,中航城 -八里湖,4室2厅 | 145平米 | 南 北 | 精装 | 低楼层(共33层)  | 塔楼,16人关注 / 一年前发布,147,"10,138元/平"
户型方正，楼层好，采光充足，八里湖新区，配套齐全,碧桂园联发浔阳府 -八里湖,4室2厅 | 142.75平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,142,"9,948元/平"
九江金鹏城，视野好，可以看湖，绿城物业，住着舒适,九江金鹏城 -八里湖,4室2厅 | 143.82平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,7人关注 / 一年前发布,157,"10,917元/平"
八里湖新区，小区正中庭，南北通透4房,九江金鹏城 -八里湖,4室2厅 | 138平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,168,"12,174元/平"
九方商圈，户型好，房东精装修，诚心出售,中航城 -八里湖,4室2厅 | 145平米 | 南 北 | 精装 | 低楼层(共33层)  | 塔楼,16人关注 / 一年前发布,147,"10,138元/平"
九江金鹏城，视野好，可以看湖，绿城物业，住着舒适,九江金鹏城 -八里湖,4室2厅 | 143.82平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,7人关注 / 一年前发布,157,"10,917元/平"
八里湖新区，小区正中庭，南北通透4房,九江金鹏城 -八里湖,4室2厅 | 138平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,168,"12,174元/平"
户型方正，楼层好，采光充足，八里湖新区，配套齐全,碧桂园联发浔阳府 -八里湖,4室2厅 | 142.75平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,142,"9,948元/平"
毛坯房三房，大平层，近可看湖，远可观山，采光好,中奥广场 -八里湖,3室2厅 | 130平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板塔结合,2人关注 / 一年前发布,221,"17,000元/平"
碧桂园品质楼盘 自持物业有保障。,碧桂园联发浔阳府 -八里湖,4室2厅 | 142.57平米 | 南 | 毛坯 | 低楼层(共11层)  | 暂无数据,0人关注 / 一年前发布,155,"10,872元/平"
国企开发商，九江金鹏城、绿城物业刷脸入户，,九江金鹏城 -八里湖,4室2厅 | 143平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,165,"11,539元/平"
八里湖九小正面 视野好采光好 户型方正 小区环境优美,中梁首府 -八里湖,4室2厅 | 135平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,3人关注 / 一年前发布,160,"11,852元/平"
碧桂园浔阳府   高品质小区 采光好 视野好,碧桂园联发浔阳府 -八里湖,4室2厅 | 143.9平米 | 南 | 毛坯 | 高楼层(共25层)  | 板塔结合,0人关注 / 一年前发布,156,"10,841元/平"
南山公园 洋房五室 南北通透  交通方便,优品尚城 -万达,5室2厅 | 130.86平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 10个月以前发布,126,"9,629元/平"
万达商圈  南山公园 南山公园 盛世名都毛坯大四房,极地·盛世名都 -南山,4室2厅 | 129.71平米 | 南 北 | 毛坯 | 高楼层(共8层)  | 暂无数据,5人关注 / 4个月以前发布,133,"10,254元/平"
保健院港务局 精装 带家具家电 拎包入住,甘棠南路68号小区 -和中广场,4室3厅 | 52平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,3人关注 / 一年前发布,125,"24,039元/平"
房东诚心出售，万达旁边商圈成熟，楼层好，可随时看房,万达华府E区 -万达,4室2厅 | 130.24平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板楼,1人关注 / 6个月以前发布,111.8,"8,585元/平"
八里湖新区中梁首府全明星户型诚心出售,中梁首府 -八里湖,4室2厅 | 135平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,2人关注 / 5个月以前发布,163,"12,075元/平"
八里湖一 小正面读书近 采光好 户型方正 物业管理佳。,中梁首府 -八里湖,4室2厅 | 139平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,3人关注 / 一年前发布,168,"12,087元/平"
品质小区碧桂园浔阳府 小区环境好 户型方正,碧桂园联发浔阳府 -八里湖,4室2厅 | 143.51平米 | 东南 | 毛坯 | 高楼层(共31层)  | 板楼,0人关注 / 一年前发布,138,"9,617元/平"
一天未住 八里湖奥林匹克 精装修复式楼 风格好,中体奥林匹克花园 -八里湖,3室2厅 | 86.35平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,25人关注 / 8个月以前发布,118,"13,666元/平"
南山公园旁，小区环境好，出门方便,奥克斯缔壹城 -南山,4室2厅 | 143.99平米 | 南 | 毛坯 | 中楼层(共34层)  | 板楼,1人关注 / 一年前发布,116.5,"8,091元/平"
房东急售！看房有钥匙！通透户型楼层好,求振国际 -湖滨,3室2厅 | 121平米 | 南 | 毛坯 | 高楼层(共34层)  | 暂无数据,0人关注 / 1个月以前发布,192,"15,868元/平"
八里湖商圈，楼层好，采光好，视线开阔。,碧桂园江州府 -八里湖,4室2厅 | 143.9平米 | 南 | 毛坯 | 低楼层(共29层)  | 板楼,1人关注 / 一年前发布,150,"10,424元/平"
万达商圈 万达华府精装5房 采光好 视野佳 诚售！,万达华府D区 -万达,5室2厅 | 142平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,131,"9,226元/平"
万达旁带200平大露台，视野开阔，阳光好，走路上学,东方紫薇城 -万达,3室2厅 | 125平米 | 南 | 毛坯 | 低楼层(共17层)  | 板塔结合,10人关注 / 8个月以前发布,80.5,"6,440元/平"
婚房装修，住了不到1个月，满5,阳光花园 -柴桑区,3室2厅 | 126平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,6人关注 / 一年前发布,56,"4,445元/平"
此房带院子  有露台  实用面积大,九江国际湾 -柴桑区,3室2厅 | 115平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,95,"8,261元/平"
房龄新，楼栋间相对距宽，视野采光好，绿化面积大。,九颂山河博园 -柴桑区,4室2厅 | 131平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,1人关注 / 6个月以前发布,84.8,"6,474元/平"
保利。八里翡翠大户型房东诚心出售,保利▪八里翡翠 -柴桑区,4室2厅 | 121平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 一年前发布,79,"6,529元/平"
适合孩子就近，自己上下学，家长省心,甘棠南路一支巷5号 -和中广场,4室2厅 | 80平米 | 南 北 | 精装 | 低楼层(共6层)  | 平房,1人关注 / 一年前发布,145,"18,125元/平"
房东出国急售  不满两年税费全包,通源·柴桑郡 -柴桑区,4室2厅 | 128平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 板楼,2人关注 / 一年前发布,76,"5,938元/平"
地理位置优越 邻 一中 区政府 贤母园,江州华府 -柴桑区,3室2厅 | 105平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,4人关注 / 10个月以前发布,71.2,"6,781元/平"
柴桑区高铁新区一中、财经大学大型社区,学府壹号 -柴桑区,3室2厅 | 115平米 | 南 | 毛坯 | 高楼层(共30层)  | 塔楼,5人关注 / 一年前发布,68,"5,914元/平"
新三中 龙开御景  复式楼 采光充足 房东诚意出售,龙开御景 -开发区,6室2厅 | 168平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,5人关注 / 一年前发布,105,"6,250元/平"
品质小区，格局好，采光好，离公园近，大三房,中辉国际二期 -柴桑区,3室2厅 | 121平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,79,"6,529元/平"
八里湖大道学 校后门口九颂山河博园,九颂山河博园 -柴桑区,3室2厅 | 119.25平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 6个月以前发布,78,"6,541元/平"
九江高铁新区 柴桑苑，教育交通方便。,柴桑苑 -柴桑区,5室3厅 | 198.24平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,75.9,"3,829元/平"
九江国际湾，好房出房，小区配套其全,九江国际湾 -柴桑区,3室2厅 | 127平米 | 南 | 毛坯 | 低楼层(共5层)  | 板楼,1人关注 / 一年前发布,108,"8,504元/平"
天翼景城正规四房两卫，全明户型，好楼层，急售,天翼景城 -开发区,4室2厅 | 144平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,125,"8,681元/平"
柴桑区政府、与柴桑新区三小一路之隔 大品牌美的置业,美的国宾府 -柴桑区,4室1厅 | 140平米 | 西南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 5个月以前发布,75,"5,358元/平"
大四房 毛坯 想怎么装就怎么装 环境好,通源·柴桑郡 -柴桑区,4室2厅 | 125.88平米 | 南 | 毛坯 | 高楼层(共29层)  | 板楼,0人关注 / 3个月以前发布,73,"5,800元/平"
