标题,开发商,房子信息,发布信息,售价/万,单价
天下名筑毛坯三房 满两年 中高层 全明户型 随时看房,天下名筑 -老峰镇,3室2厅 | 110.48平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 板楼,0人关注 / 4天以前发布,66,"5,974元/平"
顺安北苑 2室2厅 南 北,顺安北苑 -龙狮桥乡,2室2厅 | 93平米 | 南 北 | 其他 | 低楼层(共27层)  | 板楼,0人关注 / 14天以前发布,69,"7,420元/平"
万达旁 精装两房 拎包即住 采光无遮挡,碧桂园山水云间 -龙狮桥乡,2室2厅 | 90.57平米 | 南 | 其他 | 低楼层(共25层)  | 板楼,0人关注 / 一年前发布,55,"6,073元/平"
多层4楼，公摊面积小，婚房装潢，诚心出售。,宜海格林镇B区 -龙狮桥乡,3室2厅 | 119.78平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,6人关注 / 5个月以前发布,112,"9,351元/平"
此房满2年 业主诚心出售 人车分流 小区环境优美,凯旋尊邸 -大桥,5室2厅 | 183.67平米 | 南 | 其他 | 29层  | 板楼,4人关注 / 8个月以前发布,168,"9,147元/平"
1号公园  3房 拎包入住 钥匙在手随时看房,碧桂园1号公园 -龙狮桥乡,3室2厅 | 131平米 | 南 | 其他 | 中楼层(共30层)  | 板楼,0人关注 / 10天以前发布,91,"6,947元/平"
皖江华府东苑 3室1厅 南,皖江华府东苑 -菱北,3室1厅 | 145平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 2天以前发布,89,"6,138元/平"
皖江华府东苑 3室1厅 南,皖江华府东苑 -菱北,3室1厅 | 142平米 | 南 | 其他 | 高楼层(共13层)  | 暂无数据,0人关注 / 2天以前发布,98,"6,902元/平"
皖江华府东苑 3室1厅 南,皖江华府东苑 -菱北,3室1厅 | 138平米 | 南 | 其他 | 中楼层(共13层)  | 暂无数据,0人关注 / 2天以前发布,86,"6,232元/平"
视野开阔，采光充足，交通便利，坐北朝南,皖江华府东苑 -菱北,3室1厅 | 123平米 | 南 | 毛坯 | 低楼层(共13层)  | 塔楼,0人关注 / 2天以前发布,84,"6,830元/平"
视野开阔，采光充足，交通便利，坐北朝南,皖江华府东苑 -菱北,3室2厅 | 124平米 | 南 | 毛坯 | 中楼层(共13层)  | 塔楼,0人关注 / 2天以前发布,80,"6,452元/平"
安庆恒大优公馆 2室1厅 南,安庆恒大优公馆 -龙狮桥乡,2室1厅 | 74平米 | 南 | 其他 | 中楼层(共26层)  | 塔楼,0人关注 / 2天以前发布,40,"5,406元/平"
皖江华府东苑 3室1厅 南,皖江华府东苑 -菱北,3室1厅 | 138.2平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 2天以前发布,76,"5,500元/平"
业主精装20万，家具家电全，南北通户型正，诚心卖,大发宜景城四期 -龙狮桥乡,3室2厅 | 111平米 | 南 北 | 其他 | 高楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,84,"7,568元/平"
满五唯一，靠新河一排，有钥匙看房方便,绿地二期巴赫公馆 -龙狮桥乡,4室2厅 | 173.45平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 6个月以前发布,139,"8,014元/平"
皖江华府东苑 3室1厅 南,皖江华府东苑 -菱北,3室1厅 | 142平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 3天以前发布,70,"4,930元/平"
高铁2公里。电梯房   小高层阳光好,皖江华府东苑 -菱北,3室1厅 | 124.59平米 | 南 | 其他 | 高楼层(共13层)  | 塔楼,0人关注 / 2天以前发布,77,"6,181元/平"
此房满五不唯一，税费低，精装修房，面积大，户型好,山城花园 -菱北,3室1厅 | 63平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 5天以前发布,36,"5,715元/平"
新小区，开发区繁华位置，南北通大客厅，房龄新,皖江华府东苑 -菱北,3室1厅 | 123.27平米 | 南 | 毛坯 | 低楼层(共13层)  | 塔楼,0人关注 / 3天以前发布,74,"6,004元/平"
恒大绿洲 2室1厅 南,恒大绿洲 -龙狮桥乡,2室1厅 | 79.49平米 | 南 | 其他 | 33层  | 塔楼,0人关注 / 2天以前发布,75,"9,436元/平"
此房证满2年 带车位 10年物业费 开发商精装加业主加装,安庆碧桂园钻石郡 -龙狮桥乡,3室2厅 | 106.86平米 | 南 | 其他 | 高楼层(共25层)  | 板楼,2人关注 / 3个月以前发布,73,"6,832元/平"
顺安北苑 2室2厅 南 北,顺安北苑 -龙狮桥乡,2室2厅 | 93平米 | 南 北 | 其他 | 低楼层(共27层)  | 板楼,0人关注 / 14天以前发布,69,"7,420元/平"
皖江华府东苑 2室1厅 南,皖江华府东苑 -菱北,2室1厅 | 138平米 | 南 | 其他 | 高楼层(共13层)  | 塔楼,0人关注 / 2天以前发布,92,"6,667元/平"
精装步梯复式房  满五    税费低  采光好 视野开阔,梦祯苑北区 -菱北,3室2厅 | 134平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 6天以前发布,65,"4,851元/平"
皖江华府东苑 3室1厅 南,皖江华府东苑 -菱北,3室1厅 | 138.2平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 2天以前发布,76,"5,500元/平"
1号公园  3房 拎包入住 钥匙在手随时看房,碧桂园1号公园 -龙狮桥乡,3室2厅 | 131平米 | 南 | 其他 | 中楼层(共30层)  | 板楼,0人关注 / 10天以前发布,91,"6,947元/平"
视野开阔，采光充足，交通便利，坐北朝南,皖江华府东苑 -菱北,3室2厅 | 124平米 | 南 | 毛坯 | 中楼层(共13层)  | 塔楼,0人关注 / 2天以前发布,80,"6,452元/平"
安庆恒大优公馆 2室1厅 南,安庆恒大优公馆 -龙狮桥乡,2室1厅 | 74平米 | 南 | 其他 | 中楼层(共26层)  | 塔楼,0人关注 / 2天以前发布,40,"5,406元/平"
置地百悦府，业主自装，拎包入住，随时看房，诚心出售,置地百悦府 -大桥,3室2厅 | 107.26平米 | 南 | 其他 | 高楼层(共34层)  | 板楼,0人关注 / 2天以前发布,112.8,"10,517元/平"
抢手湖景房 观景效果好  中上层 双阳台 通透户型,恒大绿洲 -龙狮桥乡,3室2厅 | 121.16平米 | 南 | 其他 | 33层  | 塔楼,0人关注 / 3个月以前发布,103.8,"8,568元/平"
滨江CBD皖江四季三房出售，户型正视野好价格可,置地皖江四季 -龙狮桥乡,3室2厅 | 127平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 8个月以前发布,135,"10,630元/平"
大发中上楼层毛坯房业主诚意出售,大发宜景城二期 -龙狮桥乡,3室2厅 | 109平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,94,"8,624元/平"
秦潭湖畔 毛坯好房 房主诚心置换 急售,碧桂园凤凰湾 -龙狮桥乡,3室2厅 | 105.52平米 | 南 | 毛坯 | 低楼层(共25层)  | 暂无数据,5人关注 / 一年前发布,71,"6,729元/平"
97㎡，三居室，中高楼层，正满，税低,碧桂园1号公园 -龙狮桥乡,3室2厅 | 97平米 | 南 | 毛坯 | 中楼层(共30层)  | 板楼,1人关注 / 一年前发布,80.8,"8,330元/平"
房子户型方正，采光好，落地窗江景房，视野宽阔,置地皖江四季 -龙狮桥乡,3室2厅 | 128平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,128,"10,000元/平"
万达旁 秦潭畔 精装证满通透好房 急售,碧桂园山水云间 -龙狮桥乡,3室2厅 | 114平米 | 南 北 | 精装 | 高楼层(共20层)  | 板楼,1人关注 / 一年前发布,95,"8,334元/平"
此房中高层楼层，全明户型，采光好，户型方正,置地·皖江府 -龙狮桥乡,3室2厅 | 120平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 一年前发布,140,"11,667元/平"
林语堂三期 滨江CBD 户型方正，视野采光佳,宜海林语棠三期 -龙狮桥乡,3室2厅 | 127.5平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,0人关注 / 一年前发布,125,"9,804元/平"
林语棠三期诚心出售新上房源，四室两厅两卫，中高楼层,宜海林语棠三期 -龙狮桥乡,4室2厅 | 140平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 暂无数据,0人关注 / 一年前发布,154.8,"11,058元/平"
此房满两 税少 南北通，户型端正 大方 家具家电齐全,大发宜景城二期 -龙狮桥乡,3室2厅 | 98.28平米 | 东 西 | 其他 | 低楼层(共29层)  | 板塔结合,0人关注 / 一年前发布,92,"9,362元/平"
一线江景，视线开阔，尽收眼底，通透户型,置地皖江四季 -龙狮桥乡,3室2厅 | 122平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 一年前发布,136,"11,148元/平"
山水云间  业主精装 大三居室 置换出售  满二,碧桂园山水云间 -龙狮桥乡,3室2厅 | 137平米 | 南 | 精装 | 高楼层(共25层)  | 板楼,1人关注 / 一年前发布,106,"7,738元/平"
人车分流小区，环境清幽 ；绿化均匀。,置地·皖江府 -龙狮桥乡,3室1厅 | 133平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,148,"11,128元/平"
大发 毛坯 三房 中间楼层 有车位 视野开阔 交通便利,安庆大发学府汇 -龙狮桥乡,3室1厅 | 116平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,85,"7,328元/平"
万达旁，全新毛坯，便于改造，产权清晰,天下名筑 -老峰镇,4室2厅 | 120平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 8个月以前发布,96,"8,000元/平"
滨江商圈大发证满三室 房主诚心出售,大发宜景城二期 -龙狮桥乡,3室2厅 | 109.88平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,80,"7,281元/平"
大院子，可停车，可种花，可种菜，私密性好，住家舒适,碧桂园山水云间 -龙狮桥乡,5室2厅 | 224平米 | 南 | 精装 | 3层  | 板楼 | 联排别墅 ,0人关注 / 3个月以前发布,300,"13,393元/平"
天下名筑中间楼层看房有钥匙，业主诚售，看房方便,天下名筑 -老峰镇,4室2厅 | 121平米 | 南 | 毛坯 | 中楼层(共28层)  | 板楼,9人关注 / 一年前发布,83,"6,860元/平"
碧桂园山水云间，精装修，满二，房东诚心出售,碧桂园山水云间 -龙狮桥乡,3室2厅 | 138平米 | 南 | 简装 | 中楼层(共20层)  | 板楼,0人关注 / 一年前发布,110,"7,972元/平"
此房毛坯，楼层好，采光充足，房东诚意出售此房,置地皖江四季 -龙狮桥乡,3室2厅 | 103平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,1人关注 / 一年前发布,103,"10,000元/平"
大发二期，全新毛坯三房，南北通，双阳台，楼层好,大发宜景城二期 -龙狮桥乡,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,3人关注 / 一年前发布,94.8,"7,524元/平"
大发一期，洋房，房东自己装修，家具家电齐全，急售,大发宜景城一期 -龙狮桥乡,3室2厅 | 134平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,126,"9,403元/平"
给您和您的家人感受不一样的生活   体验不一样的人生,置地皖江四季 -龙狮桥乡,3室2厅 | 133平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,130,"9,775元/平"
碧桂园山水云间，南北通，错过就不再有。,碧桂园山水云间 -龙狮桥乡,3室2厅 | 114平米 | 南 | 毛坯 | 中楼层(共20层)  | 板楼,2人关注 / 一年前发布,85,"7,457元/平"
电梯复式精装大户型采光充足有大露台,绿地一期卡莎公馆 -龙狮桥乡,4室2厅 | 172平米 | 南 | 精装 | 24层  | 板楼,2人关注 / 一年前发布,190,"11,047元/平"
房东诚意出售，看房方便，看中价格可谈。,置地皖江四季 -龙狮桥乡,3室2厅 | 127.5平米 | 南 | 其他 | 低楼层(共30层)  | 平房,1人关注 / 一年前发布,121,"9,491元/平"
绿地三期精装三房  背靠新河 全屋定制 诚心出售,绿地三期西斯莱公馆 -龙狮桥乡,3室1厅 | 123平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,1人关注 / 一年前发布,150,"12,196元/平"
万达隔壁，秦谭湖公园，毛坯三房，采光好,辉煌新村 -龙狮桥乡,3室2厅 | 120平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,0人关注 / 5个月以前发布,72,"6,000元/平"
开间明朗，价格可谈，小区人车分流，中层户，高品质,置地·皖江府 -龙狮桥乡,3室2厅 | 133平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,155,"11,655元/平"
毛坯房 三室两厅 视线通透 经典户型配套好,绿地二期巴赫公馆 -龙狮桥乡,3室2厅 | 132.9平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,1人关注 / 一年前发布,122,"9,180元/平"
绿地二期精装品质四房 格局好 采光好 双阳台,绿地二期巴赫公馆 -龙狮桥乡,4室2厅 | 149平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,1人关注 / 一年前发布,135,"9,061元/平"
江景小区，价格实惠， 业主诚心出售,任店新村 -龙狮桥乡,3室2厅 | 122.81平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,54,"4,398元/平"
绿地四期，环境优美，适合居住，采光优,绿地四期卢浮公馆 -龙狮桥乡,3室2厅 | 119.71平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 一年前发布,125,"10,442元/平"
此房为房间朝南，采光好，环境优美,碧桂园山水云间 -龙狮桥乡,3室2厅 | 116平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,3人关注 / 一年前发布,88,"7,587元/平"
中高层楼层，全明户型，采光好，户型方正，,置地·皖江府 -龙狮桥乡,4室2厅 | 131.84平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 一年前发布,139.8,"10,604元/平"
此房中间楼层，户型方正，南北双阳台，采光好视野佳,绿地四期卢浮公馆 -龙狮桥乡,3室2厅 | 121.06平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,8人关注 / 一年前发布,118.5,"9,789元/平"
此房为中间楼层 五开间朝南 南北双阳台,置地皖江四季 -龙狮桥乡,5室2厅 | 202.84平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板楼,1人关注 / 10个月以前发布,245,"12,079元/平"
凤凰湾毛坯三房  全天日照 无遮挡,碧桂园凤凰湾 -龙狮桥乡,3室2厅 | 119平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 7个月以前发布,95,"7,984元/平"
南北直通厅，卧室带大飘窗，配套全。,碧桂园1号公园 -龙狮桥乡,3室1厅 | 130平米 | 南 | 简装 | 低楼层(共24层)  | 板楼,1人关注 / 一年前发布,94.8,"7,293元/平"
：万达广场旁， 精装修，领包即住，满两年，税低,碧桂园1号公园 -龙狮桥乡,3室2厅 | 96.11平米 | 南 | 简装 | 高楼层(共30层)  | 板楼,2人关注 / 一年前发布,77,"8,012元/平"
滨江CBD大平层 140平4房 采光好 视野开阔,安庆中梁滨江壹号 -龙狮桥乡,4室2厅 | 140平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,119,"8,500元/平"
林语棠三期安庆好房，小区环境好，业主诚心出售,宜海林语棠三期 -龙狮桥乡,4室2厅 | 139.25平米 | 南 | 毛坯 | 中楼层(共17层)  | 暂无数据,0人关注 / 一年前发布,125,"8,977元/平"
钻石郡中间楼层，房东自己精装好房，全屋欧派定制,安庆碧桂园钻石郡 -龙狮桥乡,4室2厅 | 140.9平米 | 南 西 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 一年前发布,135,"9,582元/平"
采光充足.此房精装修.家具家电齐全拎包入住,大发宜景城四期 -龙狮桥乡,3室1厅 | 110.93平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 一年前发布,86,"7,753元/平"
此房多层公摊小，三开间朝南 飞机户型 精装修 好楼层,辉煌新村 -龙狮桥乡,3室2厅 | 103平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,55,"5,340元/平"
电梯洋房，出门就是万达， 格局正 楼层好,天下名筑 -老峰镇,4室2厅 | 135平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,5人关注 / 一年前发布,117.8,"8,726元/平"
山城锦绣花园 精装修 满二 此房真实在售,山城锦绣花园 -龙狮桥乡,9室3厅 | 244平米 | 南 | 精装 | 中楼层(共4层)  | 板塔结合,6人关注 / 一年前发布,238,"9,755元/平"
"万达旁边，采光好,毛坯房 ,厅通阳台, 户型方正.",余桥新村西区 -龙狮桥乡,3室2厅 | 124平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,60.5,"4,880元/平"
置地安庆好房，小区环境*好，业主诚心出售,置地皖江四季 -龙狮桥乡,3室2厅 | 121.5平米 | 南 | 毛坯 | 高楼层(共30层)  | 平房,0人关注 / 一年前发布,119.5,"9,836元/平"
山水云间 精装别墅  带院子  秦潭湖公园万达广场,碧桂园山水云间 -龙狮桥乡,4室2厅 | 189.96平米 | 南 | 精装 | 3层  | 板楼 | 联排别墅 ,14人关注 / 4个月以前发布,185,"9,739元/平"
双拼别墅，大花园，房东诚心出售，视野开阔，全天日照,碧桂园山水云间 -龙狮桥乡,4室2厅 | 212平米 | 南 | 精装 | 3层  | 板楼 | 双拼别墅 ,0人关注 / 7个月以前发布,300,"14,151元/平"
此房南北通 ，毛坯大三房，可以按自己风格装修,碧桂园凤凰湾 -龙狮桥乡,3室2厅 | 120平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,92,"7,667元/平"
香水百合 大四房  婚房装修  南北通透,雨润香水百合 -龙狮桥乡,4室2厅 | 133.37平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,1人关注 / 4个月以前发布,173,"12,972元/平"
此房满2年税费低全天采光日照充足,绿地二期巴赫公馆 -龙狮桥乡,3室2厅 | 131平米 | 东 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,134.9,"10,298元/平"
房屋采光良好，户型构造居家舒适怡然,大发宜景城三期 -龙狮桥乡,3室2厅 | 115.03平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 一年前发布,98,"8,520元/平"
山水云间 精装别墅  带院子  秦潭湖公园万达广场,碧桂园山水云间 -龙狮桥乡,4室2厅 | 189.96平米 | 南 | 精装 | 3层  | 板楼 | 联排别墅 ,14人关注 / 4个月以前发布,185,"9,739元/平"
此房4室，适合二胎购买 6.7层复式。满五年,万豪逸景 -宜城路,4室2厅 | 216.23平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,208,"9,620元/平"
满五税费低，楼层好，小区优秀，视野开阔。,香樟里那水岸 -菱北,4室2厅 | 143平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 一年前发布,130,"9,091元/平"
