标题,开发商,房子信息,发布信息,售价/万,单价
东站旁 梧桐邑满二税低 双阳双卫全明通透户型,华鹏梧桐邑 -东站,4室2厅 | 117.07平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 5天以前发布,68,"5,809元/平"
金东山家具城  复式 户型方正 交通方便 看房方便,金东山四期 -东山开发区,4室2厅 | 76.88平米 | 东南 | 精装 | 高楼层(共11层)  | 暂无数据,33人关注 / 一年前发布,75,"9,756元/平"
房子地段好，出门就是吾悦广场，湿地公园，小区物业好,平湖馨苑三期 -东山开发区,3室2厅 | 96.56平米 | 东南 | 精装 | 高楼层(共26层)  | 暂无数据,9人关注 / 6个月以前发布,78,"8,078元/平"
钥匙房源水悦城商圈金桂华庭136平仅售110万电梯大三房,金桂华庭 -东山开发区,3室2厅 | 136平米 | 南 | 精装 | 高楼层(共13层)  | 塔楼,11人关注 / 一年前发布,99,"7,280元/平"
警苑小区 3室2厅 南,警苑小区 -解放路,3室2厅 | 132.6平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,2人关注 / 11个月以前发布,170,"12,821元/平"
房子地段好，出门就是吾悦广场，湿地公园，小区物业好,平湖馨苑三期 -东山开发区,3室2厅 | 96.56平米 | 东南 | 精装 | 高楼层(共26层)  | 暂无数据,9人关注 / 6个月以前发布,78,"8,078元/平"
水悦城商圈，好房源三房两厅出售,民生世家 -东山开发区,3室2厅 | 141.46平米 | 东南 | 简装 | 低楼层(共24层)  | 板楼,0人关注 / 2个月以前发布,139,"9,827元/平"
水悦城商圈  买了就会有女朋友的电梯房,翰林院 -东山开发区,4室2厅 | 138.99平米 | 南 | 简装 | 中楼层(共11层)  | 暂无数据,2人关注 / 一年前发布,108,"7,771元/平"
锦龙馨苑精装三房  满两年 拎包入住,锦龙馨苑 -夷陵区,3室2厅 | 130.23平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 6个月以前发布,98,"7,526元/平"
高新区，电梯精装三房，拎包入住,西江康城 -东山开发区,3室2厅 | 122.7平米 | 东南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 6个月以前发布,86,"7,009元/平"
满五唯一  无抵押  边户 通风采光好 楼层好 诚心出售,南都御景 -东山开发区,3室2厅 | 124.4平米 | 南 北 | 精装 | 中楼层(共16层)  | 板楼,15人关注 / 一年前发布,95,"7,637元/平"
苏式园林小区 视野开阔 采光好 满五年 运河公园旁,运河佳苑 -体育场,3室2厅 | 101.84平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,0人关注 / 5个月以前发布,92,"9,034元/平"
馨港高层观景房，精装修，不容错过哦,馨港 -夷陵区,3室2厅 | 132.22平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 一年前发布,88,"6,656元/平"
神仙湾金都御林138平大三房，仅售72万，单价5200多,金都御林 -夷陵区,3室2厅 | 138平米 | 南 | 精装 | 高楼层(共21层)  | 板楼,0人关注 / 6个月以前发布,75,"5,435元/平"
120平精装4房，通透户型，采光通风好，拎包入住。,田家巷62号 -夷陵区,4室2厅 | 120.45平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,55.8,"4,633元/平"
平云一路精装三房 家电齐全 钻石楼层 上学方便,祥和二巷95号 -夷陵区,3室2厅 | 88.58平米 | 南 | 简装 | 中楼层(共4层)  | 塔楼,15人关注 / 一年前发布,40.8,"4,607元/平"
小区环境优美，楼层好，采光很棒。全明户型。交通便利,廊桥水岸 -杨岔路,4室2厅 | 184.96平米 | 南 北 | 精装 | 高楼层(共28层)  | 板塔结合,6人关注 / 一年前发布,283,"15,301元/平"
夷陵医院旁精装3房价格美丽房东诚心出售,罗河路21号 -夷陵区,3室2厅 | 80.9平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,0人关注 / 2个月以前发布,58,"7,170元/平"
高层一线江景 视野开阔 精装修 产证满2年,江山多娇5期 -五一广场,2室1厅 | 83.8平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,5人关注 / 一年前发布,118,"14,082元/平"
业主诚心出售，采光好，提前预约随时可看房,工行小区 -猇亭区,3室2厅 | 98.42平米 | 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 11个月以前发布,38,"3,862元/平"
至上未来城 精装小三房 户型方正 拎包入住！,至上未来城 -夷陵区,3室2厅 | 89.97平米 | 南 | 精装 | 高楼层(共22层)  | 板楼,18人关注 / 9个月以前发布,61,"6,781元/平"
全屋欧派定制家具采光好楼层好家具家电成色很新,恒大绿洲 -夷陵区,3室2厅 | 109.81平米 | 东南 西南 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 7个月以前发布,85,"7,741元/平"
优质精装房   中高楼层  通风采光好   诚意出售,清江润城三期 -夷陵区,2室2厅 | 91.37平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,2人关注 / 一年前发布,65,"7,114元/平"
君临山水一线江景房带家具家电带大露台急售！,君临山水 -夷陵区,6室3厅 | 197.29平米 | 东南 | 精装 | 高楼层(共12层)  | 板楼,6人关注 / 一年前发布,125,"6,336元/平"
双阳台，公摊低，采光足，适合小两口过渡,万富景苑 -夷陵区,3室1厅 | 98.95平米 | 南 | 精装 | 高楼层(共8层)  | 板楼,84人关注 / 一年前发布,43,"4,346元/平"
嘉馨苑 3室2厅 南,嘉馨苑 -夷陵区,3室2厅 | 139.07平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,74.8,"5,379元/平"
全新装修可直接入住，业主自住，满二年,弘洋凡尔赛花园 -中南路,4室2厅 | 138.67平米 | 南 | 精装 | 高楼层(共9层)  | 暂无数据,1人关注 / 3个月以前发布,220,"15,866元/平"
江山多娇二期 精装两室 公摊仅8% 满五年税费少,江山多娇西区 -五一广场,2室2厅 | 87.32平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,73.6,"8,429元/平"
发展大道 精装两房 拎包入住 满两年 房东诚心出售,宏信玫瑰城 -夷陵区,3室2厅 | 90.29平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,75,"8,307元/平"
高档别墅 现诚意出售 给您不一样的感受,湖锦花园 -夷陵区,5室3厅 | 323.89平米 | 东南 | 毛坯 | 中楼层(共5层)  | 暂无数据,8人关注 / 一年前发布,155,"4,786元/平"
夷陵新妇幼旁至上未来城精装3室2厅2卫带入户诚心出售,至上未来城 -夷陵区,3室2厅 | 127平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼,1人关注 / 一年前发布,92,"7,245元/平"
小溪塔 平湖电影院后面水利局宿舍168平复式75万出售,水利局宿舍 -夷陵区,4室3厅 | 168.53平米 | 东南 | 精装 | 高楼层(共9层)  | 板楼,22人关注 / 一年前发布,72,"4,273元/平"
与金东方比邻而居，全屋精装修，产证满二，欢迎看房！,宜化·巴黎香颂 -中南路,3室2厅 | 113.12平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,4人关注 / 8个月以前发布,123.5,"10,918元/平"
锦绣星城高档小区，交通便利，满五唯一,锦绣星城 -夷陵区,3室2厅 | 129.05平米 | 东 | 精装 | 低楼层(共18层)  | 板楼,1人关注 / 一年前发布,96,"7,439元/平"
太森花园，大三房电梯房，中间楼层，采光好,太森花园 -猇亭区,3室2厅 | 117.03平米 | 南 北 | 精装 | 中楼层(共16层)  | 板楼,0人关注 / 6个月以前发布,66,"5,640元/平"
伍家岗五一广场 东辰心语 山水华庭旁,东辰心语 -中南路,3室2厅 | 94.9平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,1人关注 / 9个月以前发布,69.9,"7,366元/平"
东都国际，大三房，精装修，拎包入住，楼层好采光好,东都国际 -猇亭区,3室2厅 | 116.92平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 2个月以前发布,71,"6,073元/平"
运河名都 2室2厅 东南,运河名都 -伍家岗其他,2室2厅 | 99.65平米 | 东南 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,120,"12,043元/平"
五一广场边 价低 税少 公摊小离江边近舒适两房,夷陵大道410-1号 -五一广场,2室2厅 | 73.11平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 7个月以前发布,48,"6,566元/平"
清江润城万达商圈发展大道精装两房满五唯一66万,清江润城三期 -夷陵区,2室2厅 | 91.37平米 | 南 | 精装 | 中楼层(共30层)  | 板楼,3人关注 / 一年前发布,60,"6,567元/平"
金东方旁诚心出售 巴黎香颂精装三房 满二 看房方便,宜化·巴黎香颂 -中南路,3室2厅 | 112.63平米 | 东南 | 精装 | 高楼层(共28层)  | 板楼,3人关注 / 5个月以前发布,138,"12,253元/平"
城东大道 东南岸 满二精装修三房 拎包入住,东南岸 -中南路,3室2厅 | 85.3平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,0人关注 / 2个月以前发布,68,"7,972元/平"
中南商圈醉美小区，高层精装三房，俯瞰城东，远眺江景,恒大帝景 -杨岔路,3室1厅 | 114.13平米 | 东南 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 6个月以前发布,121,"10,602元/平"
五一广场 东辰心语 精装满二 拎包入住,东辰心语 -中南路,3室2厅 | 119.15平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,9人关注 / 一年前发布,103.8,"8,712元/平"
房子满五税费低，格局好，精装大三房,清江润城四期 -夷陵区,3室2厅 | 132.21平米 | 东 东南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 一年前发布,100,"7,564元/平"
水悦城商圈保利时代95平精装小三房拎包入住,保利时代 -东山开发区,3室2厅 | 94.74平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,122人关注 / 一年前发布,88,"9,289元/平"
庐州小区 精装修 拎包入住 看房方便,庐州小区 -杨岔路,2室1厅 | 62.94平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,45,"7,150元/平"
房子满五税低，南北通透，价格便宜，精装修，拎包入住,运河名都 -伍家岗其他,3室2厅 | 139.42平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,3人关注 / 7个月以前发布,149,"10,688元/平"
碧翠苑小户型两居 无公摊 满五年唯一 随时可以看房,碧翠苑小区 -杨岔路,2室2厅 | 80.3平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,56,"6,974元/平"
恒大绿洲 2室1厅 南 北,恒大绿洲 -夷陵区,2室1厅 | 87.37平米 | 南 北 | 精装 | 中楼层(共31层)  | 板塔结合,1人关注 / 6个月以前发布,64,"7,326元/平"
此房满两年，户型方正，总价低，首付还贷压力小。,东辰雅园 -中南路,3室1厅 | 86.32平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,2人关注 / 一年前发布,80,"9,268元/平"
108平米精装三房，家具电器齐全，拎包入住,广益二巷26号 -夷陵区,3室2厅 | 107.58平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,54.9,"5,104元/平"
"夷陵区,金凤朝阳,*大四房,业主诚售,价格可谈",金鳳朝陽 -夷陵区,4室2厅 | 162.78平米 | 南 | 精装 | 中楼层(共12层)  | 板楼,3人关注 / 一年前发布,100,"6,144元/平"
采光视野好，前排没遮挡，江景，交通便利，楼层好,锦绣星城 -夷陵区,3室2厅 | 133.97平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 5个月以前发布,112,"8,361元/平"
恒大绿洲大三房  楼层好  拎包入住,恒大绿洲 -夷陵区,3室2厅 | 136.96平米 | 南 北 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 8个月以前发布,90,"6,572元/平"
香山凤凰城精装大四房，拎包入住！,香山凤凰城 -夷陵区,4室2厅 | 137.2平米 | 南 北 | 精装 | 中楼层(共14层)  | 板塔结合,0人关注 / 4个月以前发布,96,"6,998元/平"
央企保利时代 婚房精装三房 带九万车位,保利时代 -东山开发区,3室2厅 | 114.23平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,1人关注 / 一年前发布,129,"11,294元/平"
三医院旁经鑫苑小区精装三房带阁楼使用面积大,经鑫苑 -东山开发区,3室2厅 | 110.3平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 9个月以前发布,78,"7,072元/平"
御景苑，龙泉街上，大三房，通风很好,宏信御景苑 -夷陵区,4室2厅 | 144.47平米 | 南 北 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 3个月以前发布,74,"5,123元/平"
彩云路9号，采光好，楼层好，交通便利,彩云路9号 -夷陵区,3室1厅 | 68.9平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,35.8,"5,196元/平"
单位院内 精装两房 一楼 带院子,玉阳路55号 -当阳市,2室2厅 | 68.18平米 | 东 | 精装 | 低楼层(共6层)  | 暂无数据,2人关注 / 9个月以前发布,37.8,"5,545元/平"
五一广场 桔苑小区 双层设计 公摊小 税费少,桔苑小区 -五一广场,5室2厅 | 164平米 | 南 | 简装 | 高楼层(共6层)  | 平房,2人关注 / 7个月以前发布,83,"5,061元/平"
西陵二路水悦城 新小区 停车方便 经典三房,茶庵小区 -西陵区其他,3室2厅 | 85.13平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,55,"6,461元/平"
小三房优价出售 适合家有孩子的您,祥和二巷95号 -夷陵区,3室1厅 | 88平米 | 南 | 简装 | 低楼层(共4层)  | 塔楼,1人关注 / 一年前发布,45,"5,114元/平"
彩云路9号，采光好，楼层好，交通便利,彩云路9号 -夷陵区,3室1厅 | 68.9平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,35.8,"5,196元/平"
单位院内 精装两房 一楼 带院子,玉阳路55号 -当阳市,2室2厅 | 68.18平米 | 东 | 精装 | 低楼层(共6层)  | 暂无数据,2人关注 / 9个月以前发布,37.8,"5,545元/平"
五一广场 桔苑小区 双层设计 公摊小 税费少,桔苑小区 -五一广场,5室2厅 | 164平米 | 南 | 简装 | 高楼层(共6层)  | 平房,2人关注 / 7个月以前发布,83,"5,061元/平"
央企保利时代 婚房精装三房 带九万车位,保利时代 -东山开发区,3室2厅 | 114.23平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,1人关注 / 一年前发布,129,"11,294元/平"
三医院旁经鑫苑小区精装三房带阁楼使用面积大,经鑫苑 -东山开发区,3室2厅 | 110.3平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 9个月以前发布,78,"7,072元/平"
水悦城精装4房2厅 单价八千不到,楠海花园 -东山开发区,4室2厅 | 124.68平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,2人关注 / 5个月以前发布,95,"7,620元/平"
东山大道日报社电梯三房，地理位置优越，看房方便,山庄路社区 -体育场,3室2厅 | 107.61平米 | 西南 | 简装 | 高楼层(共14层)  | 板楼,0人关注 / 7个月以前发布,100,"9,293元/平"
舒适好房，业主诚心出售。看房方便。,西江康城 -东山开发区,3室2厅 | 120.8平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,0人关注 / 一年前发布,100,"8,279元/平"
清江润城90平 小三房 精装修62.8万,清江润城四期 -夷陵区,3室1厅 | 88.34平米 | 东南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,72.8,"8,241元/平"
江临天下 3室2厅 东南,江临天下 -杨岔路,3室2厅 | 132.08平米 | 东南 | 精装 | 高楼层(共12层)  | 塔楼,0人关注 / 3个月以前发布,130,"9,843元/平"
御景苑，龙泉街上，大三房，通风很好,宏信御景苑 -夷陵区,4室2厅 | 144.47平米 | 南 北 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 3个月以前发布,74,"5,123元/平"
金都御林精装修三室两厅两卫拎包入住,金都御林 -夷陵区,3室2厅 | 136.03平米 | 西 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 5个月以前发布,70,"5,146元/平"
五一广场 伍家岗小区两房 满五 业主诚心售 总价低,伍家岗小区 -五一广场,2室1厅 | 49.75平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 6个月以前发布,39.9,"8,021元/平"
满二精装好房，视野开阔，园林舒适,保利林语溪 -东山开发区,3室2厅 | 94平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,1人关注 / 2个月以前发布,105,"11,171元/平"
玫瑰城满两年精装修三房带单独储物间出售,宏信玫瑰城 -夷陵区,3室2厅 | 87.96平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,6人关注 / 一年前发布,69.5,"7,902元/平"
红星路小区三房蝶变四房，中等装修，看房方便,二马路社区 -解放路,4室2厅 | 153平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,128.8,"8,419元/平"
CBD 东湖市场旁 景风苑 正规电梯四房 公摊小,景风苑 -葛洲坝,4室2厅 | 142.3平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,7人关注 / 一年前发布,117,"8,223元/平"
果园路  桃花岭小 ，十六 ，中 ，三房  中间楼层,果园路社区 -解放路,3室1厅 | 82.01平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,1人关注 / 3个月以前发布,63,"7,682元/平"
长江瑞景，两房带个书房，业主诚心出售，地段好。,长江瑞景 -解放路,2室2厅 | 100.21平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 6个月以前发布,123,"12,275元/平"
平云一路一中院墙外两房83平米只要41.8万生活出行方便,平云巷14号 -夷陵区,2室1厅 | 83.39平米 | 南 | 简装 | 中楼层(共5层)  | 平房,0人关注 / 8个月以前发布,36.8,"4,413元/平"
国宾一号 水库边花园洋房   带70平面左右露台,国宾一号A区 -夷陵区,4室2厅 | 218.07平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,13人关注 / 一年前发布,325,"14,904元/平"
东山开发区品质小区，户型合理，全屋精装，拎包即住.,均瑶御景天地1期 -未知商圈,4室2厅 | 134.13平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,4人关注 / 一年前发布,105,"7,829元/平"
