标题,开发商,房子信息,发布信息,售价/万,单价
高品质生活金品时代值得拥有。房本满二年,金品时代 -涿州,4室2厅 | 170平米 | 南 北 | 毛坯 | 17层  | 板塔结合,0人关注 / 15天以前发布,200,"11,765元/平"
宜佳旺广场旁，出行方便， 范阳主路，交通便利,范阳公寓 -涿州,2室1厅 | 94平米 | 南 | 简装 | 低楼层(共5层)  | 板楼,0人关注 / 9个月以前发布,95,"10,107元/平"
本房子为南向两居室 精装修 南面是德信公园 没有遮挡,翡翠城 -涿州,2室2厅 | 90平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板塔结合,0人关注 / 一年前发布,96,"10,667元/平"
天保郦景一居，房本满二，税费低，楼层好，采光好。,天保郦景 -涿州,1室1厅 | 52平米 | 东 | 精装 | 高楼层(共21层)  | 板塔结合,11人关注 / 一年前发布,52,"10,000元/平"
高层一居 采光好 凯旋门 永济公园 德信公园,鸿盛凯旋门 -涿州,1室0厅 | 42平米 | 南 | 毛坯 | 中楼层(共31层)  | 板塔结合,0人关注 / 一年前发布,50,"11,905元/平"
南北通透户型，精装修拎包入住，房本满二税费低,翡翠城 -涿州,2室1厅 | 98.9平米 | 南 北 | 精装 | 低楼层(共27层)  | 板塔结合,7人关注 / 一年前发布,68,"6,876元/平"
凯旋门 德信公园 中间楼层南北两居,鸿盛凯旋门 -涿州,2室1厅 | 92.01平米 | 西北 | 毛坯 | 中楼层(共24层)  | 板塔结合,3人关注 / 一年前发布,65,"7,065元/平"
矿山局家属楼南院 2室1厅 南,矿山局家属楼南院 -涿州,2室1厅 | 42平米 | 南 | 简装 | 5层  | 板楼,2人关注 / 6个月以前发布,40,"9,524元/平"
宜佳旺广场旁，出行方便， 范阳主路，交通便利,范阳公寓 -涿州,2室1厅 | 94平米 | 南 | 简装 | 低楼层(共5层)  | 板楼,0人关注 / 9个月以前发布,95,"10,107元/平"
房子繁华，地段位置好，，，，，，,金街公寓 -涿州,1室1厅 | 48平米 | 东 | 精装 | 中楼层(共21层)  | 塔楼,1人关注 / 一年前发布,40,"8,334元/平"
K2狮子城北区 2室2厅 南,K2狮子城北区 -涿州,2室2厅 | 85平米 | 南 | 毛坯 | 24层  | 板塔结合,0人关注 / 11个月以前发布,105,"12,353元/平"
出售居住办公一居，楼层好，方便出租,同善园银座 -涿州,1室0厅 | 43平米 | 北 | 简装 | 20层  | 塔楼,3人关注 / 一年前发布,34,"7,907元/平"
同善园银座 1室2厅 南,同善园银座 -涿州,1室2厅 | 73.72平米 | 南 | 精装 | 20层  | 塔楼,1人关注 / 3个月以前发布,45,"6,105元/平"
宏远碧萝湾，小区发展成熟，就医方便，好地段,宏远碧萝湾 -涿州,2室2厅 | 91平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,1人关注 / 一年前发布,68,"7,473元/平"
钻石广场 1居室 北向  有钥匙 随时看房,钻石广场 -涿州,1室0厅 | 36.91平米 | 西北 | 毛坯 | 高楼层(共16层)  | 板塔结合,4人关注 / 一年前发布,41,"11,109元/平"
钻石广场 经典户型 南北通透2居 上楼层 随时装修,钻石广场 -涿州,2室2厅 | 96平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,100,"10,417元/平"
中楼层 南向两居户型 客厅和卧室朝南 采光好 带车位,香邑溪谷玫瑰园 -涿州,2室1厅 | 90平米 | 南 | 毛坯 | 低楼层(共30层)  | 板楼,2人关注 / 一年前发布,80,"8,889元/平"
朝阳的两居，采光好，视野好，小区环境好，品质好,鹏渤印象城牛津花园 -涿州,2室1厅 | 76平米 | 南 | 毛坯 | 23层  | 板塔结合,2人关注 / 一年前发布,78,"10,264元/平"
华阳中路翔天万和城全南两居，房本满二,翔天万和城 -涿州,2室2厅 | 88.79平米 | 南 北 | 简装 | 21层  | 板塔结合,0人关注 / 一年前发布,70,"7,884元/平"
高铁新干线  车位 朝南两居室   采光好  无遮挡,高铁新干线 -涿州,2室1厅 | 78平米 | 南 | 毛坯 | 低楼层(共22层)  | 板塔结合,39人关注 / 一年前发布,73,"9,359元/平"
香邑溪谷上园    两室两厅南向   环境优美户型好,香邑溪谷上园 -涿州,2室1厅 | 93平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,1人关注 / 9个月以前发布,69,"7,420元/平"
钻石广场东侧，838总站点名流美域，明厨明卫南北两居,名流美域 -涿州,2室2厅 | 98.73平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 板塔结合,0人关注 / 一年前发布,86,"8,711元/平"
范阳路 双语 朝南1居室 拎包入住 房本在手,名流美域 -涿州,1室0厅 | 48.46平米 | 南 | 毛坯 | 中楼层(共19层)  | 板塔结合,0人关注 / 4个月以前发布,34,"7,017元/平"
好楼层，大一居室，毛坯直接装修,汇元财富广场小区 -涿州,1室1厅 | 70.64平米 | 西 西北 | 毛坯 | 高楼层(共18层)  | 塔楼,0人关注 / 一年前发布,65,"9,202元/平"
钻石商圈 高品质社区 两室双卫,君临天下御景园 -涿州,2室1厅 | 104平米 | 南 | 毛坯 | 低楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,120,"11,539元/平"
翡翠城 南北通透大两居 房本满二,翡翠城 -涿州,2室1厅 | 100.3平米 | 南 | 毛坯 | 高楼层(共27层)  | 板塔结合,0人关注 / 1个月以前发布,68,"6,780元/平"
南北通透户型，楼层好视野宽阔采光充足，小区品质,天地新城 -涿州,2室2厅 | 93平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 板楼,2人关注 / 一年前发布,82,"8,818元/平"
户型方正   全南两居    配套齐全,香邑溪谷 -涿州,2室2厅 | 90.5平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 5个月以前发布,80,"8,840元/平"
全南两居   配套齐全   小区有水系景观,香邑溪谷 -涿州,2室2厅 | 90.64平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 5个月以前发布,80,"8,827元/平"
狮子城南院  中间楼层  朝南大两居带装修,K2狮子城南区 -涿州,2室2厅 | 85平米 | 南 | 精装 | 24层  | 板塔结合,34人关注 / 一年前发布,79,"9,295元/平"
天伦湾高档社区，刷卡进入 ，南侧楼栋，采光充足。,润卓天伦湾 -涿州,2室1厅 | 77.49平米 | 南 | 毛坯 | 高楼层(共28层)  | 板塔结合,3人关注 / 8个月以前发布,56,"7,227元/平"
名流美域，朝北一居室，有本随时过户，毛坯房,名流美域 -涿州,1室1厅 | 48.5平米 | 北 | 毛坯 | 低楼层(共19层)  | 板塔结合,0人关注 / 5个月以前发布,32,"6,598元/平"
带院子，阳光充足，户型方正，业主诚意出售,高铁新干线 -涿州,2室1厅 | 86平米 | 南 | 毛坯 | 低楼层(共26层)  | 板塔结合,1人关注 / 10个月以前发布,100,"11,628元/平"
鸿坤理想湾南区，C户型，，满二，价格小议,鸿坤理想湾南区 -涿州,2室1厅 | 86平米 | 南 | 毛坯 | 低楼层(共25层)  | 板塔结合,4人关注 / 一年前发布,98,"11,396元/平"
南北通透，采光好，好楼层，物业费低,温馨小区 -涿州,2室1厅 | 80平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,9人关注 / 一年前发布,52,"6,500元/平"
华阳风景 2室2厅 南,华阳风景 -涿州,2室2厅 | 89.6平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,4人关注 / 一年前发布,88,"9,822元/平"
天地新城精装修两居室南北通透高楼层,天地新城 -涿州,2室2厅 | 92.72平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,6人关注 / 一年前发布,105,"11,325元/平"
高铁商圈中高楼层一居室全明户型业主急售，价格美丽,鸿坤理想湾南区 -涿州,1室1厅 | 64平米 | 西北 北 | 毛坯 | 中楼层(共25层)  | 板塔结合,6人关注 / 一年前发布,72,"11,250元/平"
花园社区，人车分流， 毛坯房，随心装,润卓天伦湾 -涿州,2室2厅 | 75.85平米 | 南 | 毛坯 | 中楼层(共28层)  | 板塔结合,1人关注 / 一年前发布,70,"9,229元/平"
狮子城 出售全南两居 中间楼层 无遮挡 看房房便,K2狮子城南区 -涿州,2室2厅 | 83.7平米 | 南 | 毛坯 | 24层  | 板塔结合,0人关注 / 一年前发布,90,"10,753元/平"
华阳中路翔天万和城全南两居，房本满二,翔天万和城 -涿州,2室2厅 | 88.79平米 | 南 北 | 简装 | 21层  | 板塔结合,0人关注 / 一年前发布,70,"7,884元/平"
朝阳的两居，采光好，视野好，小区环境好，品质好,鹏渤印象城牛津花园 -涿州,2室1厅 | 76平米 | 南 | 毛坯 | 23层  | 板塔结合,2人关注 / 一年前发布,78,"10,264元/平"
高铁新干线  车位 朝南两居室   采光好  无遮挡,高铁新干线 -涿州,2室1厅 | 78平米 | 南 | 毛坯 | 低楼层(共22层)  | 板塔结合,39人关注 / 一年前发布,73,"9,359元/平"
钻石广场 1居室 北向  有钥匙 随时看房,钻石广场 -涿州,1室0厅 | 36.91平米 | 西北 | 毛坯 | 高楼层(共16层)  | 板塔结合,4人关注 / 一年前发布,41,"11,109元/平"
中楼层 南向两居户型 客厅和卧室朝南 采光好 带车位,香邑溪谷玫瑰园 -涿州,2室1厅 | 90平米 | 南 | 毛坯 | 低楼层(共30层)  | 板楼,2人关注 / 一年前发布,80,"8,889元/平"
钻石广场 经典户型 南北通透2居 上楼层 随时装修,钻石广场 -涿州,2室2厅 | 96平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,100,"10,417元/平"
宏远碧萝湾，小区发展成熟，就医方便，好地段,宏远碧萝湾 -涿州,2室2厅 | 91平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,1人关注 / 一年前发布,68,"7,473元/平"
高铁全南毛坯2居，高层，采光好,鸿坤理想湾南区 -涿州,2室2厅 | 86平米 | 南 | 毛坯 | 高楼层(共25层)  | 板塔结合,1人关注 / 一年前发布,100,"11,628元/平"
名流美域 南北通透 2居室精装修 中高楼层,名流美域 -涿州,2室2厅 | 97.6平米 | 南 北 | 精装 | 中楼层(共25层)  | 板塔结合,1人关注 / 一年前发布,125,"12,808元/平"
房本满5不唯一，经典2居室，集中供暖。,化肥厂小区 -涿州,2室1厅 | 70平米 | 南 | 简装 | 6层  | 板楼,7人关注 / 一年前发布,60,"8,572元/平"
南北通透经典两居，采光好，视野好，户型好，,鸿坤理想湾北区 -涿州,2室2厅 | 77.2平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 板塔结合,9人关注 / 一年前发布,72,"9,327元/平"
"南北通透格局,房本满二，业主诚心出售",水岸花城 -涿州,2室1厅 | 84平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板楼,6人关注 / 一年前发布,59,"7,024元/平"
房产证，税少，采光好，通风效果好。,香港豪庭 -涿州,1室1厅 | 55.49平米 | 南 | 简装 | 17层  | 塔楼,0人关注 / 一年前发布,55,"9,912元/平"
紫竹园 精装2居室 全南向满二年 中高层 观景房,大北京未来城 -涿州,2室1厅 | 83.99平米 | 南 | 精装 | 高楼层(共20层)  | 塔楼,0人关注 / 一年前发布,59,"7,025元/平"
联合七号院 精装两居室 业主诚心出售 看房随时,联合七号院 -涿州,2室2厅 | 95平米 | 南 | 简装 | 低楼层(共26层)  | 板塔结合,10人关注 / 一年前发布,110,"11,579元/平"
鸿坤理想湾全南两居，采光充足，急售，带两个车位,鸿坤理想湾南区 -涿州,2室1厅 | 87.1平米 | 南 | 毛坯 | 低楼层(共25层)  | 板塔结合,3人关注 / 一年前发布,75,"8,611元/平"
鸿坤理想湾全南2居，价格便宜，看房预约,鸿坤理想湾南区 -涿州,2室2厅 | 86.44平米 | 南 | 毛坯 | 低楼层(共25层)  | 板塔结合,0人关注 / 一年前发布,99,"11,454元/平"
高铁经典东南两居 次卧室朝东 采光亮 本满二,K2狮子城北区 -涿州,2室2厅 | 83.42平米 | 东南 | 毛坯 | 24层  | 板塔结合,5人关注 / 一年前发布,80,"9,591元/平"
狮子城中间楼层 全南两居 带装修,K2狮子城南区 -涿州,2室1厅 | 83平米 | 南 | 简装 | 24层  | 板塔结合,5人关注 / 一年前发布,69,"8,314元/平"
华阳路华福佳园小区南北小公摊两居室,华福佳缘小区 -涿州,2室2厅 | 94平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,65,"6,915元/平"
全南两居   配套齐全   小区有水系景观,香邑溪谷 -涿州,2室2厅 | 90.64平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 5个月以前发布,80,"8,827元/平"
户型方正   全南两居    配套齐全,香邑溪谷 -涿州,2室2厅 | 90.5平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 5个月以前发布,80,"8,840元/平"
狮子城中间楼层 全南两居 带装修,K2狮子城南区 -涿州,2室1厅 | 83平米 | 南 | 简装 | 24层  | 板塔结合,5人关注 / 一年前发布,69,"8,314元/平"
紫竹园 精装2居室 全南向满二年 中高层 观景房,大北京未来城 -涿州,2室1厅 | 83.99平米 | 南 | 精装 | 高楼层(共20层)  | 塔楼,0人关注 / 一年前发布,59,"7,025元/平"
联合七号院 精装两居室 业主诚心出售 看房随时,联合七号院 -涿州,2室2厅 | 95平米 | 南 | 简装 | 低楼层(共26层)  | 板塔结合,10人关注 / 一年前发布,110,"11,579元/平"
鸿坤理想湾全南两居，采光充足，急售，带两个车位,鸿坤理想湾南区 -涿州,2室1厅 | 87.1平米 | 南 | 毛坯 | 低楼层(共25层)  | 板塔结合,3人关注 / 一年前发布,75,"8,611元/平"
华阳路华福佳园小区南北小公摊两居室,华福佳缘小区 -涿州,2室2厅 | 94平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,65,"6,915元/平"
鸿坤理想湾全南2居，价格便宜，看房预约,鸿坤理想湾南区 -涿州,2室2厅 | 86.44平米 | 南 | 毛坯 | 低楼层(共25层)  | 板塔结合,0人关注 / 一年前发布,99,"11,454元/平"
天地新城精装修两居室南北通透高楼层,天地新城 -涿州,2室2厅 | 92.72平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,6人关注 / 一年前发布,105,"11,325元/平"
蓝天美林湾，两居室，简装，满二，看房方便,蓝天美林湾 -涿州,2室2厅 | 90平米 | 东 西 | 简装 | 低楼层(共6层)  | 板楼,3人关注 / 11个月以前发布,57,"6,334元/平"
南北通透户型 高楼层 户型fa成熟社区，交通便利，,翡翠城 -涿州,2室2厅 | 98.35平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 板塔结合,2人关注 / 一年前发布,95,"9,660元/平"
50万平米大社区 凯旋门两居 58万,鸿盛凯旋门 -涿州,2室2厅 | 82.34平米 | 东北 | 毛坯 | 高楼层(共29层)  | 板塔结合,0人关注 / 11个月以前发布,58,"7,044元/平"
南院高楼层一居室 带独立阳台 明厨明卫 毛坯有钥匙,鸿坤理想湾南区 -涿州,1室1厅 | 64平米 | 西北 | 毛坯 | 高楼层(共25层)  | 板塔结合,3人关注 / 一年前发布,74,"11,563元/平"
位置在华阳东路，小区环境好，出行方便,建厂局三队 -涿州,2室1厅 | 43.56平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,6人关注 / 8个月以前发布,29,"6,658元/平"
汇元国际精装修大一室一厅房本满五唯一出售,汇元国际 -涿州,2室1厅 | 85.79平米 | 西 北 | 精装 | 中楼层(共17层)  | 塔楼,0人关注 / 一年前发布,60,"6,994元/平"
精装一居室，位置好交通购物方便满五唯一税费少,鸿盛凯旋门 -涿州,1室1厅 | 54平米 | 西北 | 毛坯 | 低楼层(共29层)  | 塔楼,1人关注 / 10个月以前发布,47,"8,704元/平"
钻石广场，全南两居，毛坯房。。。。。,钻石广场 -涿州,2室2厅 | 95平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,85,"8,948元/平"
高铁商圈中高楼层一居室全明户型业主急售，价格美丽,鸿坤理想湾南区 -涿州,1室1厅 | 64平米 | 西北 北 | 毛坯 | 中楼层(共25层)  | 板塔结合,6人关注 / 一年前发布,72,"11,250元/平"
带70平小院，适合自住，精装修，节约成本。,鸿坤理想湾南区 -涿州,3室2厅 | 89平米 | 南 | 精装 | 低楼层(共25层)  | 板塔结合,14人关注 / 9个月以前发布,129,"14,495元/平"
温莎假日二期高层公寓 1室2厅 南,温莎假日二期高层公寓 -涿州,1室2厅 | 72.16平米 | 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,0人关注 / 一年前发布,38,"5,267元/平"
名流美域，朝北一居室，有本随时过户，毛坯房,名流美域 -涿州,1室1厅 | 48.5平米 | 北 | 毛坯 | 低楼层(共19层)  | 板塔结合,0人关注 / 5个月以前发布,32,"6,598元/平"
名流一品 中间楼层 采光好 无遮挡 交通便利,名流一品 -涿州,1室1厅 | 47平米 | 西 | 毛坯 | 中楼层(共20层)  | 板塔结合,3人关注 / 5个月以前发布,31,"6,596元/平"
理想湾南区 好的品质 经典一居 诚意出售,鸿坤理想湾南区 -涿州,1室1厅 | 65平米 | 东北 | 毛坯 | 中楼层(共22层)  | 板塔结合,5人关注 / 一年前发布,85,"13,077元/平"
房源为两居室 南北通透 户型方正 采光明媚,温莎假日二期高层公寓 -涿州,2室1厅 | 97.49平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 板塔结合,0人关注 / 一年前发布,56,"5,745元/平"
水榭春天两居室 看房方便 诚心出售,水榭春天 -涿州,2室1厅 | 88.73平米 | 南 北 | 简装 | 高楼层(共29层)  | 板楼,1人关注 / 一年前发布,65,"7,326元/平"
牛津花园  朝南两居 62万可议  全天不遮挡,鹏渤印象城牛津花园 -涿州,2室1厅 | 76平米 | 南 | 毛坯 | 23层  | 板塔结合,40人关注 / 9个月以前发布,58,"7,632元/平"
狮子城南北通透两居室，两室双卫，您值得拥有的户型,K2狮子城南区 -涿州,2室2厅 | 92平米 | 南 北 | 毛坯 | 11层  | 板塔结合,2人关注 / 一年前发布,115,"12,500元/平"
高铁新干线 南向两居  次顶层  视野开阔,高铁新干线 -涿州,2室1厅 | 76平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,37人关注 / 一年前发布,58,"7,632元/平"
高铁新干线，南向格局，毛坯房，诚意出售,高铁新干线 -涿州,2室2厅 | 76.6平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,59,"7,703元/平"
