标题,开发商,房子信息,发布信息,售价/万,单价
市海景两房，东南朝向，户型方正，观小区园林,龍正中央海洋公園 -港口区,2室1厅 | 89平米 | 东南 | 毛坯 | 低楼层(共18层)  | 塔楼,1人关注 / 5个月以前发布,34.8,"3,911元/平"
金地时代广场 一房公寓 采光充足,金地时代广场 -港口区,1室0厅 | 52.33平米 | 南 | 简装 | 中楼层(共25层)  | 暂无数据,0人关注 / 4个月以前发布,21.5,"4,109元/平"
凯乐园 2房 格局方正 采光充足,凯乐园小区 -港口区,2室1厅 | 66.89平米 | 南 北 | 其他 | 高楼层(共8层)  | 板塔结合,18人关注 / 一年前发布,18.8,"2,811元/平"
精致两房 朝南户型 中等装修 拎包入住,埠上桃源 -港口区,2室1厅 | 78.45平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼,1人关注 / 4个月以前发布,44,"5,609元/平"
翡翠国际 1室0厅 南,翡翠国际 -港口区,1室0厅 | 59.54平米 | 南 | 毛坯 | 中楼层(共28层)  | 暂无数据,0人关注 / 1个月以前发布,18,"3,024元/平"
凯乐园小区 两房两厅一卫 4楼 南北通透,凯乐园小区 -港口区,2室2厅 | 70平米 | 南 北 | 简装 | 中楼层(共8层)  | 暂无数据,19人关注 / 一年前发布,21,"3,000元/平"
翡翠园 2室1厅 南,翡翠园 -港口区,2室1厅 | 72.06平米 | 南 | 简装 | 低楼层(共31层)  | 板楼,10人关注 / 一年前发布,30,"4,164元/平"
三岁6岁至13岁16岁就近上学方便,晟大海湾城 -港口区,2室2厅 | 91.39平米 | 东 西 | 毛坯 | 中楼层(共31层)  | 板塔结合,0人关注 / 一年前发布,33.6,"3,677元/平"
朝南 两房 价钱便宜 户型方正视野开阔没有遮挡,海港城 -港口区,2室2厅 | 83.46平米 | 南 | 毛坯 | 中楼层(共17层)  | 板塔结合,0人关注 / 一年前发布,32,"3,835元/平"
碧桂园精装修，南北通透，拎包入住，价格便宜,碧桂园滨海城 -港口区,2室1厅 | 93.39平米 | 南 北 | 精装 | 低楼层(共33层)  | 塔楼,2人关注 / 一年前发布,50,"5,354元/平"
此房户型方正，简单装修拎包入住，配套齐全,翡翠园 -港口区,2室1厅 | 68.7平米 | 北 | 简装 | 低楼层(共31层)  | 板楼,21人关注 / 10个月以前发布,18.5,"2,693元/平"
广西防城港市海湾1号海湾海滩海景房,海湾1号 -港口区,2室2厅 | 77.36平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,2人关注 / 一年前发布,36.8,"4,757元/平"
新上房源，外围已呈现，电梯房，有落地窗,晨华·红林海湾 -港口区,1室1厅 | 48.21平米 | 西 | 简装 | 低楼层(共31层)  | 板塔结合,0人关注 / 7个月以前发布,16,"3,319元/平"
夏威夷城市广场 2房2厅家具家电齐 拎包入住 楼层居中,夏威夷.城市广场 -港口区,2室2厅 | 82.84平米 | 南 北 | 简装 | 中楼层(共11层)  | 板塔结合,5人关注 / 一年前发布,40,"4,829元/平"
户型方正.采光充足.视野宽阔.交通便利.适合.养生,龙光阳光海岸五期 -港口区,2室2厅 | 88.23平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,53,"6,008元/平"
龙光·阳光海岸二期 2室2厅 南,龙光·阳光海岸二期 -港口区,2室2厅 | 90平米 | 南 | 简装 | 高楼层(共17层)  | 板塔结合,1人关注 / 5个月以前发布,43.5,"4,834元/平"
装修好，价格低 市场 海边 购物广场 一应俱全,辉龙桃源居 -港口区,2室1厅 | 66.21平米 | 东 | 简装 | 高楼层(共17层)  | 塔楼,9人关注 / 8个月以前发布,29.7,"4,486元/平"
翡翠国际 1室0厅 南,翡翠国际 -港口区,1室0厅 | 59.54平米 | 南 | 毛坯 | 中楼层(共28层)  | 暂无数据,0人关注 / 1个月以前发布,18,"3,024元/平"
朝南 两房 价钱便宜 户型方正视野开阔没有遮挡,海港城 -港口区,2室2厅 | 83.46平米 | 南 | 毛坯 | 中楼层(共17层)  | 板塔结合,0人关注 / 一年前发布,32,"3,835元/平"
翡翠园 2室1厅 南,翡翠园 -港口区,2室1厅 | 72.06平米 | 南 | 简装 | 低楼层(共31层)  | 板楼,10人关注 / 一年前发布,30,"4,164元/平"
泰富汇通中心2房1厅1卫 楼层好,泰富汇通中心 -防城区,2室1厅 | 69.74平米 | 东南 | 毛坯 | 高楼层(共32层)  | 暂无数据,0人关注 / 5个月以前发布,33.7,"4,833元/平"
幸福雅居2房 高铁站旁边 出门就是市场,泰城幸福雅居 -港口区,2室2厅 | 88.4平米 | 南 | 毛坯 | 33层  | 板塔结合,0人关注 / 2个月以前发布,33.15,"3,750元/平"
凯乐园小区 两房两厅一卫 4楼 南北通透,凯乐园小区 -港口区,2室2厅 | 70平米 | 南 北 | 简装 | 中楼层(共8层)  | 暂无数据,19人关注 / 一年前发布,21,"3,000元/平"
凯乐园 2房 格局方正 采光充足,凯乐园小区 -港口区,2室1厅 | 66.89平米 | 南 北 | 其他 | 高楼层(共8层)  | 板塔结合,18人关注 / 一年前发布,18.8,"2,811元/平"
翡翠园 1室1厅 西南 东北,翡翠园 -港口区,1室1厅 | 45.78平米 | 西南 东北 | 毛坯 | 中楼层(共31层)  | 板楼,0人关注 / 一年前发布,25.1,"5,483元/平"
瑞海尚都两房，简装修，带家具家电，有证，税满。,瑞海尚都 -港口区,2室2厅 | 86.46平米 | 北 | 简装 | 高楼层(共21层)  | 板塔结合,0人关注 / 一年前发布,37.7,"4,361元/平"
龙光·阳光海岸二期 2室2厅 西南,龙光·阳光海岸二期 -港口区,2室2厅 | 89.2平米 | 西南 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 一年前发布,45.5,"5,101元/平"
铜锣湾 1室1厅 东南,铜锣湾 -港口区,1室1厅 | 57.7平米 | 东南 | 简装 | 高楼层(共34层)  | 板塔结合,2人关注 / 10个月以前发布,28,"4,853元/平"
恒大精装2房明厨明卫高楼层可看海。,恒大御景湾 -港口区,2室2厅 | 82平米 | 西南 | 精装 | 高楼层(共30层)  | 塔楼,1人关注 / 一年前发布,55,"6,708元/平"
朝南通透，中高楼层，视野开阔，采光充足，配套齐全,海湾1号 -港口区,2室2厅 | 79.8平米 | 东南 | 毛坯 | 高楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,41,"5,138元/平"
阳光海岸四期高层 采光好，通风效果好,龙光阳光海岸四期 -港口区,3室2厅 | 92.7平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,52,"5,610元/平"
此新房出售没有住过人。可以在按自己的心愿装修。,三生观邸 -港口区,3室2厅 | 98.29平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 一年前发布,53.5,"5,444元/平"
龙光阳光海岸四期 3室1厅 南,龙光阳光海岸四期 -港口区,3室1厅 | 93平米 | 南 | 简装 | 中楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,65,"6,990元/平"
阳光海岸三期精装修三房两厅一卫,龙光阳光海岸三期 -港口区,3室2厅 | 92平米 | 西南 | 简装 | 中楼层(共31层)  | 板塔结合,2人关注 / 11个月以前发布,50,"5,435元/平"
三房格局，好户型，好生活！让人忘形的舒展自己,晟大海湾城 -港口区,3室2厅 | 104平米 | 南 | 其他 | 低楼层(共31层)  | 塔楼,0人关注 / 一年前发布,57,"5,481元/平"
广西防城港龙光阳光海岸一期洋房合院.,龙光·阳光海岸一期 -港口区,3室2厅 | 120平米 | 西南 | 毛坯 | 高楼层(共4层)  | 板楼,5人关注 / 一年前发布,72,"6,000元/平"
恒源新都 3室2厅 东南 南,恒源新都 -港口区,3室2厅 | 106平米 | 东南 南 | 精装 | 高楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,61.2,"5,774元/平"
错过路过就千年等一回、想要好品质房子就是它,龙光阳光海岸四期 -港口区,3室2厅 | 105平米 | 东南 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 6个月以前发布,70,"6,667元/平"
新城国际复式楼五房朝南毛坯采光好,新城国际 -港口区,5室2厅 | 276平米 | 南 | 毛坯 | 高楼层(共20层)  | 暂无数据,3人关注 / 一年前发布,128,"4,638元/平"
阳光海岸三期精装修三房两厅一卫,龙光阳光海岸三期 -港口区,3室2厅 | 92平米 | 西南 | 简装 | 中楼层(共31层)  | 板塔结合,2人关注 / 11个月以前发布,50,"5,435元/平"
三房格局，好户型，好生活！让人忘形的舒展自己,晟大海湾城 -港口区,3室2厅 | 104平米 | 南 | 其他 | 低楼层(共31层)  | 塔楼,0人关注 / 一年前发布,57,"5,481元/平"
中冶兴港华府 洋房4楼三房两厅两卫 新装修,中冶兴港华府 -港口区,3室2厅 | 111.06平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 6个月以前发布,65,"5,853元/平"
阳光海岸  精装修  家具家电  包含车位,龙光阳光海岸三期 -港口区,3室2厅 | 105.78平米 | 北 | 精装 | 中楼层(共18层)  | 板塔结合,13人关注 / 一年前发布,70,"6,618元/平"
阳光海岸四期房子错过就等下一回,龙光阳光海岸四期 -港口区,3室2厅 | 115.36平米 | 东 | 精装 | 高楼层(共33层)  | 板塔结合,2人关注 / 6个月以前发布,80,"6,935元/平"
阳光海岸三期合院2楼三房两厅两卫出售,龙光阳光海岸三期 -港口区,3室2厅 | 113.86平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 一年前发布,96,"8,432元/平"
恒源新都 装修三房 楼层适中 视野宽阔  交通便利,恒源新都 -港口区,3室2厅 | 106平米 | 南 | 简装 | 中楼层(共27层)  | 板塔结合,0人关注 / 一年前发布,62,"5,850元/平"
阳光海岸三期满二 三房 中间楼层采光好 交通方便,龙光阳光海岸三期 -港口区,3室2厅 | 97平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,56,"5,774元/平"
"南北通透 ,海景房,,,,,,,,,,,,,",博古东海岸 -港口区,3室1厅 | 100.25平米 | 南 北 | 简装 | 高楼层(共18层)  | 塔楼,0人关注 / 11个月以前发布,58,"5,786元/平"
荣华国际新城 3室2厅 西,荣华国际新城 -港口区,3室2厅 | 133.15平米 | 西 | 简装 | 中楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,63.9,"4,800元/平"
领秀一方大三房带装修家具家电出售,领袖壹方 -港口区,3室1厅 | 122平米 | 南 | 简装 | 低楼层(共28层)  | 板塔结合,1人关注 / 7个月以前发布,60.2,"4,935元/平"
精装修3加1房2卫生间，看海看公园，可以贷款，视线好,防城港凤景湾 -港口区,3室2厅 | 139平米 | 东 西 | 精装 | 中楼层(共31层)  | 板塔结合,0人关注 / 9个月以前发布,91,"6,547元/平"
户型方正，通透，交通便利，出行方便,正茂·顶秀港湾 -港口区,3室2厅 | 118平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,88.5,"7,500元/平"
铜锣湾朝南大三房，带装修园林小区，户型方正景观好。,铜锣湾 -港口区,3室2厅 | 136.86平米 | 南 | 简装 | 高楼层(共34层)  | 板塔结合,0人关注 / 一年前发布,79.2,"5,787元/平"
广西防城港龙光阳光海岸一期洋房合院.,龙光·阳光海岸一期 -港口区,3室2厅 | 120平米 | 西南 | 毛坯 | 高楼层(共4层)  | 板楼,5人关注 / 一年前发布,72,"6,000元/平"
精装修 带家具家电  户型好通透明亮,龙光·阳光海岸二期 -港口区,3室2厅 | 126.8平米 | 南 | 精装 | 低楼层(共17层)  | 板塔结合,1人关注 / 一年前发布,70,"5,521元/平"
此房税满2年，通透格局，楼层好，视野宽阔，采光充足,三顺财富中心 -港口区,3室2厅 | 129平米 | 东 | 简装 | 中楼层(共30层)  | 塔楼,2人关注 / 一年前发布,55,"4,264元/平"
中冶金海都，毛坯，三房，底楼层,中冶●金海都 -港口区,3室2厅 | 122平米 | 东南 | 毛坯 | 低楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,73,"5,984元/平"
阳光海岸四期 环境优美，户型通透。,龙光阳光海岸四期 -港口区,3室2厅 | 93平米 | 西南 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 一年前发布,48,"5,162元/平"
阳光海岸四期-----三房两厅两卫,龙光阳光海岸四期 -港口区,3室2厅 | 101.32平米 | 东南 | 毛坯 | 低楼层(共31层)  | 塔楼,0人关注 / 一年前发布,61,"6,021元/平"
中冶兴港华府5房两厅一卫，配套齐全！,中冶兴港华府 -港口区,5室1厅 | 142平米 | 南 北 | 毛坯 | 低楼层(共5层)  | 板楼,0人关注 / 3个月以前发布,90,"6,339元/平"
视野宽阔，采光充足，配套设施齐全，交通便利,海滨城 -港口区,3室2厅 | 120.01平米 | 南 | 简装 | 中楼层(共15层)  | 板塔结合,2人关注 / 一年前发布,50,"4,167元/平"
户型方正大三房，景观怡人舒适。,瑞海尚都 -港口区,3室2厅 | 116.83平米 | 南 北 | 其他 | 中楼层(共21层)  | 板塔结合,2人关注 / 一年前发布,80,"6,848元/平"
瑞海尚都南北通透三阳台大三房、户型方正,瑞海尚都 -港口区,3室2厅 | 134.3平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 暂无数据,1人关注 / 8个月以前发布,73,"5,436元/平"
瑞海尚都 3室2厅 南 北,瑞海尚都 -港口区,3室2厅 | 116.3平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 暂无数据,5人关注 / 一年前发布,68,"5,847元/平"
市海景小区 通透户型 装修家具家电齐 拎包入住 可按揭,瑞海尚都 -港口区,3室2厅 | 120.21平米 | 北 | 精装 | 中楼层(共29层)  | 板塔结合,1人关注 / 一年前发布,78,"6,489元/平"
急售！中冶兴港华府/朝南户型3房。,中冶兴港华府 -港口区,3室2厅 | 110平米 | 东南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 7个月以前发布,55,"5,000元/平"
急售！急售！中冶兴港华府三房出售。,中冶兴港华府 -港口区,3室2厅 | 110平米 | 东南 | 毛坯 | 中楼层(共18层)  | 暂无数据,1人关注 / 7个月以前发布,53,"4,819元/平"
市区成熟地段大三房 中高楼 采光好 户型方正 低价售,新城国际 -港口区,3室2厅 | 137.93平米 | 北 | 毛坯 | 高楼层(共20层)  | 板塔结合,7人关注 / 一年前发布,55,"3,988元/平"
国际环球城三房两厅两卫，毛坯，地理位置好！,国际环球城 -港口区,3室2厅 | 96平米 | 西北 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,46,"4,792元/平"
国际环球城三房两厅两卫，毛坯，地理位置好！,国际环球城 -港口区,3室2厅 | 96平米 | 西北 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,46,"4,792元/平"
三生官邸 大三房 无抵押 中间楼层 带装修,三生观邸 -港口区,3室2厅 | 98平米 | 北 | 精装 | 中楼层(共31层)  | 板塔结合,0人关注 / 一年前发布,49.9,"5,092元/平"
三岁6岁至13岁16岁就近上学方便,中冶兴港华府 -港口区,2室2厅 | 89平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 11个月以前发布,39,"4,383元/平"
广西防城港恒大御景湾海边海滩小区,恒大御景湾 -港口区,3室2厅 | 127.1平米 | 北 | 精装 | 高楼层(共28层)  | 板塔结合,1人关注 / 一年前发布,73,"5,744元/平"
急售  急售  急售恒大御景湾精品三房,恒大御景湾 -港口区,3室2厅 | 130平米 | 南 北 | 精装 | 中楼层(共28层)  | 塔楼,0人关注 / 一年前发布,87,"6,693元/平"
此房源满五不唯一，户型方正，无抵押，随时过户,桂海东盟新城 -港口区,3室2厅 | 123.02平米 | 南 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 6个月以前发布,67.8,"5,512元/平"
恒大御景湾 3室2厅 南,恒大御景湾 -港口区,3室2厅 | 95平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 一年前发布,67,"7,053元/平"
证税满二，中层精装，三房两厅。家具齐全，拎包入住。,恒大御景湾 -港口区,3室2厅 | 110平米 | 南 | 精装 | 中楼层(共29层)  | 板塔结合,0人关注 / 一年前发布,93.5,"8,500元/平"
恒大御景湾恒大御景湾3-1-1-1 93.53m² 60 万,恒大御景湾 -港口区,3室1厅 | 93.53平米 | 南 | 其他 | 高楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,60,"6,416元/平"
三生天海官邸近海边户型方正配套齐全视野无遮挡三房,三生天海观邸 -港口区,3室2厅 | 115.75平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 8个月以前发布,57,"4,925元/平"
西湾华庭大三房可以看到部分海户型方正中间楼层,麒胤·西湾华庭 -港口区,3室2厅 | 127平米 | 南 | 毛坯 | 中楼层(共24层)  | 板塔结合,0人关注 / 一年前发布,53.5,"4,213元/平"
钻石好小区园博园旁好户型好楼层看好价格价格可议,钻石园 -港口区,3室2厅 | 100.3平米 | 南 北 | 简装 | 高楼层(共38层)  | 板塔结合,0人关注 / 一年前发布,75,"7,478元/平"
金石雅筑小区广西金石房地产集团。金石雅筑,金石雅筑 -港口区,3室2厅 | 119平米 | 东 | 其他 | 中楼层(共26层)  | 板塔结合,0人关注 / 11个月以前发布,64.5,"5,421元/平"
麒胤·西湾华庭 4室2厅 南 北,麒胤·西湾华庭 -港口区,4室2厅 | 143.07平米 | 南 北 | 简装 | 高楼层(共27层)  | 板塔结合,0人关注 / 2个月以前发布,78.5,"5,487元/平"
急售 急售 急售  恒大御景湾精品三房,恒大御景湾 -港口区,3室1厅 | 91.54平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,60,"6,555元/平"
此房为方正户型南北通透，南北各有阳台,恒大御景湾 -港口区,3室2厅 | 104.66平米 | 南 北 | 精装 | 中楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,70.5,"6,737元/平"
急售 全新  精装修朝南看湖看海三房两厅两卫,恒大御景湾 -港口区,3室2厅 | 130.73平米 | 南 | 精装 | 中楼层(共28层)  | 板塔结合,0人关注 / 一年前发布,100,"7,650元/平"
恒大御景湾 3室2厅 南 北,恒大御景湾 -港口区,3室2厅 | 92.17平米 | 南 北 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 一年前发布,68,"7,378元/平"
金石雅筑小区广西金石房地产集团。金石雅筑栋，环境优,金石雅筑 -港口区,3室2厅 | 104.84平米 | 南 | 其他 | 高楼层(共29层)  | 板塔结合,0人关注 / 一年前发布,59,"5,628元/平"
