标题,开发商,房子信息,发布信息,售价/万,单价
此房为毛坯4房 看小区园林 户型很好 楼层好,珠江·云锦 -雁峰区,4室2厅 | 128.22平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 5天以前发布,68.8,"5,366元/平"
万达商圈，合胜广场，精装修三房，视野开阔，凤凰层,合胜广场 -蒸湘区,3室2厅 | 122.23平米 | 南 | 精装 | 高楼层(共31层)  | 暂无数据,0人关注 / 7个月以前发布,73.8,"6,038元/平"
愉景新城4房2厅2卫带三个方向私家花园,愉景新城 -蒸湘区,4室2厅 | 149.99平米 | 南 | 精装 | 低楼层(共28层)  | 暂无数据,0人关注 / 2个月以前发布,93.8,"6,254元/平"
恒大绿洲  精装 品牌家具家电 拎包入住 三室二厅二卫,恒大绿洲 -蒸湘区,3室2厅 | 111平米 | 北 | 精装 | 高楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,66.8,"6,019元/平"
金河湾·1881，毛坯三房两厅两卫,金河湾·1881 -蒸湘区,3室2厅 | 138平米 | 东南 | 精装 | 中楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,103,"7,464元/平"
阳光美城，毛坯4房2厅2卫，任君发挥,阳光美城 -蒸湘区,4室2厅 | 157平米 | 南 | 毛坯 | 低楼层(共17层)  | 暂无数据,0人关注 / 一年前发布,95,"6,051元/平"
融冠水映豪庭 简装三房两厅 满两年 税费低,融冠·水映豪庭 -蒸湘区,3室2厅 | 106平米 | 南 北 | 精装 | 中楼层(共22层)  | 板塔结合,0人关注 / 2个月以前发布,64.8,"6,114元/平"
此房满二年，税费少，格局好，楼层好楼层好,M国际 -蒸湘区,3室2厅 | 125.2平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 6个月以前发布,63,"5,032元/平"
金河湾大型高档小区 环境好 物业好 适合居住,金河湾·1881 -蒸湘区,3室2厅 | 126平米 | 南 | 毛坯 | 中楼层(共31层)  | 暂无数据,1人关注 / 一年前发布,85,"6,747元/平"
诚售 金河湾 毛坯三房 东北户型  朝南 满2  电梯中层,金河湾·1881 -蒸湘区,3室2厅 | 120平米 | 南 | 毛坯 | 中楼层(共28层)  | 暂无数据,2人关注 / 一年前发布,73.8,"6,150元/平"
华新太阳广场地段 精装修 带租约出售 南北向 户型方正,尚邦领域 -蒸湘区,3室2厅 | 137平米 | 南 | 简装 | 高楼层(共17层)  | 暂无数据,0人关注 / 4个月以前发布,77,"5,621元/平"
房子两梯四户，采光好，户型方正。全明户型，视野开阔,愉景新城 -蒸湘区,4室2厅 | 132平米 | 南 | 毛坯 | 低楼层(共32层)  | 塔楼,0人关注 / 一年前发布,70,"5,304元/平"
冠都现代城A1区 3室2厅 东南,冠都现代城A1区 -蒸湘区,3室2厅 | 136.82平米 | 东南 | 简装 | 低楼层(共18层)  | 板楼,1人关注 / 8个月以前发布,63,"4,605元/平"
华新，中 央香榭，3房2厅2卫，南北通透，电梯小高层,中央香榭 -蒸湘区,3室2厅 | 131平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 暂无数据,0人关注 / 7个月以前发布,80,"6,107元/平"
房子采光好，户型方正。全明户型，视野开阔。,金雁翔龙花苑 -蒸湘区,2室2厅 | 97平米 | 南 | 毛坯 | 高楼层(共27层)  | 暂无数据,2人关注 / 一年前发布,43.8,"4,516元/平"
明兴花苑大4房，白云路旁，看房方便,明兴花苑 -蒸湘区,4室2厅 | 153.22平米 | 南 | 毛坯 | 中楼层(共8层)  | 暂无数据,0人关注 / 11个月以前发布,92,"6,005元/平"
阳光美城 3房2厅 高楼层，视野宽阔 带车位,阳光美城 -蒸湘区,3室2厅 | 118.26平米 | 南 | 毛坯 | 高楼层(共31层)  | 暂无数据,0人关注 / 一年前发布,82.8,"7,002元/平"
愉景新城江景房 大三房  格局方正,愉景新城 -蒸湘区,3室2厅 | 124.3平米 | 东南 | 毛坯 | 高楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,72.8,"5,857元/平"
金钟大雁城 四房2厅 血亏 房东急卖,金钟大雁城 -蒸湘区,3室2厅 | 128平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,85,"6,641元/平"
南华大学西门精装修四房，华新小 学旁边,恒丰嘉和苑 -蒸湘区,4室2厅 | 158.26平米 | 南 北 | 精装 | 中楼层(共15层)  | 暂无数据,7人关注 / 一年前发布,74.8,"4,727元/平"
万达商圈，合胜广场，精装修三房，视野开阔，凤凰层,合胜广场 -蒸湘区,3室2厅 | 122.23平米 | 南 | 精装 | 高楼层(共31层)  | 暂无数据,0人关注 / 7个月以前发布,73.8,"6,038元/平"
恒大绿洲  精装 品牌家具家电 拎包入住 三室二厅二卫,恒大绿洲 -蒸湘区,3室2厅 | 111平米 | 北 | 精装 | 高楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,66.8,"6,019元/平"
金河湾·1881，毛坯三房两厅两卫,金河湾·1881 -蒸湘区,3室2厅 | 138平米 | 东南 | 精装 | 中楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,103,"7,464元/平"
順楓苑，三房两厅两卫，得房率高,順楓苑 -蒸湘区,3室2厅 | 150平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,70,"4,667元/平"
：朝南电梯中层，视野开阔，全明户型，通风釆光都好,创发城1938 -蒸湘区,3室2厅 | 101.19平米 | 南 | 毛坯 | 中楼层(共31层)  | 板塔结合,0人关注 / 一年前发布,58,"5,732元/平"
商银家园 4室2厅 南,商银家园 -蒸湘区,4室2厅 | 165平米 | 南 | 其他 | 中楼层(共17层)  | 暂无数据,1人关注 / 一年前发布,88,"5,334元/平"
愉景南苑 清水毛坯 电梯高层 享蒸水风光,珠江愉景南苑 -蒸湘区,3室2厅 | 115.97平米 | 南 | 毛坯 | 高楼层(共30层)  | 暂无数据,1人关注 / 11个月以前发布,77.8,"6,709元/平"
愉景新城 3室2厅 南,愉景新城 -蒸湘区,3室2厅 | 103平米 | 南 | 精装 | 高楼层(共32层)  | 暂无数据,5人关注 / 一年前发布,86,"8,350元/平"
龙锦花苑 2室2厅 北,龙锦花苑 -蒸湘区,2室2厅 | 88平米 | 北 | 毛坯 | 低楼层(共30层)  | 暂无数据,1人关注 / 一年前发布,55,"6,250元/平"
愉景新城，毛坯3房2厅2卫。。。,愉景新城 -蒸湘区,3室2厅 | 124平米 | 东 | 毛坯 | 中楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,80,"6,452元/平"
恒大绿洲  三房两厅两卫 精装,恒大绿洲 -蒸湘区,3室2厅 | 121平米 | 南 北 | 精装 | 低楼层(共32层)  | 暂无数据,1人关注 / 10个月以前发布,89.8,"7,422元/平"
华新 阳光新城  公园 对 面  居家养老 出行方便,拓兴阳光新城 -蒸湘区,2室2厅 | 82平米 | 东南 | 精装 | 低楼层(共30层)  | 暂无数据,2人关注 / 一年前发布,48,"5,854元/平"
福悦名居，毛坯三房两厅两卫，任你发挥,福悦名居 -蒸湘区,4室2厅 | 137.17平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼,1人关注 / 一年前发布,78,"5,687元/平"
长丰大道 俊景万和城 南北通透 4+1户型 可按揭,俊景万和城 -蒸湘区,4室2厅 | 133.4平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 暂无数据,0人关注 / 3个月以前发布,105,"7,872元/平"
融冠乐城 4室2厅 南,融冠乐城 -蒸湘区,4室2厅 | 135.48平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,2人关注 / 一年前发布,88.8,"6,555元/平"
太平一社区4-2-1-1 89.00m² 42.8 万,太平一社区 -蒸湘区,4室2厅 | 89平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,42.8,"4,809元/平"
愉景新城  一线江景房  精装修  小区环境美,愉景新城 -蒸湘区,3室2厅 | 103平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,4人关注 / 一年前发布,79,"7,670元/平"
金雁翔龙花苑 两房两厅两卫 精装修拎包入住,金雁翔龙花苑 -蒸湘区,2室2厅 | 97平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,6人关注 / 一年前发布,55,"5,671元/平"
冠都现代城 毛坯大3房可做4房 证在手可按揭,冠都现代城A1区 -蒸湘区,4室2厅 | 162.47平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 暂无数据,2人关注 / 一年前发布,68,"4,186元/平"
长丰大道 俊景万和城 南北通透 4+1户型 可按揭,俊景万和城 -蒸湘区,4室2厅 | 133.4平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 暂无数据,0人关注 / 3个月以前发布,105,"7,872元/平"
融冠乐城 4室2厅 南,融冠乐城 -蒸湘区,4室2厅 | 135.48平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,2人关注 / 一年前发布,88.8,"6,555元/平"
阳光美城，毛坯4房2厅2卫，任君发挥,阳光美城 -蒸湘区,4室2厅 | 157平米 | 南 | 毛坯 | 低楼层(共17层)  | 暂无数据,0人关注 / 一年前发布,95,"6,051元/平"
融冠水映豪庭 简装三房两厅 满两年 税费低,融冠·水映豪庭 -蒸湘区,3室2厅 | 106平米 | 南 北 | 精装 | 中楼层(共22层)  | 板塔结合,0人关注 / 2个月以前发布,64.8,"6,114元/平"
尚书房  两梯两户 板房 点石家装 精装四房南北通透,尚书房 -蒸湘区,4室2厅 | 159平米 | 南 北 | 精装 | 中楼层(共25层)  | 暂无数据,1人关注 / 一年前发布,118,"7,422元/平"
金河湾  三房两厅两卫 毛坯房,金河湾·1881 -蒸湘区,3室2厅 | 122平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,4人关注 / 一年前发布,69.8,"5,722元/平"
伴山公馆 3室2厅 南,伴山公馆 -蒸湘区,3室2厅 | 133.27平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,83,"6,228元/平"
此房满二年，税费少，格局好，楼层好楼层好,M国际 -蒸湘区,3室2厅 | 125.2平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 6个月以前发布,63,"5,032元/平"
金河湾大型高档小区 环境好 物业好 适合居住,金河湾·1881 -蒸湘区,3室2厅 | 126平米 | 南 | 毛坯 | 中楼层(共31层)  | 暂无数据,1人关注 / 一年前发布,85,"6,747元/平"
阳辉桥社区 2房两厅 可拎包入住,阳辉桥社区 -蒸湘区,2室2厅 | 80平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,2人关注 / 一年前发布,22,"2,750元/平"
十里江湾 精装四房两厅两卫 南北通透双阳台,华耀碧桂园十里江湾 -石鼓区,4室2厅 | 146.05平米 | 南 北 | 精装 | 中楼层(共32层)  | 暂无数据,2人关注 / 6个月以前发布,88,"6,026元/平"
华新万恒白金汉宫，通透三房。原房东装修，风格时尚,万恒公馆 -蒸湘区,3室2厅 | 105.48平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 3个月以前发布,98,"9,291元/平"
水木融城 电梯小高层 全明户型 带入户花园,特变·水木融城 -蒸湘区,4室2厅 | 130平米 | 北 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,91,"7,000元/平"
江东火车站附 近原装电梯好房 8楼 采光一 流,东方名城 -珠晖区,2室2厅 | 82.8平米 | 南 | 简装 | 中楼层(共13层)  | 暂无数据,2人关注 / 9个月以前发布,36,"4,348元/平"
珠晖区火车站广西路业主九成新装修房子,长铁广西路 -珠晖区,3室1厅 | 50平米 | 南 北 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,24.8,"4,960元/平"
弘阳广场 香江百货 精装电梯3房 拎包入住 证满二,德馨家园 -蒸湘区,3室2厅 | 139平米 | 南 | 精装 | 低楼层(共15层)  | 暂无数据,0人关注 / 1个月以前发布,68,"4,893元/平"
水木融城 133平 3房2厅1卫 原房东全屋实木家具装修。,特变·水木融城 -蒸湘区,3室2厅 | 133平米 | 东南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,130,"9,775元/平"
天宇花苑精装4房，错层式住宅，带家具家电，拎包入住,天宇花苑 -蒸湘区,4室2厅 | 169.32平米 | 南 北 | 精装 | 中楼层(共8层)  | 暂无数据,0人关注 / 7个月以前发布,78,"4,607元/平"
万达旁毛坯4房，即买即装修，满两年税少，看房方便,创发城1938 -蒸湘区,4室2厅 | 126平米 | 南 北 | 毛坯 | 中楼层(共31层)  | 板塔结合,0人关注 / 6个月以前发布,67,"5,318元/平"
佳源·罗马都市，3房2厅1卫1厨，房东成心出售,佳源·罗马都市 -珠晖区,3室2厅 | 102平米 | 南 北 | 简装 | 低楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,72.8,"7,138元/平"
愉景新城 3房2厅1卫 精装修,愉景新城 -蒸湘区,3室2厅 | 96平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,4人关注 / 6个月以前发布,60.8,"6,334元/平"
此房子户型好，采光好，底下设施齐全，拎包入住,粤新小区 -珠晖区,3室2厅 | 126平米 | 东南 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,50,"3,969元/平"
耀江花园电梯房 中式装修 房东花了心思价格可谈,耀江花园·文鼎苑 -石鼓区,3室2厅 | 133平米 | 南 北 | 精装 | 高楼层(共18层)  | 暂无数据,1人关注 / 3个月以前发布,83,"6,241元/平"
帝景苑小区 电梯中层 毛坯 朝南 大两房,帝景苑 -珠晖区,2室2厅 | 95.57平米 | 南 | 毛坯 | 高楼层(共25层)  | 暂无数据,4人关注 / 一年前发布,44,"4,604元/平"
万达商圈旁豪   装3房，带全屋家具家电，可以拎包入住,幸福壹号 -蒸湘区,3室2厅 | 111平米 | 南 | 精装 | 高楼层(共28层)  | 暂无数据,0人关注 / 7个月以前发布,79.8,"7,190元/平"
明翰大厦 正规4房 南北通透 户型正气 业主诚心出,明翰大厦 -珠晖区,4室2厅 | 141平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,21人关注 / 一年前发布,36.8,"2,610元/平"
电梯装修8成新 可以拎包入业 楼层相当好,東升花苑 -珠晖区,3室2厅 | 122.58平米 | 南 北 | 简装 | 中楼层(共30层)  | 暂无数据,0人关注 / 5个月以前发布,68.8,"5,613元/平"
步行街、万达商圈 紧凑型两房 全新装修电梯房带家具,华晨汇景 -蒸湘区,2室2厅 | 64平米 | 南 | 精装 | 低楼层(共30层)  | 暂无数据,1人关注 / 2个月以前发布,36.8,"5,750元/平"
太平小区三区 3室2厅 南,太平小区三区 -蒸湘区,3室2厅 | 107平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,3人关注 / 7个月以前发布,51.8,"4,842元/平"
文昌雅居 3室2厅 北,文昌雅居 -蒸湘区,3室2厅 | 96平米 | 北 | 简装 | 中楼层(共8层)  | 板楼,5人关注 / 7个月以前发布,43.8,"4,563元/平"
太平小区三区 3室2厅 南,太平小区三区 -蒸湘区,3室2厅 | 107平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,3人关注 / 7个月以前发布,51.8,"4,842元/平"
银泰红城 1期 步梯复式  精装3室  可按揭,银泰红城 -蒸湘区,4室2厅 | 103.25平米 | 南 | 精装 | 高楼层(共5层)  | 暂无数据,21人关注 / 一年前发布,79.8,"7,729元/平"
珠晖区 大型楼盘 湘江河畔 湘水明珠 人车分流小区,湘水明珠 -珠晖区,3室2厅 | 98平米 | 南 | 精装 | 中楼层(共12层)  | 暂无数据,2人关注 / 一年前发布,69.8,"7,123元/平"
佳源·罗马都市 3室2厅 东南,佳源·罗马都市 -珠晖区,3室2厅 | 125平米 | 东南 | 毛坯 | 高楼层(共8层)  | 暂无数据,0人关注 / 2个月以前发布,102,"8,160元/平"
世纪华城 毛坯三房两厅两卫 任意装修,世纪华城 -蒸湘区,3室2厅 | 108.9平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,35,"3,214元/平"
珠晖区地段繁华，宽敞3居室，户型紧凑，价格实惠,东城国际 -珠晖区,3室2厅 | 104平米 | 南 | 精装 | 中楼层(共26层)  | 暂无数据,0人关注 / 2个月以前发布,75.8,"7,289元/平"
蒸湘区海通衡洲府豪 装全新两房带家具家电 拎包入住,海通衡州府 -蒸湘区,2室2厅 | 80平米 | 南 | 精装 | 高楼层(共16层)  | 暂无数据,7人关注 / 一年前发布,48.8,"6,100元/平"
火车站商圈 两房一厅一卫 家具家电齐全,安居里249号 -珠晖区,2室1厅 | 48平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,21人关注 / 一年前发布,16.8,"3,500元/平"
此房价格优惠，地方位置好，湘江房，风景好,湘水明珠 -珠晖区,3室2厅 | 118平米 | 东南 | 毛坯 | 高楼层(共33层)  | 暂无数据,2人关注 / 一年前发布,83,"7,034元/平"
生态丽景二期 3室2厅 南,生态丽景二期 -蒸湘区,3室2厅 | 140.7平米 | 南 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 6个月以前发布,108,"7,676元/平"
华新 一中旁 龙锦花苑  精装四房  带车位,龙锦花苑 -蒸湘区,4室2厅 | 145平米 | 南 | 精装 | 高楼层(共30层)  | 暂无数据,2人关注 / 11个月以前发布,93,"6,414元/平"
精装电梯房毛坯价出售，带全屋家具家电，拎包入住。,星欣花苑 -蒸湘区,3室2厅 | 140平米 | 南 北 | 精装 | 低楼层(共12层)  | 暂无数据,1人关注 / 8个月以前发布,75.8,"5,415元/平"
时通商城 大2房 蒸湘南路主干道旁 交通便利,时通商城 -雁峰区,2室2厅 | 92平米 | 南 | 精装 | 高楼层(共31层)  | 暂无数据,0人关注 / 1个月以前发布,48.8,"5,305元/平"
特变·水木融城 4室2厅 南,特变·水木融城 -蒸湘区,4室2厅 | 137平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,79.8,"5,825元/平"
星美新外滩 房子精装修 三室二厅二卫 户型方正 拧包,星美新外滩 -蒸湘区,3室2厅 | 125平米 | 南 | 精装 | 低楼层(共31层)  | 板塔结合,0人关注 / 3个月以前发布,88.8,"7,104元/平"
一线江景房，禧诚·月畔湾，3房2厅，房东诚心出售,禧诚·月畔湾 -雁峰区,3室2厅 | 138平米 | 南 北 | 精装 | 高楼层(共28层)  | 板塔结合,1人关注 / 2个月以前发布,63.8,"4,624元/平"
银泰红城 精装三房 原业主精装修 家具家电9成新,银泰红城 -蒸湘区,3室2厅 | 97.49平米 | 南 | 精装 | 中楼层(共26层)  | 暂无数据,0人关注 / 3个月以前发布,85.8,"8,801元/平"
步步高 雅士林湘苑 精装3室2厅大3房 保养好,雅士林湘苑 -蒸湘区,3室2厅 | 133平米 | 南 | 精装 | 低楼层(共17层)  | 板塔结合,1人关注 / 8个月以前发布,82,"6,166元/平"
（东桥59号3-1-1-1 56.00m² 19.8 万）,东桥59号 -珠晖区,3室1厅 | 56平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,4人关注 / 5个月以前发布,19.8,"3,536元/平"
万恒公馆清水毛坯，户型采光好，装修风格任君发挥,万恒公馆 -蒸湘区,3室2厅 | 105平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 8个月以前发布,65,"6,191元/平"
此房满两年 格局好 楼层好 采光充足 配套设施齐全,联合新村 -蒸湘区,3室1厅 | 80平米 | 南 | 其他 | 中楼层(共8层)  | 暂无数据,1人关注 / 3个月以前发布,30.8,"3,850元/平"
