标题,开发商,房子信息,发布信息,售价/万,单价
建发品质 新中式风格小区  温馨三房两厅两卫,建发中泱天成 -洛江区,3室2厅 | 89.94平米 | 南 北 | 简装 | 中楼层(共26层)  | 暂无数据,3人关注 / 8个月以前发布,160,"17,790元/平"
"户型方正,采光好，山清水秀，停车方便",宝珊花园景峰 -泰禾广场,4室2厅 | 239.65平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,5人关注 / 一年前发布,810,"33,800元/平"
出售园林天下大三房动静分离，目前空置，证满在手上。,海城园林天下 -惠安县,3室2厅 | 116.85平米 | 东南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 9个月以前发布,136,"11,639元/平"
金泰公寓2-1-1-1 61.03m² 120 万,金泰公寓 -东湖,2室1厅 | 61.03平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,2人关注 / 10个月以前发布,120,"19,663元/平"
陶然居五房  采光视野好   安静舒适,聚龙小镇陶然居 -惠安县,5室1厅 | 242平米 | 南 | 精装 | 低楼层(共28层)  | 暂无数据,0人关注 / 10个月以前发布,340,"14,050元/平"
聚龙小镇东篱新村精装修156.85平四房实木家具拎包入住,东篱新村 -惠安县,4室2厅 | 156.85平米 | 东南 | 精装 | 低楼层(共32层)  | 暂无数据,1人关注 / 10个月以前发布,238,"15,174元/平"
楼中楼，错过再无，证满省税，大露台,阳光花园城 -洛江区,5室2厅 | 147.52平米 | 东南 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 4个月以前发布,150,"10,169元/平"
嘉琳广场 158平全新装修 带大露台的江景房,嘉琳广场 -洛江区,3室2厅 | 155.77平米 | 东南 | 精装 | 低楼层(共33层)  | 板楼,4人关注 / 一年前发布,245,"15,729元/平"
采光通风好，配套设施成熟，坐北朝南，环境优美,昌茂小区 -泉港区,3室2厅 | 127.92平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,13人关注 / 一年前发布,50,"3,909元/平"
聚龙小镇陶然居二期，视野开阔清晰，通透性好，安静,陶然居二期 -惠安县,3室2厅 | 115.15平米 | 南 | 毛坯 | 高楼层(共30层)  | 暂无数据,2人关注 / 一年前发布,90,"7,816元/平"
东盛帝豪，119.7平，采光充足，南北朝向,东盛帝豪 -泉港区,3室2厅 | 119.7平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,50,"4,178元/平"
保利二玺，复式，带装修，拎包入住,保利城二期央玺 -城东,2室2厅 | 32平米 | 东 | 精装 | 低楼层(共18层)  | 板塔结合,23人关注 / 一年前发布,60,"18,750元/平"
金穗大厦 庄重文 证满在手 精装修 中楼层 大三房,金穗大厦 -泉港区,3室2厅 | 151平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,75.6,"5,007元/平"
聚龙小镇东篱新村洋房一线沿湖大平层,东篱新村 -惠安县,5室2厅 | 277.35平米 | 南 | 毛坯 | 中楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,448,"16,153元/平"
绿创山语城毛坯三房诚意出售，高楼层看房方便,绿创山语城 -城东,3室2厅 | 115.95平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板塔结合,0人关注 / 6个月以前发布,230,"19,837元/平"
装修2房， 采光视野好 楼下就是大商场,润柏香港城 -城东,2室1厅 | 65.96平米 | 南 西北 北 | 精装 | 高楼层(共35层)  | 板塔结合,1人关注 / 一年前发布,99,"15,010元/平"
润柏香港城 2室1厅 西,润柏香港城 -城东,2室1厅 | 65.96平米 | 西 | 毛坯 | 高楼层(共35层)  | 板塔结合,0人关注 / 一年前发布,95.8,"14,524元/平"
润柏香港城 诚意出售 精装3室2厅2卫,润柏香港城 -城东,3室2厅 | 57.35平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,82,"14,299元/平"
城东商圈 封闭式小区 电梯高层 小户型两房,东莲花苑 -城东,2室1厅 | 88.88平米 | 东南 | 精装 | 高楼层(共29层)  | 板塔结合,0人关注 / 2个月以前发布,168,"18,902元/平"
朝南 满两年 不用土地出让金 拎包入住,美仙山花苑一期 -城东,2室2厅 | 88平米 | 东南 | 简装 | 高楼层(共24层)  | 板塔结合,12人关注 / 一年前发布,150,"17,046元/平"
星光耀好房，购物方便，房主诚意出售。,星光耀二期 -城东,1室1厅 | 59.15平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,71,"12,004元/平"
精装三房，中高楼层，全屋实木家具，证满,水木春天 -城东,3室2厅 | 117.28平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 6个月以前发布,220,"18,759元/平"
润柏香港城 2室1厅 南,润柏香港城 -城东,2室1厅 | 61.02平米 | 南 | 毛坯 | 高楼层(共35层)  | 板塔结合,2人关注 / 一年前发布,88.5,"14,504元/平"
书香学园，中高层，采光足，安静，业主诚意,学府上城 -城东,2室2厅 | 109.66平米 | 东南 | 简装 | 低楼层(共27层)  | 板楼,1人关注 / 6个月以前发布,187,"17,053元/平"
裕景湾江景3房，3个房间都可以看江，自住装修,中骏裕景湾 -城东,3室2厅 | 89平米 | 东南 | 精装 | 高楼层(共33层)  | 板塔结合,1人关注 / 3个月以前发布,285,"32,023元/平"
此房楼层采光好楼间距宽敞无遮挡小区环境好户型方正,毅达新村 -丰泽街,4室2厅 | 147平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,280,"19,048元/平"
本房源为住宅房源，有电梯，一至三楼为商铺,千亿山庄 -丰泽街,5室2厅 | 175平米 | 东南 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,500,"28,572元/平"
户型方正，楼层高，采光好，通风佳,美仙山花苑二期 -城东,3室2厅 | 125.86平米 | 南 | 简装 | 高楼层(共26层)  | 板塔结合,18人关注 / 一年前发布,223,"17,719元/平"
满五唯一  楼层高 视野好 有带露天阳台,中骏裕景湾 -城东,3室2厅 | 89平米 | 东南 南 | 精装 | 高楼层(共33层)  | 板塔结合,6人关注 / 一年前发布,288,"32,360元/平"
好停车 环境 简单，小区安静 舒适.,大铭新村 -东湖,4室2厅 | 147.27平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 3个月以前发布,219,"14,871元/平"
带装修，产权证满2年省税。大三房户型，直接入住,水木春天 -城东,3室2厅 | 86平米 | 东南 | 简装 | 低楼层(共32层)  | 平房,34人关注 / 一年前发布,165,"19,187元/平"
城东繁华地段 中骏品质 裕景湾高层 诚意出售,中骏裕景湾 -城东,3室2厅 | 126平米 | 东南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,405,"32,143元/平"
"格局好，采光足，视野宽阔 精装修,诚意出售。",中骏裕景湾 -城东,3室2厅 | 89平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,1人关注 / 3个月以前发布,275,"30,899元/平"
经典户型，户型方正，没有一点浪费面积，功能分区合..,丰泽新村 -丰泽街,5室2厅 | 124平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,370,"29,839元/平"
兰峰城市花园精装大四房诚意出售,兰峰城市花园 -SM广场,5室2厅 | 196.46平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 10个月以前发布,238,"12,115元/平"
"格局好，采光足，视野宽阔 精装修,诚意出售。",中骏裕景湾 -城东,3室2厅 | 89平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,1人关注 / 3个月以前发布,275,"30,899元/平"
经典户型，户型方正，没有一点浪费面积，功能分区合..,丰泽新村 -丰泽街,5室2厅 | 124平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,370,"29,839元/平"
中高楼层 视野佳，户型方正，4房2卫2阳台,中骏裕景湾 -城东,4室2厅 | 168.57平米 | 东南 | 简装 | 高楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,548,"32,509元/平"
中骏雍景台 三房两厅 简装 证满  优质,中骏雍景台 -城东,3室2厅 | 87.45平米 | 南 | 简装 | 中楼层(共28层)  | 板塔结合,12人关注 / 一年前发布,259,"29,617元/平"
房屋户型方正，产权满，可随时签约,瑞峰花苑 -城东,2室1厅 | 74.21平米 | 南 东 北 | 精装 | 中楼层(共8层)  | 板塔结合,6人关注 / 一年前发布,125,"16,845元/平"
毓才花苑3-1-1-2 113.84m² 155 万,毓才花苑 -城东,3室1厅 | 113.84平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,2人关注 / 3个月以前发布,150,"13,177元/平"
南益品质 身份的象征  看小区中庭 房东诚意,南益汇景豪庭 -城东,3室2厅 | 128.93平米 | 东南 | 简装 | 低楼层(共22层)  | 板塔结合,2人关注 / 一年前发布,450,"34,903元/平"
户型方正、高层采光视野宽阔、前后阳台、使用率高,万洲商住楼一期 -泉港区,4室1厅 | 169平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,72,"4,261元/平"
兰峰城市花园 采光好 小区配套成熟，绿化环境优美。,兰峰城市花园 -SM广场,5室3厅 | 271.69平米 | 东南 | 精装 | 高楼层(共10层)  | 板塔结合,2人关注 / 一年前发布,352,"12,956元/平"
城东 中骏雍景台 精装3房户型 好房 豪小区,中骏雍景台 -城东,3室2厅 | 88平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,5人关注 / 8个月以前发布,260,"29,546元/平"
万达旁星光耀标准三房视野开阔看中庭,星光耀一期 -城东,3室2厅 | 89平米 | 南 | 毛坯 | 高楼层(共40层)  | 板塔结合,2人关注 / 一年前发布,278,"31,236元/平"
朝南精装房，户型好，前可看海看中庭后看青莲寺。,星光耀一期 -城东,3室2厅 | 114.77平米 | 东南 | 精装 | 中楼层(共41层)  | 板塔结合,0人关注 / 8个月以前发布,355,"30,932元/平"
中骏雍景台 精装 业主诚意出售,中骏雍景台 -城东,3室2厅 | 88.68平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,11人关注 / 一年前发布,260,"29,319元/平"
城东万达星光耀广场 高层3房2厅2卫  新装修视野采光好,星光耀一期 -城东,3室2厅 | 118.31平米 | 南 北 | 精装 | 高楼层(共38层)  | 板塔结合,4人关注 / 一年前发布,390,"32,965元/平"
华大泰禾 交通方便 配套成熟 户型方正,泰禾首府 -城东,2室1厅 | 88.77平米 | 南 | 简装 | 低楼层(共32层)  | 板塔结合,5人关注 / 一年前发布,178,"20,052元/平"
小区地理位置好，老城区配套齐全，生活便利,新门街250号 -新门街,3室2厅 | 95.03平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,40人关注 / 一年前发布,155,"16,311元/平"
卓辉海港城106平全新精装五房全屋智能布线,卓辉海港城 -泉州桥南,4室2厅 | 106.32平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 3个月以前发布,253,"23,797元/平"
润柏香港城 电梯高层精装两房 房东诚意出售,润柏香港城 -城东,2室2厅 | 65.72平米 | 东南 | 精装 | 高楼层(共35层)  | 板塔结合,2人关注 / 一年前发布,92.5,"14,075元/平"
SM广场，品质大社区，配套齐全，高绿化，物管负责,兰峰城市花园 -SM广场,6室2厅 | 337.13平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,0人关注 / 11个月以前发布,439,"13,022元/平"
金山新村北区  户型方正  生活配套成熟,金山新村北区 -新门街,2室1厅 | 69.3平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,5人关注 / 一年前发布,170,"24,532元/平"
东海湾和园 148平4房2厅3卫简装 视野无遮挡 生活便利,东海湾和园 -东海,4室2厅 | 148.67平米 | 北 | 简装 | 低楼层(共32层)  | 板塔结合,11人关注 / 一年前发布,268,"18,027元/平"
实小旁 精装两房 户型好 高层采光好诚意出售,大江盛世A区 -洛江区,2室2厅 | 84.17平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 一年前发布,156.8,"18,629元/平"
汇景豪庭正规大3房，证满，户型好，采光与通风俱佳,南益汇景豪庭 -城东,3室1厅 | 127.78平米 | 东南 | 简装 | 低楼层(共22层)  | 板塔结合,0人关注 / 3个月以前发布,415,"32,478元/平"
繁华地段热闹商圈润柏香港城错过了拍大腿,润柏香港城 -城东,2室2厅 | 63.33平米 | 西南 | 毛坯 | 高楼层(共35层)  | 板塔结合,2人关注 / 一年前发布,92,"14,528元/平"
全明结构，南北朝向 .交通便利,蓝海国际 -泉港区,3室2厅 | 90.64平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 4个月以前发布,39,"4,303元/平"
介绍本套房子的卖点还有设施环境。,两岸中心上溪园 -惠安县,3室2厅 | 93.54平米 | 南 北 | 精装 | 高楼层(共29层)  | 板楼,1人关注 / 7个月以前发布,65,"6,949元/平"
鲤城 东街4房 东门实小 边套 全明结构 停车方便,东街4-5-6-9号区 -东街,3室2厅 | 140平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼,11人关注 / 一年前发布,299,"21,358元/平"
华美花园 中高楼层 大客厅 三证在手 房东诚意出售,华美花园 -宝龙广场,4室2厅 | 185.91平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 11个月以前发布,335,"18,020元/平"
泉秀精装四房，高层户型 居家自住售选,聚豪特区 -泉秀街,4室2厅 | 156平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,5人关注 / 一年前发布,239,"15,321元/平"
刺桐公园旁复式236平自住装修5房3厅。电梯在认筹中。,新城花园 -泉秀街,5室3厅 | 236.18平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼,8人关注 / 8个月以前发布,335,"14,185元/平"
急售精装海景房好采光高楼层2房2厅1厨1卫仅售57万,中骏黄金海岸 -石狮周边,2室2厅 | 89.68平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 7个月以前发布,57,"6,356元/平"
不靠医院，精装加露台，满五唯一,中骏裕景湾 -城东,3室2厅 | 89.41平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,3人关注 / 3个月以前发布,286.8,"32,077元/平"
品质小区，精致3房5米挑高复式楼，燃气入户民水民电,中骏御金台 -城东,3室2厅 | 69.64平米 | 南 | 精装 | 低楼层(共20层)  | 板塔结合,0人关注 / 一年前发布,139,"19,960元/平"
业主很诚意出售，价格空间不大，看房方便！,中骏御金台 -城东,3室1厅 | 53平米 | 北 | 精装 | 低楼层(共20层)  | 板塔结合,1人关注 / 一年前发布,89,"16,793元/平"
绿创山语城，三房两卫诚意出售，边套看小区中庭,绿创山语城 -城东,3室2厅 | 114.32平米 | 东南 | 毛坯 | 低楼层(共34层)  | 板塔结合,2人关注 / 一年前发布,215,"18,807元/平"
满2年，户型通透，电梯房，高层复式精装,新世纪豪园二期 -宝龙广场,6室1厅 | 285.54平米 | 东南 | 简装 | 高楼层(共12层)  | 板楼,0人关注 / 9个月以前发布,685,"23,990元/平"
华美花园 中高楼层 大客厅 三证在手 房东诚意出售,华美花园 -宝龙广场,4室2厅 | 185.91平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 11个月以前发布,335,"18,020元/平"
中骏品质，世邦泰和物业，花园式小区，,中骏四季阳光 -浮桥,3室1厅 | 88.68平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,2人关注 / 一年前发布,258,"29,094元/平"
诚意出售，看房方便装修硬软装共花50W左右,恒大御景湾 -泉州桥南,2室2厅 | 127.05平米 | 南 | 精装 | 低楼层(共2层)  | 板塔结合,0人关注 / 3个月以前发布,200,"15,742元/平"
泉秀精装四房，高层户型 居家自住售选,聚豪特区 -泉秀街,4室2厅 | 156平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,5人关注 / 一年前发布,239,"15,321元/平"
刺桐公园旁复式236平自住装修5房3厅。电梯在认筹中。,新城花园 -泉秀街,5室3厅 | 236.18平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼,8人关注 / 8个月以前发布,335,"14,185元/平"
九牧综合楼   交通便利  看房方便,九牧综合楼 -泉港区,3室2厅 | 150平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,19人关注 / 一年前发布,33,"2,200元/平"
富邦花苑  精装修 大三居  包含储藏间  仅售90万,富邦花苑 -惠安县,3室2厅 | 122.7平米 | 东南 | 精装 | 低楼层(共12层)  | 平房,0人关注 / 5个月以前发布,88,"7,172元/平"
位于丰泽区地段好，配套我成熟，出行方便,丰泽区粮食局 -泉秀街,5室1厅 | 138.78平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,220,"15,853元/平"
丰泽新村 3室2厅 南,丰泽新村 -丰泽街,3室2厅 | 130平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,440,"33,847元/平"
石狮宏 伟首 府精装大四房  可拎包入住,宏伟首府 -服装城,4室2厅 | 263.26平米 | 南 北 | 精装 | 低楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,243,"9,231元/平"
丰泽区刺桐北路精装复式4房、坐北朝南,中升花苑小区 -东湖,4室3厅 | 168.34平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,375人关注 / 一年前发布,250,"14,851元/平"
使用率高，动静分离 南北采光............,中润嘉园 -泉州站,3室2厅 | 128.7平米 | 东南 | 毛坯 | 高楼层(共25层)  | 暂无数据,0人关注 / 一年前发布,256,"19,892元/平"
华景仁居 5房复式房 带露台 精装 产权满 看房预约,华景仁居 -洛江区,5室2厅 | 249.97平米 | 东南 | 精装 | 高楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,225,"9,002元/平"
中骏四季康城二期全新精装修复式楼。,中骏四季康城2期 -南环路,5室2厅 | 87.47平米 | 西南 | 精装 | 高楼层(共30层)  | 板楼,13人关注 / 11个月以前发布,135,"15,434元/平"
