标题,开发商,房子信息,发布信息,售价/万,单价
世纪花园竹园 3室2厅 南 北,世纪花园竹园 -张店区,3室2厅 | 188.59平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,4人关注 / 13天以前发布,163,"8,644元/平"
本房是复式住宅，3室2厅2卫，独立电梯厅，采光好,名尚国际 -张店区,3室2厅 | 156.16平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,6人关注 / 9个月以前发布,165,"10,567元/平"
银泰城旁，电梯洋房，顶层复式，不沿街，拎包入住！,名尚国际 -张店区,4室4厅 | 181.5平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,165,"9,091元/平"
精装修复式   带车位储藏室 户型好 住居住舒适,齐悦国际花园一期 -张店区,4室4厅 | 241.76平米 | 南 | 精装 | 高楼层(共20层)  | 板楼,4人关注 / 11个月以前发布,395,"16,339元/平"
明厨明卫，紧靠公园，产权清晰，精装修，看房随时,鲁信花园 -张店区,4室2厅 | 238平米 | 南 北 | 简装 | 低楼层(共26层)  | 塔楼,6人关注 / 一年前发布,176,"7,395元/平"
凯瑞景园 精装三室 满五带储 采光好 拎包入住,凯瑞景园 -张店区,3室2厅 | 144平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,130,"9,028元/平"
齐悦三期出门体育场，用心装修，四室室对外出售,齐悦国际花园三期 -张店区,4室2厅 | 190.5平米 | 南 | 精装 | 高楼层(共16层)  | 板楼,14人关注 / 一年前发布,333,"17,481元/平"
华侨城别墅三层540平带大院子可看湖，有车库,中润华侨城别墅岛 -张店区,5室4厅 | 540平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,3人关注 / 8个月以前发布,2400,"44,445元/平"
带车库！精装四室拎包入住！看房方便  急售,世纪花园夏溪园 -张店区,4室2厅 | 164.07平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,179,"10,910元/平"
华侨城顶楼复式精装修未住5室3卫带车储方正户型通透,中润·华侨城十组团 -张店区,5室2厅 | 240平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,8人关注 / 8个月以前发布,268,"11,167元/平"
恒生花园 四室 装修好 可拎包入住 生活方便,恒生城市花园 -张店区,4室2厅 | 171平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,166,"9,708元/平"
复式带*大露台，精装！！！房型好,世纪花园文星园 -张店区,3室3厅 | 243.8平米 | 南 | 其他 | 高楼层(共16层)  | 板楼,9人关注 / 一年前发布,226,"9,270元/平"
世纪花园精装复式采光充足 5+6内复式  160平仅售130万,世纪花园春趣园 -张店区,3室2厅 | 161平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,92人关注 / 一年前发布,126,"7,827元/平"
客户诚意出售好楼层 带*大储藏室 过度养老不二选择,泉山小区北区 -张店区,2室2厅 | 84.81平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,63.2,"7,452元/平"
精装修，房子视野好，采光好，客卧朝阳户型，,汇美·和平里 -张店区,3室2厅 | 117.8平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,113,"9,593元/平"
房子满五年  电梯房 配套设施齐全 精装带车位,怡海世家 -张店区,3室2厅 | 173平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,8人关注 / 一年前发布,165,"9,538元/平"
阳光花园  满五代储 精装修 四室两卫,阳光花园 -张店区,4室2厅 | 174.5平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,12人关注 / 一年前发布,141,"8,081元/平"
此房户型方正多层纯正大元宝户型贯穿大阳台南北通透,世纪花园春趣园 -张店区,4室2厅 | 203.08平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 10个月以前发布,220,"10,834元/平"
满五唯一 世纪花园大两室 客卧朝阳落地窗 南北通透,世纪花园夏溪园 -张店区,2室2厅 | 127.6平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,45人关注 / 一年前发布,108,"8,464元/平"
颐丰颐馨园178平四室，小高层一梯两户新房未住带车储,颐丰花园颐馨园 -张店区,4室2厅 | 178平米 | 南 北 | 毛坯 | 低楼层(共12层)  | 板塔结合,2人关注 / 3个月以前发布,248,"13,933元/平"
南家小区 2室1厅 南 北,南家小区 -张店区,2室1厅 | 80平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,55,"6,875元/平"
上城名府小区！精装！四室三厅！,上城名府 -张店区,4室3厅 | 214.98平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,4人关注 / 一年前发布,166,"7,722元/平"
颐丰花园绿溪园，毛坯，带车储。,颐丰花园绿溪园 -张店区,3室2厅 | 142平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,10人关注 / 一年前发布,217,"15,282元/平"
金域华庭 电梯洋房 毛坯未住 配套齐全,金域華庭 -淄川区,3室2厅 | 110平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,26人关注 / 一年前发布,96,"8,728元/平"
润泰祥和苑、位置好、户型好住、无公摊的单位领导房、,润泰祥和苑 -淄川区,3室2厅 | 167.5平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,4人关注 / 一年前发布,139,"8,299元/平"
名尚国际 4室2厅 南 北,名尚国际 -张店区,4室2厅 | 172平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,1人关注 / 6个月以前发布,210,"12,210元/平"
碧桂园翡丽公馆 房主重新装修 四室 三卧朝阳 带车储,碧桂园·翡丽公馆 -张店区,4室2厅 | 144平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,239,"16,598元/平"
两个卧室朝阳，客厅敞亮，宽阔，活动空间大，.,盛世康城二期 -张店区,3室2厅 | 113平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,26人关注 / 一年前发布,81,"7,169元/平"
华侨城电梯内复式280平带车位精装适合多代人居住,中润·华侨城一组团 -张店区,5室3厅 | 280平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,21人关注 / 一年前发布,248,"8,858元/平"
体育馆旁 毛坯四室 楼层好 视野开阔  性  价 比 高,齐悦花园盛悦园 -张店区,4室2厅 | 201平米 | 南 | 毛坯 | 高楼层(共24层)  | 板楼,6人关注 / 一年前发布,290,"14,428元/平"
齐悦三期旁 实用面积大，证两年，通透舒适好房，,明博新城 -张店区,3室2厅 | 139平米 | 南 北 | 简装 | 低楼层(共32层)  | 板塔结合,2人关注 / 9个月以前发布,182,"13,094元/平"
改善居住房  南北通透  电梯洋房,中润·华侨城三组团 -张店区,4室2厅 | 194.6平米 | 南 北 | 精装 | 中楼层(共9层)  | 板塔结合,3人关注 / 6个月以前发布,220,"11,306元/平"
孝妇河畔，顶层复式带露台，观景好房，新房未住！,中南·春溪集 -张店区,4室2厅 | 143平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 暂无数据,1人关注 / 5个月以前发布,178,"12,448元/平"
精装修 三房改四房  采光好 户型周正,金润香榭居 -张店区,4室2厅 | 158平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,10人关注 / 一年前发布,155,"9,811元/平"
华侨城西 精装四室电梯好楼层 停车方便,阳光花园 -张店区,4室2厅 | 186平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,7人关注 / 一年前发布,180,"9,678元/平"
此房南北通透格局，楼层好，采光充足，交通便利,嘉亿国际 -张店区,3室2厅 | 115平米 | 南 北 | 简装 | 中楼层(共27层)  | 板楼,5人关注 / 一年前发布,120,"10,435元/平"
龙凤苑 168平三室三厅两卫 精装修带储 看房方便,民泰龙凤苑 -张店区,3室3厅 | 168平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,26人关注 / 一年前发布,185,"11,012元/平"
凯瑞景园 年轻人过度好房 房主诚意出售,凯瑞景园 -张店区,2室2厅 | 88.06平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,52,"5,906元/平"
植物园旁温馨两居刚需过渡养老 陪读,王舍小区 -张店区,2室2厅 | 92.17平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,73,"7,921元/平"
恒生少有电梯内复式大平层hao装带露台,恒生城市花园 -张店区,6室3厅 | 276平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,0人关注 / 1个月以前发布,249,"9,022元/平"
龙泰国际非顶层两层307平带车位精装修,龙泰国际 -张店区,5室2厅 | 306.97平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,580,"18,895元/平"
紫园大公馆    百万 豪  装修    带车位,紫园 -张店区,4室2厅 | 325.43平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,19人关注 / 一年前发布,470,"14,443元/平"
满五唯一 世纪花园大两室 客卧朝阳落地窗 南北通透,世纪花园夏溪园 -张店区,2室2厅 | 127.6平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,45人关注 / 一年前发布,108,"8,464元/平"
房子满五年  电梯房 配套设施齐全 精装带车位,怡海世家 -张店区,3室2厅 | 173平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,8人关注 / 一年前发布,165,"9,538元/平"
此房户型方正多层纯正大元宝户型贯穿大阳台南北通透,世纪花园春趣园 -张店区,4室2厅 | 203.08平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 10个月以前发布,220,"10,834元/平"
阳光花园  满五代储 精装修 四室两卫,阳光花园 -张店区,4室2厅 | 174.5平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,12人关注 / 一年前发布,141,"8,081元/平"
五里桥生活区 4室2厅 南 北,五里桥生活区 -张店区,4室2厅 | 138.22平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,12人关注 / 8个月以前发布,84,"6,078元/平"
上湖御园 南向观景洋房  大飘窗 采光好 有车位,上湖御园 -淄川区,3室2厅 | 145.86平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,19人关注 / 一年前发布,155,"10,627元/平"
汇景家园，4-5楼复式，六室三厅两卫，带大车库,汇景家园 -淄川区,6室3厅 | 259平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,100,"3,862元/平"
般阳西区 多层建筑 宽敞明亮 户型实用 楼前视野开阔,般阳生活区西二区 -淄川区,3室2厅 | 104.9平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,52,"4,958元/平"
小区少有多层外置电梯，客卧朝阳经典户型视野开阔,凯瑞溪园 -张店区,4室2厅 | 184平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,10人关注 / 一年前发布,176,"9,566元/平"
带储藏室车位精装修 ，小区环境好，配套齐全,奥都庄园 -淄川区,3室2厅 | 212.25平米 | 东南 | 简装 | 下叠(共5层)  | 板楼 | 叠拼别墅 ,1人关注 / 一年前发布,185,"8,717元/平"
润泰祥和苑、位置好、户型好住、无公摊的单位领导房、,润泰祥和苑 -淄川区,3室2厅 | 167.5平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,4人关注 / 一年前发布,139,"8,299元/平"
金域华庭 电梯洋房 毛坯未住 配套齐全,金域華庭 -淄川区,3室2厅 | 110平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,26人关注 / 一年前发布,96,"8,728元/平"
此房内复式，证件齐全，户型通透，拎包入住,中润 · 华侨城二组团 -张店区,7室3厅 | 252平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,32人关注 / 一年前发布,190,"7,540元/平"
龙泰电梯小高层 带红木装修  落地窗 通透户型,民泰 · 龙泰苑A区 -张店区,4室2厅 | 184.2平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,7人关注 / 10个月以前发布,255,"13,844元/平"
城南壹号电梯中层，元宝户楼头位置采光好，带车位储！,城南壹号 -张店区,4室2厅 | 139平米 | 南 北 | 毛坯 | 中楼层(共14层)  | 板楼,10人关注 / 一年前发布,130,"9,353元/平"
出门口万达！远景花园 147平 精品三室 有地上车库,远景花园滋欣苑 -张店区,3室2厅 | 147平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,32人关注 / 一年前发布,187,"12,722元/平"
绿城玫瑰园别墅  由于房源展示  实际标价还是1550万,绿城百合花园玫瑰园 -张店区,4室3厅 | 249平米 | 南 北 | 精装 | 低楼层(共2层)  | 板塔结合,0人关注 / 8个月以前发布,1245,"50,000元/平"
四室两厅两卫，精装修，短住，带储藏室,江南豪庭 -张店区,4室2厅 | 150.33平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,17人关注 / 一年前发布,160,"10,644元/平"
龙泰国际非顶层两层307平带车位精装修,龙泰国际 -张店区,5室2厅 | 306.97平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,580,"18,895元/平"
绿城百合花园，高楼层，带精装修，带车位！,绿城·百合花园 -张店区,3室2厅 | 130平米 | 南 北 | 精装 | 高楼层(共22层)  | 板楼,9人关注 / 一年前发布,188,"14,462元/平"
方正户型四室两厅两卫带车储，带平台，可以去柳泉,碧桂园·翡丽公馆 -张店区,4室2厅 | 148.4平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,0人关注 / 4个月以前发布,199.8,"13,464元/平"
金石晶城168平电梯4居室  ，全明户型 精装修  带车位,金石晶城 -张店区,4室2厅 | 168平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,25人关注 / 一年前发布,185,"11,012元/平"
客卧朝阳户型，房龄新，采光好，前后无遮挡，南北通,美达华庭 -张店区,3室2厅 | 103平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,12人关注 / 一年前发布,52,"5,049元/平"
龙凤苑B区 阁楼 价格实惠 地上储 采光好 南北通透,民泰龙凤苑 -张店区,3室2厅 | 120.25平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,12人关注 / 一年前发布,75.8,"6,304元/平"
南北通透三居室，全明格局，电梯中间层，一梯两户,民泰龙凤苑 -张店区,3室2厅 | 139平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,37人关注 / 一年前发布,159,"11,439元/平"
绿溪园叠拼别墅，精品装修，全房空调净水。带车储。,颐丰花园绿溪园 -张店区,5室2厅 | 385平米 | 北 南 | 精装 | 中楼层(共4层)  | 板楼,0人关注 / 一年前发布,980,"25,455元/平"
碧桂园剑桥郡 5室2厅 南,碧桂园剑桥郡 -周村区,5室2厅 | 260平米 | 南 | 毛坯 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,215,"8,270元/平"
汇景家园，4-5楼复式，六室三厅两卫，带大车库,汇景家园 -淄川区,6室3厅 | 259平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,100,"3,862元/平"
银泰城旁，房龄新，装修好，四室户型，带车位储藏室。,金润香榭居 -张店区,4室2厅 | 168平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,0人关注 / 2个月以前发布,161,"9,584元/平"
凯瑞溪园 四室 带储藏室客卧朝阳采光充足,凯瑞溪园 -张店区,4室2厅 | 185平米 | 南 北 | 简装 | 中楼层(共11层)  | 板塔结合,2人关注 / 8个月以前发布,172,"9,298元/平"
精装大三室，诚意出售，好户型，采光好,盛世泽园 -张店区,3室2厅 | 127.33平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,76,"5,969元/平"
满五不唯一精装修位置好多层四室,淄博技师学院教工生活区 -张店区,4室2厅 | 141平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,110,"7,802元/平"
世纪花园春趣园 3室2厅 南,世纪花园春趣园 -张店区,3室2厅 | 151.63平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,160,"10,553元/平"
龙凤苑大三室精装带车位户型方正南北通透采光充足,民泰龙凤苑 -张店区,3室2厅 | 165.76平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,4人关注 / 6个月以前发布,195,"11,764元/平"
电梯小高层顶楼复式带双露台五室,盛安美郡 -张店区,5室2厅 | 182平米 | 南 北 | 简装 | 高楼层(共17层)  | 塔楼,0人关注 / 1个月以前发布,269,"14,781元/平"
元宝四室，医院体育馆，通透好住，环境好生活方便,鸿泰吉祥苑 -张店区,4室2厅 | 162.8平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,3人关注 / 一年前发布,175,"10,750元/平"
祥瑞花园  电梯高层内复式  精装修  五室  有车位,祥瑞花园 -张店区,5室3厅 | 220平米 | 南 北 | 简装 | 高楼层(共12层)  | 塔楼,11人关注 / 一年前发布,258,"11,728元/平"
恒大帝景  五室三卧一客朝阳，九中精装好房，,恒大帝景 -张店区,5室2厅 | 160平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 4个月以前发布,180,"11,250元/平"
上湖御园 南向观景洋房  大飘窗 采光好 有车位,上湖御园 -淄川区,3室2厅 | 145.86平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,19人关注 / 一年前发布,155,"10,627元/平"
般阳西区 多层建筑 宽敞明亮 户型实用 楼前视野开阔,般阳生活区西二区 -淄川区,3室2厅 | 104.9平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,52,"4,958元/平"
恒大帝景 舒适大四室 精装未住 采光佳,恒大帝景 -张店区,4室2厅 | 180.84平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,3人关注 / 4个月以前发布,239,"13,217元/平"
小区少有多层外置电梯，客卧朝阳经典户型视野开阔,凯瑞溪园 -张店区,4室2厅 | 184平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,10人关注 / 一年前发布,176,"9,566元/平"
