标题,开发商,房子信息,发布信息,售价/万,单价
特警支队宿舍 宽敞的3房2厅诚心出售,海口特警支队宿舍 -海甸岛,3室2厅 | 88.45平米 | 南 北 | 精装 | 中楼层(共9层)  | 暂无数据,1人关注 / 15天以前发布,146,"16,507元/平"
龙墅湾，大四房，精装修，业主诚意出售,龙墅湾 -紫园片区,4室2厅 | 197.65平米 | 南 北 | 精装 | 15层  | 板塔结合,4人关注 / 9个月以前发布,600,"30,357元/平"
满二低税、电梯一梯两户纯板楼、南北朝向、采光好,南光·西海湾 -紫园片区,3室2厅 | 147.64平米 | 南 北 | 精装 | 5层  | 板楼,2人关注 / 7个月以前发布,460,"31,157元/平"
恒大优美市区大盘，环境优美，物业服务好 户型方正,恒大海口文化旅游城 -椰海大道,3室1厅 | 142平米 | 南 | 其他 | 中楼层(共25层)  | 暂无数据,1人关注 / 17天以前发布,168,"11,831元/平"
满二低税、电梯一梯两户纯板楼、南北朝向、采光好,南光·西海湾 -紫园片区,3室2厅 | 147.64平米 | 南 北 | 精装 | 5层  | 板楼,2人关注 / 7个月以前发布,460,"31,157元/平"
满五唯一、一梯两户、中间楼层、户型方正、南北朝向,紫园 -紫园片区,2室2厅 | 95.44平米 | 南 北 | 精装 | 11层  | 板塔结合,8人关注 / 8个月以前发布,305,"31,958元/平"
观澜公寓2-2-1-1 130.25m² 346 万,观澜公寓 -紫园片区,2室2厅 | 130.25平米 | 南 北 | 其他 | 7层  | 板楼,1人关注 / 9个月以前发布,346,"26,565元/平"
龙墅湾，大四房，精装修，业主诚意出售,龙墅湾 -紫园片区,4室2厅 | 197.65平米 | 南 北 | 精装 | 15层  | 板塔结合,4人关注 / 9个月以前发布,600,"30,357元/平"
拎包入住、小高层房、满五低税、通风采光好、南北朝向,紫园 -紫园片区,3室2厅 | 103.69平米 | 南 北 | 精装 | 11层  | 板楼,14人关注 / 9个月以前发布,380,"36,648元/平"
此房产证满二了，户型方正，南朝向、采光好，精装,长信蓝郡 -紫园片区,2室2厅 | 73.37平米 | 东南 南 | 精装 | 中楼层(共14层)  | 板塔结合,4人关注 / 4个月以前发布,267,"36,391元/平"
正规两房两卫，满五省税，通风采光号,海上贵筑 -紫园片区,2室2厅 | 96.69平米 | 西 | 简装 | 20层  | 板塔结合,4人关注 / 4个月以前发布,155,"16,031元/平"
海大北门 恒福居 两房 满五唯一税费低中楼层,恒福居申海花苑 -海甸岛,2室2厅 | 76.67平米 | 南 | 简装 | 中楼层(共18层)  | 塔楼,0人关注 / 7个月以前发布,178,"23,217元/平"
此房满五唯一，楼层高，采光好，业主诚心出售，,江海郡 -海甸岛,2室2厅 | 73.81平米 | 南 北 | 其他 | 高楼层(共23层)  | 板塔结合,0人关注 / 1个月以前发布,156,"21,136元/平"
国兴商圈 大润发 桫椤湾  满五唯一  欧式装修风格,盛达景都二期 -国兴,3室2厅 | 153.65平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,4人关注 / 5个月以前发布,350,"22,780元/平"
江东新区，绿地城二期雅园2+1户型，满二包车位,海南绿地城 -江东,2室1厅 | 83.81平米 | 南 | 其他 | 16层  | 板塔结合,2人关注 / 8个月以前发布,165,"19,688元/平"
水岸听涛 滨江海岸旁 大型社区 正规三房 看房方便,水岸听涛 -海甸岛,3室2厅 | 72.9平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,15人关注 / 11个月以前发布,140,"19,205元/平"
龙昆南 大润发 105平精装三房 满五唯一 中间楼层,华丰大厦 -龙昆南,3室2厅 | 104.8平米 | 东 | 简装 | 20层  | 板楼,0人关注 / 1个月以前发布,173,"16,508元/平"
复式楼   得房率高    家电齐全   拎包入住,碧桂园·中央首府 -椰海大道,3室2厅 | 42.51平米 | 南 | 其他 | 低楼层(共11层)  | 板塔结合,170人关注 / 一年前发布,96,"22,583元/平"
西海岸  配套齐全  全新精装两房 户型方正未入住过,时代城 -西海岸南片区,2室2厅 | 86.88平米 | 北 | 其他 | 中楼层(共25层)  | 暂无数据,4人关注 / 3个月以前发布,135,"15,539元/平"
吾悦广场旁大型生态小区，绿化好物业棒,恒大海口文化旅游城 -椰海大道,3室2厅 | 91.7平米 | 南 | 简装 | 高楼层(共25层)  | 板塔结合,6人关注 / 一年前发布,130,"14,177元/平"
龙华区 龙昆南四房出售 价格便宜 看房方便,海南省免税商品企业公司宿舍 -龙昆南,4室2厅 | 127.51平米 | 南 | 其他 | 中楼层(共8层)  | 塔楼,0人关注 / 8个月以前发布,135,"10,588元/平"
御景名城 南北通透 户型好 精装3房 满5年,御景名城 -海甸岛,3室2厅 | 128.98平米 | 南 北 | 精装 | 低楼层(共10层)  | 板楼,0人关注 / 5个月以前发布,238,"18,453元/平"
海口龙华区人民公园旁，首力大厦正规大2房诚意出售,首力大厦 -远大,2室1厅 | 103.09平米 | 西北 | 其他 | 中楼层(共31层)  | 板塔结合,0人关注 / 7个月以前发布,130,"12,611元/平"
华盛中央公园 满五唯一 南北通透 视野好,华盛中央公园 -远大,4室2厅 | 117.08平米 | 南 北 | 其他 | 36层  | 板塔结合,1人关注 / 4个月以前发布,250,"21,353元/平"
五源河大华开发120平米三房，南北通透，园林景观好,大华·锦绣海岸 -远大,3室2厅 | 120.67平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,4人关注 / 1个月以前发布,278,"23,039元/平"
海德路 大型社区 三房两厅 南北通透 居家自住 有泳池,现代花园一期 -龙昆南,3室1厅 | 133.32平米 | 南 北 东北 | 精装 | 12层  | 板塔结合,0人关注 / 16天以前发布,218,"16,352元/平"
西沙路 日月广场 精装3房91万,海口市电子工业总公司宿舍白坡里住宅 -明珠,3室2厅 | 103.63平米 | 南 北 | 精装 | 高楼层(共9层)  | 暂无数据,59人关注 / 6个月以前发布,90,"8,685元/平"
恒大美丽沙 两居室 精装 满二 南向,海口恒大美丽沙 -海甸岛,2室2厅 | 79.79平米 | 南 | 精装 | 11层  | 板塔结合,10人关注 / 4个月以前发布,195,"24,440元/平"
西海岸片区，正规3室，户型方正，实得面积大。,省皮肤病医院宿舍 -紫园片区,3室2厅 | 120.39平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 8个月以前发布,210,"17,444元/平"
橡树园 大一房 可以两房 花园式小区 白龙,橡树园 -白龙,1室2厅 | 65.97平米 | 南 | 其他 | 中楼层(共17层)  | 板塔结合,0人关注 / 17天以前发布,109,"16,523元/平"
急售，滨江路英才，板楼一梯两户，满五唯一，南北通,南渡江教师村 -白龙,2室2厅 | 66.19平米 | 南 北 | 简装 | 低楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,105,"15,864元/平"
小区内低楼层房源，满五。纯板楼,观澜公寓 -紫园片区,3室2厅 | 112.43平米 | 南 北 | 其他 | 12层  | 板楼,11人关注 / 4个月以前发布,268,"23,838元/平"
恒大，海口湾，田园民宿风格，复式大4房，面积130。,恒大海口湾 -海口湾,4室2厅 | 71.63平米 | 东北 | 精装 | 低楼层(共14层)  | 板塔结合,92人关注 / 一年前发布,154,"21,500元/平"
此房是边户，产证满五多套，朝南户型，业主诚意出售！,海南之心彼岸 -新埠岛,2室1厅 | 81.52平米 | 南 北 | 精装 | 14层  | 板塔结合,4人关注 / 一年前发布,190,"23,308元/平"
国贸金龙路精装四房，房子刚装修不久，出行方便,金龙小区 -国贸,4室2厅 | 154.25平米 | 南 | 精装 | 中楼层(共12层)  | 暂无数据,5人关注 / 4个月以前发布,208,"13,485元/平"
小三房，功能齐全，精装房，视野开阔。,华盛中央公园 -远大,3室2厅 | 95.9平米 | 南 | 精装 | 33层  | 板塔结合,0人关注 / 1个月以前发布,203,"21,168元/平"
龙湖光年旁 园林式景观小区 亚洲豪苑北区 精装修的3房,亚洲豪苑北区 -金盘,3室2厅 | 137.85平米 | 南 | 精装 | 14层  | 板塔结合,0人关注 / 3个月以前发布,235,"17,048元/平"
南北朝向，配套齐全，小区有篮球场，电梯房，价格低,翠玉园 -紫园片区,3室2厅 | 131.61平米 | 南 北 | 其他 | 中楼层(共13层)  | 板塔结合,1人关注 / 10个月以前发布,329,"24,999元/平"
城市海岸三房改四房，小洋楼。高楼层，看海景。户型好,城市海岸 -紫园片区,3室2厅 | 142.33平米 | 南 | 其他 | 高楼层(共11层)  | 暂无数据,0人关注 / 5个月以前发布,448,"31,477元/平"
西海岸新精装三房 蓝城一号 户型方正 南北通透性好,蓝城一号 -紫园片区,3室2厅 | 107.29平米 | 南 北 | 精装 | 32层  | 塔楼,8人关注 / 6个月以前发布,450,"41,943元/平"
满二低税、品质小区，下叠端户、环境优美，居住安心,万秀小区 -紫园片区,6室2厅 | 277.41平米 | 南 北 | 精装 | 低楼层(共3层)  | 板塔结合,0人关注 / 4个月以前发布,2300,"82,910元/平"
港湾花园 2室2厅 南 北,港湾花园 -海甸岛,2室2厅 | 110.78平米 | 南 北 | 其他 | 高楼层(共19层)  | 塔楼,0人关注 / 2个月以前发布,163,"14,714元/平"
南国威尼斯城优美环境，有泳池有花园，养生体系完善。,南国威尼斯城 -琼山周边,1室1厅 | 52.65平米 | 南 北 | 其他 | 低楼层(共1层)  | 暂无数据,9人关注 / 一年前发布,61,"11,586元/平"
恒大开发商环境优美，物业服务好 户型方正 通风采光好,恒大海口文化旅游城 -椰海大道,3室2厅 | 79.68平米 | 北 | 精装 | 中楼层(共24层)  | 板塔结合,22人关注 / 一年前发布,99,"12,425元/平"
电力明园精装3房 小高层 环境好,电力明园 -椰海大道,3室2厅 | 124.24平米 | 南 北 | 精装 | 9层  | 板楼,3人关注 / 一年前发布,200,"16,098元/平"
海甸五西路，海大北门，申海花苑，精装2房2厅,恒福居申海花苑 -海甸岛,2室1厅 | 77.22平米 | 南 | 其他 | 高楼层(共18层)  | 塔楼,2人关注 / 9个月以前发布,197,"25,512元/平"
新城吾悦广场精装修3房南北通透双阳台 带家电家具,海口新城吾悦广场 -椰海大道,3室2厅 | 119.76平米 | 南 北 | 其他 | 26层  | 板塔结合,0人关注 / 2个月以前发布,265,"22,128元/平"
吾悦商圈次新小区 诚心出售 看房方便,伟业·智青春 -椰海大道,3室2厅 | 100.17平米 | 南 | 其他 | 高楼层(共26层)  | 板塔结合,0人关注 / 1个月以前发布,190,"18,968元/平"
吾悦广场碧海丹城 2015年纯板楼一梯两户南北 满五唯一,碧海丹城 -椰海大道,2室1厅 | 93平米 | 南 北 | 毛坯 | 低楼层(共12层)  | 板楼,0人关注 / 18天以前发布,175,"18,818元/平"
滨海世纪公园旁，计划生育局宿舍，南北通透两房。,海口市计划生育局宿舍 -解放西,2室2厅 | 78.7平米 | 东南 西北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,108,"13,723元/平"
江东新区，2018建，板式小高层，精装，满两年,椰风海岸 -江东,2室2厅 | 110.14平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,4人关注 / 5个月以前发布,205,"18,613元/平"
海甸城二东路，低价大3房，南北大阳台，单位房小公摊,省建行宿舍 -海甸岛,3室2厅 | 77.07平米 | 南 | 简装 | 中楼层(共4层)  | 板楼,31人关注 / 一年前发布,87,"11,289元/平"
满五多套，户型方正，交通方便，配套齐全,龙昆北路7号 -解放西,2室2厅 | 69.37平米 | 南 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 4个月以前发布,110,"15,857元/平"
名门广场南区电梯小高层业主诚心出售,名门广场南区 -国兴,3室1厅 | 128.85平米 | 南 | 简装 | 高楼层(共10层)  | 板塔结合,7人关注 / 3个月以前发布,238,"18,472元/平"
新景立大厦 业主诚意出售 交通便利,新景立大厦 -紫园片区,2室2厅 | 96.17平米 | 南 | 其他 | 高楼层(共15层)  | 板塔结合,0人关注 / 5个月以前发布,108,"11,231元/平"
白龙南路 英才 和邦路单位小区一楼离地面四个台阶,和邦路9号 -白龙,3室2厅 | 104.11平米 | 南 北 | 简装 | 低楼层(共9层)  | 暂无数据,2人关注 / 4个月以前发布,148,"14,216元/平"
碧水名城 3室2厅 南,碧水名城 -白龙,3室2厅 | 114.52平米 | 南 | 精装 | 低楼层(共16层)  | 板塔结合,3人关注 / 5个月以前发布,220,"19,211元/平"
绿地缤纷城 2室2厅 南,绿地缤纷城 -远大,2室2厅 | 50.38平米 | 南 | 其他 | 高楼层(共15层)  | 板塔结合,4人关注 / 4个月以前发布,145,"28,782元/平"
国兴白龙精装小户出售 中楼层 视野好 有钥匙看房,宇建城市花园 -国兴,2室1厅 | 65.66平米 | 南 | 简装 | 低楼层(共19层)  | 板楼,0人关注 / 4个月以前发布,110,"16,753元/平"
衍宏海岛春天 3室2厅 东北,衍宏海岛春天 -海甸岛,3室2厅 | 91.08平米 | 东北 | 其他 | 20层  | 板塔结合,0人关注 / 2个月以前发布,142,"15,591元/平"
江东新区 鸿洲江山别墅 大花园 花双拼的钱买独栋,鸿洲江山 -江东,5室3厅 | 190.56平米 | 南 | 其他 | 低楼层(共3层)  | 暂无数据,14人关注 / 8个月以前发布,590,"30,962元/平"
景立大厦   简装  轻松两房改三房，,新景立大厦 -紫园片区,2室2厅 | 97.8平米 | 南 | 简装 | 高楼层(共15层)  | 板塔结合,1人关注 / 4个月以前发布,108,"11,043元/平"
海甸岛好地段住宅性质精致小户型,濠江壹号 -海甸岛,1室0厅 | 46.57平米 | 东 | 其他 | 17层  | 板塔结合,5人关注 / 8个月以前发布,102,"21,903元/平"
急售江东新区满五唯一 4房2厅2卫好楼层阳台对着游泳池,九鼎水郡 -江东,4室2厅 | 115.4平米 | 北 | 其他 | 12层  | 板塔结合,2人关注 / 5个月以前发布,276,"23,917元/平"
江东新区边  70年住宅 满五唯一 税少,中信·台达国际 -江东,1室1厅 | 65.39平米 | 南 | 精装 | 11层  | 板塔结合,4人关注 / 8个月以前发布,66,"10,094元/平"
金盘新成熟小区，电梯房 精装修，方便看房,金碧·大地豪庭 -金盘,3室2厅 | 128.7平米 | 南 北 | 精装 | 21层  | 板塔结合,22人关注 / 一年前发布,275,"21,368元/平"
绿地缤纷城 2室2厅 南,绿地缤纷城 -远大,2室2厅 | 50.38平米 | 南 | 其他 | 高楼层(共15层)  | 板塔结合,4人关注 / 4个月以前发布,145,"28,782元/平"
次新小区，精装，朝南3居室。。,碧桂园·滨海国际 -新埠岛,3室2厅 | 123.11平米 | 南 | 精装 | 18层  | 板塔结合,4人关注 / 6个月以前发布,260,"21,120元/平"
万达商圈--文博府A区精装修南北通三房业主诚意出售,文博府A区 -万达,3室2厅 | 129.61平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,230,"17,746元/平"
长信蓝郡  露  台  看  海   标准两房,长信蓝郡 -紫园片区,2室2厅 | 72.62平米 | 北 | 其他 | 高楼层(共14层)  | 板塔结合,15人关注 / 6个月以前发布,279.9,"38,544元/平"
文博府A区 户型很方正 得房率高 随时看房,文博府A区 -万达,2室2厅 | 91.44平米 | 南 北 | 精装 | 中楼层(共11层)  | 塔楼,3人关注 / 4个月以前发布,155,"16,952元/平"
满五唯一、得房率高、交通便利、生活方便。,秀英交警大队宿舍 -紫园片区,3室2厅 | 103.5平米 | 南 北 | 精装 | 中楼层(共16层)  | 板楼,1人关注 / 4个月以前发布,200,"19,324元/平"
五源河片区满五唯一2房，大华开发，采光视野无遮挡,大华·锦绣海岸 -远大,2室1厅 | 84.55平米 | 南 | 毛坯 | 中楼层(共21层)  | 塔楼,1人关注 / 2个月以前发布,170,"20,107元/平"
龙昆南大润发旁 华立花园电梯3房 诚意出售,华立花园 -金盘,3室2厅 | 140.94平米 | 东南 | 其他 | 中楼层(共17层)  | 塔楼,0人关注 / 4个月以前发布,164,"11,637元/平"
四季华庭3期3房2厅  花园洋房 板楼 南北通透 简装,四季华庭Ⅱ金色年华 -金盘,3室2厅 | 125.4平米 | 南 北 | 精装 | 低楼层(共9层)  | 暂无数据,4人关注 / 8个月以前发布,235,"18,741元/平"
此房满五唯一只有契税。户型方正全新装修视野景观好！,帝景海岸 -海甸岛,2室2厅 | 95.78平米 | 南 | 精装 | 低楼层(共21层)  | 板塔结合,3人关注 / 5个月以前发布,230,"24,014元/平"
满五唯一 南北通透 视野好 交通便利 小区环境优美,润德·塞维阳光 -海甸岛,2室2厅 | 92.64平米 | 南 北 | 其他 | 高楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,200,"21,589元/平"
现代花园三期，带露台，三房两卫，南北通透户型,现代花园三期 -龙昆南,3室2厅 | 141.98平米 | 南 北 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,300,"21,130元/平"
海甸岛 正规3房2卫 ，3房2厅，,岷江花园 -海甸岛,3室2厅 | 111.92平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,25人关注 / 一年前发布,138,"12,331元/平"
满五唯一，高楼层视野景观好，非顶楼户型方正,宝安滨海豪庭 -海口湾,3室2厅 | 137.15平米 | 北 | 毛坯 | 高楼层(共30层)  | 板塔结合,10人关注 / 6个月以前发布,330,"24,062元/平"
兆南丽湾 两居室 精装 满五 诚意出售,兆南丽湾 -海甸岛,2室2厅 | 101.81平米 | 南 北 | 其他 | 中楼层(共17层)  | 板塔结合,0人关注 / 3个月以前发布,215,"21,118元/平"
蓝海银座 1室0厅 南 北,蓝海银座 -海甸岛,1室0厅 | 39.52平米 | 南 北 | 简装 | 低楼层(共20层)  | 塔楼,0人关注 / 2个月以前发布,63,"15,942元/平"
金盘社区 正规两房 双阳台 满五唯一 诚心出售!,榆海雅苑 -金盘,2室2厅 | 84.96平米 | 南 | 其他 | 10层  | 板楼,0人关注 / 17天以前发布,140,"16,479元/平"
