标题,开发商,房子信息,发布信息,售价/万,单价
金地檀境 前排 视野开阔 采光充足 诚心出售,金地檀境 -前关,3室2厅 | 104.15平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 8天以前发布,136,"13,059元/平"
地段好，配套设施齐全，交通便利，精装修拎包入能用,开发区万达广场 -开发区万达,1室1厅 | 31.73平米 | 南 | 精装 | 高楼层(共30层)  | 塔楼,2人关注 / 1个月以前发布,20.7,"6,524元/平"
急售 生态城 多层洋房  精装修 南北向有大平台,阳光生态城 -旅顺开发区,2室1厅 | 65.86平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,36.5,"5,543元/平"
央企开发品质物业精装修 南北通透两居室 景观楼层,中海御湖熙谷 -溪之谷,2室1厅 | 92.17平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,1人关注 / 1个月以前发布,124,"13,454元/平"
房子中楼层，但是景色好随时可以看房,小平岛海角七号 -小平岛,2室2厅 | 67.12平米 | 东南 | 精装 | 中楼层(共34层)  | 塔楼,9人关注 / 7个月以前发布,178,"26,520元/平"
近欧尚  近地铁口 近市场 近公交 南向采光好视野好,泉水P1区 -泉水龙畔金泉,2室1厅 | 51.98平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,7人关注 / 8个月以前发布,51.5,"9,908元/平"
泉水多层两室南北向，精装修保持好。,锦泉源D2区 -泉水锦泉源,2室1厅 | 67.08平米 | 东南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,99.8,"14,878元/平"
经典一室 中间楼层诚心出售，单价低，不 限售南,锦泉源B4区 -泉水锦泉源,1室1厅 | 40.77平米 | 南 | 简装 | 低楼层(共3层)  | 板楼,187人关注 / 4个月以前发布,29.5,"7,236元/平"
中间楼层精装修业主自装看房方便,七迎路 -山东路,2室1厅 | 65.54平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,21人关注 / 8个月以前发布,89,"13,580元/平"
齐全 医疗配套齐全 交通配套齐全,香炉礁 -香炉礁,3室1厅 | 93.49平米 | 东 西 | 精装 | 高楼层(共7层)  | 板楼,2人关注 / 5个月以前发布,107,"11,446元/平"
湾里南2012年的房子 精装修 拎包入住 南北通透,湾里南小区 -金湾新城,2室1厅 | 78.27平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,71,"9,072元/平"
软件园 装修好， 小户型，低楼层,万奕学院派 -软件园,1室1厅 | 42.78平米 | 南 | 精装 | 低楼层(共13层)  | 板楼,5人关注 / 7个月以前发布,93,"21,740元/平"
房子户型比较规矩，标准一室一厅户型，楼层好，采光好,帝欧花园 -绿波,1室1厅 | 59.49平米 | 南 | 精装 | 高楼层(共12层)  | 板楼,17人关注 / 5个月以前发布,118,"19,836元/平"
视野采光好 环境物业好 近劳动公园,伊景华园 -南山,1室1厅 | 49.83平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼,14人关注 / 4个月以前发布,112,"22,477元/平"
艾维尼小城 洋房 两室精装修 楼层好 位置佳 拎包入住,艾维尼小城 -生态新城,2室2厅 | 78.87平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 1个月以前发布,117,"14,835元/平"
华丽园 户型好 采光好 楼层好近地铁公交车,名贵山庄华丽园 -名贵,2室2厅 | 97.55平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,16人关注 / 11个月以前发布,136,"13,942元/平"
房子精装修，拎包入住，视野宽阔，采光充足,万科莫亚小镇 -普兰店,2室1厅 | 74.71平米 | 南 | 精装 | 低楼层(共24层)  | 塔楼,0人关注 / 1个月以前发布,45.8,"6,131元/平"
2015年精装修 双南卧室 楼层好 视野好,锦江园 -锦绣,2室1厅 | 76.79平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,39人关注 / 7个月以前发布,87,"11,330元/平"
华南商圈 南向一室一厅 客卧分离 总价低,华东人家 -华东,1室1厅 | 41.42平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,5人关注 / 3个月以前发布,69.9,"16,876元/平"
东向湖景，楼层视野好 实际屋内面积就是40.2平了。,万国宫馆三期 -红梅翠竹,1室1厅 | 38.77平米 | 东 | 精装 | 低楼层(共33层)  | 板塔结合,5人关注 / 一年前发布,45,"11,607元/平"
南北通透格局 精装修 直接入住，装修风格新颖,乐活源 -华东,2室1厅 | 78.84平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,125,"15,855元/平"
西山湖封闭小区，电梯南北向，单价便,水映西山 -万科假日,2室1厅 | 62.92平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,72,"11,444元/平"
中间楼层 双南卧室大开间 安静无噪音 精装拎包住,葵英街（青云街商圈） -青云街,2室1厅 | 65.64平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,3人关注 / 1个月以前发布,84.8,"12,919元/平"
新上两室 南向 视野开阔 全天采光 户型规整 看房随时,花香维也纳 -三八南,2室1厅 | 84.58平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼,7人关注 / 3个月以前发布,175,"20,691元/平"
星海绿山城D区  70年两室  次新小区,星海绿山城D区 -莲花白云,2室1厅 | 79.16平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,20人关注 / 4个月以前发布,141,"17,813元/平"
西山水库万科商圈 小高层电梯房 南北通透地热入即住,西山阳光水岸 -万科假日,2室1厅 | 96.44平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,69人关注 / 一年前发布,138,"14,310元/平"
鹏德开发 南北通透 地热供暖 可赏西山湖全景 仅一套,西山阳光水岸 -万科假日,2室1厅 | 78.29平米 | 南 西 北 | 精装 | 高楼层(共11层)  | 板楼,43人关注 / 一年前发布,122.8,"15,686元/平"
八十东纬路，中间层，南北通透，交通便利,八十中东纬路 -促进路,2室1厅 | 89.18平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,109.5,"12,279元/平"
金地檀溪 南客厅 精装修 近轻轨，地铁,金地檀溪 -泉水龙畔金泉,2室1厅 | 89.18平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,3人关注 / 4个月以前发布,145,"16,260元/平"
此房满五唯一，格局户型好，交通方便，配套设施齐全,华通和平海岸二期 -旅顺开发区,2室2厅 | 93.34平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,7人关注 / 一年前发布,42.8,"4,586元/平"
王家桥精装修，环保，芙蓉80中，近地铁，中间楼层,王家桥 -促进路,2室1厅 | 56.65平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,85.6,"15,111元/平"
海昌南北通透，封闭小区，视野宽阔，房主诚心出售,海昌欣城 -华乐,2室2厅 | 124.73平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,3人关注 / 1个月以前发布,240,"19,242元/平"
急售好房汇文满五唯一封闭小区精装两室拎包住带车位,鼎新鼎润四季 -机场,2室2厅 | 80.46平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,24人关注 / 5个月以前发布,162.6,"20,209元/平"
体育场前排不挡光南北户型精装修,中华城 -体育新城,2室2厅 | 95.23平米 | 南 北 | 精装 | 低楼层(共20层)  | 板楼,8人关注 / 9个月以前发布,142,"14,912元/平"
名贵山庄中间层采光好南北通厅通风好近地铁近商圈,名贵山庄华夏园 -名贵,2室1厅 | 93.37平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 2个月以前发布,148,"15,851元/平"
"""79  双，次顶，南北2室采光好不把边，孩子廿十四",79中广电中心 -中山公园,2室1厅 | 53.94平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,1人关注 / 1个月以前发布,149.5,"27,716元/平"
76两室 10万精装修 中间二楼 位置好 出行方便,76中学桥南 -金三角,2室0厅 | 46.13平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,9人关注 / 8个月以前发布,79.5,"17,234元/平"
招商品质，万达旁次新小区，山海资源海景房,招商兰溪谷南区 -万达,2室1厅 | 94.66平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,2人关注 / 2个月以前发布,239,"25,249元/平"
华南商圈多层全明户型，地铁一号线,沿海鉴筑 -华南,2室1厅 | 82.63平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,4人关注 / 2个月以前发布,149.7,"18,117元/平"
红星国际广场 装修好2室 70年产权,红星国际广场 -华南,2室1厅 | 86.13平米 | 西南 | 精装 | 高楼层(共28层)  | 塔楼,46人关注 / 一年前发布,89.9,"10,438元/平"
此房满二，装修保持好，楼龄新，小区中间位置环境好！,御园 -阳光月秀,2室2厅 | 83.37平米 | 南 | 精装 | 低楼层(共22层)  | 塔楼,19人关注 / 4个月以前发布,167,"20,032元/平"
杏花里，两室一厅，举架高，精装修，拎包住,杏花里 -杏花里,2室1厅 | 64.9平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,5人关注 / 11个月以前发布,49,"7,551元/平"
中山区 中南路 地脚无坡 楼层3层 一室南向小房,中南路 -中南,1室1厅 | 34.14平米 | 东南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 2个月以前发布,41,"12,010元/平"
软件园亿达软景 亿达物业，高楼层 采光好视野好,软景E居 -软件园,1室1厅 | 46.86平米 | 东 北 | 精装 | 中楼层(共31层)  | 板楼,0人关注 / 2个月以前发布,118,"25,182元/平"
松林七中一室精装小户型！随时看房,北欧假日 -松峪,1室1厅 | 52.04平米 | 东 | 简装 | 低楼层(共33层)  | 塔楼,2人关注 / 2个月以前发布,64,"12,299元/平"
康桥小镇 小区前排无坡 南北视野好,康桥小镇 -凌水,2室2厅 | 80.86平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,20人关注 / 5个月以前发布,169,"20,901元/平"
马栏封闭小区 天泉山庄 中间楼层南北两室精装修婚房,天泉山庄 -马栏,2室1厅 | 74.86平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,2人关注 / 1个月以前发布,128.8,"17,206元/平"
新增锦霞北园 3楼 户型规整大客厅 近车站 无坡房精装,锦霞北园 -锦绣,2室2厅 | 74.75平米 | 东 西 | 精装 | 中楼层(共7层)  | 板楼,3人关注 / 1个月以前发布,86,"11,506元/平"
锦华中园+南北通透+带10平阁楼+2001年房+地铁1000米,锦华中园 -锦绣,2室1厅 | 61.65平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 1个月以前发布,68,"11,031元/平"
新增锦虹北园4楼 南向采光好 拎包入住 近车站市场急售,锦虹北园 -锦绣,1室1厅 | 48.98平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,63,"12,863元/平"
近市场 精装修 2015年房子 近快轨站 采光好 拎包入住,正源吉祥e家祥福园 -城润,2室1厅 | 75.21平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,89.7,"11,927元/平"
高楼段好位置高层ZX景观 精装拎包即住 诚意价出售,亿达普罗旺斯二期 -普罗旺斯,2室2厅 | 93.91平米 | 南 北 | 精装 | 高楼层(共30层)  | 板楼,7人关注 / 1个月以前发布,178,"18,955元/平"
地段好，配套设施齐全，交通便利，精装修拎包入能用,开发区万达广场 -开发区万达,1室1厅 | 31.73平米 | 南 | 精装 | 高楼层(共30层)  | 塔楼,2人关注 / 1个月以前发布,20.7,"6,524元/平"
近西安路，南北通厅有阳台，浅色装修保持好，中间楼层,天河新苑 -阳光月秀,2室2厅 | 97.08平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,8人关注 / 4个月以前发布,156,"16,070元/平"
万成御园两室一厅南北朝向中间楼层精装修好房诚意卖,万成御园 -甘井子,2室2厅 | 85.97平米 | 南 北 | 精装 | 中楼层(共30层)  | 板楼,9人关注 / 4个月以前发布,127.5,"14,831元/平"
急售 生态城 多层洋房  精装修 南北向有大平台,阳光生态城 -旅顺开发区,2室1厅 | 65.86平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,36.5,"5,543元/平"
高新万达商圈 70年产权 南向 视野采光全天无遮挡,嘉创E人国际 -高新园区,1室1厅 | 46.93平米 | 南 | 简装 | 24层  | 板楼,6人关注 / 一年前发布,79.8,"17,005元/平"
前排采光视野全天无遮挡，精装修，拎包即住,观山满庭芳 -马栏,2室1厅 | 73.81平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,12人关注 / 1个月以前发布,143.3,"19,415元/平"
岭秀滨城精装修两室，视野开阔采光充足电梯房拎包入住,岭秀滨城悦和东园 -生态新城,2室2厅 | 85.68平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,1人关注 / 31天以前发布,115,"13,423元/平"
周二汇文 精装修 好楼层 视野开阔 随时看房,东特爱俪舍 -周水子,1室1厅 | 47.7平米 | 东南 | 精装 | 低楼层(共24层)  | 板塔结合,0人关注 / 1个月以前发布,76,"15,933元/平"
婚房装修，保持很好，南北通透，诚心出售。,鹏辉新世纪二期 -鹏辉,2室1厅 | 82.59平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,53人关注 / 7个月以前发布,146,"17,678元/平"
位置真好， 合适的价位 ，  合适的楼层。,鲁能泰山7号 -金石滩,3室2厅 | 88.84平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,87.5,"9,850元/平"
带院 带院 带院 停车位充足，没有停车费，,鞋业小区 -普兰店,3室1厅 | 64.86平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,27.8,"4,287元/平"
新机场商圈！南北通透！低密度住宅！渤海大道旁！,中梁观澜壹号院 -金华,3室1厅 | 96.95平米 | 南 北 | 毛坯 | 中楼层(共10层)  | 板楼,2人关注 / 8个月以前发布,95,"9,799元/平"
花溪镇南北通透多层洋房户型方正采光好,花溪镇 -旅顺开发区,3室2厅 | 96.3平米 | 南 北 | 精装 | 中楼层(共5层)  | 塔楼,9人关注 / 一年前发布,67,"6,958元/平"
观山悦3室2厅，精装修房子，采光好，五明户型，配套好,观山悦 -金润,3室2厅 | 103.51平米 | 东 南 北 | 精装 | 低楼层(共30层)  | 板楼,9人关注 / 6个月以前发布,88,"8,502元/平"
小窑湾 海景现房 南北通透 五明户型 中间楼层,富力东堤湾畔 -金石滩,3室2厅 | 122.17平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板楼,11人关注 / 一年前发布,117,"9,577元/平"
壹品星海三期3-2-1-1 137㎡ 451万,壹品星海三期 -星海广场,3室2厅 | 137.3平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,11人关注 / 6个月以前发布,380,"27,677元/平"
南北格局 楼层好 视野宽阔 采光充足 配套设施齐全,佳兆业壹号 -东山,3室1厅 | 98平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 4个月以前发布,106,"10,817元/平"
绿地香树花城 3室1厅 南 北,绿地香树花城 -金石滩,3室1厅 | 84.96平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,75.5,"8,887元/平"
70年产权别墅 前排湖景 视野佳 出国急售 含车库249万,龙湖滟澜山 -溪之谷,4室3厅 | 143.16平米 | 南 北 | 毛坯 | 4层  | 板楼 | 联排别墅 ,100人关注 / 一年前发布,229,"15,997元/平"
青云商圈 无坡好房 中间楼层南北通,岭前街 -青云街,2室1厅 | 68.3平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,5人关注 / 6个月以前发布,109,"15,960元/平"
万科五层顶低密洋房，一楼有院，三室两卫得房率高,万科·翡翠春晓 -龙王塘,3室2厅 | 111.7平米 | 南 北 | 毛坯 | 5层  | 板楼,23人关注 / 6个月以前发布,167,"14,951元/平"
亿达蓝山三室精装修一天未住南北户型,亿达蓝山 -旅顺新城区,3室2厅 | 148.69平米 | 南 北 | 精装 | 中楼层(共28层)  | 板楼,4人关注 / 2个月以前发布,99,"6,659元/平"
绿地一期电梯洋房南北通透三室简单装修上学近,绿地香树花城 -金石滩,3室2厅 | 85.35平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,80,"9,374元/平"
万科樱花园三室，东客厅，精装修拎包即住，看房方便,万科樱花园 -龙王塘,3室2厅 | 91.06平米 | 东 东南 南 | 精装 | 高楼层(共33层)  | 板楼,3人关注 / 2个月以前发布,126.5,"13,892元/平"
高新园区 万科樱花园 三居室 有钥匙 随时看,万科樱花园 -龙王塘,3室1厅 | 94.12平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,3人关注 / 5个月以前发布,140,"14,875元/平"
小区中间位置  洋房社区  五明户型 南北通透,保利罗兰A1区 -生态新城,3室2厅 | 112.74平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,14人关注 / 3个月以前发布,155,"13,749元/平"
央企次新小区 精装小高 三室两卫 中间楼层,中铁诺德滨海花园D区 -七贤岭,3室2厅 | 100.07平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,7人关注 / 2个月以前发布,285,"28,481元/平"
南北通透 视野开阔 交通便利 采光好 购物方便 随时看,兴工街 -普兰店,3室2厅 | 78.02平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,43.8,"5,614元/平"
南海壹号跨海大桥40万美式精装一线海景房三室两卫,南海壹号 -万达,3室2厅 | 171平米 | 东 南 北 | 精装 | 低楼层(共31层)  | 塔楼,2人关注 / 1个月以前发布,263,"15,381元/平"
前面洋房 毫无遮挡 精装修 地铁100米,万科翡翠都会 -体育新城,3室2厅 | 100.84平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,8人关注 / 4个月以前发布,183,"18,148元/平"
