标题,开发商,房子信息,发布信息,售价/万,单价
适合老年人居住。一楼带花园不潮湿,广信四季家园 -贵阳北站,3室1厅 | 90.6平米 | 南 | 其他 | 低楼层(共7层)  | 板塔结合,0人关注 / 21天以前发布,58.8,"6,491元/平"
云岩区大营坡商圈满五唯一，一楼带80平大花园精装房,世纪园 -市北,2室1厅 | 90.31平米 | 北 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 19天以前发布,55.5,"6,146元/平"
房子满二，房东诚心出售，产权清晰,国际城F组团 -太慈桥,1室1厅 | 50.81平米 | 东南 | 简装 | 低楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,41,"8,070元/平"
房子户型方正 交通配套完善 小区绿化植被,未来方舟F7组团 -未来方舟,1室1厅 | 50.22平米 | 南 | 简装 | 低楼层(共30层)  | 板塔结合,0人关注 / 18天以前发布,30,"5,974元/平"
贵阳老客车站解放西路南冲巷两室产权清晰满二可贷款,南冲巷6号 -火车站,2室1厅 | 55.3平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 22天以前发布,43,"7,776元/平"
花果园C区 湿地公园旁精装两房 朝湖景观,花果园C区 -花果园,2室1厅 | 74.09平米 | 东南 | 精装 | 中楼层(共44层)  | 塔楼,0人关注 / 27天以前发布,65,"8,774元/平"
出售城市山水公园2-2-1-1 70.00m² 45 万,城市山水公园 -保利温泉,2室2厅 | 69.55平米 | 南 | 简装 | 低楼层(共12层)  | 板塔结合,0人关注 / 18天以前发布,45,"6,471元/平"
金阳新世界精装两房 可公积金商贷,碧潭园·珑玥 -新世界,2室2厅 | 83.96平米 | 东南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 23天以前发布,96,"11,435元/平"
长江路华峰一区两室一厅步梯五楼满二,华峰一区 -小河转盘,2室1厅 | 53.85平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 26天以前发布,32,"5,943元/平"
保利云山单价低产权满五唯一看房有钥匙,保利·云山国际 -鹿冲关,2室1厅 | 90.29平米 | 南 | 简装 | 中楼层(共34层)  | 塔楼,0人关注 / 17天以前发布,77,"8,529元/平"
总价低  贷款压力小 户型方正好用 采光也不错,佳园小区 -蟠桃宫,2室1厅 | 66.82平米 | 东南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 21天以前发布,38,"5,687元/平"
二桥黔春路地铁口简装两房适合居住,云丰 -花果园,2室2厅 | 80.86平米 | 东南 | 简装 | 高楼层(共8层)  | 板塔结合,0人关注 / 19天以前发布,50,"6,184元/平"
精装婚房 产权满二可按揭 看房方便,碧潭园·珑玥 -新世界,2室2厅 | 83.95平米 | 东南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 22天以前发布,91.6,"10,912元/平"
清爽舒适 拎包入住 户型方正 视野开阔,保利温泉新城三期 -保利温泉,1室2厅 | 64.49平米 | 东南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 18天以前发布,47.6,"7,381元/平"
大兴星城，毛坯三室两卫，电梯，户型方正,大兴星城 -小河大都会,3室2厅 | 108.18平米 | 东南 | 毛坯 | 低楼层(共24层)  | 板楼,0人关注 / 17天以前发布,66,"6,101元/平"
远大生态风景 1室1厅 西,远大生态风景 -高新区,1室1厅 | 116.76平米 | 西 | 简装 | 中楼层(共33层)  | 塔楼,0人关注 / 26天以前发布,109,"9,336元/平"
花果园L1区 2室2厅 东南,花果园L1区 -花果园,2室2厅 | 66.8平米 | 东南 | 精装 | 高楼层(共47层)  | 塔楼,0人关注 / 25天以前发布,45.8,"6,857元/平"
精装修套四满二中间楼层户型方正采光好,世纪城龙泉苑西区 -世纪城,4室2厅 | 146.59平米 | 南 | 其他 | 中楼层(共18层)  | 塔楼,2人关注 / 一年前发布,138.8,"9,469元/平"
满五唯一精装修三房，风景好家具基本全新，采光好,龙宇苑 -世纪城,3室2厅 | 135平米 | 东南 | 精装 | 高楼层(共25层)  | 塔楼,5人关注 / 一年前发布,121,"8,963元/平"
奥林花园 3室1厅 南,奥林花园 -奥体中心,3室1厅 | 133.3平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,8人关注 / 一年前发布,105,"7,877元/平"
观山湖区中铁逸都国际 顶楼复式 精装洋房,中铁逸都国际A区 -奥体中心,4室2厅 | 156.28平米 | 东南 | 精装 | 高楼层(共5层)  | 板塔结合,24人关注 / 一年前发布,184,"11,774元/平"
甜蜜小镇1组团 无遮挡 装修很用心 两房 正常首付,中天甜蜜小镇1组团 -未来方舟,2室1厅 | 60.51平米 | 南 | 其他 | 高楼层(共35层)  | 塔楼,0人关注 / 17天以前发布,40.8,"6,743元/平"
玉树苑 4室2厅 东南,玉树苑 -太慈桥,4室2厅 | 183.53平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,100,"5,449元/平"
楼下就是地铁站，产权满二，随时看房,黔灵山国际社区 -三桥,4室2厅 | 140.21平米 | 东南 | 其他 | 中楼层(共31层)  | 塔楼,12人关注 / 一年前发布,94,"6,705元/平"
国电金海域 4室2厅 东南,国电金海域 -高新区,4室2厅 | 145.09平米 | 东南 | 其他 | 中楼层(共24层)  | 板塔结合,3人关注 / 7个月以前发布,135,"9,305元/平"
碧潭园D区 4室2厅 南,碧潭园D区 -新世界,4室2厅 | 125.94平米 | 南 | 其他 | 低楼层(共30层)  | 板塔结合,6人关注 / 10个月以前发布,153,"12,149元/平"
新精装修采光好视野开阔高层住房,金阳乾图中心广场 -观山湖公园,4室2厅 | 164.03平米 | 南 北 | 简装 | 中楼层(共24层)  | 板塔结合,3人关注 / 一年前发布,125,"7,621元/平"
房子全产权 无尾款 精装修（拎包入住）另有20个平方,世纪城龙禧苑 -世纪城,5室2厅 | 144.56平米 | 南 | 其他 | 中楼层(共30层)  | 板塔结合,2人关注 / 一年前发布,135,"9,339元/平"
时光贵州联排别墅   中间位置   总高4层,时光贵州 -清镇,5室3厅 | 124.67平米 | 南 北 | 其他 | 低楼层(共4层)  | 暂无数据,0人关注 / 12天以前发布,168,"13,476元/平"
电梯小高层 方正大两房  无浪费空间,恒大绿洲 -南湖,2室1厅 | 80.77平米 | 东 | 其他 | 低楼层(共11层)  | 塔楼,0人关注 / 9天以前发布,65,"8,048元/平"
龙吉苑 近地铁 带车位 面积无浪费户型方正,世纪城龙吉苑 -世纪城,4室2厅 | 132.27平米 | 南 北 | 其他 | 中楼层(共30层)  | 塔楼,2人关注 / 3个月以前发布,120,"9,073元/平"
南明区二戈寨理想家园电梯房产权满五,理想家园 -二戈寨,3室2厅 | 88.5平米 | 东南 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 10天以前发布,46,"5,198元/平"
主卧带阳光房 龙慧苑精装全齐的 三房 拎包入住 带车位,龙慧苑 -世纪城,3室2厅 | 135.93平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,109.8,"8,078元/平"
满五唯一国贸旁 紧缺双阳台好户型 额外建了3平方阳台,世纪城龙吉苑 -世纪城,3室2厅 | 131.06平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,10人关注 / 一年前发布,127,"9,691元/平"
保利凤凰湾E区 2室1厅 西南,保利凤凰湾E区 -凤凰湾,2室1厅 | 59.68平米 | 西南 | 简装 | 中楼层(共33层)  | 塔楼,0人关注 / 9天以前发布,65,"10,892元/平"
此房采光好、配套设施齐全、交通便利、高,碧桂园观山府 -商贸城,5室2厅 | 269平米 | 南 | 其他 | 低楼层(共16层)  | 暂无数据,0人关注 / 14天以前发布,285,"10,595元/平"
产权满五唯一 火车站旁邮政小区精装三房关门卖 随时看,邮政小区 -火车站,3室2厅 | 114.81平米 | 东南 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,95,"8,275元/平"
房子满五唯一，低税费，无抵押无贷款，看房有钥匙。,师大教师宿舍 -师大,2室2厅 | 88.68平米 | 南 | 简装 | 高楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,70,"7,894元/平"
万科品质楼盘.安心物业.刚需两房.配套设施齐全,万科城A区 -贵阳普天,2室2厅 | 66.6平米 | 东南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,53.8,"8,079元/平"
一期前排靠湿地公园 精装2房 产权满二,花果园一期 -花果园,2室2厅 | 75.88平米 | 东南 | 精装 | 中楼层(共44层)  | 塔楼,0人关注 / 29天以前发布,66,"8,698元/平"
配套齐全，交通方便，前观生态公园，后靠森林公园,首开紫郡 -龙洞堡机场,4室2厅 | 141.95平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,175,"12,329元/平"
产权满二   配套设施齐全   交通便利,美的国宾府 -花溪公园,4室2厅 | 139.12平米 | 东南 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,105,"7,548元/平"
植物园元琦林居精装三房 产权满2 拎包入住,元琦·林居 -小河转盘,3室2厅 | 117.03平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,103,"8,802元/平"
松涛路130号 3室1厅 西南,松涛路130号 -花溪公园,3室1厅 | 81.2平米 | 西南 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,53,"6,528元/平"
元琦林居 次新楼盘 九层新 全屋地暖 关门卖 南北朝向,元琦·林居 -小河转盘,3室2厅 | 117.03平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 27天以前发布,128,"10,938元/平"
花溪精典小区三室大面积双卫的房子出售,松涛苑 -花溪公园,4室1厅 | 141.65平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 29天以前发布,106,"7,484元/平"
满五唯一，关门卖，无尾款，红木家具,恒大绿洲 -南湖,3室2厅 | 121.55平米 | 东 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 31天以前发布,101,"8,310元/平"
植物园元琦林居 精装三房 产权满二 拎包入住,元琦·林居 -小河转盘,3室2厅 | 108.27平米 | 东南 南 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 30天以前发布,103,"9,514元/平"
龙晖苑横厅设计    中等装修  业主自住,龙晖苑 -世纪城,3室2厅 | 130.76平米 | 南 | 精装 | 低楼层(共28层)  | 塔楼,0人关注 / 29天以前发布,102,"7,801元/平"
群升大智汇一期海纳广场旁好房，交通方便,群升大智汇思雅郡A组团 -花溪大学城,3室1厅 | 107平米 | 北 南 | 毛坯 | 高楼层(共18层)  | 塔楼,0人关注 / 1个月以前发布,68,"6,356元/平"
中央国际智苑  3室2厅 西南,中央国际智苑  -贵阳普天,3室2厅 | 108.38平米 | 西南 | 精装 | 低楼层(共48层)  | 板塔结合,0人关注 / 23天以前发布,95,"8,766元/平"
房子已满二  采光充足，配套设施齐全，交通便利。,俊发城 -会展城,3室2厅 | 95.86平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 30天以前发布,85,"8,868元/平"
万达广场中大国际广场益田假日世界交通生活配套齐全,万科富中翡翠传奇森林公园 -市北,3室1厅 | 95.18平米 | 东南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 27天以前发布,128,"13,449元/平"
花溪区地铁口精装洋房 精装修关门卖拎包入住环境好,万科花溪大都会 -花溪保利溪湖,4室2厅 | 128.11平米 | 南 北 | 精装 | 中楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,144,"11,241元/平"
花果园精装两房产权满二免增值税家具家电齐全关门卖,花果园U区 -花果园,2室1厅 | 65.73平米 | 东南 | 精装 | 高楼层(共45层)  | 塔楼,0人关注 / 1个月以前发布,46.8,"7,121元/平"
平层三居室有前花园约在60㎡左右已经维建好了价格便宜,小城故事 -小河转盘,3室2厅 | 130.46平米 | 东南 | 简装 | 地下室(共7层)  | 板塔结合,0人关注 / 26天以前发布,78,"5,979元/平"
F组团精装修3房 产权满二 关门出售 正常首付,未来方舟F12组团 -师大,3室2厅 | 108.81平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 29天以前发布,100,"9,191元/平"
一览众晓的河景房 精装带地暖 双阳台 满2年税费低,保利凤凰湾D区 -凤凰湾,4室2厅 | 136.26平米 | 东北 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 30天以前发布,158,"11,596元/平"
普天中央国际智苑组团三房精装关门出售,中央国际智苑  -贵阳普天,2室2厅 | 91.4平米 | 东南 | 简装 | 低楼层(共48层)  | 塔楼,0人关注 / 20天以前发布,78,"8,534元/平"
市西路 简装三室二厅 五楼112平米，仅售85万,天成公寓 -大西门,3室2厅 | 112.25平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,78,"6,949元/平"
山水黔城十组团精装大三房两厅两卫拎包住环境好,山水黔城十组团 -小河山水黔城,3室2厅 | 131.97平米 | 东南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 28天以前发布,99,"7,502元/平"
未来方舟G4组团 3室2厅 南,未来方舟G4组团 -未来方舟,3室2厅 | 137.11平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,0人关注 / 1个月以前发布,135,"9,847元/平"
荷叶巷25号 3室1厅 南,荷叶巷25号 -喷水池,3室1厅 | 75.68平米 | 南 | 精装 | 中楼层(共8层)  | 塔楼,0人关注 / 24天以前发布,55,"7,268元/平"
保利三期洋房 产权满二 无尾款 看房方便,保利溪湖3期 -花溪大学城,4室2厅 | 134.76平米 | 东南 | 毛坯 | 高楼层(共7层)  | 板塔结合,0人关注 / 23天以前发布,129.8,"9,632元/平"
装修好用，满二唯一，诚心买价格可谈！,佳和花园 -喷水池,3室1厅 | 108.46平米 | 东 东南 | 精装 | 中楼层(共23层)  | 板塔结合,0人关注 / 29天以前发布,95,"8,759元/平"
急售 市北路 黔灵半山洋房 简单装修3房 随时过户,黔灵半山 -市北,3室2厅 | 150.44平米 | 东南 | 简装 | 低楼层(共7层)  | 板塔结合,0人关注 / 28天以前发布,160,"10,636元/平"
业主诚心出售，房产变现 产权清晰满2无贷，正规四房,都市名园 -喷水池,4室2厅 | 151.66平米 | 南 | 简装 | 高楼层(共29层)  | 板塔结合,0人关注 / 30天以前发布,130,"8,572元/平"
急售 市北路 黔灵半山洋房 简单装修3房 随时过户,黔灵半山 -市北,3室2厅 | 150.44平米 | 东南 | 简装 | 低楼层(共7层)  | 板塔结合,0人关注 / 28天以前发布,160,"10,636元/平"
白云北路 新安小区步梯两房 可贷款,安庆巷 -大山洞,2室2厅 | 84.19平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 23天以前发布,46,"5,464元/平"
产权满二唯一，电梯小洋，带双指标,中天花园.叠翠谷 -中天花园,3室2厅 | 158.75平米 | 东 东南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 22天以前发布,174,"10,961元/平"
房子带一个入户花园 产权满二 带车位 中式精装修偶地,未来方舟E1组团（斯美郡） -未来方舟,3室2厅 | 128.49平米 | 东南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 31天以前发布,125,"9,729元/平"
小河电机厂 61平精装两房 41万卖 中间楼层5楼,电机厂二福利宿舍 -小河转盘,2室2厅 | 61.07平米 | 东南 | 精装 | 中楼层(共8层)  | 暂无数据,0人关注 / 24天以前发布,41,"6,714元/平"
花果园Q区 3室2厅 东南,花果园Q区 -花果园,3室2厅 | 122.74平米 | 东南 | 简装 | 中楼层(共42层)  | 塔楼,0人关注 / 19天以前发布,81,"6,600元/平"
花果园S3区四室两厅一厨两卫精装,花果园S3区 -花果园,4室2厅 | 158.04平米 | 西 | 精装 | 中楼层(共44层)  | 塔楼,0人关注 / 24天以前发布,148,"9,365元/平"
一环内火车站遵义路工贸小区户型方正视野开阔带停车场,工贸小区 -钻石广场,2室2厅 | 89.48平米 | 东南 西北 | 精装 | 中楼层(共8层)  | 平房,0人关注 / 21天以前发布,76,"8,494元/平"
急售花果园经典精装修3房  满二 可贷款,花果园W1区 -花果园,3室2厅 | 98.28平米 | 东南 | 其他 | 高楼层(共45层)  | 板塔结合,0人关注 / 19天以前发布,70,"7,123元/平"
碧桂园碧桂园学府一号大户型，价格便宜,碧桂园学府1号 -花溪大学城,4室2厅 | 146.51平米 | 南 北 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 19天以前发布,99,"6,758元/平"
山水黔城一组团 精装四房 单价6千 产权满二诚心卖,山水黔城一组团 -小河山水黔城,4室2厅 | 153.02平米 | 南 | 简装 | 低楼层(共34层)  | 板塔结合,1人关注 / 30天以前发布,99,"6,470元/平"
产权清晰！ 直接拎包入住! 户型方正,花果园一期 -花果园,2室2厅 | 81.54平米 | 东南 | 精装 | 低楼层(共48层)  | 塔楼,0人关注 / 27天以前发布,59,"7,236元/平"
简单装修复式楼 刚装修不就 家人少住  大三房 采光好,碧园花城 -小河转盘,3室2厅 | 151.05平米 | 北 | 精装 | 中楼层(共19层)  | 板楼,0人关注 / 31天以前发布,135,"8,938元/平"
兴隆城市花园怡水园 3室1厅 东 南,兴隆城市花园怡水园 -小河山水黔城,3室1厅 | 89.71平米 | 东 南 | 精装 | 高楼层(共7层)  | 塔楼,1人关注 / 25天以前发布,45,"5,017元/平"
地铁精装房，户型方正，生活配套设施齐全,帝璟佳苑 -大山洞,3室1厅 | 123.8平米 | 东南 | 精装 | 低楼层(共28层)  | 塔楼,0人关注 / 28天以前发布,85,"6,866元/平"
出售佳苑福邸三房，业主诚心出售，看房方便,佳苑福邸 -喷水池,3室2厅 | 121.93平米 | 南 北 | 简装 | 中楼层(共30层)  | 塔楼,0人关注 / 18天以前发布,123,"10,088元/平"
中间楼层步梯精装修，家电齐全，拎包入住！,黄金路107号 -黔灵山,3室2厅 | 122.55平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 19天以前发布,90,"7,344元/平"
