标题,开发商,房子信息,发布信息,售价/万,单价
清江嘉园 4室2厅 南,清江嘉园 -钱清,4室2厅 | 188.49平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 16天以前发布,355,"18,834元/平"
房东诚心出售，采光无遮挡，此楼栋位置好,玉兰花园一期 -瓜渚湖北,3室1厅 | 192.54平米 | 南 | 其他 | 高楼层(共29层)  | 板楼,0人关注 / 8天以前发布,698,"36,253元/平"
中兴公寓，198方大平层，自住装修。,中兴公寓 -绍兴市区,4室2厅 | 198平米 | 南 北 | 精装 | 中楼层(共20层)  | 暂无数据,0人关注 / 8天以前发布,420,"21,213元/平"
锦都学府 3室1厅 南,锦都学府 -两湖,3室1厅 | 156平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 4天以前发布,180,"11,539元/平"
此房出售 楼层好 视野好 采光好 前后无遮挡 价格实惠,雍锦世家 -嵊州城南,3室2厅 | 125平米 | 南 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 4天以前发布,140,"11,200元/平"
此房采光好，户型方正，装修保养好,朝辉路 -城南,3室2厅 | 114.45平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 8天以前发布,180,"15,728元/平"
雍锦世家 3室2厅 南,雍锦世家 -嵊州城南,3室2厅 | 108.53平米 | 南 | 其他 | 中楼层(共33层)  | 暂无数据,0人关注 / 8天以前发布,128.8,"11,868元/平"
三房朝南，精装修拎包入住，诚心出售。,东星康宁乐苑 -两湖,4室2厅 | 142平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 5天以前发布,130,"9,155元/平"
鹅境雅园 毛坯自主装修 采光充足 环境好,鹅境雅园 -城西,2室1厅 | 70平米 | 南 | 其他 | 低楼层(共17层)  | 板楼,1人关注 / 3天以前发布,100,"14,286元/平"
丹桂华庭 3室2厅 南,丹桂华庭 -诸暨城西,3室2厅 | 137平米 | 南 | 其他 | 中楼层(共17层)  | 塔楼,0人关注 / 7天以前发布,235,"17,154元/平"
四叶草户型!高楼层+车位+储藏室!看房提前电话联系,跨湖家园 -诸暨城北,4室2厅 | 150平米 | 南 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 8天以前发布,237,"15,800元/平"
绍兴宝龙世家 4室1厅 南,绍兴宝龙世家 -两湖,4室1厅 | 116平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 7天以前发布,200,"17,242元/平"
朗诗绿色家园 4室1厅 南,朗诗绿色家园 -柯东,4室1厅 | 174平米 | 南 | 其他 | 高楼层(共25层)  | 板楼,0人关注 / 5天以前发布,375,"21,552元/平"
吾悦华府 3室2厅 南,吾悦华府 -嵊州城南,3室2厅 | 112平米 | 南 | 其他 | 低楼层(共34层)  | 暂无数据,0人关注 / 5天以前发布,175,"15,625元/平"
开发区花园新村，精装，阳光充足，户型端正,花园新村 -开发区,3室2厅 | 98平米 | 南 | 其他 | 高楼层(共5层)  | 板楼,0人关注 / 7天以前发布,135,"13,776元/平"
房东诚心出售 随时看房3....,锦中嘉苑 -柯东,2室2厅 | 86平米 | 南 | 其他 | 低楼层(共21层)  | 板楼,0人关注 / 6天以前发布,159,"18,489元/平"
绿城·海棠公寓南区 2室2厅 南,绿城·海棠公寓南区 -诸暨城区（老）,2室2厅 | 113平米 | 南 | 精装 | 中楼层(共14层)  | 板塔结合,0人关注 / 7天以前发布,226,"20,000元/平"
佳源广场好楼幢视线开拓房东诚心卖,佳源广场 -镜湖,3室1厅 | 122.2平米 | 南 | 毛坯 | 高楼层(共29层)  | 板楼,0人关注 / 8天以前发布,300,"24,550元/平"
胜利西村 车一楼，东边套，离校近，走路上学,胜利西村 -城西,3室1厅 | 87平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 4天以前发布,215,"24,713元/平"
产权车位，精装修大平层，高铁站方便，明德和宝龙方便,祥生未来城 -诸暨城西,3室2厅 | 133平米 | 南 | 其他 | 中楼层(共22层)  | 板塔结合,0人关注 / 6天以前发布,225,"16,918元/平"
江上澜庭 4室1厅 南,江上澜庭 -兰亭,4室1厅 | 126.23平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 7天以前发布,175,"13,864元/平"
镜湖：地铁口，交通方便，公交、自驾四通八达,后墅坊 -镜湖,4室2厅 | 127.33平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 1天以前发布,200,"15,708元/平"
户型格局好，小洋房，纯毛坯，中间楼层 诚售,金湖湾小区 -斗门,3室1厅 | 130.07平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 5天以前发布,200,"15,377元/平"
房东诚心出售；位置好；花园大；,中南樾府 -诸暨城东,5室2厅 | 139平米 | 南 | 其他 | 低楼层(共5层)  | 暂无数据,0人关注 / 7天以前发布,500,"35,972元/平"
君豪花园 3室2厅 南,君豪花园 -诸暨店口镇,3室2厅 | 137平米 | 南 | 其他 | 高楼层(共17层)  | 板楼,0人关注 / 4天以前发布,170,"12,409元/平"
满2年，中上楼层 ，采光好，视野开阔，户型方正,绿城·海棠公寓北区 -诸暨城区（老）,3室1厅 | 143平米 | 南 | 其他 | 中楼层(共23层)  | 暂无数据,0人关注 / 6天以前发布,268,"18,742元/平"
户型格局好，小洋房，纯毛坯，中间楼层 诚售,金湖湾小区 -斗门,3室1厅 | 130.07平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 5天以前发布,200,"15,377元/平"
龙洲花园 3室2厅 南,龙洲花园 -迪荡,3室2厅 | 210平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 4天以前发布,290,"13,810元/平"
星尚悦湖  128方 自住精装修 三房两厅两卫,星尚·悦湖苑 -迪荡,3室2厅 | 128.22平米 | 南 | 其他 | 低楼层(共30层)  | 暂无数据,0人关注 / 6天以前发布,285,"22,228元/平"
越贤府 3室2厅 南 北,越贤府 -城南,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共18层)  | 塔楼,0人关注 / 2天以前发布,198,"16,500元/平"
诚售，新力帝泊湾，毛坯，采光无遮挡,新力帝泊湾 -诸暨西,3室2厅 | 114.01平米 | 南 北 | 其他 | 低楼层(共16层)  | 暂无数据,0人关注 / 8天以前发布,105,"9,210元/平"
碧桂园钱塘府 3室2厅 南,碧桂园钱塘府 -诸暨店口镇,3室2厅 | 110平米 | 南 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 5天以前发布,146,"13,273元/平"
玉山公馆 2室1厅 南,玉山公馆 -嵊州城南,2室1厅 | 85平米 | 南 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 6天以前发布,103.8,"12,212元/平"
恒利新村西二区 3室1厅 南,恒利新村西二区 -老城区,3室1厅 | 77平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 3天以前发布,149.8,"19,455元/平"
祥生江南大院 3室2厅 南,祥生江南大院 -诸暨店口镇,3室2厅 | 96平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 5天以前发布,135,"14,063元/平"
江扬南路 4室1厅 南,江扬南路 -老城区,4室1厅 | 123平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 1天以前发布,155.8,"12,667元/平"
房子顶楼复式 满五年，房东诚心卖，价格可以谈,碧水苑东区 -柯东,3室2厅 | 103平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 5天以前发布,160,"15,534元/平"
横街西园南区 4室1厅 南,横街西园南区 -老城区,4室1厅 | 154平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 4天以前发布,189.8,"12,325元/平"
阳光城檀悦 4室2厅 南,阳光城檀悦 -东浦,4室2厅 | 163.15平米 | 南 | 毛坯 | 低楼层(共4层)  | 暂无数据,0人关注 / 5天以前发布,818,"50,138元/平"
人民大道中段 3室2厅 南 北,人民大道中段 -老城区,3室2厅 | 122.72平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 1天以前发布,163.8,"13,348元/平"
凯越府邸 2室2厅 南,凯越府邸 -诸暨城东,2室2厅 | 102.15平米 | 南 | 其他 | 低楼层(共17层)  | 暂无数据,0人关注 / 2天以前发布,150,"14,685元/平"
中南新悦府 3室1厅 南,中南新悦府 -诸暨城区（老）,3室1厅 | 119平米 | 南 | 毛坯 | 中楼层(共18层)  | 塔楼,0人关注 / 1天以前发布,190,"15,967元/平"
绿城玉兰花园 3室1厅 南,绿城玉兰花园 -嵊州城东,3室1厅 | 142平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1天以前发布,200,"14,085元/平"
房东诚心出售 看房方便 价格可谈 带有车棚,裕民西区 -瓜渚湖北,2室1厅 | 93平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 6天以前发布,210,"22,581元/平"
：山隐新村3楼商品房，房东诚心出售带大车棚,山隐新村 -城西,3室2厅 | 124平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2天以前发布,188,"15,162元/平"
高楼层，太阳好，边上宝龙，生活方便,天玺名座 -诸暨城西,3室2厅 | 143.79平米 | 南 | 其他 | 中楼层(共27层)  | 板塔结合,0人关注 / 3天以前发布,185,"12,866元/平"
三室两厅，户型方正，价格美丽，房东诚心出售,华城四季花园 -诸暨城西,3室2厅 | 89平米 | 南 | 其他 | 中楼层(共16层)  | 暂无数据,0人关注 / 3天以前发布,145,"16,293元/平"
此房采光好，通透格局，位于繁华地段，交通方便,上悦城 -嵊州城南,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共30层)  | 暂无数据,0人关注 / 3天以前发布,112,"12,585元/平"
此房精装修出售 买来即可自住也可出租,融信观河盛世府 -嵊州城南,4室2厅 | 126平米 | 南 | 精装 | 中楼层(共27层)  | 暂无数据,0人关注 / 1天以前发布,186.8,"14,826元/平"
剡江越园 128平方 精装拎包入住 228万,绿城剡江越园 -嵊州城南,3室2厅 | 128平米 | 南 | 其他 | 低楼层(共32层)  | 暂无数据,0人关注 / 2天以前发布,228,"17,813元/平"
位于城南繁华地段，交通方便、楼层好 视野好 采光好,金昌白鹭金湾 -嵊州城南,3室2厅 | 132平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 4天以前发布,165,"12,500元/平"
小区绿化环境优美，物业管理好，视野宽阔，采光充..,金昌白鹭金湾 -嵊州城南,3室2厅 | 131平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 3天以前发布,170,"12,978元/平"
位于城南繁华地段，交通方便、楼层好 视野好 采光好,金昌白鹭金湾 -嵊州城南,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 3天以前发布,180,"14,286元/平"
位于城南繁华地段，交通方便、楼层好 视野好 采光好,金昌白鹭金湾 -嵊州城南,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 3天以前发布,190,"15,080元/平"
小区绿化环境优美，物业管理好，视野宽阔,金昌白鹭金湾 -嵊州城南,3室2厅 | 123平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 1天以前发布,170,"13,822元/平"
小区物业好，环境好，户型好，南北敞亮 视野好,亲亲家园南区 -斗门,4室1厅 | 146.46平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 5天以前发布,205,"13,997元/平"
都市阳光花园 3室2厅 东南,都市阳光花园 -柯西,3室2厅 | 101平米 | 东南 | 其他 | 低楼层(共18层)  | 板楼,1人关注 / 3天以前发布,184,"18,218元/平"
朝辉路 3室1厅 南,朝辉路 -城南,3室1厅 | 102平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 8天以前发布,179,"17,550元/平"
昌安农贸市场 3室2厅 南,昌安农贸市场 -迪荡,3室2厅 | 110.95平米 | 南 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 3天以前发布,200,"18,027元/平"
绿城品质小区，房东诚心出售，看房方便,大滩六号院 -城北,3室2厅 | 136平米 | 南 | 其他 | 高楼层(共30层)  | 板楼,0人关注 / 5天以前发布,310,"22,795元/平"
佳兆业君汇上品，中上楼层，毛坯看房方便,佳兆业君汇上品 -城南,4室2厅 | 127.21平米 | 南 | 其他 | 中楼层(共17层)  | 板楼,0人关注 / 5天以前发布,190,"14,936元/平"
精装自住房，配套设施齐全，交通便利,星尚·悦湖苑 -迪荡,3室2厅 | 128平米 | 南 | 其他 | 低楼层(共32层)  | 塔楼,0人关注 / 4天以前发布,278,"21,719元/平"
此房采光好，通透格局，位于城北繁华地段，交通方便,天章华府 -嵊州城南,3室2厅 | 112平米 | 南 | 毛坯 | 低楼层(共16层)  | 暂无数据,0人关注 / 2天以前发布,120,"10,715元/平"
自住精装，采光佳，配套齐全，出行方便,星尚·悦湖苑 -迪荡,3室2厅 | 91平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 4天以前发布,238,"26,154元/平"
采光充足，配套设施齐全，交通便利,锦洋西苑 -斗门,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 6天以前发布,158,"13,740元/平"
精装自住三房，沿河头排，采光佳,星尚·悦湖苑 -迪荡,3室2厅 | 88.07平米 | 南 | 其他 | 高楼层(共21层)  | 暂无数据,0人关注 / 4天以前发布,255,"28,955元/平"
绍兴艺境 3室1厅 南 北,绍兴艺境 -斗门,3室1厅 | 89平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 4天以前发布,186,"20,899元/平"
融信观河盛世府 88平方 精装拎包入住,融信观河盛世府 -嵊州城南,3室1厅 | 88平米 | 南 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 2天以前发布,143.8,"16,341元/平"
中南新悦府 3室1厅 南,中南新悦府 -诸暨城区（老）,3室1厅 | 119平米 | 南 | 毛坯 | 中楼层(共18层)  | 塔楼,0人关注 / 1天以前发布,190,"15,967元/平"
凯越府邸 2室2厅 南,凯越府邸 -诸暨城东,2室2厅 | 102.15平米 | 南 | 其他 | 低楼层(共17层)  | 暂无数据,0人关注 / 2天以前发布,150,"14,685元/平"
此房精装修出售 买来即可自住也可出租,融信观河盛世府 -嵊州城南,4室2厅 | 126平米 | 南 | 精装 | 中楼层(共27层)  | 暂无数据,0人关注 / 1天以前发布,186.8,"14,826元/平"
小区绿化环境优美，物业管理好，视野宽阔,金昌白鹭金湾 -嵊州城南,3室2厅 | 123平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 1天以前发布,170,"13,822元/平"
位于城南繁华地段，交通方便、楼层好 视野好 采光好,金昌白鹭金湾 -嵊州城南,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 3天以前发布,180,"14,286元/平"
此房采光好，通透格局，位于繁华地段，交通方便,上悦城 -嵊州城南,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共30层)  | 暂无数据,0人关注 / 3天以前发布,112,"12,585元/平"
剡江越园 128平方 精装拎包入住 228万,绿城剡江越园 -嵊州城南,3室2厅 | 128平米 | 南 | 其他 | 低楼层(共32层)  | 暂无数据,0人关注 / 2天以前发布,228,"17,813元/平"
小区绿化环境优美，物业管理好，视野宽阔，采光充..,金昌白鹭金湾 -嵊州城南,3室2厅 | 131平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 3天以前发布,170,"12,978元/平"
御品世家 3室2厅 南,御品世家 -福全,3室2厅 | 136平米 | 南 | 其他 | 低楼层(共24层)  | 板塔结合,0人关注 / 3天以前发布,216,"15,883元/平"
小区好，精装修 位置好，楼层好！,亚厦·中央假日 -上虞城北,3室2厅 | 126平米 | 南 | 精装 | 高楼层(共11层)  | 暂无数据,0人关注 / 3天以前发布,315,"25,000元/平"
塗山花園 3室1厅 南,塗山花園 -城东,3室1厅 | 123.89平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 3天以前发布,258,"20,825元/平"
美东新村东区  中间楼层 有车棚,美东新村东区 -城东,2室1厅 | 66.35平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 3天以前发布,115,"17,333元/平"
"之江嘉苑东边套,中间楼层,采光无遮挡",之江嘉苑 -柯西,3室2厅 | 128.04平米 | 南 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 6天以前发布,325,"25,383元/平"
小区物业好，环境好，户型好，南北敞亮 视野好,亲亲家园南区 -斗门,4室1厅 | 146.46平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 5天以前发布,205,"13,997元/平"
剡溪壹品 3室1厅 南,剡溪壹品 -嵊州城西,3室1厅 | 100平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1天以前发布,68,"6,800元/平"
此房精装修出售 买来即可自住也可出租,融信观河盛世府 -嵊州城南,3室2厅 | 105平米 | 南 | 其他 | 中楼层(共33层)  | 暂无数据,0人关注 / 4天以前发布,150,"14,286元/平"
位于城南繁华地段，交通方便、楼层好 视野好 采光好,金昌白鹭金湾 -嵊州城南,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 3天以前发布,190,"15,080元/平"
位于城南繁华地段，交通方便、楼层好 视野好 采光好,金昌白鹭金湾 -嵊州城南,3室2厅 | 132平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 4天以前发布,165,"12,500元/平"
中南新悦府 3室1厅 南,中南新悦府 -诸暨城区（老）,3室1厅 | 119平米 | 南 | 毛坯 | 中楼层(共18层)  | 塔楼,0人关注 / 1天以前发布,190,"15,967元/平"
绿城玉兰花园 3室1厅 南,绿城玉兰花园 -嵊州城东,3室1厅 | 142平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1天以前发布,200,"14,085元/平"
金昌白鹭金湾，小区景色优美，前面美妙三公里,金昌白鹭金湾 -嵊州城南,3室2厅 | 118平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 1天以前发布,143,"12,119元/平"
阳光城君悦龙山 3室2厅 南,阳光城君悦龙山 -上虞城南,3室2厅 | 89.27平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 3天以前发布,168,"18,820元/平"
此房精装修，房东自住装修，采光好，视野开阔,西郊花园 -上虞城西,2室1厅 | 138平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 6天以前发布,290,"21,015元/平"
