标题,开发商,房子信息,发布信息,售价/万,单价
团城山优质好房拎包入住，交通生活便利,扬子玉龙湾 -团城山,3室2厅 | 133.59平米 | 南 北 | 精装 | 高楼层(共31层)  | 塔楼,3人关注 / 6个月以前发布,105,"7,860元/平"
万达比较户型三房，南北通透，业主诚心卖，看房有钥匙,万达华府 -万达,3室2厅 | 134.4平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,3人关注 / 一年前发布,103.5,"7,701元/平"
万达旁3房2厅2卫131.97平东边户改两套出租中,米兰公馆 -万达,3室2厅 | 131.97平米 | 东 | 简装 | 高楼层(共24层)  | 暂无数据,0人关注 / 8个月以前发布,78,"5,911元/平"
白马山小区 三房两厅两卫 双阳台 户型方正 满2,白马山小区 -团城山,3室2厅 | 125.91平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,19人关注 / 7个月以前发布,83,"6,593元/平"
白马山小区旁，电梯毛坯大三房，楼层好，采光好,天域·名流天地 -团城山,3室2厅 | 128.57平米 | 南 | 毛坯 | 高楼层(共31层)  | 塔楼,3人关注 / 4个月以前发布,77.8,"6,052元/平"
宏维山水明城，精装修，配套设施齐全，好楼层,宏维山水明城 -团城山,4室2厅 | 139平米 | 南 | 精装 | 高楼层(共12层)  | 板楼,7人关注 / 一年前发布,89,"6,403元/平"
湿地公园旁 龙湾一品 毛坯大三房 看房方便 可以开公司,龙湾一品 -团城山,3室2厅 | 144.48平米 | 南 北 | 毛坯 | 低楼层(共16层)  | 板楼,11人关注 / 10个月以前发布,73,"5,053元/平"
黄石绿地城 4室2厅 南,黄石绿地城 -新城区,4室2厅 | 140.78平米 | 南 | 毛坯 | 中楼层(共8层)  | 暂无数据,0人关注 / 2个月以前发布,85,"6,038元/平"
八卦嘴 环湖路方正 三房  全明无暗房,环湖路 -八卦嘴,3室1厅 | 82.87平米 | 东 南 北 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,33,"3,983元/平"
金湖星城大毛坯四房，可观湖景，采光十足，房东诚心售,金湖星城 -老城区,4室2厅 | 161平米 | 南 | 毛坯 | 高楼层(共28层)  | 塔楼,0人关注 / 一年前发布,103,"6,398元/平"
南鑫花园二期 3室2厅 南,南鑫花园二期 -黄金山,3室2厅 | 119.6平米 | 南 | 毛坯 | 低楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,35.8,"2,994元/平"
黄石公园一期，电梯底层，户型方正，采光好。,中冶黄石公园 -楠竹林,3室2厅 | 106平米 | 南 | 毛坯 | 中楼层(共8层)  | 板楼,32人关注 / 一年前发布,66,"6,227元/平"
黄石北站和居然之家旁 新西南毛坯大三房  诚心出售,新西南国际花园 -团城山,3室2厅 | 130.93平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板塔结合,0人关注 / 4个月以前发布,69.3,"5,293元/平"
宏维天地全新毛坯房 即买即装 下楼就是白马路随时看房,宏维天地 -团城山,3室2厅 | 118.8平米 | 南 | 毛坯 | 低楼层(共34层)  | 暂无数据,1人关注 / 6个月以前发布,86.8,"7,307元/平"
八卦嘴封闭小区 电梯湖景三房 户型方正  满五税费低,金益名居 -八卦嘴,3室2厅 | 148.73平米 | 南 | 毛坯 | 中楼层(共13层)  | 板塔结合,1人关注 / 3个月以前发布,90,"6,052元/平"
嘉泰品质住宅，湿地公园一线景观。带入户花园,嘉泰·银河湾 -团城山,4室2厅 | 172.69平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 板楼,14人关注 / 一年前发布,154,"8,918元/平"
航宇仁智山水 公园式小区 配套成熟 业主诚心出售,航宇仁智山水 -楠竹林,4室2厅 | 180平米 | 南 北 | 毛坯 | 中楼层(共5层)  | 板楼,2人关注 / 4个月以前发布,168,"9,334元/平"
满二美鑫三期 电梯高层全朝南三房毛坯 钥匙在手近居然,美鑫·锦绣华庭 -团城山,3室2厅 | 96.44平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,50,"5,185元/平"
正规大三房，光线充足，业主诚心出售,安佳凤凰城 -团城山,3室2厅 | 125.38平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 塔楼,0人关注 / 6个月以前发布,70,"5,584元/平"
此房属于商品房，湿地公园，房型方正，视野好,龙湾一品 -团城山,4室2厅 | 166平米 | 西南 | 毛坯 | 中楼层(共29层)  | 板塔结合,20人关注 / 10个月以前发布,91.8,"5,531元/平"
警苑小区大三房，户型通透，采光好，配套齐全。,警苑小区 -新城区,3室2厅 | 140平米 | 南 北 | 精装 | 低楼层(共8层)  | 板楼,0人关注 / 一年前发布,58,"4,143元/平"
此房满五唯一，，毛坯无装修，朝向很好，朝南户型,月亮湾金枣苑小区 -八卦嘴,3室2厅 | 134.08平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板楼,0人关注 / 7个月以前发布,110,"8,205元/平"
诚心出售，价格不是问题。三房二厅中间楼层好房！,碧桂园磁湖半岛 -八卦嘴,3室2厅 | 123.21平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据,2人关注 / 9个月以前发布,90,"7,305元/平"
楼层好，通透户型，环境好，配套齐全，交通便利。,白马山小区 -团城山,3室2厅 | 139.95平米 | 南 | 毛坯 | 低楼层(共23层)  | 板塔结合,3人关注 / 5个月以前发布,98,"7,003元/平"
团城山居然之家 小高层  户型方正  随时看房,居然悦隽大都会 -团城山,3室2厅 | 112平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,13人关注 / 7个月以前发布,59,"5,268元/平"
宏维星都毛坯小三房高楼层视野很好，看房方便有钥匙,宏维·星都 -团城山,3室2厅 | 102平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,10人关注 / 9个月以前发布,80,"7,844元/平"
扬子馥园电梯高层视野开阔采光充足绿化环境好,扬子馥园 -团城山,3室2厅 | 138平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,9人关注 / 10个月以前发布,96,"6,957元/平"
景色宜人，交通四通八达。诚心出售,老市政居民楼 -沈家营,3室1厅 | 82.67平米 | 西南 | 简装 | 中楼层(共8层)  | 板塔结合,0人关注 / 1个月以前发布,32,"3,871元/平"
宏维星湖湾旁，电梯复式楼边户，房东诚心卖,龙湾一品 -团城山,5室2厅 | 216.55平米 | 南 | 毛坯 | 高楼层(共25层)  | 板塔结合,6人关注 / 11个月以前发布,120,"5,542元/平"
"白马山小区，楼层好，户型方正,近白马校区，",白马山小区 -团城山,3室2厅 | 116.58平米 | 南 | 毛坯 | 高楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,83,"7,120元/平"
嘉泰.银河湾《高层4房，带3个露台》满2年,嘉泰·银河湾 -团城山,4室2厅 | 141.81平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,86人关注 / 一年前发布,96,"6,770元/平"
万达华府 电梯仲层 三面采光  满二 诚心卖,万达华府 -万达,3室1厅 | 122.16平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,1人关注 / 9个月以前发布,84,"6,877元/平"
万达华府 2室2厅 南,万达华府 -万达,2室2厅 | 102.5平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,7人关注 / 一年前发布,85,"8,293元/平"
成熟小区，生活便利。万达。黄石广场商圈，,三江共和城 -万达,3室2厅 | 115平米 | 西 | 毛坯 | 低楼层(共11层)  | 板塔结合,2人关注 / 一年前发布,66,"5,740元/平"
万达旁米兰公馆带装修大三房出售,米兰公馆 -万达,3室2厅 | 142平米 | 东南 | 简装 | 中楼层(共24层)  | 暂无数据,0人关注 / 4个月以前发布,91,"6,409元/平"
满五唯二，采光好，交通便利，配套设施齐全。,登峰文明小区 -老城区,3室1厅 | 115平米 | 南 | 简装 | 高楼层(共9层)  | 板楼,2人关注 / 一年前发布,37,"3,218元/平"
嘉泰银河湾 精装修3房2卫 采光视野好,嘉泰·银河湾 -团城山,4室2厅 | 137平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,7人关注 / 8个月以前发布,105,"7,665元/平"
沿湖路，冶钢湖滨，花苑精装大三房。,冶钢湖滨花苑 -武商,3室2厅 | 136.7平米 | 南 | 精装 | 低楼层(共10层)  | 塔楼,3人关注 / 一年前发布,75,"5,487元/平"
黄石港日报社家属楼3房2房2厅朝南户型湖景房,公园路日报社 -沈家营,3室2厅 | 108.96平米 | 东 | 精装 | 中楼层(共8层)  | 板塔结合,6人关注 / 一年前发布,55,"5,048元/平"
精装修未二 看房提前预约 电梯高层户型方正近居然之家,新西南国际花园 -团城山,3室2厅 | 108平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,5人关注 / 一年前发布,65,"6,019元/平"
白马山小区，精装修3房，拎包即住,白马山小区 -团城山,3室2厅 | 119.56平米 | 南 | 精装 | 中楼层(共23层)  | 板塔结合,1人关注 / 11个月以前发布,110,"9,201元/平"
楼层好 户型经典 品质小区 交通方便 宏维天地三房,宏维天地 -团城山,3室2厅 | 120.47平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 6个月以前发布,96,"7,969元/平"
八卦嘴 电梯高层，精装修，好采光，通透户型,在水一方 -八卦嘴,3室2厅 | 127.54平米 | 东南 | 精装 | 高楼层(共25层)  | 塔楼,2人关注 / 6个月以前发布,75.6,"5,928元/平"
银河湾毛坯三房，满两年，楼层好视野开阔。,嘉泰·银河湾 -团城山,3室2厅 | 132.7平米 | 南 | 毛坯 | 中楼层(共28层)  | 板塔结合,8人关注 / 一年前发布,104,"7,838元/平"
仁智山水，背山面湖，公园里的家，居家舒服,航宇仁智山水 -楠竹林,3室2厅 | 128.5平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,7人关注 / 7个月以前发布,94,"7,316元/平"
宏维品质小区，东边户大三房带精装修，电梯中层视野好,宏维·星都 -团城山,3室2厅 | 129平米 | 东南 | 精装 | 中楼层(共26层)  | 板塔结合,1人关注 / 4个月以前发布,110,"8,528元/平"
天虹金福园 3室2厅 南,天虹金福园 -万达,3室2厅 | 128.12平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,8人关注 / 8个月以前发布,60,"4,684元/平"
美地金城电梯高层 毛坯大三房 业主诚心出售,美地金城阳光里 -黄金山,3室2厅 | 124.03平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 7个月以前发布,48.3,"3,895元/平"
万达商圈天虹小区装修三房仅售43万证件满五年价格可议,天虹小区 -万达,3室2厅 | 90.46平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼,15人关注 / 一年前发布,41,"4,533元/平"
加装电梯好房，看房方便、、、、,胜阳港社区 -武商,2室2厅 | 88.25平米 | 南 | 简装 | 高楼层(共8层)  | 板塔结合,1人关注 / 4个月以前发布,46.5,"5,270元/平"
《锦绣华庭》毛坯三房 电梯房 楼层好  户型通透,美鑫·锦绣华庭 -团城山,3室2厅 | 117平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板塔结合,1人关注 / 8个月以前发布,54,"4,616元/平"
仁智山水毛坯房湖景房，，，，，，,航宇仁智山水 -楠竹林,3室2厅 | 128.8平米 | 东南 | 毛坯 | 高楼层(共7层)  | 板楼,26人关注 / 一年前发布,91,"7,066元/平"
磁湖旁奥山磁湖天下小区*，一线全湖景房拎包即住,奥山磁湖天下 -沈家营,3室1厅 | 113.83平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,15人关注 / 一年前发布,78,"6,853元/平"
磁湖东二手毛坯电梯大三房，采光好，楼层高，通风效果,磁湖东城A区 -市中心,3室2厅 | 133.79平米 | 东南 | 毛坯 | 高楼层(共32层)  | 板塔结合,7人关注 / 一年前发布,128,"9,568元/平"
天虹金福园 3室2厅 南,天虹金福园 -万达,3室2厅 | 128.12平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,8人关注 / 8个月以前发布,60,"4,684元/平"
《锦绣华庭》毛坯三房 电梯房 楼层好  户型通透,美鑫·锦绣华庭 -团城山,3室2厅 | 117平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板塔结合,1人关注 / 8个月以前发布,54,"4,616元/平"
仁智山水毛坯房湖景房，，，，，，,航宇仁智山水 -楠竹林,3室2厅 | 128.8平米 | 东南 | 毛坯 | 高楼层(共7层)  | 板楼,26人关注 / 一年前发布,91,"7,066元/平"
八卦嘴 电梯高层，精装修，好采光，通透户型,在水一方 -八卦嘴,3室2厅 | 127.54平米 | 东南 | 精装 | 高楼层(共25层)  | 塔楼,2人关注 / 6个月以前发布,75.6,"5,928元/平"
银河湾毛坯三房，满两年，楼层好视野开阔。,嘉泰·银河湾 -团城山,3室2厅 | 132.7平米 | 南 | 毛坯 | 中楼层(共28层)  | 板塔结合,8人关注 / 一年前发布,104,"7,838元/平"
精装修未二 看房提前预约 电梯高层户型方正近居然之家,新西南国际花园 -团城山,3室2厅 | 108平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,5人关注 / 一年前发布,65,"6,019元/平"
白马山小区，精装修3房，拎包即住,白马山小区 -团城山,3室2厅 | 119.56平米 | 南 | 精装 | 中楼层(共23层)  | 板塔结合,1人关注 / 11个月以前发布,110,"9,201元/平"
沿湖路，冶钢湖滨，花苑精装大三房。,冶钢湖滨花苑 -武商,3室2厅 | 136.7平米 | 南 | 精装 | 低楼层(共10层)  | 塔楼,3人关注 / 一年前发布,75,"5,487元/平"
磁湖旁奥山磁湖天下小区*，一线全湖景房拎包即住,奥山磁湖天下 -沈家营,3室1厅 | 113.83平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,15人关注 / 一年前发布,78,"6,853元/平"
房间都通透无遮挡。房间方正。交通方便。,德润居 -老城区,3室2厅 | 132平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼,3人关注 / 一年前发布,57,"4,319元/平"
黄石港日报社家属楼3房2房2厅朝南户型湖景房,公园路日报社 -沈家营,3室2厅 | 108.96平米 | 东 | 精装 | 中楼层(共8层)  | 板塔结合,6人关注 / 一年前发布,55,"5,048元/平"
宏维星湖湾旁，电梯复式楼边户，房东诚心卖,龙湾一品 -团城山,5室2厅 | 216.55平米 | 南 | 毛坯 | 高楼层(共25层)  | 板塔结合,6人关注 / 11个月以前发布,120,"5,542元/平"
"白马山小区，楼层好，户型方正,近白马校区，",白马山小区 -团城山,3室2厅 | 116.58平米 | 南 | 毛坯 | 高楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,83,"7,120元/平"
嘉泰.银河湾《高层4房，带3个露台》满2年,嘉泰·银河湾 -团城山,4室2厅 | 141.81平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,86人关注 / 一年前发布,96,"6,770元/平"
万达华府 电梯仲层 三面采光  满二 诚心卖,万达华府 -万达,3室1厅 | 122.16平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,1人关注 / 9个月以前发布,84,"6,877元/平"
嘉泰银河湾 精装修3房2卫 采光视野好,嘉泰·银河湾 -团城山,4室2厅 | 137平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,7人关注 / 8个月以前发布,105,"7,665元/平"
万达旁米兰公馆带装修大三房出售,米兰公馆 -万达,3室2厅 | 142平米 | 东南 | 简装 | 中楼层(共24层)  | 暂无数据,0人关注 / 4个月以前发布,91,"6,409元/平"
此房满5多套，通透户型，采光充足，户型方正,东楚名居 -市中心,3室2厅 | 117平米 | 东 南 北 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,80,"6,838元/平"
中山小 学旁，精装 电梯四房，急售,博雅丽都 -万达,4室2厅 | 141.13平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,140,"9,920元/平"
万达旁3房2厅2卫131.97平东边户改两套出租中,米兰公馆 -万达,3室2厅 | 131.97平米 | 东 | 简装 | 高楼层(共24层)  | 暂无数据,0人关注 / 8个月以前发布,78,"5,911元/平"
万达比较户型三房，南北通透，业主诚心卖，看房有钥匙,万达华府 -万达,3室2厅 | 134.4平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,3人关注 / 一年前发布,103.5,"7,701元/平"
三室一厅一厨一卫，业主诚心出租,冶电二村 -沈家营,3室1厅 | 79.71平米 | 东南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,36,"4,517元/平"
东风路学旁，楼层中等，买菜上下学方便,桔园小区 -老城区,3室2厅 | 117.22平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,49,"4,181元/平"
美鑫锦绣华庭，满二电梯中层   看房方便有钥匙,美鑫·锦绣华庭 -团城山,3室2厅 | 100.7平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,1人关注 / 2个月以前发布,43.5,"4,320元/平"
碧桂园新城之光大四房精装好楼层出售,碧桂园新城之光 -团城山,4室2厅 | 143.32平米 | 南 | 精装 | 中楼层(共17层)  | 暂无数据,0人关注 / 5个月以前发布,110,"7,676元/平"
黄石二中背旁简装四房居住做门面都可以,幸福山庄 -团城山,4室1厅 | 146.92平米 | 东 东南 南 | 简装 | 低楼层(共18层)  | 板塔结合,0人关注 / 31天以前发布,96,"6,535元/平"
怡康花园 毛坯三房 业主诚心出售,怡康花园(下陆区) -团城山,3室2厅 | 142平米 | 南 | 毛坯 | 低楼层(共27层)  | 塔楼,0人关注 / 2个月以前发布,95,"6,691元/平"
楼梯四楼户型方正三房南向可以贷款的沿湖路十六钟房屋,王家湾105号 -上窑,3室2厅 | 108平米 | 南 | 简装 | 中楼层(共9层)  | 暂无数据,0人关注 / 1个月以前发布,50,"4,630元/平"
楼层好 户型经典 品质小区 交通方便 宏维天地三房,宏维天地 -团城山,3室2厅 | 120.47平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 6个月以前发布,96,"7,969元/平"
《怡安花园》满五毛坯高层大三房 坐北朝南 格局通透,怡安花园 -团城山,3室2厅 | 141.44平米 | 东南 | 毛坯 | 高楼层(共18层)  | 板楼,3人关注 / 11个月以前发布,95,"6,717元/平"
