标题,开发商,房子信息,发布信息,售价/万,单价
神农城，华晨御园毛坯大三房，中间楼层，价格可刀,华晨御园 -奥园城市广场,3室2厅 | 133.88平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 板塔结合,0人关注 / 8天以前发布,83.8,"6,260元/平"
神龙湖畔 品质小区 户型通透双阳台 满两年,株洲奥园养生城 -湖南工业大学,3室2厅 | 120.9平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,84.5,"6,990元/平"
央企品质，开发商精装修四房，户型周正,中建 玥熙台 -株洲西站,4室2厅 | 132平米 | 西南 | 精装 | 低楼层(共29层)  | 板楼,7人关注 / 一年前发布,92,"6,970元/平"
奥园湖畔，品质三房，单价美丽，值得拥有,株洲奥园养生城 -湖南工业大学,3室2厅 | 122平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,2人关注 / 8个月以前发布,70,"5,738元/平"
诚意出售，高楼层房子，价格是亮点，采光充足，户型好,鑫地小区 -庐山路,4室2厅 | 123平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,12人关注 / 一年前发布,50,"4,066元/平"
泰山西路，刚需小三房，户型周正，采光好,日盛·桂花城 -株洲西站,3室2厅 | 97平米 | 东 | 毛坯 | 中楼层(共35层)  | 塔楼,5人关注 / 一年前发布,57,"5,877元/平"
坐落在栗雨湖湖边，配套成熟。。。。。。,美的城 -栗雨（美的城）,3室2厅 | 90.16平米 | 东南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,66.68,"7,396元/平"
山水洲城 4室2厅 南,山水洲城 -株洲西站,4室2厅 | 140.29平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,88,"6,273元/平"
独梯独户，坐北朝南动静分离，视野采光好， 户型周正,株洲奥园养生城 -湖南工业大学,5室2厅 | 236平米 | 东 东南 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,0人关注 / 一年前发布,237.8,"10,077元/平"
天鹅花园3室2厅1卫，带车库。价格可谈！诚心出售！,天鹅花园 -天鹅湖公园,3室2厅 | 103平米 | 西南 | 精装 | 低楼层(共8层)  | 板塔结合,5人关注 / 一年前发布,47,"4,564元/平"
美的蓝溪谷 4室2厅 东南,美的蓝溪谷 -栗雨（美的城）,4室2厅 | 135平米 | 东南 | 毛坯 | 中楼层(共26层)  | 暂无数据,9人关注 / 6个月以前发布,80.8,"5,986元/平"
山水豪庭大三房，户型周正，采光好,华晨山水豪庭 -株洲西站,3室2厅 | 119平米 | 南 | 毛坯 | 高楼层(共32层)  | 暂无数据,0人关注 / 9个月以前发布,88,"7,395元/平"
春藤小镇 4室2厅 南,春藤小镇 -株洲西站,4室2厅 | 126.95平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 3个月以前发布,112,"8,823元/平"
人车分流 楼间距宽 视野开阔 绿化高 自带游泳池,金轮津桥华府 -株洲西站,3室2厅 | 95平米 | 东南 | 精装 | 高楼层(共27层)  | 暂无数据,0人关注 / 5个月以前发布,92,"9,685元/平"
国土局旁 位置好 适合刚需 改善 看房方便,益民小苑 -庐山路,3室2厅 | 147平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 11个月以前发布,75,"5,103元/平"
公务员小区泰山西路九八缔景城毛坯大四房诚心出售,九八缔景城 -株洲西站,4室2厅 | 139平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板塔结合,5人关注 / 8个月以前发布,77.7,"5,590元/平"
此房是精装修.用的全部是品牌材料.房东用心爱护,天顺锦楼 -向阳广场,2室2厅 | 78.31平米 | 南 | 精装 | 中楼层(共27层)  | 暂无数据,1人关注 / 一年前发布,55,"7,024元/平"
天玺湾户型格局好 公摊少 带入户花园 居家户型,中房天玺湾 -株洲西站,5室2厅 | 130平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 暂无数据,3人关注 / 一年前发布,89.8,"6,908元/平"
天鹅湖一号 3室2厅 南,天鹅湖一号 -天鹅湖公园,3室2厅 | 139.5平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,82,"5,879元/平"
南北通透无遮挡，户型周正，楼层好，采光视野好,中建 玥熙台 -株洲西站,4室2厅 | 152平米 | 南 北 | 简装 | 高楼层(共29层)  | 板楼,0人关注 / 9个月以前发布,108.6,"7,145元/平"
华晨山水印象毛坯大三房诚心出售,华晨 · 山水印象 -株洲西站,3室2厅 | 128平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,91,"7,110元/平"
户型方正 视野好  坐北朝南 无遮挡 楼层好,春藤小镇 -株洲西站,4室2厅 | 123.77平米 | 南 | 毛坯 | 低楼层(共31层)  | 暂无数据,2人关注 / 一年前发布,107.8,"8,710元/平"
白鹤菱溪 毛坯大三房 满两年业主诚心出售 园林式小区,华晨 · 山水印象 -株洲西站,3室2厅 | 117.91平米 | 南 北 | 毛坯 | 低楼层(共23层)  | 板塔结合,0人关注 / 7个月以前发布,77.8,"6,599元/平"
工大旁，泰山西路华晨山水豪庭一期好房,华晨山水豪庭 -株洲西站,3室2厅 | 113.77平米 | 南 | 毛坯 | 低楼层(共31层)  | 暂无数据,0人关注 / 3个月以前发布,79,"6,944元/平"
白鹤菱溪 华晨山水印象欧式居家装修有车位,华晨 · 山水印象 -株洲西站,3室2厅 | 136.11平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,1人关注 / 3个月以前发布,105,"7,715元/平"
当代上品湾4-2-1-2 143.00m² 95 万,当代上品湾MOMΛ（当代尚品苑） -湖南工业大学,4室2厅 | 143平米 | 东南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,94.98,"6,642元/平"
该房屋满两年，富人成熟小区，业主诚心出售,晋合湘水湾三期 -神农城,3室2厅 | 115.15平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,105,"9,119元/平"
武广片区，毛坯大三房，好户型，得房率高,亿都时光 -株洲西站,3室2厅 | 120.48平米 | 南 | 毛坯 | 中楼层(共32层)  | 暂无数据,0人关注 / 4个月以前发布,94.3,"7,828元/平"
此房满两年  采光通风佳  视野开阔,株洲碧桂园 -株洲北,3室2厅 | 88.1平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,50.8,"5,767元/平"
经世龙城 精装3房 业主诚心出售,经世龙城 -栗雨（美的城）,3室2厅 | 125平米 | 南 | 精装 | 低楼层(共30层)  | 板塔结合,4人关注 / 6个月以前发布,83.8,"6,704元/平"
户型 小区环境好 门口就有株百 停车场一比一,华晨栗雨香堤 -栗雨（美的城）,2室2厅 | 87平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,51.8,"5,955元/平"
佳兆业金域天下西区4-2-1-2 139.20m² 85 万,佳兆业金域天下西区 -栗雨（美的城）,4室2厅 | 139.2平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板塔结合,5人关注 / 一年前发布,82,"5,891元/平"
佳兆业精装大三房 看湖 单价5800/平 中间楼层满2年,佳兆业金域天下西区 -栗雨（美的城）,3室2厅 | 126平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,2人关注 / 4个月以前发布,71.6,"5,683元/平"
人车分流小区，门口就是公交车站，生活方便,创信中央皇庭 -向阳广场,3室2厅 | 112平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 8个月以前发布,66,"5,893元/平"
一线湖景房 湖景名城  欧式装修带露台 得房高,湖景名城 -栗雨（美的城）,3室2厅 | 102平米 | 南 北 | 精装 | 高楼层(共30层)  | 板塔结合,1人关注 / 一年前发布,79,"7,746元/平"
白鹤旁、精装三房、从未入住、火热出售,华晨山水豪庭 -株洲西站,3室2厅 | 115平米 | 南 | 精装 | 中楼层(共31层)  | 暂无数据,0人关注 / 6个月以前发布,88,"7,653元/平"
正红旗广场步梯一楼大四房业主诚心出售,119小区 -红旗广场,4室2厅 | 150平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,76,"5,067元/平"
户型很好 周正 采光很好 电梯中间楼层 交通方便,泰山一号 -株洲西站,4室2厅 | 147平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,1人关注 / 8个月以前发布,87.9,"5,980元/平"
原木家俱，从未入住，视野开阔。,美的翰城 -株洲西站,3室2厅 | 113.56平米 | 南 | 精装 | 低楼层(共29层)  | 暂无数据,0人关注 / 一年前发布,103,"9,071元/平"
园林小区陶子湖毛坯大四房装修风格自己做主,金东陶子湖 -醴陵市,4室2厅 | 158平米 | 东南 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 7个月以前发布,93.8,"5,937元/平"
河西工大旁 西郡佳园 九成新装修 户型好 诚心出售,西郡佳园 -湖南工业大学,3室2厅 | 123平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,5人关注 / 5个月以前发布,73.8,"6,000元/平"
伟大泰山国际 3室2厅 南,伟大泰山国际 -株洲西站,3室2厅 | 124.9平米 | 南 | 毛坯 | 中楼层(共32层)  | 暂无数据,0人关注 / 6个月以前发布,70.8,"5,669元/平"
天鹅湖公园 公务员小区 电梯三房两卫 57.8万可谈,天鹅花园 -天鹅湖公园,3室2厅 | 127平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 7个月以前发布,57,"4,489元/平"
日盛桂花城，毛坯四房，中间好楼层，采光通风好,日盛·桂花城 -株洲西站,4室2厅 | 136.14平米 | 南 | 毛坯 | 中楼层(共35层)  | 塔楼,12人关注 / 一年前发布,85,"6,244元/平"
春藤小镇采光充足看房方便 交通便利,春藤小镇 -株洲西站,3室2厅 | 99.98平米 | 南 | 毛坯 | 高楼层(共30层)  | 暂无数据,14人关注 / 一年前发布,82.8,"8,282元/平"
红旗广场商圈，金钩山路，大众家园全新毛坯复式楼,大众家园 -红旗广场,6室2厅 | 233平米 | 西南 | 毛坯 | 高楼层(共7层)  | 暂无数据,6人关注 / 一年前发布,66,"2,833元/平"
栗雨湖佳兆业二期独梯独户大三房精装修,佳兆业金域天下西区 -栗雨（美的城）,3室2厅 | 115平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,1人关注 / 7个月以前发布,65.8,"5,722元/平"
奥园湖畔186平方4房2厅神农湖景诚心出售,奥园湖畔一号 -湖南工业大学,4室2厅 | 186平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 7个月以前发布,186,"10,000元/平"
向阳广场 精装修大3房 家电齐全 户型采光好 拎包入住,芙蓉小区 -向阳广场,3室2厅 | 130平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,52,"4,000元/平"
工大商圈 山水豪庭朝南毛坯三房 随时可以看房,华晨山水豪庭 -株洲西站,3室2厅 | 115平米 | 南 北 | 毛坯 | 中楼层(共31层)  | 暂无数据,0人关注 / 一年前发布,73,"6,348元/平"
山水洲城 实用大3房 中间楼层 景观好,山水洲城 -株洲西站,3室2厅 | 120.18平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,5人关注 / 一年前发布,80,"6,657元/平"
二中门口 精装三房 南北通透  美的物业 贴心服务,美的翰城 -株洲西站,3室2厅 | 117.28平米 | 南 北 | 精装 | 中楼层(共26层)  | 板塔结合,5人关注 / 一年前发布,108,"9,209元/平"
中泰财富湘江，毛坯大三房，电梯中间楼层，诚心出售,中泰财富湘江 -市中心医院,3室2厅 | 112.75平米 | 南 | 毛坯 | 中楼层(共31层)  | 暂无数据,1人关注 / 8个月以前发布,88.8,"7,876元/平"
看神农湖 奥园湖畔一号，毛坯大三房132平米单价7500,奥园湖畔一号 -湖南工业大学,3室2厅 | 132.69平米 | 南 | 毛坯 | 高楼层(共31层)  | 板楼,8人关注 / 一年前发布,101,"7,612元/平"
小区环境好 湘江边上 空气好，正规三房,湘江四季花园 -庆云山,3室2厅 | 137平米 | 南 北 | 简装 | 低楼层(共13层)  | 塔楼,4人关注 / 一年前发布,62.8,"4,584元/平"
万达商圈清水毛坯大三房环境优美随时看房,歌雅郡 -向阳广场,3室2厅 | 135平米 | 南 | 毛坯 | 中楼层(共28层)  | 板楼,0人关注 / 5个月以前发布,72.8,"5,393元/平"
炎帝广场 龙腾国际 大三房 视野开阔 采光充足,龙腾国际 -湖南工业大学,3室2厅 | 130平米 | 东 东南 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,82,"6,308元/平"
东环新城车库上一楼四房两厅居家好房,东环新城 -工学院,4室2厅 | 144平米 | 南 | 精装 | 低楼层(共7层)  | 塔楼,1人关注 / 10个月以前发布,65,"4,514元/平"
株洲恒大华府，精装三房两厅一厨两卫，房东诚心卖,株洲恒大华府 -湖南工业大学,3室2厅 | 128平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 4个月以前发布,115,"8,985元/平"
小区位于云龙大道 与别墅为临 视野很好 物业负责,锦绣香江 -石峰区,4室2厅 | 148平米 | 东南 | 毛坯 | 中楼层(共15层)  | 板塔结合,0人关注 / 一年前发布,90,"6,082元/平"
恒大华府 四房 出售 户型好 位置好 炎帝广场 诚心卖哦,恒大华府 -湖南工业大学,4室1厅 | 141.93平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,100.8,"7,103元/平"
株洲恒大华府 3室1厅 南,株洲恒大华府 -湖南工业大学,3室1厅 | 110.52平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 4个月以前发布,100,"9,049元/平"
万达广场旁 精装电梯两房 户型周正,水岸花城 -汽车城,2室1厅 | 91.6平米 | 南 | 精装 | 高楼层(共25层)  | 板塔结合,2人关注 / 6个月以前发布,49,"5,350元/平"
此房满两年  采光通风佳  视野开阔,紫藤苑 -田心,2室2厅 | 73.86平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,26.8,"3,629元/平"
精装楼梯房 拎包入住 中间楼层 急售,水竹一村 -红旗广场,2室1厅 | 73平米 | 西 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,25.8,"3,535元/平"
周正三房 读书一路之隔 赶紧上车,经世龙城 -栗雨（美的城）,3室2厅 | 122平米 | 东南 | 毛坯 | 高楼层(共31层)  | 板塔结合,1人关注 / 2个月以前发布,72.6,"5,951元/平"
栗雨湖畔 美的城湖景大平层大四房,美的城 -栗雨（美的城）,4室2厅 | 189.25平米 | 南 北 | 精装 | 高楼层(共31层)  | 板塔结合,2人关注 / 一年前发布,132,"6,975元/平"
房子三室一厅可用面积是房子的2贝！！阁楼！价格合理,玫瑰名城百合苑 -大润发,3室1厅 | 53.72平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,36,"6,702元/平"
株化生活区里面精装三房，看房方便，装修较好,湘北茗苑 -清石广场,3室2厅 | 104.34平米 | 南 北 | 精装 | 低楼层(共7层)  | 暂无数据,3人关注 / 9个月以前发布,47.8,"4,582元/平"
单位房 三房一卫  房东诚心 有钥匙,教工宿舍 -奥园城市广场,3室2厅 | 99.9平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 6个月以前发布,46,"4,605元/平"
高楼层 视野好 无遮挡 舒适度高,尚格康桥漫步二期 -高家坳,3室2厅 | 102平米 | 东南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,72,"7,059元/平"
东部美的1期毛胚 格局好 双阳台,东部美的城1期 -向阳广场,3室2厅 | 106平米 | 东南 | 毛坯 | 低楼层(共31层)  | 暂无数据,3人关注 / 7个月以前发布,62,"5,850元/平"
红旗广场 带300平大露台 西子花园电梯三房,西子花园 -大润发,3室2厅 | 131平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,71.8,"5,481元/平"
正红旗广场 人车分流小区 带全套家电家具 房东换别墅,新桂广场新桂都 -大润发,3室1厅 | 127.8平米 | 东 | 精装 | 高楼层(共18层)  | 塔楼,2人关注 / 5个月以前发布,81,"6,339元/平"
伟大泰山国际 4室2厅 南 北,伟大泰山国际 -株洲西站,4室2厅 | 132平米 | 南 北 | 毛坯 | 中楼层(共31层)  | 暂无数据,0人关注 / 2个月以前发布,81.8,"6,197元/平"
芦淞服装市场旁雅立天娇 新小区 户型周正实用采光好,雅立天骄阁 -庆云山,3室2厅 | 107平米 | 东南 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,4人关注 / 6个月以前发布,67,"6,262元/平"
河西税务总局大院内 中间层 内复式,株洲市税务局大院 -长江广场（市政府）,4室2厅 | 102平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据,2人关注 / 4个月以前发布,67.8,"6,648元/平"
芦淞区北大资源边，枫溪苑公务员小区，小区环境好,枫溪苑小区 -枫溪街道,3室1厅 | 131平米 | 东 | 毛坯 | 高楼层(共15层)  | 板塔结合,0人关注 / 一年前发布,66,"5,039元/平"
芦淞区    百江明珠 电梯大3房  毛坯房  视野好,百江花园 -庆云山,3室2厅 | 133.24平米 | 南 | 毛坯 | 中楼层(共30层)  | 塔楼,1人关注 / 一年前发布,76.8,"5,765元/平"
全新装修，业主花了50万装修，内复式,尚格名城万家理想 -株洲大道（体育馆）,3室2厅 | 88平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 6个月以前发布,86.8,"9,864元/平"
人车分流 小区环境优美 交通便利,恒大御景湾 -荷塘区,3室2厅 | 100.6平米 | 东南 南 | 简装 | 低楼层(共45层)  | 板塔结合,2人关注 / 7个月以前发布,65.8,"6,541元/平"
有车库满两年有钥匙随时看房证在手装修只卖四千多,莲花小区 -株洲大道（体育馆）,3室2厅 | 130.45平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,48,"3,680元/平"
好房推介！南区云山诗意现房，诚心出售,云山诗意 -枫溪街道,4室2厅 | 160.9平米 | 南 北 | 毛坯 | 中楼层(共13层)  | 塔楼,1人关注 / 一年前发布,78.8,"4,898元/平"
蓝溪谷 横厅大三房 拎包入住  户型方正b,美的蓝溪谷 -栗雨（美的城）,3室2厅 | 127平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,9人关注 / 一年前发布,92,"7,245元/平"
