标题,开发商,房子信息,发布信息,售价/万,单价
此房精装修拎包入住，楼层好 视野开阔，生活便利。。,凯旋中央城 -吉州区,2室2厅 | 84.28平米 | 南 北 | 精装 | 高楼层(共29层)  | 板塔结合,0人关注 / 22天以前发布,75.8,"8,994元/平"
城北芯精装房，菜场近，读叔近，配套齐全,汇丰御园 -吉州区,3室2厅 | 105平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,1人关注 / 15天以前发布,74,"7,048元/平"
东山名苑4房，精装修，满五唯一，南北通透,东山名苑 -吉水县,4室2厅 | 138.89平米 | 南 北 | 精装 | 低楼层(共11层)  | 平房,0人关注 / 2个月以前发布,120,"8,640元/平"
粤泰园3房2厅2卫，简单装修，业主诚心出售,粤泰园 -泰和县,3室2厅 | 119.15平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,55,"4,617元/平"
本小区内幼儿园，精装修大四房，新八中。,庐陵一品 -吉州区,3室2厅 | 143.49平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,113,"7,876元/平"
市委大院.通透四房二厅二卫.满5唯一，带柴火间22平米,市委大院 -吉州区,4室2厅 | 154平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,16人关注 / 一年前发布,245,"15,910元/平"
盛世华庭复式楼  户型通透 思源旁边交通便利,天立盛世华庭 -青原区,6室4厅 | 168.45平米 | 南 | 精装 | 高楼层(共10层)  | 板楼,2人关注 / 一年前发布,116,"6,887元/平"
，业主诚心出售，火车站在隔壁。小区环境在改造,青原明珠小区 -青原区,3室2厅 | 89.81平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,77,"8,574元/平"
别墅，地段好环境好 ，采光充足视野宽阔带*大院子,长旺人家 -吉州区,6室3厅 | 294.87平米 | 南 北 | 毛坯 | 3层  | 平房 | 联排别墅 ,2人关注 / 一年前发布,205,"6,953元/平"
满2年 过户费低 洋房 毛坯房 自由装修,鳳山蓝湾 -吉州区,4室2厅 | 264.88平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,1人关注 / 一年前发布,188,"7,098元/平"
精装3房  鑫鼎广场  生活 教育以及购物方便,鑫鼎商业广场 -永新县,3室2厅 | 113平米 | 东南 | 精装 | 低楼层(共17层)  | 暂无数据,0人关注 / 1个月以前发布,104,"9,204元/平"
凤山蓝湾，满二年，全新没有住过,鳳山蓝湾 -吉州区,3室2厅 | 125.59平米 | 南 北 | 精装 | 中楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,110.6,"8,807元/平"
住家安静，产证满五年多套，精装三房，保养好，读思源,正丙角华景苑 -吉州区,3室2厅 | 129.8平米 | 南 北 | 精装 | 中楼层(共6层)  | 塔楼,3人关注 / 一年前发布,121.2,"9,338元/平"
房子大三房满两年，配套很成熟。。,吉福苑 -吉州区,3室2厅 | 130.44平米 | 南 北 | 精装 | 高楼层(共16层)  | 板塔结合,1人关注 / 11个月以前发布,114.5,"8,778元/平"
满五唯一，壹街区电梯房，三房朝南，阳光充足,壹街区 -吉州区,3室2厅 | 126.2平米 | 南 | 简装 | 中楼层(共16层)  | 板楼,8人关注 / 7个月以前发布,110,"8,717元/平"
别墅上下5层户型方正采光好....,华唐府邸 -吉州区,7室2厅 | 385.09平米 | 南 | 毛坯 | 低楼层(共5层)  | 暂无数据,0人关注 / 15天以前发布,250,"6,492元/平"
聚源公馆连排别墅，房东诚信出售,聚源东区 -吉州区,5室2厅 | 263.23平米 | 南 | 毛坯 | 3层  | 板楼 | 联排别墅 ,7人关注 / 一年前发布,215,"8,168元/平"
一层带60多平花园 南北3房2卫适合养老居住 生活便利,穗华名郡 -吉州区,3室2厅 | 107.65平米 | 南 北 | 简装 | 低楼层(共7层)  | 塔楼,0人关注 / 1个月以前发布,115,"10,683元/平"
中间楼层，面对赣江 景色 采光佳   满五唯一,康居帝景湾四期 -吉州区,3室2厅 | 99.68平米 | 东 | 精装 | 中楼层(共18层)  | 板楼,3人关注 / 7个月以前发布,138,"13,845元/平"
南方花园三房二厅二卫南北通透好楼层,国兴南方花园 -泰和县,3室2厅 | 117平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 15天以前发布,66,"5,642元/平"
米西旁西门口社区 好楼层 生活学习好地段,西门口小区 -吉州区,3室2厅 | 117.03平米 | 南 | 简装 | 低楼层(共9层)  | 塔楼,3人关注 / 11个月以前发布,110,"9,400元/平"
此房未满两年，简装修， 格局好，可拎包入住,万家·馨悦家园 -吉州区,3室2厅 | 90平米 | 南 北 | 简装 | 高楼层(共7层)  | 平房,14人关注 / 一年前发布,63.5,"7,056元/平"
泰肯小区  有院子好停车   带15 平米储藏间出售,105国道108号 -泰和县,3室2厅 | 112平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,2人关注 / 6个月以前发布,54,"4,822元/平"
泛华俊苑    南北通透户型    精装修,泛华俊园 -泰和县,3室2厅 | 132.91平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,96,"7,223元/平"
出行方便，视野开阔。看房方便，看他买它就对了！！！,金湾豪园 -永新县,3室2厅 | 129.4平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,84,"6,492元/平"
北街三室两厅一厨一卫，步行上学很方便，看房方便。,北街 -永丰县,3室2厅 | 107.05平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据,14人关注 / 一年前发布,58,"5,419元/平"
穗华名郡 楼梯房好楼层 三房 总价低 诚心卖,穗华名郡 -吉州区,3室2厅 | 107.73平米 | 南 | 精装 | 中楼层(共7层)  | 塔楼,0人关注 / 3个月以前发布,98,"9,097元/平"
此房满五年，税费便宜，出门就是菜市场，公交车站台,创天丽景城 -吉州区,3室2厅 | 127.96平米 | 南 | 简装 | 中楼层(共7层)  | 塔楼,2人关注 / 一年前发布,89,"6,956元/平"
城北芯精装小两房，业主诚心卖，视野好，空气清新,汇丰御园 -吉州区,2室2厅 | 87.34平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,62,"7,099元/平"
此房满五多套，户型前后互通，实用面积更大。,电视台宿舍 -吉州区,3室2厅 | 94.86平米 | 东 | 简装 | 中楼层(共8层)  | 平房,6人关注 / 一年前发布,98,"10,332元/平"
阳明公馆4房2厅2卫精装修135万,阳明公馆 -吉州区,4室2厅 | 127.54平米 | 东南 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 9个月以前发布,133,"10,429元/平"
精装别墅，省心省力，直接拎包入住。,望江郡府 -吉水县,4室2厅 | 266.45平米 | 南 | 精装 | 4层  | 塔楼 | 双拼别墅 ,1人关注 / 9个月以前发布,418,"15,688元/平"
城中精装3房户型通透采光好 业主急售,西苑小区东区 -吉州区,3室2厅 | 118.08平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,17人关注 / 一年前发布,90,"7,622元/平"
县政府旁边，楼房好，地段佳，户型方正,新城佳园B区 -遂川县,3室2厅 | 131.56平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 8个月以前发布,76.8,"5,838元/平"
恒大帝景一期 满二年 两面采光，前后无遮挡，视野开阔,恒大帝景 -吉州区,4室2厅 | 133.45平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,6人关注 / 一年前发布,130,"9,742元/平"
桃源盛景5房3厅4卫   精装修     献给懂房的你,桃源盛景 -吉州区,5室3厅 | 249平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,8人关注 / 一年前发布,185,"7,430元/平"
满5年，税费低，市中芯位置，交通便利。,光明社区阳光之家 -吉州区,3室2厅 | 143.13平米 | 南 北 | 精装 | 中楼层(共7层)  | 平房,1人关注 / 一年前发布,91,"6,358元/平"
此房户型方正，采光好，交通方便，位置好,文化中路 -吉水县,4室2厅 | 123.41平米 | 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,59,"4,781元/平"
房子在天立生态城北区，产证已经满两年，是一楼复试,天立生态城北区 -永丰县,5室3厅 | 166.4平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,4人关注 / 一年前发布,93.5,"5,619元/平"
此房满五多套，采光好，前后没有遮档。,翰文苑小区 -吉水县,3室2厅 | 105.94平米 | 南 | 精装 | 低楼层(共7层)  | 暂无数据,1人关注 / 7个月以前发布,88,"8,307元/平"
宏泰旁三房，拎包入住，大社区，看房方便,鑫瑞城市花园 -吉安县,3室2厅 | 99.2平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 5个月以前发布,71,"7,158元/平"
星港澳园  3房2厅2卫  装修保养好,星港澳园 -吉州区,3室2厅 | 133.3平米 | 南 | 精装 | 高楼层(共6层)  | 塔楼,10人关注 / 一年前发布,131,"9,828元/平"
地理位置好，居住环境好，交通方便,山水雅苑 -吉州区,3室2厅 | 170.64平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 7个月以前发布,145,"8,498元/平"
城北繁华地段.步行300米到新石阳.带95平大露台,恒鑫花园 -吉州区,6室3厅 | 191.39平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,0人关注 / 4个月以前发布,145,"7,577元/平"
此房满了五年在吉水有2套房，看房有人在家，小区房子,阳光小区 -吉水县,3室2厅 | 146平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,4人关注 / 一年前发布,81.8,"5,603元/平"
城北繁华地段.步行300米到新石阳.带95平大露台,恒鑫花园 -吉州区,6室3厅 | 191.39平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,0人关注 / 4个月以前发布,145,"7,577元/平"
大三房带露台 出行方便 适合老人小孩,九曲巷 -吉州区,3室2厅 | 84.6平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,2人关注 / 4个月以前发布,61,"7,211元/平"
地段好，价格美丽，配套齐全出行方便。,恒荣月亮湾 -吉安县,4室2厅 | 138.9平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 11个月以前发布,96,"6,912元/平"
阳明公馆4房2厅2卫精装修135万,阳明公馆 -吉州区,4室2厅 | 127.54平米 | 东南 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 9个月以前发布,133,"10,429元/平"
精装别墅，省心省力，直接拎包入住。,望江郡府 -吉水县,4室2厅 | 266.45平米 | 南 | 精装 | 4层  | 塔楼 | 双拼别墅 ,1人关注 / 9个月以前发布,418,"15,688元/平"
此房户型方正，采光好，交通方便，位置好,文化中路 -吉水县,4室2厅 | 123.41平米 | 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,59,"4,781元/平"
龙腾佳苑 精装修大三房 拎包入住 业主诚心出售,龙腾佳苑 -吉安县,3室2厅 | 149.84平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 2个月以前发布,95,"6,341元/平"
房子在天立生态城北区，产证已经满两年，是一楼复试,天立生态城北区 -永丰县,5室3厅 | 166.4平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,4人关注 / 一年前发布,93.5,"5,619元/平"
房子户型好，光线充足，日晒时长。,光彩桂香园 -吉水县,5室2厅 | 132.31平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 10个月以前发布,96,"7,256元/平"
恒大帝景一期 满二年 两面采光，前后无遮挡，视野开阔,恒大帝景 -吉州区,4室2厅 | 133.45平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,6人关注 / 一年前发布,130,"9,742元/平"
房子在国道边上，出入好，楼下可以停车，满五唯一,龙华南大道 -吉水县,3室2厅 | 139.72平米 | 东 西 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,59.9,"4,288元/平"
桃源盛景5房3厅4卫   精装修     献给懂房的你,桃源盛景 -吉州区,5室3厅 | 249平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,8人关注 / 一年前发布,185,"7,430元/平"
满5年，税费低，市中芯位置，交通便利。,光明社区阳光之家 -吉州区,3室2厅 | 143.13平米 | 南 北 | 精装 | 中楼层(共7层)  | 平房,1人关注 / 一年前发布,91,"6,358元/平"
城中精装3房户型通透采光好 业主急售,西苑小区东区 -吉州区,3室2厅 | 118.08平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,17人关注 / 一年前发布,90,"7,622元/平"
县政府旁边，楼房好，地段佳，户型方正,新城佳园B区 -遂川县,3室2厅 | 131.56平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 8个月以前发布,76.8,"5,838元/平"
毛坯三房 带车位 好楼层 房东诚心卖,经纬花园 -青原区,3室2厅 | 109.31平米 | 南 | 毛坯 | 高楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,58,"5,307元/平"
小区环境好，户型方正，大三房。,上江界 -青原区,3室2厅 | 115.7平米 | 西 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 一年前发布,88.2,"7,624元/平"
精装四房 大阳台 南北通透 房东急售,上江界 -青原区,4室2厅 | 135.86平米 | 南 北 | 精装 | 低楼层(共34层)  | 暂无数据,1人关注 / 6个月以前发布,98,"7,214元/平"
满五税费便宜装修好生活便利通风日照光线好,上江界 -青原区,3室2厅 | 118.77平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,1人关注 / 8个月以前发布,106,"8,925元/平"
滨江首府精装大3房，满五唯一拎包入住，滨江公园旁,滨江首府 -青原区,3室2厅 | 122.75平米 | 南 | 精装 | 高楼层(共25层)  | 板楼,0人关注 / 6个月以前发布,105,"8,554元/平"
房子满五唯一，精装修，直接拎包入住,八一八小区 -青原区,3室2厅 | 93.31平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,63.8,"6,838元/平"
吉安赣江大桥旁幸福365精装修3房2厅2卫售价97万,幸福365 -青原区,3室2厅 | 126.5平米 | 南 北 | 精装 | 中楼层(共29层)  | 板塔结合,1人关注 / 7个月以前发布,93,"7,352元/平"
石阳路与青石街交汇处是地段很好的房子,塔前路煤气宿舍 -吉州区,3室2厅 | 106.25平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,73,"6,871元/平"
创天丽景城小三房精装修业主诚意出售,创天丽景城颐园 -吉州区,3室2厅 | 99.85平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,29人关注 / 一年前发布,83,"8,313元/平"
小区环境优美，物业贴心管理，入住率比较高，交通方便,学府雅苑A区 -遂川县,3室2厅 | 102.09平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,78.2,"7,660元/平"
此房子的产证满五唯一，过户费低，少有的错层结构,坪田西路 -青原区,1室6厅 | 256.24平米 | 南 | 简装 | 高楼层(共5层)  | 暂无数据,1人关注 / 4个月以前发布,110,"4,293元/平"
"优质精装大三房，通透双阳台,配套齐全",现代城 -青原区,3室2厅 | 127.74平米 | 东南 | 精装 | 中楼层(共16层)  | 塔楼,2人关注 / 7个月以前发布,97,"7,594元/平"
四房两厅一厨两卫，边户型，满2年   精装修很少入住,上江界 -青原区,4室2厅 | 137.47平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 一年前发布,108,"7,857元/平"
滨江首府，3房2厅2卫，精装修,滨江首府 -青原区,3室2厅 | 115.27平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,8人关注 / 7个月以前发布,99,"8,589元/平"
品质新小区上江界3房2厅2卫，精装修满五唯一诚意出售,上江界 -青原区,3室2厅 | 124.3平米 | 南 | 精装 | 低楼层(共29层)  | 塔楼,1人关注 / 3个月以前发布,89,"7,161元/平"
此房户型方正，采光好，交通方便，位置好,文化中路 -吉水县,4室2厅 | 123.41平米 | 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,59,"4,781元/平"
城中精装3房户型通透采光好 业主急售,西苑小区东区 -吉州区,3室2厅 | 118.08平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,17人关注 / 一年前发布,90,"7,622元/平"
房子户型好，光线充足，日晒时长。,光彩桂香园 -吉水县,5室2厅 | 132.31平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 10个月以前发布,96,"7,256元/平"
房子在国道边上，出入好，楼下可以停车，满五唯一,龙华南大道 -吉水县,3室2厅 | 139.72平米 | 东 西 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,59.9,"4,288元/平"
石阳路与青石街交汇处是地段很好的房子,塔前路煤气宿舍 -吉州区,3室2厅 | 106.25平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,73,"6,871元/平"
创天丽景城小三房精装修业主诚意出售,创天丽景城颐园 -吉州区,3室2厅 | 99.85平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,29人关注 / 一年前发布,83,"8,313元/平"
房子在天立生态城北区，产证已经满两年，是一楼复试,天立生态城北区 -永丰县,5室3厅 | 166.4平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,4人关注 / 一年前发布,93.5,"5,619元/平"
品质新小区上江界3房2厅2卫，精装修满五唯一诚意出售,上江界 -青原区,3室2厅 | 124.3平米 | 南 | 精装 | 低楼层(共29层)  | 塔楼,1人关注 / 3个月以前发布,89,"7,161元/平"
滨江首府，3房2厅2卫，精装修,滨江首府 -青原区,3室2厅 | 115.27平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,8人关注 / 7个月以前发布,99,"8,589元/平"
国际都会紧凑型小三房两厅一卫一厨,永丰国际都会 -永丰县,3室2厅 | 91.07平米 | 东南 | 精装 | 低楼层(共16层)  | 塔楼,11人关注 / 一年前发布,82,"9,005元/平"
