标题,开发商,房子信息,发布信息,售价/万,单价
西咸新区秦创园低密度墅区叠拼诚意出售,阳光城壹号蔷薇溪谷 -秦都区,3室1厅 | 167.75平米 | 南 | 精装 | 上叠(共4层)  | 板楼 | 叠拼别墅 ,0人关注 / 6天以前发布,350,"20,865元/平"
南北通透2居室，满二临地铁 一梯两户小高层,怡水花园 -秦都区,2室2厅 | 82.27平米 | 南 北 | 简装 | 中楼层(共15层)  | 板楼,0人关注 / 5天以前发布,93,"11,305元/平"
彩虹一路老区精装两室采光好随时可看房,彩虹老区 -秦都区,2室1厅 | 46.55平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,3人关注 / 7个月以前发布,45,"9,668元/平"
滨河西路中型社区大两室咸阳湖。,阳光美域 -秦都区,2室1厅 | 87.83平米 | 南 北 | 毛坯 | 高楼层(共29层)  | 板塔结合,7人关注 / 一年前发布,93,"10,589元/平"
低总价、户型方正、采光视野好、文汇路小区,文汇路小区 -渭城区,2室1厅 | 49.68平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,2人关注 / 4个月以前发布,23.5,"4,731元/平"
渭城区阳光馥苑带两个大露台..,阳光馥苑 -渭城区,1室1厅 | 63.22平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,34人关注 / 8个月以前发布,38.5,"6,090元/平"
：房产证在手，产权明晰，简单装修，纯南户型,中宏丽舍 -秦都区,1室1厅 | 70.49平米 | 南 | 简装 | 高楼层(共28层)  | 板塔结合,22人关注 / 一年前发布,65,"9,222元/平"
人民西路彩虹十字电建小区低层两室出售,电建小区 -秦都区,2室2厅 | 83.06平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,6人关注 / 一年前发布,60,"7,224元/平"
万达商圈，配套完善，交通便利，购物餐饮娱乐为一体,毛条生活区 -秦都区,2室0厅 | 35.3平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,29,"8,216元/平"
地铁口，满二毛坯大两室，业主诚心出售！,藤麟居 -秦都区,2室2厅 | 91.09平米 | 南 北 | 毛坯 | 中楼层(共25层)  | 塔楼,20人关注 / 一年前发布,78,"8,563元/平"
精装两房，户型好，采光充足。。,安谷苑小区 -秦都区,2室2厅 | 99.65平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,17人关注 / 一年前发布,118,"11,842元/平"
经典小两室，满二无大税，采光良好,华宇蓝郡小区 -秦都区,2室2厅 | 88.62平米 | 南 | 毛坯 | 低楼层(共24层)  | 板塔结合,306人关注 / 一年前发布,73,"8,238元/平"
满二好房 中间楼层 采光好通风好,旭光光明城 -秦都区,2室2厅 | 84.65平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 板塔结合,18人关注 / 一年前发布,85,"10,042元/平"
功能行住宅 【彩虹楼区】  两室,彩虹老区 -秦都区,2室1厅 | 40.19平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,2人关注 / 5个月以前发布,29,"7,216元/平"
能源金贸区 loft70年产权 地铁1号线-上林路站,奥林匹克花园四期伦敦奥运村 -秦都区,2室1厅 | 37.61平米 | 南 北 | 简装 | 高楼层(共20层)  | 板塔结合,1人关注 / 一年前发布,59.9,"15,927元/平"
合适楼层  你的需求都满足【沈家小区】,沈家小区 -秦都区,2室1厅 | 53.07平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据,14人关注 / 一年前发布,44,"8,291元/平"
世纪大道 两室南北通透地铁口出售,渭水华庭 -秦都区,2室2厅 | 90.59平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,13人关注 / 一年前发布,79.9,"8,820元/平"
全明两室  交通方便。 门口永辉chao市 配套完善,国润城 -秦都区,2室1厅 | 79.65平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,2人关注 / 5个月以前发布,113,"14,188元/平"
西咸新区，奥林匹克花园三期 纯南两室,奥林匹克花园三期北京奥运村 -秦都区,2室2厅 | 79.67平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,2人关注 / 一年前发布,116.8,"14,661元/平"
渭城区阳光馥苑带两个大露台..,阳光馥苑 -渭城区,1室1厅 | 63.22平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,34人关注 / 8个月以前发布,38.5,"6,090元/平"
中铁七局三公司咸阳基地 2室1厅 南 北,中铁七局三公司咸阳基地 -渭城区,2室1厅 | 52.5平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,8人关注 / 一年前发布,27,"5,143元/平"
房子精装修，看房提前..随时可签,阳光美域 -秦都区,2室2厅 | 88平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,99,"11,250元/平"
纺器尚泰苑，楼层好，南北通透，采光良好,纺器尚泰苑 -渭城区,1室1厅 | 44.25平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,5人关注 / 6个月以前发布,29,"6,554元/平"
低总价、户型方正、采光视野好、文汇路小区,文汇路小区 -渭城区,2室1厅 | 49.68平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,2人关注 / 4个月以前发布,23.5,"4,731元/平"
精装修!户型方正！沣河公园旁边！,亿龙金河湾 -秦都区,2室2厅 | 90.01平米 | 西南 | 简装 | 高楼层(共18层)  | 板楼,8人关注 / 一年前发布,102,"11,333元/平"
人民西路 防洪渠十字  210小区 优质两室,二一O小区 -秦都区,2室0厅 | 50.8平米 | 南 北 | 简装 | 中楼层(共5层)  | 板塔结合,6人关注 / 7个月以前发布,36,"7,087元/平"
有各大成熟商圈，适合居家，采光充足，交通便利,彩虹小区 -秦都区,2室1厅 | 54.12平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,7人关注 / 6个月以前发布,40,"7,391元/平"
奥林匹克花园  精装复式  70年产权 住宅  满二,奥林匹克花园四期伦敦奥运村 -秦都区,2室2厅 | 40.11平米 | 南 北 | 精装 | 中楼层(共20层)  | 板塔结合,20人关注 / 一年前发布,58,"14,461元/平"
秦都区中华路中段偏转新区大两居精装修业主诚售,偏转新区 -秦都区,2室2厅 | 90.76平米 | 东南 | 精装 | 中楼层(共26层)  | 塔楼,2人关注 / 11个月以前发布,79.5,"8,760元/平"
业主诚心出售，小区中间位置，纯南全明两室,阳光城沣太花园 -秦都区,2室1厅 | 84.63平米 | 南 东 | 毛坯 | 中楼层(共34层)  | 板塔结合,4人关注 / 6个月以前发布,110,"12,998元/平"
二号楼桥南地铁口电梯房，毛坯两室，户型方正采光好,英伦沣景 -秦都区,2室1厅 | 92.65平米 | 东南 | 简装 | 中楼层(共11层)  | 板塔结合,0人关注 / 2个月以前发布,91,"9,822元/平"
滨河西路中型社区大两室咸阳湖。,阳光美域 -秦都区,2室1厅 | 87.83平米 | 南 北 | 毛坯 | 高楼层(共29层)  | 板塔结合,7人关注 / 一年前发布,93,"10,589元/平"
世纪大道地铁口 楼层好，楼龄新，诚心出售，精装修,先河国际西区 -秦都区,2室1厅 | 89.59平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,10人关注 / 8个月以前发布,92,"10,270元/平"
近高铁商圈大三室户型方正的好房下手要快,荣城西苑 -秦都区,3室1厅 | 114.6平米 | 南 北 | 简装 | 低楼层(共30层)  | 板塔结合,2人关注 / 8个月以前发布,112,"9,774元/平"
河边上 地铁口 经典两室 诚意出售 优质楼层,沣柳国际 -秦都区,2室2厅 | 104.85平米 | 东南 | 精装 | 低楼层(共32层)  | 板塔结合,21人关注 / 一年前发布,112,"10,682元/平"
河南街小区两室一厅户型，南北通透,河南街小区 -秦都区,2室1厅 | 85.27平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,23人关注 / 8个月以前发布,69,"8,092元/平"
世纪大道宇宏小区 精装两室 满二 楼层采光好 河景房,宇宏健康花城 -秦都区,2室2厅 | 93.93平米 | 西南 | 简装 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,109,"11,605元/平"
急售，急售，汇通商圈，成熟小区，,偏转二区 -秦都区,2室2厅 | 75.42平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,43.2,"5,728元/平"
彩虹一路老区精装两室采光好随时可看房,彩虹老区 -秦都区,2室1厅 | 46.55平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,3人关注 / 7个月以前发布,45,"9,668元/平"
精装修!户型方正！沣河公园旁边！,亿龙金河湾 -秦都区,2室2厅 | 90.01平米 | 西南 | 简装 | 高楼层(共18层)  | 板楼,8人关注 / 一年前发布,102,"11,333元/平"
本小区位于毕塬路十字西南角，小区出门就是世纪金花,咸阳新北小区 -渭城区,2室1厅 | 67.7平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 8个月以前发布,41.6,"6,145元/平"
世纪大道中段，世纪金叶，毛坯3室，采光好，交通便利,世纪金叶 -秦都区,3室2厅 | 108.71平米 | 南 | 毛坯 | 中楼层(共27层)  | 板楼,50人关注 / 一年前发布,141,"12,971元/平"
秦都高铁站旁，未来地铁口，交通便利 户型方正,旭光光明城 -秦都区,2室1厅 | 84.65平米 | 南 北 | 精装 | 低楼层(共24层)  | 板塔结合,0人关注 / 6个月以前发布,87,"10,278元/平"
书香河畔，大平层，五室，湖景房，地铁口,書香河畔 -秦都区,5室2厅 | 251平米 | 南 北 | 其他 | 中楼层(共25层)  | 板楼,0人关注 / 1个月以前发布,340,"13,546元/平"
阳光城.官邸  大阳台 开放发商精装 四居室,阳光城壹号官邸 -秦都区,4室2厅 | 128平米 | 南 北 | 其他 | 低楼层(共28层)  | 板塔结合,0人关注 / 1个月以前发布,230,"17,969元/平"
七厂十字碧桂园秦都府大四室配套齐全视野宽阔急售,碧桂园秦都府 -秦都区,4室2厅 | 143平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,183,"12,798元/平"
使用面积400平，阳光城上林府 中式联排别墅,阳光城上林府 -秦都区,2室1厅 | 189平米 | 南 北 | 其他 | 低楼层(共3层)  | 暂无数据,0人关注 / 1个月以前发布,603,"31,905元/平"
观澜湖景  景观跃层 临湖社区 3层叠拼 业主急售,国润翠湖 -秦都区,5室3厅 | 374.23平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 21天以前发布,650,"17,369元/平"
阳光城壹号蔷薇溪谷 3室2厅 南 北,阳光城壹号蔷薇溪谷 -秦都区,3室2厅 | 145平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 26天以前发布,315,"21,725元/平"
世纪大道 林凯城 小三室 户型方正,林凯城 -秦都区,3室1厅 | 100.94平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 29天以前发布,125,"12,384元/平"
新交付小区，品质高，环境好，上学方便,电建地产·洺悦府 -秦都区,4室2厅 | 142平米 | 南 北 | 其他 | 低楼层(共28层)  | 板塔结合,0人关注 / 21天以前发布,236,"16,620元/平"
阳光城官邸 四室 精装 前后大花园,阳光城壹号官邸 -秦都区,4室3厅 | 168.9平米 | 南 北 | 其他 | 低楼层(共9层)  | 板楼,0人关注 / 29天以前发布,500,"29,604元/平"
奥园五期诚心出售房源  看房方便  好楼位  户型好,奥林匹克花园五期 -秦都区,3室2厅 | 120平米 | 南 | 其他 | 低楼层(共22层)  | 板塔结合,0人关注 / 24天以前发布,195,"16,250元/平"
别墅 密度低，采光好， 通风好，小区中间位置,御河上院 -渭城区,4室2厅 | 186平米 | 南 北 | 其他 | 低楼层(共5层)  | 暂无数据,0人关注 / 19天以前发布,420,"22,581元/平"
楼汪位置洋房四室两卫 南北通透 采光好 业主诚心出售,天地源珺樾坊 -秦都区,4室2厅 | 144.04平米 | 南 北 | 其他 | 中楼层(共14层)  | 暂无数据,0人关注 / 23天以前发布,185,"12,844元/平"
房子在南区，业 主 诚 心 出 售,彩虹老区 -秦都区,3室1厅 | 58.2平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,0人关注 / 25天以前发布,45,"7,732元/平"
白桦林印象，沣东新城地铁口，毛坯三室，业主诚心出售,白桦林印象 -秦都区,3室2厅 | 130平米 | 南 北 | 其他 | 低楼层(共31层)  | 板塔结合,0人关注 / 30天以前发布,210,"16,154元/平"
大社区，地铁口，户型方正，配套设施齐全。,亿龙金河湾 -秦都区,3室2厅 | 128平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 23天以前发布,180,"14,063元/平"
园林式小区 中间楼层 采光 格局 精装 户型方正,华泰世纪华苑 -秦都区,3室2厅 | 141.34平米 | 南 北 | 其他 | 高楼层(共24层)  | 板楼,0人关注 / 20天以前发布,175,"12,382元/平"
芙蓉佳苑   三室  业主诚心出售  看房子随时,芙蓉佳苑 -秦都区,3室2厅 | 135.89平米 | 南 北 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 21天以前发布,120,"8,831元/平"
巴塞三室，业主诚心出售，看房提前预约,阳光城壹号巴塞阳光 -秦都区,3室2厅 | 125平米 | 南 北 | 其他 | 低楼层(共34层)  | 板塔结合,0人关注 / 23天以前发布,210,"16,800元/平"
能源金贸区，地铁口精装达三室。南北通透可按揭,亿龙金河湾 -秦都区,3室2厅 | 126.6平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 25天以前发布,170,"13,429元/平"
上林府联排中户 4室两厅3卫 全明户型,阳光城上林府 -秦都区,4室2厅 | 168平米 | 南 北 | 其他 | 低楼层(共5层)  | 暂无数据,0人关注 / 18天以前发布,450,"26,786元/平"
阳光城官邸 四居室 大横厅  南北通透  精装修,阳光城壹号官邸 -秦都区,4室2厅 | 143平米 | 南 北 | 其他 | 中楼层(共34层)  | 板塔结合,0人关注 / 25天以前发布,246,"17,203元/平"
双地铁，精装三室，实心出售，环境优美！配套齐全！,佳龙大沃城 -秦都区,3室2厅 | 101平米 | 东 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 31天以前发布,165,"16,337元/平"
大社区，精装自住，诚心出售，配套齐全,阳光小区 -秦都区,3室1厅 | 120平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 27天以前发布,122,"10,167元/平"
地铁 旁，沣河边，优质底跃，带独立花园,亿龙金河湾 -秦都区,3室2厅 | 116.68平米 | 北 南 | 其他 | 低楼层(共11层)  | 板楼,0人关注 / 15天以前发布,230,"19,713元/平"
沣东新城 阳光城 能源金茂区 联排别墅,阳光城西西安小镇 -秦都区,4室2厅 | 243平米 | 南 北 | 其他 | 2层  | 板楼 | 联排别墅 ,0人关注 / 16天以前发布,620,"25,515元/平"
产权清晰 出行便利 前后楼间距大 采光不遮挡,安谷苑小区 -秦都区,3室2厅 | 106平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,92,"8,680元/平"
此房满二，户型方正，采光充足，交通便利，配套齐全,博尚新都 -渭城区,2室2厅 | 90.33平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 18天以前发布,74,"8,193元/平"
满二无大税，闹中取静，亭台楼阁，诗情画意。,御水苑 -渭城区,3室2厅 | 111.46平米 | 南 | 其他 | 中楼层(共29层)  | 板楼,0人关注 / 17天以前发布,120,"10,767元/平"
阳光城沣太花园 毛坯两室 诚心出售,阳光城沣太花园 -秦都区,2室1厅 | 83.03平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,109,"13,128元/平"
精装三室，全明户型，业主急售。,国润城 -秦都区,3室1厅 | 108.77平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 16天以前发布,189,"17,377元/平"
国润翠湖三室，可按揭！！！！！！！,国润翠湖 -秦都区,3室2厅 | 137.6平米 | 南 北 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 15天以前发布,190,"13,809元/平"
文林路中段 精致三居毛坯 可随意装修 看房便利,普惠小区 -渭城区,3室2厅 | 134.8平米 | 南 北 | 简装 | 中楼层(共26层)  | 板塔结合,0人关注 / 16天以前发布,98,"7,271元/平"
能源经贸区大两居 满二楼层好采光足视野开阔 交通便利,阳光城壹号巴塞阳光 -秦都区,2室2厅 | 92.49平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 12天以前发布,155,"16,759元/平"
园林社区 停车方便 南北通透 采光充足,长庆石化小区 -渭城区,2室1厅 | 58.57平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 16天以前发布,38,"6,488元/平"
中华小区3-2-1-1  中间楼层。,中华小区 -秦都区,3室2厅 | 94.55平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 13天以前发布,98,"10,365元/平"
高新区三室环境好  南北通透  无大税,鑫苑又一程 -秦都区,3室2厅 | 106.7平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 板楼,0人关注 / 13天以前发布,94,"8,810元/平"
世纪大道地铁口，精装大两室，全明户，地段好,天悦中心 -秦都区,2室2厅 | 94.98平米 | 南 | 精装 | 高楼层(共28层)  | 板塔结合,0人关注 / 6天以前发布,98.5,"10,371元/平"
房子在精装修，中间楼层，，，，,文锦新城 -渭城区,3室2厅 | 134.34平米 | 南 北 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 10天以前发布,130,"9,677元/平"
上林路地铁口 精装修 满二  采光无遮 商圈成熟,奥林匹克花园四期伦敦奥运村 -秦都区,3室1厅 | 84.3平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 10天以前发布,128,"15,184元/平"
地铁一号线三期，大润发近在咫尺，产证满二无大税,先河国际社区东区 -秦都区,4室2厅 | 125.32平米 | 南 北 | 简装 | 低楼层(共18层)  | 板楼,0人关注 / 11天以前发布,130,"10,374元/平"
万达商圈，户型通透，精装三室。诚心出售。视野开阔,百达悦府 -秦都区,3室2厅 | 136平米 | 南 北 | 精装 | 中楼层(共31层)  | 暂无数据,0人关注 / 10天以前发布,130,"9,559元/平"
玉泉西路 天地源珺樾坊 不临街三室好房出售,天地源珺樾坊 -秦都区,3室2厅 | 100.35平米 | 南 北 | 毛坯 | 中楼层(共31层)  | 板塔结合,0人关注 / 11天以前发布,106.5,"10,613元/平"
位置优越，公园里，学 校旁，出行方便,丽彩 · 溪悦城 -秦都区,2室1厅 | 84.52平米 | 南 北 | 简装 | 高楼层(共26层)  | 板塔结合,0人关注 / 12天以前发布,82,"9,702元/平"
