标题,开发商,房子信息,发布信息,售价/万,单价
恒大名都 精三室 124平 南北向 看房方便,恒大名都 -银海区,3室2厅 | 124.28平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,5人关注 / 7个月以前发布,67,"5,392元/平"
此房南朝向，户型方正，采光充足，视野开阔，证件在手,观海一品 -海城区,3室2厅 | 88平米 | 南 | 简装 | 低楼层(共33层)  | 塔楼,0人关注 / 一年前发布,46,"5,228元/平"
海湾新城区 国企大盘 观海一品  电梯中层3房2厅！,观海一品 -海城区,3室2厅 | 84.14平米 | 北 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 一年前发布,49.6,"5,895元/平"
亲海而不近海，采光充足，楼层好。,海辰国际公寓 -海城区,3室2厅 | 82平米 | 东南 | 精装 | 高楼层(共32层)  | 板塔结合,4人关注 / 一年前发布,52,"6,342元/平"
45万毛坯小三房，户型方正，采光、通风好，明厨明卫。,善水湾 -海城区,3室2厅 | 88平米 | 南 | 毛坯 | 高楼层(共17层)  | 塔楼,0人关注 / 一年前发布,41.8,"4,750元/平"
大3房诚意出售中海湾新城居住新选择,善水湾 -海城区,3室2厅 | 94.18平米 | 南 | 精装 | 中楼层(共17层)  | 塔楼,0人关注 / 一年前发布,52,"5,522元/平"
小区位于北海大道与湖北路交汇交通方便,嘉园 -海城区,3室2厅 | 132平米 | 南 西 | 简装 | 高楼层(共33层)  | 板楼,4人关注 / 一年前发布,65,"4,925元/平"
大三房，生活方便，出行便利，急售。,锦绣花园 -海城区,3室2厅 | 102平米 | 南 北 | 简装 | 中楼层(共9层)  | 板塔结合,51人关注 / 一年前发布,45.2,"4,432元/平"
复式四房改两套独立小三房，自己住一套，租一套,宏海花园 -银海区,3室1厅 | 89.18平米 | 西南 | 精装 | 低楼层(共24层)  | 塔楼,2人关注 / 7个月以前发布,62.9,"7,054元/平"
上海路  二院   南北通  大两室,天宝福地 -银海区,2室2厅 | 86平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,50,"5,814元/平"
嘉和万事 新装修 拎包入住 万达 吾悦广场双商圈 三房,嘉和万世 -银海区,2室2厅 | 79平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 10个月以前发布,54,"6,836元/平"
银滩千米 大唐听海 3居 毛坯 可看海 万达吾悦商圈,大唐听海居二期 -银海区,3室1厅 | 82.74平米 | 东 | 毛坯 | 中楼层(共30层)  | 塔楼,1人关注 / 一年前发布,63,"7,615元/平"
碧桂园北纬21°高层海景，全新未入住两房,碧桂园北纬21° -银海区,2室2厅 | 73.62平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,1人关注 / 一年前发布,66,"8,965元/平"
恒大雅苑 标准大三房 精装修 采光好 通风好,恒大雅苑 -海城区,3室2厅 | 100.1平米 | 南 北 | 精装 | 中楼层(共26层)  | 板塔结合,1人关注 / 一年前发布,76.9,"7,683元/平"
上海路上的大型小区，民附初中和高中的旁次新房,园辉新都 -银海区,2室1厅 | 88.29平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,2人关注 / 5个月以前发布,47.9,"5,426元/平"
此房南北通透正规两房两卫，采光好，,书香水韵花园 -银海区,3室2厅 | 91平米 | 南 北 | 其他 | 中楼层(共31层)  | 板塔结合,1人关注 / 6个月以前发布,49.5,"5,440元/平"
房子南北通透、电梯中层好楼层、配套完善、购物方便,在海一方 -银海区,3室2厅 | 89.45平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,50.5,"5,646元/平"
急售 2+1户型 湿地公园 小高层 南北通透 吾悦 万达,书香水韵南区 -银海区,2室2厅 | 89.96平米 | 南 北 | 毛坯 | 中楼层(共10层)  | 板塔结合,3人关注 / 一年前发布,43.5,"4,836元/平"
南珠汽车站 东尚领域小区 复式楼大 三房 急售,东尚领域 -海城区,3室1厅 | 56.13平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,1人关注 / 一年前发布,52,"9,265元/平"
此房源户型方正，主阳台朝南，正规三房，布局合 理。,爱琴海景 -银海区,3室1厅 | 82平米 | 东南 | 简装 | 高楼层(共18层)  | 塔楼,0人关注 / 9个月以前发布,52.6,"6,415元/平"
越亚天赐良园 3室2厅 南,越亚天赐良园 -银海区,3室2厅 | 84.75平米 | 南 | 毛坯 | 低楼层(共30层)  | 板塔结合,13人关注 / 一年前发布,69.5,"8,201元/平"
银滩西区 第九湾 蓝山上湾 精装 四房 拎包入住,第九湾蓝山上湾 -银海区,4室3厅 | 126平米 | 南 北 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 一年前发布,93,"7,381元/平"
此房户型方正，毛坯，一线海景，视野开阔，证在手。,壹海江山 -银海区,2室1厅 | 67.69平米 | 南 | 毛坯 | 31层  | 板楼,0人关注 / 一年前发布,90,"13,296元/平"
地理位置优越，三大商圈，户型方正，楼层好，朝南户型,融旗华堂 -银海区,2室2厅 | 76.13平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,44.6,"5,859元/平"
金域熙城 精装修的大四房 带汗蒸房,金域熙城 -银海区,4室2厅 | 118平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼,7人关注 / 一年前发布,75,"6,356元/平"
壹海江山 2室2厅 南,壹海江山 -银海区,2室2厅 | 71.37平米 | 南 | 毛坯 | 31层  | 板楼,0人关注 / 一年前发布,95,"13,311元/平"
房子满五唯一，有贷款业主自己解押，户型漂亮,第九湾蓝山上湾 -银海区,4室2厅 | 126平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 6个月以前发布,86,"6,826元/平"
银滩 国际客运港旁 森海豪庭观邸 三房带落地窗 视野好,金昌森海豪庭观邸 -银海区,3室2厅 | 85.8平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,1人关注 / 一年前发布,69.9,"8,147元/平"
三房两厅两卫，客厅朝南，三面光,东辉·翰林鑫苑 -银海区,3室2厅 | 96平米 | 北 南 | 精装 | 中楼层(共11层)  | 板塔结合,0人关注 / 一年前发布,61.9,"6,448元/平"
此房满5不唯一，高品质小区 小区环境好 拎包入住,东尚领域 -海城区,3室2厅 | 88平米 | 南 | 简装 | 中楼层(共28层)  | 板塔结合,0人关注 / 一年前发布,46,"5,228元/平"
眺望大海，视野开阔，适合养老度假，出行方便,大唐听海居二期 -银海区,2室2厅 | 70.08平米 | 南 | 毛坯 | 高楼层(共30层)  | 板楼,2人关注 / 一年前发布,58,"8,277元/平"
离国家森林公园冠头岭和海鲜码头比较近,嘉和冠山海 -海城区,3室2厅 | 98.5平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,1人关注 / 一年前发布,90,"9,138元/平"
阳光金海岸3室2厅一厨两卫，采光好，楼层好，环境好,阳光金海岸 -银海区,3室2厅 | 121平米 | 南 北 | 简装 | 高楼层(共25层)  | 板塔结合,4人关注 / 一年前发布,67.5,"5,579元/平"
此房户型方正，一线海景，空间大，视野开阔，证在手。,壹海江山 -银海区,2室2厅 | 67.69平米 | 南 | 毛坯 | 31层  | 板楼,0人关注 / 一年前发布,89,"13,149元/平"
海湾新区，善水湾，养老旅居人文社区,善水湾 -海城区,3室2厅 | 94.18平米 | 南 | 毛坯 | 低楼层(共17层)  | 塔楼,6人关注 / 一年前发布,48,"5,097元/平"
看海效果好，精装修未曾入住过，家具家电齐全，急售,壹海江山 -银海区,3室1厅 | 76.37平米 | 南 北 | 精装 | 32层  | 板楼,3人关注 / 一年前发布,103,"13,487元/平"
海湾新城区 满五唯一 明厨明卫，大三房,同和泊湾 -海城区,3室1厅 | 105.33平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,19人关注 / 一年前发布,45,"4,273元/平"
北海大道   恒大雅苑  精装三房 出售,恒大雅苑 -海城区,3室2厅 | 101平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,78,"7,723元/平"
房子在北海中，房子离大润发嗯，还有这个的配,中安·蓝天大厦 -海城区,3室2厅 | 130平米 | 东北 | 简装 | 高楼层(共23层)  | 板塔结合,1人关注 / 一年前发布,57.8,"4,447元/平"
廉州湾新城区  同和泊湾 小高层 正规三房,同和泊湾 -海城区,3室2厅 | 101.3平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,46,"4,541元/平"
禧悦湾南北通透复式楼 全新装修 拎包入住,禧悦湾 -银海区,3室2厅 | 75.03平米 | 南 北 | 精装 | 低楼层(共31层)  | 板塔结合,2人关注 / 一年前发布,65.5,"8,730元/平"
业主急卖，户型方正，出入方便，地理位置好,鑫海大厦 -银海区,2室2厅 | 71平米 | 西北 北 | 毛坯 | 低楼层(共32层)  | 塔楼,6人关注 / 一年前发布,41.8,"5,888元/平"
板楼南北通透3室一厅一卫拎包入住,同和泊湾 -海城区,3室2厅 | 89.29平米 | 南 北 | 简装 | 低楼层(共1层)  | 板塔结合,3人关注 / 一年前发布,41,"4,592元/平"
同和泊湾南北通透3房2厅1卫1阳台 户型方正采光好,同和泊湾 -海城区,3室2厅 | 84.56平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,39.8,"4,707元/平"
海滨公园旁 振业小区 南北通透 大三房,振业小区 -海城区,3室1厅 | 121.46平米 | 南 北 | 简装 | 低楼层(共8层)  | 板楼,12人关注 / 一年前发布,42,"3,458元/平"
精装修大三房，南北通透，钥匙在手，看房方便,同和泊湾 -海城区,3室2厅 | 107平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,61.5,"5,748元/平"
税费低 小区绿化好 管理到位 自带幼儿园 中高层视..,同和泊湾 -海城区,3室2厅 | 89.68平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,41,"4,572元/平"
4米多宽的大厅加2.4米宽的大阳台，会让您一眼就爱了,海纳百川小区 -海城区,3室2厅 | 103平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,69,"6,700元/平"
聚金园 3室2厅 南 北,聚金园 -海城区,3室2厅 | 120.35平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,52,"4,321元/平"
贵阳市场 新大润发商圈 御海澜庭 三房两厅两卫,御海澜庭 -银海区,3室2厅 | 115.1平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,17人关注 / 一年前发布,64.5,"5,604元/平"
工业园区同和泊湾步梯四楼92平精装3房，售50万。,同和泊湾 -海城区,3室1厅 | 91平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,42,"4,616元/平"
出售 万达商圈 海韵佳园 两房两厅 高楼层,融和海韵佳园 -银海区,2室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,8人关注 / 一年前发布,51.5,"5,787元/平"
海城区  同和泊湾 三室二厅 朝南  一梯二户,同和泊湾 -海城区,3室2厅 | 85.32平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,5人关注 / 一年前发布,39,"4,572元/平"
福达冷链 同和泊湾小区 三房 精装修 高楼层 采光好,同和泊湾 -海城区,3室2厅 | 84.89平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,27人关注 / 一年前发布,38,"4,477元/平"
欧式园林风格小区，同河泊湾三房两卫！,同和泊湾 -海城区,3室1厅 | 101.19平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,2人关注 / 6个月以前发布,39.8,"3,934元/平"
万达商圈，适合过冬度假群体，交通方便，生活购物方便,嘉和万世 -银海区,3室2厅 | 78.8平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,61.8,"7,843元/平"
创基花园 3室1厅 西北,创基花园 -海城区,3室1厅 | 126.35平米 | 西北 | 简装 | 中楼层(共8层)  | 板塔结合,0人关注 / 3个月以前发布,54.5,"4,314元/平"
越亚天赐良园 正规小3房，户型通透,越亚天赐良园 -银海区,3室2厅 | 85平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,71.5,"8,412元/平"
北岸公园三房，通风采光好，生活便利。,碧海云天 -海城区,3室2厅 | 110平米 | 北 | 简装 | 中楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,45,"4,091元/平"
御海澜庭三房高楼层视野开阔有入户花园,御海澜庭 -银海区,3室2厅 | 89.52平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,1人关注 / 一年前发布,62.8,"7,016元/平"
高品质小区  万达商圈   景观好  毛坯新房 随时可看,禧悦湾 -银海区,3室2厅 | 96平米 | 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,3人关注 / 一年前发布,80,"8,334元/平"
金滩海滨公园前面，大阳台看海效果好，105平大两房,正虹海景湾 -海城区,2室2厅 | 104.75平米 | 北 | 简装 | 中楼层(共19层)  | 板塔结合,2人关注 / 一年前发布,51.8,"4,946元/平"
岳麓海岸 楼上楼下 三房  带大露台,岳麓海岸 -银海区,3室2厅 | 89平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,7人关注 / 一年前发布,51,"5,731元/平"
视野宽阔.采光充足.出门方便.环境优美.,艺海苑 -银海区,3室2厅 | 91平米 | 南 | 精装 | 高楼层(共28层)  | 板塔结合,1人关注 / 一年前发布,54,"5,935元/平"
去海边方便，适合 养老度假，住着舒服,大唐听海居二期 -银海区,3室2厅 | 82.74平米 | 南 北 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 6个月以前发布,72,"8,702元/平"
海城区 沃尔玛后面信力公寓步梯三四楼带库房,信利公寓 -海城区,6室4厅 | 248平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,105.8,"4,267元/平"
上海路江景房  精装2房  环境优美居住舒适,彰泰观江海 -银海区,2室2厅 | 65平米 | 南 北 | 精装 | 低楼层(共27层)  | 暂无数据,1人关注 / 5个月以前发布,75,"11,539元/平"
北海大道  东峰锦绣城  新装修3房  采光通透,东峰锦绣城 -海城区,3室2厅 | 107.91平米 | 南 北 | 精装 | 高楼层(共26层)  | 板塔结合,1人关注 / 7个月以前发布,60,"5,561元/平"
诚心出售大润发旁正规大两房，领包入住,逢胜大厦 -海城区,2室2厅 | 99.16平米 | 南 | 简装 | 高楼层(共31层)  | 板塔结合,0人关注 / 一年前发布,54,"5,446元/平"
满五唯一，小区成熟，楼层好，户型方正，拎包入住。,东峰广场 -海城区,3室2厅 | 120平米 | 南 北 | 简装 | 低楼层(共7层)  | 板塔结合,0人关注 / 3个月以前发布,60,"5,000元/平"
户型方正，园林小区，朝南，格局好，阳光充足，无遮挡,中港城浅水湾 -海城区,3室2厅 | 118.61平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 暂无数据,0人关注 / 4个月以前发布,78,"6,577元/平"
品质小区千百大盘港资集团户型南北通透,中港城浅水湾 -海城区,3室2厅 | 121.47平米 | 南 北 | 简装 | 低楼层(共25层)  | 板塔结合,1人关注 / 一年前发布,76.8,"6,323元/平"
此房满五唯一，证在手，北海大道上带状公园,东尚领域 -海城区,3室2厅 | 75.34平米 | 南 北 | 简装 | 高楼层(共28层)  | 板塔结合,4人关注 / 一年前发布,43,"5,708元/平"
北海大道湿地公园旁边 中港城浅水湾 毛坯大三房 朝南,中港城浅水湾 -海城区,3室2厅 | 121.44平米 | 南 | 毛坯 | 低楼层(共25层)  | 板塔结合,6人关注 / 一年前发布,67.7,"5,575元/平"
银滩片区、万达商圈，满五唯一，户型方正，适宜老人住,桐洋国际大厦 -银海区,3室2厅 | 89.62平米 | 东南 | 简装 | 中楼层(共28层)  | 塔楼,2人关注 / 5个月以前发布,45.8,"5,111元/平"
4+1大户型，生三娃都有足够的大大户型。好楼层。,东方之珠花园 -海城区,5室2厅 | 141.52平米 | 南 北 | 毛坯 | 高楼层(共29层)  | 板楼,0人关注 / 3个月以前发布,85,"6,007元/平"
此房满五唯一，双阳台，楼层好，采光充足,一品湾 -银海区,3室2厅 | 89.53平米 | 南 | 简装 | 低楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,49,"5,474元/平"
南北通透格局，楼层好，视野宽阔,越亚天赐良园 -银海区,3室2厅 | 95平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,73,"7,685元/平"
银滩海景房 户型通透 价格合理,碧桂园北纬21° -银海区,2室2厅 | 74平米 | 南 | 简装 | 中楼层(共24层)  | 板塔结合,1人关注 / 一年前发布,80,"10,811元/平"
红树林旁 上海路 恒大名都  精装大三房  南北向,恒大名都 -银海区,3室2厅 | 109.95平米 | 南 北 | 精装 | 中楼层(共30层)  | 板楼,0人关注 / 7个月以前发布,63,"5,730元/平"
宁春城对路 都市人家 步梯6楼 通透好 满五,都市人家 -海城区,3室2厅 | 140平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,5人关注 / 一年前发布,66.9,"4,779元/平"
恒大名都精装修看海无遮挡视野好,恒大名都 -银海区,3室2厅 | 89平米 | 东南 南 | 精装 | 高楼层(共32层)  | 塔楼,13人关注 / 一年前发布,62,"6,967元/平"
配套齐全，电梯房，离医院近，休闲度假、适宜养老旅居,蓝海尚城 -海城区,3室2厅 | 90.34平米 | 北 | 简装 | 高楼层(共25层)  | 塔楼,8人关注 / 一年前发布,62.5,"6,919元/平"
阳光西海岸3房朝南 采光通风好,阳光西海岸 -合浦县,3室1厅 | 88.88平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,3人关注 / 一年前发布,39,"4,388元/平"
恒大名都精装修3房出售 户型方正,恒大名都 -银海区,3室2厅 | 110平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,3人关注 / 一年前发布,74,"6,728元/平"
