标题,开发商,房子信息,发布信息,售价/万,单价
格局宽阔，采光充足好，楼层好，视野好 满五唯颐,颐景雅苑 -延安东路,3室2厅 | 128.45平米 | 南 | 精装 | 高楼层(共5层)  | 板塔结合,0人关注 / 18天以前发布,138,"10,744元/平"
出行方便，户型方正，居住方便舒适，满2年,茂华国际汇南区 -水渡口大道,4室3厅 | 208平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,1人关注 / 2个月以前发布,280,"13,462元/平"
3/4楼复式 精装修  清河开明  诚心出售,叶与城西区 -白鹭湖,4室2厅 | 200.55平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,6人关注 / 11个月以前发布,220,"10,970元/平"
建华观园 近吾悦广场 市政府 森林公园旁 急售可看,建华观园 -生态新城,4室2厅 | 133平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,260,"19,549元/平"
新维铂晶国际大二房，毛坯，户型方正。,新维铂晶国际 -白鹭湖,2室2厅 | 97.76平米 | 南 | 毛坯 | 中楼层(共31层)  | 塔楼,2人关注 / 一年前发布,76,"7,775元/平"
国际农贸城 三房两卫 通风好 采光好,国际农贸城三期悦城 -长征小学,1室1厅 | 47.39平米 | 南 | 毛坯 | 低楼层(共14层)  | 板塔结合,4人关注 / 8个月以前发布,36,"7,597元/平"
城南网红桥地段   精装好房 拎包入住,华德力运河城 -恒大名都,1室1厅 | 50.81平米 | 北 | 精装 | 高楼层(共11层)  | 板塔结合,1人关注 / 5个月以前发布,45,"8,857元/平"
小区环境优美，设施齐全，物业管理好,天成花园 -翔宇大道,2室1厅 | 83.86平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,74,"8,825元/平"
清棉小区 此房户型好 采光充足  交通便利,清棉小区 -淮阴卷烟厂,2室2厅 | 90.44平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,70,"7,740元/平"
美地，小区第1排全天采光，自家居住，看房方便,新维中央美地 -大学城商圈,2室2厅 | 80.15平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 8个月以前发布,80.5,"10,044元/平"
威海花园 3室2厅 南,威海花园 -深圳路,3室2厅 | 101.05平米 | 南 | 简装 | 中楼层(共8层)  | 板塔结合,0人关注 / 5个月以前发布,87,"8,610元/平"
多层无公摊 格局好，户型周正2房朝南，通透采光好,淮海工贸学校职工宿舍区 -外国语,2室1厅 | 59.1平米 | 南 | 简装 | 高楼层(共4层)  | 板楼,0人关注 / 3个月以前发布,112,"18,951元/平"
深圳路上 多层精装五房  楼层好采光刺,盛华心港湾 -深圳路,5室3厅 | 108.96平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 10个月以前发布,95,"8,719元/平"
新世纪豪园 精装户型方正 满两年 随时看,新世纪豪园 -外国语,1室1厅 | 47.47平米 | 南 | 精装 | 中楼层(共39层)  | 板楼,0人关注 / 7个月以前发布,86,"18,117元/平"
业主诚心出售 毛坯 满两年 楼层好户型方正 采光无遮挡,江淮印象 -大学城商圈,1室1厅 | 56.76平米 | 南 | 毛坯 | 高楼层(共22层)  | 板塔结合,0人关注 / 3个月以前发布,55.6,"9,796元/平"
小区 绿 化 好，环 境 优 美，适 宜 居 住,融侨·华府 -水渡口大道,2室2厅 | 93.27平米 | 南 | 精装 | 32层  | 板楼,7人关注 / 5个月以前发布,98.5,"10,561元/平"
浙大网新淮安科技园 1室1厅 南,浙大网新淮安科技园 -大学城商圈,1室1厅 | 36.99平米 | 南 | 简装 | 低楼层(共14层)  | 暂无数据,19人关注 / 一年前发布,22,"5,948元/平"
叶语世家东边户型精装修采光好有钥匙看房方便,叶语世家 -漕运西路,2室1厅 | 79.84平米 | 南 | 精装 | 低楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,85,"10,647元/平"
淮安宝龙天地 1室1厅 北,淮安宝龙天地 -白鹭湖,1室1厅 | 47.12平米 | 北 | 毛坯 | 中楼层(共4层)  | 板塔结合,5人关注 / 8个月以前发布,28,"5,943元/平"
急售！翔宇大道旁上海新城 精装大两房，看房方便,上海新城 -翔宇大道,2室1厅 | 114.17平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,2人关注 / 一年前发布,92,"8,059元/平"
钱隆御景 精致两房毛坯可自由装修 满两年 价格能谈,钱隆御景 -恒大名都,2室2厅 | 88.54平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,4人关注 / 6个月以前发布,75,"8,471元/平"
此房精装修装修材质都是环保材料位于小区南边配套齐全,翰林花园 -大学城商圈,1室1厅 | 47.3平米 | 北 | 精装 | 低楼层(共13层)  | 暂无数据,30人关注 / 一年前发布,35.48,"7,502元/平"
房源电梯15楼中装在空置看房提前预约,江淮印象 -大学城商圈,1室1厅 | 34平米 | 北 | 简装 | 高楼层(共18层)  | 板楼,15人关注 / 8个月以前发布,25,"7,353元/平"
房东诚心出售 楼层好 视野开阔 采光充足,華能小區 -上海东路,2室2厅 | 75.36平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 3个月以前发布,80,"10,616元/平"
小区紧俏型两房，全南户型，视野采光均良好，全明,书院名居 -大学城商圈,2室2厅 | 87.78平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,2人关注 / 5个月以前发布,81.8,"9,319元/平"
天一名都3房2厅交通便利 小区环境干净舒适 适合居住,天一名都 -深圳路,3室2厅 | 112.28平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,105,"9,352元/平"
此房满五唯一，小户型用格局交好的，小区环境好,维科·格蘭花園 -深圳路,2室2厅 | 71.29平米 | 南 | 简装 | 低楼层(共26层)  | 板塔结合,1人关注 / 8个月以前发布,69,"9,679元/平"
大学城商圈  地理位置好 淮海路边 看房方便,永业梦乐城 -恒大名都,2室1厅 | 99.69平米 | 南 | 其他 | 中楼层(共24层)  | 塔楼,0人关注 / 6个月以前发布,84.6,"8,487元/平"
"恒大自住装修,单身小公寓,满二钥匙房源,随时看房",恒大名都二期 -恒大名都,1室1厅 | 44.27平米 | 南 | 精装 | 中楼层(共26层)  | 塔楼,3人关注 / 4个月以前发布,46.9,"10,595元/平"
大润发商圈 翔宇大道边上 出行有轨电车 品质小区,翔宇壹号 -翔宇大道,2室2厅 | 89.46平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,6人关注 / 一年前发布,89,"9,949元/平"
翔宇大道旁建滔裕花园三开间朝南毛坯房任意装修,建滔裕花园 -翔宇大道,3室2厅 | 108.97平米 | 南 | 毛坯 | 低楼层(共34层)  | 板塔结合,2人关注 / 6个月以前发布,105,"9,636元/平"
东大院旁中天虹桥，满五唯一精装修，拎包入住，可上,中天虹桥花园 -东大院,1室1厅 | 50.82平米 | 南 | 简装 | 高楼层(共22层)  | 板楼,0人关注 / 一年前发布,115,"22,629元/平"
利苑一区，2室2厅1厨1卫，户型方正，居住方便舒适。,利苑新村一区 -上海东路,2室2厅 | 77.11平米 | 东 东南 | 精装 | 中楼层(共5层)  | 板楼,4人关注 / 6个月以前发布,79.8,"10,349元/平"
鼎泰沁园电梯洋房带大平台采光刺眼楼层好,鼎泰·沁园 -大学城商圈,2室2厅 | 81.94平米 | 南 | 毛坯 | 低楼层(共6层)  | 板塔结合,2人关注 / 9个月以前发布,94,"11,472元/平"
公寓  拎包入住 浙大网新1室1厅1厨1卫,浙大网新淮安科技园 -大学城商圈,1室1厅 | 41.65平米 | 北 | 精装 | 高楼层(共14层)  | 暂无数据,20人关注 / 一年前发布,21,"5,043元/平"
户型方正。采光通透。阳光刺眼。格局无变动,浙大网新淮安科技园 -大学城商圈,1室1厅 | 40.51平米 | 南 | 简装 | 低楼层(共14层)  | 暂无数据,0人关注 / 一年前发布,19,"4,691元/平"
洪福小区多层四楼，家电全齐，保养很好，拎包入住，满,洪福小区 -水渡口大道,3室1厅 | 92.03平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,82.5,"8,965元/平"
东大院.低楼层.两房朝阳.诚心卖.全天采光,东大院五区 -东大院,2室1厅 | 60.64平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 19天以前发布,162,"26,716元/平"
淮海商圈淮海第一城，精装两室户型方正,淮海第一城 -东大院,2室2厅 | 98.6平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,0人关注 / 12天以前发布,158,"16,025元/平"
毛坯两室朝南户型好采光好看房提前约,柳湾惠园 -外国语,2室1厅 | 75.42平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 17天以前发布,75,"9,945元/平"
城开御园 精装两房 宜居小区 诚意出售,城开御园二期 -白鹭湖,2室2厅 | 88平米 | 南 | 其他 | 中楼层(共21层)  | 暂无数据,0人关注 / 16天以前发布,100,"11,364元/平"
五期两房顶楼精装修全天采光，，诚心出售,幸福城 -淮阴区大润发,3室2厅 | 91.89平米 | 南 | 精装 | 高楼层(共16层)  | 暂无数据,0人关注 / 13天以前发布,120,"13,060元/平"
东冠逸品 2室1厅 南,东冠逸品 -翔宇大道,2室1厅 | 90.32平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 7天以前发布,98,"10,851元/平"
长岛花园水渡口大道南北通透方正两房,长岛花园 -白鹭湖,2室2厅 | 95.93平米 | 南 北 | 其他 | 低楼层(共11层)  | 板塔结合,0人关注 / 16天以前发布,122,"12,718元/平"
新装修三十万 有地暖 中间楼层 紧俏小面积户型,郦城国际南苑 -翔宇大道,2室2厅 | 88平米 | 南 | 精装 | 高楼层(共24层)  | 板塔结合,0人关注 / 11天以前发布,158,"17,955元/平"
位置俱佳！靠车站近！出行方便！高楼层！视野,新城悦隽 -火车北站,3室2厅 | 120平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 15天以前发布,108,"9,000元/平"
建滔裕花园 精装满2年 可随时看房 楼层适中 采光好,建滔裕花园 -翔宇大道,3室2厅 | 113平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 12天以前发布,107,"9,470元/平"
乐园小区 3室2厅 南,乐园小区 -清晏园,3室2厅 | 112.18平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 10天以前发布,306,"27,278元/平"
新装修三十万 有地暖 中间楼层 紧俏小面积户型,郦城国际南苑 -翔宇大道,2室2厅 | 88平米 | 南 | 精装 | 高楼层(共24层)  | 板塔结合,0人关注 / 11天以前发布,158,"17,955元/平"
多层2楼的三室两厅一卫精装设施齐全拎包入住有车库,益兴名流花苑二期 -外国语,3室2厅 | 99.47平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 10天以前发布,128,"12,869元/平"
交通便利，周 边购物市场，餐饮娱乐多。,东冠逸轩 -翔宇大道,3室2厅 | 88平米 | 南 | 精装 | 高楼层(共24层)  | 塔楼,0人关注 / 14天以前发布,120,"13,637元/平"
精装修拎包入住，两房，户型方正，诚意出售,山阳湾花园 -生态新城,2室1厅 | 78平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 6天以前发布,132,"16,924元/平"
信达名府  户型方正  精装修 随时看房,信达名府 -漕运西路,3室2厅 | 132.54平米 | 南 北 | 精装 | 低楼层(共23层)  | 塔楼,0人关注 / 8天以前发布,128,"9,658元/平"
运河城逸翠园精装两房一楼适合老人住看房方便,运河城逸翠园 -恒大名都,2室1厅 | 69.71平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 9天以前发布,66,"9,468元/平"
新小区，环境优雅，交通便利，生活设施配套齐全,云梦清河二期 -水渡口大道,3室1厅 | 128.07平米 | 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,0人关注 / 10天以前发布,138,"10,776元/平"
"香格里拉，装修30 W,带入户，近钵池山万达，诚心出售",香格里拉D区 -水渡口大道,2室1厅 | 99.4平米 | 南 北 | 精装 | 低楼层(共29层)  | 板塔结合,0人关注 / 9天以前发布,128,"12,878元/平"
新小区，绿化好，环境好，精装修，得房率高,观淮府一期 -火车北站,3室2厅 | 104平米 | 东 东南 南 | 其他 | 中楼层(共27层)  | 板塔结合,0人关注 / 8天以前发布,102,"9,808元/平"
凯旋宫 3室1厅 南,凯旋宫 -翔宇大道,3室1厅 | 131.67平米 | 南 | 其他 | 低楼层(共28层)  | 板塔结合,0人关注 / 10天以前发布,112,"8,507元/平"
凯旋宫 3室2厅 南,凯旋宫 -翔宇大道,3室2厅 | 107.7平米 | 南 | 毛坯 | 中楼层(共28层)  | 板塔结合,0人关注 / 10天以前发布,97,"9,007元/平"
御花园2房中间楼层，房东诚心出售,御花园C区 -长征小学,2室2厅 | 71.58平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 12天以前发布,67,"9,361元/平"
满二  该房楼层好，采光充足，配套设施齐全,翰林花园 -大学城商圈,3室2厅 | 97.06平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,6人关注 / 一年前发布,98,"10,097元/平"
北京新村两室一厅一厨一卫60万,北京新村 -外国语,2室1厅 | 60.07平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,5人关注 / 7个月以前发布,53,"8,824元/平"
出售 大学城 富源尚城 精装修4房  户型方正,富源尚城 -大学城商圈,4室2厅 | 127.95平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,1人关注 / 6个月以前发布,127.8,"9,989元/平"
楼层好，格局好，楼层好，视野宽阔，采光充足,北京新村 -外国语,2室1厅 | 58.55平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,3人关注 / 一年前发布,52,"8,882元/平"
黄河花园自住2房，奶奶楼层爬楼不累，满5年无抵押,黄河花园十七地块 -北京西路,2室1厅 | 70.12平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 11个月以前发布,69.8,"9,955元/平"
大润发配套，出行方便，精装修，,机场路小区 -翔宇大道,3室1厅 | 90.13平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,70,"7,767元/平"
安澜花苑，精装三房，中间好楼层，看房方便,安澜花苑 -生态新城,3室2厅 | 109.7平米 | 北 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 6个月以前发布,109.5,"9,982元/平"
朋友房子，电梯房，自家装修，环保材质,翡翠城花园 -新城市广场,4室2厅 | 132.42平米 | 南 | 精装 | 中楼层(共16层)  | 塔楼,0人关注 / 4个月以前发布,139.9,"10,565元/平"
位置好 交通方便 满五唯一 自带商圈 吃喝一应俱全,淮安恒大名都 -恒大名都,3室2厅 | 138.23平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 一年前发布,130,"9,405元/平"
恒大精装4房2厅2卫 观景楼层新装房 诚售158万,淮安恒大名都 -恒大名都,4室2厅 | 175.14平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,1人关注 / 一年前发布,152,"8,679元/平"
富丽花园 顶楼带阁楼 诚心出售,富丽花园 -外国语,2室1厅 | 76.04平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,75.8,"9,969元/平"
旺旺家缘大三室，精装修，户型方正。,旺旺家缘 -水渡口大道,3室2厅 | 126.72平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,130,"10,259元/平"
户型通透采光充足 视野开阔，满五,汇源楼 -外国语,3室1厅 | 93平米 | 南 | 简装 | 高楼层(共5层)  | 板塔结合,1人关注 / 4个月以前发布,82,"8,818元/平"
北京花园4室2厅1厨2卫，户型方正，居住方便舒适。,北京花园 -外国语,4室2厅 | 164.18平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,165,"10,050元/平"
叶语 世家 中间楼层 边户 毛坯 三房,叶语世家 -漕运西路,3室2厅 | 106.2平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 塔楼,0人关注 / 2个月以前发布,110,"10,358元/平"
业主诚心出售 满五年 多层三楼 楼层好户型正 采光刺眼,新新家园 -延安东路,2室1厅 | 68平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,65.5,"9,633元/平"
此房楼层好，格局方正，视野开阔，采光充足，无遮挡,电机厂宿舍 -外国语,2室1厅 | 54.52平米 | 南 | 精装 | 高楼层(共5层)  | 板塔结合,0人关注 / 一年前发布,61.5,"11,281元/平"
西大院4楼采光好，带车库一间，精装,淮安市市级机关西院生活区 -外国语,3室1厅 | 116.45平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,269,"23,101元/平"
西大院4楼采光好，带车库一间，精装,淮安市市级机关西院生活区 -外国语,3室1厅 | 116.45平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,269,"23,101元/平"
房子精装！户型也是不错的，采光也还可以。看房方便,和达雅苑B区 -水渡口大道,3室1厅 | 108.33平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,90,"8,308元/平"
运河城逸翠园多层精装有车库有阁楼,运河城逸翠园 -恒大名都,3室2厅 | 108.8平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 8个月以前发布,90,"8,273元/平"
北大院3室1厅1卫117平方，房型好。采光好。,市级机关北院生活区 -东大院,3室1厅 | 117.11平米 | 南 北 | 精装 | 高楼层(共13层)  | 暂无数据,0人关注 / 3个月以前发布,208,"17,762元/平"
云梦清河 电梯洋房 精装4房 拎包入住 4楼,云梦清河 -水渡口大道,4室2厅 | 158.24平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,6人关注 / 一年前发布,222,"14,030元/平"
