标题,开发商,房子信息,发布信息,售价/万,单价
公馆贰号 2室1厅 西北,公馆贰号 -南岸西区,2室1厅 | 41.43平米 | 西北 | 其他 | 高楼层(共16层)  | 塔楼,0人关注 / 5天以前发布,32.8,"7,917元/平"
远达第一城爆款房源三室房东急售,远达第一城 -上江北,3室2厅 | 77平米 | 东南 | 其他 | 低楼层(共23层)  | 塔楼,0人关注 / 4个月以前发布,56,"7,273元/平"
大五房带花园，实得面积约240平左右，实得单价2000多,绿水天祥家园 -上江北,3室2厅 | 126.39平米 | 东南 | 其他 | 高楼层(共17层)  | 板塔结合,5人关注 / 8个月以前发布,67.5,"5,341元/平"
精装出售 包含车位 业主诚心出售！,锦悦府 -上江北,3室2厅 | 78平米 | 东南 | 简装 | 低楼层(共14层)  | 暂无数据,0人关注 / 2个月以前发布,78,"10,000元/平"
远达第一城，三房双卫清水出售，看中庭,远达第一城 -上江北,3室2厅 | 87平米 | 南 北 | 其他 | 高楼层(共25层)  | 暂无数据,0人关注 / 6个月以前发布,63.5,"7,299元/平"
岷江新区圈，成熟位置。标准大三房,和都国际社区三期 -上江北,3室2厅 | 121平米 | 西南 | 其他 | 低楼层(共1层)  | 暂无数据,0人关注 / 11个月以前发布,90,"7,439元/平"
白沙鹭岛，装修好的，带字母车位看竹文化公园两梯四户,邦泰白沙鹭岛 -临港,3室2厅 | 89平米 | 西北 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,83.8,"9,416元/平"
户型方正，无浪费，清水，可任意装修自己喜欢的风格,邦泰临港国际 -临港,3室2厅 | 89平米 | 东南 | 其他 | 高楼层(共30层)  | 塔楼,1人关注 / 一年前发布,75,"8,427元/平"
金帝庄园清水房，业主诚心出售看房方便。,正和金帝庄园A区 -中坝,3室2厅 | 132.44平米 | 东南 | 其他 | 低楼层(共17层)  | 暂无数据,1人关注 / 一年前发布,120,"9,061元/平"
地中海蓝湾精装三室视野好，采光充足，设施齐全,地中海蓝湾 -临港,3室3厅 | 124平米 | 东南 | 简装 | 中楼层(共18层)  | 暂无数据,0人关注 / 6个月以前发布,112,"9,033元/平"
远达第一城88户型爆款房源看中庭,远达第一城 -上江北,3室2厅 | 87.5平米 | 东南 | 其他 | 低楼层(共19层)  | 板楼,0人关注 / 4个月以前发布,61.3,"7,006元/平"
证已经在手里 户型两室两厅一厨一卫,临港中央 -临港,2室2厅 | 70平米 | 西 | 其他 | 高楼层(共29层)  | 暂无数据,6人关注 / 一年前发布,62,"8,858元/平"
三江新区  邦泰临港国际精装两居室出售,邦泰临港国际 -临港,2室1厅 | 70.84平米 | 南 | 其他 | 高楼层(共30层)  | 塔楼,0人关注 / 2个月以前发布,72,"10,164元/平"
较场苑小区 3室2厅 东南,较场苑小区 -中坝,3室2厅 | 136平米 | 东南 | 其他 | 低楼层(共21层)  | 暂无数据,0人关注 / 1个月以前发布,81.6,"6,000元/平"
华润公元九里 4室2厅1厨2卫 交通便利小区环境干净舒适,华润公园九里 -临港,4室2厅 | 139平米 | 东南 | 其他 | 高楼层(共32层)  | 暂无数据,2人关注 / 8个月以前发布,120,"8,634元/平"
天立学府华庭三房双卫清水房带车位出售，看房方便。,天立学府华庭 -临港,3室2厅 | 108.91平米 | 西南 | 其他 | 低楼层(共25层)  | 塔楼,3人关注 / 7个月以前发布,85,"7,805元/平"
上江北，远达第一城，清水三房诚心出售,远达第一城 -上江北,3室2厅 | 76平米 | 东南 | 毛坯 | 低楼层(共25层)  | 板塔结合,0人关注 / 7个月以前发布,56,"7,369元/平"
翡翠城103大三房丨带车位出售丨年底下产权丨无忧交易,白沙翡翠城 -临港,3室2厅 | 103平米 | 东 | 其他 | 中楼层(共32层)  | 塔楼,2人关注 / 8个月以前发布,89.8,"8,719元/平"
小区少有持证正看白沙湖实得大三房,白沙翡翠城 -临港,3室2厅 | 89平米 | 南 | 其他 | 低楼层(共17层)  | 塔楼,0人关注 / 8个月以前发布,85,"9,551元/平"
三江新区  三室两厅双卫  带车位出售,邦泰白沙鹭岛 -临港,3室2厅 | 103平米 | 东南 | 其他 | 中楼层(共28层)  | 暂无数据,1人关注 / 3个月以前发布,89.8,"8,719元/平"
清水四房 正看中庭公园 大阳台,远达鹭湖宫二期 -城北新区,4室2厅 | 98平米 | 西南 | 毛坯 | 高楼层(共32层)  | 塔楼,1人关注 / 一年前发布,71,"7,245元/平"
阳光碧水长滩 3室2厅 南,阳光碧水长滩 -新村,3室2厅 | 72.8平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,52.6,"7,226元/平"
此房楼层居中，看中庭，房型方正，阳台很大视野很好,邦泰天誉二期 -南岸西区,3室2厅 | 115平米 | 东南 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 1个月以前发布,110,"9,566元/平"
满二，装修舒适，高层，视野开阔,北新国际 -城北新区,3室2厅 | 79平米 | 东南 | 其他 | 高楼层(共32层)  | 塔楼,0人关注 / 7个月以前发布,59.8,"7,570元/平"
精装三连跃，小区环境优美！！！,香榭里 -城北新区,4室2厅 | 84.5平米 | 南 | 其他 | 高楼层(共28层)  | 塔楼,1人关注 / 8个月以前发布,80.8,"9,563元/平"
柏溪清水三房双卫，中高楼层，户型巴适。,中汇城 -柏溪镇,3室2厅 | 106平米 | 东南 | 其他 | 中楼层(共39层)  | 板塔结合,0人关注 / 10个月以前发布,59.8,"5,642元/平"
半岛大院清水3房2卫 户型方正 看房方便,半岛大院二期 -新村,3室2厅 | 83平米 | 东南 | 其他 | 中楼层(共30层)  | 暂无数据,2人关注 / 9个月以前发布,53,"6,386元/平"
金科集美天宸 4室2厅 南,金科集美天宸 -南溪区,4室2厅 | 137.92平米 | 南 | 毛坯 | 中楼层(共7层)  | 暂无数据,1人关注 / 5个月以前发布,108,"7,831元/平"
欢乐颂，地处柏溪中 心地带，大户型，户型方正,欢乐颂豪庭 -柏溪镇,3室2厅 | 104平米 | 东南 | 其他 | 低楼层(共21层)  | 平房,0人关注 / 3个月以前发布,56,"5,385元/平"
朝向采光好 户型方正 随时可看房,远达鹭湖宫一期 -城北新区,3室2厅 | 91.2平米 | 东南 | 其他 | 高楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,59,"6,470元/平"
北新公馆 清水四房，带车位出售 视野开阔,经典北新公馆 -城北新区,4室2厅 | 120.68平米 | 南 | 其他 | 高楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,80,"6,630元/平"
经典大三房 优质户型 房东诚意出售,远达鹭湖宫一期 -城北新区,3室2厅 | 94平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,58.9,"6,266元/平"
此房满五年；居住方便舒适采光好 通风效果好,天福南苑A区 -柏溪镇,3室2厅 | 138.87平米 | 东南 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,70.8,"5,099元/平"
叙州区城北新区东城清水优质三房,凯悦金沙-东城 -城北新区,3室2厅 | 94.46平米 | 东南 | 其他 | 高楼层(共33层)  | 暂无数据,3人关注 / 一年前发布,64.6,"6,839元/平"
东城三室两厅双卫采光好正看一曼公园,凯悦金沙-东城 -城北新区,3室2厅 | 98.94平米 | 西南 | 其他 | 高楼层(共33层)  | 塔楼,1人关注 / 一年前发布,67.5,"6,823元/平"
：此房是该小区正中位置大户型，低楼层，户型方正,阳光碧水长滩 -新村,4室2厅 | 97.2平米 | 东南 | 其他 | 低楼层(共25层)  | 暂无数据,0人关注 / 一年前发布,86,"8,848元/平"
鹭湖宫 三室两厅 一厨双卫 房东诚心出售,远达鹭湖宫一期 -城北新区,3室2厅 | 94平米 | 北 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,70,"7,447元/平"
此房位于城北新区，城中的养身社区，新小区,远达香榭里四期 -城北新区,3室2厅 | 102平米 | 东 | 其他 | 中楼层(共33层)  | 平房,0人关注 / 一年前发布,80,"7,844元/平"
两套房一起卖，精装修，拎包入住,德福公元 -城北新区,2室2厅 | 54平米 | 南 | 其他 | 中楼层(共20层)  | 塔楼,2人关注 / 一年前发布,59,"10,926元/平"
北新国际  大面积 清水三房双卫 带车位 满二,北新国际 -城北新区,3室2厅 | 121平米 | 东南 | 其他 | 高楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,82,"6,777元/平"
此房采光充足，视野开阔，配套设施齐全，正看中庭，,阳光碧水长滩 -新村,3室2厅 | 77.8平米 | 东南 | 其他 | 中楼层(共33层)  | 塔楼,0人关注 / 11个月以前发布,63.8,"8,201元/平"
此房满2，格局 楼层好，采光充足，视野开阔。,金江外滩B区 -柏溪镇,3室2厅 | 131平米 | 东南 | 其他 | 低楼层(共26层)  | 塔楼,0人关注 / 9个月以前发布,108,"8,245元/平"
中间楼层，采光充足，楼间距正常，户型方正,德福公元 -城北新区,3室2厅 | 130平米 | 东南 | 其他 | 低楼层(共22层)  | 暂无数据,1人关注 / 一年前发布,75,"5,770元/平"
此房业主诚心卖，可以打电话咨询,远达鹭湖宫二期 -城北新区,3室2厅 | 86平米 | 东南 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,63.8,"7,419元/平"
大三房，无物业费，户型好，采光足,大诚住宅小区 -柏溪镇,3室2厅 | 119.8平米 | 南 | 其他 | 中楼层(共8层)  | 暂无数据,2人关注 / 一年前发布,58.5,"4,884元/平"
仁和小区 3室2厅 东南,仁和小区 -城北新区,3室2厅 | 64平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据,17人关注 / 一年前发布,34.8,"5,438元/平"
城中央-肖邦 4室2厅 南,城中央-肖邦 -城北新区,4室2厅 | 96.26平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 5个月以前发布,86.8,"9,018元/平"
翡翠城清水三室两厅双卫，户型方正，视野开阔,白沙翡翠城 -临港,3室2厅 | 99平米 | 南 | 其他 | 高楼层(共31层)  | 暂无数据,0人关注 / 7个月以前发布,98,"9,899元/平"
配套设施齐全，户型方正，带私家楼顶花园,柏溪花园二期 -柏溪镇,3室2厅 | 128.72平米 | 西南 | 其他 | 高楼层(共7层)  | 暂无数据,16人关注 / 一年前发布,66,"5,128元/平"
中汇城清水四房房东急售原价出售,中汇城 -柏溪镇,4室2厅 | 134平米 | 东南 | 其他 | 高楼层(共39层)  | 暂无数据,0人关注 / 2个月以前发布,70,"5,224元/平"
柏溪花园二期 3室2厅 东,柏溪花园二期 -柏溪镇,3室2厅 | 102平米 | 东 | 其他 | 高楼层(共7层)  | 暂无数据,1人关注 / 1个月以前发布,53,"5,197元/平"
拉菲塞纳阳光 清水房 小区环境好 位置好 地段好,拉菲-塞纳阳光 -城北新区,3室2厅 | 121平米 | 东 | 其他 | 高楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,88,"7,273元/平"
碧水长滩  清水三房  户型方正  看房方便,阳光碧水长滩 -新村,3室2厅 | 78平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼,0人关注 / 8个月以前发布,57,"7,308元/平"
凯越金沙-东城 清水三房 通风采光好。,凯悦金沙-东城 -城北新区,3室2厅 | 99.75平米 | 东南 | 其他 | 低楼层(共33层)  | 塔楼,0人关注 / 6个月以前发布,76.8,"7,700元/平"
视野开阔，出行方便，清水装自己喜欢的风格。,金江外滩A区 -柏溪镇,3室2厅 | 91.3平米 | 西南 | 其他 | 低楼层(共34层)  | 暂无数据,0人关注 / 5个月以前发布,66.8,"7,317元/平"
房东急售，急售，急售，户型方正，采光好。,阳光碧水长滩 -新村,4室2厅 | 97平米 | 东南 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 7个月以前发布,72.8,"7,506元/平"
高.端别墅带五个独立产权车位.位于城中.央湿地公园旁,鹭湖宫三期 -城北新区,5室2厅 | 232平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,2人关注 / 4个月以前发布,165,"7,113元/平"
户型方正，小区内不临街，环境优雅适合老人儿童居住,福乐苑 -城北新区,4室3厅 | 124平米 | 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,70,"5,646元/平"
翠屏区。阳光碧水长滩。3房双卫。,阳光碧水长滩 -新村,3室2厅 | 72平米 | 西北 | 其他 | 低楼层(共25层)  | 暂无数据,0人关注 / 11个月以前发布,56,"7,778元/平"
鲁能鑫领寓清水大三房 房东诚心 出 售,鑫领寓 -南岸西区,3室2厅 | 139平米 | 东南 | 其他 | 中楼层(共26层)  | 板塔结合,0人关注 / 1个月以前发布,108.8,"7,828元/平"
山水原著装修两房，带储物间车位，视野开阔，户型方正,山水原著二期缇香湾 -南岸西区,2室2厅 | 79.78平米 | 东南 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 31天以前发布,86,"10,780元/平"
天府映像清水洋房楼层适中中庭安静房东急卖急卖,天府映像 -南岸西区,4室2厅 | 128平米 | 东南 | 其他 | 低楼层(共6层)  | 暂无数据,2人关注 / 7个月以前发布,82,"6,407元/平"
邦泰社区北区看中庭开发商精装房带标准车位,邦泰国际社区北区 -临港,3室2厅 | 93.5平米 | 南 | 其他 | 高楼层(共30层)  | 板塔结合,3人关注 / 一年前发布,96.8,"10,353元/平"
"全中庭,安静,户型方正,无浪费,采光好无黑屋",华润公园九里 -临港,3室2厅 | 121平米 | 南 | 其他 | 中楼层(共31层)  | 暂无数据,0人关注 / 5个月以前发布,120,"9,918元/平"
华润公园九里  全中庭  中间楼层  出售,华润公园九里 -临港,3室2厅 | 121平米 | 西南 | 其他 | 中楼层(共31层)  | 暂无数据,2人关注 / 8个月以前发布,109,"9,009元/平"
"城中 央电梯三房，品质小区，高 端物业,成熟配套",远达鹭湖宫二期 -城北新区,3室2厅 | 90.5平米 | 南 | 其他 | 中楼层(共33层)  | 暂无数据,1人关注 / 8个月以前发布,57.8,"6,387元/平"
天池公园旁 户型方正 拎包入住,银龙天池雅苑 -新村,3室1厅 | 84平米 | 东 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,50,"5,953元/平"
有钥匙房东安心卖看房方便，，，，，，，,欢乐颂豪庭 -柏溪镇,3室2厅 | 105平米 | 东南 | 其他 | 高楼层(共20层)  | 板塔结合,0人关注 / 1个月以前发布,68,"6,477元/平"
顶跃露台清水4房，看中庭，采光好，视野开阔,远达鹭湖宫二期 -城北新区,4室2厅 | 118.89平米 | 南 | 其他 | 高楼层(共32层)  | 板塔结合,0人关注 / 6个月以前发布,93.8,"7,890元/平"
成熟地带新小区 全中庭采光通透,中汇城 -柏溪镇,4室2厅 | 129.8平米 | 东南 | 其他 | 高楼层(共39层)  | 暂无数据,0人关注 / 一年前发布,72,"5,547元/平"
房东诚心出售，证已满两年，带露台房,天工凯宾上院二期 -柏溪镇,3室2厅 | 108平米 | 西北 | 其他 | 低楼层(共29层)  | 暂无数据,0人关注 / 一年前发布,71,"6,575元/平"
毕加索 精装 家具家电齐全 三室 拧包入住,城中央-毕加索庄园 -城北新区,3室2厅 | 91平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼,1人关注 / 8个月以前发布,69.8,"7,671元/平"
房子方正  采光好   楼层好,欢乐颂豪庭 -柏溪镇,3室2厅 | 91.26平米 | 东南 | 其他 | 高楼层(共20层)  | 板塔结合,0人关注 / 11个月以前发布,58.8,"6,444元/平"
标准四房，明厨明卫，出行方便，随意装修。,拉菲-左岸公馆 -城北新区,4室2厅 | 116.7平米 | 东南 | 毛坯 | 低楼层(共33层)  | 暂无数据,1人关注 / 一年前发布,88.8,"7,610元/平"
大房间，出行方便，户型方正，居住方便舒适,街心花园商住小区 -柏溪镇,3室2厅 | 131.28平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,62.8,"4,784元/平"
朝向采光好 户型方正 管理成熟 小区自带商圈设施等,德福公元 -城北新区,3室2厅 | 117平米 | 东南 | 其他 | 低楼层(共22层)  | 板楼,7人关注 / 一年前发布,52.8,"4,513元/平"
精装是3房  交通便利   中间楼层,金城印象 -柏溪镇,3室2厅 | 89平米 | 南 | 其他 | 中楼层(共30层)  | 暂无数据,0人关注 / 8个月以前发布,63.8,"7,169元/平"
此房户型格局好，楼层也好，视野开阔，采光充足,阳光碧水长滩 -新村,3室2厅 | 72平米 | 南 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 7个月以前发布,55,"7,639元/平"
此房 ，朝向好，采光好.配套设施齐全,拉菲-塞纳阳光 -城北新区,4室2厅 | 121.55平米 | 东南 | 其他 | 高楼层(共29层)  | 暂无数据,0人关注 / 一年前发布,88.8,"7,306元/平"
此房，出行方便，户型方正，居住方便舒适，环境优美；,德福名城 -城北新区,3室2厅 | 101平米 | 南 | 其他 | 低楼层(共23层)  | 塔楼,0人关注 / 8个月以前发布,70,"6,931元/平"
小区环境好 户型方正  正4房面积看体育馆,拉菲-左岸公馆 -城北新区,4室2厅 | 117平米 | 东南 | 其他 | 高楼层(共33层)  | 暂无数据,8人关注 / 一年前发布,78.8,"6,736元/平"
二二四旁，跃层带露台，面积大，价格低。,春和花园 -柏溪镇,4室2厅 | 155平米 | 东 | 其他 | 高楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,81,"5,226元/平"
大两房，视野好，露台花园，可种花种果树。,保龄街3 -柏溪镇,2室2厅 | 101平米 | 西北 | 简装 | 高楼层(共8层)  | 暂无数据,2人关注 / 7个月以前发布,39.6,"3,921元/平"
欢乐颂3室诚心出售，带车位，产权清晰。,欢乐颂豪庭 -柏溪镇,3室2厅 | 90平米 | 东南 | 其他 | 高楼层(共18层)  | 板塔结合,3人关注 / 5个月以前发布,62.8,"6,978元/平"
