标题,开发商,房子信息,发布信息,售价/万,单价
恒大名都 3室2厅 南 北,恒大名都 -盐湖区,3室2厅 | 151.46平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 1天以前发布,86.6,"5,718元/平"
凯瑞花园经典两室电梯中层采光充足,凯瑞花园 -盐湖区,2室2厅 | 89.38平米 | 东 | 其他 | 中楼层(共12层)  | 暂无数据,0人关注 / 11个月以前发布,38,"4,252元/平"
名人港湾，精装现房，满二，可按揭,名人港湾 -盐湖区,3室2厅 | 132平米 | 南 北 | 其他 | 中楼层(共12层)  | 暂无数据,0人关注 / 11个月以前发布,68,"5,152元/平"
嘉禾西班牙，学 区房，出行方便，购物便利。,嘉禾西班牙 -盐湖区,1室1厅 | 58.4平米 | 南 | 其他 | 中楼层(共16层)  | 暂无数据,1人关注 / 一年前发布,25,"4,281元/平"
云湖湾 公寓楼 两间 精装房 诚意出售!,云鼎云湖湾 -盐湖区,2室1厅 | 66平米 | 西南 | 其他 | 中楼层(共18层)  | 塔楼,2人关注 / 一年前发布,38,"5,758元/平"
魏风学 区，御景华庭精装短住，141.13平，电梯中层。,御景华庭 -盐湖区,3室2厅 | 143.13平米 | 南 | 精装 | 低楼层(共17层)  | 暂无数据,0人关注 / 7个月以前发布,128,"8,943元/平"
晋府壹号 电梯中层 毛坯现房 全款按揭均可,晋府壹号 -盐湖区,3室2厅 | 118平米 | 南 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 8个月以前发布,80,"6,780元/平"
名人港湾 3室2厅 南 北,名人港湾 -盐湖区,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共12层)  | 暂无数据,12人关注 / 一年前发布,68,"5,667元/平"
解放路示范，满二可以按揭，精装修，精装短住,金地花苑 -盐湖区,3室2厅 | 157平米 | 东南 西南 | 其他 | 高楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,88,"5,606元/平"
有证满二，适合陪读呢，电梯房 看房提前联系,凤凰小区 -盐湖区,2室2厅 | 119平米 | 南 | 其他 | 高楼层(共10层)  | 暂无数据,1人关注 / 一年前发布,70,"5,883元/平"
晋府壹号  南北通透  视野开阔  采光充足,晋府壹号 -盐湖区,3室2厅 | 144.84平米 | 南 北 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 10个月以前发布,102,"7,043元/平"
电梯中层 可租可售 精装空房 有本可按揭,金源阁 -盐湖区,3室2厅 | 154.7平米 | 东 西 | 其他 | 中楼层(共12层)  | 暂无数据,1人关注 / 一年前发布,66.8,"4,319元/平"
空港南区~左岸凰城 步梯低层 有本可按揭 看房方便,左岸凰城 -盐湖区,2室2厅 | 81平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,1人关注 / 4个月以前发布,39,"4,815元/平"
沁水雅居 步梯好楼层 低首付 家里保养还行,沁水雅居 -盐湖区,3室2厅 | 115平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,66,"5,740元/平"
民生华庭   有本满二    可按揭,民生花庭 -盐湖区,3室2厅 | 141平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,95,"6,738元/平"
明珠小区 3室2厅 南 北,明珠小区 -盐湖区,3室2厅 | 108平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,46,"4,260元/平"
精装两室 房本在手 精装短住 .离东康，康杰近,鸿德阳光嘉苑 -盐湖区,2室2厅 | 82平米 | 南 | 其他 | 低楼层(共13层)  | 板塔结合,1人关注 / 5个月以前发布,40,"4,879元/平"
房子满二可按揭 精装可拎包入住 业主诚心出售,杏林嘉园 -盐湖区,3室2厅 | 137平米 | 南 北 | 其他 | 低楼层(共16层)  | 暂无数据,0人关注 / 5个月以前发布,108,"7,884元/平"
明珠佳园 2室1厅 南 北,明珠佳园 -盐湖区,2室1厅 | 75.48平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 3个月以前发布,38,"5,035元/平"
步梯低层 有本满二 家具家电齐全 看房方便 陪读好房,阳光庄园 -盐湖区,2室2厅 | 88平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,34.9,"3,966元/平"
溪凤小区，采光好，户型方正....,溪凤小区 -盐湖区,3室2厅 | 120平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,36.5,"3,042元/平"
有本满二   带地下室    南北通透,馥园小区 -盐湖区,2室1厅 | 80平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,8人关注 / 一年前发布,25.8,"3,225元/平"
房本满二 正常按揭过户 视野宽广 装修精美可拎包住,禹香苑 -盐湖区,3室2厅 | 128.92平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,77,"5,973元/平"
鼎鑫黄 金水岸，有本满二，精装，2室2厅1卫,黄金水岸 -盐湖区,2室1厅 | 68平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,7人关注 / 一年前发布,50,"7,353元/平"
此房电梯好楼层 ，全屋精装，一梯两户，小高层,恺鑫橄榄城 -盐湖区,3室2厅 | 155平米 | 南 北 | 其他 | 高楼层(共13层)  | 板塔结合,0人关注 / 3个月以前发布,133.8,"8,633元/平"
恒大绿洲 电梯中层 精装修 带家具家电 满二 可按揭,恒大绿洲 -盐湖区,2室2厅 | 99.71平米 | 南 北 | 其他 | 中楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,72.8,"7,302元/平"
五洲观澜 精装大两居 纯朝南户 户型房正 随时看房,五洲观澜 -盐湖区,2室2厅 | 106平米 | 南 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,78.8,"7,434元/平"
海天花苑 有证满二可按揭  步梯高层,海天花苑 -盐湖区,3室2厅 | 120平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,57.6,"4,800元/平"
学府嘉园小区，满二可按揭，配套齐全，出行便利,学府嘉园(盐湖区) -盐湖区,3室2厅 | 128平米 | 东 西 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,72,"5,625元/平"
精装婚房 步梯中层 带家具家电 可以按揭,益农园 -盐湖区,3室2厅 | 127.45平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,71,"5,571元/平"
荣业新悦城 2室2厅 南,荣业新悦城 -盐湖区,2室2厅 | 92平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 6个月以前发布,57,"6,196元/平"
可按揭   房龄短   性 价 比不错,尚东城 -盐湖区,3室2厅 | 150.4平米 | 南 北 | 其他 | 中楼层(共16层)  | 板楼,0人关注 / 8个月以前发布,100,"6,649元/平"
空港南区学 区 房，南北通透好户型,港府花都 -盐湖区,3室1厅 | 110平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,3人关注 / 11个月以前发布,47.8,"4,346元/平"
南风商圈，精装修，一居室，礼包入住,华曦微公馆 -盐湖区,1室1厅 | 47.17平米 | 南 | 其他 | 高楼层(共22层)  | 塔楼,1人关注 / 7个月以前发布,32,"6,784元/平"
和平小区 两居室 步梯高层 新装短柱,和平小区 -盐湖区,2室2厅 | 88平米 | 南 北 | 简装 | 高楼层(共5层)  | 暂无数据,5人关注 / 一年前发布,26.8,"3,046元/平"
凤城华都  南北通透  成熟小区，,凤城华都 -盐湖区,3室2厅 | 125平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,70,"5,600元/平"
南北通透，电梯，视野宽阔，采光充足，小区绿化好,河东故事 -盐湖区,3室2厅 | 135平米 | 南 北 | 其他 | 中楼层(共30层)  | 暂无数据,0人关注 / 一年前发布,106,"7,852元/平"
翰林湖畔 2室2厅 南 北,翰林湖畔 -盐湖区,2室2厅 | 95平米 | 南 北 | 其他 | 低楼层(共5层)  | 板塔结合,0人关注 / 5个月以前发布,56.8,"5,979元/平"
禹都花园步梯高层，两室双阳台，采光无遮挡，可按揭,禹都花园 -盐湖区,2室2厅 | 76平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,36.8,"4,843元/平"
凤凰小区 电梯中层  满二可按揭,凤凰小区 -盐湖区,2室1厅 | 119.43平米 | 南 | 其他 | 高楼层(共10层)  | 板楼,1人关注 / 6个月以前发布,66,"5,527元/平"
盛世花园 步梯低层 2室 精装保养较新 有本 52万,盛世花园 -盐湖区,2室2厅 | 87.87平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,52,"5,918元/平"
和平小区 两居室 步梯高层 新装短柱,和平小区 -盐湖区,2室2厅 | 88平米 | 南 北 | 简装 | 高楼层(共5层)  | 暂无数据,5人关注 / 一年前发布,26.8,"3,046元/平"
凤城华都  南北通透  成熟小区，,凤城华都 -盐湖区,3室2厅 | 125平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,70,"5,600元/平"
海天花苑 3室2厅 南 北,海天花苑 -盐湖区,3室2厅 | 111.17平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,49.5,"4,453元/平"
空港南区~东方华城 南北通透 一梯两户 电梯可按揭,东方华城 -盐湖区,3室2厅 | 117.31平米 | 南 北 | 其他 | 低楼层(共11层)  | 暂无数据,0人关注 / 4个月以前发布,59.8,"5,098元/平"
铂郡东方 3室2厅 南,铂郡东方 -盐湖区,3室2厅 | 104平米 | 南 | 其他 | 中楼层(共26层)  | 暂无数据,5人关注 / 8个月以前发布,56.8,"5,462元/平"
小区旁就是东花园 产权清晰 户型合理 通透性好,东润公园壹号 -盐湖区,2室2厅 | 99.79平米 | 南 北 | 其他 | 低楼层(共12层)  | 板楼,1人关注 / 5个月以前发布,42.8,"4,290元/平"
四季绿城，步梯高层，可按揭，满两年,四季绿城A区春园 -盐湖区,2室2厅 | 80平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,42.8,"5,350元/平"
南北通，双卧朝阳，全屋品牌家具家电，可按揭,晋府壹号 -盐湖区,3室2厅 | 140平米 | 南 北 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 5个月以前发布,135,"9,643元/平"
圣景苑小区，三室两厅一厨一卫，户型通透。,圣景苑 -盐湖区,3室2厅 | 122平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,54.8,"4,492元/平"
东上水漾 步梯高层 首付仅需13万,东上水漾佳苑 -盐湖区,3室2厅 | 106.39平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,43,"4,042元/平"
翰林湖畔 3室2厅 南 北,翰林湖畔 -盐湖区,3室2厅 | 112平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,1人关注 / 8个月以前发布,62.8,"5,608元/平"
年轻人过度选择，房本满2年！首付10W，诚心出售,盛世花园 -盐湖区,3室2厅 | 138平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,55.8,"4,044元/平"
华源豪庭北区，两室改三室，毛坯随意装修，可按揭,华源豪庭北区 -盐湖区,2室2厅 | 100平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 3个月以前发布,69.8,"6,980元/平"
步梯二楼，南北通透，小区是大暖，首付8万，,明珠小区 -盐湖区,2室2厅 | 88平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,35,"3,978元/平"
海天花苑 3室2厅 南 北,海天花苑 -盐湖区,3室2厅 | 112平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,57.8,"5,161元/平"
圣惠北路 凤凰湾 东边户 南北通透电梯房,凤凰湾 -盐湖区,3室2厅 | 129平米 | 南 北 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 4个月以前发布,71.8,"5,566元/平"
粮苑小区(盐湖区) 3室2厅 南 北,粮苑小区(盐湖区) -盐湖区,3室2厅 | 103.01平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,45.2,"4,388元/平"
禹香苑 3室2厅 南 北,禹香苑 -盐湖区,3室2厅 | 118平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,52,"4,407元/平"
锦绣花城北区 3室2厅 南 北,锦绣花城北区 -盐湖区,3室2厅 | 125平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,59.8,"4,784元/平"
大产权有本可按揭 步梯中层 带地下室,馥园小区 -盐湖区,3室2厅 | 99平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,41,"4,142元/平"
中建城市花园 2室2厅 南 北,中建城市花园 -盐湖区,2室2厅 | 85平米 | 南 北 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 5个月以前发布,52.8,"6,212元/平"
学苑花都 2室2厅 南,学苑花都 -盐湖区,2室2厅 | 90平米 | 南 | 其他 | 低楼层(共12层)  | 板楼,0人关注 / 2个月以前发布,73.8,"8,200元/平"
圣惠嘉园 2室2厅 南,圣惠嘉园 -盐湖区,2室2厅 | 90平米 | 南 | 其他 | 中楼层(共25层)  | 暂无数据,0人关注 / 3个月以前发布,41,"4,556元/平"
圣泽苑 3室2厅 南 北,圣泽苑 -盐湖区,3室2厅 | 106平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,39.8,"3,755元/平"
北区阳光城，万家灯火，总有一套适合你。,鑫地阳光城 -盐湖区,2室2厅 | 109平米 | 东 西 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,56.8,"5,212元/平"
海天花园   大产权  能按揭,海天花苑 -盐湖区,2室1厅 | 96.72平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,2人关注 / 8个月以前发布,51.8,"5,356元/平"
阳光城三室两卫，精装，带部分家具家电，按揭满二，带,鑫地阳光城 -盐湖区,3室2厅 | 150平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,85,"5,667元/平"
空港北区  精装3室    诚心出售  看房方便,名人港湾 -盐湖区,3室2厅 | 141平米 | 南 北 | 其他 | 低楼层(共12层)  | 暂无数据,0人关注 / 2个月以前发布,78.8,"5,589元/平"
房子保养如新。带家具一起出。户型很好。,鑫地阳光城 -盐湖区,3室2厅 | 149平米 | 南 北 | 其他 | 中楼层(共12层)  | 板塔结合,0人关注 / 1个月以前发布,85,"5,705元/平"
空港南区~左岸凰城 步梯低层 有本可按揭 看房方便,左岸凰城 -盐湖区,2室2厅 | 81平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,1人关注 / 4个月以前发布,39,"4,815元/平"
沁水雅居 步梯好楼层 低首付 家里保养还行,沁水雅居 -盐湖区,3室2厅 | 115平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,66,"5,740元/平"
民生华庭   有本满二    可按揭,民生花庭 -盐湖区,3室2厅 | 141平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,95,"6,738元/平"
明珠小区 3室2厅 南 北,明珠小区 -盐湖区,3室2厅 | 108平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,46,"4,260元/平"
精装两室 房本在手 精装短住 .离东康，康杰近,鸿德阳光嘉苑 -盐湖区,2室2厅 | 82平米 | 南 | 其他 | 低楼层(共13层)  | 板塔结合,1人关注 / 5个月以前发布,40,"4,879元/平"
房子满二可按揭 精装可拎包入住 业主诚心出售,杏林嘉园 -盐湖区,3室2厅 | 137平米 | 南 北 | 其他 | 低楼层(共16层)  | 暂无数据,0人关注 / 5个月以前发布,108,"7,884元/平"
明珠佳园 2室1厅 南 北,明珠佳园 -盐湖区,2室1厅 | 75.48平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 3个月以前发布,38,"5,035元/平"
步梯低层 有本满二 家具家电齐全 看房方便 陪读好房,阳光庄园 -盐湖区,2室2厅 | 88平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,34.9,"3,966元/平"
溪凤小区，采光好，户型方正....,溪凤小区 -盐湖区,3室2厅 | 120平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,36.5,"3,042元/平"
有本满二   带地下室    南北通透,馥园小区 -盐湖区,2室1厅 | 80平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,8人关注 / 一年前发布,25.8,"3,225元/平"
房本满二 正常按揭过户 视野宽广 装修精美可拎包住,禹香苑 -盐湖区,3室2厅 | 128.92平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,77,"5,973元/平"
实验 ，盐湖区实验 ，力行，河东风情街，池神庙公园..,荣盛家园 -盐湖区,3室2厅 | 130.88平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 3个月以前发布,59.5,"4,547元/平"
阳光嘉苑 精装电梯好楼层，满二可按揭,鸿德阳光嘉苑 -盐湖区,2室2厅 | 82平米 | 南 北 | 其他 | 中楼层(共13层)  | 板塔结合,0人关注 / 2个月以前发布,45,"5,488元/平"
涑水苑 3室2厅 南 北,涑水苑 -盐湖区,3室2厅 | 121平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,52.8,"4,364元/平"
鼎鑫河东故事 南北通透 经典毛坯大三居,河东故事 -盐湖区,3室2厅 | 134.3平米 | 南 北 | 其他 | 中楼层(共30层)  | 暂无数据,0人关注 / 一年前发布,100,"7,447元/平"
嘉禾西班牙 3室1厅 南 北,嘉禾西班牙 -盐湖区,3室1厅 | 98平米 | 南 北 | 其他 | 中楼层(共12层)  | 暂无数据,0人关注 / 1个月以前发布,58.8,"6,000元/平"
此房电梯好楼层 ，全屋精装，一梯两户，小高层,恺鑫橄榄城 -盐湖区,3室2厅 | 155平米 | 南 北 | 其他 | 高楼层(共13层)  | 板塔结合,0人关注 / 3个月以前发布,133.8,"8,633元/平"
恒大绿洲 电梯中层 精装修 带家具家电 满二 可按揭,恒大绿洲 -盐湖区,2室2厅 | 99.71平米 | 南 北 | 其他 | 中楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,72.8,"7,302元/平"
五洲观澜 精装大两居 纯朝南户 户型房正 随时看房,五洲观澜 -盐湖区,2室2厅 | 106平米 | 南 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,78.8,"7,434元/平"
海天花苑 有证满二可按揭  步梯高层,海天花苑 -盐湖区,3室2厅 | 120平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,57.6,"4,800元/平"
