标题,开发商,房子信息,发布信息,售价/万,单价
高铁站  绿地云水谣  四室 带车位 带储藏室 南北通透,绿地云水谣 -高铁新区,4室2厅 | 151.67平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 塔楼,0人关注 / 7天以前发布,159,"10,484元/平"
泰山区 迎胜路旁 园林小区 集体供暖 带院子。,汉和十园 -徐家楼,4室2厅 | 132.75平米 | 南 北 | 其他 | 低楼层(共17层)  | 塔楼,1人关注 / 6个月以前发布,155,"11,677元/平"
岱下华庭，奈河西路上，竹溪山居旁，高档小区洋房,岱下华庭 -天外村,4室2厅 | 160平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,339,"21,188元/平"
金科桃花源一期联排别墅 精装 满二年 带车位 上下四层,金科桃花源 -彩石溪,4室3厅 | 210平米 | 南 北 | 其他 | 3层  | 暂无数据 | 双拼别墅 ,0人关注 / 3个月以前发布,458,"21,810元/平"
联排电梯别野 有证 有钥匙 好户型 诚心出售,山和院子 -彩石溪,5室2厅 | 300.73平米 | 南 | 毛坯 | 低楼层(共4层)  | 暂无数据,0人关注 / 3个月以前发布,800,"26,602元/平"
国山墅 豪 华装修 样板间 四室  有车位 储藏室,国山墅 -泰安市委,4室2厅 | 253平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,28人关注 / 一年前发布,760,"30,040元/平"
近山板块环山路 六楼+阁楼，电梯洋房南北通透,慧源福地 -体育中心,3室2厅 | 138.44平米 | 北 南 | 毛坯 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,205,"14,808元/平"
记者村 花园洋房 复式精装 双车位 证满二年,记者村 -高铁新区,5室3厅 | 212.1平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,10人关注 / 一年前发布,180,"8,487元/平"
普照寺路，四室朝阳，有阁楼，可用，集中供暖，好停车,普照嘉苑 -红门,4室2厅 | 144平米 | 南 北 | 其他 | 高楼层(共5层)  | 板塔结合,0人关注 / 2个月以前发布,320,"22,223元/平"
高铁 碧桂园 岱岳区政府大厅  青春创业园,阳光和墅 -岱岳区,5室3厅 | 280平米 | 南 北 | 其他 | 低楼层(共3层)  | 暂无数据,2人关注 / 5个月以前发布,260,"9,286元/平"
市府旁 铂金府 豪*装修观山顶复 金融中* 好楼层东户,铂金府 -国际会展中心,5室2厅 | 436.57平米 | 南 | 其他 | 高楼层(共29层)  | 板楼,5人关注 / 8个月以前发布,880,"20,158元/平"
吾悦广场  泰豪名城  大户型 精装 带车位,泰豪名城 -小井,3室2厅 | 137.78平米 | 南 北 | 精装 | 中楼层(共26层)  | 塔楼,0人关注 / 1个月以前发布,158,"11,468元/平"
奥林匹克花园 精装别墅 带多个露台 楼位置好 价格可议,泰安奥林匹克花园 -南开发区,5室3厅 | 210平米 | 南 北 | 其他 | 中楼层(共5层)  | 板塔结合,5人关注 / 7个月以前发布,260,"12,381元/平"
澳泰山庄 好位置 带露台 带阁楼环山路空气清新,澳泰山莊 -泰安市委,3室2厅 | 200平米 | 西 | 其他 | 中楼层(共5层)  | 板塔结合,2人关注 / 6个月以前发布,570,"28,500元/平"
环山路 澳泰山庄 精装修 龙泽御园 国华时代 国悦府,澳泰山莊 -泰安市委,6室3厅 | 209平米 | 南 北 | 其他 | 3层  | 暂无数据 | 联排别墅 ,0人关注 / 一年前发布,760,"36,364元/平"
方特南 乐活小镇 三室两厅两卫 配套成熟 带车位配房,恒地乐活小镇 -方特大区,3室2厅 | 131.37平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,136,"10,353元/平"
南湖，东湖旁电梯新房，三室两厅两卫，南北通透格局,天悦府 · 福园 -南湖公园,3室2厅 | 127平米 | 南 北 | 其他 | 低楼层(共33层)  | 暂无数据,2人关注 / 4个月以前发布,102,"8,032元/平"
青年路 将军望岳名郡 四室  好楼层 中悦城博文,将军·望岳名郡 -南关,4室2厅 | 146.57平米 | 南 北 | 其他 | 高楼层(共30层)  | 暂无数据,1人关注 / 4个月以前发布,152,"10,371元/平"
房主急售 集体供暖 大市证 长城路旁,嘉和新城 -南开发区,3室2厅 | 139平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,5人关注 / 一年前发布,110,"7,914元/平"
润英美庐 联排别墅 地上三层大院子大露台双车位,润英美庐 -彩石溪,5室3厅 | 230平米 | 南 北 | 毛坯 | 3层  | 暂无数据 | 独栋别墅 ,3人关注 / 9个月以前发布,580,"25,218元/平"
岳峰 新兴园 三室 精装 长城路 观山 环山路,泰山·新兴园 -体育中心,3室2厅 | 139.72平米 | 南 北 | 其他 | 高楼层(共20层)  | 板楼,0人关注 / 2个月以前发布,165,"11,810元/平"
天房美郡国际城，精装未住，联排别墅户型好。诚心出售,天房美郡国际城 -高铁新区,6室3厅 | 340平米 | 南 | 其他 | 低楼层(共3层)  | 暂无数据,1人关注 / 3个月以前发布,740,"21,765元/平"
新上房源 泺亨国际  上下两层 边户 带大露台 毛坯,泺亨国际 -南开发区,5室3厅 | 178平米 | 南 北 | 毛坯 | 高楼层(共10层)  | 暂无数据,0人关注 / 4个月以前发布,180,"10,113元/平"
方园小区 宝龙环山路生活圈 电梯洋房单位宿舍,方园小区 -宝龙城,3室2厅 | 128.63平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,310,"24,101元/平"
嘉德现代城 精装四室两厅 双证全可贷款 带车库 随时看,嘉德现代城 -宝龙城,4室2厅 | 180平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,269,"14,945元/平"
龙湾别墅 7室3厅 南 北,龙湾别墅 -高铁新区,7室3厅 | 380平米 | 南 北 | 其他 | 低楼层(共3层)  | 暂无数据,0人关注 / 5个月以前发布,350,"9,211元/平"
银座顶复式，简单装修，有电梯，有钥匙，随时看房,银座城市廣場 -火车站,5室2厅 | 241平米 | 南 北 | 其他 | 高楼层(共26层)  | 板塔结合,0人关注 / 10个月以前发布,370,"15,353元/平"
嘉和新城北区 三层别墅  南北通透  小区环境优美,嘉和园 -南开发区,4室4厅 | 238.98平米 | 南 北 | 毛坯 | 2层  | 板塔结合 | 联排别墅 ,0人关注 / 4个月以前发布,360,"15,065元/平"
擂鼓石大街迎胜文化路好停车好楼层经典户型,岱下阳光花园 -天外村,3室2厅 | 139平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 3个月以前发布,298,"21,439元/平"
金科桃花源  精装修  满二  院子  地下,金科桃花源 -彩石溪,2室2厅 | 90平米 | 南 | 其他 | 低楼层(共4层)  | 板塔结合,0人关注 / 2个月以前发布,289,"32,112元/平"
方园小区 宝龙环山路生活圈 电梯洋房单位宿舍,方园小区 -宝龙城,3室2厅 | 128.63平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,310,"24,101元/平"
中心医院和睦家园 3室2厅 南 北,中心医院和睦家园 -火车站,3室2厅 | 123平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,245,"19,919元/平"
嘉和新城 精装 五楼带阁楼 南北通透 带储藏 随时看房,嘉和新城 -南开发区,3室2厅 | 120平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,104,"8,667元/平"
宝龙城市广场 电梯复式 精装修 5室 适合3代居住,宝龙城市广场 -宝龙城,5室4厅 | 246平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,290,"11,789元/平"
丽景花园 3室2厅 南 北,丽景花园 -岱庙,3室2厅 | 143.88平米 | 南 北 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 4个月以前发布,380,"26,411元/平"
嘉德现代城 精装四室两厅 双证全可贷款 带车库 随时看,嘉德现代城 -宝龙城,4室2厅 | 180平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,269,"14,945元/平"
龙湾别墅 7室3厅 南 北,龙湾别墅 -高铁新区,7室3厅 | 380平米 | 南 北 | 其他 | 低楼层(共3层)  | 暂无数据,0人关注 / 5个月以前发布,350,"9,211元/平"
环山路南 水岸嘉园 车位配房 三室双卫,水岸嘉园 -宝龙城,3室2厅 | 129.28平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,269,"20,808元/平"
彩虹新苑 精装大四室两厅 带配房 停车方便 单位房,彩虹新苑 -宝龙城,4室2厅 | 168平米 | 南 北 | 其他 | 低楼层(共5层)  | 板楼,0人关注 / 3个月以前发布,269.8,"16,060元/平"
两层洋房！御景龙城 带车位和车库 满五唯一  精装修,御景龙城 -南开发区,4室3厅 | 189平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 8个月以前发布,180,"9,524元/平"
天房美郡国际城，精装未住，联排别墅户型好。诚心出售,天房美郡国际城 -高铁新区,6室3厅 | 340平米 | 南 | 其他 | 低楼层(共3层)  | 暂无数据,1人关注 / 3个月以前发布,740,"21,765元/平"
新上房源 泺亨国际  上下两层 边户 带大露台 毛坯,泺亨国际 -南开发区,5室3厅 | 178平米 | 南 北 | 毛坯 | 高楼层(共10层)  | 暂无数据,0人关注 / 4个月以前发布,180,"10,113元/平"
新六 中对过育新园 一楼带院子70平 采光好 精装修,育新园 -东湖公园,3室2厅 | 138平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,319,"23,116元/平"
中达山城国际1-1-1-1 59.09m²,中达山城国际 -泮河景区,1室1厅 | 59.09平米 | 南 北 | 精装 | 低楼层(共22层)  | 塔楼,0人关注 / 一年前发布,48,"8,124元/平"
五矿大平层带车位 满二 高新一 中 书香世家嘉和,五矿·万境水岸 -南开发区,4室2厅 | 170平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 暂无数据,0人关注 / 7个月以前发布,161,"9,471元/平"
华府天地，一梯一户，电梯房，大户型，有证，可贷款,华府天地 -火车站,3室2厅 | 175平米 | 南 北 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,490,"28,000元/平"
五矿王境水岸 精装复式 好楼层,五矿·万境水岸 -南开发区,4室2厅 | 124平米 | 南 北 | 精装 | 低楼层(共34层)  | 暂无数据,1人关注 / 4个月以前发布,155,"12,500元/平"
环山路观山房，好楼层，精装修，电梯房,康源逸景 -宝龙城,3室2厅 | 128平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,2人关注 / 4个月以前发布,170,"13,282元/平"
五矿万境水岸别墅 位置好 上三负一 实用面积大 采光好,五矿·万境水岸 -南开发区,5室2厅 | 190平米 | 南 | 其他 | 3层  | 暂无数据 | 联排别墅 ,3人关注 / 一年前发布,340,"17,895元/平"
云水谣南北通透户型，布局设计合理没有浪费空间,绿地云水谣 -高铁新区,3室2厅 | 140平米 | 南 北 | 其他 | 中楼层(共11层)  | 塔楼,1人关注 / 一年前发布,139,"9,929元/平"
皇冠河滨园 顶层复式 四室户型 客厅挑高 免大税 诚售,皇冠河滨园 -南开发区,4室3厅 | 147平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,85,"5,783元/平"
东湖小区 精装大四室 户型方正 停车方便,东湖社区 -东湖公园,4室2厅 | 147平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,4人关注 / 7个月以前发布,238,"16,191元/平"
此房叠拼，带车库储藏室，精装修短住,花园洲 -岱岳区区委,5室3厅 | 213平米 | 南 | 精装 | 中楼层(共4层)  | 暂无数据,0人关注 / 2个月以前发布,280,"13,146元/平"
电梯小高层 一梯两户 带配房 南北通透 证满五年,雷诺名郡 -宝龙城,3室2厅 | 136平米 | 南 北 | 其他 | 中楼层(共15层)  | 板楼,0人关注 / 3个月以前发布,210,"15,442元/平"
龙潭路多层洋房，免大税有配房，奥林匹克花园 有钥匙,泰安奥林匹克花园 -南开发区,3室2厅 | 128平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,102,"7,969元/平"
低密社区 海普凤凰城 大三室 带配房 证满两年,海普凤凰城 -南开发区,3室2厅 | 145平米 | 南 北 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 8个月以前发布,126,"8,690元/平"
凤凰小区 精装 采光好 户型好 看房方便,凤凰小区(唐訾路) -小井,3室2厅 | 162平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,165,"10,186元/平"
皇冠河滨园  电梯洋房 精装修复式  拎包入住 采光好,皇冠河滨园 -南开发区,5室2厅 | 223.4平米 | 南 北 | 精装 | 高楼层(共10层)  | 暂无数据,7人关注 / 8个月以前发布,150,"6,715元/平"
花园洋房大平层三楼 海普凤栖湾带车库配房 高新一 中,凤栖湾小区 -南开发区,4室2厅 | 208平米 | 南 北 | 精装 | 中楼层(共4层)  | 暂无数据,0人关注 / 7个月以前发布,179,"8,606元/平"
彩石溪金科桃花源双拼别墅229.23平，地下车位，急售中,金科桃花源 -彩石溪,6室2厅 | 230平米 | 南 北 | 其他 | 低楼层(共3层)  | 暂无数据,1人关注 / 6个月以前发布,500,"21,740元/平"
泰山新湖绿源 精装 满五 带部分家具家电,泰山新湖绿园 -岱岳区区委,4室3厅 | 300平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,8人关注 / 一年前发布,338,"11,267元/平"
正规两室 满二地暖 集暖 东岳鑫城 高铁站 新干线,东岳鑫城 -高铁新区,2室2厅 | 91平米 | 南 | 简装 | 中楼层(共28层)  | 塔楼,0人关注 / 22天以前发布,70,"7,693元/平"
高铁站 政务大厅 好楼层  带车库 看房方便,立丰苑 -岱岳区,2室2厅 | 99.62平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 24天以前发布,60,"6,023元/平"
华新新干线，精装修，南北通透，采光好，高铁站,华新新干线 -高铁新区,2室2厅 | 93.57平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 21天以前发布,78,"8,337元/平"
宝龙城市广场 东岳  向阳小区东区两室朝阳60平,向阳东区 -宝龙城,2室1厅 | 60平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 23天以前发布,83.5,"13,917元/平"
泰安恒大城 精装两室 带储藏室 价格可聊,恒大城 -高铁新区,2室2厅 | 96平米 | 南 | 精装 | 高楼层(共26层)  | 塔楼,0人关注 / 28天以前发布,80,"8,334元/平"
精装修 两室改三室 南北通透 阳台不算面积看房方便,东岳鑫城 -高铁新区,3室1厅 | 92.7平米 | 南 北 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 31天以前发布,75,"8,091元/平"
泰山区 恒大城精装修大两室 泰安老街,恒大城 -高铁新区,2室2厅 | 96平米 | 南 北 | 精装 | 中楼层(共26层)  | 塔楼,0人关注 / 23天以前发布,76,"7,917元/平"
此房一室朝阳，总价低 过渡房，交通便利，配套齐全,财东小区 -南湖公园,2室1厅 | 67.34平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 31天以前发布,58,"8,614元/平"
高铁站 曹家村小区带储藏室 南北通透 卧虎山高铁医院,曹家村社区 -泮河景区,3室2厅 | 105平米 | 南 北 | 简装 | 低楼层(共17层)  | 塔楼,0人关注 / 23天以前发布,72,"6,858元/平"
小高层 无大税 边户 无遮挡 精装修 采光好岳峰 长城路,名仕尚座 -体育中心,2室1厅 | 62.82平米 | 西 | 精装 | 低楼层(共17层)  | 板塔结合,0人关注 / 30天以前发布,56.6,"9,010元/平"
万达附院旁 松园小区 长城东区 好楼层 总价低 可贷款,松园小区 -万达广场,2室1厅 | 61平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 21天以前发布,65,"10,656元/平"
16层小高层 小三室 精装 带车位储藏室 满二 泮河小镇,德天泮河小镇 -泮河景区,3室2厅 | 95平米 | 南 | 精装 | 中楼层(共16层)  | 暂无数据,0人关注 / 16天以前发布,98,"10,316元/平"
青山小区 通透两室 火车站 汽车站 三里小区 温州步行,青山小区 -火车站,2室1厅 | 53.72平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 20天以前发布,39,"7,260元/平"
位于泰山景区红门上面，二层小楼 实用面积300多,罗汉崖村 -方特大区,6室6厅 | 171.25平米 | 南 西北 | 精装 | 低楼层(共3层)  | 暂无数据,0人关注 / 25天以前发布,600,"35,037元/平"
名仕尚座 精装两室 中间楼层 看房方便 满五唯一,名仕尚座 -体育中心,2室2厅 | 92平米 | 南 北 | 简装 | 中楼层(共29层)  | 板楼,0人关注 / 28天以前发布,78,"8,479元/平"
万达旁 长城东区低楼层两室 看房方便,长城东区 -万达广场,2室2厅 | 70平米 | 南 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 18天以前发布,80,"11,429元/平"
价格合适，随时可以看房，税费清晰，好地段。,西更道社区 -火车站,2室1厅 | 55平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 27天以前发布,49.8,"9,055元/平"
鲁商中心小高层精装三室免大税 车位储藏室云集十二中,鲁商中心 -泮河景区,3室2厅 | 118平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 30天以前发布,142,"12,034元/平"
精装急售  大展鸿府  泮河公园旁，环境优美，好楼层，,大展鸿府 -泮河景区,3室1厅 | 101.66平米 | 南 | 简装 | 低楼层(共31层)  | 板楼,0人关注 / 30天以前发布,102,"10,034元/平"
万达旁 两室一厅 南北通透 证满五年 泰山区好楼层,松园小区 -万达广场,2室1厅 | 65.08平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 10个月以前发布,69.6,"10,695元/平"
花园小区北区 2室中间户 南实小 新六中,岱庙街道花园社区 -东湖公园,2室1厅 | 52平米 | 南 北 | 精装 | 高楼层(共5层)  | 暂无数据,1人关注 / 5个月以前发布,75.8,"14,577元/平"
