标题,开发商,房子信息,发布信息,售价/万,单价
青年路碱泉街兵二日月星光地暖电梯复式采光好人车分流,日光小区 -青年路,4室3厅 | 234.2平米 | 南 北 | 简装 | 高楼层(共13层)  | 板楼,12人关注 / 一年前发布,178,"7,601元/平"
房子大两室两厅 拎包入户 没有物业费,劳动厅家属院 -幸福路,2室1厅 | 89.78平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 4个月以前发布,60,"6,684元/平"
出售山水兰亭精装两室 采光充足 视野宽阔配套设施齐全,山水兰亭小区 -天山区,2室1厅 | 86.8平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,2人关注 / 5个月以前发布,61,"7,028元/平"
此房满五唯一，两室两厅，户型好，,钢花迎宾苑 -机场,2室2厅 | 75.1平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,46,"6,126元/平"
花园小两室 房屋产权清晰 随时可以看房,幸福花园四期 -幸福路,2室1厅 | 52.51平米 | 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 8个月以前发布,42.8,"8,151元/平"
业主急售！科学院精装多层大2居，人杰地灵,自治区质量技术监督局北京路住宅区 -小西沟,2室2厅 | 105.8平米 | 东 西 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,140,"13,233元/平"
红庙子品质小区 荣和城毛坯两室,荣和城三期和郡 -油运司,2室2厅 | 73.67平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,11人关注 / 一年前发布,64,"8,688元/平"
北门光明路设计院 小区院内停车方便 南北通透采光佳,建筑设计院小区 -大小西门,2室2厅 | 74.98平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 8个月以前发布,145,"19,339元/平"
珠江涵碧景苑，高层电梯21楼，采光视野好， 新精装,珠江涵碧景苑 -珠江路,3室2厅 | 105.12平米 | 西南 | 精装 | 32层  | 塔楼,6人关注 / 一年前发布,100,"9,513元/平"
嘉美轩电梯精装三室 北京路地铁站 另售地下停车位,嘉德园 -铁路局,3室2厅 | 140.74平米 | 东 南 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,152,"10,801元/平"
楼层好，采光好，客厅宽敞出门300米可做公交车,和兴雅轩 -西山,2室1厅 | 70.59平米 | 南 | 毛坯 | 低楼层(共11层)  | 塔楼,1人关注 / 8个月以前发布,51,"7,225元/平"
3层复式 南北通透 有花园 晒台 采光充足 视野宽阔,空中花园 -天山区,3室2厅 | 177.98平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 4个月以前发布,280,"15,733元/平"
位置好，单价低，出行方便，配套成熟，门口就是步行街,有色金鑫花园二期 -喀什东路,2室1厅 | 94.36平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 一年前发布,75,"7,949元/平"
简装小两室，高楼层。。。。。。,有色金鑫花园二期 -喀什东路,2室2厅 | 68.55平米 | 南 | 简装 | 中楼层(共32层)  | 板楼,2人关注 / 一年前发布,62,"9,045元/平"
幸福路 电梯房 精装修 4室 南北通透，2007年地暖房,团校家属院 -幸福路,4室2厅 | 135.89平米 | 南 北 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 5个月以前发布,130,"9,567元/平"
五星路 教育学院东校区 单位房子 2楼 可以按揭,军区五星小区 -水磨沟区,3室2厅 | 117平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,2人关注 / 7个月以前发布,83,"7,095元/平"
幸福花园精装好房急售，楼栋位置好且安静，好停车,幸福花园四期 -幸福路,3室2厅 | 145.47平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 8个月以前发布,93,"6,394元/平"
价格便宜装修干净 证件齐全 即买即住。。。。,幸福花园四期 -幸福路,2室1厅 | 86.5平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,55,"6,359元/平"
东后街 兵二旁 小区安静 院子好停车 户型方正,东后街8号院 -未知商圈,2室1厅 | 78平米 | 东 西 | 简装 | 低楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,70.1,"8,988元/平"
两室两厅标注户型 拎包入住 房东诚心出售,幸福城市花园 -天山区,2室2厅 | 88.67平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,70,"7,895元/平"
天山区碱泉街八中家属院兵二后门商圈好交通便利2室2厅,八中家属院 -碱泉街,2室2厅 | 71.76平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,58,"8,083元/平"
碱泉街诚盛花园三室两厅两卫精装修 居家自住保养好,诚盛花园 -碱泉街,3室2厅 | 117.34平米 | 东 西 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,83,"7,074元/平"
工一师家属院 1室1厅 南,工一师家属院 -未知商圈,1室1厅 | 48平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,30,"6,250元/平"
户型南北通透，采光好，小区配套设施完善,桃源九点阳光A区 -西山,2室2厅 | 101.37平米 | 南 北 | 精装 | 低楼层(共15层)  | 暂无数据,3人关注 / 8个月以前发布,67,"6,610元/平"
桃源九点阳光一期B区 三室两厅 毛坯,桃源九点阳光一期B区 -西山,3室2厅 | 151.93平米 | 南 | 毛坯 | 高楼层(共23层)  | 暂无数据,0人关注 / 一年前发布,80,"5,266元/平"
视野开阔，无遮挡建筑物，采光好，配套完善，交通便利,荣和城三期和郡 -油运司,2室2厅 | 85.8平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 5个月以前发布,76,"8,858元/平"
新市区北京南路，房子多层三楼，南北的房子,准噶尔小区 -新市区,2室1厅 | 64.1平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,1人关注 / 10个月以前发布,58,"9,049元/平"
珠江路 和平桥 多层二楼 两室两厅 南北向 户型采光好,粮储公司家属院 -商贸城,2室2厅 | 66平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,49.5,"7,500元/平"
西虹西路南梁坡得锦花园旁低楼层2居室出售,天际小区 -友好,2室1厅 | 64平米 | 东 西 | 简装 | 中楼层(共5层)  | 暂无数据,4人关注 / 一年前发布,43,"6,719元/平"
儿童公园 新市区BRT 科技馆旁两居室,电业局南院小区 -友好,2室1厅 | 72.72平米 | 南 西 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,53.5,"7,357元/平"
百信幸福苑二期 一楼 干净整洁  拎包入住 看房方便,百信幸福苑二期 -幸福路,3室2厅 | 125.52平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,155,"12,349元/平"
万科兰乔圣菲 4室2卫南北通透大平层  诚心出售！,兰乔圣菲 -西山,4室2厅 | 146.5平米 | 南 北 | 精装 | 11层  | 暂无数据,0人关注 / 一年前发布,175,"11,946元/平"
新城花园大两室看房方便交通便利,新城花园小区 -友好,2室2厅 | 91.64平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 10个月以前发布,95,"10,367元/平"
河南东路康尔佳楼上35小 两室高层,金辰大厦 -铁路局,2室2厅 | 102平米 | 南 | 简装 | 高楼层(共16层)  | 板塔结合,0人关注 / 8个月以前发布,80,"7,844元/平"
北门 五星路八一家属院60平 5楼 两室 中装,八一中学家属院 -北门,2室1厅 | 60.08平米 | 南 北 | 精装 | 高楼层(共5层)  | 暂无数据,0人关注 / 一年前发布,150,"24,967元/平"
莱茵庄园精装两室一楼带花园出售中。。。,莱茵庄园 -机场,2室2厅 | 77.19平米 | 南 北 | 精装 | 低楼层(共8层)  | 板楼,0人关注 / 7个月以前发布,84.8,"10,986元/平"
锂盐厂家属院小区，月供只需1500元,锂盐厂小区 -仓房沟,2室1厅 | 63平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 8个月以前发布,38,"6,032元/平"
国鑫苑两室两厅一厨一卫标准户型,国鑫苑花园小区 -商贸城,2室2厅 | 77.81平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,0人关注 / 11个月以前发布,50,"6,426元/平"
会展片区御园世家御园公馆金色嘉园赛博特碧水源,万泰碧水园 -美居,2室2厅 | 68.85平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,56.6,"8,221元/平"
乌鲁木齐沙依巴克区涵碧景园的精装修房子,珠江涵碧景苑 -珠江路,3室2厅 | 137平米 | 东 西 | 简装 | 32层  | 塔楼,2人关注 / 4个月以前发布,119.5,"8,723元/平"
广源小区 4楼，采光充足，交通便利,广源小区 -珠江路,2室1厅 | 71.2平米 | 东 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,60,"8,427元/平"
轮胎厂小区 2室1厅 南,轮胎厂小区 -喀什东路,2室1厅 | 55.56平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 一年前发布,36,"6,480元/平"
水木尚城142平米精装修大平层，带地下室带车位,特变水木尚城 -天汇汽车城,3室2厅 | 142平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,120,"8,451元/平"
2012年地暖房 总价低 三室 全明 随时看,和兴嘉苑 -喀什东路,3室2厅 | 88.62平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,8人关注 / 一年前发布,63,"7,110元/平"
兵一 卫生巷 北门 空户空 采光好 拎包入住,红山路282号院 -北门,2室1厅 | 65.34平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,1人关注 / 一年前发布,168,"25,712元/平"
标准两室 位置好 配套齐全 出行方便,银河青城 -医学院,2室1厅 | 93.03平米 | 东 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,88,"9,460元/平"
天山区 万科天山府旁 耀和荣裕精装三室拎包入住,耀和荣裕 -天山区,3室2厅 | 110.94平米 | 南 北 | 精装 | 高楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,130,"11,719元/平"
特变水木尚城105平卫生间带窗户三室,特变水木尚城 -天汇汽车城,3室2厅 | 104.77平米 | 南 北 | 简装 | 高楼层(共17层)  | 板楼,0人关注 / 6个月以前发布,78,"7,445元/平"
南门 红旗路 人民路 大小西门商圈 低楼层 好户型,马市小区 -大小西门,1室1厅 | 53平米 | 东南 | 简装 | 中楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,55,"10,378元/平"
天山区 翠泉路 司法警官学院97.8平精装修房急售,司法警官学校家属楼 -碱泉街,2室2厅 | 97.64平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,22人关注 / 一年前发布,87.5,"8,962元/平"
米东一期三室四楼简装118平出售,米东新城 -天汇汽车城,3室2厅 | 117.99平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,68.5,"5,806元/平"
天山区青年路中层三室两厅金鑫洪福花园,金鑫洪福花园 -青年路,3室2厅 | 99.97平米 | 东 西 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,96,"9,603元/平"
天津路，爱家*市，户型方正，采光好,通用小区 -长春路,2室2厅 | 63.71平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,42,"6,593元/平"
北门地铁口前进路精装两室一  中 十三 好停车随时过户,前进路5号电业局家属院 -北门,2室1厅 | 65.77平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,2人关注 / 7个月以前发布,146,"22,199元/平"
北京南路沿线36小29中拎包入住小两居可按揭,新疆维吾尔社会科学院家属院 -小西沟,2室1厅 | 60.86平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,56,"9,202元/平"
创新广场商圈 出行方便 小区出门就是BRT公交车,金盾花苑 -长春路,2室2厅 | 99.06平米 | 南 北 | 简装 | 低楼层(共18层)  | 板楼,3人关注 / 一年前发布,78.8,"7,955元/平"
铁路局地铁口县医院金耀辉小区五一广场汇嘉时代广场,金耀辉小区 -铁路局,2室2厅 | 71平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,55,"7,747元/平"
华凌市场红山公园交通便利出行方便,华顺综合楼 -红山公园,2室1厅 | 77.36平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,55,"7,110元/平"
精装修 三室 拎包入住 高层采光通风好,特变水木尚城 -天汇汽车城,3室2厅 | 107.64平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,2人关注 / 一年前发布,79.8,"7,414元/平"
采光好 视野好 ，成熟小区 生活便利。交通方便。,百姓康城果岭一期 -长春路,2室1厅 | 55.3平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 9个月以前发布,53,"9,585元/平"
44中旁 四季风情园南区 两室 4楼 一梯两户,四季风情园南区 -植物园,2室2厅 | 85.51平米 | 东 西 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,66,"7,719元/平"
天津路，爱家*市，户型方正，采光好,通用小区 -长春路,2室2厅 | 63.71平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,42,"6,593元/平"
二宫体育馆 铁路局商圈  汇嘉时代广场  漫街生活广场,奥林小区 -长春路,2室1厅 | 65.44平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,54,"8,252元/平"
新疆财经大学南校区家属院 2室2厅 东,新疆财经大学南校区家属院 -小西沟,2室2厅 | 94.68平米 | 东 | 精装 | 中楼层(共24层)  | 塔楼,0人关注 / 8个月以前发布,120,"12,675元/平"
南门国际城 七中 出行方便 地段优越,南门国际城 -南门,2室2厅 | 81.16平米 | 南 北 | 简装 | 低楼层(共32层)  | 暂无数据,0人关注 / 7个月以前发布,116,"14,293元/平"
12年地暖房，带晒台60平，可养花视野开阔,和兴嘉苑 -喀什东路,3室2厅 | 149.15平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,85,"5,699元/平"
青年路碱泉街诚盛花园中间楼层标准户型两室,诚盛花园 -碱泉街,2室2厅 | 73.4平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,52,"7,085元/平"
碱泉街俩室拎包入住，采光好。。,诚盛花园 -碱泉街,3室2厅 | 113.64平米 | 南 北 | 简装 | 中楼层(共8层)  | 塔楼,2人关注 / 一年前发布,98,"8,624元/平"
青年路 向阳花园一期两室两厅现房,向阳花园一期 -碱泉街,2室2厅 | 96.65平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,87.5,"9,054元/平"
采光充足，视野开阔，居住度舒适、免费停车,专汽小区 -碱泉街,2室1厅 | 61平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 8个月以前发布,47,"7,705元/平"
采光好 户型方正，价格实惠 ，看房方便，诚心卖,军事部家属院 -碱泉街,2室1厅 | 57.14平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,95,"16,626元/平"
楼层高   客厅大   卧室都有大窗户,泰翔小区 -商贸城,2室2厅 | 86.5平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,4人关注 / 一年前发布,53,"6,128元/平"
诚盛花园  交通便利   配套齐全,诚盛花园 -碱泉街,2室2厅 | 90平米 | 东 西 | 简装 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,70,"7,778元/平"
小区门口是brt车站，二号线直达火车南站，旁边还有公,方苑小区 -青年路,2室1厅 | 64.99平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,44,"6,771元/平"
诚盛花园 2室2厅 南 北,诚盛花园 -碱泉街,2室2厅 | 94.42平米 | 南 北 | 精装 | 低楼层(共7层)  | 暂无数据,2人关注 / 8个月以前发布,75,"7,944元/平"
北京路小西沟地铁口家乐福旁苏香台壹号,苏香台壹号 -小西沟,3室2厅 | 112.15平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 7个月以前发布,145,"12,930元/平"
此房满五，南，楼层高采光好通风佳，户型标准,天峰花园 -碱泉街,2室2厅 | 85平米 | 东 西 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,57.8,"6,800元/平"
青年路日月星光诚盛花园4室2厅1厨1阳精装,诚盛花园 -碱泉街,4室2厅 | 146平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,11人关注 / 一年前发布,88,"6,028元/平"
建国路220号 一室一厅单身公寓 出行便利,建国路220号 -未知商圈,1室1厅 | 46.3平米 | 南 北 | 毛坯 | 高楼层(共4层)  | 暂无数据,0人关注 / 4个月以前发布,35,"7,560元/平"
兵团一建家属院 2室1厅 南 北,兵团一建家属院 -北门,2室1厅 | 66.48平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,180,"27,076元/平"
恒福大厦 2室1厅 南,恒福大厦 -北门,2室1厅 | 106.37平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,1人关注 / 11个月以前发布,206,"19,367元/平"
碱泉街三街 向阳花园 东后街四医院 金莹小区3号楼,金莹小区 -碱泉街,2室1厅 | 87.86平米 | 东 西 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,63,"7,171元/平"
博阳园  电梯房  两室，南北通透,博阳园 -美居,2室2厅 | 84.88平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 6个月以前发布,71,"8,365元/平"
青年路碱泉街翰林尚苑2012年地暖房精装修临 近兵二,翰林尚苑 -碱泉街,2室1厅 | 72.59平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,67,"9,230元/平"
五星南路392号自治区党校住宅 2室2厅 南 北,五星南路392号自治区党校住宅 -北门,2室2厅 | 79.19平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,199,"25,130元/平"
