标题,开发商,房子信息,发布信息,售价/万,单价
龙记帝景湾 3室2厅 南 北,龙记帝景湾 -城北,3室2厅 | 120.01平米 | 南 北 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 3天以前发布,170,"14,166元/平"
融侨馨苑 3室1厅 东南,融侨馨苑 -城南,3室1厅 | 87.76平米 | 东南 | 简装 | 中楼层(共33层)  | 板楼,0人关注 / 9天以前发布,170,"19,372元/平"
农杂公司小区 3室2厅 南 北,农杂公司小区 -长安,3室2厅 | 126.66平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 31天以前发布,108,"8,527元/平"
金仕华城 2室2厅 南 北,金仕华城 -城北,2室2厅 | 91.7平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,92,"10,033元/平"
恒大城 3室2厅 南 北,恒大城 -城西,3室2厅 | 114.27平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,12人关注 / 3个月以前发布,185,"16,190元/平"
华洲城熙悦都 3室2厅 南 北,华洲城熙悦都 -城西,3室2厅 | 88.61平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,212,"23,926元/平"
绿地新里格林公馆 3室2厅 南 北,绿地新里格林公馆 -西咸,3室2厅 | 93平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 暂无数据,0人关注 / 12天以前发布,85,"9,140元/平"
宏林名座 3室2厅 东南,宏林名座 -城北,3室2厅 | 119.25平米 | 东南 | 简装 | 中楼层(共23层)  | 塔楼,4人关注 / 3个月以前发布,113,"9,476元/平"
紫郡长安 3室1厅 南 北,紫郡长安 -城南,3室1厅 | 100.62平米 | 南 北 | 精装 | 中楼层(共31层)  | 板塔结合,2人关注 / 1个月以前发布,140,"13,914元/平"
天朗蓝湖树 3室2厅 东南,天朗蓝湖树 -鱼化寨,3室2厅 | 127.22平米 | 东南 | 精装 | 中楼层(共23层)  | 塔楼,19人关注 / 4个月以前发布,260,"20,438元/平"
天地源枫林意树 3室2厅 南 北,天地源枫林意树 -科技六路,3室2厅 | 118.17平米 | 南 北 | 精装 | 26层  | 板楼,10人关注 / 11个月以前发布,286,"24,203元/平"
天地源枫林意树 3室2厅 东南 南 北,天地源枫林意树 -科技六路,3室2厅 | 129.74平米 | 东南 南 北 | 精装 | 15层  | 板塔结合,63人关注 / 一年前发布,377,"29,059元/平"
天朗莱茵小城 2室2厅 东南,天朗莱茵小城 -城西,2室2厅 | 79.42平米 | 东南 | 精装 | 中楼层(共27层)  | 板塔结合,0人关注 / 1个月以前发布,121,"15,236元/平"
兰蒂斯城2期 3室2厅 南 北,兰蒂斯城2期 -城东,3室2厅 | 107.73平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,28人关注 / 6个月以前发布,163,"15,131元/平"
中华世纪城 3室2厅 南 北,中华世纪城 -唐延路,3室2厅 | 134.68平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,4人关注 / 3个月以前发布,252,"18,712元/平"
天朗莱茵小城 2室2厅 东南,天朗莱茵小城 -城西,2室2厅 | 79.42平米 | 东南 | 精装 | 中楼层(共27层)  | 板塔结合,0人关注 / 1个月以前发布,121,"15,236元/平"
华远锦悦 3室2厅 南 北,华远锦悦 -经开南,3室2厅 | 138.44平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,2人关注 / 3个月以前发布,258,"18,637元/平"
浐灞新城翠园小区 3室2厅 南 西,浐灞新城翠园小区 -纺织城,3室2厅 | 106.55平米 | 南 西 | 精装 | 低楼层(共12层)  | 板楼,8人关注 / 一年前发布,118,"11,075元/平"
科创小区南区 2室2厅 南,科创小区南区 -城南,2室2厅 | 89.62平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,37人关注 / 一年前发布,112,"12,498元/平"
子午美居 2室2厅 南,子午美居 -长安,2室2厅 | 81.26平米 | 南 | 精装 | 高楼层(共25层)  | 板塔结合,0人关注 / 7个月以前发布,120,"14,768元/平"
天然居二期 2室1厅 南,天然居二期 -城东,2室1厅 | 84.9平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,1人关注 / 1个月以前发布,120,"14,135元/平"
枫林绿洲 3室2厅 南 北,枫林绿洲 -高新三小,3室2厅 | 125.49平米 | 南 北 | 精装 | 10层  | 板楼,7人关注 / 一年前发布,399,"31,796元/平"
永乐小区 2室1厅 南,永乐小区 -城东,2室1厅 | 64.73平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 1个月以前发布,67.5,"10,428元/平"
沁水新城 3室2厅 南 北,沁水新城 -安装四处,3室2厅 | 101.11平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,125,"12,363元/平"
保利曲江春天里 4室2厅 南 北,保利曲江春天里 -曲江,4室2厅 | 122.62平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,111人关注 / 1个月以前发布,292,"23,814元/平"
恒大名都 2室2厅 南,恒大名都 -浐河西路,2室2厅 | 81.95平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,120,"14,644元/平"
魏玛公馆 3室2厅 南 北,魏玛公馆 -经开北,3室2厅 | 138平米 | 南 北 | 精装 | 低楼层(共24层)  | 板塔结合,2人关注 / 1个月以前发布,248,"17,972元/平"
农垦花园 3室2厅 东 南 北,农垦花园 -城北,3室2厅 | 129.86平米 | 东 南 北 | 简装 | 高楼层(共7层)  | 板楼,45人关注 / 一年前发布,82,"6,315元/平"
海璟时代 3室1厅 东南,海璟时代 -经开南,3室1厅 | 111.44平米 | 东南 | 简装 | 中楼层(共33层)  | 板塔结合,16人关注 / 4个月以前发布,143,"12,833元/平"
白桦林居小区 3室2厅 南 北,白桦林居小区 -经开北,3室2厅 | 128.3平米 | 南 北 | 精装 | 高楼层(共26层)  | 塔楼,1人关注 / 2个月以前发布,236,"18,395元/平"
智慧公馆 2室2厅 南,智慧公馆 -长安,2室2厅 | 105.69平米 | 南 | 其他 | 低楼层(共30层)  | 塔楼,0人关注 / 2个月以前发布,130,"12,301元/平"
绿地骊山花城 4室2厅 南 北,绿地骊山花城 -临潼,4室2厅 | 160.73平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,11人关注 / 一年前发布,168,"10,453元/平"
兰蒂斯城2期 3室2厅 南 北,兰蒂斯城2期 -城东,3室2厅 | 107.73平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,28人关注 / 6个月以前发布,163,"15,131元/平"
佳馨花园 2室2厅 南 北,佳馨花园 -经开南,2室2厅 | 91.33平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,12人关注 / 8个月以前发布,118,"12,921元/平"
紫薇田园都市B区 2室2厅 南 北,紫薇田园都市B区 -紫薇田园都市,2室2厅 | 102.18平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,0人关注 / 3个月以前发布,192,"18,791元/平"
莱安逸境 3室2厅 南 北,莱安逸境 -高新四路,3室2厅 | 90.24平米 | 南 北 | 精装 | 高楼层(共32层)  | 塔楼,5人关注 / 5个月以前发布,205,"22,718元/平"
大华锦绣 3室2厅 南 北,大华锦绣 -纺织城,3室2厅 | 118.7平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,19人关注 / 5个月以前发布,95,"8,004元/平"
澜泊湾 3室2厅 东南,澜泊湾 -临潼,3室2厅 | 52.16平米 | 东南 | 精装 | 中楼层(共20层)  | 塔楼,0人关注 / 3个月以前发布,82,"15,721元/平"
和润坊 3室2厅 南 北,和润坊 -城东,3室2厅 | 97.23平米 | 南 北 | 精装 | 低楼层(共20层)  | 塔楼,13人关注 / 5个月以前发布,143,"14,708元/平"
恒大绿洲 3室2厅 南 北,恒大绿洲 -安装四处,3室2厅 | 112.73平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,165,"14,637元/平"
天地源枫林意树 5室2厅 南 北,天地源枫林意树 -科技六路,5室2厅 | 160.57平米 | 南 北 | 精装 | 26层  | 板楼,21人关注 / 9个月以前发布,460,"28,648元/平"
保利爱尚里 3室2厅 南 北,保利爱尚里 -科技六路,3室2厅 | 112.3平米 | 南 北 | 精装 | 34层  | 板塔结合,3人关注 / 8个月以前发布,290,"25,824元/平"
曲江春晓苑 4室2厅 南 北,曲江春晓苑 -曲江,4室2厅 | 144.3平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,37人关注 / 7个月以前发布,388,"26,889元/平"
西岸国际花园北苑 3室2厅 西,西岸国际花园北苑 -浐河西路,3室2厅 | 90.43平米 | 西 | 精装 | 中楼层(共11层)  | 板楼,2人关注 / 1个月以前发布,132,"14,597元/平"
紫薇田园都市B区 2室2厅 南 北,紫薇田园都市B区 -紫薇田园都市,2室2厅 | 102.18平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,0人关注 / 3个月以前发布,192,"18,791元/平"
灞业大境 1室1厅 南,灞业大境 -安装四处,1室1厅 | 54.63平米 | 南 | 其他 | 高楼层(共15层)  | 板塔结合,5人关注 / 2个月以前发布,81.5,"14,919元/平"
荣民宫园中央 3室2厅 南 北,荣民宫园中央 -城北,3室2厅 | 118.23平米 | 南 北 | 简装 | 高楼层(共33层)  | 板塔结合,2人关注 / 3个月以前发布,197,"16,663元/平"
绿地新里格林公馆 3室2厅 南 北,绿地新里格林公馆 -西咸,3室2厅 | 93平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 暂无数据,0人关注 / 12天以前发布,85,"9,140元/平"
五湖名邸西区 3室2厅 南 北,五湖名邸西区 -雁鸣湖,3室2厅 | 90.68平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,143,"15,770元/平"
宏林名座 3室2厅 东南,宏林名座 -城北,3室2厅 | 119.25平米 | 东南 | 简装 | 中楼层(共23层)  | 塔楼,4人关注 / 3个月以前发布,113,"9,476元/平"
荣城名苑 3室1厅 南 北,荣城名苑 -城北,3室1厅 | 104.64平米 | 南 北 | 精装 | 低楼层(共27层)  | 板塔结合,1人关注 / 1个月以前发布,156,"14,909元/平"
金辉C园 1室1厅 南,金辉C园 -城西,1室1厅 | 35.63平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,38人关注 / 7个月以前发布,30,"8,420元/平"
天第 3室2厅 南,天第 -城东,3室2厅 | 107.38平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,6人关注 / 4个月以前发布,138,"12,852元/平"
天朗大兴郡蔚蓝君城 3室2厅 南 北,天朗大兴郡蔚蓝君城 -城西,3室2厅 | 93.48平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,1人关注 / 2个月以前发布,165,"17,651元/平"
河滨丽景苑 2室1厅 西 北,河滨丽景苑 -浐河西路,2室1厅 | 102.48平米 | 西 北 | 精装 | 中楼层(共12层)  | 板塔结合,0人关注 / 3个月以前发布,95,"9,271元/平"
嘉天国际 2室2厅 东南,嘉天国际 -太白南路,2室2厅 | 94.72平米 | 东南 | 其他 | 低楼层(共22层)  | 塔楼,1人关注 / 4个月以前发布,108,"11,403元/平"
紫郡长安 3室1厅 南 北,紫郡长安 -城南,3室1厅 | 100.62平米 | 南 北 | 精装 | 中楼层(共31层)  | 板塔结合,2人关注 / 1个月以前发布,140,"13,914元/平"
枫叶高层小区 2室2厅 西,枫叶高层小区 -太白南路,2室2厅 | 78.57平米 | 西 | 简装 | 中楼层(共20层)  | 板楼,43人关注 / 一年前发布,199,"25,328元/平"
中海熙岸 3室2厅 北 南,中海熙岸 -曲江,3室2厅 | 126.02平米 | 北 南 | 精装 | 中楼层(共33层)  | 板楼,24人关注 / 一年前发布,345,"27,377元/平"
城市风景夏日景色二期 3室2厅 南 北,城市风景夏日景色二期 -高新六路,3室2厅 | 139.43平米 | 南 北 | 其他 | 14层  | 板楼,0人关注 / 4个月以前发布,274,"19,652元/平"
世纪颐园 2室1厅 南 北,世纪颐园 -高新四路,2室1厅 | 97.14平米 | 南 北 | 简装 | 中楼层(共26层)  | 塔楼,26人关注 / 7个月以前发布,118,"12,148元/平"
南飞鸿十年城 3室2厅 南 北,南飞鸿十年城 -鱼化寨,3室2厅 | 92.47平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 10天以前发布,220,"23,792元/平"
华城国际小区 2室2厅 东南,华城国际小区 -城南,2室2厅 | 93.22平米 | 东南 | 简装 | 低楼层(共30层)  | 塔楼,70人关注 / 一年前发布,124.5,"13,356元/平"
金仕华城 2室2厅 南 北,金仕华城 -城北,2室2厅 | 91.7平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,92,"10,033元/平"
华清学府城 3室2厅 南 北,华清学府城 -安装四处,3室2厅 | 92.55平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,141,"15,236元/平"
华洲城熙悦都 3室2厅 南 北,华洲城熙悦都 -城西,3室2厅 | 88.61平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,212,"23,926元/平"
融侨馨苑 3室1厅 东南,融侨馨苑 -城南,3室1厅 | 87.76平米 | 东南 | 简装 | 中楼层(共33层)  | 板楼,0人关注 / 9天以前发布,170,"19,372元/平"
农杂公司小区 3室2厅 南 北,农杂公司小区 -长安,3室2厅 | 126.66平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 31天以前发布,108,"8,527元/平"
恒大城 3室2厅 南 北,恒大城 -城西,3室2厅 | 114.27平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,12人关注 / 3个月以前发布,185,"16,190元/平"
天朗蓝湖树 3室2厅 东南,天朗蓝湖树 -鱼化寨,3室2厅 | 127.22平米 | 东南 | 精装 | 中楼层(共23层)  | 塔楼,19人关注 / 4个月以前发布,260,"20,438元/平"
河滨丽景苑 3室2厅 东 东南 南,河滨丽景苑 -浐河西路,3室2厅 | 133.84平米 | 东 东南 南 | 精装 | 低楼层(共12层)  | 板塔结合,37人关注 / 一年前发布,118,"8,817元/平"
锦园君逸东区 3室2厅 南 北,锦园君逸东区 -经开南,3室2厅 | 133.02平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,3人关注 / 5个月以前发布,255,"19,171元/平"
陕西省人民医院家属院 3室2厅 南 北,陕西省人民医院家属院 -城南,3室2厅 | 116.56平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,14人关注 / 6个月以前发布,118,"10,124元/平"
紫薇曲江意境 4室2厅 南 北,紫薇曲江意境 -曲江,4室2厅 | 174.15平米 | 南 北 | 精装 | 32层  | 板塔结合,24人关注 / 9个月以前发布,400,"22,969元/平"
蓝光公园华府 4室2厅 南 北,蓝光公园华府 -西咸,4室2厅 | 140.93平米 | 南 北 | 精装 | 9层  | 板楼,1人关注 / 1个月以前发布,268,"19,017元/平"
鸿基新城祥园 2室1厅 南,鸿基新城祥园 -鱼化寨,2室1厅 | 85.45平米 | 南 | 精装 | 24层  | 板塔结合,2人关注 / 3个月以前发布,142,"16,618元/平"
绿地与湖 3室2厅 南 北,绿地与湖 -雁鸣湖,3室2厅 | 131.97平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,3人关注 / 3个月以前发布,204,"15,459元/平"
南郊铁路局家属院 2室1厅 东 南,南郊铁路局家属院 -城东,2室1厅 | 78.5平米 | 东 南 | 精装 | 中楼层(共20层)  | 板塔结合,0人关注 / 14天以前发布,253,"32,230元/平"
恒大名都 2室1厅 南 北,恒大名都 -浐河西路,2室1厅 | 84.77平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,123,"14,510元/平"
群星汇 2室2厅 南 北,群星汇 -城南,2室2厅 | 88.08平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,43人关注 / 一年前发布,148,"16,803元/平"
东方名苑 3室2厅 南 北,东方名苑 -城北,3室2厅 | 96.67平米 | 南 北 | 简装 | 高楼层(共24层)  | 板塔结合,134人关注 / 3个月以前发布,105,"10,862元/平"
龙湖枫香庭 3室2厅 南 北,龙湖枫香庭 -经开南,3室2厅 | 118.52平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,1人关注 / 2个月以前发布,265,"22,360元/平"
龙湖紫都城 4室1厅 南 北,龙湖紫都城 -曲江,4室1厅 | 128.99平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,2人关注 / 1个月以前发布,329,"25,506元/平"
世家星城3期E区 3室2厅 南 北,世家星城3期E区 -城南,3室2厅 | 143.09平米 | 南 北 | 简装 | 低楼层(共9层)  | 板楼,23人关注 / 5个月以前发布,246,"17,192元/平"
华远海蓝城三期 3室2厅 南 北,华远海蓝城三期 -广泰门,3室2厅 | 113.4平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,4人关注 / 4个月以前发布,208,"18,343元/平"
天正幸福里 2室1厅 东南,天正幸福里 -城南,2室1厅 | 87.47平米 | 东南 | 简装 | 低楼层(共26层)  | 塔楼,1人关注 / 1个月以前发布,114,"13,034元/平"
中城国际新岛 3室2厅 东南 南,中城国际新岛 -经开南,3室2厅 | 101.46平米 | 东南 南 | 简装 | 中楼层(共14层)  | 塔楼,116人关注 / 一年前发布,79,"7,787元/平"
精典四季花园 4室2厅 南 北,精典四季花园 -城南,4室2厅 | 171.56平米 | 南 北 | 简装 | 中楼层(共12层)  | 板楼,10人关注 / 5个月以前发布,230,"13,407元/平"
西安市国税局家属区 3室2厅 南 西北,西安市国税局家属区 -黄雁村,3室2厅 | 162.7平米 | 南 西北 | 精装 | 高楼层(共26层)  | 暂无数据,8人关注 / 3个月以前发布,205.8,"12,650元/平"
华山幸福嘉苑 2室2厅 东 南,华山幸福嘉苑 -安装四处,2室2厅 | 89.96平米 | 东 南 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 1个月以前发布,104,"11,561元/平"
世纪颐园 2室1厅 南 北,世纪颐园 -高新四路,2室1厅 | 97.14平米 | 南 北 | 简装 | 中楼层(共26层)  | 塔楼,26人关注 / 7个月以前发布,118,"12,148元/平"
城市风景夏日景色二期 3室2厅 南 北,城市风景夏日景色二期 -高新六路,3室2厅 | 139.43平米 | 南 北 | 其他 | 14层  | 板楼,0人关注 / 4个月以前发布,274,"19,652元/平"
中海熙岸 3室2厅 北 南,中海熙岸 -曲江,3室2厅 | 126.02平米 | 北 南 | 精装 | 中楼层(共33层)  | 板楼,24人关注 / 一年前发布,345,"27,377元/平"
万科城·二期 3室2厅 南 北,万科城·二期 -长安,3室2厅 | 89.63平米 | 南 北 | 精装 | 低楼层(共22层)  | 板楼,0人关注 / 2个月以前发布,213,"23,765元/平"
御锦城原香 3室2厅 南 北,御锦城原香 -浐河西路,3室2厅 | 133.45平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,4人关注 / 8个月以前发布,185,"13,863元/平"
仕嘉公寓A区（绿地世纪城） 2室2厅 南 北,仕嘉公寓A区（绿地世纪城） -锦业路,2室2厅 | 88.42平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,4人关注 / 4个月以前发布,200,"22,620元/平"
金堆城花园小区 3室2厅 南 北,金堆城花园小区 -长安,3室2厅 | 107.63平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,14人关注 / 6个月以前发布,110,"10,221元/平"
天地源曲江香都 3室2厅 南 北,天地源曲江香都 -曲江,3室2厅 | 118.28平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,16人关注 / 3个月以前发布,242,"20,460元/平"
海荣豪佳花园 2室2厅 西南,海荣豪佳花园 -经开南,2室2厅 | 86.53平米 | 西南 | 简装 | 高楼层(共11层)  | 板塔结合,0人关注 / 1个月以前发布,108,"12,482元/平"
永松路市政府小区 3室2厅 南 北,永松路市政府小区 -城南,3室2厅 | 147.43平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,2人关注 / 2个月以前发布,155,"10,514元/平"
