标题,开发商,房子信息,发布信息,售价/万,单价
精装修3房 视野开阔 南北通透 省心省力省时间,香榭丽舍 -风景城邦商圈,3室1厅 | 98.62平米 | 南 北 | 精装 | 14层  | 板塔结合,0人关注 / 6天以前发布,83,"8,417元/平"
此房格局好，楼层好，视野开阔，光线充足，交通便利,锦绣花苑 -丁卯商圈,3室1厅 | 97.07平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,75,"7,727元/平"
单价5字开头的新小区，错过拍大腿！,鸿润家园 -南徐商圈,3室2厅 | 126.84平米 | 南 | 毛坯 | 高楼层(共16层)  | 暂无数据,4人关注 / 8个月以前发布,70,"5,519元/平"
大港港南花苑顶带阁四室两卫  证满税少 低首付,港南花苑新城苑 -大港新区,4室2厅 | 141.51平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,7人关注 / 7个月以前发布,53.6,"3,788元/平"
象山花园三区北区3-1-1-2 125.82m²,象山花园三区北区 -红豆购物广场商圈,3室1厅 | 125.82平米 | 南 | 精装 | 低楼层(共22层)  | 板塔结合,0人关注 / 2个月以前发布,93,"7,392元/平"
采光好. 看房方便.新小区.适合养老,瑞峰嘉苑 -大港新区,3室2厅 | 104.86平米 | 南 北 | 毛坯 | 低楼层(共15层)  | 暂无数据,0人关注 / 23天以前发布,42.5,"4,054元/平"
交通便利，纬五路美食一条街、生活配套齐全,世纪名门 -丁卯商圈,3室2厅 | 132平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 8个月以前发布,105,"7,955元/平"
3房2卫全明户型，前排无遮挡，全天候阳光，南北通透,万科沁园二期 -南徐商圈,3室2厅 | 116.56平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 一年前发布,121,"10,381元/平"
采光无遮挡。地理位置优越，小区配套齐,瑞泰新城 -丁卯商圈,2室2厅 | 112.07平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 7个月以前发布,81,"7,228元/平"
路劲四房大户型，楼层好，风景好,路劲·横山郡 -丁卯商圈,4室2厅 | 131.66平米 | 南 | 精装 | 中楼层(共16层)  | 板塔结合,0人关注 / 一年前发布,110,"8,355元/平"
环境好，闹中取静，成熟社区，紧靠崇明公园,东方华城 -句容市区,3室2厅 | 115平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,103,"8,957元/平"
户型通透 视野开阔 采光好 看房方便,京岘家园 -象山街办,3室1厅 | 104.69平米 | 南 北 | 简装 | 高楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,79,"7,547元/平"
交通便利，有吾悦广场，大润发，吉麦隆，好地段房,孔雀苑 -学府路商圈,4室2厅 | 116.71平米 | 南 北 | 精装 | 高楼层(共23层)  | 塔楼,1人关注 / 6个月以前发布,121,"10,368元/平"
采光无遮挡。地理位置优越，小区配套齐,瑞泰新城 -丁卯商圈,2室2厅 | 112.07平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 7个月以前发布,81,"7,228元/平"
交通便利，纬五路美食一条街、生活配套齐全,世纪名门 -丁卯商圈,3室2厅 | 132平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 8个月以前发布,105,"7,955元/平"
3房2卫全明户型，前排无遮挡，全天候阳光，南北通透,万科沁园二期 -南徐商圈,3室2厅 | 116.56平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 一年前发布,121,"10,381元/平"
路劲四房大户型，楼层好，风景好,路劲·横山郡 -丁卯商圈,4室2厅 | 131.66平米 | 南 | 精装 | 中楼层(共16层)  | 板塔结合,0人关注 / 一年前发布,110,"8,355元/平"
世纪豪都 4室2厅 南 北,世纪豪都 -丹阳城区商圈,4室2厅 | 249.01平米 | 南 北 | 精装 | 中楼层(共4层)  | 板楼,6人关注 / 11个月以前发布,288,"11,566元/平"
谷阳新村四区多层有12平大车库，东边户。,谷阳新村四区 -丁卯商圈,3室2厅 | 105.87平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,3人关注 / 一年前发布,67,"6,329元/平"
环境优美 交通便利 采光好 楼间距大 物业好,碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 123.15平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,5人关注 / 5个月以前发布,135,"10,963元/平"
华 润 新 村 好 房 在 售，欢 迎 咨 询,华润新村 -梦溪商圈,3室2厅 | 103.9平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 7个月以前发布,70,"6,738元/平"
彩虹城朝南户型房东急售，三开间朝南,彩虹城 -宝华商圈,3室2厅 | 83平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,91,"10,964元/平"
此房 两室两厅  全明 户型方正 小区交通便捷,经发花苑 -丁卯商圈,2室2厅 | 97.9平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,60,"6,129元/平"
中南公园物语 精装3房 楼层好 随时看房,中南公园物语 -红豆购物广场商圈,3室2厅 | 122.34平米 | 南 北 | 精装 | 高楼层(共34层)  | 暂无数据,1人关注 / 一年前发布,138,"11,281元/平"
此房精装两房   楼层好   采光好   适合居住,首创·悦府 -丁卯商圈,2室1厅 | 65.57平米 | 东南 | 精装 | 中楼层(共30层)  | 板楼,16人关注 / 一年前发布,50,"7,626元/平"
带车库车位三室房型格局好采光充足宜居房,丁卯花园 -丁卯商圈,3室1厅 | 91.46平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,1人关注 / 10个月以前发布,61.8,"6,758元/平"
精装小俩房 好物业好楼层生活方便,仙林悦城 -宝华商圈,2室1厅 | 62.27平米 | 东南 | 精装 | 高楼层(共23层)  | 板楼,3人关注 / 一年前发布,63,"10,118元/平"
朴园上观3-1-1-2 109.99m² 万达商圈,朴园上观 -万达商圈,3室1厅 | 109.99平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,6人关注 / 一年前发布,160,"14,547元/平"
公园尚城 3室1厅 南,公园尚城 -句容市区,3室1厅 | 114平米 | 南 | 毛坯 | 高楼层(共24层)  | 板楼,0人关注 / 6天以前发布,85,"7,457元/平"
交通便利出行方便  配套齐全  采光好 离大润发近,桃花坞新村八区 -梦溪商圈,2室1厅 | 60.83平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 一年前发布,66,"10,850元/平"
此房位于吾悦商圈  洋房中楼层  装修材料考究,首创·悦府 -丁卯商圈,3室1厅 | 128.89平米 | 南 | 精装 | 中楼层(共5层)  | 平房,1人关注 / 8个月以前发布,112,"8,690元/平"
户型方正 视野好 光线充足 交通便利 购物方便,神农花苑 -丁卯商圈,3室1厅 | 118.88平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 11个月以前发布,87.8,"7,386元/平"
山林苑 3室1厅 南 北,山林苑 -三茅宫商圈,3室1厅 | 97.97平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,88,"8,983元/平"
精装修 一楼带院子+阳光房 光线充足 配套设施齐全,首创·悦府 -丁卯商圈,3室2厅 | 98平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,0人关注 / 5个月以前发布,120,"12,245元/平"
桃五区，二楼，光线充足，装修好，拎包入住，有车库,桃花坞新村五区 -梦溪商圈,2室2厅 | 98.61平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,1人关注 / 一年前发布,93,"9,432元/平"
此房 两室两厅  全明 户型方正 小区交通便捷,经发花苑 -丁卯商圈,2室2厅 | 109.53平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,74,"6,757元/平"
钻石铭苑 3室2厅 南,钻石铭苑 -丁卯商圈,3室2厅 | 110平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 13天以前发布,99,"9,000元/平"
北固湾四期精装大洋房  三室两卫  有露台,招商北固湾 -东吴商圈,3室2厅 | 97.98平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,290,"29,598元/平"
香江花城精装电梯房 有露台 买断车位 拎包入住,香江花城水云轩 -红豆购物广场商圈,5室2厅 | 255.99平米 | 南 北 | 精装 | 高楼层(共17层)  | 板塔结合,3人关注 / 8个月以前发布,210,"8,204元/平"
此房豪，华装修，中，央空调带暖气片宽敞通透优雅舒适,江山名洲 -红豆购物广场商圈,4室2厅 | 166平米 | 南 北 | 精装 | 18层  | 板塔结合,7人关注 / 一年前发布,266,"16,025元/平"
中南合山居 毛坯平层户型通透采光无档 随时看房看中议,中南颐居·合山居 -红豆购物广场商圈,4室2厅 | 160平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 17天以前发布,165,"10,313元/平"
品质小区 三开间朝南户型 带车位出售,四季金辉 -宝华商圈,3室2厅 | 89.25平米 | 南 | 毛坯 | 高楼层(共34层)  | 塔楼,0人关注 / 15天以前发布,80,"8,964元/平"
精装修，纯边户，一次人没有住过。,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117平米 | 南 | 精装 | 中楼层(共32层)  | 暂无数据,0人关注 / 15天以前发布,132,"11,283元/平"
此房豪，华装修，中，央空调带暖气片宽敞通透优雅舒适,江山名洲 -红豆购物广场商圈,4室2厅 | 166平米 | 南 北 | 精装 | 18层  | 板塔结合,7人关注 / 一年前发布,266,"16,025元/平"
英格兰印象 3室2厅 南 北,英格兰印象 -风景城邦商圈,3室2厅 | 126.96平米 | 南 北 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 3个月以前发布,85,"6,696元/平"
户型方正 四室 两房朝南，采光良好，,银湖花园 -丁卯商圈,4室2厅 | 142.1平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,1人关注 / 11个月以前发布,90,"6,334元/平"
中南合山居 毛坯平层户型通透采光无档 随时看房看中议,中南颐居·合山居 -红豆购物广场商圈,4室2厅 | 160平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 17天以前发布,165,"10,313元/平"
香江花城精装电梯房 有露台 买断车位 拎包入住,香江花城水云轩 -红豆购物广场商圈,5室2厅 | 255.99平米 | 南 北 | 精装 | 高楼层(共17层)  | 板塔结合,3人关注 / 8个月以前发布,210,"8,204元/平"
此房小高层，户型好，楼层好，视野开阔，采光充足,香溪湾 -句容市区,3室1厅 | 108平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 6天以前发布,108.8,"10,075元/平"
万科沁园二期 2室1厅 南 北,万科沁园二期 -南徐商圈,2室1厅 | 81平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 7天以前发布,95,"11,729元/平"
逸景园  大三房   采光通透  好楼层 环境优美居住舒适,逸景园 -三茅宫商圈,3室1厅 | 132.25平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 一年前发布,108,"8,167元/平"
朴园上观 4室2厅 南 北,朴园上观 -万达商圈,4室2厅 | 190.97平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 8天以前发布,255,"13,353元/平"
户型方正，全屋精装一线品牌家具家电，南北通透采光佳,融创悦秀园 -丁卯商圈,3室1厅 | 124.62平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 13天以前发布,145,"11,636元/平"
户型格局方正，楼层好，视野开阔，日照充足,老北门 -大市口商圈,3室1厅 | 76.42平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,130,"17,012元/平"
中南婚装自住，装修材料好，满五,中南世纪城三区 -红豆购物广场商圈,3室2厅 | 135.23平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,140,"10,353元/平"
此房为御锦城三区高层精装三房，视野广阔，采光好,中南御锦城三区 -红豆购物广场商圈,3室2厅 | 122.94平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,8人关注 / 一年前发布,132,"10,737元/平"
招商北固湾精装洋房，三开间朝南，低密度洋房，有墙暖,招商北固湾 -东吴商圈,3室2厅 | 164.2平米 | 南 | 精装 | 中楼层(共9层)  | 板塔结合,5人关注 / 5个月以前发布,389,"23,691元/平"
精装三房，楼层好，采光好，配套设施齐全。,江滨新村西区 -东吴商圈,3室1厅 | 83.08平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,70,"8,426元/平"
东吴商圈  楼层高  采光好  有车库和汽车位  交通便利,东吴新苑 -东吴商圈,3室1厅 | 84.36平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,0人关注 / 一年前发布,69,"8,180元/平"
招商北固湾 4房精装 楼层好视野佳 明厨明卫,招商北固湾 -东吴商圈,4室2厅 | 145.71平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,1人关注 / 10个月以前发布,322,"22,099元/平"
满五唯一，滨江风光带，北固湾2期，有车位,招商北固湾 -东吴商圈,3室2厅 | 145.34平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,294,"20,229元/平"
有地暖 顶层复式 精装修 电梯房,东锦花园 -丁卯商圈,3室2厅 | 135平米 | 南 | 精装 | 高楼层(共12层)  | 板塔结合,6人关注 / 一年前发布,139,"10,297元/平"
高楼层 采光好 视野开阔 全明户型,凤凰和润苑 -大市口商圈,3室2厅 | 121.99平米 | 南 | 毛坯 | 中楼层(共27层)  | 板塔结合,6人关注 / 一年前发布,228,"18,691元/平"
中南世纪城花园洋房 南花园50平 精装4房 有车库车位,中南世纪城 -红豆购物广场商圈,4室2厅 | 142.1平米 | 北 | 精装 | 中楼层(共5层)  | 板楼,3人关注 / 一年前发布,188,"13,231元/平"
楼层好 采光充足 配套设施齐全 交通便利 成熟小区,丁卯花园 -丁卯商圈,3室1厅 | 91.55平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,59,"6,445元/平"
学府路3号 2室1厅 南 北,学府路3号 -梦溪商圈,2室1厅 | 75.28平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 5天以前发布,80,"10,627元/平"
中南电梯精装大三房 三开间朝南 全明通透 拎包入住,中南世纪城三区 -红豆购物广场商圈,3室2厅 | 135.64平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 5个月以前发布,130,"9,585元/平"
业主诚心出售，楼层好，位置佳。,招商北固湾 -东吴商圈,3室1厅 | 131.02平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,267,"20,379元/平"
茶山小区 2室1厅 南,茶山小区 -梦溪商圈,2室1厅 | 63平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 6天以前发布,52,"8,254元/平"
丁卯商圈房，配套设施齐全，交通便利。,美林湾四和苑 -丁卯商圈,3室2厅 | 98.56平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,60,"6,088元/平"
江滨新村三期 2室1厅 南,江滨新村三期 -东吴商圈,2室1厅 | 65平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 5天以前发布,48.5,"7,462元/平"
中南世纪城大三期 精装3室 户型好，采光无挡 随时看房,中南世纪城三区 -红豆购物广场商圈,3室2厅 | 106.7平米 | 南 | 精装 | 低楼层(共17层)  | 板塔结合,0人关注 / 14天以前发布,111,"10,403元/平"
香江花城紫薇苑 2室2厅 南,香江花城紫薇苑 -红豆购物广场商圈,2室2厅 | 91平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,1人关注 / 6天以前发布,83.5,"9,176元/平"
此房满五不唯一 双卧朝南 南北通透 出行方便配套齐全,京口美地 -梦溪商圈,3室2厅 | 135.16平米 | 南 北 | 精装 | 高楼层(共10层)  | 板楼,1人关注 / 一年前发布,158,"11,690元/平"
江山名洲，三室一厅，南北通透。,江山名洲 -红豆购物广场商圈,3室1厅 | 93平米 | 南 北 | 精装 | 8层  | 板塔结合,7人关注 / 一年前发布,95,"10,216元/平"
丁卯商圈房，配套设施齐全，交通便利。,美林湾四和苑 -丁卯商圈,3室2厅 | 98.56平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,60,"6,088元/平"
户型格局方正，楼层好，视野开阔，日照充足,老北门 -大市口商圈,3室1厅 | 76.42平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,130,"17,012元/平"
高楼层 采光好 视野开阔 全明户型,凤凰和润苑 -大市口商圈,3室2厅 | 121.99平米 | 南 | 毛坯 | 中楼层(共27层)  | 板塔结合,6人关注 / 一年前发布,228,"18,691元/平"
楼层好 采光充足 配套设施齐全 交通便利 成熟小区,丁卯花园 -丁卯商圈,3室1厅 | 91.55平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,59,"6,445元/平"
招商北固湾精装洋房，三开间朝南，低密度洋房，有墙暖,招商北固湾 -东吴商圈,3室2厅 | 164.2平米 | 南 | 精装 | 中楼层(共9层)  | 板塔结合,5人关注 / 5个月以前发布,389,"23,691元/平"
中南婚装自住，装修材料好，满五,中南世纪城三区 -红豆购物广场商圈,3室2厅 | 135.23平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,140,"10,353元/平"
此房为御锦城三区高层精装三房，视野广阔，采光好,中南御锦城三区 -红豆购物广场商圈,3室2厅 | 122.94平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,8人关注 / 一年前发布,132,"10,737元/平"
仙林东地铁万达茂旁精装修小三房,碧桂园仙林东郡 -宝华商圈,3室2厅 | 82.42平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,1人关注 / 一年前发布,85,"10,314元/平"
丁卯版块，位置优越，此房精装，视野开阔，交通便利,裕隆雅居 -丁卯商圈,4室2厅 | 132平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 12天以前发布,119,"9,016元/平"
万科红郡西岸 电梯洋房  边户  无遮挡 随时看,万科红郡西岸 -南徐商圈,4室2厅 | 161平米 | 南 | 毛坯 | 低楼层(共6层)  | 板塔结合,0人关注 / 6天以前发布,252,"15,653元/平"
