标题,开发商,房子信息,发布信息,售价/万,单价
安德门商圈 银城物业 交通便利 楼层采光无遮挡,时光澔韵 -小行,3室2厅 | 113.54平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,5人关注 / 2个月以前发布,420,"36,992元/平"
万裕龙庭水岸 2室1厅 南,万裕龙庭水岸 -江宁大学城,2室1厅 | 78.51平米 | 南 | 其他 | 中楼层(共24层)  | 板塔结合,9人关注 / 2个月以前发布,183,"23,310元/平"
此房满两年  户型方正  采光无任何遮挡  配套成熟。,盛江花苑石榴园 -江宁滨江,3室2厅 | 134.93平米 | 南 | 其他 | 高楼层(共11层)  | 板楼,3人关注 / 一年前发布,155,"11,488元/平"
亚东国际 满五年  精装两房 南北户型 有钥匙,亚东国际公寓 -能仁里,2室2厅 | 91.14平米 | 南 北 | 简装 | 中楼层(共9层)  | 板塔结合,7人关注 / 2个月以前发布,365,"40,049元/平"
禄口 翠屏城 三开间朝南 中间楼层 采光充足,翠屏城 -禄口,3室2厅 | 85.96平米 | 东南 | 毛坯 | 低楼层(共30层)  | 板塔结合,4人关注 / 6个月以前发布,85,"9,889元/平"
长江新村 边户全明 中楼层 采光好,长江新村 -许府巷,2室2厅 | 62.22平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,9人关注 / 4个月以前发布,210,"33,752元/平"
天润城新上大两房 房主换房急卖 随时看房,天润城 -桥北,2室2厅 | 85.59平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,6人关注 / 11个月以前发布,143,"16,708元/平"
上怡二村 满二 税少 精装 家具家电全留,上怡二村 -梅山,2室1厅 | 58平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,54人关注 / 一年前发布,76,"13,104元/平"
胜利新寓 带一个朝南储藏室 居家装,胜利新寓 -百家湖,2室1厅 | 63.17平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,13人关注 / 8个月以前发布,175,"27,704元/平"
河西CBD，新城加持，次顶楼采光好，近地铁，价格美丽,双和园 -奥体,2室1厅 | 72.59平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,31人关注 / 5个月以前发布,319,"43,946元/平"
房子小区位置优越 不临马路 好楼层 精装修 拎包入住,育才公寓西片 -凤凰西街,2室1厅 | 66.93平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,9人关注 / 5个月以前发布,480,"71,717元/平"
麒麟紫荆城晨光苑 简装两房 满两年 诚心出售 看房方便,晨光苑 -麒麟镇,2室1厅 | 64.44平米 | 南 北 | 简装 | 高楼层(共34层)  | 板楼,1人关注 / 2个月以前发布,98,"15,208元/平"
不占用 低总价两房 全明户型 楼层好阳光全天候,银城花园南片 -龙江,2室1厅 | 47.74平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,36人关注 / 10个月以前发布,369,"77,294元/平"
满五年 精装二房  楼栋好  视野棒  配套齐全 业主急售,金地自在城第二街区 -板桥,2室2厅 | 63.34平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,10人关注 / 3个月以前发布,110,"17,367元/平"
客厅朝东、楼栋位置好、采光充足、视野开阔,朗诗青春街区 -禄口,3室2厅 | 87.42平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,5人关注 / 一年前发布,110,"12,583元/平"
通透 采光好仁恒建筑高层江景业主诚心出售,洲岛家园 -江心洲,2室1厅 | 64.99平米 | 南 北 | 其他 | 高楼层(共26层)  | 板塔结合,4人关注 / 2个月以前发布,208,"32,005元/平"
小区环境好 双南中间楼层采光佳 配套成熟,来凤新村 -来凤里,2室1厅 | 48.3平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,138人关注 / 一年前发布,119,"24,638元/平"
证大大拇指广场 开发商精装修 鼓楼滨江 电梯房,证大大拇指广场 -建宁路,2室2厅 | 77.93平米 | 东北 | 精装 | 低楼层(共31层)  | 塔楼,4人关注 / 2个月以前发布,276,"35,417元/平"
楼层低 带院子 户型好 双南 看房方便,象房新村 -光华路,2室1厅 | 55平米 | 南 | 精装 | 低楼层(共5层)  | 板塔结合,24人关注 / 一年前发布,222,"40,364元/平"
东边户 满五年 朝南楼层好采光好 业主诚心卖,市政天元城 -东山镇,2室1厅 | 64.24平米 | 南 | 简装 | 高楼层(共13层)  | 板塔结合,1人关注 / 11个月以前发布,169,"26,308元/平"
满五年，南北通透，居家装修 拎包入住 业主急售,碧树园北片 -龙江,2室1厅 | 65.89平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,10人关注 / 一年前发布,430,"65,261元/平"
边户，全明户型，自住精装修 满两年,滨江嘉园 -江浦街道,2室1厅 | 61.34平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,9人关注 / 1个月以前发布,110,"17,933元/平"
双南大两房  采光好  南北通透  不占用,新河一村 -定淮门大街,2室1厅 | 57.83平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,14人关注 / 1个月以前发布,372,"64,327元/平"
月牙湖片区刚需小两房 交通方便离市区近 总价低,四方新村二村 -月牙湖,2室1厅 | 49.26平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,11人关注 / 8个月以前发布,128,"25,985元/平"
锁金村7号 双南两房 户型方正,锁金村7号 -锁金村,2室1厅 | 49.81平米 | 南 北 | 精装 | 中楼层(共4层)  | 板塔结合,38人关注 / 5个月以前发布,145,"29,111元/平"
地铁7号线 尧顺佳园 电梯房 精装修 有钥匙 随时看房,尧顺佳园 -尧化门,2室2厅 | 68.63平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,3人关注 / 2个月以前发布,159,"23,168元/平"
带露台，采光不错，南北通透明卫，拎包即可入住,大清河 -瑞金路,2室1厅 | 50.18平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 7个月以前发布,240,"47,828元/平"
精装修通透经典B户型改，干净清爽，电梯房 采光好,威尼斯水城第十五街区 -桥北,2室2厅 | 90.8平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,9人关注 / 8个月以前发布,180,"19,824元/平"
五塘三号线 五塘新村 中楼层 看房有钥匙 配套设施齐全,五塘新村 -五塘广场,2室1厅 | 57.57平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,10人关注 / 4个月以前发布,144.6,"25,118元/平"
满五唯一 楼层好 采光无遮挡 业主诚心卖,金东城雅居 -东山镇,2室1厅 | 79.71平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 11个月以前发布,175,"21,955元/平"
樱铁村 双南户型 中间楼层 精装修 两室一厅,樱铁村小区 -樱驼花园,2室1厅 | 54.36平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,73人关注 / 一年前发布,140,"25,755元/平"
河定桥欧尚旁，电梯大两房，房龄新，,同曦青春水岸 -百家湖,2室2厅 | 90.69平米 | 南 北 | 精装 | 高楼层(共16层)  | 板塔结合,2人关注 / 3个月以前发布,325,"35,837元/平"
三牌楼商圈 南北户型  前无遮挡 采光不受影响 环境好,校门口1号 -三牌楼,2室1厅 | 57.65平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,11人关注 / 5个月以前发布,162,"28,101元/平"
南京南站商圈精装修双龙嘉园小两室出售,双龙嘉园梅香路5号 -宁南,2室1厅 | 64.86平米 | 东南 | 其他 | 中楼层(共18层)  | 板楼,7人关注 / 7个月以前发布,198,"30,528元/平"
满五年不唯一 生活方便 楼层好 全明户型 精装修,安国村 -南苑,2室2厅 | 58.79平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,27人关注 / 11个月以前发布,165,"28,066元/平"
此房满五唯一 双南户型 采光无遮挡 三号线小市地铁口,小市街 -小市,2室1厅 | 64.03平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,9人关注 / 10个月以前发布,165,"25,770元/平"
满五唯一 看房方便 业主诚心出售 付款方式没要求,天润城第十二街区 -桥北,2室1厅 | 70.59平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,1人关注 / 4个月以前发布,138,"19,550元/平"
视野开阔，采光充足，生活配套设施完善，交通便利。,花港幸福城金桂园 -马群,3室2厅 | 87.84平米 | 南 北 | 简装 | 低楼层(共18层)  | 板楼,23人关注 / 6个月以前发布,139.9,"15,927元/平"
满五唯一双南户型 南北通透 精装修拎包入住,共青团路 -雨花新村,2室1厅 | 67.03平米 | 北 南 | 精装 | 中楼层(共6层)  | 板塔结合,12人关注 / 4个月以前发布,206,"30,733元/平"
中间楼层 看湖景 配套成熟 简装毛坯,百家湖国际花园 -百家湖,4室1厅 | 127.36平米 | 东南 | 毛坯 | 中楼层(共28层)  | 塔楼,37人关注 / 一年前发布,285,"22,378元/平"
研创园旁 低总价 高楼层 地铁口  生活交通方便,滨江嘉园 -江浦街道,2室1厅 | 61.35平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,1人关注 / 6个月以前发布,99,"16,137元/平"
金基 主城次新房 满五唯一 精装修 保养好 可拎包入住,金基尚书里 -大光路,2室1厅 | 47.71平米 | 南 北 | 精装 | 中楼层(共16层)  | 板楼,10人关注 / 5个月以前发布,429,"89,919元/平"
新门口中低楼层 小区环境好 一南一北 满五不唯一,新门口 -三牌楼,2室1厅 | 53.76平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,5人关注 / 5个月以前发布,158,"29,390元/平"
果品宿舍 精装小两房 全明东边户 诚心卖,水关桥 -金陵小区,2室1厅 | 50.34平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,29人关注 / 3个月以前发布,115,"22,845元/平"
开发商精装  户型方正 通风好,保利西江月 -顶山街道,3室2厅 | 87.63平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,19人关注 / 一年前发布,252,"28,758元/平"
小市地铁口  电梯房 客厅带阳台  精装修正常首付,丁香花园 -小市,2室2厅 | 71.12平米 | 南 | 其他 | 低楼层(共17层)  | 板塔结合,25人关注 / 4个月以前发布,188,"26,435元/平"
好楼层，南北朝向，视野开阔，采光好，户型方正,西妙峰庵小区 -福建路,2室1厅 | 47.46平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 5个月以前发布,128,"26,971元/平"
朗诗青春街区 小三房 近商场幼儿园 生活便利,朗诗青春街区 -禄口,3室1厅 | 82.14平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,8人关注 / 6个月以前发布,99,"12,053元/平"
迈皋桥地铁口  华电新村  采光好  诚心出售,华电新村 -迈皋桥,2室0厅 | 43.38平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,8人关注 / 3个月以前发布,98,"22,592元/平"
此房满五年，双南，视野宽阔，采光充足，配套齐全,马鞍山 -水佐岗,2室1厅 | 67.08平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,10人关注 / 8个月以前发布,436,"64,998元/平"
新街口 常府街 九莲塘 双南3房  单价低,九莲塘 -常府街,3室1厅 | 70.17平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,21人关注 / 3个月以前发布,205,"29,215元/平"
星海路 紫金明珠 不临火车道 居家两房 满五唯一 诚售,万达紫金明珠 -月牙湖,2室2厅 | 85.17平米 | 南 | 精装 | 中楼层(共10层)  | 板塔结合,19人关注 / 6个月以前发布,235,"27,592元/平"
腾飞园 一南一北全明户型 低楼层有钥匙,腾飞园 -龙江,2室1厅 | 55.33平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,9人关注 / 9个月以前发布,225,"40,666元/平"
秦外 地铁口 满五唯一 武定门 夫子庙 小西湖 楼层好,转龙车小区 -长乐路,2室1厅 | 54.02平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,32人关注 / 9个月以前发布,163,"30,175元/平"
宋都B3户型  景观楼层 可看莲花湖  一手房  视野开阔,宋都南郡国际北区 -板桥,3室2厅 | 87.54平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,2人关注 / 3个月以前发布,209,"23,875元/平"
游府新村 游小钟英 两室一厅 低楼层,游府新村 -新街口,2室1厅 | 48.41平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,5人关注 / 1个月以前发布,390,"80,562元/平"
双地铁，精装修，户型方正，南北通透，拎包入住。,银亿东城第十二街区 -麒麟镇,2室1厅 | 72.01平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,4人关注 / 2个月以前发布,145,"20,137元/平"
新上公园路44号  户型方正 业主诚心卖 看房随时,公园路44号 -大光路,2室1厅 | 61.5平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,275,"44,716元/平"
中上楼层，单价低，带装修，业主诚心出售,天润城第十二街区 -桥北,3室1厅 | 81.33平米 | 北 | 精装 | 中楼层(共18层)  | 板塔结合,14人关注 / 4个月以前发布,144.9,"17,817元/平"
紫金东郡三房二楼  采光好  单价低,紫金东郡 -仙鹤门,3室2厅 | 96.44平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,214人关注 / 一年前发布,315,"32,663元/平"
小区正中位置大平层，中间楼层边户，房源稀有,天悦花园 -马群,3室2厅 | 109.35平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,43人关注 / 7个月以前发布,280,"25,606元/平"
游府新村 游小钟英 两室一厅 低楼层,游府新村 -新街口,2室1厅 | 48.41平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,5人关注 / 1个月以前发布,390,"80,562元/平"
品牌房企 小区环境好 房屋居住舒适 采光充足,启迪方洲智园 -麒麟科创园,3室1厅 | 86.32平米 | 南 北 | 精装 | 低楼层(共28层)  | 板楼,8人关注 / 5个月以前发布,221,"25,603元/平"
此房满五年唯一 中楼层 近地铁 配套成熟 诚心出售,东井村39号 -迈皋桥,2室1厅 | 44.04平米 | 东南 | 简装 | 低楼层(共3层)  | 板楼,17人关注 / 5个月以前发布,93,"21,118元/平"
中上楼层，单价低，带装修，业主诚心出售,天润城第十二街区 -桥北,3室1厅 | 81.33平米 | 北 | 精装 | 中楼层(共18层)  | 板塔结合,14人关注 / 4个月以前发布,144.9,"17,817元/平"
双地铁，精装修，户型方正，南北通透，拎包入住。,银亿东城第十二街区 -麒麟镇,2室1厅 | 72.01平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,4人关注 / 2个月以前发布,145,"20,137元/平"
新上公园路44号  户型方正 业主诚心卖 看房随时,公园路44号 -大光路,2室1厅 | 61.5平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,275,"44,716元/平"
腾飞园 一南一北全明户型 低楼层有钥匙,腾飞园 -龙江,2室1厅 | 55.33平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,9人关注 / 9个月以前发布,225,"40,666元/平"
急卖 精致两房 视野开阔光线 满二年 随时看房,悦民公寓 -麒麟镇,2室2厅 | 61.22平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,1人关注 / 10个月以前发布,105,"17,152元/平"
火瓦巷钟英 新街口 苏宁雅悦 14年 苏宁精装,苏宁雅悦 -新街口,2室1厅 | 109.51平米 | 南 | 精装 | 中楼层(共50层)  | 塔楼,4人关注 / 25天以前发布,438,"39,997元/平"
两部电梯！ 三房楼层好  装修三年 看房方便,大明宏苑 -洪家园,3室1厅 | 96.01平米 | 南 北 | 其他 | 高楼层(共15层)  | 板塔结合,1人关注 / 25天以前发布,399,"41,559元/平"
新街口朝天宫汉中门石鼓路省中医院中间楼层精装修三房,堂子街 -朝天宫,3室1厅 | 56.55平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,3人关注 / 24天以前发布,195,"34,483元/平"
招商依云郡 3室2厅 南 北,招商依云郡 -禄口,3室2厅 | 85.7平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,2人关注 / 19天以前发布,135,"15,753元/平"
新城玖珑湖一期 4室1厅 南 北,新城玖珑湖一期 -九龙湖,4室1厅 | 123.37平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,4人关注 / 22天以前发布,440,"35,666元/平"
四川蓝光南京首创，品质生活住宅，低密度，舒适度高,蓝光公园1号 -板桥,3室2厅 | 108.61平米 | 南 | 精装 | 高楼层(共30层)  | 板塔结合,0人关注 / 23天以前发布,255,"23,479元/平"
朗诗三恒 一线江景 户型采光好 看房方便 诚心出售,金象朗诗红树林 -桥北,4室2厅 | 126.04平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 18天以前发布,378,"29,991元/平"
蓝光公园1号 品质洋房住宅 视野好 精装4房 成熟配套,蓝光公园1号 -板桥,4室2厅 | 133.08平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,6人关注 / 6个月以前发布,388,"29,156元/平"
一号线地铁口 满五唯一 低楼层  采光无遮挡 看房方便,康润园 -安德门,3室1厅 | 77.51平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,4人关注 / 1个月以前发布,245,"31,609元/平"
低楼层 常府街 改善房 近地铁 生活便利 三房,长白街 -常府街,3室2厅 | 88.09平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,27人关注 / 5个月以前发布,316,"35,873元/平"
湖南路青云巷精装修四居室玄武门光线好,青云巷(鼓楼) -湖南路,4室2厅 | 152.61平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,10人关注 / 1个月以前发布,530,"34,730元/平"
鼓楼 小市 金碧花园 出新小区 满五年 户型好,金碧花园 -小市,3室1厅 | 91.93平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,2人关注 / 3个月以前发布,232,"25,237元/平"
湖南路 云南路 精装修 低楼层 双南 满五唯一,挹华里 -湖南路,3室2厅 | 102.43平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,8人关注 / 2个月以前发布,450,"43,933元/平"
清河新寓  小区中间位置 不占 拎包入住,清河新寓一村 -凤凰西街,2室1厅 | 60.6平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,6人关注 / 3个月以前发布,475,"78,383元/平"
