标题,开发商,房子信息,发布信息,售价/万,单价
御璟城市花园 3室2厅 南 北,御璟城市花园 -榆次区,3室2厅 | 120平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 10天以前发布,100,"8,334元/平"
中都路同心桥上 寿安里 好楼层 大红本满五 可贷款,城建开发小区 -榆次区,2室2厅 | 96平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,68,"7,084元/平"
大红本满两年 可贷款 南北大通透 双卧客厅朝南 户型好,龙田苑 -榆次区,3室2厅 | 161.65平米 | 南 北 | 简装 | 高楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,110,"6,805元/平"
晋福佳园带阁楼露台洋房拎包入住出售,晋福佳园 -榆次区,2室1厅 | 85.78平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,63,"7,345元/平"
新兴文教城三期中间楼栋精装三居室拎包入住,新兴文教城三期 -榆次区,3室2厅 | 129.9平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,0人关注 / 7个月以前发布,120,"9,238元/平"
新兴文教城三期 3室2厅 南 北,新兴文教城三期 -榆次区,3室2厅 | 155平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 10个月以前发布,120,"7,742元/平"
中铁三局六公司怡园小区 3室2厅 南 北,中铁三局六公司怡园小区 -榆次区,3室2厅 | 108平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,95,"8,797元/平"
新兴文教城精装修高楼层三居带车位出售,新兴文教城三期 -榆次区,3室2厅 | 155平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,0人关注 / 5个月以前发布,125,"8,065元/平"
铁西信用社宿舍  中都路安宁街交叉口 满二年 中间层,铁西信用社宿舍 -榆次区,2室1厅 | 60.51平米 | 东 西 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 6个月以前发布,40,"6,611元/平"
田森双子座 朝阳一居室 毛坯房 大红本在手可贷款,田森双子座 -榆次区,1室1厅 | 62.58平米 | 南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 6个月以前发布,36,"5,753元/平"
新晋优品 挑高客厅 业主已经装修出租 首付50%,新晋优品 -榆次区,1室1厅 | 40平米 | 东 西 | 精装 | 中楼层(共14层)  | 暂无数据,0人关注 / 一年前发布,30,"7,500元/平"
大红本 可贷款 精装修 拎包住 南北通透 采光好 大学城,阳光城·文澜府 -榆次区,2室2厅 | 86.3平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 5个月以前发布,70,"8,112元/平"
保利·壹号公馆 3室2厅 南 北,保利·壹号公馆 -榆次区,3室2厅 | 96平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板楼,0人关注 / 4个月以前发布,71,"7,396元/平"
诚意出售 大红本可贷款 价格可谈 随时看房 统一精装修,阳光城·文澜府 -榆次区,3室2厅 | 116平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 5个月以前发布,93,"8,018元/平"
泰悦御庭 3室2厅 南 北,泰悦御庭 -榆次区,3室2厅 | 143平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 5个月以前发布,95,"6,644元/平"
满五，省税 南北户型 费用低 停车免费,锦纶厂六区 -榆次区,2室1厅 | 64.14平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,43,"6,705元/平"
阳光花园 3室2厅 南 北,阳光花园 -榆次区,3室2厅 | 154.24平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,102,"6,614元/平"
榆次顺城街 保利壹号公馆 大红本高层 大品牌好物业,保利·壹号公馆 -榆次区,3室2厅 | 143平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,3人关注 / 7个月以前发布,100,"6,994元/平"
新晋府 2室2厅 南,新晋府 -榆次区,2室2厅 | 98平米 | 南 | 精装 | 低楼层(共30层)  | 板楼,0人关注 / 8个月以前发布,90,"9,184元/平"
保利大红本 满二 简装 有钥匙 看房方便 诚心出售,保利·壹号公馆 -榆次区,3室2厅 | 107平米 | 南 北 | 简装 | 低楼层(共34层)  | 板楼,0人关注 / 3个月以前发布,85,"7,944元/平"
新兴文教城三期中间楼层精装拎包入住房出售,新兴文教城三期 -榆次区,3室2厅 | 155平米 | 南 北 | 精装 | 中楼层(共12层)  | 暂无数据,0人关注 / 7个月以前发布,115,"7,420元/平"
中都花园 3室2厅 南 北,中都花园 -榆次区,3室2厅 | 146平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 6个月以前发布,114,"7,809元/平"
央企保利开发 绿化好 保利壹号 精装修两居 拎包入住,保利·壹号公馆 -榆次区,2室2厅 | 84.88平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,75,"8,837元/平"
景福小区 3室2厅 南 北,景福小区 -榆次区,3室2厅 | 143.55平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,95,"6,618元/平"
店长推荐榆次二幼旁工商银行宿舍大红本可贷款,晋中地区工商银行宿舍 -榆次区,2室1厅 | 92.3平米 | 南 东 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,58,"6,284元/平"
龙城金帝园 2室1厅 南,龙城金帝园 -榆次区,2室1厅 | 77.88平米 | 南 | 精装 | 中楼层(共19层)  | 暂无数据,0人关注 / 3个月以前发布,68,"8,732元/平"
万达旁 军安小区 简装3室 采光足地段好停车免费,军安小区 -榆次区,3室2厅 | 121平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,90,"7,439元/平"
东华世家东区 3室1厅 南 北,东华世家东区 -榆次区,3室1厅 | 88平米 | 南 北 | 简装 | 低楼层(共28层)  | 暂无数据,0人关注 / 3个月以前发布,65,"7,387元/平"
新兴文教城三期 5室2厅 南 北,新兴文教城三期 -榆次区,5室2厅 | 260平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,0人关注 / 6个月以前发布,168,"6,462元/平"
定阳路阳光城文澜府新万达玩科朗润园怡和天誉,阳光城·文澜府 -榆次区,3室2厅 | 115.36平米 | 南 北 | 精装 | 低楼层(共26层)  | 暂无数据,0人关注 / 3个月以前发布,88,"7,629元/平"
三晋国际城 3室0厅 南 北,三晋国际城 -榆次区,3室0厅 | 130平米 | 南 北 | 简装 | 低楼层(共10层)  | 暂无数据,0人关注 / 1个月以前发布,73,"5,616元/平"
新兴文教城二期中间楼层精装修急售,新兴文教城二期 -榆次区,3室2厅 | 152平米 | 南 北 | 简装 | 中楼层(共12层)  | 板楼,0人关注 / 2个月以前发布,96,"6,316元/平"
安宁街碧桂园旁大2居满五唯一毛坯房,新天地宿舍 -榆次区,2室1厅 | 90平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,52,"5,778元/平"
五公司宿舍 2室2厅 南 北,五公司宿舍 -榆次区,2室2厅 | 59平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,38,"6,441元/平"
辰兴·雅郡 3室2厅 南 北,辰兴·雅郡 -榆次区,3室2厅 | 136.5平米 | 南 北 | 精装 | 中楼层(共12层)  | 暂无数据,2人关注 / 3个月以前发布,130,"9,524元/平"
首创国际学园B区 3室2厅 南 北,首创国际学园B区 -榆次区,3室2厅 | 128.31平米 | 南 北 | 简装 | 高楼层(共22层)  | 板楼,0人关注 / 5个月以前发布,95,"7,404元/平"
富锦嘉苑 3室2厅 南 北,富锦嘉苑 -榆次区,3室2厅 | 220平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,157,"7,137元/平"
迎宾街壹中旁煤管局宿舍南北通透出行方便随时看房,煤管局宿舍 -榆次区,3室2厅 | 120平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 6个月以前发布,90,"7,500元/平"
新兴文教城三期 3室2厅 南,新兴文教城三期 -榆次区,3室2厅 | 155平米 | 南 | 精装 | 高楼层(共12层)  | 板楼,0人关注 / 2个月以前发布,115,"7,420元/平"
辰兴·雅郡 3室2厅 南 北,辰兴·雅郡 -榆次区,3室2厅 | 141平米 | 南 北 | 简装 | 中楼层(共12层)  | 板楼,2人关注 / 8个月以前发布,115,"8,157元/平"
辰兴·雅郡 3室2厅 南 北,辰兴·雅郡 -榆次区,3室2厅 | 141平米 | 南 北 | 简装 | 中楼层(共12层)  | 板塔结合,1人关注 / 2个月以前发布,120,"8,511元/平"
槐苑小区 4室2厅 南 北,槐苑小区 -榆次区,4室2厅 | 120平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,75,"6,250元/平"
龙城半岛三期 2室2厅 南 北,龙城半岛三期 -榆次区,2室2厅 | 91.44平米 | 南 北 | 精装 | 低楼层(共20层)  | 暂无数据,0人关注 / 9个月以前发布,73,"7,984元/平"
惠通宿舍 2室2厅 南 北,惠通宿舍 -榆次区,2室2厅 | 70平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,38,"5,429元/平"
雅园 3室2厅 南 北,雅园 -榆次区,3室2厅 | 130.52平米 | 南 北 | 简装 | 中楼层(共33层)  | 暂无数据,0人关注 / 6个月以前发布,105,"8,045元/平"
羊毫街东顺苑小区均价5600大红本可贷款,东顺苑 -榆次区,2室1厅 | 90.5平米 | 南 北 | 简装 | 高楼层(共21层)  | 暂无数据,2人关注 / 7个月以前发布,49.5,"5,470元/平"
东华景苑 2室1厅 南 北,东华景苑 -榆次区,2室1厅 | 90.33平米 | 南 北 | 简装 | 低楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,52,"5,757元/平"
龙城半岛小区，简装二居，即买即住,龙城半岛一期 -榆次区,2室1厅 | 80平米 | 南 | 简装 | 中楼层(共23层)  | 板楼,0人关注 / 3个月以前发布,62,"7,750元/平"
龙城大街东延 龙城金帝园 简装三居室。,龙城金帝园 -榆次区,3室2厅 | 119.52平米 | 南 北 | 简装 | 低楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,69,"5,774元/平"
龙城金帝园小区，精装二居，即买即住,龙城金帝园 -榆次区,2室1厅 | 77.88平米 | 南 北 | 精装 | 中楼层(共19层)  | 暂无数据,0人关注 / 3个月以前发布,68,"8,732元/平"
红星天铂 3室2厅 南 北,红星天铂 -榆次区,3室2厅 | 115平米 | 南 北 | 简装 | 高楼层(共29层)  | 板楼,0人关注 / 1个月以前发布,86,"7,479元/平"
东华世家东区 2室1厅 南 北,东华世家东区 -榆次区,2室1厅 | 80.35平米 | 南 北 | 简装 | 高楼层(共32层)  | 暂无数据,0人关注 / 3个月以前发布,60,"7,468元/平"
龙城半岛一期 3室2厅 南 北,龙城半岛一期 -榆次区,3室2厅 | 118.14平米 | 南 北 | 精装 | 低楼层(共23层)  | 板楼,0人关注 / 1个月以前发布,105,"8,888元/平"
龙城金帝园 3室2厅 南 北,龙城金帝园 -榆次区,3室2厅 | 140.04平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,98,"6,999元/平"
龙城金帝园 3室2厅 南 北,龙城金帝园 -榆次区,3室2厅 | 139.54平米 | 南 北 | 精装 | 高楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,100,"7,167元/平"
新晋世家 3室2厅 南 北,新晋世家 -榆次区,3室2厅 | 138平米 | 南 北 | 其他 | 低楼层(共24层)  | 板楼,0人关注 / 1个月以前发布,80,"5,798元/平"
新晋府 3室2厅 南,新晋府 -榆次区,3室2厅 | 120平米 | 南 | 毛坯 | 高楼层(共26层)  | 板楼,0人关注 / 8个月以前发布,80,"6,667元/平"
阳光城·文澜府 3室2厅 南 北,阳光城·文澜府 -榆次区,3室2厅 | 116平米 | 南 北 | 精装 | 中楼层(共26层)  | 暂无数据,0人关注 / 3个月以前发布,88,"7,587元/平"
嘉和园 3室2厅 南,嘉和园 -榆次区,3室2厅 | 135平米 | 南 | 精装 | 中楼层(共19层)  | 板楼,0人关注 / 1个月以前发布,98,"7,260元/平"
锦纶厂5区宿舍 2室1厅 南 北,锦纶厂5区宿舍 -榆次区,2室1厅 | 59平米 | 南 北 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 4个月以前发布,32,"5,424元/平"
和平壹号 3室2厅 南 北,和平壹号 -榆次区,3室2厅 | 117.76平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 7个月以前发布,82,"6,964元/平"
龙城半岛一期 2室2厅 北 南,龙城半岛一期 -榆次区,2室2厅 | 93.81平米 | 北 南 | 简装 | 中楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,74,"7,889元/平"
阳光城·文澜府 4室2厅 南 北,阳光城·文澜府 -榆次区,4室2厅 | 145.18平米 | 南 北 | 精装 | 高楼层(共27层)  | 暂无数据,1人关注 / 4个月以前发布,126,"8,679元/平"
北晨峰景 3室2厅 南,北晨峰景 -榆次区,3室2厅 | 144平米 | 南 | 精装 | 高楼层(共25层)  | 塔楼,0人关注 / 3个月以前发布,105,"7,292元/平"
凤凰城安宁街 3室2厅 南 北,凤凰城安宁街 -榆次区,3室2厅 | 138平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,90,"6,522元/平"
大学城定阳路阳光城文澜府万科朗润园 汇通风情广场,阳光城·文澜府 -榆次区,3室2厅 | 103.52平米 | 南 北 | 精装 | 低楼层(共26层)  | 暂无数据,1人关注 / 5个月以前发布,80,"7,728元/平"
泰悦豪庭小区 3室2厅 南 北,泰悦豪庭小区 -榆次区,3室2厅 | 124平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,116,"9,355元/平"
龙城半岛一期 2室1厅 南 北,龙城半岛一期 -榆次区,2室1厅 | 92.55平米 | 南 北 | 精装 | 高楼层(共20层)  | 板塔结合,0人关注 / 6个月以前发布,78,"8,428元/平"
红星天铂 3室2厅 南,红星天铂 -榆次区,3室2厅 | 138.71平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,0人关注 / 3个月以前发布,125,"9,012元/平"
市政工程处宿舍 2室1厅 南 北,市政工程处宿舍 -榆次区,2室1厅 | 64平米 | 南 北 | 其他 | 低楼层(共5层)  | 暂无数据,0人关注 / 一年前发布,45,"7,032元/平"
锦绣园B区 3室2厅 南 北,锦绣园B区 -榆次区,3室2厅 | 115平米 | 南 北 | 其他 | 低楼层(共28层)  | 暂无数据,0人关注 / 9个月以前发布,88,"7,653元/平"
锦绣园B区 3室2厅 南 北,锦绣园B区 -榆次区,3室2厅 | 135平米 | 南 北 | 其他 | 高楼层(共28层)  | 暂无数据,0人关注 / 7个月以前发布,95,"7,038元/平"
新晋北里 2室2厅 南,新晋北里 -榆次区,2室2厅 | 85平米 | 南 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 10个月以前发布,70,"8,236元/平"
新晋北里 3室2厅 北 南,新晋北里 -榆次区,3室2厅 | 124平米 | 北 南 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,90,"7,259元/平"
新晋北里 4室2厅 南 北,新晋北里 -榆次区,4室2厅 | 124.48平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 一年前发布,93,"7,472元/平"
新晋北里 4室2厅 南 北,新晋北里 -榆次区,4室2厅 | 124平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 一年前发布,95,"7,662元/平"
泉秀小区 3室2厅 南 北,泉秀小区 -榆次区,3室2厅 | 130.34平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,70,"5,371元/平"
安宁壹号 1室1厅 南,安宁壹号 -榆次区,1室1厅 | 70平米 | 南 | 其他 | 中楼层(共15层)  | 板塔结合,0人关注 / 8个月以前发布,60,"8,572元/平"
安宁壹号 2室1厅 南 北,安宁壹号 -榆次区,2室1厅 | 90平米 | 南 北 | 简装 | 高楼层(共15层)  | 板塔结合,0人关注 / 6个月以前发布,70,"7,778元/平"
新兴文教城三期 4室2厅 南,新兴文教城三期 -榆次区,4室2厅 | 387平米 | 南 | 其他 | 3层  | 板塔结合 | 联排别墅 ,0人关注 / 10个月以前发布,500,"12,920元/平"
三晋国际城 1室1厅 南,三晋国际城 -榆次区,1室1厅 | 42平米 | 南 | 其他 | 高楼层(共10层)  | 板楼,0人关注 / 6个月以前发布,20,"4,762元/平"
中都农行宿舍 2室2厅 南 北,中都农行宿舍 -榆次区,2室2厅 | 84平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,52,"6,191元/平"
新晋北里 4室2厅 南 北,新晋北里 -榆次区,4室2厅 | 142平米 | 南 北 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 3个月以前发布,115,"8,099元/平"
首创国际学园三期 1室1厅 南,首创国际学园三期 -榆次区,1室1厅 | 51平米 | 南 | 其他 | 高楼层(共28层)  | 暂无数据,0人关注 / 6个月以前发布,50,"9,804元/平"
保利·壹号公馆 3室2厅 南 北,保利·壹号公馆 -榆次区,3室2厅 | 96平米 | 南 北 | 其他 | 中楼层(共20层)  | 暂无数据,0人关注 / 4个月以前发布,83,"8,646元/平"
格林小区 2室2厅 南 北,格林小区 -榆次区,2室2厅 | 98平米 | 南 北 | 其他 | 低楼层(共16层)  | 暂无数据,0人关注 / 3个月以前发布,90,"9,184元/平"
玉湖佳苑 3室2厅 南 北,玉湖佳苑 -榆次区,3室2厅 | 138平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 3个月以前发布,100,"7,247元/平"
交通征费小区 2室2厅 南 北,交通征费小区 -榆次区,2室2厅 | 80平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,40,"5,000元/平"
大学城繁华地段北部新城 军安小区大红本在手采光好,军安小区 -榆次区,2室2厅 | 100.57平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,75,"7,458元/平"
王湖昌兴小区 2室2厅 南 北,王湖昌兴小区 -榆次区,2室2厅 | 86.55平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,53,"6,124元/平"
经纬八区 2室1厅 东南,经纬八区 -榆次区,2室1厅 | 63.2平米 | 东南 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 10个月以前发布,35,"5,538元/平"
君豪国际 2室1厅 北,君豪国际 -榆次区,2室1厅 | 94平米 | 北 | 其他 | 中楼层(共29层)  | 塔楼,0人关注 / 6个月以前发布,53,"5,639元/平"
得一嘉园 2室2厅 南 北,得一嘉园 -榆次区,2室2厅 | 101平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,55,"5,446元/平"
铁路宿舍 2室2厅 南 北,铁路宿舍 -榆次区,2室2厅 | 65平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,36,"5,539元/平"
金华小区 3室2厅 南 北,金华小区 -榆次区,3室2厅 | 151平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,85,"5,630元/平"
玉湖佳苑 2室2厅 南,玉湖佳苑 -榆次区,2室2厅 | 96平米 | 南 | 其他 | 中楼层(共13层)  | 板楼,0人关注 / 3个月以前发布,88,"9,167元/平"
迎宾合作住宅区 4室2厅 南 北,迎宾合作住宅区 -榆次区,4室2厅 | 200平米 | 南 北 | 其他 | 高楼层(共6层)  | 塔楼,1人关注 / 7个月以前发布,109,"5,450元/平"
