标题,开发商,房子信息,发布信息,售价/万,单价
开元上府高品质精装洋房 证过二 带产权子母车位带负一,开元上府 -新闻大厦,4室2厅 | 233.94平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 1个月以前发布,369,"15,774元/平"
奥斯卡 144.81平 经典元宝户型  证过二  精装修,久隆奥斯卡 -人民广场,3室2厅 | 144.81平米 | 南 北 | 精装 | 中楼层(共32层)  | 暂无数据,3人关注 / 4个月以前发布,225,"15,538元/平"
运管处家属院 证过五唯一 停车方便近明德花园锦绣蓝山,临沂市运管处家属院 -平安路,3室2厅 | 110.88平米 | 南 北 | 简装 | 低楼层(共5层)  | 板塔结合,7人关注 / 10个月以前发布,70,"6,314元/平"
天顺家园 好楼层 视野宽广 交通便利,天顺家园 -双月湖公园,3室2厅 | 102平米 | 东 西 | 精装 | 中楼层(共7层)  | 板楼,2人关注 / 8个月以前发布,55.5,"5,442元/平"
清华园 一楼仓储房适合开生鲜小卖部 小区中间位置,清華園 -二中,3室2厅 | 100平米 | 南 | 简装 | 低楼层(共30层)  | 塔楼,2人关注 / 3个月以前发布,79,"7,900元/平"
业主急售房子视野开阔有60平大露台,农房·幸福小镇 -东方城,2室1厅 | 48.17平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,7人关注 / 3个月以前发布,25,"5,190元/平"
利群阳光小区 精装三室 客厅通阳台 证过二,利群阳光小区 -和谐广场,3室2厅 | 128.15平米 | 南 | 精装 | 低楼层(共6层)  | 塔楼,1人关注 / 3个月以前发布,88,"6,867元/平"
红旗路九州家属院 三室 双气 证过二,九州集团红旗路家属院 -和谐广场,3室2厅 | 82.43平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,72,"8,735元/平"
开元帕提欧，全明户型，精装修，业主诚心出售,开元帕缇欧 -新闻大厦,3室2厅 | 151平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,15人关注 / 11个月以前发布,235,"15,563元/平"
视野无遮挡精装三室  南北通 房产证过二,恒通佳园 -北城-北城人民医院,3室2厅 | 127.6平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,3人关注 / 3个月以前发布,148,"11,599元/平"
苹果园小区  房主急卖 近四小实验    有储藏室,苹果园小区 -启阳路,3室1厅 | 84.93平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,6人关注 / 7个月以前发布,56,"6,594元/平"
电厂职工宿舍  后期新楼房   能贷款,临沂发电有限责任公司职工宿舍楼 -盛能游乐园,3室2厅 | 119平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,62.2,"5,227元/平"
电厂路  火车站片区  证过2年  电厂宿舍楼,临沂发电有限责任公司职工宿舍楼 -盛能游乐园,3室2厅 | 120平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,52.9,"4,409元/平"
新上！御景湾精装大三室 观景楼层 急售过二,御景湾 -大学城,3室2厅 | 131.44平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,65人关注 / 9个月以前发布,109,"8,293元/平"
电厂职工宿舍  好楼层  带大储藏室  精装 看房方便,临沂发电有限责任公司职工宿舍楼 -盛能游乐园,3室2厅 | 120平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,58,"4,834元/平"
此房简装，证过2，户型方正，楼层号 采光足 位置好,开元香舍里 -北城-实验中学,3室2厅 | 112.06平米 | 南 | 简装 | 高楼层(共11层)  | 板楼,11人关注 / 一年前发布,215,"19,187元/平"
金水湾 精装多层五楼 两卧客厅朝阳双阳台 带储藏室,金水湾花园 -沂水县,3室2厅 | 113平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,3人关注 / 4个月以前发布,81.8,"7,239元/平"
伊丽莎白东岸大三室  证过二  精装修,伊丽莎白东岸 -东夷文化园,3室2厅 | 154.61平米 | 南 | 精装 | 低楼层(共9层)  | 板塔结合,12人关注 / 一年前发布,146,"9,444元/平"
电梯洋房 实木精装修 三室两厅两卫 带南向大车库,金域国际 -双月湖公园,3室2厅 | 145.22平米 | 南 | 精装 | 中楼层(共9层)  | 板塔结合,6人关注 / 6个月以前发布,103.9,"7,155元/平"
证过二 位置好 人民广场旁  采光好,东关小区 -人民广场,3室2厅 | 98.74平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,2人关注 / 3个月以前发布,99.5,"10,077元/平"
新上！御景湾精装大三室 观景楼层 急售过二,御景湾 -大学城,3室2厅 | 131.44平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,65人关注 / 9个月以前发布,109,"8,293元/平"
电梯洋房 实木精装修 三室两厅两卫 带南向大车库,金域国际 -双月湖公园,3室2厅 | 145.22平米 | 南 | 精装 | 中楼层(共9层)  | 板塔结合,6人关注 / 6个月以前发布,103.9,"7,155元/平"
伊丽莎白东岸大三室  证过二  精装修,伊丽莎白东岸 -东夷文化园,3室2厅 | 154.61平米 | 南 | 精装 | 低楼层(共9层)  | 板塔结合,12人关注 / 一年前发布,146,"9,444元/平"
观河视野开阔   楼层采光好 精装修 诚心出售,冠亚星城四期 -国际会展中心,2室1厅 | 126平米 | 南 | 精装 | 高楼层(共21层)  | 板塔结合,0人关注 / 16天以前发布,95,"7,540元/平"
新上精装房源西边户 好楼层  带车位 证过二成熟社区,冠亚星城三期 -国际会展中心,3室2厅 | 141.15平米 | 西 北 南 | 精装 | 高楼层(共15层)  | 板楼,0人关注 / 18天以前发布,125,"8,856元/平"
怡景天鹅湖 3室2厅 南,怡景天鹅湖 -双月湖公园,3室2厅 | 97平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 16天以前发布,66,"6,805元/平"
70年大产权，大三室美户型，带车库，双气市政供暖。,天顺家园 -双月湖公园,3室2厅 | 160平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 16天以前发布,92,"5,750元/平"
楼层好客厅通阳台，采光充足 居住适合,恒大绿洲 -临沂市第三人民医院,3室1厅 | 146平米 | 南 | 精装 | 中楼层(共26层)  | 塔楼,0人关注 / 18天以前发布,110,"7,535元/平"
裕隆文博苑 3室2厅 南 北,裕隆文博苑 -李公河湿地公园,3室2厅 | 133.19平米 | 南 北 | 毛坯 | 低楼层(共7层)  | 板塔结合,0人关注 / 16天以前发布,133,"9,986元/平"
天润香墅湾1号电梯高层的中高楼层好户型大阳台带车位,天润香墅湾1号 -盛能游乐园,3室2厅 | 120平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 13天以前发布,120,"10,000元/平"
阜丰康桥郡洋房  证过二  带两个车位 好楼层,阜丰·康桥郡 -北城-临沂第三十五中,3室2厅 | 139平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 4天以前发布,400,"28,777元/平"
滨河名邸 电梯洋房 元宝户型  采光好,滨河名邸 -临沂市第三人民医院,4室2厅 | 145平米 | 南 | 毛坯 | 低楼层(共9层)  | 板楼,0人关注 / 16天以前发布,115,"7,932元/平"
元宝户型，南 北通透，河景房，带车位！,海博壹江阅 -临沂市第三人民医院,4室2厅 | 151.3平米 | 南 | 精装 | 中楼层(共17层)  | 塔楼,0人关注 / 13天以前发布,150,"9,915元/平"
爱琴海精装三室布局合理居住舒适纯电梯小好户型洋房,爱琴海(兰山区) -北城-沂龙湾大桥,3室1厅 | 123平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 8天以前发布,160,"13,009元/平"
宝德熙园 电梯洋房 三室朝阳 带车位 阔景大阳台,宝德熙园 -火车站,4室2厅 | 135.5平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 14天以前发布,160,"11,809元/平"
房子已经装修了，不错的房子！！！！！！,鲁班·焦莊佳園 -火车站,3室2厅 | 140平米 | 南 | 精装 | 中楼层(共27层)  | 塔楼,1人关注 / 8天以前发布,120,"8,572元/平"
河畔花园，精装三室好楼层，随时看房,河畔花园 -隆达客运站,3室2厅 | 135平米 | 南 北 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 4天以前发布,126,"9,334元/平"
精装修洋房 位置优越 不挡光 视野开阔,碧桂园凤凰壹品 -北城-长沙路东区,4室2厅 | 156平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 7天以前发布,360,"23,077元/平"
诚德碧海方舟 3室1厅 南,诚德碧海方舟 -北城-北城人民医院,3室1厅 | 111.71平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 3天以前发布,129,"11,548元/平"
城开首付 宽厅精装洋房 全天采光 带车位配房 可议价,城开首府 -北城-长沙路西片区,3室2厅 | 160.14平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 5天以前发布,288,"17,985元/平"
一楼带院子，带负一层，毛坯两室，有钥匙，诚心出售,滨河名邸 -临沂市第三人民医院,2室2厅 | 94.61平米 | 南 | 毛坯 | 低楼层(共8层)  | 板楼,0人关注 / 11天以前发布,105,"11,099元/平"
永恒华府 4室全明户型 南北向 诚意出售 采光好,交运永恒华府 -新东关,4室2厅 | 215平米 | 南 | 毛坯 | 高楼层(共35层)  | 塔楼,0人关注 / 4天以前发布,450,"20,931元/平"
白鹭金岸卢浮宫馆 精装大宽厅 3室2卫 急售,白鹭金岸·卢浮宫馆 -青啤广场,3室2厅 | 133平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 8天以前发布,139,"10,452元/平"
房子证过二 两室朝阳 户型方正，带产权车位住宅性质,观河苑 -东方不夜城,3室2厅 | 130平米 | 南 北 | 精装 | 低楼层(共13层)  | 板楼,0人关注 / 4天以前发布,115,"8,847元/平"
沂龙湾大桥旁边，东方花苑精装四室，中间楼层，证过二,东方花苑 -东方不夜城,4室2厅 | 203平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 12天以前发布,190,"9,360元/平"
冠亚星城一期 3室2厅 南,冠亚星城一期 -国际会展中心,3室2厅 | 133.6平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 10天以前发布,80,"5,989元/平"
冠亚二期步梯的楼层好位置不挡不冲业主诚心出售带储藏,冠亚星城二期 -国际会展中心,2室2厅 | 102.51平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 12天以前发布,75,"7,317元/平"
豪森名邸 3室2厅 南 北,豪森名邸 -北城-沂龙湾大桥,3室2厅 | 117.5平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 7天以前发布,160,"13,618元/平"
焦庄佳园 四居室 商品房  有储藏室 有证可以贷款,鲁班·焦莊佳園 -火车站,4室2厅 | 182.13平米 | 南 | 简装 | 低楼层(共25层)  | 板楼,0人关注 / 11天以前发布,138,"7,578元/平"
滨河名邸洋房品质小区四室方正户型好楼层,滨河名邸 -临沂市第三人民医院,3室2厅 | 133平米 | 南 | 毛坯 | 低楼层(共9层)  | 板楼,0人关注 / 16天以前发布,105,"7,895元/平"
滨河名邸洋房品质小区四室方正户型好楼层,滨河名邸 -临沂市第三人民医院,3室2厅 | 133平米 | 南 | 毛坯 | 低楼层(共9层)  | 板楼,0人关注 / 16天以前发布,105,"7,895元/平"
金桂园精装修证过二出行便利配套齐全,金桂园(罗六路) -双月湖公园,3室2厅 | 123.35平米 | 西北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 5天以前发布,71.6,"5,805元/平"
西区好位置洋房 方正户型 好楼层 房东诚心卖,环球掌舵 -北城-长沙路东区,4室1厅 | 155平米 | 南 | 精装 | 7层  | 板塔结合,0人关注 / 10天以前发布,390,"25,162元/平"
沂河馨苑B区 精装 117平 证过二 带储藏室 楼层好,沂河馨苑B区 -锦绣外滩,3室2厅 | 116.18平米 | 南 | 精装 | 高楼层(共16层)  | 塔楼,0人关注 / 14天以前发布,126,"10,846元/平"
永恒华府 4室全明户型 南北向 诚意出售 采光好,交运永恒华府 -新东关,4室2厅 | 215平米 | 南 | 毛坯 | 高楼层(共35层)  | 塔楼,0人关注 / 4天以前发布,450,"20,931元/平"
兰山临沂电视台广播家属院精装三室,临沂市广播电视台家属院 -人民公园,3室1厅 | 89.21平米 | 南 北 | 简装 | 中楼层(共4层)  | 暂无数据,0人关注 / 7天以前发布,78,"8,744元/平"
榮華園 3室2厅 南 北,榮華園 -启阳路,3室2厅 | 136.26平米 | 南 北 | 简装 | 高楼层(共21层)  | 板塔结合,0人关注 / 12天以前发布,117,"8,587元/平"
沂蒙路旁  豪楼层  大两室  诚意出售,泉府公馆 -北城-鲁商中心,2室1厅 | 105.07平米 | 南 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 7天以前发布,95,"9,042元/平"
东正颐锦园 电梯洋房 三居室证过二带车位,东正·颐锦园 -沂河实验小学,3室1厅 | 123.4平米 | 南 | 毛坯 | 中楼层(共7层)  | 塔楼,0人关注 / 8天以前发布,103,"8,347元/平"
中间楼层，阳光充足，东眺观河。,环球掌舵 -北城-长沙路东区,3室2厅 | 120平米 | 南 | 毛坯 | 32层  | 板塔结合,0人关注 / 15天以前发布,180,"15,000元/平"
柳青齐鲁园 证过二省税 东边户 全明户型  品质精装修,柳青齐鲁园 -北城-临沂第三十五中,5室2厅 | 203.7平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 12天以前发布,496,"24,350元/平"
证过二，带储藏室，好楼层全天采光,银丰雅园 -北城-鲁商中心,1室2厅 | 90平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 5天以前发布,123,"13,667元/平"
美华新村 3室2厅 南 北,美华新村 -双月湖公园,3室2厅 | 124平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 15天以前发布,54,"4,355元/平"
罗庄好位置，顶复式，带子母车位，户型方正，,致远天宸府南府 -双月湖公园,4室2厅 | 169.34平米 | 南 | 毛坯 | 高楼层(共17层)  | 暂无数据,0人关注 / 16天以前发布,160,"9,449元/平"
港湾经典家园大两室精装修家具家电齐全,港湾经典家园 -动植物园,2室2厅 | 88.66平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,0人关注 / 6天以前发布,65,"7,332元/平"
解放东路桥头堡位置 精装修好楼层证过二,天弘苑 -河东汽车站,3室2厅 | 155平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 6天以前发布,86,"5,549元/平"
鸿儒国际 70年的大产权，有证可以做贷款，民水民电,鸿儒国际文化广场 -大学城,3室2厅 | 139.41平米 | 南 北 | 精装 | 中楼层(共24层)  | 暂无数据,0人关注 / 7天以前发布,152,"10,904元/平"
盛世沂城精装修证过二出行方便配套齐全小区环境优美,盛世沂城 -双月湖公园,3室2厅 | 142平米 | 东南 | 简装 | 低楼层(共11层)  | 板塔结合,0人关注 / 5天以前发布,135.9,"9,571元/平"
致远翡翠园精装修带地上车位证过二,致远翡翠园 -大学城,3室2厅 | 135平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 5天以前发布,170,"12,593元/平"
大阳台户型离湖西崖市场近，是11楼，不档光,盛世沂城 -双月湖公园,3室2厅 | 138平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 11天以前发布,95,"6,885元/平"
沂龙湾御园 4室2厅 南 北,沂龙湾御园 -北城-实验中学,4室2厅 | 167.98平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 16天以前发布,280,"16,669元/平"
河东吾悦广场旁 精装复式公寓 北向,贵和 · 锦上 -河东吾悦广场,2室1厅 | 53平米 | 东 南 | 精装 | 高楼层(共15层)  | 板楼,0人关注 / 6天以前发布,40,"7,548元/平"
楼前就是小公园，全年全天无遮挡,环球掌舵 -北城-长沙路东区,3室1厅 | 133.17平米 | 南 | 毛坯 | 7层  | 板塔结合,0人关注 / 15天以前发布,315,"23,654元/平"
证过二两室朝南毛坯全天采光好楼层南北通透,环球掌舵 -北城-长沙路东区,4室2厅 | 149.84平米 | 南 北 | 毛坯 | 13层  | 板塔结合,0人关注 / 8天以前发布,270,"18,020元/平"
金悦城 带车位 精装修 两室朝阳 客厅通阳台价格可议,鲁商金悦城 -平安路,3室1厅 | 112.32平米 | 南 北 | 精装 | 高楼层(共34层)  | 暂无数据,1人关注 / 2天以前发布,115,"10,239元/平"
（北京路）阳光水岸 两居室 证过二 有车位 简装,开元 · 阳光水岸 -二十四中,2室2厅 | 79.6平米 | 南 | 简装 | 低楼层(共24层)  | 板楼,0人关注 / 2天以前发布,72,"9,046元/平"
天泰家园  大平层 四居室  三室朝阳  客厅朝阳 双阳台,天泰家园 -新闻大厦,4室2厅 | 195.71平米 | 西 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 12天以前发布,206,"10,526元/平"
沂州路 金泰华府 精装三室 证过二 有车储,金泰華府 -新闻大厦,3室2厅 | 142平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 7天以前发布,249,"17,536元/平"
滨湖花园 河景 少有的方正户型 南通北透 交通四通八达,凯润滨湖花园 -河东汽车站,4室2厅 | 133平米 | 西南 | 简装 | 高楼层(共32层)  | 板楼,0人关注 / 8天以前发布,140,"10,527元/平"
解放东路桥头堡位置 带装修好楼层带车位证过二,天弘苑 -河东汽车站,3室2厅 | 154.15平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 6天以前发布,89,"5,774元/平"
沂州路 金泰华府 精装三室 证过二 有车储,金泰華府 -新闻大厦,3室2厅 | 142平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 7天以前发布,249,"17,536元/平"
证过二！证过二！拎包入住的小三室，好楼层，随时看房,凤凰水城 -北城-鲁商中心,3室2厅 | 105.3平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 5天以前发布,128,"12,156元/平"
