标题,开发商,房子信息,发布信息,售价/万,单价
金港静园，带20平大露台，精装2+1户型，业主诚心卖,金港静园 -路北区,2室1厅 | 97.52平米 | 南 北 | 精装 | 低楼层(共23层)  | 板楼,0人关注 / 29天以前发布,123,"12,613元/平"
1小区 二层中两室 随时拎包入住 支持贷款 位置好,冀新小区 -丰润区,2室1厅 | 51.06平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,3人关注 / 5个月以前发布,48,"9,401元/平"
12小区 五层 费顶层南北通 明厨明卫支持贷款,福园小区(丰润区) -丰润区,1室1厅 | 43.1平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 10个月以前发布,33,"7,657元/平"
金色名园 一层养老房 带小院 可种菜 南北通 诚心出售,金色名园 -丰润区,2室2厅 | 94.92平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,75,"7,902元/平"
此房三室两厅两卫 南北通 小高层 随时看房,龙腾花园 -丰润区,3室2厅 | 138.76平米 | 南 北 | 其他 | 低楼层(共22层)  | 板楼,5人关注 / 一年前发布,130,"9,369元/平"
唐丰路旁电梯房 中间楼层 朝南户型采光好,融侨半岛 -丰润区,2室2厅 | 93.05平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,2人关注 / 一年前发布,78,"8,383元/平"
7小区一室·位置好。采光好。格局好,团结小区 -丰润区,1室1厅 | 42.84平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,32,"7,470元/平"
6小区 精装修 南北通透  独立客厅  74  光小 边上,纺织小区 -丰润区,1室1厅 | 41平米 | 南 北 | 精装 | 高楼层(共5层)  | 板塔结合,3人关注 / 一年前发布,29.8,"7,269元/平"
23小区南北通透，楼层，明厨明卫  称心出售,23小区 -丰润区,1室1厅 | 48.92平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,29,"5,929元/平"
团结小区 2室1厅 南 北,团结小区 -丰润区,2室1厅 | 59.36平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,48,"8,087元/平"
纺织小区一室一厅 位置好 出行便利,纺织小区 -丰润区,1室1厅 | 31.02平米 | 南 | 简装 | 高楼层(共5层)  | 暂无数据,5人关注 / 一年前发布,21,"6,770元/平"
金域名邸好楼层一室一厅适合小两口，房主急售！,金域名邸 -丰润区,1室1厅 | 69.4平米 | 南 | 简装 | 高楼层(共18层)  | 塔楼,1人关注 / 一年前发布,60,"8,646元/平"
7小区 南北通透 采光好 视野开阔 首付14万 团结路小,团结小区 -丰润区,2室1厅 | 57.98平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,43,"7,417元/平"
建设北路上的好房子  南北通 明厨明卫,恒益馨苑 -丰润区,2室2厅 | 99.03平米 | 南 北 | 精装 | 低楼层(共19层)  | 板楼,4人关注 / 一年前发布,70,"7,069元/平"
金色名园  精装婚房 着急出售 随时看房 南北通透,金色名园 -丰润区,2室2厅 | 100.05平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 5个月以前发布,49,"4,898元/平"
电梯房 两居 高楼层 全天采光 视野好,仁宝新居 -丰润区,2室1厅 | 91.98平米 | 南 北 | 精装 | 高楼层(共24层)  | 塔楼,0人关注 / 一年前发布,70,"7,611元/平"
远洋城商圈，世纪花园，南北通透，落地窗。,世纪花园 -高新区,2室2厅 | 94.02平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,170,"18,082元/平"
祥富里 户型好 唐山市样板间小区 看房方便 满五唯一,祥富里 -路北区,2室1厅 | 64.29平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,85,"13,222元/平"
丽水馨苑 1室1厅 南 北,丽水馨苑 -丰南区,1室1厅 | 58.32平米 | 南 北 | 其他 | 高楼层(共28层)  | 板楼,2人关注 / 6个月以前发布,37,"6,345元/平"
文苑凤凰城2室1厅大客厅位置好可贷款配套齐全户型方正,文苑凤凰城 -路北区,2室1厅 | 91.85平米 | 东南 | 简装 | 高楼层(共24层)  | 板塔结合,0人关注 / 一年前发布,130,"14,154元/平"
煤医！兴盛大成南北通 两居室  老本可贷款  精装修！,興盛大成A区 -路北区,2室2厅 | 89.72平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,173,"19,283元/平"
阳面小两居，老本，可贷款，无遮挡，采光视野好,兴泰里西区 -路北区,2室1厅 | 62.24平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,4人关注 / 8个月以前发布,59,"9,480元/平"
作为老小区。环境不错，交通便利，适合老人居住,德源里 -路北区,2室1厅 | 58平米 | 北 南 | 简装 | 中楼层(共6层)  | 板楼,5人关注 / 4个月以前发布,68,"11,725元/平"
满五老本 可贷款  南北通透  采光好不临街不把边,东大里 -路北区,2室1厅 | 48.1平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,68,"14,138元/平"
环保材料精装修，远洋城商圈，交通便利，老本诚意出售,鹤祥雅居 -路北区,2室1厅 | 81.76平米 | 东 北 | 精装 | 低楼层(共11层)  | 塔楼,4人关注 / 一年前发布,106,"12,965元/平"
小区出行方便、老本税费低，采光好,机场路南里 -路北区,2室1厅 | 46.83平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,4人关注 / 一年前发布,55,"11,745元/平"
此房业主诚心出售 精装修 全天采光,龙庭时代 -路北区,1室1厅 | 66.12平米 | 东南 | 精装 | 高楼层(共23层)  | 板楼,1人关注 / 4个月以前发布,73,"11,041元/平"
唐山市政楼 3室1厅 南 北,唐山市政楼 -路北区,3室1厅 | 69.86平米 | 南 北 | 简装 | 高楼层(共4层)  | 板楼,10人关注 / 一年前发布,90,"12,883元/平"
尚座花园 精装两居室 全阳面 老本可贷款,尚座花园 -路北区,2室1厅 | 102.84平米 | 南 | 精装 | 高楼层(共13层)  | 板楼,9人关注 / 一年前发布,142,"13,808元/平"
西山楼小区，一室南北通产权清晰 ，有本可贷款，,西山楼 -路北区,1室1厅 | 42.07平米 | 南 | 简装 | 中楼层(共4层)  | 板楼,3人关注 / 一年前发布,46.5,"11,054元/平"
明珠隔壁，南北通透两室，双证老本首付低，过户费低,兴帝家园 -丰南区,2室2厅 | 86.61平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,55,"6,351元/平"
满五老本 可贷款  南北通透  采光好不临街不把边,东大里 -路北区,2室1厅 | 48.1平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,68,"14,138元/平"
煤医！兴盛大成南北通 两居室  老本可贷款  精装修！,興盛大成A区 -路北区,2室2厅 | 89.72平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,173,"19,283元/平"
阳面小两居，老本，可贷款，无遮挡，采光视野好,兴泰里西区 -路北区,2室1厅 | 62.24平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,4人关注 / 8个月以前发布,59,"9,480元/平"
老本 龙泉三居室 装修干净  产权清晰  随时看房,龙泉北楼 -高新区,3室1厅 | 58.27平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,69,"11,842元/平"
些房源采光好   视野宽阔   无遮挡   楼层好,时代星城公寓 -高新区,1室1厅 | 36.41平米 | 南 | 精装 | 中楼层(共22层)  | 塔楼,7人关注 / 一年前发布,30,"8,240元/平"
爱琴海，八方商圈 ，老本，交通发达，出行便利,兴源里玫瑰庄园 -路北区,2室1厅 | 100.32平米 | 西南 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 一年前发布,145,"14,454元/平"
水云间公寓 2室2厅 南 北,水云间公寓 -高新区,2室2厅 | 92.31平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 4个月以前发布,122,"13,217元/平"
此房是老本唯一 产权清晰 过户费用低 在2层 层次好,红星里 -路北区,2室1厅 | 51平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 一年前发布,76,"14,902元/平"
房主诚心出售，采光好，拎包入住，带地下室，房本满二,文庭雅苑 -丰润区,2室1厅 | 82.26平米 | 南 | 精装 | 高楼层(共20层)  | 板楼,4人关注 / 一年前发布,70,"8,510元/平"
普光南里 两室南北通 双阳卧室 房主诚心出售,普光南里 -开平区,2室1厅 | 70.25平米 | 南 北 | 精装 | 中楼层(共4层)  | 板塔结合,2人关注 / 一年前发布,53.5,"7,616元/平"
9小区 顶层 两室 户型方正 中等装修 可贷款,光华小区(丰润区) -丰润区,2室1厅 | 54.12平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,1人关注 / 一年前发布,32,"5,913元/平"
此房小高层，双阳面精装修两室一厅，层次好，可贷款,裕祥园 -路北区,2室2厅 | 86.59平米 | 东 南 | 精装 | 中楼层(共18层)  | 板楼,4人关注 / 一年前发布,122.8,"14,182元/平"
普光南里南北通中上层次 老本 可过户贷款 全明户型,普光南里 -开平区,2室1厅 | 59平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,38,"6,441元/平"
小区绿化好，环境安静舒适，此房满二无新本税。,仁宝新居 -丰润区,2室1厅 | 79.24平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,1人关注 / 一年前发布,65,"8,203元/平"
两室 南北通透，全天采光性好，小区免费停车,团结小区 -丰润区,2室1厅 | 60.08平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 11个月以前发布,53,"8,822元/平"
两室，户型方正，精装，拎包入住，房本满二，可贷款,供销楼 -丰润区,2室1厅 | 64.39平米 | 南 | 精装 | 中楼层(共4层)  | 板塔结合,0人关注 / 一年前发布,68,"10,561元/平"
龙泉  新景楼，精装修  拎包入住,龙泉北里新景楼 -高新区,2室2厅 | 78.61平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,109,"13,866元/平"
9小区二层 南北通 精装修 明厨明卫 拎包入住 支持贷款,光华小区(丰润区) -丰润区,2室1厅 | 50.25平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,3人关注 / 4个月以前发布,47,"9,354元/平"
翔云里 2室1厅 东 西 北,翔云里 -路北区,2室1厅 | 71.5平米 | 东 西 北 | 简装 | 高楼层(共5层)  | 板塔结合,2人关注 / 一年前发布,71.5,"10,000元/平"
二层老本可贷款，精装修拎包入住，随时看房。前后阳台,48号小区 -路北区,2室1厅 | 59.64平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,86,"14,420元/平"
富丽国际花园 1室0厅 南,富丽国际花园 -路北区,1室0厅 | 44.6平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,2人关注 / 一年前发布,58,"13,005元/平"
此房满二，诚意出售，我有钥匙看房方便,机场路南里 -路北区,2室1厅 | 51.87平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,12人关注 / 一年前发布,49,"9,447元/平"
凤城国际，朝东两居室，精装修拎包住,智源里凤城现代广场 -路北区,2室1厅 | 63.9平米 | 东 | 其他 | 高楼层(共30层)  | 塔楼,0人关注 / 一年前发布,86,"13,459元/平"
煤研里 老本没公摊 采光好 格局好,煤研里 -路北区,2室1厅 | 55.9平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 一年前发布,85,"15,206元/平"
一层出行方便，采光好无遮挡，简装干净拎包入住,交兴楼 -路北区,1室1厅 | 48.09平米 | 南 | 精装 | 低楼层(共5层)  | 板楼,0人关注 / 一年前发布,62,"12,893元/平"
文苑凤凰城；精装修电梯房有本可贷款位置佳 诚心售房,文苑凤凰城 -路北区,2室2厅 | 100.07平米 | 西 东北 | 精装 | 中楼层(共30层)  | 板塔结合,4人关注 / 一年前发布,135,"13,491元/平"
老本 可以贷款 带车位 精装修,東港龍城 -开平区,2室2厅 | 94.6平米 | 南 北 | 精装 | 高楼层(共17层)  | 板塔结合,7人关注 / 一年前发布,88,"9,303元/平"
8小区 三层 两室 采光好 地理位置好,新城小区 -丰润区,2室1厅 | 50.94平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,2人关注 / 11个月以前发布,51,"10,012元/平"
急售！培仁里，五层，老本唯一，诚心出售！,培仁里 -路北区,1室1厅 | 40.81平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,0人关注 / 一年前发布,38,"9,312元/平"
房主着急卖 培仁里  南北通有大客厅 可贷款,培仁里 -路北区,2室1厅 | 60.76平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,3人关注 / 一年前发布,80,"13,167元/平"
高第花园 +老本 + 可贷款+诚心出售,高第花园 -路北区,1室1厅 | 60.34平米 | 东北 | 精装 | 高楼层(共25层)  | 板楼,2人关注 / 10个月以前发布,58,"9,613元/平"
中环广场 2室1厅 南,中环广场 -路北区,2室1厅 | 91.84平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,1人关注 / 9个月以前发布,122,"13,284元/平"
祥富里 2室1厅 南 北,祥富里 -路北区,2室1厅 | 59.83平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,60,"10,029元/平"
高第花园 南北山庄 康佳楼 全天采光无遮挡，视野宽阔,凤东里康佳楼 -路北区,2室1厅 | 99.69平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,102,"10,232元/平"
东城景苑   可过户、贷款  抢手一层,东城景苑 -开平区,2室1厅 | 92.6平米 | 南 北 | 简装 | 低楼层(共12层)  | 暂无数据,0人关注 / 一年前发布,93,"10,044元/平"
房主诚心出售 西北新楼 两室一厅 双阳,西北新楼社区 -路北区,2室1厅 | 51平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,7人关注 / 一年前发布,43,"8,432元/平"
远洋城商圈，四层非顶南北通两室一厅可贷款,中建二局四公司家属楼 -路北区,2室1厅 | 68.22平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,4人关注 / 一年前发布,62,"9,089元/平"
仁泰里南北通两室，全明户型诚意出售,仁泰里 -路北区,2室1厅 | 69.26平米 | 南 北 | 简装 | 低楼层(共18层)  | 板楼,5人关注 / 一年前发布,70,"10,107元/平"
银丰幸福楼 两室南北通 老本首付11万,银丰家园幸福楼 -丰南区,2室2厅 | 84.21平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 7个月以前发布,50,"5,938元/平"
临校区  全新装修 老本省稅  三层  相中房 可议价,唐山市政楼 -路北区,2室0厅 | 58平米 | 南 北 | 精装 | 中楼层(共4层)  | 板楼,0人关注 / 3个月以前发布,82,"14,138元/平"
诚成尚品 2室2厅 南 北,诚成尚品 -路北区,2室2厅 | 89.18平米 | 南 北 | 简装 | 高楼层(共18层)  | 暂无数据,6人关注 / 一年前发布,115,"12,896元/平"
急售！随时看老本南北通顶层视野好楼下万达装修潜力大,西山楼 -路北区,2室1厅 | 59.93平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 板楼,0人关注 / 一年前发布,55,"9,178元/平"
范大里茂华府 2室1厅 南,范大里茂华府 -路北区,2室1厅 | 86.4平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,4人关注 / 一年前发布,142,"16,436元/平"
房东急售！光明南里，老本满五，忒合适！,光明南里 -路北区,2室1厅 | 65.42平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,58,"8,866元/平"
红星里；本房老本南北通，明厨明卫，采光充足,红星里 -路北区,2室1厅 | 57.77平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,0人关注 / 一年前发布,50,"8,656元/平"
低楼层，双阳面，满五唯一，站西片区,光明南里 -路北区,2室1厅 | 51.25平米 | 南 | 简装 | 低楼层(共5层)  | 板楼,6人关注 / 一年前发布,66,"12,879元/平"
外贸楼  全明一室   无遮挡   可直接入住,华岩北路外贸楼 -路北区,1室1厅 | 35.51平米 | 南 | 精装 | 低楼层(共3层)  | 板楼,1人关注 / 11个月以前发布,58,"16,334元/平"
52小区光明南里两居室可公积金贷款 业主诚心出售,光明南里 -路北区,2室1厅 | 52平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,3人关注 / 一年前发布,63,"12,116元/平"
军创，老本可贷款！精装修 拎包入住，赔钱出售,军创凯旋城 -路北区,1室1厅 | 70.5平米 | 西 | 简装 | 低楼层(共29层)  | 板塔结合,1人关注 / 8个月以前发布,84,"11,915元/平"
鹤祥雅居 1室1厅 东,鹤祥雅居 -路北区,1室1厅 | 47.12平米 | 东 | 简装 | 低楼层(共11层)  | 塔楼,0人关注 / 2个月以前发布,55,"11,673元/平"
和平楼社区 2室1厅 南 北,和平楼社区 -路北区,2室1厅 | 58.53平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 一年前发布,78,"13,327元/平"
老本。采光充足无遮挡，名厨通风好,部西里 -路北区,1室1厅 | 42.52平米 | 西南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,40,"9,408元/平"
北新里 大两居室  老本可贷款,北新里 -路北区,2室1厅 | 54.42平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,2人关注 / 一年前发布,63,"11,577元/平"
2000年！水厂楼！地下室！老本！诚心出售！,水厂楼 -路北区,2室1厅 | 68.81平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,60,"8,720元/平"
这个房子户型南北通透，采光好，电梯房中间楼层,浭阳佳苑 -丰润区,2室1厅 | 88.32平米 | 南 北 | 简装 | 低楼层(共18层)  | 板楼,0人关注 / 8个月以前发布,80,"9,058元/平"
