标题,开发商,房子信息,发布信息,售价/万,单价
西部新城 园林小区 电梯房 装修保养好 关门卖拎包入住,阳光路苑三期 -城南片区,3室2厅 | 76.36平米 | 西 | 其他 | 低楼层(共18层)  | 塔楼,1人关注 / 7天以前发布,58.8,"7,701元/平"
州医院旁电梯房，楼层好，视野开阔,北苑公寓 -老城片区,4室2厅 | 154平米 | 西北 | 其他 | 高楼层(共15层)  | 板塔结合,0人关注 / 5个月以前发布,115,"7,468元/平"
水厂小区好房出售，户型方正，客厅和卧室都大,水厂小区 -老城片区,3室2厅 | 129.58平米 | 西 | 毛坯 | 低楼层(共16层)  | 塔楼,2人关注 / 4个月以前发布,82,"6,329元/平"
老城区，三室两厅诚心出售。。。。。,四川省彝文学校 -老城片区,3室2厅 | 68.08平米 | 东南 | 其他 | 中楼层(共4层)  | 暂无数据,3人关注 / 8个月以前发布,58.6,"8,608元/平"
房子位于老西门街电梯房 精装修 中高楼层 采光好,西电北区家园小区 -老城片区,3室2厅 | 129.89平米 | 东南 | 其他 | 中楼层(共18层)  | 暂无数据,1人关注 / 5个月以前发布,103,"7,930元/平"
文汇路 小区环境好 精装三室 拎包入住,二八一小区 -市中心片区,3室1厅 | 66.28平米 | 南 | 其他 | 高楼层(共4层)  | 暂无数据,0人关注 / 1个月以前发布,57.8,"8,721元/平"
老城区，三室两厅诚心出售。。。。。,四川省彝文学校 -老城片区,3室2厅 | 68.08平米 | 东南 | 其他 | 中楼层(共4层)  | 暂无数据,3人关注 / 8个月以前发布,58.6,"8,608元/平"
房子位于老西门街电梯房 精装修 中高楼层 采光好,西电北区家园小区 -老城片区,3室2厅 | 129.89平米 | 东南 | 其他 | 中楼层(共18层)  | 暂无数据,1人关注 / 5个月以前发布,103,"7,930元/平"
名店街   剪力墙   带院坝       好房    看房方便,马水河财政局 -老城片区,3室2厅 | 127平米 | 东南 | 其他 | 低楼层(共7层)  | 平房,3人关注 / 6个月以前发布,111,"8,741元/平"
胜利北路，好房出售，小区环境优美,四川省凉山监狱 -老城片区,3室2厅 | 89.18平米 | 东南 | 其他 | 高楼层(共4层)  | 暂无数据,5人关注 / 6个月以前发布,59,"6,616元/平"
文汇路 小区环境好 精装三室 拎包入住,二八一小区 -市中心片区,3室1厅 | 66.28平米 | 南 | 其他 | 高楼层(共4层)  | 暂无数据,0人关注 / 1个月以前发布,57.8,"8,721元/平"
州医院旁电梯房，楼层好，视野开阔,北苑公寓 -老城片区,4室2厅 | 154平米 | 西北 | 其他 | 高楼层(共15层)  | 板塔结合,0人关注 / 5个月以前发布,115,"7,468元/平"
长安片区楼层好户型好装修好房东诚心出售看房随时,木里县林业局干休所 -长安片区,3室2厅 | 101.63平米 | 南 | 其他 | 高楼层(共4层)  | 板楼,0人关注 / 10个月以前发布,92,"9,053元/平"
西部新城，商贸城旁园林小区，低价出售,攀西春天 -西部新城片区,3室2厅 | 88.59平米 | 西 | 其他 | 低楼层(共18层)  | 塔楼,0人关注 / 10个月以前发布,83,"9,370元/平"
小区环境好   户型方正    光线好   视野好,正黄金色学府 -西部新城片区,3室2厅 | 83平米 | 西南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,85,"10,241元/平"
此房在一楼户型方正，配套设施齐全，朝南日照时间长,如意小区 -会理县,2室2厅 | 90平米 | 东 西 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 7个月以前发布,52,"5,778元/平"
益馨嘉园三室两厅一厨一卫清水房出售！,益馨嘉园 -会理县,3室2厅 | 101.37平米 | 南 北 | 其他 | 低楼层(共14层)  | 暂无数据,0人关注 / 3个月以前发布,60,"5,919元/平"
西部新城 正黄 金色学套三精装修,正黄金色学府 -西部新城片区,3室2厅 | 81.69平米 | 西北 | 其他 | 低楼层(共18层)  | 板楼,5人关注 / 5个月以前发布,82,"10,038元/平"
清水套四 诚心出售  户型方正采光好,邦泰花熙府 -西部新城片区,4室2厅 | 107.5平米 | 西 | 其他 | 低楼层(共18层)  | 暂无数据,1人关注 / 4个月以前发布,96,"8,931元/平"
大成车站旁 剪力墙中层 标准3室 停车方便,鑫海小区 -市中心片区,3室2厅 | 105平米 | 东南 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,87.8,"8,362元/平"
化工小区 3室2厅 东南,化工小区 -市中心片区,3室2厅 | 77.5平米 | 东南 | 精装 | 4层  | 板塔结合,0人关注 / 2个月以前发布,69.8,"9,007元/平"
此房干净舒适；房东诚心出售；看房子方便,中信国际花城 -长安片区,5室2厅 | 183.88平米 | 东南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 3个月以前发布,130,"7,070元/平"
沃尔玛片区带大平台剪力墙大套三诚心出售,金厦攀星花園 -市中心片区,3室2厅 | 149.99平米 | 东南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,134,"8,934元/平"
如意小区三室一厅一厨一卫出售地段好,如意小区 -会理县,3室1厅 | 90.96平米 | 东 西 | 其他 | 高楼层(共5层)  | 暂无数据,1人关注 / 3个月以前发布,60,"6,597元/平"
西部新城 树高翡丽庄园 实得大 对中庭 价格可议,树高·翡丽庄园 -西部新城片区,3室2厅 | 88平米 | 东 | 其他 | 低楼层(共16层)  | 塔楼,0人关注 / 1个月以前发布,97,"11,023元/平"
电梯洋房小区 视野好 环境优美,邦泰花园城三期 -西部新城片区,3室2厅 | 76.07平米 | 东南 | 其他 | 中楼层(共14层)  | 暂无数据,0人关注 / 2个月以前发布,91.18,"11,987元/平"
西部新城  小区物业管理严格 房子朝向好 视野开阔,正黄金色学府 -西部新城片区,3室2厅 | 82平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,1人关注 / 4个月以前发布,80.8,"9,854元/平"
房子呢位置比较好，在名店街旁边一点，,正黄金色学府 -西部新城片区,3室2厅 | 82平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 7个月以前发布,90,"10,976元/平"
金域香江四室两厅一厨两卫南北朝向可看河景,金域香江 -会理县,4室2厅 | 122.48平米 | 南 | 其他 | 高楼层(共8层)  | 平房,0人关注 / 3个月以前发布,86.6,"7,071元/平"
西部较为成熟楼盘，航天片区准新房出售，采光通透,正黄金色学府 -西部新城片区,3室2厅 | 82.52平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 9个月以前发布,93,"11,270元/平"
中医院住宅家属区 2室1厅 东,中医院住宅家属区 -市中心片区,2室1厅 | 59.76平米 | 东 | 其他 | 低楼层(共4层)  | 板楼,0人关注 / 1个月以前发布,56,"9,371元/平"
此房标椎三室双卫 户型方正，视野开阔，采光充足,胜利路蔬菜公司 -市中心片区,3室2厅 | 117.12平米 | 东 | 精装 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,88,"7,514元/平"
航天路口  标准三室 适合老年人居住 生活配套方便,庆华景城 -市中心片区,3室2厅 | 90.32平米 | 南 | 简装 | 低楼层(共7层)  | 板塔结合,1人关注 / 一年前发布,86.8,"9,611元/平"
位置好，中间楼层，河景房，朝向好，视野宽阔,金域香江 -会理县,4室2厅 | 107.32平米 | 东 西 | 其他 | 中楼层(共8层)  | 塔楼,0人关注 / 4个月以前发布,92,"8,573元/平"
出行方便，户型方正，，配套成熟，物业管理水平高；,永兴街 -德昌县,3室2厅 | 108.41平米 | 东南 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,51.8,"4,779元/平"
交通便利 小区环境干净舒适 适合居住,政通街 -德昌县,4室2厅 | 135平米 | 东 西 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,60,"4,445元/平"
航天路口  标准三室 适合老年人居住 生活配套方便,庆华景城 -市中心片区,3室2厅 | 90.32平米 | 南 | 简装 | 低楼层(共7层)  | 板塔结合,1人关注 / 一年前发布,86.8,"9,611元/平"
新班车站小区 3室2厅 交通便利 适合居住,时代地标 -德昌县,3室2厅 | 107.42平米 | 南 | 其他 | 中楼层(共16层)  | 板楼,0人关注 / 3个月以前发布,55,"5,121元/平"
月亮湖公园旁 南山国际社区御墅 一楼底跃 好房出售,南山国际社区御墅 -城南片区,4室2厅 | 242.89平米 | 北 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,252,"10,376元/平"
南山生态园林区，南山国际康郡精装套三钥匙在手关门卖,南山国际社区 -城南片区,3室2厅 | 82.28平米 | 西北 | 其他 | 低楼层(共9层)  | 板楼,1人关注 / 3个月以前发布,109.8,"13,345元/平"
南山片区 精装 三室 电梯洋房 关门卖,合信南山别墅 -城南片区,3室2厅 | 76.32平米 | 东南 | 其他 | 中楼层(共9层)  | 塔楼,5人关注 / 6个月以前发布,109,"14,282元/平"
中医院住宅家属区 2室1厅 东,中医院住宅家属区 -市中心片区,2室1厅 | 59.76平米 | 东 | 其他 | 低楼层(共4层)  | 板楼,0人关注 / 1个月以前发布,56,"9,371元/平"
西部新城  小区物业管理严格 房子朝向好 视野开阔,正黄金色学府 -西部新城片区,3室2厅 | 82平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,1人关注 / 4个月以前发布,80.8,"9,854元/平"
此房干净舒适；房东诚心出售；看房子方便,中信国际花城 -长安片区,5室2厅 | 183.88平米 | 东南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 3个月以前发布,130,"7,070元/平"
正黄金色学府 3室2厅 东,正黄金色学府 -西部新城片区,3室2厅 | 81.35平米 | 东 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,114.8,"14,112元/平"
邛海湾，三室双卫，带两个花园，带6米层高负一楼,合信邛海湾A区 -三岔口片区,6室2厅 | 78平米 | 东南 | 其他 | 低楼层(共17层)  | 塔楼,1人关注 / 6个月以前发布,156,"20,000元/平"
万达旁，邛海湾三室双卫海景房，92万,合信邛海湾B区 -三岔口片区,3室2厅 | 78平米 | 西南 | 毛坯 | 中楼层(共20层)  | 板塔结合,3人关注 / 6个月以前发布,126.8,"16,257元/平"
房子户型方正，采光、通风都很好，看房方便，提前联系,三岔口东路165号 -三岔口片区,3室2厅 | 95.64平米 | 南 | 其他 | 低楼层(共1层)  | 暂无数据,2人关注 / 3个月以前发布,72.8,"7,612元/平"
东沿线春城学.校旁，标准套三，户型方正，楼层好,领地.悦邛海 -三岔口片区,3室2厅 | 97平米 | 东 | 毛坯 | 中楼层(共20层)  | 暂无数据,0人关注 / 6个月以前发布,125.5,"12,939元/平"
此房满五，户型方正，标准四室，环境优美,喜德县驻西昌第二干休所 -三岔口片区,4室2厅 | 153.2平米 | 东 | 精装 | 低楼层(共6层)  | 板楼,7人关注 / 一年前发布,122,"7,964元/平"
好房出售，小区环境优美。看房方便,胜利北路181号 -老城片区,3室2厅 | 120.97平米 | 南 北 | 其他 | 高楼层(共7层)  | 平房,2人关注 / 7个月以前发布,76.8,"6,349元/平"
海河边精装套三双卫，户型方正彩光充足，房东诚心出售,海河帝景A区 -城南片区,3室2厅 | 140.3平米 | 东 | 简装 | 高楼层(共6层)  | 平房,0人关注 / 一年前发布,151,"10,763元/平"
西部新城 正黄金色学府 下证 航天 朝向好,正黄金色学府 -西部新城片区,3室2厅 | 81平米 | 南 | 其他 | 高楼层(共19层)  | 板楼,0人关注 / 7个月以前发布,103,"12,717元/平"
双阳台设计，朝小区中庭，户型方正，采光充足,航天阳光 -长安片区,3室2厅 | 121.89平米 | 东北 | 其他 | 中楼层(共18层)  | 板楼,1人关注 / 8个月以前发布,104,"8,533元/平"
房源位置处在环境优雅交通通畅的小区,桂苑 -西部新城片区,3室2厅 | 113平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板塔结合,5人关注 / 6个月以前发布,86,"7,611元/平"
此房户型方正，采光充足。视野开阔。。。。。。,德馨苑 -西部新城片区,3室1厅 | 121.3平米 | 西南 | 毛坯 | 高楼层(共18层)  | 塔楼,0人关注 / 3个月以前发布,83,"6,843元/平"
次新房，花园洋房小区，环境优美。,邦泰花熙府 -西部新城片区,3室2厅 | 91平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,98,"10,770元/平"
此房南北朝向格局，楼层好，采光充足，视野开阔,胜利南路自来水公司 -市中心片区,3室2厅 | 93.38平米 | 东 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 8个月以前发布,86,"9,210元/平"
西部难得的好房，价格合理，正在等合适买家,邦泰花园城三期 -西部新城片区,3室2厅 | 75.9平米 | 西 | 毛坯 | 低楼层(共14层)  | 板塔结合,1人关注 / 一年前发布,80.6,"10,620元/平"
海河壹号房屋出售，采光好，楼层好，,海河壹号 -城南片区,3室2厅 | 145平米 | 南 | 精装 | 高楼层(共16层)  | 塔楼,10人关注 / 一年前发布,142,"9,794元/平"
人民银行家属区  交通便利 小区环境干净舒适 适合居住,中国人民银行凉山州中心支行土城西路家属院 -三岔口片区,3室2厅 | 120平米 | 东南 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,95.8,"7,984元/平"
楼层好，视野开阔，中庭位置，双面采光，配套齐全,合信南山别墅 -城南片区,5室2厅 | 106平米 | 东南 | 其他 | 中楼层(共5层)  | 板塔结合,0人关注 / 7个月以前发布,174,"16,416元/平"
视野很开阔，户型采光好 朝东南海景房 对中庭很安静,合信邛海湾B区 -三岔口片区,3室2厅 | 77.5平米 | 东 | 其他 | 高楼层(共20层)  | 板楼,0人关注 / 2个月以前发布,92,"11,871元/平"
带车位出售，小区环境优美，电梯入户，物业管理好,邦泰花园城二期 -西部新城片区,3室2厅 | 74平米 | 东南 | 其他 | 高楼层(共9层)  | 塔楼,0人关注 / 3个月以前发布,125,"16,892元/平"
"此房环境好，位置好,看公园，朝东南，视野开阔",领地.悦邛海 -三岔口片区,3室2厅 | 112平米 | 东南 | 其他 | 高楼层(共15层)  | 塔楼,0人关注 / 7个月以前发布,134,"11,965元/平"
此房户型方正，南北朝向，在沃尔玛旁,顺和苑小区 -城南片区,4室2厅 | 139.52平米 | 东南 | 其他 | 中楼层(共11层)  | 塔楼,0人关注 / 1个月以前发布,125,"8,960元/平"
东沿线电梯入户大套四，带屋顶花园，实际147平,紫云台 -三岔口片区,4室2厅 | 117平米 | 东南 | 毛坯 | 高楼层(共9层)  | 暂无数据,9人关注 / 一年前发布,189,"16,154元/平"
万达广场 经典错层  交通便利 小区环境干净舒适,铁投·邛海壹号 -三岔口片区,3室2厅 | 105平米 | 西南 | 其他 | 低楼层(共20层)  | 塔楼,0人关注 / 2个月以前发布,129,"12,286元/平"
此房朝东北比较安静，楼层在中层，朝东采光好,合信邛海湾B区 -三岔口片区,3室2厅 | 79平米 | 东南 | 其他 | 中楼层(共20层)  | 板塔结合,0人关注 / 3个月以前发布,96.8,"12,254元/平"
配套设施齐全 采光通风性好 出行方便，位置好。,月海苑 -三岔口片区,3室2厅 | 105.22平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 5个月以前发布,106.5,"10,122元/平"
万达广场旁 乐荟城一期 海景房 楼层好采光足 视野开阔,乐荟城 -三岔口片区,4室2厅 | 164.7平米 | 南 | 其他 | 高楼层(共20层)  | 板塔结合,1人关注 / 6个月以前发布,208,"12,630元/平"
此房标准套三双，卫户型好朝向好,桃源小区 -三岔口片区,3室2厅 | 118.17平米 | 东南 | 毛坯 | 低楼层(共18层)  | 平房,0人关注 / 1个月以前发布,112.5,"9,521元/平"
乐汇城海云墅，三室两厅，交通便利，适合居住,乐荟城 -三岔口片区,3室2厅 | 110平米 | 西南 | 毛坯 | 低楼层(共20层)  | 塔楼,1人关注 / 一年前发布,122,"11,091元/平"
海河旁优质别墅出售。。。。。。。。。。。。。。。,领地·阑台府 -城南片区,4室2厅 | 175平米 | 西南 | 其他 | 低楼层(共3层)  | 暂无数据,0人关注 / 一年前发布,210,"12,000元/平"
健康路福乐园小区    标准套三  户型方正   楼层好,福乐园小区 -三岔口片区,3室2厅 | 110平米 | 东南 | 简装 | 中楼层(共4层)  | 板楼,0人关注 / 一年前发布,88.8,"8,073元/平"
东部优质好房  套三双卫  实际的面积大,合信邛海湾B区 -三岔口片区,3室2厅 | 77.8平米 | 西 | 毛坯 | 低楼层(共20层)  | 塔楼,0人关注 / 一年前发布,100.6,"12,931元/平"
精装套四出售，采光好，户型方方正正,西昌水电工程公司 -三岔口片区,4室2厅 | 128.8平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,107,"8,308元/平"
南山别墅群依山傍水四室大平层出售。,南山国际社区御墅 -城南片区,4室2厅 | 119平米 | 东 | 毛坯 | 低楼层(共7层)  | 板楼,1人关注 / 一年前发布,112.3,"9,437元/平"
南坛大套三出售，户型方正，前后双阳台,越西县二干所 -三岔口片区,3室2厅 | 137平米 | 东南 | 其他 | 低楼层(共7层)  | 板塔结合,0人关注 / 4个月以前发布,129.9,"9,482元/平"
