标题,开发商,房子信息,发布信息,售价/万,单价
兰亭花园！四五楼复式！带倆露台！精装修！,蘭亭花園 -理想城,5室3厅 | 142.75平米 | 南 北 | 精装 | 高楼层(共4层)  | 暂无数据,29人关注 / 7个月以前发布,125,"8,757元/平"
广厦阳光苑+步梯低层+精装3室+双气+老证,广厦阳光苑 -二十七中,2室2厅 | 106.31平米 | 东 西 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,62,"5,833元/平"
博远龙郡卫河旁南北通 中间楼层 精装双气 老证 可按揭,博远龙郡 -牧野公园,3室1厅 | 143平米 | 南 | 简装 | 低楼层(共13层)  | 板楼,2人关注 / 9个月以前发布,98,"6,854元/平"
维多利亚，精装两房，拎包入住，临胖东来，人民公园。,维多利亚城 -牧野公园,2室1厅 | 68平米 | 西 | 精装 | 中楼层(共28层)  | 板塔结合,3人关注 / 一年前发布,47.5,"6,986元/平"
东风路上步梯二楼总高六层97年的房子,平大家属院 -河师大,3室1厅 | 92.85平米 | 西 | 简装 | 低楼层(共6层)  | 板楼,7人关注 / 8个月以前发布,78,"8,401元/平"
东区定国湖旁，电梯中层两室毛坯随意装修邻高铁东站,正商城裕园 -定国湖,2室2厅 | 92平米 | 南 | 毛坯 | 低楼层(共27层)  | 板塔结合,2人关注 / 一年前发布,75,"8,153元/平"
此房格局合理，采光好，无遮挡，大两室，，适合居住,货场路煤建公司家属院 -市中心医院,2室1厅 | 78平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,45,"5,770元/平"
明珠花园满五唯一，采光通风良好，带车位，满五唯一,中原明珠花园玫瑰苑 -人民公园,3室2厅 | 119.38平米 | 西 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,74.6,"6,249元/平"
房子满五唯一，户型方正，120平大三室,文苑小区家属院 -牧野公园,3室2厅 | 120平米 | 东 | 简装 | 高楼层(共6层)  | 板楼,8人关注 / 一年前发布,77,"6,417元/平"
人民公园旁 精装修 拎包入住 诚心出售,星海假日王府 -人民公园,3室2厅 | 143.23平米 | 南 北 | 精装 | 低楼层(共28层)  | 板塔结合,0人关注 / 1个月以前发布,128,"8,937元/平"
源湖园 经典 大三房满五唯一，,源湖园 -八里营,3室2厅 | 118平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,72.5,"6,145元/平"
人性化的合理建筑，采光充足，户型方正，小区环境优雅,天鹅第一城一期 -市中心医院,3室2厅 | 120平米 | 东 | 精装 | 高楼层(共26层)  | 塔楼,15人关注 / 一年前发布,92.9,"7,742元/平"
红旗区新飞家属院简装3室  南北通透,红旗区新飞家属院 -汽车东站,3室2厅 | 84.29平米 | 北 南 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,41,"4,865元/平"
新闻小区三居室精装修全明户型无贷款价格优惠,新闻小区 -理想城,3室2厅 | 132平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,14人关注 / 一年前发布,85,"6,440元/平"
汽车东站！大三室！采光好！看房方便！,富达金田小区 -汽车东站,3室2厅 | 160.78平米 | 南 | 简装 | 高楼层(共16层)  | 板塔结合,5人关注 / 一年前发布,107,"6,656元/平"
文苑小区 育才渐德 户型好 居住适宜 牧野湖旁生活惬意,文苑小区家属院 -牧野公园,2室2厅 | 108平米 | 东北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,60,"5,556元/平"
让孩子赢在起跑线 紫钰 精装3室 南北直通 2卧南 老证,诚城紫钰 -大学城,3室2厅 | 138.47平米 | 北 南 | 精装 | 高楼层(共30层)  | 板楼,1人关注 / 4个月以前发布,130,"9,389元/平"
精装修！领包入住！房东诚心急售！带地下室！,金谷阳光 -柳青路,3室2厅 | 109.4平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,2人关注 / 4个月以前发布,79.8,"7,295元/平"
一中 70年产权 电梯二房 精装修 诚心出售 看房方便！,金谷阳光 -柳青路,2室2厅 | 85.82平米 | 南 西北 | 精装 | 中楼层(共25层)  | 塔楼,1人关注 / 7个月以前发布,68,"7,924元/平"
满五唯一 精装大3室  采光充足 拎包入住 诚心出售,金谷阳光 -柳青路,3室2厅 | 123平米 | 西北 | 精装 | 中楼层(共6层)  | 板塔结合,29人关注 / 一年前发布,81,"6,586元/平"
文渊花渊 精装唯一大四房  全明户型  采光良  拎包住,文渊花园 -大学城,4室1厅 | 170平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,4人关注 / 6个月以前发布,130,"7,648元/平"
金谷阳光地带，电梯房，全明户型，全天采光,金谷阳光 -柳青路,3室2厅 | 88.68平米 | 南 | 精装 | 高楼层(共11层)  | 塔楼,0人关注 / 4个月以前发布,67,"7,556元/平"
东区 翡翠国际 精装三室 诚心出售 看房提前联系,润华·翡翠国际 -理想城,3室2厅 | 116.04平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,132,"11,376元/平"
新建巷中间楼层，采光充足，配套设施齐全，交通便利,中原路中水电五局住宅楼 -二中,3室2厅 | 116平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,68.8,"5,932元/平"
三卧朝南，电梯中层，采光不错，交通便利！,大景城 -伟业,3室2厅 | 113.71平米 | 南 | 简装 | 中楼层(共11层)  | 板塔结合,9人关注 / 一年前发布,97.3,"8,557元/平"
精装修三室，高楼层，采光通风好，无遮挡，无浪费面积,博瑞沁园 -柳青路,3室2厅 | 110平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,4人关注 / 8个月以前发布,79,"7,182元/平"
博瑞沁园，电梯中层，采光好，毛坯，随意装修,博瑞沁园 -柳青路,3室2厅 | 125平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板塔结合,0人关注 / 7个月以前发布,100,"8,000元/平"
新飛花園 4室2厅 南 北,新飛花園 -橄榄城,4室2厅 | 173平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,1人关注 / 6个月以前发布,113,"6,532元/平"
南环金谷阳光地带稀有一楼老证双气可按揭有钥匙,金谷阳光 -柳青路,3室2厅 | 100平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 塔楼,29人关注 / 一年前发布,77,"7,700元/平"
高晟福润城毛坯三室！新小区环境优美，人车分流！,高晟福润城C区 -新建街,3室2厅 | 132平米 | 东 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,100,"7,576元/平"
博瑞沁园  精装修  户型好 3-2-1 急售,博瑞沁园 -柳青路,3室2厅 | 112.5平米 | 南 北 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,89.8,"7,983元/平"
效委路上顶层大三室，总价低，教育资源好,郊委路13号院 -二中,3室2厅 | 130平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,51,"3,924元/平"
电梯小高层.采光好.买房一定要看过这套再做决定,金色奥园 -洪门,3室2厅 | 112平米 | 南 北 | 精装 | 高楼层(共11层)  | 塔楼,45人关注 / 一年前发布,87,"7,768元/平"
房子户型方正，精装修直接拎包入住,深业世纪村 -大学城,3室2厅 | 142平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,9人关注 / 10个月以前发布,145,"10,212元/平"
新建花园 复式  户型好 院子30平方  格局合理,隆基新建花园 -新建街,3室2厅 | 154平米 | 南 北 | 精装 | 低楼层(共4层)  | 板楼,1人关注 / 一年前发布,130,"8,442元/平"
东区新出好房 东方家园 户型好 环境好 配套齐全,东方家园 -理想城,3室2厅 | 141.83平米 | 南 北 | 简装 | 低楼层(共17层)  | 板楼,5人关注 / 7个月以前发布,143,"10,083元/平"
陶然佳苑，南北通透，户型方正，采光通风好！,陶然佳苑 -新建街,3室2厅 | 125平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,50,"4,000元/平"
星海传说精装三室带车位带地下室,星海传说小区 -柳青路,3室2厅 | 106.3平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,92,"8,655元/平"
急售！ 采光不错1步梯 一楼！户型方正,长兴小区 -大学城,3室2厅 | 102平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,57.5,"5,638元/平"
大阳台 采光好  南北通  透 挑高  高,建业绿色家园 -橄榄城,3室1厅 | 106平米 | 南 西 北 | 精装 | 高楼层(共5层)  | 板楼,11人关注 / 一年前发布,65,"6,133元/平"
宝龙广场近 蓬莱华府 精装自住房 诚心出售 看房方便,蓬莱华府小区 -市政府,3室2厅 | 140.69平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,5人关注 / 一年前发布,126,"8,956元/平"
满五唯一，南北通透，采光好，视野好，看房方便,鸿翔小区 -大学城,2室2厅 | 95平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,7人关注 / 一年前发布,39.5,"4,158元/平"
和谐城，政府旁一楼带院，全天采光，养老首要选择！,亿源·和谐城 -理想城,2室1厅 | 90.26平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,10人关注 / 9个月以前发布,101,"11,190元/平"
新东花园 南北朝向 两室 看上房价格好谈,新东花园 -汽车东站,2室2厅 | 80平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,48,"6,000元/平"
大学城旁，三室南北通透，采光佳，诚心出售,大学源B区 -洪门,3室2厅 | 145.43平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,83,"5,708元/平"
顶楼带阁楼楼台，采光视野好，南北通透,溥诚花园 -汽车东站,3室2厅 | 113.69平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,65,"5,718元/平"
满五唯一 精装大3室  采光充足 拎包入住 诚心出售,金谷阳光 -柳青路,3室2厅 | 123平米 | 西北 | 精装 | 中楼层(共6层)  | 板塔结合,29人关注 / 一年前发布,81,"6,586元/平"
文渊花渊 精装唯一大四房  全明户型  采光良  拎包住,文渊花园 -大学城,4室1厅 | 170平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,4人关注 / 6个月以前发布,130,"7,648元/平"
五普家属院~中装3室 老证 高层 随时看房,新乡基地 -大学城,3室2厅 | 125平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,65,"5,200元/平"
一中 70年产权 电梯二房 精装修 诚心出售 看房方便！,金谷阳光 -柳青路,2室2厅 | 85.82平米 | 南 西北 | 精装 | 中楼层(共25层)  | 塔楼,1人关注 / 7个月以前发布,68,"7,924元/平"
繁华地段　南北通透　干净整洁　全明户型,二机电家属院 -新建街,2室1厅 | 67平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,27.8,"4,150元/平"
5楼3室带地下室　户型方正无浪费面积　,陶然佳苑 -新建街,3室1厅 | 98.95平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,46.8,"4,730元/平"
大阳台 采光好  南北通  透 挑高  高,建业绿色家园 -橄榄城,3室1厅 | 106平米 | 南 西 北 | 精装 | 高楼层(共5层)  | 板楼,11人关注 / 一年前发布,65,"6,133元/平"
繁华地段　南北通透　干净整洁　全明户型,二机电家属院 -新建街,2室1厅 | 67平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,27.8,"4,150元/平"
新建花园 复式  户型好 院子30平方  格局合理,隆基新建花园 -新建街,3室2厅 | 154平米 | 南 北 | 精装 | 低楼层(共4层)  | 板楼,1人关注 / 一年前发布,130,"8,442元/平"
东区新出好房 东方家园 户型好 环境好 配套齐全,东方家园 -理想城,3室2厅 | 141.83平米 | 南 北 | 简装 | 低楼层(共17层)  | 板楼,5人关注 / 7个月以前发布,143,"10,083元/平"
效委路上顶层大三室，总价低，教育资源好,郊委路13号院 -二中,3室2厅 | 130平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,51,"3,924元/平"
房子户型方正，精装修直接拎包入住,深业世纪村 -大学城,3室2厅 | 142平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,9人关注 / 10个月以前发布,145,"10,212元/平"
电梯小高层.采光好.买房一定要看过这套再做决定,金色奥园 -洪门,3室2厅 | 112平米 | 南 北 | 精装 | 高楼层(共11层)  | 塔楼,45人关注 / 一年前发布,87,"7,768元/平"
华隆国际，繁华中芯，中高楼层，采光好,华隆国际 -大学城,3室2厅 | 147.15平米 | 南 | 精装 | 高楼层(共20层)  | 板楼,0人关注 / 3个月以前发布,143,"9,718元/平"
常青藤，2019年交房，中间楼层，毛坯随便造,诚城•常青藤 -大学城,3室2厅 | 114平米 | 南 | 毛坯 | 中楼层(共31层)  | 板塔结合,2人关注 / 6个月以前发布,93,"8,158元/平"
业主急出售，房新，步梯三楼，带车库，可以贷款,中原路中水电五局住宅楼 -二中,3室2厅 | 106平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,56.8,"5,359元/平"
业主外地发展，业主诚心出售小区好位置位置采光好,温莎城堡 -柳青路,3室2厅 | 126平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 3个月以前发布,92.98,"7,380元/平"
四室两厅两卫 人民路胜利路交叉口,天隆小区 -新乡站,4室2厅 | 218平米 | 西 | 简装 | 中楼层(共15层)  | 板楼,2人关注 / 6个月以前发布,143,"6,560元/平"
三卧朝南，电梯中层，采光不错，交通便利！,大景城 -伟业,3室2厅 | 113.71平米 | 南 | 简装 | 中楼层(共11层)  | 板塔结合,9人关注 / 一年前发布,97.3,"8,557元/平"
精装修一楼，通透，采光好，户型方正,金谷阳光 -柳青路,3室2厅 | 127.9平米 | 东 东南 | 精装 | 低楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,98,"7,663元/平"
东区 翡翠国际 精装三室 诚心出售 看房提前联系,润华·翡翠国际 -理想城,3室2厅 | 116.04平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,132,"11,376元/平"
新建巷中间楼层，采光充足，配套设施齐全，交通便利,中原路中水电五局住宅楼 -二中,3室2厅 | 116平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,68.8,"5,932元/平"
陶然佳苑，南北通透，户型方正，采光通风好！,陶然佳苑 -新建街,3室2厅 | 125平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,50,"4,000元/平"
星海传说精装三室带车位带地下室,星海传说小区 -柳青路,3室2厅 | 106.3平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,92,"8,655元/平"
急售！ 采光不错1步梯 一楼！户型方正,长兴小区 -大学城,3室2厅 | 102平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,57.5,"5,638元/平"
光彩市场旁  馨华佳苑精装修四室  中间楼层,馨华佳苑 -恒大,4室2厅 | 133.98平米 | 南 北 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 7个月以前发布,129,"9,629元/平"
绿都城，南环一.中旁，电梯三室，全明户型，房东诚售,绿都城 -柳青路,3室2厅 | 97平米 | 南 | 简装 | 低楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,72,"7,423元/平"
伟业中央公园 南北通透 精装修 拎包入住,伟业中央公园 -伟业,3室2厅 | 106平米 | 南 北 | 精装 | 低楼层(共25层)  | 板塔结合,0人关注 / 1个月以前发布,135,"12,736元/平"
市政府伟业彩虹桥东牧野花园精装修有钥匙随时看房,牧野花园 -伟业,3室2厅 | 145平米 | 东 | 精装 | 低楼层(共24层)  | 板楼,0人关注 / 2个月以前发布,113.5,"7,828元/平"
采光好通透的优质房源，房东急售,卫滨区金海湾家属院 -八里营,3室1厅 | 103.44平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,40,"3,867元/平"
精装修； 全天采光； 拎包入住,亿源·和谐城 -理想城,3室2厅 | 140.86平米 | 南 北 | 精装 | 低楼层(共24层)  | 板楼,1人关注 / 5个月以前发布,130,"9,230元/平"
绿都城，南北直通，全天采光，全明户型，业主诚售,绿都城 -柳青路,3室2厅 | 86.75平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,62,"7,147元/平"
综合市场就在旁边，小区环境安静，小区楼下就有广发！,祥瑞花园 -橄榄城,3室2厅 | 120平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,4人关注 / 一年前发布,69.6,"5,800元/平"
陶然家园  户型方正 双阳台 好楼层 小区安静,陶然佳苑 -新建街,2室2厅 | 90平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,43.5,"4,834元/平"
解放路馨景家园，步梯二楼，有地下室，房东急售。,馨景家园 -新建街,2室2厅 | 92.7平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 一年前发布,63,"6,797元/平"
此房老证，楼层好，配套设施齐全，交通便利，不临街,嘉联·橄榄城 -橄榄城,3室2厅 | 138平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,137,"9,928元/平"
一楼带大院，下沉复式，精装四室,正阳花园 -橄榄城,4室2厅 | 161.93平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,5人关注 / 8个月以前发布,178,"10,993元/平"
