标题,开发商,房子信息,发布信息,售价/万,单价
嘉荟新城东区精装122平拎包入住,嘉荟新城东区 -丹阳开发区商圈,3室1厅 | 122平米 | 南 | 精装 | 低楼层(共18层)  | 平房,1人关注 / 31天以前发布,89.8,"7,361元/平"
佳景天城 29楼 107平 简装 三房一卫 总价低 月供少,佳景天城 -丹阳开发区商圈,3室2厅 | 107平米 | 南 | 简装 | 高楼层(共33层)  | 塔楼,0人关注 / 4个月以前发布,105,"9,814元/平"
嘉源和谐里 3室2厅 南,嘉源和谐里 -丹阳华南商圈,3室2厅 | 110平米 | 南 | 毛坯 | 中楼层(共15层)  | 暂无数据,0人关注 / 7个月以前发布,96.8,"8,800元/平"
天福花园顶复3房2卫精装满二148平81.8万,天福花园 -丹阳开发区商圈,3室2厅 | 88平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,71.8,"8,160元/平"
国税宿舍 3室2厅 南,国税宿舍 -丹阳开发区商圈,3室2厅 | 143平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,101.5,"7,098元/平"
美亚华悦.无遮挡.满五.今日急售。随时看房.,美亚华悦 -丹阳开发区商圈,3室2厅 | 108.8平米 | 南 | 精装 | 高楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,120,"11,030元/平"
碧桂园·樾府 4室2厅 南 北,碧桂园·樾府 -丹阳华南商圈,4室2厅 | 140平米 | 南 北 | 毛坯 | 中楼层(共10层)  | 暂无数据,0人关注 / 7个月以前发布,136.8,"9,772元/平"
大桥新村，开发区与市区交界处，居住感十足,大桥新村 -丹阳城区商圈,3室2厅 | 121平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,83.8,"6,926元/平"
世纪东升大平层房东诚心出售价格可谈,世纪东升小区 -丹阳华南商圈,5室3厅 | 209平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,126.8,"6,067元/平"
吾悦华府四房 楼层好 前面无遮挡 三开间朝南 动静分离,吾悦华府公馆 -丹阳开发区商圈,4室2厅 | 124平米 | 南 | 精装 | 高楼层(共34层)  | 暂无数据,0人关注 / 6个月以前发布,163.8,"13,210元/平"
吾悦华府 4室2厅 南 北,吾悦华府 -丹阳开发区商圈,4室2厅 | 173平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,238,"13,758元/平"
金香花园 3室2厅 南,金香花园 -丹阳城区商圈,3室2厅 | 146.5平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,108,"7,373元/平"
房东诚心出售，欢迎随时预约看房，看中价格可谈。,学仕苑 -丹阳城区商圈,4室2厅 | 210平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,218,"10,381元/平"
大桥南苑 4室2厅 南,大桥南苑 -丹阳城区商圈,4室2厅 | 138平米 | 南 | 简装 | 高楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,68,"4,928元/平"
双井苑3-2-1-1好房房主诚意出售,双井苑 -丹阳城区商圈,3室2厅 | 114平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,82.8,"7,264元/平"
房东诚心出售，欢迎随时预约看房，看中价格可谈。,学仕苑 -丹阳城区商圈,4室2厅 | 210平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,218,"10,381元/平"
开泰苑119平 3室2厅 精装独库设全 98万 看中价格可谈,开泰苑 -丹阳城区商圈,3室2厅 | 119平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,98,"8,236元/平"
吾悦华府四房 楼层好 前面无遮挡 三开间朝南 动静分离,吾悦华府公馆 -丹阳开发区商圈,4室2厅 | 124平米 | 南 | 精装 | 高楼层(共34层)  | 暂无数据,0人关注 / 6个月以前发布,163.8,"13,210元/平"
吾悦华府 4室2厅 南 北,吾悦华府 -丹阳开发区商圈,4室2厅 | 173平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,238,"13,758元/平"
丹阳碧桂园 3室1厅 南 北,丹阳碧桂园 -丹阳华南商圈,3室1厅 | 91平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,108.8,"11,957元/平"
华都锦城·幸福里3-2-1-1 127.00m² 140.8 万,华都锦城·幸福里 -丹阳华南商圈,3室2厅 | 127平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 2个月以前发布,140,"11,024元/平"
华都锦城 3室2厅 南,华都锦城 -丹阳华南商圈,3室2厅 | 135平米 | 南 | 毛坯 | 高楼层(共28层)  | 板楼,0人关注 / 2个月以前发布,153,"11,334元/平"
顶复精装带大露台，房东自己装修，,天怡南方名居 -丹阳华南商圈,4室2厅 | 160平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,1人关注 / 3个月以前发布,236.3,"14,769元/平"
凤熹台，大平层，四开间朝南，5室两厅3卫,凤熹台 -丹阳华南商圈,5室2厅 | 265平米 | 南 | 毛坯 | 低楼层(共10层)  | 暂无数据,0人关注 / 2个月以前发布,211.8,"7,993元/平"
丹阳碧桂园 带产权车位 精装大三房拎包入住,丹阳碧桂园 -丹阳华南商圈,3室2厅 | 116平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,0人关注 / 2个月以前发布,132.8,"11,449元/平"
鳯翔花園城 4室2厅 南 北,鳯翔花園城 -丹阳开发区商圈,4室2厅 | 197平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,11人关注 / 一年前发布,103.8,"5,270元/平"
此房毛坯，配套齐全，采光好，无遮挡。,东方盛世 -丹阳开发区商圈,6室4厅 | 435平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,1人关注 / 6个月以前发布,405,"9,311元/平"
华都锦城 3室2厅 南,华都锦城 -丹阳华南商圈,3室2厅 | 125平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 4个月以前发布,145,"11,600元/平"
高档小区楼层好采光好户型好价格优惠,嘉源首府（丹阳市） -丹阳开发区商圈,3室2厅 | 125平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,113.8,"9,104元/平"
（普善人家3-2-1-2 112.00m² 88.8 万）,普善人家 -丹阳城区商圈,3室2厅 | 112平米 | 南 | 简装 | 中楼层(共6层)  | 平房,0人关注 / 1个月以前发布,85.8,"7,661元/平"
凤翔花园 290平 6室两厅3卫 精装修 中间楼层 采光好,鳯翔花園城 -丹阳开发区商圈,6室2厅 | 290平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,3人关注 / 一年前发布,250,"8,621元/平"
凤翔花园 260平 精装修 6室3厅1厨3卫 满两年 208.8万,鳯翔花園城 -丹阳开发区商圈,6室3厅 | 260平米 | 南 | 精装 | 高楼层(共12层)  | 暂无数据,1人关注 / 一年前发布,188.5,"7,250元/平"
世纪豪都 4室2厅 南 北,世纪豪都 -丹阳城区商圈,4室2厅 | 160平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,102,"6,375元/平"
吾悦华府3-2-1-1 93.00m² 125 万,吾悦华府 -丹阳开发区商圈,3室2厅 | 93平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 3个月以前发布,125,"13,441元/平"
此房户型格局好楼层好 采光充足，环境优美，配套齐全,汇金天地 -丹阳开发区商圈,4室2厅 | 186平米 | 南 | 毛坯 | 低楼层(共20层)  | 暂无数据,0人关注 / 1个月以前发布,210,"11,291元/平"
嘉源和谐里 3室2厅 南,嘉源和谐里 -丹阳华南商圈,3室2厅 | 110.17平米 | 南 | 毛坯 | 高楼层(共15层)  | 暂无数据,0人关注 / 2个月以前发布,92,"8,351元/平"
众悦大三房 业主诚意 交通便利南北通 采光好,众悦华城 -丹阳开发区商圈,3室2厅 | 127.88平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 7个月以前发布,98,"7,664元/平"
凤凰郡 别墅 大院子 改合同 无个税  家里可装电梯,凤凰郡 -丹阳华南商圈,5室3厅 | 436平米 | 南 北 | 毛坯 | 3层  | 暂无数据,0人关注 / 1个月以前发布,668.8,"15,340元/平"
中间楼层  采光好  视野开阔  房东诚心出售,練湖新城 -丹阳城区商圈,3室2厅 | 131平米 | 南 | 毛坯 | 中楼层(共25层)  | 板楼,0人关注 / 4个月以前发布,90.8,"6,932元/平"
紫荆花园(丹阳市) 4室2厅 南,紫荆花园(丹阳市) -丹阳开发区商圈,4室2厅 | 151.3平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,92.8,"6,134元/平"
華南新村 3室2厅 东 南,華南新村 -丹阳华南商圈,3室2厅 | 98.82平米 | 东 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,65.8,"6,659元/平"
华都幸福里110平新装修，新！没怎么住过，赞看中可谈,华都锦城·幸福里 -丹阳华南商圈,3室2厅 | 110平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,136.8,"12,437元/平"
华都锦城·幸福里 3室2厅 南,华都锦城·幸福里 -丹阳华南商圈,3室2厅 | 110平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,125.8,"11,437元/平"
金桥·世纪城2-2-1-1 83.00m² 69.8 万满二,金桥·世纪城 -丹阳开发区商圈,2室2厅 | 83平米 | 南 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 4个月以前发布,69.8,"8,410元/平"
水云新村多层三房 公摊小 适合过渡居住,水云新村 -丹阳城区商圈,3室2厅 | 115平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,72.6,"6,314元/平"
昆仑华府 3室2厅 南 北,昆仑华府 -丹阳华南商圈,3室2厅 | 146平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 板楼,2人关注 / 6个月以前发布,118.8,"8,137元/平"
品质小区  采光好   视野开阔,缇香花园 -丹阳城区商圈,2室1厅 | 90平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,73.8,"8,200元/平"
江南人家 5室2厅 南,江南人家 -丹阳城区商圈,5室2厅 | 216平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,1人关注 / 3个月以前发布,179.8,"8,325元/平"
天颐城和园 4室2厅 南 北,天颐城和园 -丹阳城区商圈,4室2厅 | 128.46平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 暂无数据,0人关注 / 2个月以前发布,123.8,"9,638元/平"
天颐城和园 3室2厅 南 北,天颐城和园 -丹阳城区商圈,3室2厅 | 128平米 | 南 北 | 精装 | 低楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,148.8,"11,625元/平"
香草苑 3室2厅 南,香草苑 -丹阳城区商圈,3室2厅 | 120平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,86.8,"7,234元/平"
楼层好  一层一户  三房朝南,水云新村 -丹阳城区商圈,4室2厅 | 143平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,90.8,"6,350元/平"
新世纪花园5+1楼 222平 5室2厅3卫 婚装设全独库158万,新世纪花园 -丹阳华南商圈,4室3厅 | 221平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,1人关注 / 1个月以前发布,158,"7,150元/平"
新  世纪东升花园4室2厅3卫好房出售,新世纪花园 -丹阳华南商圈,4室2厅 | 202平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,128,"6,337元/平"
昆仑华府 3室2厅 南,昆仑华府 -丹阳华南商圈,3室2厅 | 103平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,108.8,"10,564元/平"
三开间朝南  南北通透   中间楼层,天颐城和园 -丹阳城区商圈,4室2厅 | 138.01平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 2个月以前发布,142.8,"10,348元/平"
熙悦城 3室2厅 南,熙悦城 -丹阳华南商圈,3室2厅 | 118平米 | 南 | 毛坯 | 中楼层(共34层)  | 暂无数据,0人关注 / 1个月以前发布,128.8,"10,916元/平"
华南园中园 4室2厅 南,华南园中园 -丹阳华南商圈,4室2厅 | 125平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,99,"7,920元/平"
澳都花城 3室2厅 南,澳都花城 -丹阳华南商圈,3室2厅 | 95平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 4个月以前发布,86.8,"9,137元/平"
低楼层，大院子，适合各种人群居住,龙凤新村 -丹阳华南商圈,2室2厅 | 78.8平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,69.5,"8,820元/平"
碧水兰庭 3室2厅 南,碧水兰庭 -丹阳华南商圈,3室2厅 | 136平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,76.8,"5,648元/平"
天福花园 5室3厅 南,天福花园 -丹阳开发区商圈,5室3厅 | 138平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,95,"6,885元/平"
中南君悦府 4室2厅 南,中南君悦府 -丹阳华南商圈,4室2厅 | 128平米 | 南 | 毛坯 | 高楼层(共34层)  | 暂无数据,0人关注 / 2个月以前发布,137.8,"10,766元/平"
美亚华悦 中层 3房2厅1卫  装修新 格局好 全天采光,美亚华悦 -丹阳开发区商圈,3室2厅 | 112平米 | 南 北 | 精装 | 高楼层(共29层)  | 板塔结合,0人关注 / 1个月以前发布,126.8,"11,322元/平"
汇金天地120平 毛坯房 中高层 楼层好 户型好 采光好,汇金天地 -丹阳开发区商圈,3室2厅 | 120平米 | 南 | 毛坯 | 高楼层(共34层)  | 暂无数据,0人关注 / 8个月以前发布,135.8,"11,317元/平"
万善园二村2楼106平3室2厅 婚装设全采光好户型佳 88万,万善园二村东区（万善园） -丹阳华南商圈,3室2厅 | 106平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,88,"8,302元/平"
此房入住次数少，看房请提前联系,华都锦城·幸福里 -丹阳华南商圈,3室2厅 | 127平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 4个月以前发布,143.8,"11,323元/平"
中南君悦府 4室2厅 南 北,中南君悦府 -丹阳华南商圈,4室2厅 | 128平米 | 南 北 | 精装 | 中楼层(共34层)  | 暂无数据,2人关注 / 3个月以前发布,158.8,"12,407元/平"
御河熙岸·幸福家 4室2厅 南,御河熙岸·幸福家 -丹阳开发区商圈,4室2厅 | 139平米 | 南 | 精装 | 高楼层(共26层)  | 暂无数据,1人关注 / 1个月以前发布,127.8,"9,195元/平"
普善人家 4室2厅 南,普善人家 -丹阳城区商圈,4室2厅 | 150.3平米 | 南 | 精装 | 高楼层(共6层)  | 平房,0人关注 / 1个月以前发布,82.8,"5,509元/平"
城市绿洲中上楼层 2室2厅婚装设全拎包住有暖气103.8万,城市绿洲 -丹阳城区商圈,2室2厅 | 82平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,103.8,"12,659元/平"
嘉荟新城 3房2卫业主自己精装 拎包入住116万,嘉荟新城东区 -丹阳开发区商圈,3室2厅 | 133.17平米 | 南 北 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 2个月以前发布,115.8,"8,696元/平"
运河畔吾悦旁有车位130平精致三房普善人家仅售112.8,普善人家 -丹阳城区商圈,3室2厅 | 130平米 | 南 | 精装 | 高楼层(共6层)  | 平房,0人关注 / 2个月以前发布,108,"8,308元/平"
江南人家 3室2厅 南,江南人家 -丹阳城区商圈,3室2厅 | 126.36平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 5个月以前发布,108,"8,548元/平"
市区好房大桥新村中楼层老精装步梯房,大桥新村 -丹阳城区商圈,4室2厅 | 144平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,95,"6,598元/平"
三开间朝南  房东装修  拎包入住,锦绣熙城 -丹阳城区商圈,3室1厅 | 104平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,99.8,"9,597元/平"
景阳花园103平2室2厅1卫清爽精装修83.8万,景阳花园 -丹阳华南商圈,2室2厅 | 107.3平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,83.8,"7,810元/平"
东方盛世 精装3房 保养新 拎包入住 近吾悦配套成熟,东方盛世 -丹阳开发区商圈,3室2厅 | 97.6平米 | 南 北 | 精装 | 低楼层(共28层)  | 板楼,0人关注 / 31天以前发布,103.8,"10,636元/平"
东风新区1室1厅2卫，挑高4.5米复式两层,服装厂宿舍 -丹阳城区商圈,1室1厅 | 21平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,3人关注 / 5个月以前发布,25,"11,905元/平"
华都锦城 1室1厅 南 北,华都锦城 -丹阳华南商圈,1室1厅 | 63.43平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 5个月以前发布,76,"11,982元/平"
华都锦城·幸福里2-1-1-1 89.97m² 104 万,华都锦城·幸福里 -丹阳华南商圈,2室1厅 | 89.97平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板楼,0人关注 / 6个月以前发布,100,"11,115元/平"
业主诚心急售；随时好看房，全天采光,華南新村 -丹阳华南商圈,3室2厅 | 95平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,68,"7,158元/平"
万善公园旁上善雅苑74平2房 诚心售 带阳光房,上善雅苑 -丹阳华南商圈,2室1厅 | 74平米 | 南 | 精装 | 高楼层(共31层)  | 暂无数据,0人关注 / 7个月以前发布,73.8,"9,973元/平"
吾悦商圈 东方盛世81平 南北两房 业主诚售,东方盛世 -丹阳开发区商圈,2室2厅 | 80.13平米 | 南 | 简装 | 高楼层(共28层)  | 板楼,0人关注 / 5个月以前发布,72,"8,986元/平"
景阳花园103平2室2厅1卫1厨清爽精装修,景阳花园 -丹阳华南商圈,2室2厅 | 103平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,85.8,"8,331元/平"
宜和C区 2室1厅 南 北,宜和C区 -丹阳城区商圈,2室1厅 | 56.5平米 | 南 北 | 精装 | 高楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,72.8,"12,885元/平"
上善雅苑 2室2厅 南,上善雅苑 -丹阳华南商圈,2室2厅 | 88平米 | 南 | 精装 | 中楼层(共20层)  | 板楼,0人关注 / 2个月以前发布,99.8,"11,341元/平"
华南商圈上善雅苑83平毛坯小户型,上善雅苑 -丹阳华南商圈,2室2厅 | 83平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,79.8,"9,615元/平"
凤美园电梯毛坯 17层顶复 174.4平 次新小区 户型通透,凤美园·丹凤 -丹阳城区商圈,3室2厅 | 174.4平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,0人关注 / 一年前发布,145.8,"8,361元/平"
电梯房，高楼层 全天都有光照交通便利，业主精装,紫竹园 -丹阳华南商圈,2室2厅 | 86平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,96.8,"11,256元/平"
金鼎城市花园  精装   中楼层2房95平方85万,金鼎城市花园 -丹阳开发区商圈,2室2厅 | 95平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,4人关注 / 一年前发布,81.8,"8,611元/平"
