标题,开发商,房子信息,发布信息,售价/万,单价
电梯大两室，户型方正税费少。。,康桥枫景一期 -汉台区,2室2厅 | 112.27平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 7天以前发布,56,"4,988元/平"
此房属于城西区域，购物出行方便。交通便利,汉水名城紫薇公馆 -汉台区,3室2厅 | 137平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,1人关注 / 4个月以前发布,102.5,"7,482元/平"
城东新小区高层中间楼层，三室两厅两卫户型好采光好,朋鹰紫郡  -汉台区,3室2厅 | 127平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,3人关注 / 8个月以前发布,85,"6,693元/平"
此房产证在手，产权清晰，城中地段，生活便利！,桂园小区 -汉台区,3室2厅 | 120平米 | 南 北 | 简装 | 高楼层(共16层)  | 塔楼,0人关注 / 1个月以前发布,52.8,"4,400元/平"
中交滨江国际圆楼 一线江景房 顶层复式,中交滨江国际 -汉台区,4室2厅 | 258.7平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 板楼,8人关注 / 一年前发布,310,"11,983元/平"
金色蓝镇 电梯洋房 南北朝向  全明户型 集中供暖,金色蓝镇 -南郑区,3室2厅 | 116.95平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 塔楼,0人关注 / 3个月以前发布,72,"6,157元/平"
满五唯一，双阳台，动静分区，全明户型,龙惠春天 -南郑区,3室2厅 | 117平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,59.5,"5,086元/平"
电梯房，格局合理，精装修并且基本未入住。,恒大城 -南郑区,4室2厅 | 204平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,7人关注 / 10个月以前发布,98,"4,804元/平"
龙岗新区低密社区，纯改善社区大平层户型方正视野开阔,龙岗一品 -南郑区,4室2厅 | 191平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 板楼,5人关注 / 一年前发布,174,"9,110元/平"
此房为毛坯房，可根据自己的喜好随意设计装修,学府花园(汉台区) -汉台区,3室2厅 | 149.6平米 | 东南 | 其他 | 高楼层(共7层)  | 板塔结合,12人关注 / 一年前发布,62,"4,145元/平"
江南壹号，花园洋房出售，新房，江边,江南壹号 -南郑区,4室2厅 | 135.19平米 | 南 北 | 毛坯 | 低楼层(共10层)  | 板塔结合,88人关注 / 一年前发布,75,"5,548元/平"
江边精装现房大三居，南北通透视野开阔,汉江首府 -汉台区,3室2厅 | 125平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,1人关注 / 4个月以前发布,115,"9,200元/平"
城西江边大复式，双层带大阳台，大三室、,中交滨江国际 -汉台区,3室2厅 | 127.78平米 | 南 东北 | 毛坯 | 低楼层(共25层)  | 板塔结合,16人关注 / 4个月以前发布,106,"8,296元/平"
城西品质小区，南北通透楼层好视野开阔，配套设施齐全,恒大帝景 -汉台区,3室2厅 | 111.17平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 3个月以前发布,90,"8,096元/平"
明 珠 南 苑 二 期 大 三 室,明珠南苑二期 -汉台区,3室2厅 | 129.23平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板塔结合,1人关注 / 10个月以前发布,82,"6,346元/平"
东辰旁 低密度 小高层  精装修 电梯入户,圣桦龙湾半岛 -南郑区,4室2厅 | 143.94平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,4人关注 / 5个月以前发布,130,"9,032元/平"
城西品质小区 精装四室 户型方正 南北楼间距大,碧桂园·阅江府 -汉台区,4室2厅 | 141平米 | 南 | 毛坯 | 中楼层(共20层)  | 板塔结合,1人关注 / 6个月以前发布,132,"9,362元/平"
城东毛坯好房，手续一手合同，需要全款。,和谐东锦 -汉台区,3室1厅 | 119平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,67人关注 / 一年前发布,50.4,"4,236元/平"
龙岗路上毛坯上下两层，南北通透双阳,艺苑居住区 -南郑区,4室2厅 | 188平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,3人关注 / 6个月以前发布,88,"4,681元/平"
中交观江三室户型方正，南北双阳台，前后无遮挡,中交滨江国际 -汉台区,3室2厅 | 132.81平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板楼,5人关注 / 10个月以前发布,105,"7,907元/平"
兴汉路与梁州路十字，交通方便，生活便利,宏福综合楼 -汉台区,3室2厅 | 120平米 | 东 西 | 简装 | 高楼层(共7层)  | 板楼,22人关注 / 一年前发布,34,"2,834元/平"
堂宏广场，两室电梯房，朝南，非顶楼，视野好,堂宏广场 -汉台区,2室2厅 | 79平米 | 北 | 毛坯 | 高楼层(共31层)  | 板塔结合,25人关注 / 一年前发布,42,"5,317元/平"
智慧城智能洋房，多层有电梯，环境优美,智慧城 -南郑区,3室2厅 | 121平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 板塔结合,14人关注 / 一年前发布,83,"6,860元/平"
城西吾悦公馆 带车位小三室 业主诚心卖明年二月满二,吾悦公馆 -汉台区,3室2厅 | 99.79平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 板楼,0人关注 / 3个月以前发布,90,"9,019元/平"
话艺苑  毛坯三室  产证齐全  业主诚售,话艺园 -南郑区,3室2厅 | 128平米 | 北 南 | 毛坯 | 高楼层(共6层)  | 板楼,98人关注 / 一年前发布,37,"2,891元/平"
位置优越，出小区门口是3201，采光充足。,明珠 · 馨居 -汉台区,3室2厅 | 168.12平米 | 东南 | 毛坯 | 高楼层(共18层)  | 板塔结合,13人关注 / 一年前发布,90,"5,354元/平"
公路段家属楼精装大三室带柴房出售,公路段家属楼 -南郑区,3室2厅 | 121.02平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,22人关注 / 一年前发布,44.5,"3,678元/平"
桃源新城精装修三居.采光好.出行方便,桃源新城 -汉台区,3室2厅 | 129平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,1人关注 / 5个月以前发布,77,"5,969元/平"
精装房，交通便利！24小时安保。,恒大帝景 -汉台区,3室2厅 | 122.59平米 | 南 北 | 精装 | 低楼层(共29层)  | 板塔结合,8人关注 / 一年前发布,96,"7,831元/平"
底跃上下三层，带两个车位，前后花园。,大华尚府 -南郑区,4室3厅 | 132.74平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,9人关注 / 一年前发布,165,"12,431元/平"
小区环境好，南北通过，采光好，交通便利,朋鹰紫城 -汉台区,3室2厅 | 126平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,12人关注 / 10个月以前发布,78,"6,191元/平"
兴汉路 怡欣园  精装2居 带柴房出售 保养好 可按揭,怡欣园 -汉台区,2室2厅 | 84平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 2个月以前发布,29.8,"3,548元/平"
精装四室可观江景，带两个车位，看房方便。,碧桂园·阅江府 -汉台区,4室2厅 | 152.86平米 | 南 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,184.8,"12,090元/平"
江边高品质小区，交通便利 ，居住环境优美，诚心出售,二期网师苑 -汉台区,3室2厅 | 115.59平米 | 西 南 | 精装 | 中楼层(共17层)  | 板塔结合,15人关注 / 10个月以前发布,105,"9,084元/平"
龙岗一品低密度社区  大四居  业主诚心出售,龙岗一品 -南郑区,4室2厅 | 170平米 | 南 北 | 毛坯 | 低楼层(共7层)  | 板楼,0人关注 / 6个月以前发布,175,"10,295元/平"
高档小区三室精装房，交通便利，地理位置好..楼层好,汉江首府 -汉台区,3室2厅 | 125平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,17人关注 / 一年前发布,95,"7,600元/平"
高档小区精装小三室，交通便利，地理位置好,汉江首府 -汉台区,3室2厅 | 97平米 | 南 北 | 精装 | 中楼层(共25层)  | 板塔结合,17人关注 / 一年前发布,74,"7,629元/平"
为汉中本地开发商广厦集团开发。此开发商自1998年,明珠南苑二期 -汉台区,3室2厅 | 128.9平米 | 南 北 | 简装 | 高楼层(共31层)  | 板塔结合,10人关注 / 一年前发布,80,"6,207元/平"
天汉长街边吾悦公馆/品质社区，顶楼复式带大露台,吾悦公馆 -汉台区,4室2厅 | 249平米 | 南 | 毛坯 | 高楼层(共5层)  | 板楼,18人关注 / 一年前发布,272,"10,924元/平"
城西精装三室，新装修，保养很好，价格美丽,汉中中学家属院 -汉台区,3室2厅 | 121平米 | 东 西 | 精装 | 高楼层(共6层)  | 平房,0人关注 / 4个月以前发布,65,"5,372元/平"
多层3楼，价格便宜 ，户型好，楼层好，采光好,银沟桥小区 -南郑区,3室2厅 | 112.14平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 板楼,20人关注 / 一年前发布,46,"4,103元/平"
房子是电梯大三室，地理位置好，交通便利,汉丰小区 -汉台区,3室2厅 | 127.54平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,7人关注 / 7个月以前发布,54,"4,234元/平"
房子是明珠北苑一期 三室两厅两卫房子紧急出售,广厦明珠北苑 -汉台区,3室2厅 | 126.76平米 | 南 北 | 其他 | 高楼层(共19层)  | 板塔结合,20人关注 / 一年前发布,60,"4,734元/平"
城西大三室带书房，中间楼层，视野开阔采光好,汉水名城北区 -汉台区,3室2厅 | 135平米 | 南 | 简装 | 高楼层(共19层)  | 板塔结合,23人关注 / 一年前发布,87,"6,445元/平"
江边大三室，带露台业主底价出售。,竹园圣江悦 -南郑区,3室2厅 | 139.84平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,37人关注 / 一年前发布,76,"5,435元/平"
户型好 采光通风好 江景房 装修未入住的，带车位,汉江首府 -汉台区,3室2厅 | 129.5平米 | 南 北 | 精装 | 高楼层(共25层)  | 板塔结合,14人关注 / 一年前发布,100,"7,723元/平"
城西东辰舒适四房一梯两户南北通透采光充足楼层好。,圣桦龙湾半岛 -南郑区,4室2厅 | 145平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,117,"8,069元/平"
大三室 精装修 位置好 配套齐全,广发青龙小区 -汉台区,3室2厅 | 120.73平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,3人关注 / 一年前发布,39.5,"3,272元/平"
集中供暖看房方便业主诚心出售无多余费用,明珠南苑一期 -汉台区,4室1厅 | 210.76平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,16人关注 / 一年前发布,90,"4,271元/平"
"明珠南苑二期电梯大两室,可以按揭,地段优质.",明珠南苑二期 -汉台区,2室2厅 | 99.9平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,38人关注 / 一年前发布,49,"4,905元/平"
江边品质小区，人车分流，环境优美,缙颐玫瑰庄园 -汉台区,3室2厅 | 143平米 | 南 北 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,140,"9,791元/平"
此房产证满五，税费少，楼层好。。。。,交通巷住宅楼 -汉台区,3室2厅 | 103.22平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 4个月以前发布,44,"4,263元/平"
公园 吾悦旁，经典大客厅40平米，可观江,中交滨江国际 -汉台区,3室2厅 | 91平米 | 南 北 | 毛坯 | 中楼层(共31层)  | 板塔结合,0人关注 / 1个月以前发布,85,"9,341元/平"
江边精致三房。楼层好，户型好，地段好。,缙颐玫瑰庄园 -汉台区,3室2厅 | 115.69平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 2个月以前发布,111.5,"9,638元/平"
江边精装现房大三居，南北通透视野开阔,汉江首府 -汉台区,3室2厅 | 125平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,1人关注 / 4个月以前发布,115,"9,200元/平"
城西江边大复式，双层带大阳台，大三室、,中交滨江国际 -汉台区,3室2厅 | 127.78平米 | 南 东北 | 毛坯 | 低楼层(共25层)  | 板塔结合,16人关注 / 4个月以前发布,106,"8,296元/平"
位置优越，出小区门口是3201，采光充足。,明珠 · 馨居 -汉台区,3室2厅 | 168.12平米 | 东南 | 毛坯 | 高楼层(共18层)  | 板塔结合,13人关注 / 一年前发布,90,"5,354元/平"
话艺苑  毛坯三室  产证齐全  业主诚售,话艺园 -南郑区,3室2厅 | 128平米 | 北 南 | 毛坯 | 高楼层(共6层)  | 板楼,98人关注 / 一年前发布,37,"2,891元/平"
中交观江三室户型方正，南北双阳台，前后无遮挡,中交滨江国际 -汉台区,3室2厅 | 132.81平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板楼,5人关注 / 10个月以前发布,105,"7,907元/平"
东辰旁 低密度 小高层  精装修 电梯入户,圣桦龙湾半岛 -南郑区,4室2厅 | 143.94平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,4人关注 / 5个月以前发布,130,"9,032元/平"
龙岗路上毛坯上下两层，南北通透双阳,艺苑居住区 -南郑区,4室2厅 | 188平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,3人关注 / 6个月以前发布,88,"4,681元/平"
城东毛坯好房，手续一手合同，需要全款。,和谐东锦 -汉台区,3室1厅 | 119平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,67人关注 / 一年前发布,50.4,"4,236元/平"
明 珠 南 苑 二 期 大 三 室,明珠南苑二期 -汉台区,3室2厅 | 129.23平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板塔结合,1人关注 / 10个月以前发布,82,"6,346元/平"
城西品质小区 精装四室 户型方正 南北楼间距大,碧桂园·阅江府 -汉台区,4室2厅 | 141平米 | 南 | 毛坯 | 中楼层(共20层)  | 板塔结合,1人关注 / 6个月以前发布,132,"9,362元/平"
江南壹号，花园洋房出售，新房，江边,江南壹号 -南郑区,4室2厅 | 135.19平米 | 南 北 | 毛坯 | 低楼层(共10层)  | 板塔结合,88人关注 / 一年前发布,75,"5,548元/平"
此房为毛坯房，可根据自己的喜好随意设计装修,学府花园(汉台区) -汉台区,3室2厅 | 149.6平米 | 东南 | 其他 | 高楼层(共7层)  | 板塔结合,12人关注 / 一年前发布,62,"4,145元/平"
吾悦旁，城西大三室。好楼位置，仁和春天,仁和春天 -汉台区,3室2厅 | 139.76平米 | 南 北 | 精装 | 中楼层(共22层)  | 板塔结合,8人关注 / 一年前发布,87,"6,225元/平"
城西电梯小高层 户型方正 地理位置优越交通出行便利,明珠小区 -汉台区,3室2厅 | 194.63平米 | 东 西 | 精装 | 高楼层(共12层)  | 板塔结合,1人关注 / 一年前发布,88,"4,522元/平"
大品牌社区，高品质物业服务，花园小区。交通便利,恒大城 -南郑区,4室2厅 | 204平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,1人关注 / 4个月以前发布,98,"4,804元/平"
竹园华府一线江景房三室，产证在手随时可以交易,竹园华府 -汉台区,3室2厅 | 157.81平米 | 南 | 毛坯 | 高楼层(共19层)  | 板塔结合,1人关注 / 2个月以前发布,122,"7,731元/平"
裕华欧洲城  电梯洋房127平   视野开阔，看房方便,裕华欧洲城 -南郑区,3室2厅 | 127.3平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板塔结合,3人关注 / 4个月以前发布,73,"5,735元/平"
城西高.端小区，高品质居住环境，给你一个不一样的家,碧桂园·阅江府 -汉台区,4室2厅 | 142平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 5个月以前发布,132,"9,296元/平"
艺苑居住区电梯小洋房，毛坯大三局，户型方正税费低,艺苑居住区 -南郑区,4室2厅 | 141.48平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 板楼,4人关注 / 4个月以前发布,65,"4,595元/平"
户型方正 采光充足 配套设施齐全,雅居乐花园 -汉台区,3室2厅 | 110.73平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,6人关注 / 一年前发布,76.6,"6,918元/平"
虎头桥旁新小区，电梯小高位置好，视野开阔很通透,兰华国际小区 -汉台区,3室2厅 | 147.58平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 暂无数据,0人关注 / 2个月以前发布,78,"5,286元/平"
城东小三居，交通便利，生活方便，即买即住,人民银行家属院 -汉台区,3室1厅 | 70平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,41人关注 / 一年前发布,27.5,"3,929元/平"
此房源，成交快，欢迎大家来带看。,汉和中航尚街 -汉台区,3室2厅 | 119.5平米 | 南 北 | 毛坯 | 中楼层(共20层)  | 板塔结合,0人关注 / 2个月以前发布,76,"6,360元/平"
城西 品质小区 品质洋房 大平层 带露台 大横厅,吾悦公馆 -汉台区,4室2厅 | 197平米 | 南 北 | 毛坯 | 中楼层(共5层)  | 板楼,28人关注 / 一年前发布,185,"9,391元/平"
电视塔旁，简装三室，电梯中高层，看房方便,家立方小区 -汉台区,3室2厅 | 118平米 | 南 | 简装 | 高楼层(共16层)  | 板塔结合,71人关注 / 一年前发布,57.5,"4,873元/平"
圣桦上叠，上下三层，带露台，有钥匙随时看房,圣桦龙湾半岛 -南郑区,4室1厅 | 199.56平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,205,"10,273元/平"
小高层复式 带露台 南北朝向 格局方正 全明户型,天骄佳园 -南郑区,4室2厅 | 152平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板楼,32人关注 / 一年前发布,81,"5,329元/平"
艺苑居住区电梯小洋房，毛坯大三局，户型方正税费低,艺苑居住区 -南郑区,4室2厅 | 141.48平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 板楼,4人关注 / 4个月以前发布,65,"4,595元/平"
大品牌社区，高品质物业服务，花园小区。交通便利,恒大城 -南郑区,4室2厅 | 204平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,1人关注 / 4个月以前发布,98,"4,804元/平"
