标题,开发商,房子信息,发布信息,售价/万,单价
碧桂园 3室2厅 南 北,碧桂园 -成纪新城,3室2厅 | 124平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 2天以前发布,116,"9,355元/平"
房源优质，采光无任何遮挡，房子属于南北户型。,环保局家属院 -未知商圈,2室1厅 | 62平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 28天以前发布,68,"10,968元/平"
石马坪全新小区   天宝名都   4室2厅2卫   随时看房,天宝名都 -秦州区,4室2厅 | 141平米 | 南 北 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 28天以前发布,110,"7,802元/平"
南北通透  大产权  普通装修  可按揭,南二社区 -秦州区,1室1厅 | 53.67平米 | 南 北 | 其他 | 低楼层(共5层)  | 暂无数据,0人关注 / 29天以前发布,55,"10,248元/平"
南大桥旁轴仪厂家属院精装2室南北通透产权清晰 可按揭,轴仪厂家属院 -秦州区,2室2厅 | 69平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 28天以前发布,70,"10,145元/平"
房东诚心出售，优质物业，小区配套齐全,天庆嘉园 -秦州区,4室3厅 | 265平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 30天以前发布,240,"9,057元/平"
安居小区，房东诚心出售，看房方便，南北通透,秦州区安居小区 -万达,3室2厅 | 138.46平米 | 南 | 其他 | 高楼层(共8层)  | 暂无数据,0人关注 / 17天以前发布,138,"9,967元/平"
万达商圈  香榭丽舍  全南2居  可按揭  电梯房,华府香榭丽舍 -万达,2室2厅 | 91.3平米 | 南 | 毛坯 | 低楼层(共24层)  | 板楼,0人关注 / 29天以前发布,80,"8,763元/平"
和谐佳美2-2-1-1 98.51m² 83 万,和谐佳美 -分路口,2室2厅 | 98.51平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 17天以前发布,83,"8,426元/平"
长控厂家属楼 2室1厅 南 北,长控厂家属楼 -七里墩,2室1厅 | 60平米 | 南 北 | 精装 | 高楼层(共5层)  | 暂无数据,0人关注 / 17天以前发布,52,"8,667元/平"
和谐家园精装好房价格可以商量欢迎咨询,和谐家园(孙家坪路) -七里墩,3室2厅 | 116.7平米 | 南 北 | 精装 | 高楼层(共16层)  | 暂无数据,0人关注 / 29天以前发布,80,"6,856元/平"
天庆嘉园 建二 逸夫旁 精装2室2厅2卫 满五 产权清晰,天庆嘉园 -秦州区,2室2厅 | 97.59平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 30天以前发布,104,"10,657元/平"
城区地段、繁华地段、 大客厅、大卧室。。。。。。。,盛世桃园 -秦州区,3室2厅 | 130平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 28天以前发布,165,"12,693元/平"
南大桥 公园逸夫 小面积 南北通透 可按揭,八建集团南大桥家属院 -秦州区,2室1厅 | 67.7平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,76,"11,226元/平"
西十里 华天科技旁 二一三家属院 精装2室 南北通透,二一三厂家属区 -西十里,2室1厅 | 59.81平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,45,"7,524元/平"
景园水岸都市 3室2厅 南,景园水岸都市 -伏羲庙,3室2厅 | 107平米 | 南 | 其他 | 中楼层(共19层)  | 暂无数据,0人关注 / 1个月以前发布,119,"11,122元/平"
王家磨 佳水岸小镇5.4克拉 中间楼层 采光好可自由装修,佳·5.4克拉 -王家磨,1室1厅 | 45.14平米 | 南 | 毛坯 | 中楼层(共15层)  | 暂无数据,0人关注 / 18天以前发布,46,"10,191元/平"
长低厂家属院 2室1厅 南 北,长低厂家属院 -七里墩,2室1厅 | 52平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 13天以前发布,32,"6,154元/平"
长开小区58平52房子真实出售。,长开小区 -七里墩,2室1厅 | 58平米 | 南 北 | 其他 | 高楼层(共4层)  | 板楼,0人关注 / 17天以前发布,52,"8,966元/平"
星光家园 3室2厅 南 北,星光家园 -麦积区,3室2厅 | 129平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 13天以前发布,77,"5,969元/平"
日报社家属楼 2室2厅 南 北,日报社家属楼 -东桥头,2室2厅 | 100平米 | 南 北 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 9天以前发布,110,"11,000元/平"
和谐家园(孙家坪路) 2室2厅 南,和谐家园(孙家坪路) -七里墩,2室2厅 | 95平米 | 南 | 其他 | 高楼层(共16层)  | 暂无数据,0人关注 / 12天以前发布,64,"6,737元/平"
天河家园 1室1厅 南 北,天河家园 -七里墩,1室1厅 | 52平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 11天以前发布,47,"9,039元/平"
长通家园 2室2厅 南 北,长通家园 -秦州区,2室2厅 | 101平米 | 南 北 | 其他 | 高楼层(共11层)  | 暂无数据,0人关注 / 9天以前发布,110,"10,892元/平"
锦绣苑 2室2厅 南 北,锦绣苑 -秦州区,2室2厅 | 98平米 | 南 北 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 9天以前发布,51,"5,205元/平"
光明小区 2室1厅 南,光明小区 -秦州区,2室1厅 | 59.6平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 11天以前发布,58,"9,732元/平"
金江花苑 2室2厅 南 北,金江花苑 -分路口,2室2厅 | 98平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 10天以前发布,62,"6,327元/平"
山水嘉园  随时看房  可议价,山水嘉园 -王家磨,2室2厅 | 97平米 | 南 北 | 其他 | 高楼层(共24层)  | 暂无数据,0人关注 / 3个月以前发布,65,"6,702元/平"
此房子房产证正在办理小区环境好，念书方便中间楼层,山水嘉园 -王家磨,2室2厅 | 98平米 | 南 北 | 其他 | 中楼层(共24层)  | 暂无数据,0人关注 / 1个月以前发布,76,"7,756元/平"
佳水豪庭 3室2厅 南 北,佳水豪庭 -七里墩,3室2厅 | 146.8平米 | 南 北 | 其他 | 高楼层(共17层)  | 板塔结合,0人关注 / 27天以前发布,125,"8,515元/平"
碧桂园 3室2厅 南,碧桂园 -成纪新城,3室2厅 | 108平米 | 南 | 其他 | 低楼层(共27层)  | 板楼,0人关注 / 28天以前发布,95,"8,797元/平"
民主路建一片区 东苑花园 两室大产权 可按揭直接落户,东苑花园 -东桥头,2室1厅 | 88.61平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 27天以前发布,83,"9,367元/平"
罗玉小区  149地质队家属院,天水一四九地质队家属院 -秦州区,2室1厅 | 85平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,65,"7,648元/平"
东桥头  御园财富公馆  三室两厅两卫 电梯房,御园财富公馆 -秦州区,3室2厅 | 123平米 | 南 北 | 简装 | 中楼层(共26层)  | 暂无数据,0人关注 / 27天以前发布,105,"8,537元/平"
天宝名都 3室2厅 南 北,天宝名都 -秦州区,3室2厅 | 131.45平米 | 南 北 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 30天以前发布,110,"8,369元/平"
此房南北通透 大产权 户型方正,世纪金花 -兰天,2室1厅 | 75平米 | 南 北 | 其他 | 高楼层(共19层)  | 板楼,0人关注 / 1个月以前发布,78,"10,400元/平"
中海.铂悦府 南北通透 价格优惠,中海•铂悦府 -万达,3室2厅 | 124.1平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板楼,0人关注 / 19天以前发布,121,"9,751元/平"
长低厂 99平米三室两厅的户型，空置出售,长低小区 -七里墩,3室2厅 | 99平米 | 南 北 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 17天以前发布,60,"6,061元/平"
八建家园 2室1厅 南,八建家园 -东桥头,2室1厅 | 108平米 | 南 | 精装 | 中楼层(共26层)  | 暂无数据,0人关注 / 28天以前发布,97,"8,982元/平"
坚家河 视野宽阔，采光充足，配套设施齐全，交通便利,铁塔厂家属院 -伏羲庙,2室2厅 | 97平米 | 南 北 | 其他 | 低楼层(共8层)  | 暂无数据,0人关注 / 27天以前发布,100,"10,310元/平"
吉祥花园 3室2厅 南 北,吉祥花园 -马跑泉,3室2厅 | 95.63平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 25天以前发布,73,"7,634元/平"
恒顺锦润悦府3-2-1-2 128.00m² 122 万）,恒顺锦润悦府 -成纪新城,3室2厅 | 128平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,0人关注 / 1个月以前发布,122,"9,532元/平"
此房位于石马坪繁华地段近于兰天城市广场 南北通透,金地花园 -秦州区,2室1厅 | 103平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,108,"10,486元/平"
满五唯一，中间楼层，带家具家电，低首付,天北小区 -天水郡,1室1厅 | 48平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,42,"8,750元/平"
逸夫 公园 南北通透 无公摊 可落户 采光好,华泰苑小区 -秦州区,2室2厅 | 89.91平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,105,"11,679元/平"
万达商圈 两室两厅一厨一卫 户型方正 南北通透,岷山住宅区 -万达,2室2厅 | 74.2平米 | 南 北 | 其他 | 中楼层(共9层)  | 暂无数据,0人关注 / 4个月以前发布,85,"11,456元/平"
房子户型南北通透，简单装修 格局方正，全明户型，,恒顺江山悦 -马跑泉,3室2厅 | 140平米 | 南 北 | 其他 | 中楼层(共9层)  | 暂无数据,0人关注 / 4个月以前发布,140,"10,000元/平"
新华门片区 经典两室 户型好 南北通透 两室两厅,共和巷小区 -东桥头,2室2厅 | 73平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 8个月以前发布,80,"10,959元/平"
此房南北通透，采光视野好  配套成熟生活方便,建设佳苑 -分路口,2室2厅 | 94平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,70,"7,447元/平"
中    心地段  方正户型  随时看房,天水万达广场 -万达,3室2厅 | 96平米 | 南 北 | 其他 | 中楼层(共27层)  | 板楼,0人关注 / 4个月以前发布,95,"9,896元/平"
师院旁边两居室，首付20万左右,书香花苑 -天水郡,2室2厅 | 82.85平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,72,"8,691元/平"
伏羲庙旁边，无公摊两居室可按揭,永红家园 -伏羲庙,2室2厅 | 111平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 6个月以前发布,120,"10,811元/平"
和谐家园(孙家坪路)1-1-1-1 52.50m² 32 万,和谐家园(孙家坪路) -七里墩,1室1厅 | 52.5平米 | 南 | 其他 | 低楼层(共17层)  | 暂无数据,0人关注 / 3个月以前发布,32,"6,096元/平"
户型方正 .南北通透.出行方便.,金河小区 -东桥头,3室2厅 | 131.4平米 | 南 北 | 其他 | 中楼层(共12层)  | 暂无数据,0人关注 / 2个月以前发布,138,"10,503元/平"
南北通透，一梯两户，电梯房，总价低，单价低,红山家园 -秦州区,2室2厅 | 100平米 | 南 北 | 其他 | 高楼层(共22层)  | 暂无数据,0人关注 / 4个月以前发布,66,"6,600元/平"
天宝名都，新小区，电梯房，毛坯房,天宝名都 -秦州区,2室2厅 | 99.49平米 | 南 北 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 4个月以前发布,94,"9,449元/平"
和谐家园(孙家坪路)1-1-1-1 50.00m² 32 万）,和谐家园(孙家坪路) -七里墩,车位 | 50平米 | 东南  | 暂无数据,0人关注 / 4个月以前发布,32,"6,400元/平"
八建和顺电梯房中间楼层随时看房,八建和顺家园 -七里墩,2室2厅 | 90平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,2人关注 / 8个月以前发布,55,"6,112元/平"
西十里 精装两室  南北通透 中间楼层,山水新城怡和园 -西十里,2室1厅 | 92.69平米 | 南 北 | 其他 | 低楼层(共25层)  | 暂无数据,0人关注 / 3个月以前发布,60,"6,474元/平"
天水福田，毛坯房，可随意装修，商品房，全新小区,福田·天水中心 -西十里,3室2厅 | 126平米 | 南 北 | 其他 | 中楼层(共29层)  | 暂无数据,0人关注 / 2个月以前发布,107,"8,493元/平"
长材厂家属院 急售 2室南北通透,长材家属院 -秦州区,2室1厅 | 72平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,75,"10,417元/平"
上河郡三居室  产证在手   可按揭,上河郡二期 -社棠,3室2厅 | 134.9平米 | 南 北 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 3个月以前发布,89,"6,598元/平"
房子产权清晰，支持按揭贷款，南北通透采光好，,书香花苑东区 -天水郡,2室1厅 | 82平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 6个月以前发布,78,"9,513元/平"
润苑小区 2室1厅 南,润苑小区 -未知商圈,2室1厅 | 72.86平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,76,"10,431元/平"
石马坪繁华地段小公寓，实用面积大,天宝名都 -秦州区,2室2厅 | 52.48平米 | 南 北 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 3个月以前发布,53,"10,100元/平"
出售 山水新城 两室一厅 单价低 总价低,山水新城怡乐园 -西十里,2室1厅 | 96平米 | 南 | 其他 | 中楼层(共24层)  | 暂无数据,0人关注 / 2个月以前发布,56,"5,834元/平"
东煜广场业主诚心出售 低总价 低单价 一手手续,东煜广场 -天水郡,2室2厅 | 95平米 | 南 | 其他 | 高楼层(共9层)  | 暂无数据,0人关注 / 1个月以前发布,78,"8,211元/平"
房子是两室一厅的房子    毛坯房子   可全款,日报社家属楼 -东桥头,2室1厅 | 75平米 | 南 北 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 4个月以前发布,72,"9,600元/平"
麦积区分路口两室两厅精装出售看房方便,陇林佳园 -分路口,2室2厅 | 86平米 | 南 | 其他 | 高楼层(共9层)  | 暂无数据,0人关注 / 3个月以前发布,66,"7,675元/平"
和谐家园2室2厅  南北通透  业主急售,和谐家园(孙家坪路) -七里墩,2室2厅 | 95.3平米 | 南 北 | 简装 | 低楼层(共16层)  | 暂无数据,0人关注 / 4个月以前发布,66,"6,926元/平"
业主诚心出售  拎包入住  产权清晰  出行方便,乡干楼家属院 -天水郡,2室1厅 | 72.6平米 | 南 北 | 其他 | 高楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,61,"8,403元/平"
天河家园复式使用面积120平米,天河家园 -七里墩,2室2厅 | 96平米 | 南 | 简装 | 高楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,84,"8,750元/平"
急售 星光世纪城 两室 大产权 可按揭,星光世纪城 -天水郡,3室2厅 | 103平米 | 南 北 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,82,"7,962元/平"
天河家园  家具家电全带   看房提前联系,天河家园 -七里墩,2室2厅 | 95平米 | 南 北 | 其他 | 高楼层(共7层)  | 平房,0人关注 / 8个月以前发布,94,"9,895元/平"
罗玉小区现房价格低看房方便交通便利配套齐全,东方红小区 -万达,2室2厅 | 89平米 | 北 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,65,"7,304元/平"
南北通透 楼层好 宽敞亮堂 视野开阔 无浪费空间,和谐家园(孙家坪路) -七里墩,2室2厅 | 93.95平米 | 南 | 其他 | 低楼层(共16层)  | 板楼,0人关注 / 一年前发布,75,"7,983元/平"
建二 逸夫片区 南北通透 经典小户型 产权清晰 可按揭,南山房产东团庄小区 -秦州区,2室2厅 | 69.5平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,83,"11,943元/平"
星光世纪城   两室两厅  随时看房  可议价,星光世纪城B区 -天水郡,2室2厅 | 80.2平米 | 西北 东南 | 其他 | 高楼层(共28层)  | 暂无数据,0人关注 / 1个月以前发布,63,"7,856元/平"
此房诚心出售，南北通透户型，楼层好，视野开阔，,天水南站万达 -未知商圈,3室2厅 | 128平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 暂无数据,0人关注 / 3个月以前发布,60,"4,688元/平"
南北通透，楼层好视野宽活，采光充足，配套设施齐全。,泰丰茗园 -分路口,3室2厅 | 128.95平米 | 南 北 | 精装 | 低楼层(共12层)  | 暂无数据,0人关注 / 4个月以前发布,65,"5,041元/平"
产证在手  随时过户 中间楼层 带装修,星光世纪城 -天水郡,2室2厅 | 86.72平米 | 南 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 2个月以前发布,60,"6,919元/平"
师院旁  大两室  满五唯一 大产权可按揭 随时过户,液氮站家属院 -天水郡,2室2厅 | 89.9平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,78,"8,677元/平"
正大精装三居室 可按揭拎包入住,正大水岸都市 -伏羲庙,3室2厅 | 137平米 | 南 北 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 2个月以前发布,145,"10,584元/平"
暖喝湾新村，大两室，总价低，房龄较新,暖和湾壹号 -天水郡,2室2厅 | 104平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,58,"5,577元/平"
南北通透    户型方正    简单装修   满五唯一,天北小区 -天水郡,2室1厅 | 56.23平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,43,"7,648元/平"
锦秀苑，电梯房，总价低，大一室,锦绣苑 -秦州区,1室1厅 | 50.6平米 | 南 | 其他 | 中楼层(共22层)  | 暂无数据,0人关注 / 4个月以前发布,25,"4,941元/平"
急急急，坚家河可租可卖，卖卖卖,坚家河小区 -伏羲庙,1室1厅 | 51.5平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,46,"8,933元/平"
