标题,开发商,房子信息,发布信息,售价/万,单价
精装修 产证在手满二 户型方正 采光无遮挡,宝华花园 -宝华商圈,3室2厅 | 100.99平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2天以前发布,60,"5,942元/平"
三房精装修  拎包入住  户型方正 配套齐全,天正理想城 -宝华商圈,3室2厅 | 87平米 | 南 | 精装 | 高楼层(共34层)  | 塔楼,5人关注 / 一年前发布,108,"12,414元/平"
远洋心里 自住装修 拎包入住 满二,远洋心里 -宝华商圈,3室2厅 | 86.86平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 一年前发布,116,"13,355元/平"
宝华山脚下 观景房 房子户型好 采光好,碧桂园大学印象 -宝华商圈,4室2厅 | 178平米 | 南 | 毛坯 | 低楼层(共25层)  | 暂无数据,57人关注 / 一年前发布,148.5,"8,343元/平"
户型好交通设施好，配套好，视野比较的开阔小高层,碧桂园·中央公园 -句容市区,4室2厅 | 145平米 | 南 北 | 精装 | 低楼层(共15层)  | 暂无数据,4人关注 / 一年前发布,168,"11,587元/平"
城东低密度，适合居住的香江公馆，精装修拎包入住,香江公馆 -句容市区,3室2厅 | 115.53平米 | 南 北 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 一年前发布,105,"9,089元/平"
南京万达茂旁 毛坯两室 低总价 格局好采光充足 山景房,香山壹境 -宝华商圈,2室2厅 | 76.39平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,3人关注 / 一年前发布,60,"7,855元/平"
顶层带阁楼 房子格局好，户型方正，主卧朝南，,九曲花苑 -宝华商圈,4室2厅 | 136.8平米 | 南 | 毛坯 | 高楼层(共8层)  | 板楼,5人关注 / 一年前发布,202,"14,767元/平"
宝华山下 电梯花园洋房 全南户型双阳台 大飘窗,碧桂园翡翠华府 -宝华商圈,3室2厅 | 115平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,11人关注 / 一年前发布,112,"9,740元/平"
万达茂旁 地铁近  开发商精装 交通方便 配套全,恒大雅苑 -宝华商圈,3室1厅 | 125.32平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 4个月以前发布,115,"9,177元/平"
仙林东万达茂旁，双地地铁2号线4号线,招商国际E城 -宝华商圈,3室2厅 | 105平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 板楼,0人关注 / 一年前发布,89.9,"8,562元/平"
户型方正，布局合理，敞亮通透..,兴都碧水铭苑 -句容市区,3室2厅 | 121.27平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板塔结合,2人关注 / 9个月以前发布,97,"7,999元/平"
朝南花园洋房，依山而建，环境好，采光足，视野开阔，,九曲花苑 -宝华商圈,4室2厅 | 136.46平米 | 南 | 毛坯 | 低楼层(共8层)  | 板楼,5人关注 / 一年前发布,154,"11,286元/平"
四房二卫，三开间朝南，直通大景观阳台。视野开阔..,雅居乐花园 -句容市区,4室2厅 | 132.54平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,3人关注 / 一年前发布,122,"9,205元/平"
京东紫晶 婚房出售 东边户 精装30万,京东紫晶 -宝华商圈,4室1厅 | 104.02平米 | 南 | 精装 | 高楼层(共35层)  | 塔楼,7人关注 / 一年前发布,90,"8,653元/平"
央企品质 繁华地段 配套齐全 生活便利,招商国际E城 -宝华商圈,3室2厅 | 98.9平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 板楼,1人关注 / 一年前发布,100,"10,112元/平"
房子在句容市五彩城，地理位置优越，配套齐全,义台街 -句容市区,3室2厅 | 108平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,172,"15,926元/平"
精装三房朝南   楼层优秀   环境好税少  随时看房,泰达青筑 -宝华商圈,3室2厅 | 103平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,10人关注 / 一年前发布,98,"9,515元/平"
品质小区  户型方正  婚装  采光无遮挡  大露台,天正理想城 -宝华商圈,2室2厅 | 74.28平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,6人关注 / 一年前发布,99,"13,328元/平"
京东紫晶 交通便利 环境舒适 双地铁 价格可谈,京东紫晶 -宝华商圈,2室2厅 | 67.96平米 | 南 | 毛坯 | 高楼层(共35层)  | 塔楼,0人关注 / 一年前发布,69.8,"10,271元/平"
央企开发商 精装修拎包即住 小区环境好 位置佳,招商国际E城 -宝华商圈,3室2厅 | 91平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,2人关注 / 一年前发布,95,"10,440元/平"
全新户型，4.0双层隔音玻璃 低密度 低总高,紫悦府 -句容市区,3室2厅 | 94平米 | 南 | 毛坯 | 低楼层(共20层)  | 板楼,0人关注 / 8个月以前发布,94,"10,000元/平"
城南轻轨旁，新城旗下的小区，适合居住,新城樾府 -句容市区,3室2厅 | 98平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 塔楼,1人关注 / 一年前发布,72,"7,347元/平"
此房满2年，户型格局好，紧挨南京,仙林悦城 -宝华商圈,2室2厅 | 64.5平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,80,"12,404元/平"
仙林东 万达茂 花山人家两房 采光通透,花山人家 -宝华商圈,2室2厅 | 65平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,89人关注 / 10个月以前发布,29,"4,462元/平"
招商E城 央企 3开间朝南  户型方正 视野好 随时看房,招商国际E城 -宝华商圈,3室2厅 | 95平米 | 南 | 简装 | 低楼层(共34层)  | 板塔结合,2人关注 / 一年前发布,105,"11,053元/平"
南京仙林东 别墅群里的住宅 山景房,香山壹境 -宝华商圈,2室2厅 | 72平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 一年前发布,78,"10,834元/平"
南北通透，采光充足，交通便利，户型方正,仙林悦城 -宝华商圈,3室2厅 | 90.68平米 | 南 北 | 简装 | 中楼层(共29层)  | 塔楼,2人关注 / 一年前发布,100,"11,028元/平"
远洋心里 自住装修 拎包入住 满二,远洋心里 -宝华商圈,3室2厅 | 86.86平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 一年前发布,116,"13,355元/平"
多层电梯洋房 居间楼层 环境空气清新 带车位,九曲花苑 -宝华商圈,3室2厅 | 86平米 | 南 | 毛坯 | 中楼层(共8层)  | 板楼,3人关注 / 9个月以前发布,86,"10,000元/平"
宝华山下精装修带地暖两房中楼层三面环山配套成熟,青筑伯爵台阅山花园 -宝华商圈,2室1厅 | 78.82平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,0人关注 / 6个月以前发布,100,"12,688元/平"
凤凰城碧桂园临湖苑精装修好房，不能错过,碧桂园凤凰城临湖苑 -碧桂园凤凰城,3室2厅 | 126.02平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼,4人关注 / 7个月以前发布,110.5,"8,769元/平"
小区中间景观位置，挨着地铁口大三房，步行走过去方便,碧桂园凤凰城星悦湾 -碧桂园凤凰城,3室2厅 | 87.42平米 | 西南 南 | 简装 | 低楼层(共28层)  | 塔楼,1人关注 / 一年前发布,65,"7,436元/平"
小区中间景观位置，挨着地铁口大三房，步行走过去方便,碧桂园凤凰城星悦湾 -碧桂园凤凰城,3室2厅 | 87.42平米 | 西南 南 | 简装 | 低楼层(共28层)  | 塔楼,1人关注 / 一年前发布,65,"7,436元/平"
恒大雅苑 精装三房 南北双阳台 楼层好 采光视野无遮挡,恒大雅苑 -宝华商圈,3室2厅 | 124平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,1人关注 / 一年前发布,155,"12,500元/平"
恒大雅苑 环境优美 配套齐全 诚心出售,恒大雅苑 -宝华商圈,2室2厅 | 89平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,0人关注 / 7个月以前发布,80,"8,989元/平"
南京东 近地铁 户型方正 低楼层 三房业主诚心出售,黄梅新村中区 -碧桂园凤凰城,3室2厅 | 106平米 | 南 | 毛坯 | 低楼层(共7层)  | 塔楼,4人关注 / 一年前发布,55,"5,189元/平"
通透格局好，视野宽阔，采光充足，交通方便,春天里 -宝华商圈,3室2厅 | 117平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,1人关注 / 一年前发布,123,"10,513元/平"
房子格局好，户型方正，三开间朝南有飘窗，配套齐全,招商国际E城 -宝华商圈,3室2厅 | 91.53平米 | 南 北 | 简装 | 低楼层(共34层)  | 板楼,0人关注 / 一年前发布,109.5,"11,964元/平"
上书房高楼层精装修三房，俯瞰崇明公园,上書房 -句容市区,3室2厅 | 90平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 一年前发布,95,"10,556元/平"
仙林东 碧桂园 精装修 房东急售  看房方便 有钥匙··,碧桂园仙林东郡 -宝华商圈,4室2厅 | 119平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 一年前发布,116,"9,748元/平"
楼层好，采光充足，配套设施完整，交通便利,春天里 -宝华商圈,2室2厅 | 101.81平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,0人关注 / 10个月以前发布,82,"8,055元/平"
新城樾府！三房两卫！品质楼盘县中旁,新城樾府 -句容市区,3室2厅 | 120.88平米 | 南 | 毛坯 | 中楼层(共21层)  | 塔楼,2人关注 / 一年前发布,125,"10,341元/平"
城南好房 天玺华府 三房一卫万科物业设施齐全随时看房,天玺华府 -句容市区,3室2厅 | 87.96平米 | 南 | 毛坯 | 低楼层(共31层)  | 板楼,4人关注 / 一年前发布,95,"10,801元/平"
香山壹境南北格局.采光足.视野开阔，朝南，户型方正,香山壹境 -宝华商圈,2室1厅 | 71平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,73.5,"10,353元/平"
城南品质好房天玺华府 3室2厅 地理位置优越,天玺华府 -句容市区,3室2厅 | 101平米 | 南 | 毛坯 | 高楼层(共16层)  | 板楼,8人关注 / 一年前发布,111,"10,991元/平"
逸品汤山三期叠墅，五室两厅，户型好，房主急售,逸品汤山三期 -碧桂园凤凰城,5室2厅 | 196.05平米 | 东南 西北 | 毛坯 | 高楼层(共5层)  | 暂无数据,4人关注 / 6个月以前发布,161.5,"8,238元/平"
芷兰湾经典四房 前后视野开阔 急售,碧桂园凤凰城芷兰湾 -碧桂园凤凰城,4室2厅 | 175平米 | 南 | 简装 | 低楼层(共31层)  | 塔楼,2人关注 / 9个月以前发布,140,"8,000元/平"
小区环境好大开发商交通出行方便配套设施完善,招商国际E城 -宝华商圈,3室2厅 | 105平米 | 南 | 毛坯 | 高楼层(共34层)  | 塔楼,3人关注 / 一年前发布,95,"9,048元/平"
此房户型方正 楼层好 采光充足 三面采光，通透性好,天玺华府 -句容市区,3室2厅 | 125.37平米 | 南 | 毛坯 | 低楼层(共6层)  | 塔楼,16人关注 / 11个月以前发布,159.8,"12,747元/平"
格局好楼层好，采光足视野开阔朝南 配套齐全交通便利,彩虹城 -宝华商圈,3室2厅 | 111.4平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,1人关注 / 一年前发布,98,"8,798元/平"
城中宗央公园一期一楼带院三房两卫户型  好 价格便宜,碧桂园·中央公园 -句容市区,3室2厅 | 115平米 | 南 北 | 精装 | 低楼层(共33层)  | 暂无数据,6人关注 / 一年前发布,89,"7,740元/平"
南京首站 仙林首望城 双地铁 配套齐全 户型方正,仙林首望城 -宝华商圈,3室2厅 | 101.1平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,148,"14,639元/平"
满两年，视野宽阔，采光充足，配套设施完整，交通便利,仙林悦城 -宝华商圈,3室2厅 | 115平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,2人关注 / 一年前发布,110,"9,566元/平"
都市晴园129平三房两厅双卫户型通透设施齐全低价出售,都市晴园紫光苑 -句容市区,3室2厅 | 128.5平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 2个月以前发布,98.5,"7,666元/平"
此房为景观楼层位置，采光好，环境安静，交通便利。,金润香江丽景北区 -句容市区,3室2厅 | 144平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,1人关注 / 一年前发布,175,"12,153元/平"
城南新城悦物业 三开间朝南 双阳台 3房2厅 精装修,新城樾府 -句容市区,3室2厅 | 98平米 | 东南 | 精装 | 低楼层(共21层)  | 塔楼,5人关注 / 8个月以前发布,83.8,"8,552元/平"
户型方正 楼层好 采光充足 三面采光，通透性好,天玺华府 -句容市区,3室2厅 | 86平米 | 东南 | 毛坯 | 高楼层(共15层)  | 板楼,2人关注 / 一年前发布,94,"10,931元/平"
悦景台边户三房两厅毛坯有钥匙随时看,悦景台 -句容市区,3室2厅 | 102平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 5个月以前发布,92,"9,020元/平"
南北通透城东优质大四房精装享受公园旁优享生活,碧桂园柏悦华府 -句容市区,4室2厅 | 142平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,4人关注 / 一年前发布,158,"11,127元/平"
御东国际三期，148.48平145万,御东国际三期 -句容市区,5室2厅 | 148.48平米 | 南 | 毛坯 | 高楼层(共8层)  | 板塔结合,7人关注 / 一年前发布,142,"9,564元/平"
招商央企现房 户型方正 新空毛坯,招商国际E城 -宝华商圈,3室2厅 | 95平米 | 南 | 毛坯 | 中楼层(共34层)  | 板楼,0人关注 / 一年前发布,110,"11,579元/平"
电梯洋房，总高6层，在中间楼层，精装拎包入住，四房,天悦容城 -句容市区,4室2厅 | 112平米 | 南 西 北 | 精装 | 低楼层(共19层)  | 暂无数据,1人关注 / 一年前发布,97,"8,661元/平"
紫悦府一楼带院子 采光无遮挡 看房有钥匙 急售,紫悦府 -句容市区,3室2厅 | 126平米 | 南 北 | 简装 | 低楼层(共11层)  | 板楼,3人关注 / 一年前发布,100,"7,937元/平"
地铁口公园旁拎包入住全明户型四室两厅一卫,建中御东国际六期 -句容市区,4室2厅 | 99平米 | 东 南 北 | 精装 | 低楼层(共33层)  | 暂无数据,3人关注 / 一年前发布,103,"10,405元/平"
城南吾悦旁，车站旁的金樾公馆小区,金樾公馆 -句容市区,3室2厅 | 96.63平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 板楼,1人关注 / 一年前发布,95,"9,832元/平"
户型方正，业主诚心出售，视野开阔，楼间距大,城市峰境 -句容市区,3室2厅 | 101平米 | 东南 | 毛坯 | 高楼层(共18层)  | 塔楼,1人关注 / 一年前发布,75,"7,426元/平"
天玺华府 毛坯三房 楼层佳 位置佳 万科物业 随时看房,天玺华府 -句容市区,3室2厅 | 86平米 | 南 | 毛坯 | 高楼层(共15层)  | 板楼,1人关注 / 一年前发布,110,"12,791元/平"
城西满五唯一毛坯边户大三房，采光好。,德院上城 -句容市区,3室2厅 | 136.14平米 | 南 北 | 毛坯 | 中楼层(共25层)  | 板楼,0人关注 / 一年前发布,108,"7,934元/平"
房屋格局好一梯一户，满五年，采光视野无遮挡,葛仙新村 -句容市区,4室2厅 | 133平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,79.8,"6,000元/平"
此房采光好，楼层好，视野宽阔，家具家电齐全,金润香江丽景北区 -句容市区,3室2厅 | 115平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,5人关注 / 一年前发布,132,"11,479元/平"
顶楼带阁楼，使用面积大，可利用率高，房东诚心,台北上上城 -句容市区,3室2厅 | 89.6平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,81,"9,041元/平"
经典的小三房，精装修交付，城东南板块,新城樾府 -句容市区,3室2厅 | 99平米 | 南 北 | 精装 | 中楼层(共32层)  | 塔楼,2人关注 / 一年前发布,85,"8,586元/平"
轻轨旁，城南新城旗下的新城樾府,新城樾府 -句容市区,3室2厅 | 99平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 塔楼,2人关注 / 一年前发布,86,"8,687元/平"
地铁口 城中 低密度小区  四房两厅两卫,碧桂园保利时代天汇 -句容市区,4室2厅 | 145平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 暂无数据,3人关注 / 一年前发布,150,"10,345元/平"
视野开阔 楼层好 格局好 设备齐全 交通方便,碧桂园·江南世家 -句容市区,3室2厅 | 95平米 | 东 东南 南 | 精装 | 中楼层(共30层)  | 暂无数据,1人关注 / 10个月以前发布,93.8,"9,874元/平"
御东国际三期 3室2厅 南 北,御东国际三期 -句容市区,3室2厅 | 87平米 | 南 北 | 精装 | 低楼层(共9层)  | 板塔结合,1人关注 / 11个月以前发布,88,"10,115元/平"
城东好房，四开间朝南，适合改善居住,兴都碧水铭苑 -句容市区,3室2厅 | 126.35平米 | 南 北 | 精装 | 中楼层(共16层)  | 板塔结合,8人关注 / 一年前发布,110,"8,706元/平"
两室一厅精装拎包入住步梯公摊面小,梅花小区 -句容市区,2室2厅 | 78平米 | 南 | 毛坯 | 高楼层(共7层)  | 板塔结合,18人关注 / 一年前发布,42,"5,385元/平"
全新户型，4.0双层隔音玻璃。自带百叶帘。高标准,紫悦府 -句容市区,3室2厅 | 94.23平米 | 南 | 毛坯 | 低楼层(共20层)  | 板楼,0人关注 / 11个月以前发布,90,"9,552元/平"
城西天悦容城，户型方正，三室二厅,天悦容城 -句容市区,3室2厅 | 115平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,4人关注 / 一年前发布,80,"6,957元/平"
城东好房 悦景台毛坯三房 户型好 采光好 随时看房,悦景台 -句容市区,3室2厅 | 116.62平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,108,"9,261元/平"
新城樾府 3室2厅 南,新城樾府 -句容市区,3室2厅 | 99平米 | 南 | 毛坯 | 中楼层(共18层)  | 塔楼,3人关注 / 一年前发布,100,"10,102元/平"
城南成熟小区，容光雅居，低层低密度小区。是个居住,容光雅居 -句容市区,3室2厅 | 126.8平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,90,"7,098元/平"
视野开阔 楼层好 格局好 设备齐全 交通方便,碧桂园·江南世家 -句容市区,3室2厅 | 117平米 | 南 | 毛坯 | 高楼层(共25层)  | 塔楼,16人关注 / 一年前发布,93,"7,949元/平"
