标题,开发商,房子信息,发布信息,售价/万,单价
开发商统装大三房，满5唯一，自住保养新,澜调国际 -湖东,3室2厅 | 141.36平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,1人关注 / 6天以前发布,550,"38,908元/平"
上坤狮山四季 三房两卫 精装修带院子  家具家电留,上坤狮山四季 -木渎,3室2厅 | 103.78平米 | 南 北 | 精装 | 低楼层(共11层)  | 塔楼,11人关注 / 7个月以前发布,275,"26,499元/平"
华源上海城  满五唯一 自住精装修，电梯好楼层,华源上海城 -娄江新城,3室2厅 | 147.72平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,2人关注 / 5个月以前发布,230,"15,570元/平"
嘉宝花园3居室，2房朝南，总价低，上苏苑，有车库车位,嘉宝花园三期 -苏苑,3室1厅 | 104.82平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,268,"25,568元/平"
四楼复式 满五唯一 业主自住精装修 独立电瓶车库,吴中东路散盘 -苏苑,3室2厅 | 128.94平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,78人关注 / 一年前发布,174,"13,495元/平"
上海产权，满五唯一，户型通透，双阳台,启航城晶彩晶座 -花桥,3室2厅 | 83.5平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,207,"24,791元/平"
视野开阔无遮挡，中高楼层，拎包入住，迎面而来是阳光,新城石湖公馆 -越溪,3室2厅 | 96.2平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 1个月以前发布,230,"23,909元/平"
大庆85平105万小面积住宅适合刚需总价低,大庆锦绣新城 -娄江新城,2室1厅 | 85.29平米 | 南 | 简装 | 低楼层(共5层)  | 板楼,26人关注 / 4个月以前发布,109,"12,780元/平"
华源上海城  满五唯一 自住精装修，电梯好楼层,华源上海城 -娄江新城,3室2厅 | 147.72平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,2人关注 / 5个月以前发布,230,"15,570元/平"
上海产权，满五唯一，户型通透，双阳台,启航城晶彩晶座 -花桥,3室2厅 | 83.5平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,207,"24,791元/平"
精装修 看房方便 楼层好 价格好,大南三村 -锦丰,3室2厅 | 118.3平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 11个月以前发布,102,"8,623元/平"
山湖湾南区 新风，地暖， 装修60万 诚心出售。,山湖湾南区 -科技城,3室2厅 | 122.73平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,3人关注 / 1个月以前发布,379,"30,881元/平"
四楼复式 满五唯一 业主自住精装修 独立电瓶车库,吴中东路散盘 -苏苑,3室2厅 | 128.94平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,78人关注 / 一年前发布,174,"13,495元/平"
嘉宝花园3居室，2房朝南，总价低，上苏苑，有车库车位,嘉宝花园三期 -苏苑,3室1厅 | 104.82平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,268,"25,568元/平"
成熟社区精装三房 价格可谈 户型方正 ！,荣安尚湖中央花园 -尚湖风景区,3室2厅 | 142平米 | 南 北 | 精装 | 中楼层(共31层)  | 板楼,1人关注 / 2个月以前发布,150,"10,564元/平"
凤凰城，精装3房，满五年，看房随时,凤凰城 -周市,3室2厅 | 104平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,171,"16,443元/平"
纯毛坯好楼层大三房 户型很方正视野开阔采光无死角,海上印象 -张浦,3室2厅 | 118.81平米 | 南 | 毛坯 | 中楼层(共15层)  | 板楼,5人关注 / 6个月以前发布,163,"13,720元/平"
旭辉悦庭 精装三房两卫 带买断车位 满五唯一,旭辉悦庭 -浒关,3室2厅 | 110.87平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,4人关注 / 4个月以前发布,208,"18,761元/平"
此房满两年税费少，好楼层电梯房，带车位一个。,中航城 -开发区,2室1厅 | 88.28平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,0人关注 / 4个月以前发布,219.2,"24,831元/平"
新上三期顶带阁，带4平米车库，采光佳,现代花园 -葑门,2室2厅 | 74.42平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,4人关注 / 1个月以前发布,127,"17,066元/平"
星湖湾精装正3房92.9平154万,星湖湾花园 -松陵,3室2厅 | 92.9平米 | 南 | 精装 | 低楼层(共20层)  | 板楼,0人关注 / 2个月以前发布,154,"16,577元/平"
壹号院精装洋房，四房二卫，飞机户型，次顶层,北辰旭辉壹号院 -阳山生态区,4室2厅 | 129.36平米 | 南 | 精装 | 8层  | 板楼,8人关注 / 一年前发布,295,"22,805元/平"
立达三房诚心出售，满五唯一，省个税，楼层采光好,四季晶华 -沧浪新城,3室2厅 | 109.48平米 | 南 | 精装 | 18层  | 板楼,0人关注 / 3个月以前发布,372,"33,979元/平"
星海正四房 小区中间位置 次顶楼采光视野好,映象花苑 -湖西CBD,4室2厅 | 149.88平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,79人关注 / 一年前发布,899,"59,982元/平"
精装修的温馨小户，楼层适中拎包入住，看房很方便,华宇锦绣花城 -黄埭,3室2厅 | 86.71平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,0人关注 / 2个月以前发布,160,"18,453元/平"
少个税.两房朝南.正气两房.独库.业主诚心出售.,月浜一村 -苏苑,2室1厅 | 58.55平米 | 南 | 精装 | 6层  | 板楼,122人关注 / 4个月以前发布,115,"19,642元/平"
万科高品质三居室，满五唯一，中高层采光视野好，精装,万科魅力花园（相城） -元和,3室2厅 | 83.13平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,1人关注 / 1个月以前发布,188,"22,616元/平"
独墅湾三期位置佳 唯一在售精装下叠别墅带大花园,建发独墅湾 -南双湖,4室2厅 | 234.41平米 | 南 | 精装 | 下叠(共4层)  | 板楼 | 叠拼别墅 ,48人关注 / 4个月以前发布,780,"33,276元/平"
房子是全新毛坯的 从来没有住过人 中间楼层 随时看房,绿地21新城 -开发区,3室2厅 | 88.7平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,1人关注 / 1个月以前发布,181,"20,406元/平"
韵佳苑精装三房，满五唯一，装修保养很好，拎包入住,尹山湖韵佳苑 -尹山湖,3室1厅 | 107.38平米 | 南 | 精装 | 高楼层(共24层)  | 板塔结合,2人关注 / 1个月以前发布,255,"23,748元/平"
香漫雅园  电梯洋房  精装自住保养好 带暖气  近地铁,新城招商香溪源 -太湖新城（吴江）,3室2厅 | 108.84平米 | 南 | 精装 | 高楼层(共9层)  | 板楼,8人关注 / 2个月以前发布,250,"22,970元/平"
蝶湖湾三期  131平大三房边套 装修保养好 诚心出售,世茂蝶湖湾 -玉山城南,4室2厅 | 130.26平米 | 南 北 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,215,"16,506元/平"
苏河湾万科系经典精装四房！景观楼层,银城万科苏河湾 -松陵,4室1厅 | 137.71平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,1人关注 / 1个月以前发布,338,"24,545元/平"
精装满五，带一个租的车位，和自行车库，房东很诚心卖,港澳桂苑 -城南,3室2厅 | 116.46平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,16人关注 / 6个月以前发布,194,"16,659元/平"
顶复大平层，精装修100万，自住装修,建滔裕园 -花桥,5室2厅 | 237平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,17人关注 / 5个月以前发布,750,"31,646元/平"
临芳苑四区纯毛坯两房采光好楼层好楼间距大,临芳苑四区 -跨塘,2室1厅 | 82.22平米 | 南 | 其他 | 高楼层(共28层)  | 板塔结合,2人关注 / 13天以前发布,153,"18,609元/平"
四开间朝南 中高楼层 小区后排 一梯一户 诚意出售,中锐姑苏尚城 -平江新城,4室2厅 | 141.12平米 | 南 | 简装 | 高楼层(共27层)  | 板楼,2人关注 / 2个月以前发布,540,"38,266元/平"
北门路 万客隆楼上 70年精装公寓 带阳台,纽约之星 -玉山城北,1室1厅 | 34.99平米 | 南 | 精装 | 中楼层(共15层)  | 板楼,1人关注 / 2个月以前发布,45,"12,861元/平"
70年产权小户型，近地铁，配套齐全,康桥丽都 -元和,1室1厅 | 35.77平米 | 南 | 精装 | 20层  | 板楼,5人关注 / 2个月以前发布,75.8,"21,191元/平"
此房满两年，目前出租，看房提前联系，诚心出售,伟业迎春城橙家 -太湖新城（吴江）,3室2厅 | 89.55平米 | 南 | 简装 | 中楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,153,"17,086元/平"
扬子新村，朝南标准2房，全明户型，厨卫朝北，采光好,扬子新村 -葛江,2室1厅 | 73.32平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,15人关注 / 10个月以前发布,198,"27,005元/平"
康悦家园 中间楼层 毛坯 诚心卖,康悦家园 -木渎,3室2厅 | 90.61平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,4人关注 / 一年前发布,168,"18,541元/平"
地铁口 精装好房 保养好 诚心卖 税少,合景睿峰 -木渎,2室2厅 | 46.65平米 | 南 | 精装 | 低楼层(共22层)  | 塔楼,21人关注 / 8个月以前发布,52,"11,147元/平"
双轨交通4、7号线 电梯洋房 龙湖商圈 配套齐全,阳光水韵 -城南,1室1厅 | 62.72平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,47人关注 / 5个月以前发布,135,"21,525元/平"
满五唯一。得房率高，精装修，中间楼层，物业费便宜,金山浜花园 -木渎,2室2厅 | 92.17平米 | 南 | 简装 | 中楼层(共4层)  | 板塔结合,0人关注 / 1个月以前发布,172,"18,662元/平"
5号线地铁沿线，大润发带天然气5.6米层高房间都有窗户,大运城 -木渎,2室1厅 | 54.66平米 | 南 北 | 精装 | 中楼层(共14层)  | 板楼,5人关注 / 3个月以前发布,80,"14,636元/平"
急售，华宇边户，一室一厅户型，有钥匙,星云汇生活广场 -元和,1室1厅 | 54.47平米 | 西北 | 简装 | 中楼层(共22层)  | 板塔结合,7人关注 / 4个月以前发布,52,"9,547元/平"
华丽家族汇景4期，楼间距大，采光好，楼层高，配套全,华丽家族太湖汇景花园4期 -香山,3室2厅 | 94.5平米 | 南 | 简装 | 23层  | 板楼,4人关注 / 一年前发布,135,"14,286元/平"
三居总价低，随时看房，品质小区，值得拥有！,新城招商香溪源 -太湖新城（吴江）,3室2厅 | 95.67平米 | 南 | 简装 | 高楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,181,"18,920元/平"
智慧广场，朝东好楼层，万科物业,智慧广场 -花桥,1室1厅 | 30.46平米 | 东 | 精装 | 高楼层(共28层)  | 板楼,1人关注 / 1个月以前发布,31.3,"10,276元/平"
DI铁口，睿峰精装复式，民用水电,合景睿峰 -木渎,2室2厅 | 46.48平米 | 北 | 精装 | 高楼层(共22层)  | 塔楼,38人关注 / 一年前发布,46,"9,897元/平"
低总价房卡 没有进巷  有个小院  适合老人自住,山塘街 -留园西园,2室0厅 | 35.82平米 | 南 | 简装 | 1层  | 平房,7人关注 / 1个月以前发布,40.7,"11,363元/平"
交通便利，配套齐全，排布整齐，适合一家人刚需过渡,双银国际金融城 -郭巷,1室1厅 | 52.5平米 | 北 | 简装 | 高楼层(共10层)  | 板楼,60人关注 / 一年前发布,38,"7,239元/平"
通透两房全天采光精装自住保养如新诚心出售看房随时,中海国际社区（一区） -湖东,2室2厅 | 102.31平米 | 南 | 精装 | 33层  | 板楼,0人关注 / 3个月以前发布,428,"41,834元/平"
万科品牌，住宅小区，1室1厅，采光足，诚心出售！,万科魅力花园 -花桥,1室1厅 | 43.03平米 | 南 | 精装 | 低楼层(共9层)  | 板塔结合,4人关注 / 2个月以前发布,71,"16,501元/平"
万达广场  精装办公 2间打通  诚心卖  便宜,万达广场(昆山市) -周市,1室1厅 | 51.86平米 | 北 | 精装 | 中楼层(共27层)  | 塔楼,0人关注 / 一年前发布,45,"8,678元/平"
复式精装双钥匙公寓，楼上楼下两层，采光视野好。,星悦湾商务广场 -横塘,2室1厅 | 41.29平米 | 西北 | 精装 | 21层  | 板塔结合,1人关注 / 1个月以前发布,65,"15,743元/平"
东环南延 精装两房 满五唯一 诚心出售,阳光嘉园 -松陵,2室1厅 | 89.23平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,4人关注 / 1个月以前发布,127,"14,233元/平"
景城小三房，位置佳，户型好，业主诚意出售,中央景城 -白塘,3室2厅 | 99.52平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,9人关注 / 一年前发布,539,"54,160元/平"
次新房 地铁口  水韵花都三期 三房  看房有钥匙,水韵花都三期南组团 -元和,3室2厅 | 94.86平米 | 南 北 | 简装 | 中楼层(共24层)  | 塔楼,13人关注 / 一年前发布,210,"22,138元/平"
70年产权 满两年 精装修可拎包入住 中间楼层采光好,阳光嘉园 -松陵,1室1厅 | 49.5平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,9人关注 / 3个月以前发布,73,"14,748元/平"
青剑湖小户型，低总价，看房方便，有钥匙,联合广场 -青剑湖,1室1厅 | 31.38平米 | 南 | 精装 | 低楼层(共20层)  | 板楼,21人关注 / 5个月以前发布,39.5,"12,588元/平"
盛世明珠园精装70年产权小住宅，采光佳,盛世明珠园 -周庄,1室1厅 | 46.5平米 | 南 | 精装 | 6层  | 塔楼,3人关注 / 2个月以前发布,33.8,"7,269元/平"
满五低税，方正户型，通透性较好,曙光新城 -淀山湖,3室2厅 | 125.3平米 | 南 北 | 毛坯 | 低楼层(共5层)  | 板塔结合,18人关注 / 一年前发布,130,"10,376元/平"
丽湾国际  精装修2房 满五年 楼层.位置好 采光充足,丽湾国际 -太湖新城（吴江）,2室2厅 | 96.09平米 | 南 | 精装 | 低楼层(共17层)  | 板塔结合,14人关注 / 一年前发布,150,"15,611元/平"
此房满五年 交通便利 生活配套齐全 房东诚意出售,华府壹区东区 -汾湖,2室2厅 | 86.44平米 | 南 | 简装 | 低楼层(共24层)  | 板楼,2人关注 / 3个月以前发布,126,"14,577元/平"
房东急售 中间楼层 采光刺眼 位置好,新城香溢紫郡二期 -玉山城南,3室2厅 | 88.93平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,1人关注 / 3个月以前发布,153,"17,205元/平"
橡树湾一期 该房楼层好 精装修 房东诚心出售,华润橡树湾一期 -元和,1室1厅 | 45.09平米 | 南 | 精装 | 中楼层(共27层)  | 板楼,5人关注 / 1个月以前发布,95,"21,069元/平"
蓝光四房朝南，地铁口次新小区，无遮挡采光通风效果好,蓝光和雍锦园 -木渎,4室2厅 | 144.76平米 | 南 | 简装 | 中楼层(共25层)  | 板塔结合,10人关注 / 10个月以前发布,298,"20,586元/平"
金河国际华庭正气两房 楼层采光好 空置  业主诚心出售,金河国际华庭 -狮山,2室1厅 | 98.1平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,1人关注 / 1个月以前发布,428,"43,629元/平"
公园新村 中层  83平 2室2厅,公园新村（张家港） -城中心,2室1厅 | 82.93平米 | 南 | 精装 | 中楼层(共5层)  | 暂无数据,1人关注 / 3个月以前发布,86,"10,371元/平"
建滔裕景园115平中间楼层诚心出售,建滔裕景园 -开发区,3室2厅 | 114.62平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,0人关注 / 一年前发布,235,"20,503元/平"
狮山南 次新房 精装两房 户型好 总价低 有产证诚心卖,巨塔花园 -木渎,2室2厅 | 77.21平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,47人关注 / 6个月以前发布,150,"19,428元/平"
启航社河东 全南一房 精装修 保养好 楼层高 视野开阔,启航社河东 -花桥,1室2厅 | 49.49平米 | 南 | 精装 | 高楼层(共16层)  | 板楼,0人关注 / 1个月以前发布,96,"19,398元/平"
天虹品上房东诚心出售，一室一卫精装修,天虹品上中心 -元和,1室1厅 | 51.02平米 | 西 | 精装 | 高楼层(共26层)  | 塔楼,0人关注 / 2个月以前发布,55,"10,781元/平"
70年产权，民用水电，视野楼层，置换诚心出售。,康桥丽都 -元和,1室1厅 | 35.76平米 | 南 | 简装 | 低楼层(共24层)  | 板楼,19人关注 / 5个月以前发布,70,"19,575元/平"
房东诚心出售 满五唯一 保养好  带储藏室,舜新南路1648号 -盛泽,2室1厅 | 75.2平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,1人关注 / 1个月以前发布,60,"7,979元/平"
金枫路地铁口 枫华广场复式公寓 适合居住,浙建枫华广场 -木渎,2室2厅 | 46.21平米 | 北 | 精装 | 中楼层(共13层)  | 板塔结合,4人关注 / 8个月以前发布,56,"12,119元/平"
中宇国际，70年宅，复 式房，挑高5.2米、,中宇国际公寓 -花桥,2室1厅 | 50.38平米 | 北 | 毛坯 | 高楼层(共25层)  | 板塔结合,0人关注 / 1个月以前发布,105,"20,842元/平"
新上合景睿峰婚装两房 保养好 朝南  有钥匙挑空不压抑,合景睿峰 -木渎,2室2厅 | 44.85平米 | 南 | 精装 | 低楼层(共22层)  | 板塔结合,8人关注 / 5个月以前发布,49,"10,926元/平"
时代小三房   适合老人小孩居住,时代文化家园 -玉山城西,3室2厅 | 89平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,290,"32,585元/平"
