标题,开发商,房子信息,发布信息,售价/万,单价
翠竹新村 未占用 随时看房 价格好谈,翠竹新村 -红梅,2室1厅 | 67.21平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,7人关注 / 3个月以前发布,76.8,"11,427元/平"
紫金城北区  毛坯房 楼层好采光无遮挡 业主诚心出售,紫金城北区 -湖塘镇,3室2厅 | 107.22平米 | 南 | 毛坯 | 高楼层(共34层)  | 板楼,0人关注 / 3个月以前发布,215,"20,053元/平"
天隽峰精装4房 户型方正 大面积 采光好急售,天隽峰 -湖塘镇,4室2厅 | 130平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,2人关注 / 8个月以前发布,210,"16,154元/平"
弘阳上城前排无遮挡，视野采光好，房东诚心出售,弘阳上城二期 -兰陵街道,2室1厅 | 85.12平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,2人关注 / 3个月以前发布,159,"18,680元/平"
雅居乐星河湾 3室2厅 南,雅居乐星河湾 -三井,3室2厅 | 97.6平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,1人关注 / 14天以前发布,189,"19,365元/平"
新城公馆满2年，三室，家具家电全齐，业主诚心出售,新城公馆荣域 -湖塘镇,3室2厅 | 89.67平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,218,"24,312元/平"
清风公园旁宝龙国际花园二期房东诚心出售户型方正,宝龙国际花园二期 -北港,3室1厅 | 91.12平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,1人关注 / 3个月以前发布,168,"18,438元/平"
有车位 满五年唯一 精装修 南北通透 采光好 交通便利,绿地香颂花园 -湖塘镇,3室2厅 | 84.25平米 | 南 北 | 精装 | 低楼层(共24层)  | 板楼,0人关注 / 16天以前发布,140,"16,618元/平"
青枫公园 宝龙广场旁 精装修 户型方正 业主诚心出售,宝龙国际花园 -北港,3室2厅 | 129.87平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 6个月以前发布,220,"16,941元/平"
典雅花园 3室2厅 南,典雅花园 -三井,3室2厅 | 115.39平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,2人关注 / 5个月以前发布,287,"24,873元/平"
飞龙吾悦旁绿都万和城毛坯三房  房东诚心出售,绿都万和城七区 -三井,3室2厅 | 115.25平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,3人关注 / 7个月以前发布,185,"16,053元/平"
金域丹堤 精装修 三房 采光很好 满5唯一 可议价,万俊金域丹堤 -湖塘镇,3室2厅 | 100.48平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,1人关注 / 8个月以前发布,189,"18,810元/平"
吾悦旁精装小3房，房东诚意出售，三开间朝南 视线好,绿地香颂花园 -湖塘镇,3室2厅 | 96.66平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,178,"18,416元/平"
桃李郡旁 精装两房 楼层佳采光好 满二 拎包即住,路劲城二期 -湖塘镇,3室2厅 | 87.7平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,185,"21,095元/平"
随园锦湖公寓三房两卫精装修有钥匙！,随园锦湖公寓 -湖塘镇,3室2厅 | 134.53平米 | 南 北 | 精装 | 高楼层(共11层)  | 塔楼,0人关注 / 2个月以前发布,198,"14,718元/平"
此房满五唯一，精装修，中间楼层，采光无遮挡,御城 -湖塘镇,2室2厅 | 84.89平米 | 南 北 | 精装 | 高楼层(共16层)  | 板塔结合,0人关注 / 一年前发布,167,"19,673元/平"
精装修，厅室分离格局，楼层好，视野开阔,御城 -湖塘镇,4室1厅 | 151.65平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,226,"14,903元/平"
"此房格局好,南北通风户型,全天采光,户型方正",园田新村 -西城街道,3室2厅 | 110平米 | 南 | 精装 | 低楼层(共2层)  | 暂无数据,0人关注 / 一年前发布,129.8,"11,800元/平"
碧桂园华星世纪学府、文鑫苑，全新毛坯三房两厅一卫,文鑫苑 -璜土,3室2厅 | 97.43平米 | 南 | 毛坯 | 中楼层(共30层)  | 塔楼,2人关注 / 5个月以前发布,90,"9,238元/平"
业主诚心出售证件齐欢迎看房随时恭候有钥匙看房,蓝色港湾花园 -河海,3室2厅 | 105.79平米 | 南 | 精装 | 低楼层(共16层)  | 板塔结合,0人关注 / 1个月以前发布,138,"13,045元/平"
万和城五区精装三房 西北户 中楼层 采光好,绿都万和城五区 -三井,3室2厅 | 94.43平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,3人关注 / 5个月以前发布,169,"17,897元/平"
满五唯一精装楼层好，房东诚心出售，软装家具家电齐全,绿都万和城五区 -三井,3室2厅 | 96.92平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,159,"16,406元/平"
万和城五区精装三房 低楼层出行方便 房东诚心出售,绿都万和城五区 -三井,3室1厅 | 102.83平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,15人关注 / 8个月以前发布,145,"14,101元/平"
太湖香树湾双拼别墅，西边户 前后院子 地下室,太湖香树花园 -雪堰镇,5室2厅 | 401.33平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,2人关注 / 10个月以前发布,800,"19,934元/平"
绿地世纪城A区精装大两房 中楼层 视野开阔 采光好,绿地世纪城A区 -新闸,2室2厅 | 110.53平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,1人关注 / 11个月以前发布,160,"14,476元/平"
星河国际，精装3房 房东诚心出售，布局合理，,星河国际四期七区 -湖塘镇,3室1厅 | 118.27平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,2人关注 / 4个月以前发布,270,"22,830元/平"
怀德路 香江华庭大平层，楼层佳采光好 房东诚售,香江华廷花园 -南大街,3室2厅 | 127.99平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 8个月以前发布,240,"18,752元/平"
常信怀德名园 4室2厅 南,常信怀德名园 -河海,4室2厅 | 151.31平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,0人关注 / 1个月以前发布,245,"16,192元/平"
满五唯一，户型方正，精装修，诚心出售,锦江丽都花园南区 -五星,3室2厅 | 145.76平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,1人关注 / 1个月以前发布,210,"14,408元/平"
运河旁 吾悦侧面 近市区 江左风华南边 中间楼层双阳台,安阳花苑 -南大街,3室2厅 | 108.58平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,2人关注 / 6个月以前发布,165,"15,197元/平"
深业华府品质小区  精装三室  户型方正， 业主诚售,深业华府 -五星,3室2厅 | 119平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,225,"18,908元/平"
院子里面的房源，户型好，采光佳，房东诚意出售,北新巷小区 -五星,3室2厅 | 144.27平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 7个月以前发布,166,"11,507元/平"
金玉苑精装修 顶楼复式电梯房   高楼层 采光良好,金玉苑 -北港,6室2厅 | 162平米 | 南 | 毛坯 | 高楼层(共9层)  | 板楼,1人关注 / 5个月以前发布,210,"12,963元/平"
怀德路 香江华庭大平层，楼层佳采光好 房东诚售,香江华廷花园 -南大街,3室2厅 | 127.99平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 8个月以前发布,240,"18,752元/平"
邮电宿舍 精装二房 地段佳，交通方便，房东诚心出售,邮电宿舍 -南大街,3室1厅 | 90.34平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 6个月以前发布,138,"15,276元/平"
上书房3房2厅2卫 精装修 拎包入住,上书房 -永红,3室2厅 | 122.6平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,1人关注 / 6个月以前发布,238,"19,413元/平"
1号地铁口，交通便利，房东诚心出售,凤凰名城 -新桥,3室2厅 | 111.77平米 | 南 北 | 精装 | 低楼层(共15层)  | 塔楼,12人关注 / 一年前发布,153,"13,689元/平"
花园新村，满二年，3房实用性大，房东诚售，看房方便,花园新村 -五星,3室2厅 | 70.14平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,16人关注 / 6个月以前发布,75,"10,693元/平"
九龍倉年華里 满五唯一省税 婚房装修三房 房东诚诚心,九龙仓年华里  -薛家,3室2厅 | 100.23平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,2人关注 / 6个月以前发布,165.8,"16,542元/平"
楼层好，采光佳，小三房户型方正，看房方便,香江华廷花园 -南大街,3室2厅 | 113平米 | 南 北 | 精装 | 中楼层(共28层)  | 塔楼,5人关注 / 一年前发布,218,"19,293元/平"
急售 西新桥 简单装修 看房方便,西新桥二村 -五星,3室1厅 | 72.83平米 | 南 | 精装 | 中楼层(共5层)  | 塔楼,1人关注 / 4个月以前发布,88,"12,083元/平"
D铁口 天润园 园林小区 精装3房 龙。。中 。教育,天润园 -河海,3室2厅 | 95.56平米 | 南 | 精装 | 低楼层(共30层)  | 板塔结合,0人关注 / 2个月以前发布,200,"20,930元/平"
弘建一品地处花园街地铁口 精装大平层 南北通透,弘建一品 -湖塘镇,3室2厅 | 176平米 | 北 南 | 精装 | 中楼层(共28层)  | 板塔结合,3人关注 / 一年前发布,419,"23,807元/平"
满五唯一精装楼层好，房东诚心出售，软装家具家电齐全,绿都万和城五区 -三井,3室2厅 | 96.92平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,159,"16,406元/平"
太湖香树湾双拼别墅，西边户 前后院子 地下室,太湖香树花园 -雪堰镇,5室2厅 | 401.33平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,2人关注 / 10个月以前发布,800,"19,934元/平"
龙湖天街旁 凤凰层 不临高架 有钥匙 看房方便,新城香悦半岛 -五星,3室1厅 | 92.5平米 | 南 北 | 精装 | 高楼层(共34层)  | 塔楼,7人关注 / 6个月以前发布,170,"18,379元/平"
房子满五唯一，业主诚心出售的。,锦珑湾花园 -河海,3室2厅 | 87.79平米 | 南 北 | 精装 | 低楼层(共19层)  | 板塔结合,3人关注 / 10个月以前发布,155,"17,656元/平"
诚心出售，随时看房，看房方便，,兰陵公寓 -南大街,3室1厅 | 161.68平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 5个月以前发布,210,"12,989元/平"
新区公园地铁口，都市雅居精装三房，西边户，看房方便,都市雅居 -河海,3室1厅 | 123.22平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合,2人关注 / 5个月以前发布,198,"16,069元/平"
荆川里小区，电梯房，楼层好，采光好,荆川里小区西区 -永红,2室2厅 | 89.89平米 | 南 | 精装 | 中楼层(共15层)  | 板塔结合,0人关注 / 4个月以前发布,145,"16,131元/平"
新桥 清水湾二期 大三房 西边户 毛坯 房东急售,清水湾花园二期 -新桥,3室2厅 | 127.16平米 | 东南 | 毛坯 | 中楼层(共27层)  | 板塔结合,1人关注 / 7个月以前发布,178,"13,999元/平"
房东诚心出售，户型方正，看房方便,公园壹号四期 -潞城,3室2厅 | 127.73平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,4人关注 / 一年前发布,168,"13,153元/平"
晋陵文锦 2室2厅 南,晋陵文锦 -南大街,2室2厅 | 88平米 | 南 | 精装 | 低楼层(共34层)  | 暂无数据,0人关注 / 15天以前发布,320,"36,364元/平"
勤业新村5楼复式 阁楼层高高 装修保养好,勤业一二三村 -五星,3室2厅 | 54.82平米 | 北 南 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 18天以前发布,65,"11,857元/平"
精装4房2卫 东边户 装修考究拎包入住,金色新城东区 -南大街,4室2厅 | 168.6平米 | 南 北 | 精装 | 低楼层(共32层)  | 板楼,7人关注 / 7个月以前发布,280,"16,608元/平"
龙德花园 精装修 自己住的 保养好 总价低,龙德花园 -湖塘镇,2室1厅 | 89.9平米 | 南 | 精装 | 低楼层(共29层)  | 板塔结合,6人关注 / 一年前发布,130,"14,461元/平"
怡枫苑三室边户 业主置换诚心出售 随时看房,怡枫苑 -薛家,3室2厅 | 98.5平米 | 南 | 简装 | 低楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,133,"13,503元/平"
龙城福第，高层，毛坯三房，自主装修,龙城福地 -璜土,3室2厅 | 114平米 | 南 | 毛坯 | 低楼层(共32层)  | 板楼,0人关注 / 13天以前发布,105,"9,211元/平"
楼层好，采光佳，户型方正，看房方便~,牡丹公寓 -南大街,3室2厅 | 134平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,0人关注 / 一年前发布,510,"38,060元/平"
新城品质 龙湖天街旁 精装小三房 新城悦物业,新城香悦半岛 -五星,3室2厅 | 92.61平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,1人关注 / 2个月以前发布,163,"17,601元/平"
龙湖花千树 4室1厅 南,龙湖花千树 -五星,4室1厅 | 143平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 15天以前发布,290,"20,280元/平"
飞龙吾悦旁精装大三房，采光好 ，诚心出售,天山花园 -三井,3室2厅 | 132平米 | 南 | 精装 | 低楼层(共24层)  | 板塔结合,12人关注 / 5个月以前发布,168,"12,728元/平"
富都花苑北村东区 3室2厅 南,富都花苑北村东区 -河海,3室2厅 | 97.27平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,135,"13,879元/平"
此房源户型方正，房东诚心出售可谈价，楼层不错光线好,朗诗绿郡花园 -河海,3室2厅 | 117.47平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,3人关注 / 7个月以前发布,278,"23,666元/平"
朗诗绿郡花园 精装三房 拎包住,朗诗绿郡花园 -河海,3室2厅 | 137.32平米 | 南 | 精装 | 低楼层(共17层)  | 板塔结合,6人关注 / 一年前发布,350,"25,488元/平"
天安花园好房出售位置好采光好看房方便,天安花园 -河海,3室1厅 | 127.7平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,160.8,"12,593元/平"
上下楼层好，视野宽阔，交通便利，视野开阔,世茂香槟湖二期 -三井,4室2厅 | 133.39平米 | 南 | 精装 | 高楼层(共25层)  | 板楼,1人关注 / 1个月以前发布,299,"22,416元/平"
世茂香槟湖2期精装大三房，前排无遮挡，满五，没落户,世茂香槟湖二期 -三井,3室2厅 | 139.72平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,5人关注 / 7个月以前发布,230,"16,462元/平"
优质户型，3房精装修，通透格局，楼层好，视野宽..,陈渡新苑 -永红,3室2厅 | 100平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 6个月以前发布,230,"23,000元/平"
楼层好 视野宽阔 采光充足 精装修配套齐全,中意寳第 -南大街,3室2厅 | 145.39平米 | 南 | 精装 | 高楼层(共29层)  | 板塔结合,0人关注 / 10个月以前发布,328,"22,561元/平"
飞龙吾悦旁，精装洋房，保养好，诚心出售,绿都万和城2区 -三井,3室2厅 | 140.83平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,4人关注 / 8个月以前发布,298,"21,161元/平"
户型方正 采光充足，配套齐全，房东诚心出售,府河名居 -茶山,3室2厅 | 115.27平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,2人关注 / 4个月以前发布,210,"18,219元/平"
南北通透，房东诚心出售，三房两厅户型好,荣亨逸都 -永红,3室2厅 | 120平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,0人关注 / 7个月以前发布,210,"17,500元/平"
精装保养好，两房朝南，中间楼层，拎包住,西城格兰艺堡 -永红,2室2厅 | 97.05平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,146,"15,044元/平"
常州万科城 4室2厅 南,常州万科城 -湖塘镇,4室2厅 | 141平米 | 南 | 精装 | 中楼层(共9层)  | 板塔结合,0人关注 / 16天以前发布,360,"25,532元/平"
三房朝南，户型方正，精装修，楼层好，阳光充足。,城市中央美居 -永红,3室2厅 | 109.31平米 | 南 北 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 6个月以前发布,218,"19,944元/平"
房子满五唯一 精装修 好楼层 环境美好,凤凰名城 -新桥,3室2厅 | 123.51平米 | 南 | 精装 | 高楼层(共27层)  | 塔楼,3人关注 / 一年前发布,180,"14,574元/平"
府河名居，中间楼层，有钥匙，看房方便,府河名居 -茶山,3室1厅 | 117.34平米 | 南 | 简装 | 中楼层(共20层)  | 板塔结合,1人关注 / 4个月以前发布,248,"21,136元/平"
小区生活设施齐全，环境优美，闹中取静，出行方便,随园锦湖公寓 -湖塘镇,3室2厅 | 134.35平米 | 南 | 简装 | 低楼层(共11层)  | 塔楼,1人关注 / 5个月以前发布,188,"13,994元/平"
主城区南大街旁双子星座公寓精装三房随时看房,双子星座公寓 -南大街,3室2厅 | 92平米 | 南 | 精装 | 低楼层(共30层)  | 板塔结合,0人关注 / 7天以前发布,225,"24,457元/平"
香江华庭3房，采光好，房东诚心出售,香江华廷花园 -南大街,3室2厅 | 133平米 | 北 南 | 精装 | 高楼层(共25层)  | 板塔结合,0人关注 / 2个月以前发布,246,"18,497元/平"
全景落地窗，层高3米1，玉兰广场一期精装房,绿城玉兰广场春晓苑 -湖塘镇,3室2厅 | 124.51平米 | 南 | 精装 | 高楼层(共28层)  | 板塔结合,7人关注 / 7个月以前发布,288,"23,131元/平"
依水小区，宁静雅致 三朝南户型 精装保养好 采光佳,金谷庄园 -南大街,3室2厅 | 143.65平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,450,"31,327元/平"
