标题,开发商,房子信息,发布信息,售价/万,单价
户型方正   采光靓 此房满五唯一,保利·领秀前城青秀郡 -凤岭南,4室2厅 | 109.49平米 | 北 | 精装 | 高楼层(共32层)  | 板楼,2人关注 / 14天以前发布,139,"12,696元/平"
凤岭佳园 3室2厅 东南,凤岭佳园 -凤岭北,3室2厅 | 120.51平米 | 东南 | 精装 | 低楼层(共11层)  | 暂无数据,0人关注 / 4个月以前发布,110,"9,128元/平"
保利·领秀前城青秀郡 4室2厅 南,保利·领秀前城青秀郡 -凤岭南,4室2厅 | 123.64平米 | 南 | 其他 | 高楼层(共40层)  | 塔楼,0人关注 / 2个月以前发布,165,"13,346元/平"
恒大苹果园 精心装修 三菱全屋空调 全屋硅藻泥,恒大苹果园·金色阳光 -琅东,3室2厅 | 184.9平米 | 南 | 精装 | 低楼层(共22层)  | 塔楼,3人关注 / 8个月以前发布,180,"9,735元/平"
五一路翠湖新城精装三房，户型方正，楼层好,翠湖新城北区 -五一路,3室2厅 | 107.71平米 | 东南 | 其他 | 中楼层(共6层)  | 板塔结合,1人关注 / 8个月以前发布,73,"6,778元/平"
小区居中位置  静谧舒适 楼层适中,维也纳森林 -凤岭北,4室2厅 | 140.71平米 | 东南 | 精装 | 低楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,200,"14,214元/平"
巴黎香醍 3室2厅 南,巴黎香醍 -经开区,3室2厅 | 106.41平米 | 南 | 其他 | 中楼层(共28层)  | 塔楼,0人关注 / 3个月以前发布,110,"10,338元/平"
恒大新城精装大两房，基础配套齐全,恒大新城 -北湖南,2室2厅 | 91.72平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,27人关注 / 一年前发布,83,"9,050元/平"
面粉厂宿舍2房出售 户型方正 南北通透 看房方便,南宁面粉厂宿舍 -西大,2室1厅 | 65.08平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,3人关注 / 4个月以前发布,50,"7,683元/平"
北湖新小区，采光通风 佳！业主诚心出售！欢迎看房,隆源雅居 -北湖南,3室2厅 | 117.77平米 | 南 | 简装 | 32层  | 板楼,0人关注 / 4个月以前发布,129,"10,954元/平"
普罗精装大三房，近地铁，装修好，带产权车位！,龙光普罗旺斯郁金香 -经开区,3室2厅 | 116.91平米 | 南 | 精装 | 中楼层(共15层)  | 板塔结合,0人关注 / 6个月以前发布,115,"9,837元/平"
德瑞花园 三房两卫 出售 看房方便,德瑞花园 -凤岭北,3室2厅 | 118.15平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,1人关注 / 一年前发布,171,"14,474元/平"
满二有证 精装拎包入住 南北格局,融晟公園大地A区 -五一路,3室2厅 | 98平米 | 南 | 精装 | 高楼层(共23层)  | 板塔结合,1人关注 / 11个月以前发布,75,"7,654元/平"
西乡塘区 万科悦湾142平精装4房 江景房,万科悦湾 -石埠,4室2厅 | 142.56平米 | 南 北 | 精装 | 低楼层(共20层)  | 板塔结合,1人关注 / 8个月以前发布,130,"9,119元/平"
地铁3号线长堽路站口 云星钱隆御景 公园旁精装修三房,云星钱隆御景 -东沟岭,3室2厅 | 90.74平米 | 南 | 精装 | 33层  | 塔楼,9人关注 / 一年前发布,96,"10,580元/平"
南北对流望花园望儿童公园 万象城地铁口 中高楼层,德瑞花园 -凤岭北,3室2厅 | 127.64平米 | 北 | 其他 | 高楼层(共28层)  | 塔楼,0人关注 / 4个月以前发布,176,"13,789元/平"
西大朝阳商圈刚需3房！业主诚意出售，方便看房！,福满花园 -西大,3室2厅 | 120平米 | 东南 | 精装 | 中楼层(共16层)  | 板塔结合,0人关注 / 4个月以前发布,88,"7,334元/平"
铁学商、公园全有 中海华府106平四房 带产权车位,华府 -东沟岭,4室2厅 | 105.74平米 | 南 东北 | 精装 | 低楼层(共33层)  | 板楼,5人关注 / 5个月以前发布,117.5,"11,113元/平"
满五唯一刚需大三房单价7字头双地铁交汇,云顶印象 -经开区,3室2厅 | 122.18平米 | 南 | 简装 | 低楼层(共32层)  | 塔楼,0人关注 / 6个月以前发布,85,"6,957元/平"
盛天东郡三房首付二十万，月供4500，中间楼层急卖,盛天东郡 -兴宁东,3室2厅 | 100平米 | 南 | 精装 | 中楼层(共34层)  | 塔楼,3人关注 / 6个月以前发布,109,"10,900元/平"
江南万达 南城百货 大户型四房 精装,浩天花园 -白沙星光,4室2厅 | 141.74平米 | 南 北 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 2个月以前发布,133,"9,384元/平"
儿童公园旁 四叶草户型 利用空间大,荣和公园大道 -凤岭北,4室2厅 | 141.22平米 | 南 | 精装 | 低楼层(共44层)  | 塔楼,0人关注 / 2个月以前发布,310,"21,952元/平"
房子满五年 环境安宁，设施成熟，交通方便的，近公园,金牛小区 -东沟岭,2室2厅 | 61.08平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 2个月以前发布,55,"9,005元/平"
山语城 精装修 洋房 满五唯一,凤岭山语城 -凤岭北,4室2厅 | 140平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,245,"17,500元/平"
急售大三房采光足中高楼层交通便利。龙光品质配置,龙光普罗旺斯香槟 -经开区,3室2厅 | 130.28平米 | 东南 | 简装 | 高楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,105,"8,060元/平"
金源悦府，别墅区旁，三房两卫 ，带车位，充电桩出售,金源悦府 -东沟岭,3室2厅 | 101.15平米 | 东南 | 精装 | 中楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,100,"9,887元/平"
满五不唯一，户型方正，适合改善家庭,福满花园 -西大,8室2厅 | 230平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,200,"8,696元/平"
五象新区天誉花园精装三房诚心出售,天誉花园4组团 -五象文旅,3室1厅 | 68.21平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 6个月以前发布,83,"12,169元/平"
正规两房，步梯中楼层。采光通风好。,南宁奥园北京组团 -经开区,2室2厅 | 82.02平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,6人关注 / 一年前发布,59.8,"7,291元/平"
房子没有欠款，130万包含一个产权车位。,联发尚筑 -东沟岭,3室2厅 | 104.53平米 | 南 | 简装 | 低楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,130,"12,437元/平"
老城区地段好，配套成熟，产权清晰，红本在手,天健世纪花园 -东沟岭,3室1厅 | 86.86平米 | 东南 | 简装 | 低楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,118,"13,586元/平"
五象新区天誉花园精装三房诚心出售,天誉花园4组团 -五象文旅,3室1厅 | 68.21平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 6个月以前发布,83,"12,169元/平"
正规两房，步梯中楼层。采光通风好。,南宁奥园北京组团 -经开区,2室2厅 | 82.02平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,6人关注 / 一年前发布,59.8,"7,291元/平"
地铁口  盛天地旁 盛天东郡  精装房  拎包入住,盛天东郡 -兴宁东,4室2厅 | 128.62平米 | 东南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,150,"11,663元/平"
青秀万达旁，3号线地铁口，房子装修靓,中天世纪花园 -东葛路,3室2厅 | 133.15平米 | 东南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,185,"13,895元/平"
房子很好，业主诚心卖，房子看合适了都好商量,万科城 -凤岭北,4室2厅 | 126.6平米 | 南 北 | 精装 | 中楼层(共49层)  | 板塔结合,0人关注 / 1个月以前发布,186,"14,692元/平"
火车东站旁，精装现房，红本在手，电梯小高层,恒大雅苑 -凤岭北,3室2厅 | 120.68平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,0人关注 / 4个月以前发布,105,"8,701元/平"
朝阳商圈品质三房！业主诚意出售，房子很新方便看房。,春江花月 -朝阳,3室2厅 | 115.96平米 | 南 | 精装 | 低楼层(共36层)  | 板塔结合,0人关注 / 5个月以前发布,135,"11,642元/平"
英华桥 人气小区 钱隆江南 精装修大三房 家庭居住,云星钱隆江南 -白沙星光,3室2厅 | 93.67平米 | 南 | 精装 | 低楼层(共29层)  | 塔楼,1人关注 / 4个月以前发布,89.9,"9,598元/平"
德瑞花园160平大四房，带入户花园户型，小区位置好,德瑞花园 -凤岭北,4室2厅 | 161.18平米 | 南 | 精装 | 低楼层(共28层)  | 塔楼,2人关注 / 一年前发布,250,"15,511元/平"
楼层好，采光充足，配套齐全，交通方便,德瑞花园 -凤岭北,3室2厅 | 122.65平米 | 南 北 | 精装 | 中楼层(共28层)  | 塔楼,1人关注 / 一年前发布,175,"14,269元/平"
急售，南北对流，大四房双阳台，得房高中间楼层,常青藤 -仙葫,4室2厅 | 135.61平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 板塔结合,0人关注 / 一年前发布,130,"9,587元/平"
成熟商圈三房两卫双阳台，交通便利，阳台面积大,龙光普罗旺斯薰衣草 -经开区,3室2厅 | 113.77平米 | 南 北 | 简装 | 低楼层(共6层)  | 塔楼,0人关注 / 2个月以前发布,92,"8,087元/平"
欣隆盛世观邸 3室2厅 南 北,欣隆盛世观邸 -东沟岭,3室2厅 | 80.34平米 | 南 北 | 精装 | 中楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,83,"10,332元/平"
中房翡翠园A组团 4室2厅 北,中房翡翠园A组团 -琅东,4室2厅 | 157平米 | 北 | 精装 | 低楼层(共11层)  | 板塔结合,12人关注 / 7个月以前发布,173,"11,020元/平"
44平2房1厅1阳台，朝东阳光充足，独立客厅独立阳台,天誉花园6组团 -五象文旅,2室1厅 | 44.47平米 | 东南 | 精装 | 低楼层(共18层)  | 板塔结合,23人关注 / 一年前发布,48,"10,794元/平"
地铁口 恒大华府 吾悦广场一步之遥 公园在手,南宁恒大华府 -东沟岭,4室2厅 | 145.69平米 | 南 | 精装 | 高楼层(共38层)  | 板塔结合,0人关注 / 8个月以前发布,160,"10,983元/平"
和居邕江郡楼中楼  精装修  带空中花园,和居·邕江郡 -白沙星光,5室2厅 | 109.79平米 | 南 北 | 精装 | 高楼层(共31层)  | 塔楼,0人关注 / 1个月以前发布,188,"17,124元/平"
满五年唯一 楼层好，视野宽阔，采光充足，交通便利,盛天果岭 -东沟岭,3室2厅 | 86.36平米 | 南 | 简装 | 中楼层(共17层)  | 塔楼,0人关注 / 3个月以前发布,97,"11,233元/平"
西乡塘区近滨江公园 新秀5号地铁 精致小复式,龙光·水悦龙湾 -西大,3室2厅 | 80.41平米 | 东南 | 精装 | 中楼层(共17层)  | 塔楼,0人关注 / 1个月以前发布,95,"11,815元/平"
翡翠园一期临湖一梯两户洋房出售,中房翡翠园一期 -琅东,4室2厅 | 167.47平米 | 西南 东北 | 简装 | 低楼层(共7层)  | 板塔结合,1人关注 / 7个月以前发布,200,"11,943元/平"
恒大苹果园 精心装修 三菱全屋空调 全屋硅藻泥,恒大苹果园·金色阳光 -琅东,3室2厅 | 184.9平米 | 南 | 精装 | 低楼层(共22层)  | 塔楼,3人关注 / 8个月以前发布,180,"9,735元/平"
翡翠园二期山茗阁129.33平大4房出售,中房翡翠园二期 -琅东,3室2厅 | 129.33平米 | 东北 | 精装 | 中楼层(共11层)  | 板塔结合,1人关注 / 5个月以前发布,172,"13,300元/平"
万达茂·御峰国际 3室1厅 西南,万达茂·御峰国际 -五象文旅,3室1厅 | 87.92平米 | 西南 | 精装 | 48层  | 板塔结合,0人关注 / 5个月以前发布,90,"10,237元/平"
网红小区  精装四房 视野采光、房子装修好 看房方便,人和莱茵鹭湖 -心圩区,4室2厅 | 96.28平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,110,"11,426元/平"
业主诚心出售，看房提前联系就好了,恒龙花园 -东葛路,3室1厅 | 128.06平米 | 南 北 | 精装 | 中楼层(共8层)  | 暂无数据,0人关注 / 4个月以前发布,120,"9,371元/平"
民族大道 满五年 好装修3房   保养好,财富国际广场C区 -凤岭北,3室2厅 | 156.51平米 | 南 北 | 精装 | 中楼层(共22层)  | 塔楼,7人关注 / 一年前发布,226,"14,440元/平"
恒大绿洲小三房，中间楼层，通风采光好。,恒大绿洲 -大沙田,3室2厅 | 90.4平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,19人关注 / 一年前发布,82,"9,071元/平"
荣和大地一组团精装4房2厅2卫 楼层好视野好随时看房,荣和大地一组团花园里 -凤岭北,4室2厅 | 119.72平米 | 东南 南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 3个月以前发布,220,"18,377元/平"
大型成熟社区，江南区刚需优选，4/5号线出行方便,龙光普罗旺斯郁金香 -经开区,3室1厅 | 124.73平米 | 南 | 其他 | 低楼层(共28层)  | 塔楼,0人关注 / 7个月以前发布,108,"8,659元/平"
瑞和家园 休闲湖景园林 读景华 地铁二号线金象站,瑞华·瑞和家園 -玉洞,3室2厅 | 102.97平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 4个月以前发布,96,"9,324元/平"
房屋不靠路边，居住安静，全明格局,恒龙小区 -仙葫,3室2厅 | 117.58平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 一年前发布,82,"6,974元/平"
自住房保养好 户型方正，采光好 视野无遮挡，有证,阳光城丽景湾 -龙岗,3室2厅 | 92平米 | 南 北 | 精装 | 低楼层(共29层)  | 暂无数据,5人关注 / 7个月以前发布,112,"12,174元/平"
西乡塘区桃花源小区大两房刚需之选,桃花源小区 -北湖北,2室2厅 | 85平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,80,"9,412元/平"
凤岭北，双天桃，荣和大地二组团，3房急卖,荣和大地二组团 -凤岭北,3室2厅 | 88.81平米 | 东南 | 精装 | 高楼层(共32层)  | 板塔结合,2人关注 / 一年前发布,155,"17,453元/平"
蓝鲸世界大商城！友谊家园全吊顶精装两房，拎包入住,振宁友谊家园 -经开区,2室2厅 | 79.64平米 | 西 | 精装 | 中楼层(共25层)  | 板塔结合,6人关注 / 一年前发布,70,"8,790元/平"
建发品质精装3+1房 交付未入住 红本在手 业主诚意售房,建发玺院 -五一路,4室2厅 | 110.18平米 | 南 北 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 4个月以前发布,115,"10,438元/平"
五象总部基地  地铁口 彰泰城 精装房 诚意出售,彰泰城B区 -五象核心区,4室2厅 | 174平米 | 南 | 精装 | 高楼层(共19层)  | 塔楼,0人关注 / 4个月以前发布,272,"15,633元/平"
成熟片区，配套齐全，业主着急卖,万正鸣翠谷 -凤岭北,3室2厅 | 139.11平米 | 南 | 简装 | 高楼层(共12层)  | 板楼,0人关注 / 1个月以前发布,145,"10,424元/平"
相思湖品质楼盘，全新装修，轻奢风格，纯住宅网红小区,万科金域缇香 -石埠,3室2厅 | 87.94平米 | 南 | 精装 | 低楼层(共30层)  | 板塔结合,7人关注 / 7个月以前发布,86,"9,780元/平"
青秀区 三美旁 大三房两卫 带两大阳台,丽景豪庭 -金湖,3室2厅 | 131.61平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,0人关注 / 7个月以前发布,155,"11,778元/平"
荣和公园悦府 精装景观四房 高楼层 保养好 看房方便,荣和 · 公园悦府 -凤岭北,4室2厅 | 142.07平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,1人关注 / 5个月以前发布,369,"25,974元/平"
云星钱隆首府 3室1厅 东南,云星钱隆首府 -五象核心区,3室1厅 | 92.51平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,128,"13,837元/平"
五象湖湖景房碧桂园天玺湾精装大四房诚心出售,碧桂园天玺湾 -玉洞,4室2厅 | 143.67平米 | 南 北 | 精装 | 低楼层(共30层)  | 塔楼,0人关注 / 3个月以前发布,173,"12,042元/平"
体育板块精装三房保养好，业主好说话，满五唯一,天誉花园4组团 -五象文旅,3室2厅 | 70.93平米 | 东南 | 精装 | 高楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,75,"10,574元/平"
急售 钱隆公馆 电梯精装4房 业主诚心出售,云星钱隆公馆 -五一路,4室2厅 | 119.84平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,109.8,"9,163元/平"
精装修自住保养好 户型方正通透,阳光新城风林苑 -大沙田,3室2厅 | 97.16平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,2人关注 / 7个月以前发布,69,"7,102元/平"
金象商圈地铁口三房，老城区氛围好。。。。。,金象绿城 · 2区 -玉洞,3室2厅 | 91.44平米 | 南 | 精装 | 中楼层(共15层)  | 塔楼,0人关注 / 3个月以前发布,61,"6,672元/平"
狮山公园旁 明秀东路江宇世纪城精装大4房,江宇世纪城 -北湖南,4室2厅 | 117平米 | 南 | 简装 | 低楼层(共30层)  | 塔楼,2人关注 / 一年前发布,125,"10,684元/平"
五象大道 4号线地铁 恒大绿洲80平精装2房 看房方便！,恒大绿洲 -大沙田,2室1厅 | 80.23平米 | 南 | 简装 | 中楼层(共28层)  | 板塔结合,5人关注 / 一年前发布,68,"8,476元/平"
金源悦府 精致三房 业主诚心卖  配套齐全,金源悦府 -东沟岭,3室2厅 | 95.82平米 | 东南 | 简装 | 中楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,92,"9,602元/平"
竹江景苑 大五室毛坯房 近青秀万达,竹江景苑 -青秀万达,5室2厅 | 181.62平米 | 东 | 毛坯 | 中楼层(共26层)  | 板楼,1人关注 / 一年前发布,288,"15,858元/平"
西城1号 4室2厅 南 北,西城1号 -相思湖,4室2厅 | 109.43平米 | 南 北 | 精装 | 高楼层(共33层)  | 暂无数据,5人关注 / 11个月以前发布,120,"10,966元/平"
民族大道1号地铁口房子带前后花园的,莱茵湖畔 -琅东,3室1厅 | 114.38平米 | 东南 | 精装 | 低楼层(共18层)  | 塔楼,10人关注 / 一年前发布,172,"15,038元/平"
