标题,开发商,房子信息,发布信息,售价/万,单价
视野好，采光好，户型方正，配套设施齐全，交通便利,东海岸 -河东北区,4室2厅 | 120.2平米 | 西南 | 精装 | 低楼层(共28层)  | 塔楼,10人关注 / 10个月以前发布,96,"7,987元/平"
美湖湾二期 一跃二 带前后花园 挣好楼 地下室已做,金科美湖湾二期 -仁里场区,4室3厅 | 128平米 | 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 25天以前发布,159,"12,422元/平"
高新区 悦城 全新装修 1楼3室2厅2卫,悦城南区 -物流港区,3室2厅 | 104平米 | 东南 | 其他 | 低楼层(共20层)  | 暂无数据,0人关注 / 1个月以前发布,65,"6,250元/平"
商务区  正规大三房  出脚方便   停车方便,海琪公园新城 -南门区,3室2厅 | 123.5平米 | 东南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,76.8,"6,219元/平"
万人小区+精装套四双卫+直接拎包入住,荣兴遂州新城 -河东南区,4室2厅 | 103.6平米 | 东南 | 精装 | 高楼层(共28层)  | 板塔结合,0人关注 / 31天以前发布,85,"8,205元/平"
高新区 悦城 全新装修 1楼3室2厅2卫,悦城南区 -物流港区,3室2厅 | 104平米 | 东南 | 其他 | 低楼层(共20层)  | 暂无数据,0人关注 / 1个月以前发布,65,"6,250元/平"
万人小区+精装套四双卫+直接拎包入住,荣兴遂州新城 -河东南区,4室2厅 | 103.6平米 | 东南 | 精装 | 高楼层(共28层)  | 板塔结合,0人关注 / 31天以前发布,85,"8,205元/平"
金港国际电梯房出售，采光好，户型方正，朝向好。,金港国际 -市中区,3室2厅 | 125平米 | 东南 | 其他 | 中楼层(共30层)  | 塔楼,0人关注 / 25天以前发布,88.8,"7,104元/平"
"电梯房高层，产权83.3平米使有面积有103平,",西墅庄园 -物流港区,3室2厅 | 83.3平米 | 东南 | 其他 | 高楼层(共8层)  | 暂无数据,0人关注 / 23天以前发布,58,"6,963元/平"
新界旺郡 3室2厅 东南,新界旺郡 -南门区,3室2厅 | 120平米 | 东南 | 其他 | 低楼层(共13层)  | 暂无数据,0人关注 / 23天以前发布,75,"6,250元/平"
山屿湖二期 3室2厅 南,山屿湖二期 -仁里场区,3室2厅 | 111平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 23天以前发布,74,"6,667元/平"
滨江之上 正规三房 产权满2年,滨江之上 -北门区,3室2厅 | 99平米 | 东南 | 其他 | 高楼层(共29层)  | 板塔结合,0人关注 / 26天以前发布,85,"8,586元/平"
房子户型还可以，比较方正采光很好随时看房小区好管理,滨江之上 -北门区,2室2厅 | 88.15平米 | 东南 | 其他 | 高楼层(共29层)  | 塔楼,0人关注 / 24天以前发布,69.8,"7,919元/平"
机场小区A区 3室2厅 东南,机场小区A区 -物流港区,3室2厅 | 108平米 | 东南 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 27天以前发布,51.8,"4,797元/平"
北门新小区 临江学府 精装三室双卫,临江学府 -北门区,3室2厅 | 93平米 | 东南 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 24天以前发布,76.8,"8,259元/平"
河东体育馆，精装修两室，家具家电齐全,书香美邸(船山区) -河东南区,2室1厅 | 50平米 | 东南 | 其他 | 高楼层(共22层)  | 塔楼,0人关注 / 31天以前发布,43.8,"8,760元/平"
滨江之上 3室2厅 西南,滨江之上 -北门区,3室2厅 | 95.71平米 | 西南 | 其他 | 中楼层(共29层)  | 板塔结合,0人关注 / 1个月以前发布,72.6,"7,586元/平"
物流港 碧桂园中环壹号 正规四室两厅两卫 随时看房,碧桂园中环壹号 -物流港区,4室2厅 | 114平米 | 南 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 24天以前发布,76,"6,667元/平"
视野开阔，无遮挡物，房屋朝东，采光充合格足,德胜西路110号 -市中区,7室2厅 | 169平米 | 东 | 其他 | 低楼层(共9层)  | 板楼,0人关注 / 26天以前发布,76,"4,498元/平"
燕山街88号 3室2厅 南 北,燕山街88号 -北门区,3室2厅 | 146平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 24天以前发布,58,"3,973元/平"
金港名都南区                 3房2厅1厨2卫,金港名都南区 -市中区,3室2厅 | 125.5平米 | 东南 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 1个月以前发布,89.8,"7,156元/平"
南津桥电梯三房，业主诚心出售。,美宁万象新天 -南门区,3室2厅 | 85.6平米 | 南 | 其他 | 高楼层(共26层)  | 塔楼,0人关注 / 31天以前发布,69,"8,061元/平"
此房小区环境优美，户型方正，业主诚心出售,天鹅湖一期 -蓬溪县,3室2厅 | 95.32平米 | 南 | 其他 | 低楼层(共34层)  | 塔楼,0人关注 / 1个月以前发布,32.8,"3,442元/平"
临江苑 3室2厅 北,临江苑 -西山路区,3室2厅 | 95平米 | 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 21天以前发布,51.8,"5,453元/平"
民主巷建行宿舍，三室，有小区无物管费，支持按揭,建行宿舍 -射洪县,3室2厅 | 86平米 | 南 | 其他 | 高楼层(共8层)  | 暂无数据,0人关注 / 25天以前发布,36.8,"4,280元/平"
户型通透，采光好，2楼，楼层好，楼下做了海绵工程，,南强教室公寓 -南门区,3室2厅 | 99平米 | 东南 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,42,"4,243元/平"
位置好 南北通透 整个小区只有一栋一个单元共14户,社保局宿舍 -北门区,3室2厅 | 144平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 28天以前发布,75.8,"5,264元/平"
3房，带花园，可以看河，有钥匙，随时可以看房,保利养生谷一期洋房 -河东南区,3室2厅 | 133平米 | 东南 | 其他 | 低楼层(共10层)  | 塔楼,0人关注 / 30天以前发布,98,"7,369元/平"
河东清水三房，带生活阳台，环境舒适,荣海花间集 -河东北区,3室2厅 | 112平米 | 东南 | 其他 | 低楼层(共18层)  | 塔楼,0人关注 / 31天以前发布,63,"5,625元/平"
欧洲新城二期，电梯精装家具家电齐全,荣兴遂州新城 -河东南区,4室2厅 | 116平米 | 东南 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 30天以前发布,140,"12,069元/平"
和平路中间楼层，大三房出售，户型方正，73万可谈。,和平花园二期 -市中区,3室2厅 | 125平米 | 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 31天以前发布,71,"5,680元/平"
三桥下，去万达金街方便。业主诚心卖。,东海岸 -河东北区,3室2厅 | 140平米 | 东 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 25天以前发布,98,"7,000元/平"
御澜山 朝中庭 好楼层 业主急售,御澜山 -河东北区,3室2厅 | 113.72平米 | 西南 | 毛坯 | 低楼层(共24层)  | 塔楼,0人关注 / 1个月以前发布,104.5,"9,190元/平"
银河路花园小区，采光好，装修9成新,鼎程锦绣兰庭 -南门区,3室2厅 | 112平米 | 南 | 其他 | 中楼层(共15层)  | 暂无数据,0人关注 / 23天以前发布,79.8,"7,125元/平"
此房位于小广场，三室简装，有证可按揭,时装厂宿舍（振宏路） -射洪县,3室2厅 | 95平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 31天以前发布,32,"3,369元/平"
北门实验旁花园小区电梯小高层，精装三房业主诚心出售,遂宁花园未来城 -北门区,3室2厅 | 136平米 | 南 | 其他 | 低楼层(共10层)  | 暂无数据,0人关注 / 20天以前发布,108.8,"8,000元/平"
房子是三室两厅的精装房，带车位，看房也方便,保利江语城 -河东北区,3室2厅 | 97平米 | 南 | 精装 | 低楼层(共23层)  | 塔楼,0人关注 / 23天以前发布,93,"9,588元/平"
公园口 新市场 大三房 使用面积大 通透格局 采光好,工商局宿舍楼 -南门区,3室2厅 | 117平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 25天以前发布,39,"3,334元/平"
公园口 新市场 大三房 使用面积大 通透格局 采光好,工商局宿舍楼 -南门区,3室2厅 | 120平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 25天以前发布,39,"3,250元/平"
文化路两室 交通便利 位置好 干净舒适 适合居住,文化路105号巷 -射洪县,2室1厅 | 82.07平米 | 西 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 28天以前发布,17.5,"2,133元/平"
正黄翡翠公园交通便利 小区环境干净舒适 适合居住,正黄·翡翠公园 -射洪县,3室2厅 | 104平米 | 南 | 毛坯 | 中楼层(共29层)  | 暂无数据,0人关注 / 1个月以前发布,85,"8,174元/平"
城北花园小区， 现浇房自住装修，扎实,滨江尚郡 -射洪县,3室2厅 | 97平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 23天以前发布,62.8,"6,475元/平"
天星石油小区A区 2室2厅 交通便利 小区环境干净舒适,天星石油小区A区 -南门区,2室2厅 | 77平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 20天以前发布,42,"5,455元/平"
新阳街 电梯三室两卫  品牌家具家电 看中庭和紫云公园,天亿城市之星 -射洪县,3室2厅 | 109.55平米 | 西南 | 其他 | 中楼层(共33层)  | 暂无数据,0人关注 / 20天以前发布,78,"7,121元/平"
尚城馨苑3室双卫带前后花园装修用料实在,尚城馨苑 -河东南区,3室2厅 | 85平米 | 东南 | 其他 | 低楼层(共11层)  | 塔楼,0人关注 / 20天以前发布,113.8,"13,389元/平"
首付十三万买精装套三双卫，家电齐全，拎包入住,兴科华园 -射洪县,3室2厅 | 131平米 | 东 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 22天以前发布,52.6,"4,016元/平"
国际花园电梯套三双卫，精装修，有证，可按揭,欣泽国际花园 -射洪县,3室2厅 | 104平米 | 西 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 21天以前发布,89.8,"8,635元/平"
维卡国际城，现名维卡艺景。精装套三,维卡国际城 -射洪县,3室2厅 | 92.11平米 | 南 | 其他 | 高楼层(共31层)  | 暂无数据,0人关注 / 22天以前发布,73,"7,926元/平"
致远花园，大3室2厅2卫，装修拎包入住,致远花园 -射洪县,3室2厅 | 142平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 20天以前发布,52.8,"3,719元/平"
这套房子平方大，户型方正，不异形,楠木小区 -南门区,3室2厅 | 118平米 | 东南 | 其他 | 中楼层(共7层)  | 平房,0人关注 / 20天以前发布,47.8,"4,051元/平"
西山美抵 交通便利 小区环境干净舒适 适合居住,西山美邸 -射洪县,3室2厅 | 92.51平米 | 南 | 其他 | 高楼层(共28层)  | 暂无数据,0人关注 / 1个月以前发布,32.8,"3,546元/平"
子昂锦城 2室2厅 东,子昂锦城 -射洪县,2室2厅 | 80平米 | 东 | 其他 | 低楼层(共7层)  | 板塔结合,0人关注 / 28天以前发布,48,"6,000元/平"
步梯3楼 可以按揭 产权满2年,顺南街62号 -市中区,3室2厅 | 98平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 23天以前发布,52.8,"5,388元/平"
河东金域香江，有证可按揭，精装套3双卫，拎包入住！,正黄金域香江 -射洪县,3室2厅 | 89平米 | 东南 | 其他 | 低楼层(共32层)  | 塔楼,1人关注 / 25天以前发布,71.8,"8,068元/平"
商务区附 近 正规大三房出售 有小区门卫 停车方便,遂宁市职业技术学校原职中校区教师宿舍 -市中区,3室2厅 | 123.79平米 | 东 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 31天以前发布,54.8,"4,427元/平"
金海国际小区 3室2厅 交通便利  干净舒适 适合居住,金海国际 -北门区,3室2厅 | 104平米 | 北 | 其他 | 低楼层(共33层)  | 塔楼,0人关注 / 20天以前发布,72.8,"7,000元/平"
城中电梯，三室两厅 户型方正  交通方便,红旭铂玉城 -射洪县,3室2厅 | 108.3平米 | 东南 | 毛坯 | 高楼层(共31层)  | 暂无数据,0人关注 / 20天以前发布,55.8,"5,153元/平"
西山路单位房，四室三厅两卫，小区做了海面工程，hu,西山北路589号 -西山路区,4室3厅 | 182.39平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 19天以前发布,93,"5,099元/平"
明生苑 4室3厅 东南,明生苑 -北门区,4室3厅 | 183平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 29天以前发布,76.8,"4,197元/平"
遂州北路50号 4室2厅 南,遂州北路50号 -北门区,4室2厅 | 116平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 30天以前发布,59.8,"5,156元/平"
置信丽府C区 3室2厅 东南,置信丽府C区 -河东北区,3室2厅 | 109.02平米 | 东南 | 其他 | 低楼层(共29层)  | 塔楼,1人关注 / 20天以前发布,83,"7,614元/平"
满2 精装修 视野辽阔 业主诚心出售,正黄金域国际 -河东北区,3室2厅 | 89.62平米 | 东南 | 其他 | 高楼层(共25层)  | 板塔结合,0人关注 / 19天以前发布,93.8,"10,467元/平"
精装带地暖，产权在手，业主急售,天鹅湖3期 -蓬溪县,2室2厅 | 80.64平米 | 东南 | 其他 | 低楼层(共34层)  | 暂无数据,0人关注 / 31天以前发布,45,"5,581元/平"
介福东路11号 3室2厅 北,介福东路11号 -北门区,3室2厅 | 96平米 | 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 26天以前发布,36.8,"3,834元/平"
万达广场大概1公里左右，小区大 精装二房 价格美丽,奥城花园南区 -河东北区,2室2厅 | 77.5平米 | 东南 | 其他 | 中楼层(共25层)  | 塔楼,0人关注 / 30天以前发布,65.8,"8,491元/平"
颐和兰庭小区交通便利 小区环境干净舒适 适合居住,颐和兰庭 -大英县,2室2厅 | 84平米 | 南 | 其他 | 中楼层(共28层)  | 塔楼,0人关注 / 21天以前发布,46.8,"5,572元/平"
福源丽景小区交通便利 小区环境干净舒适 适合居住,福源丽景B区 -大英县,3室2厅 | 94平米 | 南 | 其他 | 低楼层(共20层)  | 暂无数据,0人关注 / 31天以前发布,66.8,"7,107元/平"
小区位置好  配套齐全    采光好  户型方正,东门桥四合院 -射洪县,3室2厅 | 103平米 | 西 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 24天以前发布,42,"4,078元/平"
欣泽秀水坊三室仿古风格成熟小区,欣泽秀水坊北区 -射洪县,3室2厅 | 107平米 | 东南 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 31天以前发布,62,"5,795元/平"
清平街三房出售，出门就是滨江路和商务区,清平街110号 -市中区,3室2厅 | 91平米 | 东 西 | 其他 | 中楼层(共8层)  | 板楼,0人关注 / 26天以前发布,46,"5,055元/平"
介福东路48号         3房2厅1厨2卫,介福东路48号 -市中区,3室2厅 | 130平米 | 东 西 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 26天以前发布,55.8,"4,293元/平"
河东 东城绿洲 一楼带点花园 满两年,东城绿洲B区 -河东北区,4室2厅 | 161平米 | 东南 | 其他 | 低楼层(共11层)  | 塔楼,0人关注 / 25天以前发布,152,"9,441元/平"
九莲四期 2室2厅 东,九莲四期 -北门区,2室2厅 | 88平米 | 东 | 其他 | 高楼层(共24层)  | 暂无数据,0人关注 / 24天以前发布,49.8,"5,660元/平"
敏捷锦绣源著 中庭视野 毛坯3室,敏捷·锦绣源著 -河东北区,3室2厅 | 101.67平米 | 东 | 其他 | 低楼层(共23层)  | 板塔结合,0人关注 / 24天以前发布,99,"9,738元/平"
金科美湖湾二期 4室2厅 东南,金科美湖湾二期 -仁里场区,4室2厅 | 128平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 19天以前发布,136.8,"10,688元/平"
联福家园二期电梯房产权在手清水房出售,联福家园二期 -河东北区,3室2厅 | 89平米 | 东 | 其他 | 高楼层(共22层)  | 暂无数据,0人关注 / 20天以前发布,58,"6,517元/平"
市 中 心，花园小区，2梯4户，业主诚心出售,金港名都北区 -市中区,3室2厅 | 120.47平米 | 东 | 其他 | 高楼层(共17层)  | 塔楼,0人关注 / 23天以前发布,78,"6,475元/平"
小区环境好   出行方便  户型方正,滨湖印象 -市中区,4室2厅 | 187平米 | 东 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 27天以前发布,120,"6,418元/平"
商务区，时代领地电梯小区，精装修，可拎包入住,辰基时代领邸 -市中区,3室2厅 | 110平米 | 南 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 22天以前发布,80.8,"7,346元/平"
河东万达边，精装电梯套三双卫，有证可按揭,正黄金域香江 -射洪县,3室2厅 | 89.6平米 | 南 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 17天以前发布,73.8,"8,237元/平"
尚城澜庭 3室2厅 东,尚城澜庭 -河东北区,3室2厅 | 89.18平米 | 东 | 其他 | 中楼层(共23层)  | 塔楼,0人关注 / 27天以前发布,106,"11,887元/平"
金帝花园D区 4室2厅 南,金帝花园D区 -市中区,4室2厅 | 128.74平米 | 南 | 其他 | 中楼层(共8层)  | 板楼,0人关注 / 21天以前发布,73,"5,671元/平"
中铁龙城两室带大平台，产权满二，税费低,中铁龙城 -河东北区,2室2厅 | 78平米 | 东南 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 29天以前发布,78,"10,000元/平"
荣兴遂州新城 3室2厅 南,荣兴遂州新城 -河东南区,3室2厅 | 82平米 | 南 | 其他 | 中楼层(共28层)  | 板塔结合,0人关注 / 30天以前发布,70,"8,537元/平"
介福路派出所集资楼 大三房三厅三卫 看房方便,介福路派出所集资楼 -西山路区,3室3厅 | 185.17平米 | 东 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 20天以前发布,91.8,"4,958元/平"
小区环境优美，房型巴适.......,云辰国际 -射洪县,4室2厅 | 133平米 | 西 | 其他 | 高楼层(共30层)  | 塔楼,0人关注 / 18天以前发布,72,"5,414元/平"
