标题,开发商,房子信息,发布信息,售价/万,单价
步行街小两室带装修；无高税；    产权在手,三公街9号 -北湖公园,2室1厅 | 48.5平米 | 东 东南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 6天以前发布,28,"5,774元/平"
本小区适合居住环境优美绿化好多,鸿通翡翠城南玺台 -南充北站,3室1厅 | 98.9平米 | 南 | 其他 | 高楼层(共11层)  | 板塔结合,0人关注 / 3个月以前发布,71,"7,179元/平"
全线江景房，视野一级棒，业主诚心出售,泰合·鹭岛江岸 -江东大道,3室2厅 | 103.99平米 | 西南 | 毛坯 | 高楼层(共31层)  | 塔楼,0人关注 / 2个月以前发布,65.9,"6,338元/平"
南门坝精装修大3房，房东诚心出售,格兰春天 -南门坝,3室1厅 | 126平米 | 东南 | 精装 | 低楼层(共6层)  | 暂无数据,1人关注 / 3个月以前发布,98.5,"7,818元/平"
火车北站绿地城，朝中庭，无高税，中间楼层，居家装修,绿地城上海滩花园二区 -南充北站,3室2厅 | 91平米 | 东南 | 简装 | 中楼层(共33层)  | 板塔结合,1人关注 / 7个月以前发布,68,"7,473元/平"
房子位于高坪区安汉广场，高坪区人民医院旁边,宏合小区 -王府井,3室2厅 | 137平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼,2人关注 / 一年前发布,52,"3,796元/平"
有电梯户型方正采光好位置优越房东急售,鹤鸣路153号 -王府井,4室2厅 | 144平米 | 东南 | 简装 | 高楼层(共8层)  | 暂无数据,48人关注 / 一年前发布,52.8,"3,667元/平"
火车北站上海滩花园精装四房，房东急于出售，出售,绿地城上海滩花园三期 -南充北站,4室2厅 | 139平米 | 西南 | 其他 | 高楼层(共26层)  | 板塔结合,3人关注 / 一年前发布,133,"9,569元/平"
业主急售，大盘小区，交通方便，采光充足，精装三室。,蓝光·香江国际 -南门坝,3室2厅 | 107平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 2个月以前发布,86,"8,038元/平"
交通方便  配套齐全  精装电梯两室,蓝光·香江国际 -南门坝,2室2厅 | 76平米 | 东南 | 精装 | 低楼层(共34层)  | 塔楼,2人关注 / 8个月以前发布,80,"10,527元/平"
南门坝大盘小区，房东急售，看房方便,明宇·帝壹家西区 -南门坝,3室2厅 | 119平米 | 东 东南 | 精装 | 低楼层(共6层)  | 板楼,2人关注 / 4个月以前发布,67.2,"5,648元/平"
春天花城 3室2厅 南 北,春天花城 -南充北站,3室2厅 | 93.17平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板塔结合,0人关注 / 一年前发布,72,"7,728元/平"
华诺国际 电梯顶跃 无抵押 证件齐全  清水房,华诺·四区 -王府井,4室2厅 | 169.64平米 | 东南 | 毛坯 | 高楼层(共10层)  | 塔楼,11人关注 / 一年前发布,91,"5,365元/平"
格兰星河湾小区中庭顶跃 大楼盘 物业好,格兰星河湾 -南门坝,3室2厅 | 126平米 | 东 | 毛坯 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,82,"6,508元/平"
学院街汽车四十一队 经典小三房 户型采光好,四川省汽车运输第四十一队 -大西街,3室2厅 | 83平米 | 东 | 简装 | 中楼层(共8层)  | 暂无数据,3人关注 / 11个月以前发布,30.5,"3,675元/平"
火车北站电梯洋房，中间楼层，带大阳台,鸿通翡翠城南玺台 -南充北站,3室1厅 | 87平米 | 北 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 一年前发布,70,"8,046元/平"
教育之城白马湖水街品质电梯洋房一梯两户中间楼大开间,阳光·白马城 -白马湖,3室2厅 | 98.25平米 | 南 | 毛坯 | 低楼层(共9层)  | 塔楼,1人关注 / 一年前发布,58.4,"5,945元/平"
绿地城上海滩花园二区三室两厅一厨两卫,绿地城上海滩花园二区 -南充北站,3室2厅 | 91平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,67,"7,363元/平"
瑞露嘉都精装大三房 大盘小区 出行方便 三区交汇处,瑞露嘉都 -南门坝,3室2厅 | 129平米 | 东 | 精装 | 低楼层(共16层)  | 塔楼,11人关注 / 一年前发布,81,"6,280元/平"
嘉陵江畔七桥旁、户型方正宽敞精装修、大盘小区绿化好,碧桂园天玺湾 -文峰,5室2厅 | 270平米 | 东南 | 精装 | 低楼层(共24层)  | 塔楼,8人关注 / 一年前发布,165,"6,112元/平"
由带电梯的、高层形态组成。大尺度、大围合式的颠覆..,悦中心 -南门坝,2室1厅 | 69.55平米 | 南 | 精装 | 高楼层(共27层)  | 塔楼,7人关注 / 7个月以前发布,62.8,"9,030元/平"
江东大道醇熟地段 三房两厅   小区环境好  物业管理好,阳光江山金岸小区 -江东大道,3室2厅 | 68.06平米 | 东南 | 毛坯 | 高楼层(共24层)  | 塔楼,1人关注 / 4个月以前发布,48,"7,053元/平"
北站片区大小区现浇房，3楼清水,辉宇都市泊岸 -南充北站,3室2厅 | 106.19平米 | 南 北 | 毛坯 | 中楼层(共9层)  | 塔楼,6人关注 / 一年前发布,35,"3,296元/平"
简装套三，房东诚心出售，欢迎多多带看,蓝光·香江国际 -南门坝,3室2厅 | 106平米 | 东 | 精装 | 中楼层(共18层)  | 塔楼,20人关注 / 一年前发布,86,"8,114元/平"
离南门坝五星小 学几百米，楼层低，户型方正朝向中庭,明宇·帝壹家西区 -南门坝,3室2厅 | 118平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼,327人关注 / 一年前发布,65.6,"5,560元/平"
户型方正     采光好   交通便利,蝶院 -江东大道,3室2厅 | 121平米 | 东南 | 精装 | 高楼层(共29层)  | 塔楼,11人关注 / 一年前发布,88,"7,273元/平"
江东大道公务员小区带车位大三室,天禾嘉泰 -江东大道,3室2厅 | 120平米 | 东南 | 毛坯 | 中楼层(共24层)  | 塔楼,3人关注 / 一年前发布,78,"6,500元/平"
明宇帝壹家  不临街  精装修有地暖带使用车位,明宇•帝壹家东区 -南门坝,4室2厅 | 147.8平米 | 东南 南 | 精装 | 中楼层(共5层)  | 板楼,9人关注 / 6个月以前发布,89.8,"6,076元/平"
高坪区泰和慢城八岛四室两厅一厨两卫,泰合慢城八岛 -江东大道,4室2厅 | 173平米 | 东南 | 毛坯 | 高楼层(共6层)  | 暂无数据,14人关注 / 一年前发布,120,"6,937元/平"
发展好，小区环境好，容积低，配套成熟,逸合山语城 -江东大道,3室2厅 | 83.5平米 | 东南 | 毛坯 | 高楼层(共11层)  | 塔楼,9人关注 / 一年前发布,51,"6,108元/平"
此房楼层好无遮挡。出行方便，户型方正，居住方便舒适,天庐二区 -南湖,5室2厅 | 200平米 | 东南 | 毛坯 | 中楼层(共5层)  | 塔楼,4人关注 / 一年前发布,125.9,"6,295元/平"
高坪区  白塔市场   严家巷  三室两厅,严家街74号附8号 -王府井,3室2厅 | 93平米 | 东南 | 其他 | 中楼层(共8层)  | 暂无数据,10人关注 / 一年前发布,37,"3,979元/平"
中间楼层，无遮挡，视野好，低密度大盘,天庐一区 -南湖,3室1厅 | 124.6平米 | 东南 | 毛坯 | 中楼层(共32层)  | 塔楼,12人关注 / 一年前发布,61,"4,896元/平"
火车北站鸿通春天花城。。。。。。,春天花城 -南充北站,3室1厅 | 98平米 | 东南 | 毛坯 | 低楼层(共11层)  | 板塔结合,1人关注 / 11个月以前发布,63,"6,429元/平"
业主急售！南门坝电梯两室，房东急售，诚心买,府街公寓 -大西街,2室2厅 | 63平米 | 东 | 简装 | 中楼层(共9层)  | 平房,8人关注 / 11个月以前发布,29,"4,604元/平"
南门坝 繁华地段 交通方便 配套成熟 适合居住,枫林嘉洲 -南门坝,4室1厅 | 123平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,17人关注 / 10个月以前发布,71.9,"5,846元/平"
户型方正，无浪费空间，视野开阔,南湖凯旋广场 -南湖,3室2厅 | 95平米 | 东南 | 毛坯 | 高楼层(共26层)  | 塔楼,0人关注 / 8个月以前发布,62,"6,527元/平"
顺庆电梯精装套三，中间楼层，配套成熟,金玉丽都 -火车站,3室2厅 | 94平米 | 南 | 精装 | 中楼层(共34层)  | 塔楼,2人关注 / 7个月以前发布,55,"5,852元/平"
房东工作在成都，多余房产变现，产权清晰，交易方便,瑞露嘉都 -南门坝,3室2厅 | 132.5平米 | 东南 | 精装 | 高楼层(共16层)  | 塔楼,5人关注 / 7个月以前发布,80,"6,038元/平"
明宇•帝壹家东区 4室1厅 东,明宇•帝壹家东区 -南门坝,4室1厅 | 136平米 | 东 | 毛坯 | 高楼层(共32层)  | 塔楼,0人关注 / 7个月以前发布,95,"6,986元/平"
南门坝大润发成熟地段配套齐全看房方便,蓝光·香江国际 -南门坝,3室2厅 | 91平米 | 东 | 简装 | 中楼层(共28层)  | 塔楼,2人关注 / 6个月以前发布,77,"8,462元/平"
南门坝明宇一期 四室两厅两卫 拎包入住,明宇•帝壹家东区 -南门坝,4室2厅 | 136平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,32人关注 / 一年前发布,80,"5,883元/平"
成熟社区，出门就是公园，一步一景，配套齐全,格兰春天 -南门坝,3室2厅 | 125平米 | 东南 | 精装 | 中楼层(共6层)  | 暂无数据,9人关注 / 一年前发布,68.5,"5,480元/平"
顺庆区火车北站春天花城三房两卫,春天花城 -南充北站,3室2厅 | 94平米 | 东南 | 毛坯 | 高楼层(共11层)  | 板塔结合,0人关注 / 一年前发布,68,"7,235元/平"
优质房源!!!附带特大露台   配套成熟片区，随时可看房,鸿升凯旋天地 -江东大道,3室2厅 | 83平米 | 东南 | 毛坯 | 低楼层(共26层)  | 暂无数据,2人关注 / 9个月以前发布,73,"8,796元/平"
南门坝1227，精装修大2室，房东诚心出售。,滨江名城 -南门坝,2室1厅 | 85平米 | 东南 | 精装 | 中楼层(共7层)  | 塔楼,1人关注 / 4个月以前发布,60,"7,059元/平"
绿地城世界500强，大企业大品牌,绿地城上海滩花园三期 -南充北站,3室2厅 | 97平米 | 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,1人关注 / 8个月以前发布,68,"7,011元/平"
小区外此房格局好，户型方正，采光通透,辉宇都市泊岸 -南充北站,5室3厅 | 157.84平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼,0人关注 / 6个月以前发布,52,"3,295元/平"
江东大道公务员小区公摊小安保性能强,天禾嘉泰 -江东大道,3室2厅 | 120平米 | 西北 | 毛坯 | 高楼层(共26层)  | 塔楼,6人关注 / 一年前发布,80,"6,667元/平"
潆溪街道3楼装修套三，采光好，拎包入住,拓展小区 -南充北站,3室2厅 | 100.31平米 | 南 | 简装 | 低楼层(共3层)  | 暂无数据,10人关注 / 一年前发布,29.8,"2,971元/平"
北站绿地城精装3室，中间楼层无高税，户型方正采光好,绿地城上海滩花园三期 -南充北站,3室2厅 | 83平米 | 西北 | 精装 | 中楼层(共27层)  | 板塔结合,0人关注 / 11个月以前发布,65,"7,832元/平"
精装大三房   看江   离江边近,泰合·鹭岛江岸 -江东大道,3室2厅 | 111.06平米 | 东南 | 精装 | 低楼层(共32层)  | 塔楼,42人关注 / 一年前发布,84,"7,564元/平"
白塔宗学旁边，七小正对缅，中间楼层，位置好,何家巷15号 -王府井,4室2厅 | 130平米 | 东南 | 简装 | 中楼层(共6层)  | 暂无数据,6人关注 / 5个月以前发布,45.8,"3,524元/平"
南门坝 电梯4室全江景房  视野开阔,明宇•帝壹家东区 -南门坝,4室2厅 | 131平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼,7人关注 / 一年前发布,89.6,"6,840元/平"
户型通透，格局方正，各房间采光好,碧桂园 -文峰,3室2厅 | 99平米 | 西南 | 精装 | 高楼层(共32层)  | 塔楼,17人关注 / 一年前发布,57.5,"5,809元/平"
诚心出售    精装三房   拎包入住,蝶院 -江东大道,3室2厅 | 89平米 | 北 东南 | 精装 | 低楼层(共29层)  | 板塔结合,1人关注 / 1个月以前发布,60,"6,742元/平"
江东大道套三双卫，带车位，无高税,阳光江山金岸小区 -江东大道,3室2厅 | 73.4平米 | 东南 | 毛坯 | 高楼层(共33层)  | 塔楼,1人关注 / 6个月以前发布,45,"6,131元/平"
蝶院 标准套二 简装 空间利用合理 配套成熟,蝶院 -江东大道,2室2厅 | 54平米 | 东南 | 精装 | 地下室(共6层)  | 暂无数据,3人关注 / 7个月以前发布,30,"5,556元/平"
南门坝瑞露嘉都精装房房东安心出售价格可以谈,瑞露嘉都 -南门坝,3室1厅 | 124.96平米 | 东南 | 精装 | 中楼层(共11层)  | 塔楼,7人关注 / 6个月以前发布,81.9,"6,555元/平"
房子精修修，居住时间少，朝向好，户型方正,蓝光·香江国际 -南门坝,3室2厅 | 88.18平米 | 东南 | 精装 | 高楼层(共28层)  | 塔楼,2人关注 / 一年前发布,80,"9,073元/平"
顺庆主城区，交通方便，配套齐全，户型方正，采光好。,彩龙巷75号 -西门市场,3室2厅 | 83平米 | 东南 | 简装 | 高楼层(共9层)  | 暂无数据,1人关注 / 4个月以前发布,24.5,"2,952元/平"
高坪繁华地段，配套齐全，停车方便。6＋1跃层花园,建设人家 -王府井,4室3厅 | 151.12平米 | 东南 | 毛坯 | 高楼层(共7层)  | 板塔结合,1人关注 / 6个月以前发布,61,"4,037元/平"
清泉坝 蓝光雍景半岛 正规四房出售 南北通透采光好,雍锦半岛 -清泉坝,4室2厅 | 119平米 | 东 南 | 毛坯 | 高楼层(共32层)  | 塔楼,13人关注 / 一年前发布,87.8,"7,379元/平"
下中坝龙头企业品质大盘，业主急售带车位,万科金润华府二期 -川东北金融中心,3室2厅 | 85平米 | 东南 | 简装 | 中楼层(共28层)  | 塔楼,4人关注 / 一年前发布,65,"7,648元/平"
南门坝蓝光香江国际电梯三房  诚心出售,蓝光·香江国际 -南门坝,3室1厅 | 91.33平米 | 东南 | 毛坯 | 中楼层(共34层)  | 塔楼,1人关注 / 7个月以前发布,78,"8,541元/平"
装修保养好，楼层不高，舒适安静,明宇·帝壹家西区 -南门坝,3室2厅 | 110平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,70,"6,364元/平"
学笑边边，安汉广场周 围，交通便利,川北医学院职工小区 -安汉广场,3室2厅 | 116平米 | 东南 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 9个月以前发布,59.2,"5,104元/平"
中虹国际旁，带平台现浇房诚心出售,南域世家 -嘉陵广场,3室2厅 | 101平米 | 东南 | 毛坯 | 低楼层(共6层)  | 板楼,3人关注 / 一年前发布,50.5,"5,000元/平"
刚交房的新小区，电梯洋房，户型方正,海伦堡半山樾 -安汉广场,3室2厅 | 105平米 | 东南 | 精装 | 高楼层(共11层)  | 暂无数据,6人关注 / 4个月以前发布,66.5,"6,334元/平"
清水毛坏房，中间楼层，位置好，配套齐全，欢迎带看,香槟尚城 -嘉陵广场,3室2厅 | 100.76平米 | 东南 | 毛坯 | 中楼层(共24层)  | 塔楼,0人关注 / 1个月以前发布,61.8,"6,134元/平"
滨江名城 大四房两厅双卫 房东诚心出售,滨江名城 -南门坝,4室1厅 | 147平米 | 东南 | 毛坯 | 中楼层(共6层)  | 暂无数据,2人关注 / 11个月以前发布,106,"7,211元/平"
小区中庭  环境优越 三室两厅  通风好,宏凌·滨江又一城 -嘉陵广场,3室2厅 | 109平米 | 南 | 毛坯 | 中楼层(共7层)  | 塔楼,7人关注 / 一年前发布,69.9,"6,413元/平"
绿地城世界500强，大品牌值得信赖,绿地城上海滩花园三期 -南充北站,3室2厅 | 97平米 | 南 | 其他 | 中楼层(共25层)  | 板塔结合,1人关注 / 8个月以前发布,66,"6,805元/平"
大盘小区，三房双卫，无高税，买了就入住,绿地城上海滩花园三期 -南充北站,3室1厅 | 97平米 | 南 | 简装 | 低楼层(共27层)  | 板塔结合,0人关注 / 2个月以前发布,57,"5,877元/平"
育英路 电梯9楼 采光充足 不临街 装修九成新 诚售,育英路6号 -人民花园,2室2厅 | 78平米 | 东南 南 | 精装 | 高楼层(共10层)  | 平房,1人关注 / 5个月以前发布,46.6,"5,975元/平"
火车北站春天花城套六共两层楼...,春天花城 -南充北站,6室3厅 | 92平米 | 东南 | 毛坯 | 高楼层(共11层)  | 板塔结合,4人关注 / 一年前发布,65,"7,066元/平"
火车北站 欧香花园 6+1电梯花园洋房 带前后花园,欧香花园 -南充北站,3室2厅 | 99.3平米 | 南 | 毛坯 | 低楼层(共6层)  | 塔楼,14人关注 / 一年前发布,79,"7,956元/平"
优质小洋房，户型方正，中间楼层，带大阳台，,鸿通翡翠城南玺台 -南充北站,3室2厅 | 91.2平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,5人关注 / 一年前发布,65,"7,128元/平"
：顺庆区公务员小区，正宗的四房  前后带花园,北岭颐园东区 -华凤,4室1厅 | 115平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,16人关注 / 5个月以前发布,95,"8,261元/平"
环境舒适，户型方正，采光好，出行方便,喜来居 -西山风景区,3室2厅 | 130平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,2人关注 / 7个月以前发布,60,"4,616元/平"
大盘小区 绿化也很不错出行相当方便 优质 户型也好,蓝光·香江国际 -南门坝,3室2厅 | 95平米 | 南 | 毛坯 | 低楼层(共34层)  | 塔楼,5人关注 / 5个月以前发布,80,"8,422元/平"
火车北站鸿通春天花城中间楼层青龙山,春天花城 -南充北站,3室2厅 | 78平米 | 东 | 毛坯 | 中楼层(共14层)  | 板塔结合,0人关注 / 8个月以前发布,55,"7,052元/平"
小区绿化好，环境优美适合居住。,欧香花园 -南充北站,3室2厅 | 99.23平米 | 东 南 | 其他 | 低楼层(共7层)  | 塔楼,0人关注 / 3个月以前发布,111.9,"11,277元/平"
华诺国际三区。出门就是河边。交通便利，环境舒适,华诺国际三区 -王府井,3室2厅 | 104.71平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,66,"6,304元/平"
6+1电梯花园洋房中间楼层，拎包入住。无高税。,欧香花园 -南充北站,3室2厅 | 99.31平米 | 东 东南 | 精装 | 中楼层(共7层)  | 塔楼,2人关注 / 6个月以前发布,89,"8,962元/平"
